Year,Month,Event date,Event time,Restoration date,Restoration time,Duration,Unnamed: 7,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,
,,,,,,,,,,"King County, Thurston County",,,,
,,,,,,,,,,"and Kitsap County,",,,,
2014,10,10/25/14,6:00 PM,,ongoing,,ongoing,Puget Sound Energy,WECC,Washington,Severe Weather - Wind,154,96000,
"Table B.2 Major Disturbances and Unusual Occurrences, 2014",,,,,,,,,,,,,,
,,,,,,,,,,,,,Number of,
,,,,Restoration Date and,,,,,NERC,,,,Customers,
Year,Month,Event Date and Time,,,Time,,Duration,Utility/Power Pool,Region,Area Affected,Type of Disturbance,Loss (megawatts),Affected,
,,,,,,,,,,"Massachusetts, Maine,",,,,
,,,,,,,,,,"Vermont, New Hampshire,",,,,
2014,11,11/2/14,1:46 PM,,ongoing,,ongoing,ISO New England,NPCC,"Rhode Island, Connecticut",Severe Weather - Winter Storm,Unknown,63719,
2014,11,11/11/14,6:00 PM,11/14/14,3:00 PM,"69 Hours,",0 Minutes,Puget Sound Energy,WECC,Washington,Severe Weather - Wind,132,68000,
2014,11,11/14/14,9:50 AM,11/14/14,1:18 PM,"3 Hours, 28 Minutes",,Portland General Electric Co,WECC,"Estacada, Oregon",Electrical System Islanding,1,123,
,,,,,,,,,,"Nebraska, Kansas, Texas,",,,,
,,,,,,,,,,"Arkansas, Louisiana, New",,,,
2014,11,11/24/14 0:00,,,ongoing,,ongoing,Southwestern Public Service Company,SPP,Mexico,Fuel Supply Emergency - Coal,Unknown,Unknown,
2014,11,11/24/14 12:00,,11/27/14,1:00 PM,"73 Hours,",0 Minutes,Detroit Edison Co,RFC,Michigan,Severe Weather - Wind,Unknown,186154,
,,,,,,,,,,"New Hampshire,",,,,
,,,,,,,,,,"Massachusetts, Maine, Rhode",,,,
2014,11,11/26/14,5:50 PM,11/28/14,7:00 AM,"37 Hours, 10 Minutes",,ISO New England,NPCC,"Island, Connecticut, Vermont",Severe Weather - Winter Storm,Unknown,79530,
2014,12,12/11/14,6:40 AM,,ongoing,,ongoing,Pacific Gas & Electric Co,WECC,Northern California,Severe Weather- High Winds,Unknown,Unknown,
,,,,,,,,,,,Distribution Interruption -,,,
2014,12,12/11/14,7:21 AM,12/11/14,9:53 PM,"14 Hours, 32 Minutes",,Pacific Gas & Electric Co,WECC,"San Francisco, California",Unknown Cause,225,75000,
2014,12,12/11/14,4:05 PM,12/11/14,9:00 PM,"4 Hours, 55 Minutes",,Portland General Electric Co,WECC,"Portland, Oregon",Severe Weather- High Winds,250,85470,
,,,,,,,,,,"Kitsap, Thurston, Whatcom",,,,
2014,12,12/11/14,5:00 PM,12/12/14 10:00,,"17 Hours,",0 Minutes,Puget Sound Energy,WECC,counties Washington,Severe Weather- High Winds,116,264000,
2014,12,12/11/14 23:15,,,ongoing,,ongoing,Pacific Gas & Electric Co,WECC,Northern California,Severe Weather- High Winds,Unknown,Unknown,
2014,12,12/30/14,1:08 PM,1/1/15,4:50 PM,"51 Hours, 42 Minutes",,Pacific Gas & Electric Co,WECC,Northern California,Severe Weather- High Winds,127,84500,
