Data Year,Utility Number,Utility Name,Short Form,State,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2014,12395,Menard Electric Coop,,IL,.,.,1,.,1,9035,550,1163,.,10748,.,.,.,.,.,.,.,.,.,.,9035,550,1164,.,10749,123242,27677,17337,.,168256,941,17,8,.,966,1337,18,1163,.,2518
2014,12406,Miami-Cass County Rural E M C,,IN,.,.,.,.,.,5648,295,6,.,5949,.,.,.,.,.,.,.,.,.,.,5648,295,6,.,5949,82101,33766,17890,.,133757,5648,295,6,.,5949,.,.,.,.,.
2014,12439,"Midstate Electric Coop, Inc",,OR,0,0,.,.,0,16410,2100,3,.,18513,.,.,.,.,.,.,.,.,.,.,16410,2100,3,.,18513,234518,112855,32200,.,379573,16308,2087,3,.,18398,.,.,.,.,.
2014,12450,Midland Power Coop,,IA,12726,505,21,.,13252,.,.,.,.,.,.,.,.,.,.,51,15,1,.,67,12777,520,22,.,13319,.,.,.,.,.,10838,490,18,.,11346,489,.,.,.,489
2014,12452,Mid-South Electric Coop Assn,,TX,102,6,7,.,115,24202,3231,8,.,27441,.,.,.,.,.,.,.,.,.,.,24304,3237,15,.,27556,365782,117135,47406,.,530323,23442,3123,10,.,26575,0,0,0,.,0
2014,12462,Mid-Carolina Electric Coop Inc,,SC,.,.,.,.,.,46927,6745,8,.,53680,.,.,.,.,.,.,.,.,.,.,46927,6745,8,.,53680,729496,259261,36300,.,1025057,.,.,.,.,.,.,.,.,.,.
2014,12463,"Mid-Yellowstone Elec Coop, Inc",,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,217,736,0,2002,1049,217,736,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12470,Middle Tennessee E M C,,TN,0,0,0,0,0,0,2,5,0,7,0,0,0,0,0,177124,25263,36,0,202423,177124,25265,41,0,202430,0,32277.44,407130.99,0,439408.42,0,0,0,0,0,7366,0,0,0,7366
2014,12472,Middle Georgia El Member Corp,,GA,.,.,.,.,.,5112,1698,1066,.,7876,.,.,.,.,.,.,.,.,.,.,5112,1698,1066,.,7876,80096,30229,39392,.,149717,5112,1698,1066,.,7876,0,0,495,.,495
2014,12473,Town of Middleborough - (MA),,MA,13135,1012,2,.,14149,.,.,.,.,.,.,.,.,.,.,740,1399,13,.,2152,13875,2411,15,.,16301,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12474,Borough of Middletown - (PA),Y,PA,3625,232,97,0,3954,25,0,0,0,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,313286,.,.,.,313286,.,.,.,.,.,.,.,.,.,.
2014,12515,"Midwest Electric, Inc",,OH,10336,218,6,0,10560,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,10337,218,6,0,10561,.,.,.,.,.,10336,218,6,0,10560,0,0,0,0,0
2014,12532,City of Milan,,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6689,1277,4,0,7970,6689,1277,4,0,7970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12539,Midwest Electric Member Corp,,NE,3190,1164,2063,.,6417,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,3190,1164,2063,.,6417,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0
2014,12546,Mille Lacs Energy Cooperative,,MN,11963,980,81,.,13024,1671,165,28,.,1864,.,.,.,.,.,.,.,.,.,.,13634,1145,109,0,14888,15338,2441,10895,.,28674,.,.,.,.,.,2893,110,9,.,3012
2014,12615,City of Milton-Freewater- (OR),,OR,.,.,.,.,.,3501,487,347,.,4335,.,.,.,.,.,.,.,.,.,.,3501,487,347,.,4335,58933,14075,32591,.,105599,.,.,.,.,.,784,63,.,.,847
2014,12616,City of Milton - (WA),Y,WA,2043,.,.,.,2043,1283,.,.,.,1283,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50261,.,.,.,50261,.,.,.,.,.,.,.,.,.,.
2014,12642,Maquoketa Valley Rrl Elec Coop,,IA,.,.,.,.,0,11384,5756,.,.,17140,.,.,.,.,.,.,.,.,.,.,11384,5756,0,.,17140,134244,150831,.,.,285075,10010,5638,.,.,15648,.,.,.,.,.
2014,12647,"ALLETE, Inc.",,MN,92242,15837,196,.,108275,30338,4749,149,.,35236,.,.,.,.,.,.,39,.,.,39,122580,20625,345,.,143550,201037,210558,4137443,.,4549038,3448,.,.,.,3448,.,.,.,.,.
2014,12651,Minnesota Valley Electric Coop,,MN,.,.,.,.,.,43494,2670,.,.,46164,.,.,.,.,.,.,31,.,.,31,43494,2701,.,.,46195,439221,257121,.,.,696342,32142,1193,.,.,33335,.,.,.,.,.
2014,12660,Village of Minster - (OH),,OH,1218,35,16,.,1269,.,.,12,.,12,.,.,.,.,.,.,119,18,.,137,1218,154,46,.,1418,.,.,77893,.,77893,.,.,3,.,3,.,.,.,.,.
2014,12681,Mississippi County Electric Co,,AR,3730,.,636,.,4366,.,.,.,.,.,.,.,.,.,.,299,.,107,.,406,4029,.,743,.,4772,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12685,Entergy Mississippi Inc,,MS,6003,538,34,.,6575,105,.,.,.,105,.,.,.,.,.,372739,67559,4304,.,444602,378847,68097,4338,.,451282,1771,0,0,.,1771,.,.,.,.,.,0,0,0,0,0
2014,12686,Mississippi Power Co,,MS,5650,856,70,0,6576,0,2,19,0,21,0,0,0,0,0,146939,32617,392,0,179948,152589,33475,481,0,186545,0,115351,939023,0,1054374,0,2,19,0,21,0,0,0,0,0
2014,12692,"Missoula Electric Coop, Inc",,ID,37,20,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,20,0,0,57,0,0,0,0,0,37,20,0,0,57,0,0,0,0,0
2014,12692,"Missoula Electric Coop, Inc",,MT,12651,1300,275,0,14226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12651,1300,275,0,14226,0,0,0,0,0,12651,1300,275,0,14226,0,0,0,0,0
2014,12698,KCP&L Greater Missouri Operations Co.,,MO,0,460,0,0,460,0,0,0,0,0,0,0,0,0,0,275265,36256,0,0,311521,275265,36716,0,0,311981,0,0,0,0,0,0,0,0,0,0,15941,429,0,0,16370
2014,12700,Missouri Rural Electric Coop,,MO,4755,533,4,.,5292,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4755,533,4,.,5292,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12706,Mitchell Electric Member Corp,,GA,21160,3959,.,.,25119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21160,3959,.,.,25119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12744,Modern Electric Water Company,,WA,8343,1639,.,.,9982,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8343,1639,.,.,9982,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12745,Modesto Irrigation District,,CA,.,.,.,.,.,95835,20663,164,0,116662,.,.,.,.,.,.,.,.,.,.,95835,20663,164,0,116662,868541,864032,768953,0,2501526,.,.,.,.,.,.,.,.,.,.
2014,12782,City of Monett - (MO),,MO,3891,719,40,0,4650,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3891,719,40,0,4650,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12789,City of Monmouth - (OR),,OR,.,.,.,.,.,3986,271,62,.,4319,.,.,.,.,.,.,.,2,.,2,3986,271,64,.,4321,44811,4332,23108,.,72251,.,.,.,.,.,.,.,.,.,.
2014,12796,Monongahela Power Co,,WV,21087,4968,265,.,26320,.,.,.,.,.,.,.,.,.,.,311657,44003,7299,.,362959,332744,48971,7564,.,389279,.,.,.,.,.,.,5,20,.,25,.,.,.,.,.
2014,12800,City of Monroe - (GA),,GA,5291,.,.,.,5291,.,.,.,.,.,.,.,.,.,.,.,862,1,.,863,5291,862,1,.,6154,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12801,City of Monroe - (NC),,NC,8765,2077,119,.,10961,.,.,.,.,.,.,.,.,.,.,0,21,18,.,39,8765,2098,137,.,11000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12803,"Monroe County Elec Coop, Inc",,IL,7073,124,30,.,7227,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7073,124,30,.,7227,.,.,.,.,.,7073,124,30,.,7227,0,.,.,.,0
2014,12825,NorthWestern Energy LLC - (MT),,MT,277439,38228,33,.,315700,.,.,.,.,.,.,.,.,.,.,7779,30050,250,.,38079,285218,68278,283,.,353779,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12839,City of Montezuma - (IA),,IA,498,139,2,.,639,.,.,.,.,.,.,.,.,.,.,187,47,0,.,234,685,186,2,.,873,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12860,Morgan County Rural Elec Assn,,CO,4818,1539,1468,.,7825,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4818,1539,1468,.,7825,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12866,Moon Lake Electric Assn Inc,,CO,1531,543,9,.,2083,.,.,.,.,.,.,.,.,.,.,36,198,3,.,237,1567,741,12,.,2320,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12866,Moon Lake Electric Assn Inc,,UT,12309,3480,7,.,15796,.,.,.,.,.,.,.,.,.,.,190,733,0,.,923,12499,4213,7,.,16719,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12894,City of Moorhead - (MN),,MN,16037,1165,0,.,17202,.,.,.,.,.,.,.,.,.,.,307,1443,279,.,2029,16344,2608,279,.,19231,.,.,.,.,.,.,.,.,.,.,1574,47,7,.,1628
2014,12899,Mor-Gran-Sou Electric Coop Inc,,ND,7088,1018,1,.,8107,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7088,1018,1,.,8107,.,.,.,.,.,7088,1018,1,.,8107,.,.,.,.,.
2014,12900,City of Mora - (MN),,MN,1380,275,1,.,1656,.,.,.,.,0,.,.,.,.,.,156,3,7,.,166,1536,278,8,.,1822,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12901,Mora-San Miguel Elec Coop,,NM,1218,.,.,.,1218,.,.,.,.,.,.,.,.,.,.,9333,263,1,1,9598,10551,263,1,1,10816,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12915,Moreau-Grand Electric Coop Inc,,SD,.,.,.,.,0,5999,824,.,.,6823,.,.,.,.,.,.,4,.,.,4,5999,828,.,.,6827,61020,40950,.,.,101970,.,.,.,.,.,.,.,.,.,.
2014,12919,Morenci Water and Electric,,AZ,2255,324,.,.,2579,.,.,.,.,0,.,.,.,.,.,15,103,.,.,118,2270,427,.,.,2697,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12928,Morgan City - (UT),Y,UT,1463,102,.,.,1565,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12929,South Central Indiana REMC,,IN,.,.,.,.,0,33097,333,6,.,33436,.,.,.,.,0,.,.,.,.,0,33097,333,6,0,33436,468569,52767,40115,.,561451,9983,.,.,.,9983,1498,0,0,0,1498
2014,12944,City of Morganton - (NC),,NC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6430,1697,41,.,8168,6430,1697,41,.,8168,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,12988,City of Morristown - (TN),,TN,0,0,0,0,0,11687,2545,29,0,14261,0,0,0,0,0,0,0,0,0,0,11687,2545,29,0,14261,166090,287097.09,434820,0,888007,0,0,4,0,4,0,1,0,0,1
2014,12989,Village of Morrisville - (VT),,VT,.,.,.,.,.,178,.,.,.,178,.,.,.,.,.,.,.,.,.,.,178,.,.,.,178,1086,.,.,.,1086,0,.,.,.,0,0,.,.,.,0
2014,12990,Consolidated Electric Coop Inc,,OH,.,.,.,.,.,14449,2144,9,.,16602,.,.,.,.,.,.,.,.,.,.,14449,2144,9,.,16602,241820,45349,76961,.,364130,.,.,.,.,.,.,.,.,.,.
2014,13026,City of Moultrie - (GA),,GA,5731,989,11,0,6731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5731,989,11,0,6731,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
2014,13027,"Mountain Electric Coop, Inc",,NC,0,0,0,0,0,15106,3289,0,0,18395,0,0,0,0,0,0,0,0,0,0,15106,3289,0,0,18395,170010,95043,0,0,265053,15106,3289,0,0,18395,0,0,0,0,0
2014,13027,"Mountain Electric Coop, Inc",,TN,0,0,0,0,0,12354,2677,3,0,15034,0,0,0,0,0,0,0,0,0,0,12354,2677,3,0,15034,156458,65922,103897,0,326277,12354,2677,3,0,15034,0,0,0,0,0
2014,13033,City of Mount Dora - (FL),Y,FL,4743,840,.,.,5583,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13036,Village of Mt. Horeb - (WI),,WI,910,0,0,0,910,2260,513,0,0,2773,0,0,0,0,0,17,0,0,0,17,3187,513,0,0,3700,18536,21954,0,0,40490,0,0,0,0,0,0,0,0,0,0
2014,13037,City of Mt Pleasant - (UT),Y,UT,1958,143,.,.,2101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13039,City of Mt Pleasant - (TN),,TN,0,0,0,0,0,3170,713,5,0,3888,3170,713,5,0,3888,0,0,0,0,0,3170,713,5,0,3888,48581,30316.66,34498,0,113396,0,0,0,0,0,0,0,0,0,0
2014,13040,City of Mount Vernon - (MO),,MO,1890,319,13,.,2222,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1890,319,13,.,2222,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13048,City of Mountain Lake - (MN),Y,MN,300,.,.,.,300,0,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2014,13050,"Mountain Parks Electric, Inc",,CO,13798,2518,14,.,16330,.,.,.,.,.,.,.,.,.,.,2827,710,0,.,3537,16625,3228,14,.,19867,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13058,"Mountain View Elec Assn, Inc",,CO,43680,2989,.,.,46669,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43680,2989,.,.,46669,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13073,"Mt Wheeler Power, Inc",,NV,5024,1610,425,.,7059,.,.,10,.,10,.,.,.,.,.,.,.,.,.,.,5024,1610,435,.,7069,.,.,312081,.,312081,.,.,.,.,.,.,.,.,.,.
2014,13073,"Mt Wheeler Power, Inc",,UT,210,123,48,.,381,.,.,2,.,2,.,.,.,.,.,.,.,.,.,.,210,123,50,.,383,.,.,393,.,393,.,.,.,.,.,.,.,.,.,.
2014,13119,City of Murfreesboro,,TN,49022,6639,13,0,55674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49022,6639,13,0,55674,0,0,0,0,0,48615,6639,13,0,55267,0,0,0,0,0
2014,13138,City of Murray - (KY),,KY,0,0,0,0,0,6200,1597,3,0,7800,0,0,0,0,0,7,25,0,0,32,6207,1622,3,0,7832,74463.24,146886,74305,0,295654,0,0,0,0,0,0,0,0,0,0
2014,13143,Board of Water Electric & Communications,,IA,756,106,7,.,869,.,10,37,.,47,.,.,.,.,.,8894,1426,3,.,10323,9650,1542,47,.,11239,.,9745,553898,.,563643,.,3,9,.,12,.,.,.,.,.
2014,13144,City of Muscle Shoals,,AL,5466,0,4,0,5470,0,0,0,0,0,0,0,0,0,0,618,1624,3,0,2245,6084,1624,7,0,7715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,13145,Village of Muscoda - (WI),,WI,0,3,2,0,5,0,0,0,0,0,0,0,0,0,0,877,198,0,0,1075,877,201,2,0,1080,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0
2014,13196,Northern Plains Electric Coop,,ND,16036,.,.,.,16036,.,.,.,.,.,.,.,.,.,.,554,1340,151,0,2045,16590,1340,151,0,18081,.,.,.,.,.,.,.,.,.,.,6168,313,125,0,6606
2014,13205,"New Enterprise R E C, Inc",Y,PA,.,.,.,.,.,3218,1546,15,.,4779,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36187,10815,2979,.,49981,.,.,.,.,.,.,.,.,.,.
2014,13206,Nantucket Electric Co,,MA,13164,305,.,.,13469,.,.,.,.,.,.,.,.,.,.,4,12,.,.,16,13168,317,.,.,13485,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13208,City of Naperville - (IL),,IL,0,0,0,.,0,52023,6730,9,.,58762,52023,0,0,.,52023,4,1,0,.,5,52027,6731,9,.,58767,534716,795969,68922,.,1399607,0,0,0,.,0,0,0,0,.,0
2014,13209,City of Napoleon - (OH),,OH,5428,783,2,0,6213,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5428,783,2,0,6213,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13214,The Narragansett Electric Co,,RI,468728,11601,.,.,480329,.,247,.,.,247,.,.,.,.,.,13410,14387,.,.,27797,482138,26235,.,.,508373,.,1010197,.,.,1010197,.,.,.,.,.,.,.,.,.,.
2014,13216,Nashville Electric Service,,TN,68481,3307,24,0,71812,59468,20535,0,0,80003,59468,20535,0,0,80003,205560,15946,40,0,221546,333509,39788,64,0,373361,745086.72,3283746.9,0,0,4028833.62,0,0,0,0,0,0,0,0,0,0
2014,13227,Natchez Trace Elec Power Assn,,MS,12364,3306,5,0,15675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12364,3306,5,0,15675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,13292,Norris Electric Coop,,IL,17387,2007,8,.,19402,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17387,2007,8,.,19402,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13314,Navajo Tribal Utility Authority,,AZ,.,.,.,.,.,25623,2557,1,.,28181,.,.,.,.,0,.,.,.,.,.,25623,2557,1,.,28181,138867,184516,4,.,323387,.,.,.,.,.,.,.,.,.,.
2014,13314,Navajo Tribal Utility Authority,,NM,.,.,.,.,.,9638,790,133,.,10561,.,.,.,.,.,.,.,.,.,.,9638,790,133,.,10561,52358,65406,725,.,118489,.,.,.,.,.,.,.,.,.,.
2014,13314,Navajo Tribal Utility Authority,,UT,.,.,.,.,.,706,92,.,.,798,.,.,.,.,.,.,.,.,.,.,706,92,.,.,798,3798,5135,.,.,8933,.,.,.,.,.,.,.,.,.,.
2014,13318,"Navopache Electric Coop, Inc",,AZ,.,.,.,.,.,29040,3088,125,.,32253,.,.,.,.,.,7934,626,32,.,8592,36974,3714,157,.,40845,168378,112596,23617,.,304591,.,.,.,.,.,.,.,.,.,.
2014,13318,"Navopache Electric Coop, Inc",,NM,1,.,.,.,1,.,.,.,.,0,.,.,.,.,.,1541,215,1,.,1757,1542,215,1,.,1758,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13332,"Navarro County Elec Coop, Inc",,TX,14209,900,.,.,15109,.,.,.,.,.,.,.,.,.,.,.,303,11,.,314,14209,1203,11,.,15423,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13334,City of Nebraska City,,NE,2823,413,3,.,3239,.,.,.,.,.,.,.,.,.,.,1823,495,31,.,2349,4646,908,34,.,5588,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13337,Nebraska Public Power District,,NE,10795,1566,.,.,12361,36199,9208,8,.,45415,.,.,.,.,.,22189,6584,56,.,28829,69183,17358,64,.,86605,431364,409636,17983,.,858983,.,.,.,.,.,.,256,.,.,256
2014,13337,Nebraska Public Power District,,SD,.,.,.,.,.,1081,209,.,.,1290,.,.,.,.,.,.,1,.,.,1,1081,210,.,.,1291,17305,15471,.,.,32776,.,.,.,.,.,.,.,.,.,.
2014,13352,City of Negaunee,,MI,2023,246,0,0,2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,246,0,0,2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,13382,City of Neola - (IA),Y,IA,93,20,.,.,113,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2014,13386,"Nemaha-Marshall E C A, Inc",,KS,.,.,.,.,.,3238,119,12,.,3369,.,.,.,.,.,.,.,.,.,.,3238,119,12,.,3369,38439,7816,63,.,46318,.,.,.,.,.,.,.,.,.,.
2014,13387,"Nespelem Valley Elec Coop, Inc",Y,WA,1151,282,101,.,1534,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13388,Nephi City Corporation,Y,UT,.,.,.,.,.,2266,265,1,.,2532,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24112,23700,46128,.,93940,.,.,.,.,.,.,.,.,.,.
2014,13407,Nevada Power Co,,NV,115,45,191,.,351,768131,110395,.,.,878526,.,.,.,.,.,.,.,.,.,.,768246,110440,191,.,878877,8808144,4185230,.,.,12993374,377809,21640,.,.,399449,69576,18,.,.,69594
2014,13412,City of New Albany - (MS),,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7808,2637,4,0,10449,7808,2637,4,0,10449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,13416,City of New Bern - (NC),,NC,9287,24,7,.,9318,2209,233,.,.,2442,.,.,.,.,.,7035,3088,.,.,10123,18531,3345,7,.,21883,24,5,.,.,29,.,.,.,.,.,11560,.,.,.,11560
2014,13418,City of New Braunfels - (TX),,TX,28307,4098,12,.,32417,.,.,2,.,2,.,.,.,.,.,282,845,.,.,1127,28589,4943,14,.,33546,.,.,502683,.,502683,.,.,.,.,.,.,.,.,.,.
2014,13423,Town of New Carlisle- (IN),Y,IN,670,95,.,.,765,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13424,New Castle Municipal Serv Comm,,DE,2354,328,.,.,2682,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2354,328,.,.,2682,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13437,City of Newbern,,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,296,4,0,1756,1456,296,4,0,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,13438,Village of New Glarus - (WI),,WI,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1002,195,0,0,1197,1002,196,0,0,1198,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0
2014,13441,New Hampshire Elec Coop Inc,,NH,22,1,.,.,23,72388,10761,17,.,83166,.,.,.,.,0,.,.,.,.,.,72410,10762,17,.,83189,41406,16333,1846,.,59585,.,.,.,.,.,.,.,.,.,.
2014,13448,City of New Holstein - (WI),,WI,1862,330,0,0,2192,0,0,0,0,0,0,0,0,0,0,339,110,0,0,449,2201,440,0,0,2641,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0
2014,13466,City of New Lisbon,Y,WI,676,163,25,0,864,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
2014,13467,New London Electric&Water Util,,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3266,539,5,0,3810,3266,539,5,0,3810,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0
2014,13471,City of New Martinsville - (WV),Y,WV,1358,301,0,0,1659,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
2014,13478,Entergy New Orleans Inc,,LA,5246,98,31,.,5375,4607,0,2,.,4609,4607,0,2,.,4609,145560,16806,2246,.,164612,155413,16904,2279,.,174596,65466,0,0,.,65466,4607,.,.,.,4607,0,0,0,.,0
2014,13480,New Prague Utilities Comm,,MN,2264,278,37,.,2579,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2264,278,37,.,2579,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13481,City of New Richmond,,WI,2941,395,0,0,3336,0,0,0,0,0,0,0,0,0,0,772,258,0,0,1030,3713,653,0,0,4366,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0
2014,13488,New Ulm Public Utilities Comm,,MN,6078,1085,9,.,7172,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6078,1085,9,.,7172,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13489,Borough of New Wilmington - (PA),Y,PA,598,101,.,.,699,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13511,New York State Elec & Gas Corp,,NY,1,558,528,.,1087,.,.,.,.,.,.,.,.,.,.,763588,117314,1574,.,882476,763589,117872,2102,.,883563,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13519,City of Newark - (DE),,DE,.,.,.,.,.,10473,1479,53,.,12005,.,.,.,.,.,.,.,.,.,.,10473,1479,53,.,12005,93042,74147,237626,.,404815,10374,1474,53,.,11901,.,.,.,.,.
2014,13520,"New-Mac Electric Coop, Inc",,MO,16176,.,.,.,16176,800,3,.,.,803,.,.,.,.,.,.,141,4,.,145,16976,144,4,.,17124,976,25,0,.,1001,16976,0,0,.,16976,0,0,0,.,0
2014,13521,City of Newberry - (FL),Y,FL,1380,270,37,.,1687,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13523,City of Newberry - (SC),,SC,.,.,.,.,.,4092,293,2,0,4387,.,.,.,.,.,.,.,.,.,.,4092,293,2,0,4387,49276,23438,79258,0,151972,.,.,.,.,.,.,.,.,.,.
2014,13524,"Newberry Electric Coop, Inc",,SC,11919,701,9,.,12629,.,.,.,.,.,.,.,.,.,.,.,.,10,.,10,11919,701,19,.,12639,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13547,"Newnan Wtr, Sewer & Light Comm",,GA,771,50,1,.,822,.,.,.,.,.,.,.,.,.,.,7013,1675,.,.,8688,7784,1725,1,.,9510,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13550,City of Newport,,TN,0,4,0,0,4,18398,3114,8,0,21520,0,0,0,0,0,9,11,0,0,20,18407,3129,8,0,21544,260802,127835.14,159941,0,548578,18109,3114,8,0,21231,0,0,0,0,0
2014,13561,City of Newton - (NC),,NC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4197,506,69,.,4772,4197,506,69,.,4772,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13570,Ninnescah Rural E C A Inc,,KS,1063,403,.,.,1466,1694,905,.,.,2599,.,.,.,.,.,.,.,.,.,.,2757,1308,.,.,4065,15265,32375,.,.,47640,.,.,.,.,.,.,.,.,.,.
2014,13573,Niagara Mohawk Power Corp.,,NY,1601003,281643,.,.,1882646,276,2151,570,.,2997,.,.,.,.,.,.,.,.,.,.,1601279,283794,570,.,1885643,11907,6188576,4436785,.,10637268,.,.,.,.,.,.,.,.,.,.
