Data Year,Utility Number,Utility Name,Short Form,State,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2014,6442,Fleming-Mason Energy Coop Inc,,KY,.,.,.,.,0,20000,1400,.,.,21400,.,.,.,.,.,2196,289,.,.,2485,22196,1689,.,.,23885,116667,50000,.,.,166667,20000,1400,.,.,21400,.,.,.,.,.
2014,6443,"Florida Keys El Coop Assn, Inc",,FL,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26485,5164,439,.,32088,26485,5164,439,.,32088,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6452,Florida Power & Light Co,,FL,1005,55,1,0,1061,4270894,512163,9777,0,4792834,.,.,.,.,.,32196,60782,1335,0,94313,4304095,573000,11113,0,4888208,54929160,22166157,528605,0,77623922,.,.,.,.,.,.,.,.,.,.
2014,6455,"Duke Energy Florida, Inc",,FL,1505751,100752,395,0,1606898,503,71027,1611,0,73141,.,.,.,.,.,2558,11956,237,0,14751,1508812,183735,2243,0,1694790,7158,9551205,548869,0,10107232,0,103,37,0,140,410736,653,89,0,411478
2014,6457,Florida Public Utilities Co,,FL,7266,952,.,.,8218,.,.,.,.,.,.,.,.,.,.,16506,3415,2,.,19923,23772,4367,2,.,28141,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6491,Foley Board of Utilities,,AL,34807,8585,4,.,43396,.,.,.,.,.,.,.,.,.,0,.,77,.,.,77,34807,8662,4,.,43473,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6580,Town of Forest City,,NC,3181,903,19,.,4103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3181,903,19,.,4103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6582,City of Forest Grove,,OR,8534,315,.,.,8849,.,.,.,.,.,.,.,.,.,.,.,520,138,.,658,8534,835,138,.,9507,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6598,City of Forsyth - (GA),Y,GA,725,.,.,.,725,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6604,City of Fort Collins - (CO),,CO,0,15,0,0,15,60324,7570,16,0,67910,2,0,0,0,2,691,530,0,0,1221,61015,8115,16,0,69146,476740,460398,452249,0,1389387,4513,85,16,0,4614,3228,32,6,0,3266
2014,6608,Fort Loudoun Electric Coop,,TN,6630,1300,0,0,7930,20673,2718,4,0,23395,0,0,0,0,0,8,0,0,0,8,27311,4018,4,0,31333,232984.61,47868.87,31121,0,311974.48,0,0,0,0,0,0,0,0,0,0
2014,6609,City of Fort Meade - (FL),Y,FL,2556,130,.,.,2686,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6610,City of Fort Morgan,,CO,5237,802,1,.,6040,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5237,802,1,.,6040,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6612,Fort Payne Improvement Authority,,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6327,2020,7,0,8354,6327,2020,7,0,8354,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0
2014,6616,Fort Pierce Utilities Authority,,FL,7013,865,.,.,7878,.,.,.,.,.,.,.,.,.,.,15946,4221,.,.,20167,22959,5086,.,.,28045,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6627,City of Fosston - (MN),Y,MN,82,71,.,.,153,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6638,City of Fountain,,CO,1062,34,.,.,1096,14870,954,.,.,15824,.,.,.,.,.,.,.,.,.,.,15932,988,.,.,16920,121473,38241,.,.,159714,.,.,.,.,.,.,.,.,.,.
2014,6640,Four County Elec Member Corp,,NC,0,0,0,0,0,29129,3301,7,0,32437,0,0,0,0,0,0,0,0,0,0,29129,3301,7,0,32437,460774,201066,240097,0,901937,29129,3301,7,0,32437,0,0,0,0,0
2014,6641,4-County Electric Power Assn,,MS,0,0,0,0,0,38108,8655,7,0,46770,0,0,0,0,0,0,0,0,0,0,38108,8655,7,0,46770,595466,289198.48,124939,0,1009603,37846,8655,7,0,46508,0,0,0,0,0
2014,6709,Easley Combined Utility System,,SC,12068,1909,.,.,13977,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12068,1909,.,.,13977,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6710,Town of Edenton - (NC),,NC,.,6,8,.,14,.,.,.,.,.,.,.,.,.,.,3390,745,27,.,4162,3390,751,35,.,4176,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6711,Village of Frankfort - (NY),Y,NY,1470,179,3,.,1652,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6715,City of Franklin - (VA),,VA,4682,709,.,.,5391,.,.,.,.,.,.,.,.,.,.,.,129,.,.,129,4682,838,.,.,5520,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6716,PUD No 1 of Franklin County,,WA,1493,362,222,.,2077,.,3,.,.,3,.,.,.,.,.,21175,1480,210,.,22865,22668,1845,432,.,24945,.,104461,.,.,104461,.,.,.,.,.,.,.,.,.,.
2014,6717,Franklin Electric Coop - (AL),,AL,6533,0,0,0,6533,0,0,0,0,0,0,0,0,0,0,0,1129,2,0,1131,6533,1129,2,0,7664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6718,City of Franklin - (KY),,KY,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3768,1020,1,0,4789,3768,1020,4,0,4792,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
2014,6722,Franklin Rural Electric Coop - (IA),,IA,.,.,.,.,.,1985,436,7,0,2428,.,.,.,.,.,.,.,.,.,.,1985,436,7,0,2428,31989,23283,7669,.,62941,.,.,.,.,.,.,.,.,.,.
2014,6752,Town of Frederick - (CO),,CO,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,1894,110,49,.,2053,1894,110,49,.,2053,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0
2014,6758,City of Fredericksburg - (TX),,TX,.,.,.,.,.,4453,1106,.,.,5559,.,.,.,.,.,.,.,.,.,.,4453,1106,.,.,5559,52918,80411,.,.,133329,.,.,.,.,.,.,.,.,.,.
2014,6764,Village of Freeburg - (IL),Y,IL,1965,186,25,.,2176,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6779,City of Fremont - (NE),,NE,12326,2216,477,.,15019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12326,2216,477,.,15019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6780,Town of Fremont - (NC),Y,NC,704,.,.,.,704,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6782,Freeborn-Mower Coop Services,,IA,.,.,.,.,0,6,.,.,.,6,.,.,.,.,.,.,.,.,.,.,6,.,.,.,6,123,.,.,.,123,6,.,.,.,6,.,.,.,.,0
2014,6782,Freeborn-Mower Coop Services,,MN,.,.,.,.,.,6641,104,8,.,6753,.,.,.,.,.,9,7,4,.,20,6650,111,12,.,6773,108,39,69,.,216,5692,104,.,.,5796,634,14,.,.,648
2014,6784,French Broad Elec Member Corp,,NC,33157,3023,3,.,36183,.,.,.,.,.,.,.,.,.,.,19,8,2,.,29,33176,3031,5,.,36212,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6784,French Broad Elec Member Corp,,TN,938,53,.,.,991,.,.,.,.,.,.,.,.,.,.,5,.,.,.,5,943,53,.,.,996,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6793,City of Friend - (NE),Y,NE,250,.,.,.,250,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6804,Frontier Power Company,,OH,8069,931,.,.,9000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8069,931,.,.,9000,.,.,.,.,.,8069,931,.,.,9000,635,0,.,.,635
2014,6840,City of Fulton - (KY),,KY,0,0,0,0,0,1248,374,2,0,1624,0,0,0,0,0,0,0,0,0,0,1248,374,2,0,1624,15659.59,20721.31,17029,0,53409.91,0,0,0,0,0,0,0,0,0,0
2014,6848,Fulton County Rural E M C,Y,IN,.,.,.,.,.,5052,703,227,.,5982,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73247,23083,3165,.,99495,.,.,.,.,.,.,.,.,.,.
2014,6894,City of Gaffney - (SC),,SC,5866,1392,20,.,7278,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5866,1392,20,.,7278,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6907,City of Greendale,,IN,1923,263,10,.,2196,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1923,263,10,.,2196,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6909,Gainesville Regional Utilities,,FL,.,.,.,.,.,1,123,11,.,135,.,.,.,.,.,83213,10506,1,.,93720,83214,10629,12,.,93855,17,221596,147508,.,369121,.,22,11,.,33,.,.,.,.,.
2014,6914,City of Galion,,OH,5758,162,70,.,5990,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,5758,162,70,0,5990,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0
2014,6923,City of Gallatin - (TN),,TN,14381,2658,6,0,17045,0,0,0,0,0,0,0,0,0,0,0,2,4,0,6,14381,2660,10,0,17051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6930,City of Gallup - (NM),,NM,8505,1554,.,.,10059,.,.,.,.,.,.,.,.,.,.,31,459,1,.,491,8536,2013,1,.,10550,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6941,City of Garden City,,KS,0,0,0,0,0,9977,1005,407,0,11389,0,0,0,0,0,0,0,0,0,0,9977,1005,407,0,11389,82837,68872,114490,0,266199,0,0,0,0,0,0,0,0,0,0
2014,6950,Garland Light & Power Company,,WY,1855,39,80,.,1974,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1855,39,80,.,1974,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6970,City of Garrett,Y,IN,2878,.,.,.,2878,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,6993,City of Gas City - (IN),Y,IN,2805,225,0,0,3030,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7024,Gascosage Electric Coop,,MO,8883,912,.,.,9795,.,.,.,.,.,.,.,.,.,.,.,4,2,.,6,8883,916,2,.,9801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7027,City of Gastonia - (NC),,NC,21809,1576,7,.,23392,.,.,.,.,0,.,.,.,.,0,1217,2204,78,.,3499,23026,3780,85,0,26891,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0
2014,7090,GreyStone Power Corporation,,GA,.,.,.,.,.,116861,9186,84,.,126131,.,.,.,.,.,22,60,36,.,118,116883,9246,120,.,126249,1660521,517891,287520,.,2465932,7390,.,.,.,7390,.,.,.,.,.
2014,7095,City of Geneseo - (IL),Y,IL,3394,557,10,.,3961,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2014,7096,City of Geneva- (IL),,IL,2736,35,0,.,2771,.,.,.,.,.,.,.,.,.,.,5673,1728,48,.,7449,8409,1763,48,.,10220,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7100,Village of Genoa - (OH),Y,OH,999,58,0,.,1057,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7128,City of Georgetown - (SC),,SC,.,.,.,.,.,3846,1169,.,.,5015,.,.,.,.,.,.,.,.,.,.,3846,1169,.,.,5015,51956,73590,.,.,125546,.,.,.,.,.,.,.,.,.,.
2014,7129,City of Georgetown - (TX),,TX,5,7,.,.,12,22182,1331,10,.,23523,.,.,.,.,0,0,3,3,.,6,22187,1341,13,.,23541,242051,245657,77436,.,565144,22187,1341,13,.,23541,.,.,.,.,.
2014,7131,Village of Georgetown - (OH),Y,OH,533,3,.,.,536,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7140,Georgia Power Co,,GA,.,.,.,.,.,2094734,265824,8766,1,2369325,.,.,.,.,.,354,7,.,.,361,2095088,265831,8766,1,2369686,27048413,31802246,23527703,165134,82543496,1898789,301247,9132,1,2209169,.,.,.,.,.
2014,7174,Gibson Electric Members Corp,,TN,0,0,0,0,0,29374,5449,7,0,34830,0,0,0,0,0,0,0,0,0,0,29374,5449,7,0,34830,489101,165912.89,162573,0,817587,28758,5449,7,0,34214,0,0,0,0,0
2014,7184,City of Giddings - (TX),Y,TX,2028,597,.,.,2625,2028,597,.,.,2625,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31747,23289,.,.,55036,.,.,.,.,.,.,.,.,.,.
2014,7200,City of Gilman City - (MO),Y,MO,.,.,.,.,.,207,.,.,.,207,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1620,.,.,.,1620,.,.,.,.,.,.,.,.,.,.
2014,7222,City of Gillette - (WY),,WY,13059,2120,0,0,15179,.,.,.,.,.,.,.,.,.,.,212,34,0,0,246,13271,2154,0,0,15425,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7262,"Glacier Electric Coop, Inc",,MT,.,.,.,.,.,5763,1761,5,.,7529,.,.,.,.,.,.,.,.,.,.,5763,1761,5,.,7529,69049,83043,20931,.,173023,.,.,.,.,.,.,.,.,.,.
2014,7264,"Glades Electric Coop, Inc",,FL,7570,1860,.,.,9430,.,.,.,.,0,.,.,.,.,.,4777,1938,.,.,6715,12347,3798,0,.,16145,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7265,City of Gladstone,,MI,2741,387,0,0,3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2741,387,0,0,3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7270,City of Glasgow - (KY),,KY,0,0,0,0,0,5313,1922,5,0,7240,0,0,0,0,0,0,0,0,0,0,5313,1922,5,0,7240,66570,151771.2,77448,0,295789,5313,1922,5,0,7240,0,0,0,0,0
2014,7292,Glencoe Light & Power Comm,,MN,2388,373,2,.,2763,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2388,373,2,.,2763,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7294,City of Glendale - (CA),,CA,0,0,0,.,0,72975,13019,18,.,86012,.,.,.,.,.,0,0,0,.,0,72975,13019,18,.,86012,378771,683491,17178,.,1079440,72975,0,0,.,72975,0,0,0,.,0
2014,7300,City of Glenwood Springs - (CO),,CO,5389,24,.,.,5413,.,.,.,.,.,.,.,.,.,.,.,646,.,.,646,5389,670,.,.,6059,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7303,Raccoon Valley Electric Cooperative,,IA,2258,395,.,.,2653,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2258,395,.,.,2653,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7353,Golden Valley Elec Assn Inc,,AK,38396,6395,505,.,45296,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38396,6395,505,.,45296,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7368,City of Goldthwaite - (TX),Y,TX,907,292,33,.,1232,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7370,City of Gonzales - (TX),Y,TX,2000,.,.,.,2000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7374,City of Goodland - (KS),,KS,2173,463,58,.,2694,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2173,463,58,.,2694,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7411,City of Gothenburg - (NE),,NE,1460,290,.,.,1750,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1460,290,.,.,1750,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7450,Grady Electric Membership Corp,,GA,.,.,.,.,.,18353,720,400,.,19473,.,.,.,.,.,.,.,.,.,.,18353,720,400,.,19473,18353,720,400,.,19473,.,.,.,.,.,.,.,.,.,.
2014,7456,Graham County Electric Coop Inc,,AZ,100,.,.,.,100,.,.,.,.,0,.,.,.,.,0,7811,863,471,.,9145,7911,863,471,0,9245,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0
2014,7460,Goodhue County Coop Elec Assn,,MN,4686,290,.,.,4976,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4686,290,.,.,4976,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7489,Grand Rapids Public Util Comm,,MN,2008,239,.,0,2247,45,2,.,.,47,.,.,.,.,.,3681,1135,9,.,4825,5734,1376,9,0,7119,96,10,0,.,106,0,0,0,.,0,1013,58,0,0,1071
2014,7490,Grand River Dam Authority,,OK,.,0,0,.,0,.,60,111,.,171,.,.,.,.,.,.,5,10,.,15,.,65,121,.,186,.,5799,1281687,.,1287486,.,0,0,.,0,.,0,0,.,0
2014,7494,City of Granite Falls - (MN),Y,MN,1310,275,6,0,1591,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7548,PUD No 1 of Grays Harbor County,,WA,34835,4109,2218,.,41162,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34835,4109,2218,.,41162,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7558,Grayson Rural Electric Coop Corp,,KY,14115,1223,.,.,15338,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14115,1223,.,.,15338,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7559,"Grayson-Collin Elec Coop, Inc",,TX,17438,1354,.,.,18792,21742,1174,.,.,22916,.,.,.,.,.,.,.,.,.,.,39180,2528,.,.,41708,378464,60834,.,.,439298,21742,1174,.,.,22916,.,.,.,.,.
2014,7561,"Greenbelt Electric Coop, Inc",,TX,3567,175,85,.,3827,.,.,.,.,.,.,.,.,.,.,.,821,621,.,1442,3567,996,706,.,5269,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7593,City of Green Cove Springs,,FL,3179,710,.,.,3889,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3179,710,.,.,3889,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7601,Green Mountain Power Corp,,VT,1915,131,0,.,2046,224409,38115,35,.,262559,219910,38953,65,.,258928,13027,.,.,.,13027,239351,38246,35,.,277632,1224799,1268083,256429,.,2749311,219910,38953,65,.,258928,15748,329,.,.,16077
2014,7624,Village of Greene - (NY),Y,NY,1000,.,.,.,1000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7625,City of Greeneville - (TN),,TN,0,0,0,0,0,30665,7000,18,0,37683,0,0,0,0,0,0,0,0,0,0,30665,7000,18,0,37683,492759.96,296191.03,323790,0,1112740.99,30649,7000,18,0,37667,0,0,0,0,0
2014,7634,City of Greenville - (TX),,TX,.,9,.,.,9,.,0,.,.,0,.,.,.,.,0,11533,2094,.,.,13627,11533,2103,0,.,13636,.,.,0,.,0,.,.,0,.,0,.,.,0,.,0
2014,7639,Greenville Utilities Comm,,NC,57507,7353,440,.,65300,.,25,10,.,35,.,.,.,.,.,.,.,16,.,16,57507,7378,466,.,65351,.,254148,251763,.,505911,.,4,1,.,5,21496,.,.,.,21496
2014,7646,Greenwood CPW,,SC,7648,698,.,.,8346,.,.,.,.,.,.,.,.,.,.,2788,621,.,.,3409,10436,1319,.,.,11755,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7651,Greenwood Utilities Comm,,MS,7400,495,5,.,7900,.,.,.,.,.,.,.,.,.,.,175,1693,.,.,1868,7575,2188,5,.,9768,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7654,Greer Commission of Public Wks,,SC,14526,4054,.,.,18580,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14526,4054,.,.,18580,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7679,City of Griffin - (GA),,GA,0,.,.,.,0,12403,2198,15,.,14616,0,.,.,.,0,0,.,.,.,0,12403,2198,15,.,14616,147893,163929,86973,.,398795,0,.,.,.,0,0,.,.,.,0
2014,7715,Town of Groton - (MA),Y,MA,.,.,.,.,0,4424,432,.,.,4856,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43961,27312,.,.,71273,.,.,.,.,.,.,.,.,.,.
2014,7716,Groton Dept of Utilities - (CT),,CT,11608,572,.,.,12180,.,.,.,.,.,0,.,.,.,0,382,647,18,.,1047,11990,1219,18,.,13227,.,.,.,.,.,11608,572,.,.,12180,.,.,.,.,.
2014,7719,Borough of Grove City - (PA),Y,PA,2615,311,106,0,3032,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
2014,7720,"Grundy Electric Coop, Inc",,IA,227,13,.,.,240,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,227,13,.,.,240,.,.,.,.,.,227,13,.,.,240,50,.,.,.,50
2014,7720,"Grundy Electric Coop, Inc",,MO,5650,767,3,.,6420,.,.,.,.,.,.,.,.,.,.,19,8,2,.,29,5669,775,5,.,6449,.,.,.,.,.,5650,767,3,.,6420,2250,190,.,.,2440
2014,7723,Town of Groveland - (MA),Y,MA,.,.,.,.,.,2525,222,22,.,2769,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22713,2479,8860,.,34052,.,.,.,.,.,.,.,.,.,.
2014,7732,City of Grove City,Y,MN,431,50,3,26,510,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7743,Grundy Center Mun Light & Power,,IA,420,83,.,.,503,.,.,.,.,0,.,.,.,.,0,856,240,.,.,1096,1276,323,0,0,1599,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0
2014,7750,Guthrie County Rural E C A,,IA,.,.,.,.,.,4466,107,7,.,4580,.,.,.,.,0,.,.,.,.,.,4466,107,7,.,4580,67065,13091,77541,.,157697,.,.,.,.,0,.,.,.,.,.
2014,7752,Guadalupe Valley Elec Coop Inc,,TX,60436,4139,.,.,64575,7761,1929,.,.,9690,.,.,.,.,.,.,41,2,.,43,68197,6109,2,.,74308,77288,276064,.,.,353352,68197,6109,.,.,74306,.,.,.,.,.
2014,7785,"Gulf Coast Electric Coop, Inc",,FL,0,0,.,.,0,18524,1420,.,.,19944,.,.,.,.,.,0,0,.,.,0,18524,1420,.,.,19944,266607,69819,.,.,336426,5460,.,.,.,5460,.,.,.,.,.
2014,7787,Gunnison County Elec Assn.,,CO,8992,1425,7,.,10424,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8992,1425,7,.,10424,.,.,.,.,.,8992,1425,0,.,10417,0,0,0,.,0
2014,7801,Gulf Power Co,,FL,0,0,0,0,0,386387,47037,253,0,433677,0,0,0,0,0,122,0,0,0,122,386509,47037,253,0,433799,5333905,3729779,1843377,0,10907061,386387,47037,253,0,433677,0,0,0,0,0
2014,7826,City of Gunnison - (CO),,CO,3217,515,.,.,3732,.,.,.,.,.,.,.,.,.,.,147,314,.,.,461,3364,829,.,.,4193,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0
2014,7827,Guntersville Electric Board,,AL,2215,21,4,0,2240,0,0,0,0,0,0,0,0,0,0,2438,1637,0,0,4075,4653,1658,4,0,6315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7864,Grundy County Rural Elec Coop,,IA,.,.,.,.,0,1878,390,2,.,2270,.,.,.,.,.,.,.,.,.,.,1878,390,2,.,2270,29694,16342,11360,.,57396,.,.,.,.,.,30,0,0,.,30
2014,7870,H-D Electric Coop Inc,,MN,.,.,.,.,0,8,.,3,.,11,.,.,.,.,.,.,.,.,.,.,8,.,3,.,11,141,.,6,.,147,.,.,.,.,.,.,.,.,.,.
2014,7870,H-D Electric Coop Inc,,SD,.,.,.,.,.,2720,266,492,.,3478,.,.,.,.,.,.,.,.,.,.,2720,266,492,.,3478,62943,27511,4605,.,95059,.,.,.,.,.,.,.,.,.,.
2014,7887,Habersham Electric Membership Corp,,GA,31373,2586,.,.,33959,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31373,2586,.,.,33959,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7969,City of Halstad - (MN),,MN,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,469,102,.,.,571,469,102,.,.,571,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7977,City of Hamilton - (OH),,OH,26127,2861,54,.,29042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26127,2861,54,.,29042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,7978,Halifax Electric Member Corp,,NC,.,.,.,.,.,10524,1196,.,.,11720,.,.,.,.,.,.,.,.,.,.,10524,1196,.,.,11720,129460,31007,.,.,160467,750,.,.,.,750,.,.,.,.,.
2014,7979,Hamilton County Elec Coop Assn,,TX,16298,742,.,.,17040,596,.,.,.,596,.,.,.,.,.,.,1,.,.,1,16894,743,.,.,17637,1834,.,.,.,1834,.,.,.,.,.,.,.,.,.,.
2014,8000,NineStar Connect,,IN,665,846,.,.,1511,11444,160,.,.,11604,.,.,.,.,.,.,.,12,.,12,12109,1006,12,.,13127,155379,34107,.,.,189486,.,.,.,.,.,.,.,.,.,.
2014,8022,City of Hampton - (GA),Y,GA,1953,85,.,.,2038,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,8034,Hancock-Wood Electric Coop Inc,,OH,0,0,0,.,0,10979,2136,8,.,13123,.,.,.,.,.,.,.,.,.,.,10979,2136,8,.,13123,166527,100390,100035,.,366952,0,0,0,.,0,0,0,0,.,0
2014,8055,City of Hannibal - (MO),,MO,7846,1263,146,0,9255,0,0,0,0,0,0,0,0,0,0,0,6,4,0,10,7846,1269,150,0,9265,.,.,.,.,.,7846,1263,146,0,9255,0,0,0,0,0
2014,8147,City of Harriman - (TN),,TN,9234,1639,0,0,10873,0,0,0,0,0,0,0,0,0,0,0,44,1,0,45,9234,1683,1,0,10918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
