Data Year,Utility Number,Utility Name,State,Distribution Circuits,Circuits with Voltage Optimization
2014,55,City of Aberdeen - (MS),MS,8,8
2014,59,City of Abbeville - (LA),LA,15,0
2014,84,A & N Electric Coop,MD,1,0
2014,84,A & N Electric Coop,VA,32,0
2014,97,Adams Electric Coop,IL,47,47
2014,108,Adams-Columbia Electric Coop,WI,91,16
2014,118,"Adams Rural Electric Coop, Inc",OH,18,3
2014,122,Village of Arcade - (NY),NY,22,.
2014,123,City of Adel- (GA),GA,9,0
2014,150,Adrian Public Utilities Comm,MN,5,0
2014,155,Agralite Electric Coop,MN,61,0
2014,162,Aiken Electric Coop Inc,SC,120,.
2014,176,Ajo Improvement Co,AZ,5,.
2014,195,Alabama Power Co,AL,2165,3
2014,201,City of Alachua - (FL),FL,3,0
2014,207,City of Alameda,CA,36,0
2014,213,Alaska Electric Light&Power Co,AK,31,31
2014,219,Alaska Power and Telephone Co,AK,43,0
2014,221,"Alaska Village Elec Coop, Inc",AK,159,0
2014,230,Albany Water Gas & Light Comm,GA,52,0
2014,232,City of Albemarle - (NC),NC,14,12
2014,240,Albemarle Electric Member Corp,NC,26,0
2014,241,Albertville Municipal Utilities Board,AL,24,0
2014,261,AGC Division of APG Inc,IN,1,.
2014,276,Alcorn County Elec Power Assn,MS,33,11
2014,289,City of Alexander City,AL,11,.
2014,295,City of Alexandria - (MN),MN,24,6
2014,296,"Alfalfa Electric Coop, Inc",KS,3,0
2014,296,"Alfalfa Electric Coop, Inc",OK,47,0
2014,298,City of Alexandria - (LA),LA,57,.
2014,305,Alger-Delta Coop Electric Assn,MI,17,0
2014,307,Algoma Utility Comm,WI,9,9
2014,308,City of Acworth - (GA),GA,8,1
2014,309,City of Algona - (IA),IA,9,0
2014,329,"Allamakee-Clayton El Coop, Inc",IA,53,0
2014,367,City of Alliance- (NE),NE,13,1
2014,392,Alpena Power Co,MI,38,0
2014,407,Altamaha Electric Member Corp,GA,57,4
2014,416,City of Altus - (OK),OK,15,15
2014,471,Amana Society Service Co,IA,6,0
2014,554,City of Ames - (IA),IA,43,0
2014,560,City of Amherst- (OH),OH,2,.
2014,562,Amicalola Electric Member Corp,GA,52,0
2014,571,City of Amory,MS,14,0
2014,577,City of Alcoa Utilities,TN,37,0
2014,590,City of Anaheim - (CA),CA,114,114
2014,599,Anchorage Municipal Light and Power,AK,67,0
2014,604,City of Andalusia,AL,14,.
2014,636,City of Anderson - (IN),IN,41,0
2014,689,Connexus Energy,MN,201,.
2014,690,City of Bardstown - (KY),KY,15,.
2014,691,City of Anoka,MN,20,0
2014,694,Anza Electric Coop Inc,CA,8,.
2014,719,Town of Apex- (NC),NC,18,0
2014,727,Appalachian Electric Coop,TN,72,72
2014,733,Appalachian Power Co,VA,555,0
2014,733,Appalachian Power Co,WV,484,0
2014,750,Arab Electric Coop Inc,AL,20,0
2014,803,Arizona Public Service Co,AZ,1293,.
2014,814,Entergy Arkansas Inc,AR,1174,0
2014,814,Entergy Arkansas Inc,TN,3,0
2014,817,Arkansas Valley Elec Coop Corp,AR,127,0
2014,817,Arkansas Valley Elec Coop Corp,OK,13,0
2014,828,City of Arlington - (MN),MN,8,.
2014,887,"Arrowhead Electric Coop, Inc",MN,5,.
2014,907,City of Ashland - (OR),OR,11,.
2014,918,City of Aspen- (CO),CO,2,0
2014,942,Atchison-Holt Electric Coop,IA,10,4
2014,942,Atchison-Holt Electric Coop,MO,20,10
2014,947,Athens Utility Board,TN,24,0
2014,963,Atlantic City Electric Co,NJ,355,0
2014,965,Atlantic Municipal Utilities,IA,11,.
2014,993,Auburn Board of Public Works,NE,14,.
2014,994,City of Auburn - (IN),IN,20,3
2014,998,City of Augusta - (KS),KS,9,0
2014,1009,City of Austin - (MN),MN,26,0
2014,1015,Austin Energy,TX,387,0
2014,1024,City of Ava - (MO),MO,4,.
2014,1036,Town of Ayden - (NC),NC,8,0
2014,1050,City of Azusa,CA,20,0
2014,1062,BARC Electric Coop Inc,VA,43,0
2014,1101,Bagley Public Utilities Comm,MN,2,0
2014,1148,City of Baldwin City- (KS),KS,9,0
2014,1149,Baldwin County El Member Corp,AL,97,97
2014,1167,Baltimore Gas & Electric Co,MD,1392,50
2014,1169,Bailey County Elec Coop Assn,TX,83,83
2014,1175,"Bandera Electric Coop, Inc",TX,55,2
2014,1176,City of Bandon - (OR),OR,6,.
2014,1179,Emera Maine,ME,252,252
2014,1181,City of Bangor - (WI),WI,5,0
2014,1192,City of Banning - (CA),CA,21,11
2014,1196,Village of Baraga - (MI),MI,2,0
2014,1201,Barbourville Utility Comm,KY,4,.
2014,1233,City of Barnesville - (MN),MN,7,5
2014,1251,Barron Electric Coop,WI,34,0
2014,1273,"Bartlett Electric Coop, Inc",TX,30,0
2014,1276,"Barrow Utils & Elec Coop, Inc",AK,6,.
2014,1279,Barry Electric Coop,MO,26,0
2014,1283,Bartholomew County Rural E M C,IN,30,0
2014,1300,City of Bartow - (FL),FL,17,0
2014,1301,"Barton County Elec Coop, Inc",MO,7,.
2014,1307,Basin Electric Power Coop,ND,1,1
2014,1307,Basin Electric Power Coop,SD,1,1
2014,1307,Basin Electric Power Coop,WY,1,1
2014,1325,City of Batavia - (IL),IL,22,.
2014,1366,City of Bay City - (MI),MI,32,.
2014,1367,"Bayfield Electric Coop, Inc",MI,1,.
2014,1367,"Bayfield Electric Coop, Inc",WI,28,.
2014,1417,"Beartooth Electric Coop, Inc",MT,27,.
2014,1427,City of Beatrice - (NE),NE,46,46
2014,1456,Town of Bedford - (VA),VA,23,0
2014,1458,"Beauregard Electric Coop, Inc",LA,62,62
2014,1523,Town of Belmont - (MA),MA,19,16
2014,1525,City of Beloit - (KS),KS,12,0
2014,1529,"Beltrami Electric Coop, Inc",MN,75,0
2014,1566,City of Bennettsville - (SC),SC,4,.
2014,1572,Badger Power Marketing Authority,WI,2,0
2014,1573,City of Benson - (MN),MN,5,.
2014,1578,Benton County,TN,14,14
2014,1579,PUD No 1 of Benton County,WA,135,0
2014,1581,City of Benton - (AR),AR,15,14
2014,1582,City of Benton - (KY),KY,5,0
2014,1586,City of Bentonville - (AR),AR,49,0
2014,1591,"Big Country Electric Coop, Inc",TX,49,.
2014,1601,City of Beresford,SD,6,0
2014,1613,Berkeley Electric Coop Inc,SC,180,180
2014,1625,Benton Rural Electric Assn,WA,61,0
2014,1640,City of Bessemer Utilities,AL,39,0
2014,1651,Bethel Utilities Corp,AK,7,.
2014,1675,Big Horn Rural Electric Co,MT,2,.
2014,1675,Big Horn Rural Electric Co,WY,13,.
2014,1683,"Big Horn County Elec Coop, Inc",MT,23,.
2014,1683,"Big Horn County Elec Coop, Inc",WY,2,.
2014,1708,Big Sandy Rural Elec Coop Corp,KY,36,.
2014,1723,"Big Bend Electric Coop, Inc",WA,54,0
2014,1736,Blachly-Lane County Coop El Assn,OR,15,0
2014,1763,"Black River Electric Coop, Inc - (SC)",SC,111,0
2014,1764,Black Diamond Power Co,WV,6,0
2014,1769,"Black Hills Electric Coop, Inc",SD,39,0
2014,1775,Black River Electric Coop - (MO),MO,62,0
2014,1776,City of Black River Falls,WI,14,0
2014,1780,Black Warrior Elec Member Corp,AL,93,.
2014,1818,City of Blaine - (WA),WA,4,0
2014,1857,Block Island Power Co,RI,4,0
2014,1869,City of Bloomfield - (IA),IA,8,8
2014,1883,Blue Earth Light & Water,MN,9,9
2014,1884,BENCO Electric Cooperative,MN,97,97
2014,1886,Blue Grass Energy Coop Corp,KY,130,13
2014,1889,Blue Ridge Elec Member Corp - (NC),NC,101,0
2014,1890,Blue Ridge Electric Coop Inc - (SC),SC,137,0
2014,1891,Blue Ridge Mountain EMC - (GA),GA,27,26
2014,1891,Blue Ridge Mountain EMC - (GA),NC,10,9
2014,1892,"Bluebonnet Electric Coop, Inc",TX,220,172
2014,1896,City of Bluffton - (IN),IN,21,0
2014,1898,"Bon Homme Yankton El Assn, Inc",SD,26,26
2014,1913,City of Boerne,TX,8,.
2014,1936,Bolivar Energy Authority,TN,22,22
2014,1997,City of Boscobel - (WI),WI,6,0
2014,2001,Boone Electric Coop,MO,63,61
2014,2008,City of Boulder City - (NV),NV,31,0
2014,2010,City of Bountiful,UT,17,0
2014,2049,"Bowie-Cass Electric Coop, Inc",TX,109,0
2014,2054,City of Bowling Green - (OH),OH,32,15
2014,2056,City of Bowling Green - (KY),KY,49,49
2014,2089,Bozrah Light & Power Company,CT,4,.
2014,2138,Brainerd Public Utilities,MN,29,6
2014,2144,Town of Braintree - (MA),MA,22,22
2014,2182,City of Breckenridge- (MN),MN,16,0
2014,2192,Bremen Electric Light & Power Co,IN,15,.
2014,2194,City of Brenham - (TX),TX,11,11
2014,2212,"Broad River Electric Coop, Inc",SC,45,45
2014,2215,"Bridger Valley Elec Assn, Inc",UT,3,.
2014,2215,"Bridger Valley Elec Assn, Inc",WY,34,.
2014,2220,Brigham City Corporation,UT,11,.
2014,2247,City of Bristol - (TN),TN,64,52
2014,2248,Bristol Virginia Utilities,VA,36,0
2014,2273,Brodhead Water & Lighting Comm,WI,10,0
2014,2277,City of Broken Bow - (NE),NE,16,0
2014,2285,City of Brookings - (SD),SD,30,.
2014,2316,Brown County Rural Elec Assn,MN,53,0
2014,2354,Brown-Atchison E C A Inc,KS,2,0
2014,2394,Burke-Divide Electric Coop Inc,ND,46,0
2014,2409,Brownsville Public Utilities Board,TX,50,5
2014,2411,City of Brownsville,TN,13,0
2014,2439,City of Bryan - (OH),OH,13,0
2014,2442,City of Bryan - (TX),TX,90,0
2014,2485,City of Buffalo - (MN),MN,12,9
2014,2487,City of Buford,GA,9,9
2014,2502,"Buckeye Rural Elec Coop, Inc",OH,52,0
2014,2507,City of Burbank Water and Power,CA,116,0
2014,2545,City of Burley - (ID),ID,6,2
2014,2548,City of Burlington Electric - (VT),VT,13,13
2014,2551,City of Burlington - (KS),KS,5,.
2014,2599,Burt County Public Power Dist,NE,55,.
2014,2641,"Butler Rural El Coop Assn, Inc - (KS)",KS,35,4
2014,2643,Butler Public Power District - (NE),NE,48,.
2014,2650,Borough of Butler - (NJ),NJ,8,8
2014,2651,Butler Rural Electric Coop Inc - (OH),OH,49,0
2014,2652,Butler County Rural Elec Coop - (IA),IA,70,14
2014,2655,"Butte Electric Coop, Inc",SD,27,6
2014,2678,C & L Electric Coop Corp,AR,58,0
2014,2773,City of Cairo - (GA),GA,8,0
2014,2774,CMS Electric Coop Inc,KS,40,40
2014,2812,City of Calhoun - (GA),GA,19,17
2014,2849,Central Electric Power Assn - (MS),MS,80,59
2014,2888,City of Cambridge - (NE),NE,3,3
2014,2890,City of Camden,SC,20,.
2014,2900,City of Cameron,MO,3,0
2014,2903,Canoochee Electric Member Corp,GA,44,23
2014,2910,City of Camilla,GA,15,0
2014,2911,"Canadian Valley Elec Coop, Inc",OK,67,67
2014,2955,Canby Utility Board,OR,8,0
2014,2960,"Caney Fork Electric Coop, Inc",TN,25,0
2014,2961,"Caney Valley El Coop Assn, Inc",KS,23,0
2014,2974,Canton Municipal Utilities,MS,4,0
2014,2982,Cape Hatteras Elec Member Corp,NC,14,.
2014,2985,"Capital Electric Coop, Inc",ND,77,0
2014,2986,"Cam Wal Electric Coop, Inc",SD,9,.
2014,2998,"Carbon Power & Light, Inc",WY,33,0
2014,3046,Duke Energy Progress - (NC),NC,1058,1058
2014,3046,Duke Energy Progress - (NC),SC,169,169
2014,3075,Carroll County - (TN),TN,22,0
2014,3076,"Carroll Electric Coop, Inc - (OH)",OH,34,0
2014,3081,Carroll Electric Member Corp - (GA),GA,90,43
2014,3093,Carroll Electric Coop Corp - (AR),AR,165,0
2014,3093,Carroll Electric Coop Corp - (AR),MO,14,0
2014,3107,Carteret-Craven El Member Corp,NC,66,.
2014,3108,City of Cartersville - (GA),GA,24,0
2014,3113,City of Carthage - (MO),MO,17,16
2014,3203,Cedar Falls Utilities,IA,23,23
2014,3205,Cedar-Knox Public Power Dist,NE,60,0
2014,3208,Cedarburg Light & Water Comm,WI,13,13
2014,3216,City of Celina - (OH),OH,14,3
2014,3222,Central Alabama Electric Coop,AL,69,.
2014,3226,"Central Rural Electric Cooperative, Inc",OK,61,61
2014,3235,City of Central City,NE,11,11
2014,3236,"Central Electric Coop, Inc - (SD)",SD,72,0
2014,3240,Central Electric Coop Inc - (OR),OR,108,0
2014,3245,"Central Florida Elec Coop, Inc",FL,54,10
2014,3248,Central Georgia El Member Corp,GA,73,73
2014,3249,Central Hudson Gas & Elec Corp,NY,209,0
2014,3250,Central Electric Membership Corp. - (NC),NC,30,.
2014,3264,Central Lincoln People's Ut Dt,OR,370,16
2014,3265,Cleco Power LLC,LA,773,0
2014,3266,Central Maine Power Co,ME,492,0
2014,3268,Central Missouri Elec Coop Inc,MO,43,.
2014,3273,"Central New Mexico El Coop, Inc",NM,35,.
2014,3278,AEP Texas Central Company,TX,833,0
2014,3282,"Central Texas Elec Coop, Inc",TX,64,64
