"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","KA1","KA2","OD1","REM","EQD"
"99849999999","2020-06-09T19:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","080,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0222,1","+0185,1","99999,9",,,"5,99,0067,1,999","SYN062CNII2 46/// /0811 10222 20185 91900 333 91213 555 11011 22012=",
"99849999999","2020-06-09T20:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","120,1,N,0067,1","99999,9,9,N","999999,9,9,9","+0261,1","+0192,1","99999,9",,,"5,99,0067,1,999","SYN062CNII2 46/// /1213 10261 20192 91945 333 91213 555 11013 22014=",
"99849999999","2020-06-09T21:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","150,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0232,1","+0201,1","99999,9",,,"5,99,0082,1,999","SYN062CNII2 46/// /1510 10232 20201 92045 333 91216 555 11010 22011=",
"99849999999","2020-06-09T22:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","150,1,N,0067,1","99999,9,9,N","999999,9,9,9","+0240,1","+0193,1","99999,9",,,"5,99,0134,1,999","SYN062CNII2 46/// /1513 10240 20193 92145 333 91226 555 11013 22015=",
"99849999999","2020-06-09T23:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","160,1,N,0072,1","99999,9,9,N","999999,9,9,9","+0235,1","+0217,1","99999,9",,,"5,99,0103,1,999","SYN062CNII2 46/// /1614 10235 20217 92245 333 91220 555 11015 22016=",
"99849999999","2020-06-10T00:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","160,1,N,0062,1","99999,9,9,N","999999,9,9,9","+0240,1","+0210,1","99999,9",,,"5,99,0118,1,999","SYN062CNII2 46/// /1612 10240 20210 92345 333 91223 555 11012 22013=",
"99849999999","2020-06-10T00:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","SHEF ","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+0256,1","+9999,9","99999,9","240,M,+0261,1","240,N,+0183,1",,,
"99849999999","2020-06-10T01:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","190,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0242,1","+0221,1","99999,9",,,"5,99,0103,1,999","SYN062CNII2 46/// /1910 10242 20221 90045 333 91220 555 11011 22011=",
"99849999999","2020-06-10T02:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","200,1,N,0062,1","99999,9,9,N","999999,9,9,9","+0244,1","+0223,1","99999,9",,,"5,99,0113,1,999","SYN062CNII2 46/// /2012 10244 20223 90145 333 91222 555 11012 22013=",
"99849999999","2020-06-10T03:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","190,1,N,0067,1","99999,9,9,N","999999,9,9,9","+0252,1","+0220,1","99999,9",,,"5,99,0098,1,999","SYN062CNII2 46/// /1913 10252 20220 90245 333 91219 555 11013 22014=",
