"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MD1","OD1","REM"
"99725599999","2018-01-01T00:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","280,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0120,1","-0200,1","10342,1","3,1,017,1,+999,9","5,99,0057,1,999","SYN074CMTI2 46/// /2807 11120 21200 40342 53017 90000 333 91211 555 11007 22008="
"99725599999","2018-01-01T01:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","280,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0129,1","-0201,1","10348,1","2,1,018,1,+999,9","5,99,0062,1,999","SYN074CMTI2 46/// /2806 11129 21201 40348 52018 90100 333 91212 555 11006 22007="
"99725599999","2018-01-01T02:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","280,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0140,1","-0206,1","10351,1","1,1,015,1,+999,9","5,99,0046,1,999","SYN074CMTI2 46/// /2806 11140 21206 40351 51015 90200 333 91209 555 11006 22006="
"99725599999","2018-01-01T03:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","280,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0150,1","-0217,1","10353,1","1,1,011,1,+999,9","5,99,0067,1,999","SYN074CMTI2 46/// /2808 11150 21217 40353 51011 90300 333 91213 555 11008 22008="
"99725599999","2018-01-01T04:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","280,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0156,1","-0217,1","10357,1","3,1,009,1,+999,9","5,99,0062,1,999","SYN074CMTI2 46/// /2806 11156 21217 40357 53009 90400 333 91212 555 11006 22007="
"99725599999","2018-01-01T05:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","280,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0166,1","-0230,1","10360,1","3,1,009,1,+999,9","5,99,0036,1,999","SYN074CMTI2 46/// /2805 11166 21230 40360 53009 90500 333 91207 555 11005 22006="
"99725599999","2018-01-01T06:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","270,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0173,1","-0238,1","10361,1","1,1,008,1,+999,9","5,99,0062,1,999","SYN074CMTI2 46/// /2707 11173 21238 40361 51008 90600 333 91212 555 11007 22008="
"99725599999","2018-01-01T07:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","270,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0182,1","-0246,1","10366,1","3,1,009,1,+999,9","5,99,0057,1,999","SYN074CMTI2 46/// /2706 11182 21246 40366 53009 90700 333 91211 555 11006 22007="
"99725599999","2018-01-01T08:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","270,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0189,1","-0252,1","10369,1","3,1,009,1,+999,9","5,99,0072,1,999","SYN074CMTI2 46/// /2708 11189 21252 40369 53009 90800 333 91214 555 11008 22009="
"99725599999","2018-01-01T09:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","290,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0195,1","-0258,1","10368,1","1,1,007,1,+999,9","5,99,0082,1,999","SYN074CMTI2 46/// /2907 11195 21258 40368 51007 90900 333 91216 555 11007 22008="
