Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Also operating in other NERC Regions,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Operating in these RTOs,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Other Activities,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
Data Year,Utility Number,Utility Name,State,Ownership Type,NERC Region,TRE,FRCC,MRO,NPCC,RFC,SERC,SPP,WECC,CAISO,ERCOT,PJM,NYISO,SPP,MISO,ISONE,Other,Generation,Transmission,Buying Transmission,Distribution,Buying Distribution,Wholesale Marketing,Retail Marketing,Bundled,Alt Fuel Vehicle,Alt Fuel Vehicle 2
2015,13485,New Smyrna Beach City of,FL,Municipal,FRCC,,Y,,,,,,,,,,,,,,,Y,N,Y,Y,,Y,,Y,,
2015,13488,New Ulm Public Utilities Comm,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,,,Y,,,,,N,
2015,13511,New York State Elec & Gas Corp,NY,Investor Owned,NPCC,,,,Y,Y,,,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,,Y,Y,Y
2015,13519,City of Newark - (DE),DE,Municipal,RFC,,,,,Y,,,,,,,,,,,,Y,,,,,,,Y,N,
2015,13520,"New-Mac Electric Coop, Inc",MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,N,
2015,13523,City of Newberry - (SC),SC,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,13524,"Newberry Electric Coop, Inc",SC,Cooperative,SERC,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2015,13539,New York Mun Power Agency,NY,Municipal Mktg Authority,NPCC,,,,Y,,,,,,,,,,,,,,,,,,Y,,,N,
2015,13547,"Newnan Wtr, Sewer & Light Comm",GA,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,Y,Y,Y
2015,13550,City of Newport,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,13561,City of Newton - (NC),NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2015,13570,Ninnescah Rural E C A Inc,KS,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2015,13573,Niagara Mohawk Power Corp.,NY,Investor Owned,NPCC,,,,Y,,,,,,,,Y,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y
2015,13577,City of Nicholasville - (KY),KY,Municipal,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,N,
2015,13602,City of Niles - (OH),OH,Municipal,RFC,,,,,Y,,,,,,Y,,,N,,,,,,Y,,,,,,
2015,13604,City of Niles - (MI),MI,Municipal,RFC,,,,,Y,,,,,,Y,,,N,,,,,,Y,,,,,,
2015,13610,Niobrara Valley El Member Corp,NE,Cooperative,MRO,,,N,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2015,13630,North Carolina Mun Power Agny #1,NC,Municipal Mktg Authority,SERC,,,,,,Y,,,,,,,,,,Y,Y,,Y,,,Y,,,Y,Y
2015,13640,Northern Virginia Elec Coop,VA,Cooperative,SERC,,,,,,Y,,,,,Y,,,,,,,,,Y,,,,,Y,Y
2015,13642,Nome Joint Utility Systems,AK,Municipal,AK,,,,,,,,,,,,,,,,Y,Y,N,,Y,,,,,,
2015,13646,City of Norcross- (GA),GA,Municipal,SERC,Y,,,,,Y,,,,,,,,,,,,,,Y,,,,Y,N,N
2015,13647,Noble County R E M C,IN,Cooperative,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2015,13651,Nolin Rural Electric Coop Corp,KY,Cooperative,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2015,13664,Norris Public Power District,NE,Political Subdivision,MRO,,,Y,,,,,,,,,,Y,,,,,,,Y,,,,,,
2015,13669,North Alabama Electric Coop,AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,13670,"Northeast Texas Elec Coop, Inc",TX,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,Y,,Y,,,Y,,,,
2015,13675,Nishnabotna Valley R E C,IA,Cooperative,MRO,,,Y,,,,N,,,,,,Y,N,,,,,,Y,,,,,N,N
2015,13676,"North Arkansas Elec Coop, Inc",AR,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,N,,Y,,,,,,
2015,13679,Town of North Attleborough - (MA),MA,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,,N,Y,Y,,,,,,
2015,13683,North Carolina El Member Corp,NC,Cooperative,SERC,,,,,,Y,,,,,Y,,,,,,Y,,Y,,,Y,,,Y,Y
2015,13684,Nobles Cooperative Electric,MN,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,N,Y,,,Y,,,,,,
2015,13687,North Carolina Eastern M P A,NC,Municipal Mktg Authority,SERC,,,,,,Y,,,,,,,,,,Y,Y,Y,Y,,,,,,Y,Y
2015,13690,North Central MO Elec Coop Inc,MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,13693,"North Central Elec Coop, Inc",OH,Cooperative,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,N,,
2015,13694,"North Central Elec Coop, Inc",ND,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,Y,,N,,Y,,,,,,
2015,13697,North Central Power Co Inc,WI,Investor Owned,MRO,,,Y,,,,,,,,,,,Y,,,Y,N,Y,Y,,,,,,
2015,13698,North Central Public Pwr Dist,NE,Political Subdivision,MRO,,,Y,,,,N,,,,,,Y,,,,,,,Y,,,,,N,
2015,13700,North Itasca Electric Coop Inc,MN,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,
2015,13704,"North Western Elec Coop, Inc",OH,Cooperative,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2015,13716,North Georgia Elec Member Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,13718,City of North Little Rock - (AR),AR,Municipal,SERC,,,,,,Y,,,,,,,,Y,,,Y,Y,Y,Y,,Y,,,,
2015,13725,City of North Platte,NE,Municipal,MRO,,,N,,,,Y,,,,,,Y,,,,,,,Y,,,,Y,,
2015,13730,City of North St Paul - (MN),MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,
2015,13731,"North Star Electric Coop, Inc",MN,Cooperative,MRO,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2015,13734,Northeast Oklahoma Electric Co,OK,Cooperative,SPP,,,,,,,Y,,,,,,,,,,,N,,Y,,,,,,
2015,13735,Northcentral Mississippi E P A,MS,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,13738,Northeast Missouri El Pwr Coop,MO,Transmission,SERC,,,,,,Y,N,,,,,,,,,Y,,Y,Y,,,,,,N,N
2015,13739,Northeast Nebraska P P D,NE,Political Subdivision,MRO,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2015,13750,"Northern Electric Coop, Inc",SD,Cooperative,MRO,,,N,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2015,13756,Northern Indiana Pub Serv Co,IN,Investor Owned,RFC,,,,,Y,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,,Y,Y,Y
2015,13757,North Plains Electric Coop Inc,TX,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,N,,Y,,,,,,
2015,13758,"Northern Lights, Inc",ID,Cooperative,WECC,,,,,,,,Y,,,,,,,,,Y,Y,Y,Y,,,Y,,,
2015,13762,"Northern Neck Elec Coop, Inc",VA,Cooperative,SERC,,,,,,Y,,,,,Y,,,,,,,,,Y,,,,,,
2015,13780,Northern States Power Co,MN,Investor Owned,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,,Y,Y,Y
2015,13781,Northern States Power Co - Minnesota,MN,Investor Owned,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,,Y,Y,Y
2015,13783,Northeast Louisiana Power Coop Inc.,LA,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,13788,Northern Wasco County PUD,OR,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,,,,
2015,13789,Village of Northfield - (VT),VT,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,,,,Y,,,,,,
2015,13798,Northwest Iowa Power Coop,IA,Cooperative,MRO,,,Y,,,,,,,,,,Y,,,N,Y,Y,,,,,,,N,
2015,13799,Prairie Land Electric Coop Inc,KS,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2015,13805,Northwest Rural Pub Pwr Dist,NE,Political Subdivision,WECC,,,Y,,,,,,,,,,Y,,,,,,,Y,,,,,,
2015,13807,Northwestern Electric Coop Inc - (OK),OK,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2015,13809,NorthWestern Energy - (SD),SD,Investor Owned,MRO,,,Y,,,,,,,,,,Y,N,,,Y,Y,Y,Y,,Y,,Y,,
2015,13815,Northwestern Wisconsin Elec Co,WI,Investor Owned,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,Y,,,
2015,13825,Norwalk Third Taxing District,CT,Municipal,NPCC,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,
2015,13826,City of Norway,MI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,Y,,,Y,,,,,Y,Y
2015,13830,Nueces Electric Cooperative,TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,Y,,N,
2015,13831,City of Norwich - (CT),CT,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,Y,Y,,Y,,,,,Y,Y
2015,13838,"Northfork Electric Coop, Inc",OK,Cooperative,SPP,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,
2015,13839,City of Norwood - (MA),MA,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,,,,,,
2015,13853,Oahe Electric Coop Inc,SD,Cooperative,MRO,N,,N,,,,Y,,,,,,N,N,,Y,,,,Y,,,,,,
2015,13933,City of Oak Ridge,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,13934,Ocmulgee Electric Member Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2015,13935,Oakdale&South San Joaquin Irrigation D.,CA,Political Subdivision,WECC,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,
2015,13936,Oakdale Electric Coop,WI,Cooperative,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2015,13949,City of Oberlin - (OH),OH,Municipal,RFC,,,,,Y,,,,,,Y,,,N,,,Y,,Y,Y,,,,,Y,Y
2015,13955,City of Ocala,FL,Municipal,FRCC,,Y,,,,,,,,,,,,,,Y,,N,N,Y,,,,Y,,
2015,13962,Oconee Electric Member Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,13963,Oconomowoc Utilities,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2015,13964,Oconto Electric Cooperative,WI,Cooperative,RFC,,,,,Y,,,,,,,,,,,,Y,N,,Y,,,,,,
2015,13965,Oconto Falls Water & Light Comm,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2015,13994,Oglethorpe Power Corporation,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,N,Y,,N,,,,,,,
2015,13998,Ohio Edison Co,OH,Investor Owned,RFC,,,,,Y,,,,,,Y,,,N,,,Y,Y,,Y,,Y,,,Y,Y
2015,14006,Ohio Power Co,OH,Investor Owned,RFC,,,,,Y,,,,,,Y,,N,,,,Y,Y,Y,Y,,Y,,,Y,Y
2015,14012,"Ohop Mutual Light Company, Inc",WA,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,Y,Y,,,,,,
2015,14015,Ohio Valley Electric Corp,OH,Investor Owned,RFC,,,,,Y,,,,,,,,,,,Y,Y,,,,,,,,,
2015,14055,PUD No 1 of Okanogan County,WA,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,,Y,Y,Y,,Y,,,Y,Y
2015,14062,Oklahoma Electric Coop Inc,OK,Cooperative,SPP,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,
2015,14063,Oklahoma Gas & Electric Co,OK,Investor Owned,SPP,,,,,,,Y,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,,N,Y,Y
2015,14074,"Okanogan County Elec Coop, Inc",WA,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,Y,,
2015,14077,Oklahoma Municipal Power Authority,OK,State,SPP,Y,,,,,,Y,,,Y,,,Y,,,,Y,Y,Y,,,Y,,,,
2015,14078,City of Okolona,MS,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,14107,City of Olivia - (MN),MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,Y,,
2015,14109,"Oregon Trail El Cons Coop, Inc",OR,Cooperative,WECC,,,,,,,,Y,,,,,,,,,,Y,Y,Y,,,,,,
2015,14127,Omaha Public Power District,NE,Political Subdivision,MRO,,,Y,,,,N,,,,,,Y,,,,Y,Y,Y,Y,,Y,,,Y,Y
2015,14132,City of Onawa - (IA),IA,Municipal,MRO,,,Y,,,,,,,,,,,,,,,Y,,Y,,,,,,
2015,14146,City of Opelika - (AL),AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,14154,Orange & Rockland Utils Inc,NY,Investor Owned,NPCC,,,,Y,,,,,,,,,,,,,,N,,Y,,,,,,
2015,14159,City of Orange City - (IA),IA,Municipal,MRO,,,Y,,,,N,,,,,,Y,,,,,,,Y,,,,,N,N
2015,14160,Orange County Rural E M C,IN,Cooperative,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2015,14164,City of Orangeburg - (SC),SC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,Y,N,Y,Y,,N,N,Y,Y,Y
2015,14170,Orcas Power & Light Coop,WA,Cooperative,WECC,,,,,,,,N,,,,,,,,,,,,Y,,,,,Y,Y
2015,14172,City of Ord - (NE),NE,Municipal,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2015,14175,"Tri-County Electric Coop, Inc",SC,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,N,N
2015,14178,"P K M Electric Coop, Inc",MN,Cooperative,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2015,14191,South Feather Water and Power Agency,CA,Political Subdivision,WECC,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,
2015,14192,Osage Valley Elec Coop Assn,MO,Cooperative,SERC,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2015,14194,City of Orrville - (OH),OH,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,Y,N,Y,Y,,,,Y,N,
2015,14199,City of Osage City - (KS),KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,Y,,Y,Y,,,,Y,Y,Y
2015,14201,City of Osage - (IA),IA,Municipal,MRO,,,N,,,,,,,,,,,Y,,,Y,,,Y,,,,Y,N,N
2015,14202,"Osceola Electric Coop, Inc",IA,Cooperative,SPP,,,N,,,,Y,,,,,,Y,N,,N,,,,Y,,,,,,
2015,14203,City of Osawatomie - (KS),KS,Municipal,SPP,,,,,,,Y,,,,,,N,,,,Y,,,Y,,,,,,
2015,14216,City of Osceola - (AR),AR,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,N,,,Y,,,,Y,,
2015,14224,Otero County Electric Coop Inc,NM,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2015,14229,City of Ottawa - (KS),KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,Y,N,,Y,,,,,,
2015,14232,Otter Tail Power Co,MN,Investor Owned,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,,N,Y,Y
2015,14238,Ouachita Electric Coop Corp,AR,Cooperative,SERC,,,,,,,Y,,,,,,Y,Y,,,,,,Y,,,,,N,
2015,14245,Overton Power District No 5,NV,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2015,14246,City of Owatonna - (MN),MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,N,
2015,14251,Owen Electric Coop Inc,KY,Cooperative,,,,,,N,,,,,,,,,,,,,,,Y,,,,,N,N
2015,14268,City of Owensboro - (KY),KY,Municipal,SERC,,,,,N,Y,,,,,,,,,,Y,Y,Y,Y,Y,,Y,N,N,,
2015,14275,City of Oxford - (MS),MS,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,14285,Ozark Border Electric Coop,MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,14288,Ozark Electric Coop Inc - (MO),MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,Y,Y
2015,14289,Ozarks Electric Coop Corp - (AR),AR,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,Y,,Y,Y
2015,14323,Pacific Northwest Generating Coop,OR,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,,,Y,,,,
2015,14324,PUD No 2 of Pacific County,WA,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,
2015,14328,Pacific Gas & Electric Co,CA,Investor Owned,WECC,,,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,N,N,N,Y,Y,Y
2015,14349,Iberdrola Renewables LLC,OR,Retail Power Marketer,WECC,,,,,,,,Y,,,,,,,,Y,,,,,,Y,,,,
2015,14354,PacifiCorp,OR,Investor Owned,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,,,,
2015,14371,City of Paducah - (KY),KY,Municipal,RFC,,,,,Y,,Y,,,,,,Y,,,,Y,,,Y,,,,,,
2015,14373,Page Utility Enterprises,AZ,Municipal,WECC,,,,,,,,Y,,,,,,,,,Y,,Y,Y,,N,,Y,Y,Y
2015,14381,City of Painesville,OH,Municipal,RFC,,,,,Y,,,,,,Y,,,N,,,Y,,,Y,,,,,,
2015,14398,Palmetto Electric Coop Inc,SC,Cooperative,SERC,,,,,,Y,,,,,,,,,N,Y,,,,Y,,,,,Y,Y
2015,14401,City of Palo Alto - (CA),CA,Municipal,WECC,,,,,,,,Y,N,,,,,,,N,Y,,Y,Y,,Y,,,Y,Y
2015,14424,"Panola-Harrison Elec Coop, Inc",TX,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2015,14426,Panhandle Rural El Member Assn,NE,Cooperative,WECC,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2015,14446,Paragould Light & Water Comm,AR,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,Y,,Y,Y,,Y,,Y,,
2015,14455,City of Paris - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,14468,People's Cooperative Services,MN,Cooperative,MRO,,,Y,,,,,N,,,,,,Y,,,,N,,Y,,,N,,,
2015,14471,Parke County Rural E M C,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2015,14500,Park Electric Coop Inc,MT,Cooperative,,,,,,,,,Y,,,,,,,,,,N,Y,Y,,,,,,
2015,14505,Parkland Light & Water Company,WA,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2015,14534,City of Pasadena - (CA),CA,Municipal,WECC,,,,N,,,,Y,Y,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y
2015,14537,Pascoag Utility District,RI,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,,,,Y,,,,,,
2015,14557,"Pee Dee Electric Coop, Inc",SC,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,Y,Y
2015,14563,Pearl River Valley El Pwr Assn,MS,Cooperative,SERC,,,,,,Y,,,,,,,,Y,,N,,,,Y,,,,,,
2015,14582,City of Pawhuska - (OK),OK,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,N,Y,N,Y,,,,,N,N
2015,14599,"Paulding-Putman Elec Coop, Inc",OH,Cooperative,RFC,,,,,Y,,,,,,Y,,,,,,,,N,Y,,,,,,
2015,14600,Payson City Corporation,UT,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,Y,,,Y,,,,,,
2015,14602,Pea River Electric Coop,AL,Cooperative,SERC,,,,,,,N,,,,,,,,,,,,,Y,,,,,,
2015,14605,City of Peabody - (MA),MA,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,Y,N,Y,Y,,Y,,,Y,Y
2015,14606,"Peace River Electric Coop, Inc",FL,Cooperative,FRCC,,Y,,,,,,,,,,,,,,,N,N,,Y,,,,,,
2015,14610,Orlando Utilities Comm,FL,Municipal,FRCC,,Y,,,,Y,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,Y,Y
2015,14624,PUD No 2 of Grant County,WA,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,,Y,N,Y,Y,,Y,Y,Y,,
2015,14626,"Pedernales Electric Coop, Inc",TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,Y,Y,Y,,,,,Y,Y
2015,14645,City of Pella - (IA),IA,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,,,,
2015,14649,Planters Electric Member Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,14653,PUD No 1 of Pend Oreille County,WA,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,Y,N,Y,Y,,,,,N,
2015,14668,Peninsula Light Company,WA,Cooperative,WECC,N,,,,,,,Y,,,,,,,,,N,,Y,Y,,,,,Y,Y
2015,14711,Pennsylvania Electric Co,OH,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,,N,Y,Y,Y,,Y,,,Y,Y
2015,14712,Pemiscot-Dunklin Elec Coop Inc,MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,N,,,,,
2015,14715,PPL Electric Utilities Corp,PA,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,,,Y,,Y,,,,,Y,Y
2015,14716,Pennsylvania Power Co,OH,Investor Owned,RFC,,,,,Y,,,,,,Y,,,N,,,,Y,,Y,,Y,,,Y,Y
2015,14717,Pee Dee Electric Member Corp,NC,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,14724,Pennyrile Rural Electric Coop,KY,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,14775,People's Electric Cooperative,OK,Cooperative,SPP,,,,,,,Y,,,,,,,,,,,Y,Y,Y,,,,,,
2015,14839,City of Peru - (IN),IN,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,Y,N,,Y,,,,,,
2015,14840,City of Peru - (IL),IL,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,Y,N,,Y,N,,,,N,N
2015,14856,Petersburg Borough - (AK),AK,Municipal,AK,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,
2015,14857,Pitt & Greene Elec Member Corp,NC,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,14864,Petit Jean Electric Coop Corp,AR,Cooperative,SERC,,,,,,N,Y,,,,,,N,Y,,,,,,Y,,,,,,
2015,14867,City of Petoskey - (MI),MI,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,Y,,
2015,14940,PECO Energy Co,PA,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,,,Y,,Y,,,,Y,Y,Y
2015,14947,City of Philadelphia - (MS),MS,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,14999,Pilot Power Group Inc,CA,Retail Power Marketer,,,,,,,,,Y,Y,,,,,,,,,,,,,,Y,,,
2015,15016,Pickwick Electric Coop,TN,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,15023,Piedmont Electric Member Corp,NC,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2015,15028,Piedmont Municipal Power Agny,SC,Political Subdivision,SERC,,,,,,Y,,,,,,,,,,Y,Y,,,,,Y,,,,
2015,15034,Pierce-Pepin Coop Services,WI,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,N
2015,15039,City of Pierce - (NE),NE,Municipal,MRO,,,,,,,,,,,,,,,,,,,,Y,,,,,N,
2015,15040,City of Pierre - (SD),SD,Municipal,MRO,,,Y,,,,,,,,,,Y,,,,,,,Y,,,,,,
2015,15045,Pike County Light & Power Co,NY,Investor Owned,NPCC,,,,Y,,,,,,,Y,,,,,,,N,,Y,,,,,,
2015,15048,Electrical Dist No2 Pinal County,AZ,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,,,,Y,Y,,,,,,
2015,15049,Electrical Dist No4 Pinal County,AZ,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,
2015,15054,"Pioneer Rural Elec Coop, Inc - (OH)",OH,Cooperative,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2015,15062,Town of Pineville - (NC),NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2015,15073,"Pioneer Electric Coop, Inc - (KS)",KS,Cooperative,SPP,,,,,,,Y,,,,,,,,,,,N,,Y,,,,,,
2015,15086,Pioneer Power and Light Co,WI,Investor Owned,RFC,,,,,Y,,,,,,,,,,,,,N,,Y,,,,,,
2015,15095,City of Piqua - (OH),OH,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,Y,,Y,Y,,,,,,
2015,15127,Placer County Water Agency,CA,Political Subdivision,WECC,,,N,,,,,Y,Y,,,,,,,,,,,,,Y,,,,
2015,15138,"Platte-Clay Electric Coop, Inc",MO,Cooperative,SERC,,,,,N,Y,,,,,,,,,,,,,,Y,,,,N,,
2015,15141,Plateau Electric Cooperative,TN,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,15143,Platte River Power Authority,CO,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,,Y,Y,Y,,,Y,,,Y,Y
2015,15145,City of Plattsburgh - (NY),NY,Municipal,NPCC,,,,Y,,,,,,,,Y,,,,,,N,,Y,,,,,Y,Y
2015,15159,City of Plymouth - (WI),WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2015,15175,Pointe Coupee Elec Member Corp,LA,Cooperative,SERC,,,,,,Y,,,,,,,,Y,,N,,,,Y,,,,,,
2015,15188,Polk County Rural Pub Pwr Dist,NE,Political Subdivision,MRO,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2015,15202,City of Ponca City - (OK),OK,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,N,,,
2015,15211,Pontotoc Electric Power Assn,MS,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
