,|Data Year|,|Utility Number|,|Utility Name|,|State|,|County|
0,2014,97,Adams Electric Coop,IL,Adams
1,2014,97,Adams Electric Coop,IL,Brown
2,2014,97,Adams Electric Coop,IL,Schuyler
3,2014,229,City of Albany - (IL),IL,Whiteside
4,2014,366,City of Allendale- (IL),IL,Wabash
5,2014,406,City of Altamont - (IL),IL,Effingham
6,2014,1325,City of Batavia - (IL),IL,Kane
7,2014,1648,Village of Bethany - (IL),IL,Moultrie
8,2014,2188,City of Breese - (IL),IL,Clinton
9,2014,2634,City of Bushnell - (IL),IL,McDonough
10,2014,2776,Cairo Public Utility Company,IL,Alexander
11,2014,2776,Cairo Public Utility Company,IL,Pulaski
12,2014,3037,City of Carlyle - (IL),IL,Clinton
13,2014,3040,City of Carmi - (IL),IL,White
14,2014,3153,City of Casey - (IL),IL,Clark
15,2014,3405,Village of Chatham - (IL),IL,Sangamon
16,2014,3726,Clay Electric Coop Inc,IL,Clay
17,2014,3726,Clay Electric Coop Inc,IL,Effingham
18,2014,3726,Clay Electric Coop Inc,IL,Fayette
19,2014,3726,Clay Electric Coop Inc,IL,Jasper
20,2014,3726,Clay Electric Coop Inc,IL,Marion
21,2014,3726,Clay Electric Coop Inc,IL,Richland
22,2014,3726,Clay Electric Coop Inc,IL,Wayne
23,2014,3806,"Clinton County Elec Coop, Inc",IL,Clinton
24,2014,3806,"Clinton County Elec Coop, Inc",IL,Fayette
25,2014,3806,"Clinton County Elec Coop, Inc",IL,Madison
26,2014,3806,"Clinton County Elec Coop, Inc",IL,Marion
27,2014,3806,"Clinton County Elec Coop, Inc",IL,St Clair
28,2014,3806,"Clinton County Elec Coop, Inc",IL,Washington
29,2014,3931,Coles-Moultrie Electric Coop,IL,Clark
30,2014,3931,Coles-Moultrie Electric Coop,IL,Coles
31,2014,3931,Coles-Moultrie Electric Coop,IL,Cumberland
32,2014,3931,Coles-Moultrie Electric Coop,IL,Douglas
33,2014,3931,Coles-Moultrie Electric Coop,IL,Edgar
34,2014,3931,Coles-Moultrie Electric Coop,IL,Moultrie
35,2014,3931,Coles-Moultrie Electric Coop,IL,Piatt
36,2014,3931,Coles-Moultrie Electric Coop,IL,Shelby
37,2014,4110,Commonwealth Edison Co,IL,Boone
38,2014,4110,Commonwealth Edison Co,IL,Bureau
39,2014,4110,Commonwealth Edison Co,IL,Carroll
40,2014,4110,Commonwealth Edison Co,IL,Cook
41,2014,4110,Commonwealth Edison Co,IL,DeKalb
42,2014,4110,Commonwealth Edison Co,IL,DuPage
43,2014,4110,Commonwealth Edison Co,IL,Ford
44,2014,4110,Commonwealth Edison Co,IL,Grundy
45,2014,4110,Commonwealth Edison Co,IL,Jo Daviess
46,2014,4110,Commonwealth Edison Co,IL,Kane
47,2014,4110,Commonwealth Edison Co,IL,Kankakee
48,2014,4110,Commonwealth Edison Co,IL,Kendall
49,2014,4110,Commonwealth Edison Co,IL,LaSalle
50,2014,4110,Commonwealth Edison Co,IL,Lake
51,2014,4110,Commonwealth Edison Co,IL,Lee
52,2014,4110,Commonwealth Edison Co,IL,Livingston
53,2014,4110,Commonwealth Edison Co,IL,Marshall
54,2014,4110,Commonwealth Edison Co,IL,McHenry
55,2014,4110,Commonwealth Edison Co,IL,Ogle
56,2014,4110,Commonwealth Edison Co,IL,Stephenson
57,2014,4110,Commonwealth Edison Co,IL,Whiteside
58,2014,4110,Commonwealth Edison Co,IL,Will
59,2014,4110,Commonwealth Edison Co,IL,Winnebago
60,2014,4110,Commonwealth Edison Co,IL,Woodford
61,2014,4362,Corn Belt Energy Corporation,IL,Bureau
62,2014,4362,Corn Belt Energy Corporation,IL,Champaign
63,2014,4362,Corn Belt Energy Corporation,IL,DeWitt
64,2014,4362,Corn Belt Energy Corporation,IL,Ford
65,2014,4362,Corn Belt Energy Corporation,IL,Henry
66,2014,4362,Corn Belt Energy Corporation,IL,Kendall
67,2014,4362,Corn Belt Energy Corporation,IL,Knox
68,2014,4362,Corn Belt Energy Corporation,IL,LaSalle
69,2014,4362,Corn Belt Energy Corporation,IL,Livingston
70,2014,4362,Corn Belt Energy Corporation,IL,Logan
71,2014,4362,Corn Belt Energy Corporation,IL,Macon
72,2014,4362,Corn Belt Energy Corporation,IL,Marshall
73,2014,4362,Corn Belt Energy Corporation,IL,McLean
74,2014,4362,Corn Belt Energy Corporation,IL,Piatt
75,2014,4362,Corn Belt Energy Corporation,IL,Putnam
76,2014,4362,Corn Belt Energy Corporation,IL,Stark
77,2014,4362,Corn Belt Energy Corporation,IL,Tazewell
78,2014,4362,Corn Belt Energy Corporation,IL,Woodford
79,2014,5531,Enerstar Power Corp,IL,Clark
80,2014,5531,Enerstar Power Corp,IL,Coles
81,2014,5531,Enerstar Power Corp,IL,Douglas
82,2014,5531,Enerstar Power Corp,IL,Edgar
83,2014,5531,Enerstar Power Corp,IL,Vermilion
84,2014,5535,Egyptian Electric Coop Assn,IL,Franklin
85,2014,5535,Egyptian Electric Coop Assn,IL,Jackson
86,2014,5535,Egyptian Electric Coop Assn,IL,Johnson
87,2014,5535,Egyptian Electric Coop Assn,IL,Monroe
88,2014,5535,Egyptian Electric Coop Assn,IL,Perry
89,2014,5535,Egyptian Electric Coop Assn,IL,Randolph
90,2014,5535,Egyptian Electric Coop Assn,IL,St Clair
91,2014,5535,Egyptian Electric Coop Assn,IL,Union
92,2014,5535,Egyptian Electric Coop Assn,IL,Washington
93,2014,5535,Egyptian Electric Coop Assn,IL,Williamson
94,2014,5585,Eastern Illinois Elec Coop,IL,Champaign
95,2014,5585,Eastern Illinois Elec Coop,IL,Douglas
96,2014,5585,Eastern Illinois Elec Coop,IL,Edgar
97,2014,5585,Eastern Illinois Elec Coop,IL,Ford
98,2014,5585,Eastern Illinois Elec Coop,IL,Iroquois
99,2014,5585,Eastern Illinois Elec Coop,IL,Livingston
100,2014,5585,Eastern Illinois Elec Coop,IL,McLean
101,2014,5585,Eastern Illinois Elec Coop,IL,Moultrie
102,2014,5585,Eastern Illinois Elec Coop,IL,Piatt
103,2014,5585,Eastern Illinois Elec Coop,IL,Vermilion
104,2014,6141,City of Fairfield- (IL),IL,Wayne
105,2014,6192,City of Farmer City - (IL),IL,DeWitt
106,2014,6417,City of Flora - (IL),IL,Clay
107,2014,6764,Village of Freeburg - (IL),IL,St Clair
108,2014,7095,City of Geneseo - (IL),IL,Henry
109,2014,7096,City of Geneva- (IL),IL,Kane
110,2014,7633,Village of Greenup - (IL),IL,Cumberland
111,2014,8573,City of Highland,IL,Bond
112,2014,8573,City of Highland,IL,Clinton
113,2014,8573,City of Highland,IL,Madison
114,2014,8573,City of Highland,IL,St Clair
115,2014,8824,M J M Electric Cooperative Inc,IL,Bond
116,2014,8824,M J M Electric Cooperative Inc,IL,Fayette
117,2014,8824,M J M Electric Cooperative Inc,IL,Greene
118,2014,8824,M J M Electric Cooperative Inc,IL,Jersey
119,2014,8824,M J M Electric Cooperative Inc,IL,Macoupin
120,2014,8824,M J M Electric Cooperative Inc,IL,Madison
121,2014,8824,M J M Electric Cooperative Inc,IL,Montgomery
122,2014,9209,Illinois Rural Electric Coop,IL,Adams
123,2014,9209,Illinois Rural Electric Coop,IL,Brown
124,2014,9209,Illinois Rural Electric Coop,IL,Calhoun
125,2014,9209,Illinois Rural Electric Coop,IL,Cass
126,2014,9209,Illinois Rural Electric Coop,IL,Greene
127,2014,9209,Illinois Rural Electric Coop,IL,Jersey
128,2014,9209,Illinois Rural Electric Coop,IL,Macoupin
129,2014,9209,Illinois Rural Electric Coop,IL,Morgan
130,2014,9209,Illinois Rural Electric Coop,IL,Pike
131,2014,9209,Illinois Rural Electric Coop,IL,Scott
132,2014,9750,Jo-Carroll Energy Coop Inc,IL,Carroll
133,2014,9750,Jo-Carroll Energy Coop Inc,IL,Henry
134,2014,9750,Jo-Carroll Energy Coop Inc,IL,Jo Daviess
135,2014,9750,Jo-Carroll Energy Coop Inc,IL,Whiteside
136,2014,11736,City of Marshall - (IL),IL,Clark
137,2014,11790,City of Mascoutah - (IL),IL,St Clair
138,2014,12070,McDonough Power Coop,IL,Fulton
139,2014,12070,McDonough Power Coop,IL,Hancock
140,2014,12070,McDonough Power Coop,IL,Henderson
141,2014,12070,McDonough Power Coop,IL,Knox
142,2014,12070,McDonough Power Coop,IL,McDonough
143,2014,12070,McDonough Power Coop,IL,Schuyler
144,2014,12070,McDonough Power Coop,IL,Warren
145,2014,12167,City of McLeansboro - (IL),IL,Hamilton
146,2014,12341,MidAmerican Energy Co,IL,Henry
147,2014,12341,MidAmerican Energy Co,IL,Mercer
148,2014,12341,MidAmerican Energy Co,IL,Rock Island
