Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Number and Capacity,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Capacity by Technology Type (MW),Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
Data Year,Utility Number,Utility Name,State,Number of Generators,Total Capacity in MWs,Capacity Back-up Only,Capacity Utility Owned,Estimated or Actual Data,Internal Combustion Engine,Combusiton Turbine,Steam Turbine,HydroElectric,Wind,Photovoltaic,Storage,Other,Total,Estimated or Actual Data
2014,11804,Massachusetts Electric Co,MA,79,19.6,.,.,A,7.5,1.7,0.4,1.2,0.2,8.1,.,0.5,19.6,A
2014,11871,City of Mayfield Plant Board,KY,1,0.03,0,0,A,0,0,0,0,0,0.03,0,0,0.03,A
2014,12298,City of Menasha - (WI),WI,5,0.1,.,.,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,12330,Meriwether Lewis Electric Coop,TN,22,0.32,0,0,A,0,0,0,0,0,0.32,0,0,0.32,A
2014,12341,MidAmerican Energy Co,IA,26,12.7,7.8,0.1,E,11.5,.,.,1,0.1,0.1,.,.,12.7,E
2014,12341,MidAmerican Energy Co,IL,22,12.6,.,3.6,E,4.2,.,.,8.4,.,.,.,.,12.6,E
2014,12450,Midland Power Coop,IA,18,5,.,.,A,4.5,.,.,.,0.2,0.3,.,.,5,A
2014,12470,Middle Tennessee E M C,TN,118,4.45,0,0,A,0,0,0,0,0.01,4.44,0,0,4.45,A
2014,12473,Town of Middleborough - (MA),MA,4,1.1,.,0.1,A,.,.,.,.,.,1.1,.,.,1.1,A
2014,12532,City of Milan,TN,9,0.17,0,0,A,0,0,0,0,0,0.17,0,0,0.17,A
2014,12642,Maquoketa Valley Rrl Elec Coop,IA,32,0.4,.,.,A,.,.,.,.,0,0.4,.,.,0.4,A
2014,12698,KCP&L Greater Missouri Operations Co.,MO,103,1.3,0,0,E,.,.,.,.,0.1,1.2,.,.,1.3,E
2014,12745,Modesto Irrigation District,CA,1,0.2,0,0.2,A,.,.,.,0.2,.,.,.,.,0.2,A
2014,12801,City of Monroe - (NC),NC,3,1.1,1.1,0,A,1.1,.,.,.,.,.,.,.,1.1,A
2014,12825,NorthWestern Energy LLC - (MT),MT,18,5.6,.,.,A,.,.,.,3.6,2,.,.,.,5.6,A
2014,12894,City of Moorhead - (MN),MN,2,1.5,.,1.5,A,.,.,.,.,1.5,.,.,.,1.5,A
2014,12944,City of Morganton - (NC),NC,4,1.6,0.8,0,A,0.8,.,.,.,.,0.8,.,.,1.6,A
2014,12988,City of Morristown - (TN),TN,5,0.09,0,0,A,0,0,0,0,0,0.09,0,0,0.09,A
2014,12989,Village of Morrisville - (VT),VT,6,5,.,.,A,.,.,.,5,.,.,.,.,5,A
2014,13027,"Mountain Electric Coop, Inc",NC,23,1.88,0,0,A,0,0,0,0,0.03,1.85,0,0,1.88,A
2014,13027,"Mountain Electric Coop, Inc",TN,6,0.03,0,0,A,0,0,0,0,0,0.03,0,0,0.03,A
2014,13036,Village of Mt. Horeb - (WI),WI,4,0.1,.,.,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,13039,City of Mt Pleasant - (TN),TN,1,0,0,0,A,0,0,0,0,0,0,0,0,0,A
2014,13119,City of Murfreesboro,TN,12,0.33,0,0,A,0,0,0,0,0,0.33,0,0,0.33,A
2014,13138,City of Murray - (KY),KY,4,0.11,0,0,A,0,0,0,0,0,0.11,0,0,0.11,A
2014,13145,Village of Muscoda - (WI),WI,1,0.1,.,.,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,13214,The Narragansett Electric Co,RI,25,6.6,.,.,A,1.2,0.4,.,0.4,.,4.6,.,.,6.6,A
2014,13216,Nashville Electric Service,TN,227,5.09,0,0,A,0,0,0,0,0,5.09,0,0,5.09,A
2014,13227,Natchez Trace Elec Power Assn,MS,3,0.02,0,0,A,0,0,0,0,0,0.02,0,0,0.02,A
2014,13318,"Navopache Electric Coop, Inc",AZ,4,0.3,0.3,.,,.,.,.,.,.,.,.,.,0.3,
2014,13412,City of New Albany - (MS),MS,4,0.06,0,0,A,0,0,0,0,0,0.06,0,0,0.06,A
2014,13438,Village of New Glarus - (WI),WI,4,0.1,.,.,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,13448,City of New Holstein - (WI),WI,2,0.1,.,.,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,13550,City of Newport,TN,23,0.81,0,0,A,0,0,0,0,0,0.81,0,0,0.81,A
2014,13561,City of Newton - (NC),NC,2,1.1,1.1,0.7,A,1.1,.,.,.,.,.,.,.,1.1,A
2014,13640,Northern Virginia Elec Coop,VA,6,4.5,0,0,A,4.5,0,.,.,.,.,.,.,4.5,A
2014,13669,North Alabama Electric Coop,AL,2,0.51,0,0,A,0,0,0,0,0,0.01,0,0.5,0.51,A
2014,13698,North Central Public Pwr Dist,NE,1,0,0,0,A,.,.,.,.,.,.,.,.,.,
2014,13716,North Georgia Elec Member Corp,GA,48,4.65,0,0,A,0,0,0,0,0,3.02,0,1.63,4.65,A
2014,13799,Prairie Land Electric Coop Inc,KS,7,0.1,.,.,E,.,.,.,.,0.1,.,.,.,0.1,E
2014,13807,Northwestern Electric Coop Inc - (OK),OK,6,2,2,0.2,A,2,.,.,.,.,.,.,.,2,A
2014,13826,City of Norway,MI,1,0.1,.,.,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,13933,City of Oak Ridge,TN,5,0.3,0,0,A,0,0,0,0,0,0.3,0,0,0.3,A
2014,13936,Oakdale Electric Coop,WI,2,0.7,0.7,.,A,0.7,.,.,.,.,.,.,.,0.7,A
2014,13963,Oconomowoc Utilities,WI,3,0.1,.,.,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,13964,Oconto Electric Cooperative,WI,10,1.7,1.7,0,,1.7,.,.,.,.,.,.,.,1.7,A
2014,14006,Ohio Power Co,OH,10,0.4,0,0.2,A,0,0,0,0.2,0,0.2,0,0,0.4,A
2014,14127,Omaha Public Power District,NE,1,0.7,.,.,A,.,.,.,.,0.7,.,.,.,0.7,A
2014,14164,City of Orangeburg - (SC),SC,6,2,0,2,,0,2,.,.,.,.,.,.,2,
2014,14199,City of Osage City - (KS),KS,2,1.6,1.6,1.6,A,1.6,.,.,.,.,.,.,.,1.6,A
2014,14246,City of Owatonna - (MN),MN,3,1.3,1,.,A,1.2,.,.,.,0.1,.,.,.,1.3,A
2014,14275,City of Oxford - (MS),MS,1,0.01,0,0,A,0,0,0,0,0,0.01,0,0,0.01,A
2014,14328,Pacific Gas & Electric Co,CA,464,93.5,0.5,.,A,31.3,3,0,2.1,0,33.4,2.2,21.5,93.5,A
2014,14398,Palmetto Electric Coop Inc,SC,7,3.2,0,0,A,3.2,.,.,.,.,.,.,.,3.2,A
2014,14455,City of Paris - (TN),TN,14,0.15,0,0,A,0,0,0,0,0,0.15,0,0,0.15,A
2014,14610,Orlando Utilities Comm,FL,1,0.4,.,.,A,.,.,.,.,.,0.4,.,.,0.4,A
2014,14653,PUD No 1 of Pend Oreille County,WA,4,0.8,0,0,E,0,0,0,0.8,0,0,0,0,0.8,E
2014,14717,Pee Dee Electric Member Corp,NC,5,0.069,0,0,A,.,.,.,.,0.005,0.064,.,.,0.069,A
2014,14724,Pennyrile Rural Electric Coop,KY,39,1.09,0,0,A,0,0,0,0,0,1.09,0,0,1.09,A
2014,15016,Pickwick Electric Coop,TN,2,0.02,0,0,A,0,0,0,0,0,0.02,0,0,0.02,A
2014,15023,Piedmont Electric Member Corp,NC,3,0.5,.,.,A,.,.,.,.,.,0.5,.,.,0.5,A
2014,15034,Pierce-Pepin Coop Services,WI,37,1.9,1.9,.,A,1.9,.,.,.,.,.,.,.,1.9,A
2014,15141,Plateau Electric Cooperative,TN,3,0.05,0,0,A,0,0,0,0,0,0.05,0,0,0.05,A
2014,15159,City of Plymouth - (WI),WI,6,0.23,.,.,A,.,.,.,.,0.1,.,.,0.13,0.23,A
2014,15248,Portland General Electric Co,OR,587,30.4,.,.,A,1.6,0.2,.,1.2,0.4,.,.,27,30.4,A
2014,15270,Potomac Electric Power Co,DC,1509,10.4,0,0,A,0.4,.,.,.,.,10,.,.,10.4,A
2014,15270,Potomac Electric Power Co,MD,2665,23.7,0,0,A,.,.,.,.,.,23.7,.,.,23.7,A
2014,15293,Powell Valley Electric Coop,TN,13,0.4,0,0,A,0,0,0,0,0,0.4,0,0,0.4,A
2014,15293,Powell Valley Electric Coop,VA,2,0.02,0,0,A,0,0,0,0,0,0.02,0,0,0.02,A
2014,15312,Village of Prairie Du Sac - (WI),WI,2,0.1,.,.,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,15321,City of Pratt- (KS),KS,3,0.2,.,.,,.,.,.,.,0.2,.,.,.,0.2,
2014,15349,City of Preston,IA,1,0.1,.,.,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,15356,Price Electric Coop Inc,WI,1,0.8,0.8,.,A,0.8,.,.,.,.,.,.,.,0.8,A
2014,15470,Duke Energy Indiana Inc,IN,25,11.2,2.4,0,E,11.2,.,.,.,.,.,.,.,11.2,E
2014,15472,Public Service Co of NH,NH,48,21.8,0.8,0,A,1.9,0.5,1.1,18.3,0,0,0,0,21.8,A
2014,15477,Public Service Elec & Gas Co,NJ,174309,38.4,.,.,A,.,.,.,.,.,38.4,.,.,38.4,A
2014,15500,Puget Sound Energy Inc,WA,15,5.5,0,0,A,3.3,0,0,1.5,0.2,0.5,0,0,5.5,A
2014,15507,City of Pulaski - (TN),TN,14,1.78,0,0,A,0,0,0,0,0,1.78,0,0,1.78,A
2014,15671,Randolph Electric Member Corp,NC,52,0.8,0,0,A,0.2,0,0,0,0,0.6,0,0,0.8,A
2014,15783,City of Redding - (CA),CA,1,0.015,0,0.015,A,0,0,0,0,0,0.015,0,0,0.015,A
2014,15804,Reedsburg Utility Comm,WI,3,0.1,.,.,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,16082,City of River Falls,WI,10,0.1,.,.,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,16088,City of Riverside - (CA),CA,6,1.1,.,0.1,A,0.8,0.1,.,.,.,0.2,.,.,1.1,A
2014,16195,City of Rock Hill - (SC),SC,1,0.8,0.8,0.8,A,0.8,.,.,.,.,.,.,.,0.8,A
2014,16223,City of Rockwood - (TN),TN,6,0.08,0,0,A,0,0,0,0,0,0.08,0,0,0.08,A
2014,16368,Runestone Electric Assn,MN,21,3,.,.,A,.,.,.,.,3,.,.,.,3,A
2014,16459,City of Russellville - (KY),KY,1,0.01,0,0,A,0,0,0,0,0,0.01,0,0,0.01,A
2014,16534,Sacramento Municipal Util Dist,CA,25,5.6,.,2,A,2.6,.,.,.,.,2.5,0.5,.,5.6,A
2014,16555,Salem Electric - (OR),OR,1,0.1,.,.,A,.,.,.,.,.,0.1,.,.,0.1,A
2014,16572,Salt River Project,AZ,71,22.1,5.48,1.16,A,4.7,.,.,0.85,.,16.57,.,.,22.1,A
2014,16587,Salt River Electric Coop Corp,KY,3,2.5,.,2.5,E,.,.,.,2.5,.,.,.,.,2.5,E
2014,16603,"San Luis Valley R E C, Inc",CO,1,0.4,.,.,A,.,.,.,0.4,.,.,.,.,0.4,A
2014,16606,"Santee Electric Coop, Inc",SC,2,1.2,.,.,E,1.2,.,.,.,.,.,.,.,1.2,E
2014,16609,San Diego Gas & Electric Co,CA,14,2.5,.,.,A,0.9,1.2,.,0.4,.,.,.,.,2.5,A
2014,16611,Access Energy Coop,IA,26,0.4,0,0.1,A,0,0,0,0,0.2,0.2,0,0,0.4,A
2014,16622,"San Miguel Power Assn, Inc",CO,4,2.5,.,.,A,.,.,.,1.5,.,1,.,.,2.5,A
2014,16629,Sand Mountain Electric Coop,AL,2,0.01,0,0,A,0,0,0,0,0,0.01,0,0,0.01,A
2014,16679,City of Sauk Centre - (MN),MN,1,0.1,.,.,A,.,.,.,.,0.1,.,.,.,0.1,A
2014,16759,"Sheridan Electric Coop, Inc",MT,2,0.1,.,.,,.,.,.,.,0.1,.,.,.,0.1,E
2014,16854,"Heartland Rural Elec Coop, Inc",KS,2,1.5,0,1.5,A,1.5,.,.,.,.,.,.,.,1.5,A
2014,16930,Sequachee Valley Electric Coop,TN,18,0.35,0,0,A,0,0,0,0,0,0.35,0,0,0.35,A
2014,16949,Sevier County Electric System,TN,22,0.18,0,0,A,0,0,0,0,0,0.18,0,0,0.18,A
2014,17008,Sharyland Utilities LP,TX,60,0.035,.,.,A,.,.,.,.,0.016,0.019,.,.,0.035,A
2014,17033,Sheffield Utilities,AL,5,0.02,0,0,A,0,0,0,0,0,0.02,0,0,0.02,A
2014,17037,City of Shelby - (NC),NC,1,0.4,0.4,0,A,0.4,.,.,.,.,.,.,.,0.4,A
2014,17043,City of Shelby - (OH),OH,1,0.5,0.5,0.5,A,0.5,.,.,.,.,.,.,.,0.5,A
2014,17166,Sierra Pacific Power Co,NV,2,1,.,.,E,1,.,.,.,.,.,.,.,1,
2014,17252,Singing River Elec Pwr Assn,MS,1,0,.,.,A,.,.,.,.,.,0,.,.,0,A
2014,17267,Sioux Valley SW Elec Coop,MN,11,0.9,.,.,A,.,.,.,.,0.9,.,.,.,0.9,A
2014,17267,Sioux Valley SW Elec Coop,SD,24,0.1,.,.,A,.,.,.,.,0.1,.,.,.,0.1,A
2014,17324,Slinger Utilities,WI,1,0.1,.,.,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,17543,South Carolina Public Service Authority,SC,3,1.6,1.6,1.6,A,1.6,.,.,.,.,.,.,.,1.6,A
2014,17561,South Plains Electric Coop Inc,TX,27,0.4,.,.,E,.,.,.,.,0.3,.,.,0.1,0.4,E
2014,17572,South River Elec Member Corp,NC,81,5.1,5.1,.,E,5.1,.,.,.,.,.,.,.,5.1,E
2014,17609,Southern California Edison Co,CA,318,104.2,0,0,A,29,19,0,3.8,0.4,42.2,2.6,7.2,104.2,A
2014,17694,Southwest Tennessee E M C,TN,16,0.34,0,0,A,0,0,0,0,0,0.34,0,0,0.34,A
2014,17829,City of Springfield - (TN),TN,2,0.05,0,0,A,0,0,0,0,0,0.05,0,0,0.05,A
2014,17845,City of Springville - (UT),UT,3,1,.,1,A,.,.,.,1,.,.,.,.,1,A
2014,17896,City of Shasta Lake - (CA),CA,21,1.1,.,.,E,.,.,.,.,.,0.25,.,0.85,1.1,A
2014,18006,City of Starkville,MS,2,0.2,0,0,A,0,0,0,0,0,0.2,0,0,0.2,A
2014,18022,City of Statesville - (NC),NC,2,0.6,0.4,0,A,0.4,.,.,.,.,0.2,.,.,0.6,A
2014,18047,Steele-Waseca Cooperative Electric,MN,27,3.7,3.7,.,A,3.7,.,.,.,.,.,.,.,3.7,A
2014,18181,City of Stoughton - (WI),WI,10,0.1,.,0.1,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,18249,City of Sturgeon Bay - (WI),WI,10,0.1,.,.,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,18280,Sulphur Springs Valley E C Inc,AZ,6,5.2,4,1.2,A,4,.,.,.,.,1.2,.,.,5.2,A
2014,18312,Sun Prairie Utilities,WI,8,0.1,.,.,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,18339,Surry-Yadkin Elec Member Corp,NC,20,0.3,0,0.1,E,.,0.1,.,.,0,0.2,.,.,0.253,
2014,18384,City of Sweetwater,TN,8,0.22,0,0,A,0,0,0,0,0,0.22,0,0,0.22,A
2014,18395,Sylacauga Utilities Board,AL,1,0.7,0.7,0.7,,0.7,.,.,.,.,.,.,.,0.7,
2014,18447,Tallahatchie Valley E P A,MS,2,0.02,0,0,A,0,0,0,0,0,0.02,0,0,0.02,A
2014,18472,City of Tarrant,AL,1,0.05,0,0,A,0,0,0,0,0,0.05,0,0,0.05,A
2014,18643,Tennessee Valley Electric Coop,TN,6,0.05,0,0,A,0,0,0,0,0,0.05,0,0,0.05,A
2014,18917,Tillamook Peoples Utility Dist,OR,2,1.2,.,0,A,.,.,.,.,.,.,.,1.2,1.2,A
2014,18940,Tipmont Rural Elec Member Corp,IN,1,0.072,.,.,E,.,.,.,.,.,0.072,.,.,0.072,E
2014,18943,Tippah Electric Power Assn,MS,1,0,0,0,A,0,0,0,0,0,0,0,0,0,A
2014,19007,Tombigbee Electric Power Assn,MS,4,0.02,0,0,A,0,0,0,0,0,0.02,0,0,0.02,A
2014,19154,Tri-State Electric Member Corp,GA,4,0.03,0,0,A,0,0,0,0,0,0.03,0,0,0.03,A
2014,19154,Tri-State Electric Member Corp,NC,7,0.14,0,0,A,0,0,0,0,0,0.14,0,0,0.14,A
2014,19154,Tri-State Electric Member Corp,TN,29,0.83,0,0,A,0,0,0,0,0,0.83,0,0,0.83,A
2014,19157,Tri-County Electric Coop,MN,31,3.4,3.1,0.3,A,3.1,0,0,0,0.1,0.2,0,0,3.4,A
2014,19162,Tri-County Elec Member Corp,KY,9,0.05,0,0,A,0,0,0,0,0,0.05,0,0,0.05,A
2014,19162,Tri-County Elec Member Corp,TN,4,0.03,0,0,A,0,0,0,0,0,0.03,0,0,0.03,A
2014,19189,Trico Electric Cooperative Inc,AZ,5,0.386,0,0.2,A,.,.,.,.,.,0.386,.,.,0.386,A
2014,19266,Tullahoma Board-Public Utils,TN,1,0.03,0,0,A,0,0,0,0,0,0.03,0,0,0.03,A
2014,19273,City of Tupelo - (MS),MS,2,0.05,0,0,A,0,0,0,0,0,0.05,0,0,0.05,A
2014,19307,City of Tuscumbia,AL,2,0.01,0,0,A,0,0,0,0,0,0.01,0,0,0.01,A
2014,19324,Two Rivers Water & Light,WI,3,0.1,.,.,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,19430,City of Union City,TN,1,0,0,0,A,0,0,0,0,0,0,0,0,0,A
2014,19436,Union Electric Co - (MO),MO,109,20.9,11.1,0.1,E,19.2,.,.,.,.,1.7,.,.,20.9,E
2014,19547,Hawaiian Electric Co Inc,HI,1096,74,.,.,A,0.1,.,.,.,.,73.9,.,.,74,A
2014,19574,Upper Cumberland E M C,TN,21,0.19,0,0,A,0,0,0,0,0.01,0.18,0,0,0.19,A
2014,19876,Virginia Electric & Power Co,VA,4,1.4,0,1.4,A,.,.,.,.,.,1.4,.,.,1.4,A
2014,19898,Volunteer Electric Coop,TN,133,2.29,0,0,A,0,0,0,0,0,2.29,0,0,2.29,A
2014,19947,City of Wadena - (MN),MN,7,1.5,1.5,0.9,A,1.5,.,.,.,.,.,.,.,1.5,A
2014,19981,Wake Electric Membership Corp,NC,1,0.3,.,.,E,0.3,.,.,.,.,.,.,.,0.3,E
2014,20130,Warren Rural Elec Coop Corp,KY,59,4.05,0,0,A,0,0,0,0,0.02,3.03,0,1,4.05,A
2014,20182,Waterloo Light & Water Comm,WI,1,0.1,.,0.1,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,20187,Watertown Municipal Utilities,SD,2,0.1,.,.,A,.,.,.,.,0.1,.,.,.,0.1,A
2014,20211,Village of Waunakee - (WI),WI,1,0.1,.,.,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,20213,Waupun Utilities,WI,1,0.1,.,0.1,A,.,0,0,0,0,0.1,0,.,0.1,A
2014,20228,Weakley County Mun Elec Sys,TN,4,0.03,0,0,A,0,0,0,0,0,0.03,0,0,0.03,A
2014,20377,West Kentucky Rural E C C,KY,96,2.43,0,0,A,0,0,0,0,0,2.43,0,0,2.43,A
2014,20404,AEP Texas North Company,TX,163,1.4,.,.,A,.,.,.,.,0.3,1.1,.,.,1.4,A
2014,20455,Western Massachusetts Electric Company,MA,34,5.9,.,.,A,0.9,1.4,1.3,1.7,0,0.6,0,0,5.9,A
2014,20847,Wisconsin Electric Power Co,MI,5,0,0,0,A,0,0,0,0,0,0,0,0,0,A
2014,20847,Wisconsin Electric Power Co,WI,129,2,0,0,A,0,0,0,0,0.5,1.5,0,0,2,A
2014,20856,Wisconsin Power & Light Co,WI,137,11.8,.,.,A,.,.,.,3.7,1,1.5,.,5.6,11.8,A
2014,20858,WPPI Energy,WI,4,3.1,3.1,0.5,A,3.1,0,0,0,0,.,0,.,3.1,A
2014,20885,Withlacoochee River Elec Coop,FL,17,11.3,.,.,A,11.3,.,.,.,.,.,.,.,11.3,A
2014,21002,York Electric Coop Inc,SC,7,6.5,.,.,A,6.5,.,.,.,.,.,.,.,6.5,A
2014,23826,Bluestem Electric Coop Inc,KS,4,0.3,.,.,A,.,.,.,.,0.3,.,.,.,0.3,A
2014,24211,Tucson Electric Power Co,AZ,8,1.8,1.8,0,E,0.2,1.6,.,.,.,.,.,.,1.8,E
2014,24558,City of Escanaba,MI,3,0.2,0,0,A,.,.,.,.,0.1,0.1,.,.,0.2,E
2014,24590,Unitil Energy Systems,NH,4,0.7,.,.,A,0.1,0.6,.,.,.,.,.,.,0.7,A
2014,24949,Cass County Elec Coop Inc,ND,1,0.9,.,.,A,0.9,.,.,.,.,.,.,.,0.9,A
2014,26765,Pella Cooperative Elec Assn,IA,5,0,0,0,A,.,.,.,.,.,.,.,.,.,
2014,27316,Town of Stowe- (VT),VT,2,1,.,.,A,1,.,.,.,.,.,.,.,1,A
2014,27599,Carroll-White REMC,IN,1,0.8,0.8,.,A,0.8,.,.,.,.,.,.,.,0.8,A
2014,40166,"Chickasaw Electric Coop, Inc",TN,8,0.07,0,0,A,0,0,0,0,0,0.07,0,0,0.07,A
2014,40228,Rappahannock Electric Coop,VA,3,2.4,0.8,0,,0.8,.,.,1.6,.,.,.,.,2.4,E
2014,40302,North East Mississippi EPA,MS,4,0.02,0,0,A,0,0,0,0,0,0.02,0,0,0.02,A
2014,40303,Monroe County Elec Power Assn,MS,2,0.02,0,0,A,0,0,0,0,0,0.02,0,0,0.02,A
2014,40305,Hickman-Fulton Counties RECC,KY,13,0.11,0,0,A,0,0,0,0,0,0.11,0,0,0.11,A
2014,40305,Hickman-Fulton Counties RECC,TN,1,0.01,0,0,A,0,0,0,0,0,0.01,0,0,0.01,A
2014,40437,Emerald People's Utility Dist,OR,4,0.4,.,.,A,.,.,.,.,.,0.1,.,0.3,0.4,A
2014,40441,Town of Murphy - (NC),NC,3,0.03,0,0,A,0,0,0,0,0,0.03,0,0,0.03,A
2014,44372,Oncor Electric Delivery Company LLC,TX,17,7.5,7.5,0,A,7.4,0.1,0,0,.,.,0,0,7.5,A
2014,49986,Southwest Iowa Rural Elec Coop,IA,1,0,.,.,A,.,.,.,.,.,1,.,.,1,A
2014,54913,NSTAR Electric Company,MA,126,22.508,.,.,A,20.102,0,0.075,0.2,.,.,0,2.131,22.508,A
2014,56697,Ameren Illinois Company,IL,50,4,.,.,E,.,.,.,.,1.5,2.5,.,.,4,E
2014,58125,Hercules Municipal Utility,CA,1,0.1,.,.,A,.,.,.,.,.,0.1,.,.,0.1,A
2014,59505,Heartland REMC,IN,9,0.056,.,.,E,.,.,.,.,0.006,0.05,.,.,0.056,E
