Data Year,Utility Number,Utility Name,State,BA_CODE,Total Revenue (Thousand Dollars),Total Sales (MWh),Total Customers,Water Heater,Net Metering,Demand Side Management,Time Based Programs
2014,7318.0,"Goldenwest Electric Coop, Inc",ND,WAUE,2915.5,27147,728,.,N,N,N
2014,7444.0,City of Grafton - (ND),ND,MISO,5264.4,53848,2164,.,N,Y,N
2014,8628.0,City of Hillsboro - (ND),ND,MISO,2161,31871,885,.,N,N,N
2014,9067.0,City of Hope,ND,MISO,428,5581,197,.,N,N,N
2014,11470.0,City of Maddock - (ND),ND,WAUE,833,8994,425,.,N,N,N
2014,13816.0,City of Northwood - (ND),ND,MISO,2520,44785,600,.,N,N,N
2014,14474.0,City of Park River - (ND),ND,MISO,2088,20018,805,.,N,N,N
2014,16105.0,City of Riverdale - (ND),ND,WAUE,324.7,3166,308,.,N,N,N
2014,17045.0,City of Sharon- (ND),ND,MISO,122.6,1188,63,.,N,N,Y
2014,40440.0,City of Stanton - (ND),ND,WAUE,482.3,3169,227,.,N,N,N
2014,695.0,City of Ansley - (NE),NE,SWPP,479,5017,339,.,N,N,N
2014,752.0,City of Arapahoe - (NE),NE,SWPP,1447,10705,703,.,N,N,N
2014,871.0,Village of Arnold - (NE),NE,SWPP,833,7575,520,.,N,Y,N
2014,1326.0,Village of Bartley - (NE),NE,SWPP,498.5,3952,200,.,N,N,N
2014,1346.0,City of Battle Creek- (NE),NE,SWPP,1085,10402,567,.,N,N,N
2014,1374.0,City of Bayard - (NE),NE,SWPP,1014,9737,630,.,N,N,N
2014,1435.0,City of Beaver City - (NE),NE,SWPP,590,6059,360,.,N,N,N
2014,1554.0,City of Benkelman - (NE),NE,SWPP,1443,12209,722,.,N,N,N
2014,1955.0,City of Bridgeport Utilities - (NE),NE,SWPP,1499,16003,890,.,N,Y,N
2014,2120.0,Village of Brainard - (NE),NE,SWPP,475.6,4524,211,.,N,N,N
2014,2609.0,City of Burwell - (NE),NE,SWPP,1237.4,12948,709,.,N,N,N
2014,2859.0,Village of Callaway - (NE),NE,SWPP,801,7743,440,.,N,N,N
2014,2931.0,Village of Campbell - (NE),NE,SWPP,261,2359,236,.,N,N,N
2014,3373.0,City of Chappell - (NE),NE,SWPP,822,9932,782,.,N,N,N
2014,3445.0,Village of Chester - (NE),NE,SWPP,324,2673,194,.,N,N,N
2014,4661.0,City of Curtis - (NE),NE,SWPP,1456,13699,703,.,N,N,N
2014,4914.0,Village of Davenport - (NE),NE,SWPP,359,3151,205,.,N,N,N
2014,4934.0,Village of De Witt - (NE),NE,SWPP,512,5925,301,.,N,N,N
2014,4961.0,Village of Decatur - (NE),NE,SWPP,522.4,4324,357,.,N,N,N
2014,5097.0,City of Deshler - (NE),NE,SWPP,873.6,8826,478,.,N,N,N
2014,5350.0,Village of Dorchester - (NE),NE,SWPP,779.2,6949,337,.,N,N,N
2014,5762.0,Village of Elk Creek - (NE),NE,SWPP,.,.,.,.,N,N,N
2014,5850.0,City of Emerson - (NE),NE,SWPP,669,6929,435,.,N,N,N
2014,5927.0,Village of Endicott - (NE),NE,SWPP,84,812,83,.,N,N,N
2014,6136.0,Village of Fairmont - (NE),NE,SWPP,513,4502,347,.,N,N,N
2014,6723.0,City of Franklin - (NE),NE,SWPP,1243,10838,635,.,N,N,N
2014,6793.0,City of Friend - (NE),NE,SWPP,1153,11493,635,.,N,Y,N
2014,7249.0,City of Giltner - (NE),NE,SWPP,633,4529,223,.,N,N,N
2014,7485.0,City of Grant - (NE),NE,SWPP,1808.6,16786,801,.,N,N,N
2014,7650.0,Village of Greenwood - (NE),NE,SWPP,426,3812,297,.,N,N,N
2014,8063.0,Village of Hampton - (NE),NE,SWPP,493,4340,255,.,N,N,N
2014,8430.0,Village of Hemingford - (NE),NE,SWPP,1095,8353,496,.,N,N,N
2014,9022.0,City of Hubbell- (NE),NE,SWPP,79,882,54,.,N,N,N
2014,9274.0,City of Indianola - (NE),NE,SWPP,502,4292,376,.,N,N,N
2014,10229.0,City of Hickman - (NE),NE,SWPP,1135.4,12054,917,.,N,N,N
2014,10573.0,Village of Hildreth - (NE),NE,SWPP,154.8,4062,254,.,N,N,N
2014,10760.0,City of Laurel - (NE),NE,SWPP,998,10951,729,.,N,N,N
2014,10886.0,Village of Leigh - (NE),NE,SWPP,552,6441,304,.,N,N,N
2014,11122.0,City of Lodgepole - (NE),NE,SWPP,328,2916,245,.,N,N,N
2014,11346.0,Village of Lyman - (NE),NE,SWPP,670,5496,194,.,N,N,N
2014,11372.0,City of Lyons - (NE),NE,SWPP,871,8169,563,.,N,N,N
2014,12717.0,City of Mitchell - (NE),NE,SWPP,1579.3,14266,1019,.,N,N,N
2014,12952.0,Village of Morrill - (NE),NE,SWPP,2158.8,16011,1125,.,N,N,N
2014,13090.0,Village of Mullen - (NE),NE,SWPP,597.1,5205,387,.,N,N,N
2014,13375.0,City of Nelson - (NE),NE,SWPP,521,5276,335,.,N,N,N
2014,13685.0,"Niobrara Electric Assn, Inc",NE,WACM,1256,8664,903,.,N,N,Y
2014,14277.0,Village of Oxford - (NE),NE,SWPP,811,7483,470,.,N,N,N
2014,14656.0,City of Pender - (NE),NE,SWPP,1617,15097,672,.,N,N,N
2014,15132.0,City of Plainview - (NE),NE,SWPP,1317,11946,776,.,N,N,N
2014,15346.0,Village of Polk - (NE),NE,SWPP,414,3340,254,.,N,N,N
2014,15352.0,Village of Prague - (NE),NE,SWPP,330.7,2721,193,.,N,N,N
2014,15674.0,City of Randolph - (NE),NE,SWPP,881,8136,598,.,N,N,N
2014,15773.0,City of Red Cloud - (NE),NE,SWPP,1186,9800,701,.,N,N,N
2014,16022.0,Village of Reynolds - (NE),NE,SWPP,96,875,44,.,N,N,N
2014,16610.0,City of Scribner - (NE),NE,SWPP,1034.8,9295,519,.,N,N,N
2014,16667.0,City of Sargent - (NE),NE,SWPP,738,6162,536,.,N,N,N
2014,16845.0,Village of Shickley - (NE),NE,SWPP,369,3580,222,.,N,N,N
2014,17497.0,City of Snyder - (NE),NE,SWPP,714,7659,205,.,N,N,N
2014,17727.0,Village of Spalding - (NE),NE,SWPP,769,8316,345,.,N,N,N
2014,17787.0,City of Spencer - (NE),NE,SWPP,587.6,6298,323,.,N,N,N
2014,18129.0,City of Stratton - (NE),NE,SWPP,425.9,5829,281,.,N,N,N
2014,18217.0,City of Stromsburg - (NE),NE,SWPP,1235,10919,712,.,N,N,N
2014,18230.0,City of Stuart - (NE),NE,SWPP,672,5976,390,.,N,N,N
2014,18354.0,City of Sutton - (NE),NE,SWPP,1756,16266,998,.,N,N,N
2014,18428.0,Village of Talmage - (NE),NE,SWPP,215,1960,152,.,N,N,N
2014,18954.0,City of Trenton - (NE),NE,SWPP,664.1,5800,418,.,N,N,N
2014,20063.0,Village of Walthill - (NE),NE,SWPP,512.5,4995,275,.,N,N,N
2014,20212.0,Village of Wauneta - (NE),NE,SWPP,798.3,7633,455,.,N,N,N
2014,20632.0,City of Wilber,NE,SWPP,1388.9,17035,988,.,N,N,N
2014,20641.0,Village of Wilcox - (NE),NE,SWPP,484,2000,225,.,N,N,N
2014,20848.0,City of Blue Hill - (NE),NE,SWPP,708,8032,437,.,N,N,N
2014,20880.0,City of Wisner,NE,SWPP,1503,14839,704,.,N,N,N
2014,20945.0,City of Wood River- (NE),NE,SWPP,1230,13101,550,.,N,N,N
2014,20950.0,Village of Winside - (NE),NE,SWPP,335.6,3320,248,.,N,N,N
2014,21056.0,City of Wymore - (NE),NE,SWPP,1218.5,11589,954,.,N,N,N
2014,24791.0,Village of Bradshaw - (NE),NE,SWPP,215,2934,182,.,N,N,N
2014,40356.0,Village of Holbrook - (NE),NE,SWPP,215,1581,141,.,N,N,N
2014,906.0,Town of Ashland,NH,ISNE,2511.7,18716,1560,.,N,N,N
2014,11196.0,Town of Littleton - (NH),NH,ISNE,8427,71502,3876,.,Y,N,N
2014,13286.0,New Hampton Village Precinct,NH,ISNE,353,3231,103,.,N,N,N
2014,20980.0,Precinct of Woodsville,NH,ISNE,3597.6,22625,997,.,N,N,N
2014,10776.0,Borough of Lavallette - (NJ),NJ,PJM,2507,15271,2555,.,N,N,N
2014,12608.0,Borough of Milltown - (NJ),NJ,PJM,8105,44263,3024,.,N,N,N
2014,14472.0,Borough of Park Ridge - (NJ),NJ,PJM,9765.9,65940,3796,.,Y,N,N
2014,14648.0,Borough of Pemberton - (NJ),NJ,PJM,1701,7521,816,.,N,N,N
2014,16864.0,Seaside Heights Municipal Utility,NJ,PJM,4813,26260,2838,.,Y,N,N
2014,17571.0,Borough of South River - (NJ),NJ,PJM,13154,56157,6391,.,N,N,N
2014,1046.0,City of Aztec - (NM),NM,WACM,6437.9,46067,3178,.,N,N,N
2014,5438.0,"Duncan Valley Elec Coop, Inc",NM,WALC,386.5,3865,337,.,Y,N,Y
2014,13777.0,Northern Rio Arriba E Coop Inc,NM,PNM,4738,32547,3463,.,N,N,N
2014,15698.0,Raton Public Service Company,NM,PSCO,6746,42983,4518,.,Y,N,N
2014,17827.0,Town of Springer - (NM),NM,PNM,609.7,3589,620,.,N,N,N
2014,19246.0,City of Truth or Consequences - (NM),NM,PNM,4327,42196,4075,.,Y,N,N
2014,191.0,Alamo Power District No 3,NV,NEVP,1546.5,13351,717,.,Y,N,N
2014,2821.0,City of Caliente - (NV),NV,NEVP,1288,11398,707,.,N,N,N
2014,6172.0,City of Fallon - (NV),NV,NEVP,10639,83575,4917,.,N,N,N
2014,11021.0,Lincoln County Power Dist No 1,NV,NEVP,2898,40852,1060,.,Y,N,N
2014,15075.0,City of Pioche - (NV),NV,NEVP,724,7082,586,.,N,N,N
2014,40497.0,Penoyer Valley Electric Coop,NV,NEVP,46.3,435,63,.,N,N,N
2014,183.0,Village of Akron - (NY),NY,NYIS,3072,59985,1579,.,N,N,N
2014,661.0,Village of Andover - (NY),NY,NYIS,335.3,7835,632,.,N,N,N
2014,669.0,Village of Angelica - (NY),NY,NYIS,841.7,10265,706,.,N,N,N
2014,1343.0,Bath Electric Gas & Water,NY,NYIS,4988,85687,4862,.,N,N,N
2014,1604.0,Village of Bergen - (NY),NY,NYIS,2497.5,29744,655,.,N,N,N
2014,1970.0,Village of Boonville - (NY),NY,NYIS,4899,83431,3365,.,Y,Y,N
2014,2272.0,Village of Brocton - (NY),NY,NYIS,877,14964,884,.,N,N,Y
2014,3164.0,Village of Castile - (NY),NY,NYIS,583,9607,612,.,N,N,N
2014,3525.0,Village of Churchville - (NY),NY,NYIS,1724,22828,1025,.,N,N,N
2014,5021.0,Delaware County Elec Coop Inc,NY,NYIS,8182,65511,5292,.,Y,Y,N
2014,5875.0,Village of Endicott - (NY),NY,NYIS,3746,55817,3200,.,N,N,N
2014,6711.0,Village of Frankfort - (NY),NY,NYIS,2124.3,26179,1652,.,N,N,N
2014,7600.0,Village of Green Island - (NY),NY,NYIS,2487,35812,1646,.,N,N,N
2014,7624.0,Village of Greene - (NY),NY,NYIS,2659,45068,1249,.,N,Y,N
2014,7630.0,Village of Greenport - (NY),NY,NYIS,3943,27596,2382,.,N,N,Y
2014,7713.0,Village of Groton - (NY),NY,NYIS,1716,25338,1129,.,N,N,N
2014,7995.0,Village of Hamilton - (NY),NY,NYIS,3602.7,63644,1596,.,N,N,N
2014,8733.0,Village of Holley - (NY),NY,PJM,2103.2,32977,1006,.,N,N,N
2014,9200.0,Village of Ilion - (NY),NY,NYIS,6085,99929,4015,.,N,N,N
2014,11083.0,Village of Little Valley - (NY),NY,NYIS,1550.2,21779,1397,.,N,N,N
2014,11618.0,Village of Marathon - (NY),NY,NYIS,1442,22865,920,.,N,N,N
2014,11892.0,Village of Mayville - (NY),NY,NYIS,2097.7,28760,1177,.,N,N,N
2014,12759.0,Mohawk Municipal Comm,NY,NYIS,847,23006,1341,.,N,N,N
2014,14125.0,"Oneida-Madison Elec Coop, Inc",NY,NYIS,2722,23784,1953,.,Y,Y,N
2014,14267.0,"Otsego Electric Coop, Inc",NY,NYIS,6886.6,52452,4621,.,N,Y,Y
2014,14700.0,Village of Penn Yan - (NY),NY,NYIS,4796,91822,3046,.,N,N,N
2014,14945.0,Village of Philadelphia - (NY),NY,NYIS,706,11304,684,.,N,N,N
2014,15991.0,Village of Richmondville - (NY),NY,NYIS,1605,18649,1250,.,N,N,N
2014,17079.0,Village of Sherburne - (NY),NY,NYIS,3802,72741,2349,.,N,N,N
2014,17085.0,City of Sherrill - (NY),NY,NYIS,2931,58082,1996,.,N,N,N
2014,17186.0,Village of Silver Springs - (NY),NY,NYIS,475.9,6609,455,.,N,N,N
2014,17280.0,Village of Skaneateles - (NY),NY,NYIS,1211.7,32374,1597,.,N,N,N
2014,17789.0,Village of Spencerport - (NY),NY,NYIS,3603,70461,2786,.,N,N,N
2014,17846.0,Village of Springville - (NY),NY,NYIS,2745,63650,2607,.,N,N,N
2014,18813.0,Village of Theresa - (NY),NY,NYIS,650.6,7899,503,.,N,N,N
2014,19274.0,Village of Tupper Lake - (NY),NY,NYIS,4893.1,75011,3367,.,N,N,N
2014,20193.0,Village of Watkins Glen - (NY),NY,NYIS,3340,57952,1361,.,N,N,N
2014,20337.0,Village of Wellsville - (NY),NY,NYIS,3107,67914,2556,.,N,N,N
2014,20480.0,Village of Westfield - (NY),NY,NYIS,4565.6,85000,3425,.,N,N,N
2014,282.0,Village of Arcadia - (OH),OH,PJM,584,5229,248,.,N,N,N
2014,768.0,City of Arcanum - (OH),OH,PJM,2369,22686,1600,.,N,N,N
2014,1386.0,Village of Beach City - (OH),OH,PJM,1088,9285,824,.,N,N,N
2014,1650.0,Village of Bethel - (OH),OH,PJM,2639.2,24749,1601,.,N,N,N
2014,1677.0,Village of Bloomdale - (OH),OH,PJM,604,4475,315,.,N,N,N
2014,1832.0,Village of Blanchester - (OH),OH,PJM,6834,64180,2014,.,N,N,N
2014,2128.0,Village of Bradner - (OH),OH,PJM,755,5788,522,.,N,N,N
2014,2205.0,Village of Brewster - (OH),OH,PJM,4815,51397,941,.,N,N,N
2014,3008.0,Village of Carey - (OH),OH,PJM,6858,79923,1871,.,N,N,N
2014,4061.0,City of Columbiana - (OH),OH,PJM,8799,82652,3523,.,N,N,N
2014,4685.0,Village of Cygnet - (OH),OH,PJM,318,3256,271,.,N,N,N
2014,4725.0,City of Custar,OH,PJM,253,2369,115,.,N,N,N
2014,5096.0,Village of Deshler - (OH),OH,PJM,1894,15510,1002,.,N,N,N
2014,5653.0,Village of Edgerton - (OH),OH,PJM,3039,30425,1100,.,N,N,N
2014,5752.0,Village of Eldorado - (OH),OH,PJM,393,4106,279,.,N,N,N
2014,5833.0,Village of Elmore - (OH),OH,PJM,1670,14350,939,.,N,N,N
2014,7100.0,Village of Genoa - (OH),OH,PJM,1790,14239,1141,.,N,N,N
2014,7131.0,Village of Georgetown - (OH),OH,PJM,4435,47672,2128,.,N,N,N
2014,7311.0,Village of Glouster - (OH),OH,PJM,1398,9741,1003,.,N,N,N
2014,7445.0,Village of Grafton - (OH),OH,PJM,3307,25523,1303,.,N,N,N
2014,7643.0,Village of Greenwich - (OH),OH,PJM,1790,16629,731,.,N,N,N
2014,7973.0,Village of Hamersville - (OH),OH,PJM,482.4,4824,365,.,N,N,N
2014,8240.0,Village of Haskins - (OH),OH,PJM,628,5769,520,.,N,N,N
2014,8949.0,City of Hubbard,OH,PJM,4023,53599,4336,.,N,N,N
2014,9572.0,Village of Jackson Center - (OH),OH,PJM,1850,15974,778,.,Y,N,N
2014,10616.0,Village of Lakeview - (OH),OH,PJM,1195,10217,938,.,N,N,N
2014,11126.0,Village of Lodi - (OH),OH,PJM,4238.2,43772,1871,.,N,Y,N
2014,11296.0,Village of Lucas - (OH),OH,PJM,398,3570,360,.,N,N,N
2014,11739.0,Village of Marshallville - (OH),OH,PJM,854,7094,492,.,N,N,N
2014,12302.0,City of Mendon - (OH),OH,PJM,613,5209,334,.,N,N,N
2014,12533.0,Village of Milan - (OH),OH,PJM,1487,11944,727,.,N,N,N
2014,12811.0,Village of Monroeville - (OH),OH,PJM,4142,54998,837,.,N,N,N
2014,12861.0,Village of Montpelier - (OH),OH,PJM,7233,71758,2331,.,N,N,N
2014,13420.0,Village of New Bremen - (OH),OH,PJM,6209,69702,1576,.,N,N,N
2014,13464.0,Village of New Knoxville - (OH),OH,PJM,977,9297,400,.,Y,N,N
2014,13563.0,City of Newton Falls - (OH),OH,PJM,4992,44846,2558,.,N,N,N
2014,13932.0,Village of Oak Harbor - (OH),OH,PJM,2577.6,24263,1518,.,N,N,N
2014,13950.0,Village of Obetz - (OH),OH,PJM,4860.1,49142,32,.,N,N,N
2014,13997.0,Village of Ohio City - (OH),OH,PJM,643,6406,430,.,N,N,N
2014,14650.0,Village of Pemberville - (OH),OH,PJM,1392,11767,710,.,N,N,N
2014,15072.0,Village of Pioneer - (OH),OH,PJM,3845,40002,827,.,N,N,N
2014,15203.0,Village of Plymouth - (OH),OH,PJM,1354,12006,824,.,N,N,N
2014,15432.0,Prospect Corporation,OH,PJM,880,8769,737,.,N,N,N
2014,15865.0,Village of Republic - (OH),OH,PJM,464.5,3011,325,.,N,N,N
2014,16062.0,Village of Ripley - (OH),OH,PJM,1671,15482,1055,.,N,N,N
2014,16951.0,Seville Board of Public Affairs,OH,PJM,7268,90567,1818,.,Y,N,N
2014,17098.0,Village of Shiloh - (OH),OH,PJM,548.5,4946,280,.,N,N,N
2014,17588.0,South Vienna Corporation,OH,PJM,519,4816,237,.,N,N,N
2014,17865.0,City of St Clairsville - (OH),OH,PJM,5972,51076,3075,.,N,N,N
2014,18393.0,Village of Sycamore - (OH),OH,PJM,868,6374,533,.,N,N,N
2014,18944.0,Village of Tontogany - (OH),OH,PJM,480,4825,233,.,N,N,N
2014,19176.0,"Tricounty Rural Elec Coop, Inc",OH,PJM,9030,75758,4377,.,N,N,N
2014,19805.0,Village of Versailles - (OH),OH,PJM,6161,61764,1819,.,N,N,N
2014,20223.0,Village of Waynesfield - (OH),OH,PJM,857,7693,485,.,N,N,N
2014,20313.0,Village of Wellington - (OH),OH,PJM,7893,77359,2964,.,N,N,N
2014,20471.0,Village of Wharton - (OH),OH,PJM,272,2166,163,.,N,N,N
2014,20977.0,City of Woodsfield - (OH),OH,PJM,2458.9,23420,1660,.,N,N,N
2014,20979.0,Village of Woodville - (OH),OH,PJM,1450,12535,992,.,N,N,N
2014,588.0,Anadarko Public Works Authority,OK,SWPP,7600,47339,2076,.,N,N,N
2014,1800.0,City of Blackwell - (OK),OK,SWPP,6046,68750,3555,.,N,N,N
2014,2268.0,Town of Braman - (OK),OK,SWPP,204,1994,160,.,N,N,N
2014,2553.0,City of Burlington - (OK),OK,SWPP,190.2,2679,76,.,N,N,N
2014,3986.0,City of Collinsville - (OK),OK,SWPP,4686,53005,3200,.,N,N,N
2014,4078.0,City of Comanche - (OK),OK,SWPP,1786.7,13893,825,.,N,N,N
2014,4319.0,Copan Public Works Authority,OK,SWPP,548,5215,341,.,N,N,N
2014,4344.0,City of New Cordell - (OK),OK,SWPP,2345,21521,1456,.,N,N,N
2014,5741.0,City of Eldorado - (OK),OK,SWPP,320,1918,258,.,N,N,N
2014,6152.0,City of Fairview - (OK),OK,SWPP,3181.6,33586,1826,.,N,N,N
2014,6618.0,Town of Fort Supply - (OK),OK,SWPP,253.7,2149,210,.,N,N,N
2014,6750.0,City of Frederick - (OK),OK,SWPP,4737,51893,2099,.,N,N,N
2014,7048.0,City of Geary - (OK),OK,SWPP,1057,9580,683,.,N,N,N
2014,7441.0,Goltry Public Works Authority,OK,SWPP,243,1871,169,.,N,N,N
2014,7501.0,City of Granite - (OK),OK,SWPP,754,6260,671,.,Y,N,N
2014,8183.0,Harmon Electric Assn Inc,OK,SWPP,7886,69191,3114,.,N,N,Y
2014,8799.0,City of Hominy - (OK),OK,SWPP,2486,21208,1411,.,N,N,N
2014,10320.0,City of Kingfisher - (OK),OK,AECI,5309,50356,2239,.,N,N,N
2014,10777.0,Town of Laverne - (OK),OK,SWPP,1142.7,11091,789,.,N,N,N
2014,10970.0,City of Lexington - (OK),OK,SWPP,1597,10537,836,.,N,N,N
2014,11058.0,City of Lindsay - (OK),OK,SWPP,2863,30447,1500,.,N,N,N
2014,11541.0,City of Manitou - (OK),OK,SWPP,145,2145,89,.,N,N,N
2014,11578.0,Town of Mannford - (OK),OK,SWPP,3437,38383,1117,.,N,N,N
2014,11691.0,City of Marlow - (OK),OK,SWPP,2816,38107,2300,.,N,N,N
2014,12892.0,City of Mooreland - (OK),OK,SWPP,1290,13084,655,.,N,N,N
2014,13530.0,City of Newkirk - (OK),OK,SWPP,1486,22707,1392,.,N,N,N
2014,13966.0,City of Olustee,OK,SWPP,351,2810,281,.,N,N,N
2014,14057.0,Okeene Public Works Authority,OK,SWPP,1976,21152,687,.,N,N,N
2014,14176.0,City of Orlando - (OK),OK,SWPP,127,1289,89,.,N,N,N
2014,14583.0,City of Pawnee - (OK),OK,SWPP,2286,22051,1340,.,N,N,N
2014,14829.0,City of Perry - (OK),OK,SWPP,7365,70308,3426,.,N,N,N
2014,15515.0,City of Purcell - (OK),OK,SPA,5604.7,51229,2851,.,N,N,N
2014,15923.0,City of Pond Creek - (OK),OK,SWPP,910,8835,593,.,N,N,N
2014,16487.0,Town of Ryan - (OK),OK,SWPP,439,5711,467,.,N,N,N
2014,17286.0,City of Skiatook - (OK),OK,SWPP,6566,66948,3908,.,N,N,N
2014,17553.0,Town of South Coffeyville - (OK),OK,SWPP,583,6741,493,.,N,N,N
2014,17802.0,Town of Spiro - (OK),OK,SWPP,1238,17844,1096,.,N,N,N
2014,18224.0,City of Stroud - (OK),OK,SWPP,3496,30288,1463,.,N,N,N
2014,18524.0,Tecumseh Utility Authority,OK,SWPP,3972.4,35395,2260,.,N,N,N
2014,19025.0,City of Tonkawa - (OK),OK,SWPP,3027,28387,1504,.,N,N,N
2014,19719.0,City of Yale - (OK),OK,SWPP,1293,8962,712,.,N,N,N
2014,20061.0,Walters Public Works Authority,OK,SWPP,2399.6,19468,1581,.,N,N,N
2014,20196.0,City of Watonga - (OK),OK,SWPP,2977,25386,1541,.,N,N,N
2014,20227.0,City of Waynoka - (OK),OK,SWPP,1178.5,10584,840,.,N,N,N
2014,20502.0,City of Wetumka - (OK),OK,SWPP,1194.7,8528,622,.,N,N,N
2014,21066.0,City of Wynnewood - (OK),OK,SWPP,1547,15534,1171,.,N,N,N
2014,3136.0,City of Cascade Locks - (OR),OR,BPAT,1557,19079,812,.,N,N,N
2014,5354.0,City of Drain - (OR),OR,BPAT,1368.5,15769,802,.,N,N,N
2014,20385.0,West Oregon Electric Coop Inc,OR,BPAT,10142,67254,4266,.,Y,N,N
2014,1618.0,Borough of Berlin - (PA),PA,PJM,2018,21778,1149,.,N,N,N
2014,1823.0,Borough of Blakely - (PA),PA,PJM,5905,34264,3499,.,N,N,N
2014,3170.0,Borough of Catawissa,PA,PJM,1696,9839,972,.,N,N,N
2014,5442.0,Borough of Duncannon - (PA),PA,PJM,1296,10465,902,.,N,N,N
2014,5586.0,Borough of East Conemaugh,PA,PJM,699,5304,720,.,N,N,N
2014,5828.0,Borough of Ellwood City - (PA),PA,PJM,6802,50374,4084,.,N,N,N
2014,7256.0,Borough of Girard - (PA),PA,PJM,3620,29849,1552,.,N,N,N
2014,7359.0,Borough of Goldsboro - (PA),PA,PJM,711,5429,387,.,N,N,N
2014,7719.0,Borough of Grove City - (PA),PA,PJM,6411,62673,3032,.,Y,N,N
2014,8254.0,Borough of Hatfield- (PA),PA,PJM,3105,22874,1521,.,N,N,N
2014,8826.0,Hooversville Boro Elec Lgt Co,PA,PJM,498,3534,371,.,N,N,N
2014,10494.0,Borough of Kutztown - (PA),PA,PJM,6495,44224,2467,.,Y,N,N
2014,10882.0,Borough of Lehighton - (PA),PA,PJM,7419,46543,2434,.,N,N,N
2014,10959.0,Borough of Lewisberry - (PA),PA,PJM,324.7,2377,192,.,N,N,N
2014,12474.0,Borough of Middletown - (PA),PA,PJM,9361,45768,3748,.,Y,N,N
2014,12523.0,Borough of Mifflinburg - (PA),PA,PJM,5570,41968,1859,.,N,N,N
2014,12817.0,Mont Alto Borough,PA,PJM,995,9999,693,.,N,N,N
2014,13205.0,"New Enterprise R E C, Inc",PA,PJM,5786,50622,4782,.,Y,N,N
2014,13489.0,Borough of New Wilmington - (PA),PA,PJM,2356,19243,733,.,N,N,N
2014,14124.0,Borough of Olyphant - (PA),PA,PJM,3712,21581,2665,.,Y,N,N
2014,14792.0,Borough of Perkasie - (PA),PA,PJM,9858,56697,3896,.,Y,N,N
2014,15104.0,Borough of Pitcairn - (PA),PA,PJM,1905.5,12751,1787,.,N,N,N
2014,16375.0,Borough of Royalton - (PA),PA,PJM,709.1,4894,543,.,N,N,N
2014,16780.0,Borough of Schuylkill Haven - (PA),PA,PJM,6191,46945,2972,.,N,N,N
2014,16853.0,Borough of St Clair - (PA),PA,PJM,3673.2,21260,1871,.,N,N,N
2014,17337.0,Borough of Smethport - (PA),PA,PJM,1669,12877,1049,.,N,N,N
2014,18284.0,Borough of Summerhill - (PA),PA,PJM,314,2996,297,.,N,N,N
2014,18456.0,Borough of Tarentum - (PA),PA,PJM,3727.9,31586,2534,.,N,N,N
2014,20070.0,Borough of Wampum,PA,PJM,552,4025,410,.,N,N,N
2014,20206.0,Borough of Watsontown - (PA),PA,PJM,2318,11979,1078,.,N,N,N
2014,20232.0,Borough of Weatherly - (PA),PA,PJM,2851,21848,1176,.,N,N,N
2014,21160.0,Borough of Zelienople - (PA),PA,PJM,4615,29851,2255,.,Y,N,N
2014,40223.0,Warren Electric Coop Inc,PA,PJM,9005,58042,8829,.,N,Y,N
2014,40291.0,"Sullivan County R E C, Inc - (PA)",PA,PJM,8705,54541,5912,.,Y,Y,N
2014,34.0,City of Abbeville - (SC),SC,DUK,8084,61270,3444,.,Y,N,N
2014,1170.0,Bamberg Board of Public Works,SC,SC,5181.4,48627,1883,.,N,N,N
2014,5402.0,City of Due West - (SC),SC,DUK,1323,12967,361,.,N,N,N
2014,12006.0,Town of McCormick - (SC),SC,SCEG,2133,17906,894,.,N,N,N
2014,15433.0,Town of Prosperity - (SC),SC,DUK,1283,8662,785,.,N,N,N
2014,20490.0,City of Westminster - (SC),SC,DUK,3552,29326,1509,.,N,N,N
2014,20826.0,Town of Winnsboro - (SC),SC,SCEG,5931,66785,3229,.,N,N,N
2014,831.0,City of Arlington - (SD),SD,MISO,1865,18090,589,.,N,N,N
2014,1004.0,City of Aurora - (SD),SD,WAUE,567,4614,340,.,N,N,N
2014,1080.0,City of Badger - (SD),SD,MISO,172,1600,94,.,N,Y,N
2014,1698.0,City of Big Stone City - (SD),SD,MISO,971,13316,384,.,N,Y,N
2014,2448.0,City of Bryant - (SD),SD,WAUE,526,4099,252,.,N,N,N
2014,2534.0,City of Burke - (SD),SD,WAUE,654,6870,492,.,N,N,N
2014,3633.0,City of McLaughlin - (SD),SD,WAUE,653,6801,377,.,N,N,N
2014,3735.0,City of Colman - (SD),SD,MISO,990,9450,322,.,N,Y,N
2014,5771.0,City of Elk Point,SD,WAUE,1659.3,17447,950,.,N,N,N
2014,5995.0,City of Estelline - (SD),SD,WAUE,684.8,7488,405,.,N,Y,N
2014,6157.0,City of Faith - (SD),SD,WAUE,577,5417,274,.,N,N,N
2014,7712.0,City of Groton - (SD),SD,WAUE,1396,17544,788,.,N,Y,N
2014,8379.0,City of Hecla,SD,WAUE,357,4366,285,.,N,N,N
2014,8919.0,City of Howard - (SD),SD,MISO,1242,13661,646,.,N,Y,N
2014,10329.0,"Kingsbury Electric Coop, Inc",SD,WAUE,3093,25646,1050,.,N,Y,N
2014,13685.0,"Niobrara Electric Assn, Inc",SD,WACM,17,111,15,.,N,N,Y
