Data Year,Utility Number,Utility Name,State,BA_CODE,Total Revenue (Thousand Dollars),Total Sales (MWh),Total Customers,Water Heater,Net Metering,Demand Side Management,Time Based Programs
2014,14138.0,City of Onida - (SD),SD,WAUE,937,9046,460,.,N,N,N
2014,14489.0,City of Parker - (SD),SD,WAUE,1188,10681,622,.,N,Y,N
2014,15134.0,City of Plankinton - (SD),SD,WAUE,765,10000,454,.,N,N,N
2014,17593.0,"Southeast Electric Coop, Inc",SD,WAUE,26,196,21,.,Y,N,N
2014,19333.0,City of Tyndall - (SD),SD,WAUE,1108,14600,624,.,N,N,N
2014,20359.0,City of Wessington Springs,SD,WAUE,1200,11411,632,.,N,N,N
2014,26120.0,Town of Langford- (SD),SD,WAUE,349,3217,194,.,N,N,N
2014,40435.0,City of White - (SD),SD,WAUE,410,3034,301,.,N,N,N
2014,40604.0,Heartland Consumers Power Dist,SD,WAUE,699.1,7362,3,.,N,N,N
2014,1287.0,City of Bartlett - (TX),TX,ERCO,1139.8,9083,667,.,N,N,N
2014,1324.0,City of Bastrop - (TX),TX,ERCO,7374.2,64946,2748,.,N,N,N
2014,1519.0,City of Bellville - (TX),TX,ERCO,6897,61106,2757,.,N,N,N
2014,2050.0,City of Bowie - (TX),TX,ERCO,9406,69895,3355,.,N,N,N
2014,2135.0,City of Brady - (TX),TX,ERCO,8026,64375,3011,.,N,N,N
2014,2210.0,City of Bridgeport - (TX),TX,ERCO,7408,54283,2257,.,N,N,N
2014,2404.0,City of Brownfield - (TX),TX,SWPP,7993,68890,4116,.,N,N,N
2014,2559.0,City of Burnet - (TX),TX,ERCO,9514,79485,2900,.,N,N,N
2014,2800.0,City of Caldwell,TX,MISO,5651,57854,2042,.,N,N,N
2014,3168.0,City of Castroville - (TX),TX,ERCO,1736,30002,1456,.,N,N,Y
2014,3923.0,City of Coleman - (TX),TX,ERCO,5699.1,37210,2486,.,N,N,N
2014,5744.0,City of Electra - (TX),TX,SWPP,3131,23070,1295,.,N,N,N
2014,6203.0,City of Farmersville - (TX),TX,ERCO,3488.3,29125,1626,.,N,N,N
2014,6396.0,City of Flatonia - (TX),TX,ERCO,4131,29105,1055,.,N,N,N
2014,6472.0,City of Floydada - (TX),TX,SWPP,1704,16437,1308,.,N,N,N
2014,7184.0,City of Giddings - (TX),TX,ERCO,5819,55036,2625,.,N,N,N
2014,7368.0,City of Goldthwaite - (TX),TX,ERCO,2574,22660,1232,.,N,N,N
2014,7370.0,City of Gonzales - (TX),TX,ERCO,8604,88753,3081,.,N,N,N
2014,7419.0,City of Goldsmith - (TX),TX,ERCO,584,4381,257,.,N,N,N
2014,7480.0,City of Granbury - (TX),TX,ERCO,11122,94827,3286,.,N,N,N
2014,7958.0,City of Hallettsville - (TX),TX,ERCO,4179,42351,1659,.,N,N,N
2014,8183.0,Harmon Electric Assn Inc,TX,SWPP,745.7,4654,457,.,N,N,Y
2014,8359.0,City of Hearne - (TX),TX,ERCO,5798.5,42852,2370,.,N,N,N
2014,8432.0,City of Hemphill - (TX),TX,MISO,2448.8,17574,751,.,N,N,N
2014,8435.0,City of Hempstead - (TX),TX,ERCO,5050,45455,2305,.,N,N,Y
2014,8801.0,City of Hondo - (TX),TX,ERCO,9730,80988,3156,.,N,N,N
2014,9422.0,J-A-C Electric Coop Inc,TX,ERCO,9833,89346,5862,.,N,N,N
2014,10359.0,Kirbyville Light & Power Co,TX,MISO,2370,23660,1057,.,N,N,N
2014,10532.0,City of La Grange - (TX),TX,ERCO,6127,66431,3039,.,N,N,N
2014,10969.0,City of Lexington - (TX),TX,ERCO,1239,11081,603,.,N,N,N
2014,11097.0,City of Livingston - (TX),TX,MISO,9899,83934,3305,.,N,N,N
2014,11103.0,City of Llano - (TX),TX,ERCO,4876,41916,1916,.,Y,N,N
2014,11316.0,City of Luling - (TX),TX,ERCO,6725.7,60710,2702,.,N,N,N
2014,11793.0,City of Mason - (TX),TX,ERCO,3437,24929,1519,.,N,N,N
2014,13025.0,City of Moulton - (TX),TX,ERCO,1179,9364,697,.,N,N,N
2014,13603.0,City of Newton - (TX),TX,MISO,2273,21870,1082,.,N,N,N
2014,16175.0,City of Robstown - (TX),TX,ERCO,12611,91907,4566,.,N,N,N
2014,16605.0,City of San Augustine - (TX),TX,MISO,2829,22650,1122,.,N,N,N
2014,16647.0,City of Sanger - (TX),TX,ERCO,7635.2,62799,2496,.,N,N,N
2014,16765.0,City of Schulenburg - (TX),TX,ERCO,7592,64540,1830,.,N,N,N
2014,16961.0,City of Seymour - (TX),TX,ERCO,3788,26421,1575,.,N,N,N
2014,17101.0,City of Shiner - (TX),TX,ERCO,4029,39702,1339,.,N,N,N
2014,17453.0,City of Smithville - (TX),TX,ERCO,4764,40106,2111,.,N,N,N
2014,18933.0,City of Timpson - (TX),TX,ERCO,1612,14288,642,.,N,N,N
2014,19264.0,City of Tulia,TX,SWPP,3028,27268,2142,.,N,N,N
2014,19952.0,City of Waelder - (TX),TX,ERCO,2485,26960,543,.,N,N,N
2014,20331.0,City of Weimar - (TX),TX,ERCO,3984,33909,1221,.,N,N,N
2014,20588.0,City of Whitesboro - (TX),TX,ERCO,3726.6,32050,1993,.,N,N,N
2014,21108.0,City of Yoakum - (TX),TX,ERCO,9383,86339,3520,.,N,N,N
2014,28981.0,City of San Saba - (TX),TX,ERCO,1415,36419,1808,.,N,N,N
2014,1434.0,Beaver City Corporation,UT,PACE,2273.2,29496,1956,.,N,N,N
2014,1839.0,City of Blanding - (UT),UT,PACE,2616.1,26653,1785,.,Y,N,N
2014,5932.0,City of Ephraim - (UT),UT,PACE,3182,35293,2479,.,Y,N,N
2014,6154.0,Fairview City Corporation,UT,PACE,736,7230,813,.,N,N,N
2014,6316.0,Fillmore City Corporation,UT,PACE,2497.9,32680,1169,.,Y,N,N
2014,8428.0,City of Helper - (UT),UT,PACE,946,11117,1070,.,N,N,N
2014,8714.0,Town of Holden - (UT),UT,PACE,102,197,233,.,N,N,N
2014,9995.0,Kanosh Town Corporation,UT,PACE,206,1980,292,.,N,N,N
2014,10978.0,Levan Town Corporation - (UT),UT,PACE,334,4339,333,.,N,Y,N
2014,11588.0,City of Manti - (UT),UT,PACE,1623,19420,1411,.,N,Y,N
2014,12289.0,Meadow Town Corporation,UT,PACE,144,1739,174,.,N,N,N
2014,12797.0,City of Monroe - (UT),UT,PACE,916,12324,1017,.,N,N,N
2014,12928.0,Morgan City - (UT),UT,PACE,1826,17962,1745,.,Y,N,N
2014,13037.0,City of Mt Pleasant - (UT),UT,PACE,2031,20105,2101,.,Y,N,N
2014,13388.0,Nephi City Corporation,UT,PACE,6541,93940,2532,.,Y,N,N
2014,14022.0,Town of Oak City - (UT),UT,PACE,213,2974,275,.,N,N,N
2014,14198.0,Price Municipal Corporation,UT,PACE,6996,75654,5137,.,N,N,N
2014,14443.0,Town of Paragonah - (UT),UT,PACE,186,1877,252,.,N,N,N
2014,14512.0,Parowan City Corporation,UT,PACE,1232.9,15802,1734,.,N,N,N
2014,16557.0,Salem City Corporation - (UT),UT,PACE,3166,32674,2202,.,N,N,N
2014,16648.0,City of Santa Clara - (UT),UT,PACE,3152.9,35095,4818,.,Y,N,N
2014,17844.0,Spring City Corporation,UT,PACE,408.7,3915,574,.,Y,N,N
2014,21514.0,"Flowell Electric Assn, Inc",UT,WACM,2481,32931,485,.,Y,N,N
2014,40433.0,City of Enterprise - (UT),UT,PACE,834.5,8919,610,.,Y,N,N
2014,1795.0,Town of Blackstone - (VA),VA,PJM,3971,39000,1967,.,N,N,N
2014,5794.0,Town of Elkton,VA,PJM,1924,18916,1076,.,N,N,N
2014,15982.0,Town of Richlands - (VA),VA,PJM,5607.2,66099,2563,.,N,N,N
2014,19978.0,Town of Wakefield - (VA),VA,PJM,1327,12984,519,.,N,N,N
2014,1299.0,"Barton Village, Inc",VT,ISNE,2450,14092,1901,.,Y,N,N
2014,5915.0,Village of Enosburg Falls - (VT),VT,ISNE,4084.7,26112,1706,.,Y,N,N
2014,9144.0,Village of Hyde Park - (VT),VT,ISNE,2091.4,11446,1383,.,Y,N,N
2014,9610.0,Village of Jacksonville - (VT),VT,ISNE,850.5,4936,700,.,Y,N,N
2014,9806.0,Village of Johnson - (VT),VT,ISNE,2360.1,13439,944,.,Y,N,N
2014,14261.0,Village of Orleans - (VT),VT,ISNE,1879.6,13097,669,.,Y,N,N
2014,287.0,"Alder Mutual Light Co, Inc",WA,BPAT,263,4627,285,.,N,N,N
2014,3459.0,City of Chewelah,WA,AVA,1409,22530,1291,.,N,N,N
2014,4414.0,City of Coulee Dam - (WA),WA,BPAT,846.3,16471,627,.,Y,N,N
2014,5631.0,Town of Eatonville - (WA),WA,BPAT,1746,25959,1187,.,N,N,N
2014,10326.0,PUD No 1 of Kittitas County,WA,BPAT,8466,92319,4258,.,Y,N,N
2014,11965.0,City of McCleary - (WA),WA,BPAT,2275.1,30509,1082,.,N,N,N
2014,12616.0,City of Milton - (WA),WA,BPAT,4059.6,64922,3326,.,N,N,N
2014,13387.0,"Nespelem Valley Elec Coop, Inc",WA,BPAT,4042.7,57658,1534,.,N,N,N
2014,14771.0,PUD No 1 of Asotin County,WA,BPAT,16.2,330,3,.,N,N,N
2014,15327.0,PUD No 1 of Wahkiakum County,WA,BPAT,3513,39839,2420,.,N,N,N
2014,16462.0,Town of Ruston - (WA),WA,TPWR,543,6213,504,.,N,N,N
2014,18282.0,City of Sumas - (WA),WA,PSEI,1854,31059,803,.,N,N,N
2014,22355.0,PUD No 1 of Mason County,WA,BPAT,7374,70989,5141,.,Y,N,N
2014,765.0,City of Arcadia - (WI),WI,MISO,7117,88670,1533,.,N,N,N
2014,792.0,City of Argyle - (WI),WI,MISO,715.6,6771,528,.,N,N,N
2014,1278.0,City of Barron - (WI),WI,MISO,6354.8,83708,1835,.,N,N,Y
2014,1522.0,Village of Belmont - (WI),WI,MISO,2038,22826,816,.,N,N,N
2014,1585.0,Village of Benton - (WI),WI,MISO,457,5206,524,.,N,N,N
2014,1765.0,Village of Black Earth - (WI),WI,MISO,1619,12712,1358,.,N,N,N
2014,1866.0,Bloomer Electric & Water Co,WI,MISO,4486,54888,2051,.,N,N,N
2014,2759.0,Village of Cadott - (WI),WI,MISO,1190,13384,818,.,N,N,N
2014,3156.0,Village of Cashton - (WI),WI,MISO,1300,13012,618,.,N,N,N
2014,3298.0,Village of Centuria - (WI),WI,MISO,650,5853,444,.,N,N,N
2014,4369.0,City of Cornell,WI,MISO,1200,12987,886,.,N,N,N
2014,4627.0,City of Cumberland - (WI),WI,MISO,4205.6,37805,1372,.,N,N,N
2014,5834.0,City of Elroy - (WI),WI,MISO,2117.7,22237,843,.,N,N,N
2014,6274.0,City of Fennimore - (WI),WI,MISO,3021.1,35094,1427,.,Y,N,N
2014,7665.0,Village of Gresham - (WI),WI,MISO,2740,23732,1155,.,N,N,N
2014,8336.0,Village of Hazel Green - (WI),WI,MISO,972,8615,635,.,N,N,N
2014,10243.0,City of Kiel - (WI),WI,MISO,7719.7,80744,2627,.,N,N,N
2014,10525.0,La Farge Municipal Electric Co,WI,MISO,844.9,7323,552,.,Y,N,N
2014,11895.0,Village of Mazomanie - (WI),WI,MISO,3017,31305,917,.,Y,N,Y
2014,12336.0,Village of Merrillan - (WI),WI,MISO,356,4173,422,.,N,N,N
2014,13466.0,City of New Lisbon,WI,MISO,2359,24980,866,.,N,N,N
2014,14451.0,Village of Pardeeville - (WI),WI,MISO,1976.9,19470,1393,.,N,N,N
2014,15385.0,City of Princeton - (WI),WI,MISO,1187,10146,958,.,N,N,N
2014,15983.0,Richland Electric Coop,WI,MISO,7653,50288,3758,.,Y,Y,N
2014,16680.0,Village of Sauk City - (WI),WI,MISO,3860,34193,1873,.,N,N,Y
2014,17130.0,City of Shullsburg - (WI),WI,MISO,1106.6,11015,753,.,Y,N,N
2014,17811.0,City of Spooner - (WI),WI,MISO,2961,30973,1930,.,N,N,N
2014,18200.0,Village of Stratford - (WI),WI,MISO,1971.5,17890,851,.,N,N,N
2014,19114.0,Village of Trempealeau - (WI),WI,MISO,1892,14286,1251,.,Y,N,N
2014,19867.0,Village of Viola - (WI),WI,MISO,551,4688,412,.,N,N,N
2014,20153.0,"Washington Island El Coop, Inc",WI,MISO,1646,9409,1083,.,N,N,N
2014,20844.0,Wisconsin Dells Electric Util,WI,MISO,5694,58677,2009,.,N,N,N
2014,20924.0,Wonewoc Electric & Water Util,WI,MISO,570.6,4918,480,.,N,N,N
2014,8192.0,"Harrison Rural Elec Assn, Inc",WV,PJM,15170,90110,6698,.,Y,N,N
2014,13471.0,City of New Martinsville - (WV),WV,PJM,3582,29776,1722,.,N,N,N
2014,14954.0,Philippi Municipal Electric,WV,PJM,3502,37934,1752,.,N,N,N
2014,1779.0,Town of Basin - (WY),WY,PACE,1299,10567,933,.,N,N,N
2014,4981.0,City of Deaver - (WY),WY,PACE,66,786,90,.,N,N,N
2014,6509.0,Town of Fort Laramie- (WY),WY,WACM,183,1205,145,.,N,N,N
2014,7759.0,Town of Guernsey - (WY),WY,WACM,1303.4,13106,874,.,N,N,N
2014,11099.0,Town of Lingle - (WY),WY,WACM,464.3,3315,297,.,N,N,N
2014,11330.0,Town of Lusk - (WY),WY,WACM,1760,18083,1130,.,N,N,N
2014,13685.0,"Niobrara Electric Assn, Inc",WY,WACM,7525,62435,2063,.,N,N,Y
2014,15051.0,City of Pine Bluffs - (WY),WY,WACM,962.6,8678,769,.,N,N,N
2014,15294.0,City of Powell - (WY),WY,WACM,6119,49884,3141,.,Y,N,N
2014,17593.0,"Southeast Electric Coop, Inc",WY,WAUW,25,222,11,.,Y,N,N
2014,20506.0,"Wheatland Rural Elec Assn, Inc",WY,WACM,11943,106223,3728,.,Y,N,N
2014,20512.0,Town of Wheatland - (WY),WY,WACM,3897,33459,2055,.,N,N,N
2014,21664.0,Willwood Light & Power Company,WY,PACE,138,1222,50,.,N,N,N
2014,31516.0,Midvale Irrigation District,WY,PACE,3.2,77,6,.,N,N,N
These entities are one of the elements used in the state Adjustment lines in the Sales to Ultimate Customers file.,,,,,,,,,,,
