Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Demand,Unnamed: 7,Energy Sources (Megawatthours),Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Disposition,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Electric Revenues,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
,,,,,,(Megawatts),,,,Power Exchanged,,,Wheeled Power,,,,,(Megawatthours),,,,,,(Thousands Dollars),,,,,,,
Data Year,Utility Number,Utility Name,State,Ownership Type,NERC Region,Summer Peak Demand,Winter Peak Demand,Net Generation,Wholesale Power Purchases,Exchange Energy Received,Exchange Energy Delivered,Net Power Exchanged,Wheeled Power Received,Wheeled Power Delivered,Net Wheeled Power,Transmission by Other Losses,Total Sources,Retail Sales,Sales for Resale,Furnished without Charge,Consumed by Respondent without Charge,Total Energy Losses,Total Disposition,From Retail Sales,From Delivery Customers,From Sales for Resale,From Credits or Adjustments,From Transmission,From Other,Total,"Data Type
O = Observed
I = Imputed"
2014,12463,"Mid-Yellowstone Elec Coop, Inc",MT,Cooperative,WECC,9.5,5.9,.,29792,.,.,0,.,.,0,-223,29569,26388,80,.,76,3025,29569,3942.2,.,6.5,.,.,34.9,3983.6,O
2014,12465,"System Energy Resources, Inc",MS,Investor Owned,SERC,.,.,9218542,.,.,.,0,.,.,0,.,9218542,.,9218542,.,.,.,9218542,.,.,664337.9,.,.,26.5,664364.4,O
2014,12470,Middle Tennessee E M C,TN,Cooperative,SERC,1210.6,1432.3,0,5904088,0,.,0,0,0,0,0,5904088,5743330,0,0,110,160648,5904088,553138,.,0,0,0,15046,568184,O
2014,12472,Middle Georgia El Member Corp,GA,Cooperative,SERC,50.5,36.9,.,160103,.,.,0,.,.,0,.,160103,149717,.,.,.,10386,160103,18199.9,.,.,.,.,.,18199.9,O
2014,12473,Town of Middleborough - (MA),MA,Municipal,NPCC,56.8,44.9,17,274899,.,.,0,.,.,0,.,274916,264432,.,.,253,10231,274916,31789,.,.,.,.,380,32169,O
2014,12477,Town of Middleton,MA,Municipal,NPCC,23,16,.,96790,.,.,0,4023,.,4023,.,100813,93511,130,.,79,7093,100813,13442,.,18,.,.,13,13473,O
2014,12478,Town of Middletown - (DE),DE,Municipal,RFC,50,36,.,233052,.,.,0,.,.,0,-5932,227120,218515,.,.,5485,3120,227120,24770,.,.,.,.,.,24770,O
2014,12515,"Midwest Electric, Inc",OH,Cooperative,RFC,48,52,.,265821,.,.,0,.,.,0,.,265821,251753,.,.,442,13626,265821,28948,.,.,.,.,233,29181,O
2014,12524,Midwest Energy Inc,KS,Cooperative,SPP,366,252,40460,1748706,.,.,0,178646,163615,15031,.,1804197,1497022,132870,.,3170,171135,1804197,149524.1,.,8554,.,3537,369,161984.1,O
2014,12532,City of Milan,TN,Municipal,SERC,43.3,49,0,209309,0,.,0,0,0,0,0,209309,198351,0,0,0,10958,209309,19469,.,0,0,0,581,20050,O
2014,12539,Midwest Electric Member Corp,NE,Cooperative,MRO,146.3,19.2,.,239871,.,.,0,.,.,0,.,239871,220189,.,.,341,19341,239871,25551.6,.,.,.,.,534.6,26086.2,O
2014,12540,City of Milford - (DE),DE,Municipal,RFC,44.3,43.7,.,228726,.,.,0,.,.,0,.,228726,214241,.,.,.,14485,228726,24883,.,.,.,.,.,24883,O
2014,12541,City of Milford - (IA),IA,Municipal,MRO,5,7,16735,22644,.,.,0,.,.,0,-788,38591,32121,4668,.,378,1424,38591,2842,.,179,.,.,288,3309,O
2014,12546,Mille Lacs Energy Cooperative,MN,Cooperative,MRO,39,48,218436,.,.,.,0,.,.,0,.,218436,205265,.,.,739,12432,218436,24413,.,.,.,.,417,24830,O
2014,12580,City of Miller - (SD),SD,Municipal,MRO,5.1,7.3,.,27011,.,.,0,.,.,0,.,27011,25422,.,.,.,1589,27011,2186,.,.,.,.,226,2412,O
2014,12615,City of Milton-Freewater- (OR),OR,Municipal,WECC,19.2,28.6,.,110705,.,.,0,.,.,0,.,110705,105599,.,.,.,5106,110705,6390,.,.,.,.,697,7087,O
2014,12625,City of Minden - (LA),LA,Municipal,SPP,36.4,25.5,447,158629,.,.,0,.,.,0,.,159076,142596,.,.,.,16480,159076,17151,.,.,.,.,.,17151,O
2014,12626,City of Minden - (NE),NE,Municipal,MRO,7.1,5.6,.,29976,.,.,0,.,.,0,.,29976,27971,.,.,996,1009,29976,3322.2,.,.,.,.,.,3322.2,O
2014,12642,Maquoketa Valley Rrl Elec Coop,IA,Cooperative,RFC,57.5,63.6,.,303533,.,.,0,.,.,0,.,303533,285075,.,.,209,18249,303533,31113.7,.,.,.,.,214,31327.7,O
2014,12647,"ALLETE, Inc.",MN,Investor Owned,MRO,1621,1595,9386748,4770499,.,.,0,3680911,3597934,82977,.,14240224,9391216,4551283,.,19519,278206,14240224,589898,.,220974.4,.,51881.5,93662.2,956416.1,O
2014,12651,Minnesota Valley Electric Coop,MN,Cooperative,MRO,163.6,132.1,.,797036,.,.,0,.,.,0,.,797036,763249,.,.,1343,32444,797036,74525,.,.,.,.,.,74525,O
2014,12658,"Minnkota Power Coop, Inc",ND,Cooperative,MRO,710.8,885.4,1805288,4454048,.,28298,-28298,23645,22098,1547,.,6232585,.,5949385,43114,6076,234010,6232585,.,.,330235.5,.,.,9831,340066.5,O
2014,12660,Village of Minster - (OH),OH,Municipal,RFC,21.7,18.9,.,126701,.,.,0,.,.,0,.,126701,118980,.,5281,.,2440,126701,9859,.,.,.,.,333,10192,O
2014,12667,Minnesota Municipal Power Agny,MN,Municipal Mktg Authority,MRO,315.8,234.5,457028,1620450,.,.,0,.,.,0,.,2077478,.,2077478,.,.,.,2077478,0,0,104642,0,0,1217,105859,O
2014,12674,City of Mishawaka,IN,Municipal,RFC,129.4,95.7,.,614025,.,.,0,.,.,0,.,614025,590129,.,.,.,23896,614025,51411.3,.,.,.,.,758.1,52169.4,O
2014,12681,Mississippi County Electric Co,AR,Cooperative,SERC,554,556,.,3299107,.,.,0,.,.,0,.,3299107,3288667,.,.,.,10440,3299107,160115,.,.,.,.,21,160136,O
2014,12685,Entergy Mississippi Inc,MS,Investor Owned,SERC,2954,2504,8859920,7894296,.,.,0,.,.,0,.,16754216,13204945,2850032,.,14089,685150,16754216,1287603.8,.,166238.1,231.3,30198.8,39920.9,1524192.9,O
2014,12686,Mississippi Power Co,MS,Investor Owned,SERC,2345,2618,16880783,124295,.,.,0,29514860,28875407,639453,.,17644531,9960184,7090627,.,27197,566523,17644531,950819,.,429940,-137,8366,9791,1398779,O
2014,12692,"Missoula Electric Coop, Inc",MT,Cooperative,WECC,29.1,54.4,.,235057,.,.,0,.,.,0,.,235057,218325,.,.,54,16678,235057,19921.3,.,.,.,.,217,20138.3,O
2014,12698,KCP&L Greater Missouri Operations Co.,MO,Investor Owned,SPP,1849,1655,4506287,4418332,.,.,0,32579,32579,0,.,8924619,8195101,316665,.,14722,398131,8924619,802844.8,0,14960.9,0,10818.6,21442.3,850066.6,O
2014,12700,Missouri Rural Electric Coop,MO,Cooperative,SERC,38,41,.,231634,.,.,0,.,.,0,.,231634,225378,1176,.,.,5080,231634,17812.2,0,88.6,.,.,398.3,18299.1,O
2014,12706,Mitchell Electric Member Corp,GA,Cooperative,SERC,135.9,128.9,.,496965,.,.,0,.,.,0,.,496965,461352,.,.,530,35083,496965,58319.5,.,.,.,.,-637.5,57682,O
2014,12710,Missouri Basin Muni Power Agny,SD,Political Subdivision,MRO,451,480.3,0,3188222,113165,.,113165,.,.,0,.,3301387,.,2979344,.,.,322043,3301387,.,.,166576.3,.,31568.5,125.5,198270.3,O
2014,12744,Modern Electric Water Company,WA,Cooperative,WECC,40,46,.,225703,.,.,0,.,.,0,.,225703,214590,.,.,3145,7968,225703,12568,.,.,.,.,2319,14887,O
2014,12745,Modesto Irrigation District,CA,Political Subdivision,WECC,642,335,541067,2651798,31932,51714,-19782,.,.,0,.,3173083,2501526,610632,0,0,60925,3173083,359871,.,23547,.,.,3293,386711,O
2014,12782,City of Monett - (MO),MO,Municipal,SPP,54.3,47.9,.,234385,.,.,0,.,.,0,.,234385,207615,.,12205,.,14565,234385,20534,.,.,.,.,.,20534,O
2014,12789,City of Monmouth - (OR),OR,Municipal,WECC,12.2,18.3,.,72731,.,.,0,.,.,0,.,72731,72257,.,.,.,474,72731,5732.8,.,.,.,.,372.5,6105.3,O
2014,12796,Monongahela Power Co,PA,Investor Owned,RFC,1898,1974,15719060,1695073,.,.,0,.,.,0,.,17414133,11426122,5935076,.,25578,27357,17414133,856532.6,.,403119.8,.,89124.1,222730.9,1571507.4,O
2014,12800,City of Monroe - (GA),GA,Municipal,SERC,31.6,38.7,.,159052,.,.,0,.,.,0,.,159052,145364,.,.,.,13688,159052,16836,.,.,.,.,34,16870,O
2014,12801,City of Monroe - (NC),NC,Municipal,SERC,127.2,105.7,0,706312,.,.,0,.,.,0,.,706312,686630,.,.,.,19682,706312,58846,.,.,.,.,.,58846,O
2014,12803,"Monroe County Elec Coop, Inc",IL,Cooperative,RFC,30,29,.,124624,.,.,0,.,.,0,.,124624,116425,.,.,398,7801,124624,15361,.,.,.,.,212,15573,O
2014,12807,Michigan South Central Pwr Agy,MI,Municipal,RFC,116.5,106.8,250690,616358,.,.,0,.,.,0,.,867048,.,867048,.,.,.,867048,.,.,68007.9,.,26,.,68033.9,O
2014,12825,NorthWestern Energy LLC - (MT),MT,Investor Owned,WECC,2293,2305,2425382,6652978,201799,198657,3142,11323140,11323140,0,.,9081502,6001904,2332656,.,.,746942,9081502,631331.1,15753.8,63924.4,1072,52718,20075.9,784875.2,O
2014,12839,City of Montezuma - (IA),IA,Municipal,MRO,6.1,5.1,22230,30253,.,.,0,.,.,0,.,52483,27938,22000,.,397,2148,52483,2578.8,.,603.2,.,123.2,213,3518.2,O
2014,12860,Morgan County Rural Elec Assn,CO,Cooperative,WECC,56.5,37.3,.,226977,.,.,0,.,.,0,.,226977,212592,1,755,.,13629,226977,26279,.,0.1,.,.,96.9,26376,O
2014,12866,Moon Lake Electric Assn Inc,UT,Cooperative,WECC,148.5,155.7,10131,1104287,0,0,0,0,0,0,0,1114418,1084069,0,0,2131,28218,1114418,73075.2,0,0,0,0,493.7,73568.9,O
2014,12894,City of Moorhead - (MN),MN,Municipal,MRO,76.7,80.4,1714,457230,.,.,0,.,.,0,.,458944,408211,.,.,547,50186,458944,38541.8,.,.,.,.,588.9,39130.7,O
2014,12897,Moose Lake Water & Light Comm,MN,Municipal,MRO,6,6,285,35672,.,.,0,.,.,0,.,35957,34735,.,258,.,964,35957,3448,.,.,.,.,.,3448,O
2014,12899,Mor-Gran-Sou Electric Coop Inc,ND,Cooperative,MRO,30.2,37.5,.,173153,.,.,0,.,.,0,.,173153,158332,.,.,604,14217,173153,20865.6,.,.,.,.,-2280.8,18584.8,O
2014,12900,City of Mora - (MN),MN,Municipal,MRO,10.9,9.3,.,56526,.,.,0,.,.,0,.,56526,54246,.,.,372,1908,56526,4808.1,.,.,.,.,699,5507.1,O
2014,12901,Mora-San Miguel Elec Coop,NM,Cooperative,WECC,12,17.6,0,79150,.,.,0,.,.,0,.,79150,69235,.,.,177,9738,79150,11251.2,0,0,0,0,0,11251.2,O
2014,12915,Moreau-Grand Electric Coop Inc,SD,Cooperative,MRO,16.7,26.6,.,112849,.,.,0,.,.,0,.,112849,102068,.,.,363,10418,112849,11274,.,.,.,.,385,11659,O
2014,12917,Morgan Stanley Capital Grp Inc,NY,Wholesale Power Marketer,RFC,.,.,0,119825797,0,0,0,0,0,0,0,119825797,0,119468639,0,0,357158,119825797,0,0,4740266.5,0,1174011.6,0,5914278.1,O
2014,12919,Morenci Water and Electric,AZ,Investor Owned,WECC,271.3,283.1,.,2217875,.,.,0,.,.,0,.,2217875,2215048,.,.,2827,.,2217875,104099.1,.,.,.,.,.,104099.1,O
2014,12927,Morgan City - (LA),LA,Municipal,SPP,40,28,.,197646,.,.,0,.,.,0,.,197646,189098,.,.,.,8548,197646,16248,.,.,.,.,11,16259,O
2014,12929,South Central Indiana REMC,IN,Cooperative,RFC,118.9,163.3,.,595852,.,.,0,.,.,0,.,595852,561452,.,.,.,34400,595852,73663.4,.,.,.,.,2636.8,76300.2,O
2014,12944,City of Morganton - (NC),NC,Municipal,SERC,70.1,66.5,0,385307,.,.,0,.,.,0,.,385307,361432,.,.,.,23875,385307,33823,.,.,.,.,611.6,34434.6,O
2014,12988,City of Morristown - (TN),TN,Municipal,SERC,148.2,167.5,0,919715,0,.,0,0,0,0,0,919715,897911,0,0,1323,20481,919715,75673,.,0,0,0,3366,79039,O
2014,12989,Village of Morrisville - (VT),VT,Municipal,NPCC,8.4,9.4,7047,35790,7095,.,7095,.,.,0,.,49932,44827,.,.,55,5050,49932,7119,.,.,.,.,125,7244,O
2014,12990,Consolidated Electric Coop Inc,OH,Cooperative,RFC,67.2,67.2,.,382868,.,.,0,.,.,0,.,382868,364130,.,.,537,18201,382868,42221,.,.,.,.,1384,43605,O
2014,13026,City of Moultrie - (GA),GA,Municipal,SERC,40.7,45.4,.,198979,.,.,0,.,.,0,.,198979,186286,.,.,1961,10732,198979,21699.5,.,.,.,.,3773.2,25472.7,O
2014,13027,"Mountain Electric Coop, Inc",TN,Cooperative,SERC,83.4,180.8,0,635267,0,.,0,0,0,0,0,635267,601239,0,0,1123,32905,635267,59490,.,0,0,0,2211,32732,O
2014,13029,City of Moundridge - (KS),KS,Municipal,SPP,7.1,4.6,.,29448,.,.,0,.,.,0,.,29448,27532,.,271,.,1645,29448,2581,.,.,.,.,.,2581,O
2014,13032,Mt Carmel Public Utility Co,IL,Investor Owned,SERC,24,21.1,.,107900,.,.,0,.,.,0,.,107900,96250,3591,318,433,7308,107900,11256.8,.,225.9,.,.,46,11528.7,O
2014,13036,Village of Mt. Horeb - (WI),WI,Municipal,MISO,12.1,11.3,0,56146,0,0,.,0,0,.,.,56146,53481,626,.,75,1964,56146,6098.7,.,58.2,0,0,40.1,6197,O
2014,13038,City of Mt Pleasant - (IA),IA,Municipal,MRO,19.2,14.2,608,78202,0,0,0,0,0,0,0,78810,70422,397,2313,4085,1593,78810,8436.2,0,10.2,0,0,117.1,8563.5,O
2014,13039,City of Mt Pleasant - (TN),TN,Municipal,SERC,22.5,26.7,0,120469,0,.,0,0,0,0,0,120469,114980,0,0,0,5489,120469,12145,.,0,0,0,312,12457,O
2014,13040,City of Mount Vernon - (MO),MO,Municipal,SPP,15.9,12.5,.,75926,.,.,0,.,.,0,.,75926,68653,.,.,2988,4285,75926,6790,.,.,.,.,.,6790,O
2014,13050,"Mountain Parks Electric, Inc",CO,Cooperative,WECC,31.8,67.3,.,293138,.,.,0,.,.,0,.,293138,276810,993,.,1461,13874,293138,34226.8,.,71.5,.,.,465.2,34763.5,O
2014,13058,"Mountain View Elec Assn, Inc",CO,Cooperative,WECC,131,153,.,793275,.,.,0,.,.,0,.,793275,755080,.,.,1984,36211,793275,93159.6,.,.,.,.,1007.6,94167.2,O
2014,13073,"Mt Wheeler Power, Inc",NV,Cooperative,WECC,78.4,77.6,.,542718,.,.,0,.,.,0,.,542718,525481,.,703,.,16534,542718,33167.6,.,.,.,.,.,33167.6,O
2014,13095,City of Mulvane - (KS),KS,Municipal,SPP,12,6.8,5,41814,.,.,0,.,.,0,.,41819,39242,.,.,333,2244,41819,4699,.,.,.,.,.,4699,O
2014,13100,Municipal Electric Authority,GA,Municipal Mktg Authority,SERC,1926,1983,12057760,1015576,.,.,0,710312,683838,26474,.,13099810,.,12984118,3102,.,112590,13099810,.,.,739487,1427,6526,.,747440,O
2014,13119,City of Murfreesboro,TN,Municipal,SERC,339.6,416,0,1732954,0,.,0,0,0,0,0,1732954,1694729,0,0,2072,36153,1732954,162672,.,0,0,0,4553,167225,O
2014,13137,City of Murray - (UT),UT,Municipal,WECC,103.4,63.5,13395,410404,.,.,0,.,.,0,.,423799,411231,.,5786,.,6782,423799,34570.1,.,.,.,.,.,34570.1,O
2014,13138,City of Murray - (KY),KY,Municipal,SERC,63.5,51.3,0,313840,0,.,0,0,0,0,0,313840,306871,0,0,1011,5958,313840,28183,.,0,0,0,996,29179,O
2014,13143,Board of Water Electric & Communications,IA,Municipal,MRO,133.3,118.4,962393,874395,.,.,0,.,.,0,.,1836788,837009,962393,5338,3511,28537,1836788,50297.8,.,40116.4,.,29.7,9755.6,100199.5,O
2014,13144,City of Muscle Shoals,AL,Municipal,SERC,64.5,65.9,0,319480,0,.,0,0,0,0,0,319480,309383,0,0,441,9656,319480,28990,.,0,0,0,749,29739,O
2014,13145,Village of Muscoda - (WI),WI,Municipal,MISO,10.1,9.4,0,58042,0,0,.,0,0,.,.,58042,56555,0,.,0,1487,58042,4859.4,.,0,0,0,16.9,4876.3,O
2014,13190,"N W Electric Power Coop, Inc",MO,Cooperative,SERC,347,441,.,1774683,.,.,0,.,.,0,.,1774683,.,1773384,1299,.,.,1774683,.,.,97257,.,.,1978,99235,O
2014,13196,Northern Plains Electric Coop,ND,Cooperative,MRO,82,95,.,482511,.,.,0,.,.,0,.,482511,455270,9783,.,1124,16334,482511,39948,.,612,.,.,240,40800,O
2014,13206,Nantucket Electric Co,MA,Investor Owned,NPCC,40.5,29.3,.,149365,.,.,0,.,.,0,.,149365,130682,.,.,529,18154,149365,24821.9,2051.7,.,-1831,4667.5,.,29710.1,O
2014,13208,City of Naperville - (IL),IL,Municipal,RFC,324.7,240,.,1451621,.,.,0,.,.,0,.,1451621,1399607,9213,10052,.,32749,1451621,133361.9,.,676.5,.,.,3330.4,137368.8,O
2014,13209,City of Napoleon - (OH),OH,Municipal,RFC,30.4,26.3,.,164346,.,.,0,.,.,0,.,164346,153113,.,.,.,11233,164346,16206.4,.,.,.,.,446.9,16653.3,O
2014,13214,The Narragansett Electric Co,RI,Investor Owned,NPCC,1652.7,1323,.,5349010,.,.,0,.,.,0,.,5349010,5006934,.,.,13007,329069,5349010,816827.6,141377.3,.,-250161.5,292545.4,.,1000588.8,O
2014,13216,Nashville Electric Service,TN,Municipal,SERC,2354,2642.5,0,12462986,0,.,0,0,0,0,0,12462986,12081020,0,0,34228,347738,12462986,1251341,.,0,0,0,29898,1281239,O
2014,13227,Natchez Trace Elec Power Assn,MS,Cooperative,SERC,70.1,82.6,0,340422,0,.,0,0,0,0,0,340422,320553,0,0,445,19424,340422,34767,.,0,0,0,1202,35969,O
2014,13228,City of Natchitoches,LA,Municipal,SPP,60,58,.,295462,.,.,0,.,.,0,.,295462,281707,.,.,.,13755,295462,26710,.,.,.,.,.,26710,O
2014,13233,City of Neligh - (NE),NE,Municipal,MRO,1.7,2.4,54,21558,.,.,0,.,.,0,.,21612,20256,.,.,.,1356,21612,1783,.,.,.,.,.,1783,O
2014,13292,Norris Electric Coop,IL,Cooperative,RFC,81,77,.,391639,.,.,0,.,.,0,.,391639,367465,.,.,453,23721,391639,44961.6,.,.,.,.,274.6,45236.2,O
2014,13314,Navajo Tribal Utility Authority,AZ,State,WECC,106,122,0,686609,0,0,0,0,0,0,0,686609,639020,0,0,0,47589,686609,70898,0,0,0,0,1979,72877,O
2014,13318,"Navopache Electric Coop, Inc",AZ,Cooperative,WECC,70.5,70,.,403533,.,.,0,.,.,0,.,403533,389158,1456,.,.,12919,403533,50825.9,.,.,.,.,793089,843914.9,O
2014,13332,"Navarro County Elec Coop, Inc",TX,Cooperative,TRE,107,140,.,613083,0,.,0,.,.,0,.,613083,594271,.,.,.,18812,613083,52576,.,.,.,.,768,53344,O
2014,13334,City of Nebraska City,NE,Municipal,MRO,34.8,28.3,-2092,184989,.,.,0,.,.,0,-48,182849,151479,18888,1392,3444,7646,182849,14451,.,512.4,.,.,152.3,15115.7,O
2014,13337,Nebraska Public Power District,NE,Political Subdivision,MRO,2807,2252,16497703,4718424,24570,36574,-12004,.,.,0,.,21204123,3384699,17274056,.,8676,536692,21204123,306557,.,834646,-77101,44880,13472,1122454,O
2014,13352,City of Negaunee,MI,Municipal,MISO,4,4.7,0,24754,0,0,.,0,0,.,.,24754,22798,0,.,0,1956,24754,3227,.,0,0,0,127,3354,O
2014,13355,New England Hydro-Tran Elec Co,NY,Investor Owned,NPCC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,523.2,21328.3,.,21851.5,O
2014,13356,New England Hydro-Trans Corp,NH,Investor Owned,NPCC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-2736.8,22151.3,.,19414.5,O
2014,13374,"Constellation NewEnergy, Inc",MA,Retail Power Marketer,NPCC,.,.,.,93647709,.,.,0,.,.,0,.,93647709,83162567,10485142,.,.,.,93647709,5758635.5,.,459451,.,.,.,6218086.5,O
2014,13380,City of Neodesha - (KS),KS,Municipal,SPP,11.2,9.2,.,42891,.,.,0,.,.,0,.,42891,39679,.,.,.,3212,42891,3088,.,.,.,.,.,3088,O
2014,13386,"Nemaha-Marshall E C A, Inc",KS,Cooperative,SPP,12.4,11.2,.,54377,.,.,0,.,.,0,-649,53728,46318,3566,.,79,3765,53728,6397.3,.,287.5,.,.,15.4,6700.2,O
2014,13402,Nevada Irrigation District,CA,Political Subdivision,WECC,84,84,116883,.,.,.,0,.,.,0,.,116883,.,116883,.,.,.,116883,.,.,21393,.,.,.,21393,O
2014,13407,Nevada Power Co,NV,Investor Owned,WECC,5572,2907,17026151,7039845,.,.,0,1892572,1892572,0,.,24065996,21109027,1636459,.,19213,1301297,24065996,2315758,3047,72920.4,-18617,34512.3,22467.5,2430088.2,O
2014,13412,City of New Albany - (MS),MS,Municipal,SERC,71.1,62.8,0,348024,0,.,0,0,0,0,0,348024,327305,0,0,219,20500,348024,29290,.,0,0,0,1177,30467,O
2014,13416,City of New Bern - (NC),NC,Municipal,SERC,100.7,116.8,0,477832,0,0,0,0,0,0,0,477832,454434,184,0,0,23214,477832,61205,0,24,0,0,1874,63103,O
2014,13418,City of New Braunfels - (TX),TX,Municipal,TRE,279.8,259.5,.,1537547,.,.,0,.,.,0,.,1537547,1479981,.,1927,.,55639,1537547,103745.4,.,.,.,.,3874,107619.4,O
2014,13424,New Castle Municipal Serv Comm,DE,Municipal,RFC,18.4,13.6,.,80543,.,.,0,.,.,0,.,80543,77661,.,1269,.,1613,80543,9330,.,.,.,.,.,9330,O
2014,13433,New England Power Company,NY,Investor Owned,NPCC,.,.,169,565418,.,.,0,37096797,37096797,0,.,565587,.,565418,.,169,.,565587,.,.,39695.5,.,.,.,39695.5,O
2014,13437,City of Newbern,TN,Municipal,SERC,24.5,19.9,0,123086,0,.,0,0,0,0,0,123086,121052,0,0,0,2034,123086,9139,.,0,0,0,255,9394,O
2014,13438,Village of New Glarus - (WI),WI,Municipal,MISO,5.1,4.2,0,24298,0,0,.,0,0,.,.,24298,23896,0,.,0,402,24298,2682.8,.,0,0,0,24.2,2707,O
2014,13441,New Hampshire Elec Coop Inc,NH,Cooperative,NPCC,149.2,176.6,717045,7,.,.,0,.,.,0,.,717052,652808,.,.,2125,62119,717052,129972.4,6086.6,.,.,.,4085.8,140144.8,O
2014,13444,City of New Hampton - (IA),IA,Municipal,MRO,12,9,486,59261,.,.,0,.,.,0,.,59747,55216,.,402,.,4129,59747,4459,.,.,.,.,346,4805,O
2014,13448,City of New Holstein - (WI),WI,Municipal,MISO,8.9,8.9,0,45534,0,0,.,0,0,.,.,45534,43120,0,.,0,2414,45534,5154.1,.,0,0,0,35.5,5189.6,O
2014,13467,New London Electric&Water Util,WI,Municipal,MISO,31.6,26.4,0,180780,0,0,.,0,0,.,.,180780,173971,0,.,1105,5704,180780,15715.1,.,0,0,0,175.6,15890.7,O
2014,13478,Entergy New Orleans Inc,LA,Investor Owned,SERC,987,980,2003162,4648653,.,.,0,.,.,0,.,6651815,5232742,1338047,.,3423,77603,6651815,485954.8,.,80392.7,75.5,8407.6,5333.1,580163.7,O
2014,13480,New Prague Utilities Comm,MN,Municipal,MRO,12.4,10.4,21,65650,.,.,0,.,.,0,.,65671,63702,.,.,.,1969,65671,6041,.,0,.,.,.,6041,O
2014,13481,City of New Richmond,WI,Municipal,MISO,19.5,16.4,0,92933,0,0,.,0,0,.,.,92933,90016,0,.,0,2917,92933,9706,.,0,0,0,40.3,9746.3,O
2014,13482,New River Light & Power Co,NC,State,SERC,36,54,.,221309,.,.,0,.,.,0,.,221309,215386,.,.,345,5578,221309,18439,.,.,.,.,.,18439,O
2014,13485,New Smyrna Beach City of,FL,Municipal,FRCC,91,88,243,408936,.,.,0,.,.,0,0,409179,386381,.,.,.,22798,409179,41335,.,.,.,.,.,41335,O
2014,13488,New Ulm Public Utilities Comm,MN,Municipal,MRO,42.2,29.1,2440,247493,.,.,0,.,.,0,.,249933,190663,49721,1748,1983,5818,249933,21799,.,1076,.,.,605,23480,O
2014,13511,New York State Elec & Gas Corp,NY,Investor Owned,NPCC,2800,2826,9176919,9840231,.,.,0,.,.,0,.,19017150,6661926,8632699,3223013,17640,481872,19017150,857370,275614.5,165919,.,56292,61577.5,1416773,O
2014,13519,City of Newark - (DE),DE,Municipal,RFC,88.5,62.7,45,428573,.,.,0,.,.,0,.,428618,404815,.,304,7849,15650,428618,50110,.,.,.,376,.,50486,O
2014,13520,"New-Mac Electric Coop, Inc",MO,Cooperative,SERC,80.7,94.3,.,416260,.,.,0,.,.,0,.,416260,396796,.,.,558,18906,416260,38876,.,.,.,.,439,39315,O
2014,13523,City of Newberry - (SC),SC,Municipal,SERC,43.1,37.3,.,223257,.,.,0,.,.,0,.,223257,212106,.,.,.,11151,223257,23705.1,.,.,.,.,.,23705.1,O
2014,13524,"Newberry Electric Coop, Inc",SC,Cooperative,SERC,61,73.5,.,294377,.,.,0,.,.,0,.,294377,278815,.,.,1094,14468,294377,32697,.,.,.,.,718,33415,O
2014,13539,New York Mun Power Agency,NY,Municipal Mktg Authority,NPCC,393.9,659,.,437513,.,.,0,.,.,0,.,437513,.,437513,.,.,.,437513,.,.,33515,.,.,.,33515,O
2014,13547,"Newnan Wtr, Sewer & Light Comm",GA,Municipal,SERC,53.4,93.5,.,321735,.,.,0,.,.,0,.,321735,314154,.,.,.,7581,321735,33221,.,.,.,.,.,33221,O
2014,13550,City of Newport,TN,Municipal,SERC,96.2,149.3,0,583255,0,.,0,0,0,0,0,583255,558663,0,0,0,24592,583255,51648,.,0,0,0,2060,53708,O
2014,13561,City of Newton - (NC),NC,Municipal,SERC,28.6,30,0,154949,.,.,0,.,.,0,.,154949,147561,.,.,.,7388,154949,14729.6,.,.,.,.,.,14729.6,O
2014,13570,Ninnescah Rural E C A Inc,KS,Cooperative,SPP,36,22,.,122618,.,.,0,.,.,0,.,122618,116987,.,.,145,5486,122618,13015,.,.,.,.,33,13048,O
2014,13573,Niagara Mohawk Power Corp.,NY,Investor Owned,NPCC,6392,5963,.,14156921,.,.,0,3333765,3333765,0,.,14156921,13152596,467882,.,21378,515065,14156921,1930138,648542,28144,-21954,194939,19851,2799660,O
2014,13577,City of Nicholasville - (KY),KY,Municipal,RFC,35,45,.,213762,.,.,0,.,.,0,.,213762,201792,.,5557,.,6413,213762,15768,.,.,.,.,378,16146,O
2014,13602,City of Niles - (OH),OH,Municipal,RFC,61,36,.,282329,.,.,0,.,.,0,.,282329,251871,.,4154,41,26263,282329,23803,.,.,.,.,.,23803,O
2014,13604,City of Niles - (MI),MI,Municipal,RFC,27,21,0,135191,.,.,0,.,.,0,0,135191,128930,.,.,.,6261,135191,12672,.,.,.,.,131,12803,O
