Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Yearly Energy and Demand Savings,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Program Costs,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,DSM Program
,,,,Number of Customers Enrolled,,,,,Energy Savings (MWh),,,,,Potential Peak Demand Savings (MW),,,,,Actual Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Grid Connected
Data Year,Utility Number,Utility Name,State,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Water Heater
2014,13438,Village of New Glarus - (WI),WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,13441,New Hampshire Elec Coop Inc,NH,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13448,City of New Holstein - (WI),WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,13467,New London Electric&Water Util,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,13480,New Prague Utilities Comm,MN,849,4,.,.,853,10,0,.,.,10,1,0,.,.,1,0.3,0,.,.,0.3,17,1,.,.,18,1,2,.,.,3,0
2014,13481,City of New Richmond,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,13485,New Smyrna Beach City of,FL,3443,.,.,.,3443,.,.,.,.,.,5,.,.,.,5,3,.,.,.,3,200,.,.,.,200,.,.,.,.,.,.
2014,13488,New Ulm Public Utilities Comm,MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,13511,New York State Elec & Gas Corp,NY,0,50,11,0,61,0,8,10,0,18,0,26,39,0,65,.,1.8,2.6,0,4.4,0,86,1717,0,1803,0,15,412,0,427,.
2014,13524,"Newberry Electric Coop, Inc",SC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13573,Niagara Mohawk Power Corp.,NY,.,13,13,.,26,.,.,.,.,.,.,20,151,.,171,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13610,Niobrara Valley El Member Corp,NE,.,.,648,.,648,.,.,0,.,0,.,.,9,.,9,.,.,9,.,9,.,.,.,.,.,.,.,4,.,4,.
2014,13630,North Carolina Mun Power Agny #1,NC,.,72,20,.,92,64,3664,4126,.,7854,1,70.5,75.5,.,147,1,55.6,66.6,.,123.2,.,.,.,.,.,.,.,.,.,.,.
2014,13640,Northern Virginia Elec Coop,VA,32506,83,30,0,32619,424,455,592,0,1471,14.2,7.9,13.9,0,36,.,.,.,.,.,137,0,659,0,796,293,38,0,0,331,.
2014,13647,Noble County R E M C,IN,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13664,Norris Public Power District,NE,2235,2,1110,.,3347,0,0,0,.,0,2.2,0.5,42,.,44.7,1,0.3,30,.,31.3,54,0,0,.,54,14,14,108,.,136,.
2014,13676,"North Arkansas Elec Coop, Inc",AR,8602,.,.,.,8602,.,.,.,.,.,4,.,.,.,4,4,.,.,.,4,188,.,.,.,188,.,.,.,.,.,.
2014,13683,North Carolina El Member Corp,NC,.,.,.,.,.,.,.,.,.,.,10,.,60,.,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13687,North Carolina Eastern M P A,NC,140250,173,260,0,140683,0,0,0,0,0,53,58,234,0,345,47,53,211,0,311,3363,620,300,0,4283,1156,68,136,0,1360,.
2014,13690,North Central MO Elec Coop Inc,MO,2481,93,.,.,2574,1,.,.,.,1,3,.,.,.,3,2,.,.,.,2,70,.,.,.,70,63,.,.,.,63,24
2014,13694,"North Central Elec Coop, Inc",ND,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13698,North Central Public Pwr Dist,NE,.,.,874,.,874,.,.,2394,.,2394,.,.,42,.,42,.,.,11.8,.,11.8,.,.,.,.,.,.,.,125,.,125,.
2014,13725,City of North Platte,NE,1526,128,1,.,1655,2,1,1,.,4,1.7,0.9,1.4,.,4,0.4,0.2,1.4,.,2,.,.,.,.,.,.,.,.,.,.,.
2014,13756,Northern Indiana Pub Serv Co,IN,26791,480,.,.,27271,.,.,.,.,.,11,.,.,.,11,11,.,.,.,11,864,18,.,.,882,2003,41,.,.,2044,0
2014,13762,"Northern Neck Elec Coop, Inc",VA,4787,.,.,.,4787,69,.,.,.,69,2,.,.,.,2,2,.,.,.,2,23,.,.,.,23,0,.,.,.,0,.
2014,13780,Northern States Power Co,WI,17116,980,38,.,18134,4,46,29,.,79,0,2,1,.,3,0,2,1,.,3,509,608,405,.,1522,322,181,6,.,509,.
2014,13781,Northern States Power Co - Minnesota,MN,387429,1997,.,.,389426,157,199,117,.,473,17,29,7,.,53,17,29,7,.,53,16399,28344,26117,.,70860,5680,2396,330,.,8406,.
2014,13781,Northern States Power Co - Minnesota,ND,11541,457,163,.,12161,4,1,2,.,7,0,0,0,.,0,0,0,0,.,0,3151,2100,1179,.,6430,173,59,4,.,236,.
2014,13781,Northern States Power Co - Minnesota,SD,17635,603,.,.,18238,7,25,24,.,56,2,2,1,.,5,1,2,1,.,4,765,1310,534,.,2609,181,34,23,.,238,.
2014,13788,Northern Wasco County PUD,OR,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,13798,Northwest Iowa Power Coop,IA,24562,727,0,0,25289,0,0,0,0,0,43.4,4.6,.,.,48,11.5,4.6,.,.,16.1,4045,125,.,.,4170,293,9,.,.,302,.
2014,13815,Northwestern Wisconsin Elec Co,WI,.,.,1,.,1,.,.,.,.,.,.,.,1,.,1,.,.,.,.,.,31,.,.,.,31,.,.,.,.,.,.
2014,13826,City of Norway,MI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,13838,"Northfork Electric Coop, Inc",OK,.,.,77,.,77,.,.,0,.,0,.,.,0.5,.,0.5,.,.,0.5,.,0.5,.,.,.,.,.,.,.,.,.,.,.
2014,13839,City of Norwood - (MA),MA,554,.,.,.,554,0,.,.,.,0,2.5,.,.,.,2.5,0.4,.,.,.,0.4,5,.,.,.,5,18,.,.,.,18,.
2014,13936,Oakdale Electric Coop,WI,6013,595,.,.,6608,.,.,.,.,.,5.9,0.2,.,.,6.1,3.7,0.1,.,.,3.8,407,.,.,.,407,66,6,.,.,72,.
2014,13963,Oconomowoc Utilities,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,13965,Oconto Falls Water & Light Comm,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,13998,Ohio Edison Co,OH,10387,0,20,0,10407,20,0,0,0,20,6.6,0,180,0,186.6,6.6,0,0,0,6.6,640,0,10243,0,10883,407,0,1,0,408,.
2014,14006,Ohio Power Co,OH,1477,0,2,0,1479,0,0,0,0,0,1.5,0,124.5,0,126,1.4,0,124.5,0,125.9,0,0,0,0,0,0,0,0,0,0,.
2014,14063,Oklahoma Gas & Electric Co,AR,.,3,.,.,3,.,.,.,.,.,.,1,.,.,1,.,.,.,.,.,.,647,.,.,647,.,.,.,.,.,.
2014,14063,Oklahoma Gas & Electric Co,OK,23694,2093,.,.,25787,4573,4286,.,.,8859,35.3,18.4,.,.,53.7,35.3,9.1,.,.,44.4,11220,2867,.,.,14087,11247,5515,.,.,16762,.
2014,14127,Omaha Public Power District,NE,30854,31,0,0,30885,716,213,0,0,929,15.4,70.6,0,0,86,15,70.6,0,0,85.6,888,0,0,0,888,2029,2934,0,0,4963,0
2014,14175,"Tri-County Electric Coop, Inc",SC,17855,.,.,.,17855,3526,.,.,.,3526,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,14201,City of Osage - (IA),IA,692,46,.,.,738,8,1,.,.,9,0.8,0.1,.,.,0.9,0.8,0.1,.,.,0.9,.,.,.,.,.,.,.,.,.,.,.
2014,14202,"Osceola Electric Coop, Inc",IA,551,.,.,.,551,.,.,.,.,.,3.1,.,.,.,3.1,2.5,.,.,.,2.5,23,.,.,.,23,6,.,.,.,6,19
2014,14232,Otter Tail Power Co,MN,16790,2569,184,0,19543,.,.,.,.,.,42,13,7,0,62,33,10,6,0,49,70,11,1,0,82,202,31,2,0,235,.
2014,14232,Otter Tail Power Co,ND,16016,2451,175,0,18642,.,.,.,.,.,48,18,10,0,76,38,14,8,0,60,66,10,1,0,77,193,29,2,0,224,.
2014,14232,Otter Tail Power Co,SD,3197,489,35,0,3721,.,.,.,.,.,8,2,2,0,12,6,1,1,0,8,13,2,1,0,16,39,6,1,0,46,.
2014,14246,City of Owatonna - (MN),MN,6625,275,4,.,6904,139,23,10,.,172,6.9,1.5,0.9,.,9.3,6.9,1.5,0.9,.,9.3,300,74,29,.,403,5,0,0,.,5,.
2014,14251,Owen Electric Coop Inc,KY,6304,10,.,.,6314,966,655,.,.,1621,.,.,.,.,.,.,.,.,.,.,250,40,.,.,290,.,.,.,.,.,.
2014,14328,Pacific Gas & Electric Co,CA,373470,416384,13758,0,803612,5718,186139,8479,0,200336,129,59,470,0,658,59,59,463,0,581,788,26415,14138,0,41341,9342,20549,936,0,30827,0
2014,14354,PacifiCorp,ID,.,.,190,.,190,.,.,.,.,.,.,.,158.8,.,158.8,.,.,158.8,.,158.8,.,.,4244,.,4244,.,.,222,.,222,.
2014,14354,PacifiCorp,UT,92100,.,55,.,92155,.,.,.,.,.,107.9,.,15.6,.,123.5,101,.,15.6,.,116.6,1881,.,551,.,2432,21689,.,43,.,21732,.
2014,14398,Palmetto Electric Coop Inc,SC,37154,72,.,.,37226,878,.,.,.,878,33.3,15,.,.,48.3,23.3,10.4,.,.,33.7,113,.,.,.,113,800,19,.,.,819,195
2014,14426,Panhandle Rural El Member Assn,NE,.,.,310,.,310,.,.,131,.,131,.,.,18.6,.,18.6,.,.,10.7,.,10.7,.,.,85,.,85,.,.,.,.,.,.
2014,14468,People's Cooperative Services,MN,2298,44,23,.,2365,.,.,.,.,.,6.8,1.7,0.8,.,9.3,4.1,1,0.5,.,5.6,843,0,0,0,843,115,2,1,0,118,15
2014,14505,Parkland Light & Water Company,WA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,14557,"Pee Dee Electric Coop, Inc",SC,0,0,3,.,3,.,.,0,.,0,.,.,8,.,8,.,.,6.5,.,6.5,.,.,.,.,.,.,.,.,.,.,.
2014,14711,Pennsylvania Electric Co,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,.
2014,14712,Pemiscot-Dunklin Elec Coop Inc,MO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,14716,Pennsylvania Power Co,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
2014,14717,Pee Dee Electric Member Corp,NC,.,106,.,.,106,.,.,.,.,.,.,6,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,14940,PECO Energy Co,PA,72730,1993,.,.,74723,228,5,.,.,233,72,3,.,.,75,71.1,2.9,.,.,74,7055,314,.,.,7369,1210,90,.,.,1300,.
2014,15023,Piedmont Electric Member Corp,NC,7712,78,.,.,7790,0,0,.,.,0,7,0.1,.,.,7.1,7,0.1,.,.,7.1,134,2,.,.,136,608,6,.,.,614,0
2014,15034,Pierce-Pepin Coop Services,WI,6608,348,.,.,6956,.,.,.,.,.,15.7,4.1,.,.,19.8,3.3,0.9,.,.,4.2,16,.,.,.,16,135,7,.,.,142,.
2014,15159,City of Plymouth - (WI),WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,15231,City of Port Angeles - (WA),WA,.,.,1,.,1,.,.,0,.,0,.,.,15,.,15,.,.,15,.,15,.,.,288,.,288,.,.,.,.,.,.
2014,15248,Portland General Electric Co,OR,0,23,3,0,26,.,63,366,.,429,.,2.7,20.1,.,22.8,.,2.6,18.3,.,20.9,.,294,395,.,689,.,294,40,.,334,0
2014,15257,"Poudre Valley R  E  A, Inc",CO,.,1,1,.,2,.,12,72,.,84,.,1,6,.,7,.,1,6,.,7,.,31,142,.,173,.,.,.,.,.,.
2014,15270,Potomac Electric Power Co,DC,23746,.,.,.,23746,141,.,.,.,141,11.8,.,.,.,11.8,11.8,.,.,.,11.8,986,.,.,.,986,2781,.,.,.,2781,.
2014,15270,Potomac Electric Power Co,MD,359552,3143,.,.,362695,3444,131,.,.,3575,57.7,1.4,.,.,59.1,57.7,1.4,.,.,59.1,13502,189,.,.,13691,15051,692,.,.,15743,.
2014,15296,New York Power Authority,NY,.,.,.,3,3,.,.,.,0,0,.,.,.,13.6,13.6,.,.,.,.,.,.,.,.,339,339,.,.,.,.,.,.
2014,15312,Village of Prairie Du Sac - (WI),WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,15344,Polk-Burnett Electric Coop,WI,6877,518,0,0,7395,0,0,0,0,0,18.1,0.9,0,.,19,5.4,0.3,0,.,5.7,0,0,0,0,0,21,2,0,0,23,45
2014,15349,City of Preston,IA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,15356,Price Electric Coop Inc,WI,2298,96,0,0,2394,0,0,0,0,0,5,1,0,0,6,1.8,0.3,0,0,2.1,464,0,0,0,464,14,1,0,0,15,6
2014,15387,Princeton Public Utils Comm,MN,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,15410,Prince George Electric Coop,VA,825,.,.,.,825,.,.,.,.,.,0.8,.,.,.,0.8,0.5,.,.,.,0.5,4,.,.,.,4,35,.,.,.,35,.
2014,15466,Public Service Co of Colorado,CO,10024,.,.,.,10024,194,.,.,.,194,10,.,.,.,10,10,.,.,.,10,7006,28218,.,.,35224,4840,2321,.,.,7161,.
2014,15470,Duke Energy Indiana Inc,IN,55805,56,73,.,55934,.,237,10022,.,10259,52.6,54.7,464.8,.,572.1,.,.,.,.,.,414,0,.,.,414,1906,175,.,.,2081,.
2014,15473,Public Service Co of NM,NM,40096,7906,110,0,48112,395,87,725,0,1207,35,8,0,0,43,35,8,0,0,43,1500,328,722,0,2550,4000,882,973,0,5855,.
2014,15474,Public Service Co of Oklahoma,OK,340,474,0,0,814,0,0,0,0,0,0.3,58.2,0,0,58.5,0.3,33.2,0,0,33.5,0,0,0,0,0,0,0,0,0,0,0
2014,15477,Public Service Elec & Gas Co,NJ,114776,1283,.,.,116059,.,.,.,.,.,79.6,1.4,.,.,81,.,.,.,.,.,3584,52,.,.,3636,2762,79,.,.,2841,.
2014,15619,City of Radford - (VA),VA,.,.,1,.,1,.,.,.,.,.,.,.,5.3,.,5.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,15671,Randolph Electric Member Corp,NC,.,213,.,.,213,.,.,.,.,.,.,12.8,.,.,12.8,.,8.6,.,.,8.6,.,441,.,.,441,.,.,.,.,.,.
2014,15700,Rayle Electric Membership Corp,GA,.,.,3,.,3,.,.,.,.,.,.,.,3,.,3,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.
2014,15746,Red River Valley Rrl Elec Assn,OK,.,.,.,.,.,.,.,30,.,30,.,.,5,.,5,.,.,5,.,5,.,.,1446,.,1446,.,.,.,.,.,.
2014,15804,Reedsburg Utility Comm,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,15978,City of Richland Center - (WI),WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,16060,Riverland Energy Cooperative,WI,8004,602,0,0,8606,0,0,0,0,0,10.9,4.5,0,0,15.4,5.8,2.4,0,0,8.2,1358,0,0,0,1358,43,3,0,0,46,.
2014,16082,City of River Falls,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,16181,Rochester Public Utilities,MN,7837,101,12,.,7950,176,8,487,.,671,8,0.3,6.4,.,14.7,8,0.3,6.4,.,14.7,142,13,542,.,697,.,.,.,.,.,.
2014,16183,Rochester Gas & Electric Corp,NY,0,2,0,0,2,0,0,0,0,0,0,1.3,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
2014,16195,City of Rock Hill - (SC),SC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,16267,Rolling Hills Electric Coop,KS,.,.,203,.,203,.,.,80,.,80,.,.,4,.,4,.,.,4,.,4,.,.,32,.,32,.,.,20,.,20,.
2014,16284,"Roseau Electric Coop, Inc",MN,3061,.,.,.,3061,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,16,.,.,.,16,262,.,.,.,262,.
2014,16295,City of Roseville - (CA),CA,3747,.,.,.,3747,.,.,.,.,.,3.7,.,.,.,3.7,.,.,.,.,.,38,.,.,.,38,67,.,.,.,67,.
2014,16420,Rural Electric Conven Coop,IL,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,16496,Rutherford Elec Member Corp,NC,7827,0,0,0,7827,0,.,.,.,0,3,.,.,.,3,0,.,.,.,0,166,.,.,.,166,0,.,.,.,0,.
2014,16534,Sacramento Municipal Util Dist,CA,92269,99,.,.,92368,.,24,.,.,24,73.1,13,.,.,86.1,.,11.5,.,.,11.5,.,.,.,.,.,161,71,.,.,232,.
2014,16572,Salt River Project,AZ,0,77,3,.,80,0,96,0,.,96,0,48,71,.,119,0,48,0,.,48,0,822,.,.,822,0,2532,.,.,2532,.
2014,16603,"San Luis Valley R E C, Inc",CO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,16604,City of San Antonio - (TX),TX,110288,292,.,.,110580,1275,1769,.,.,3044,75.4,92.4,.,.,167.8,75.4,88.4,.,.,163.8,16500,6400,.,.,22900,2500,500,.,.,3000,.
2014,16606,"Santee Electric Coop, Inc",SC,2804,0,0,0,2804,10024,0,0,0,10024,19.6,0,0,0,19.6,19.6,0,0,0,19.6,561,0,0,0,561,421,0,0,0,421,45
2014,16609,San Diego Gas & Electric Co,CA,77132,7646,2,0,84780,510,1583,82,0,2175,27.2,53.3,7.8,0,88.3,18,42.4,4,0,64.4,3179,3650,649,.,7478,5698,7336,1799,42,14875,.
2014,16627,San Patricio Electric Coop Inc,TX,.,.,6,.,6,.,.,.,.,.,.,.,13.5,.,13.5,.,.,13.5,.,13.5,.,.,2098,.,2098,.,.,.,.,.,.
2014,16674,Satilla Rural Elec Member Corporation,GA,0,575,20,0,595,0,5,5,0,10,0,5,16,0,21,0,2,10,0,12,0,0,0,0,0,0,25,25,0,50,0
2014,16740,Scenic Rivers Energy Coop,WI,6609,70,352,.,7031,.,.,.,.,.,7.5,0.5,0.9,.,8.9,4.1,0.2,0.5,.,4.8,314,.,.,.,314,55,1,3,.,59,.
2014,16805,SEMO Electric Cooperative,MO,.,300,.,.,300,.,.,.,.,.,.,4.5,.,.,4.5,.,2,.,.,2,.,42,.,.,42,.,.,.,.,.,.
2014,16854,"Heartland Rural Elec Coop, Inc",KS,2463,43,.,.,2506,.,.,.,.,.,8.6,0.2,.,.,8.8,1.3,0,.,.,1.3,79,1,.,.,80,23,0,.,.,23,.
2014,16865,Sawnee Electric Membership Corporation,GA,22091,487,.,.,22578,4,.,.,.,4,7.9,.,.,.,7.9,2.8,.,.,.,2.8,1362,0,.,.,1362,1458,.,.,.,1458,.
2014,16920,Sedgwick County El Coop Assn Inc,KS,.,41,.,.,41,.,.,.,.,.,25,1.4,10,.,36.4,1,0.6,1,.,2.6,.,41,.,.,41,28,6,2,.,36,.
2014,16932,City of Sergeant Bluff - (IA),IA,288,30,.,.,318,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,16971,Shakopee Public Utilities Comm,MN,1900,.,.,.,1900,.,.,.,.,.,1.9,.,.,.,1.9,.,.,.,.,.,23,.,.,.,23,19,.,.,.,19,.
2014,17008,Sharyland Utilities LP,TX,.,.,1,.,1,.,.,5,.,5,.,.,2,.,2,.,.,2,.,2,.,.,80,.,80,.,.,24,.,24,.
2014,17038,RushShelby Energy,IN,267,4,0,.,271,208,4296,0,.,4504,0.3,0.1,0,.,0.4,0.3,0.1,0,.,0.4,38,0,0,.,38,4,0,0,.,4,.
2014,17040,"Shelby Electric Coop, Inc",IL,1229,51,.,.,1280,.,.,.,.,.,12,8,.,.,20,6,5,.,.,11,2,0,.,.,2,4,0,.,.,4,.
2014,17066,Shenandoah Valley Elec Coop,VA,8054,.,.,.,8054,.,.,.,.,.,11.3,.,.,.,11.3,6.5,.,.,.,6.5,0,.,.,.,0,1075,.,.,.,1075,8
2014,17166,Sierra Pacific Power Co,NV,809,4,0,0,813,249,8,0,0,257,1,1.1,0,0,2.1,1,0.1,0,0,1.1,2,0,0,0,2,564,349,0,0,913,.
2014,17252,Singing River Elec Pwr Assn,MS,.,43,10,.,53,.,.,.,.,.,.,85.5,35,.,120.5,.,85.5,35,.,120.5,.,.,.,.,.,.,20,13,.,33,.
2014,17264,City of Sioux Center,IA,1725,.,.,.,1725,21,.,.,.,21,2,.,.,.,2,2,.,.,.,2,.,.,.,.,.,1,.,.,.,1,.
2014,17324,Slinger Utilities,WI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2014,17539,South Carolina Electric&Gas Company,SC,.,15,28,.,43,.,147,5080,.,5227,.,37,138,.,175,.,14,116,.,130,.,398,6558,.,6956,.,.,.,.,.,.
2014,17543,South Carolina Public Service Authority,SC,0,0,20,.,20,0,0,3680,.,3680,0,0,541.5,.,541.5,0,0,519,.,519,0,0,40800,.,40800,0,0,0,.,0,.
2014,17548,South Central Public Pwr Dist,NE,.,889,.,.,889,.,0,.,.,0,.,48.9,.,.,48.9,.,36.5,.,.,36.5,.,.,.,.,.,.,241,.,.,241,.
2014,17561,South Plains Electric Coop Inc,TX,.,.,1743,.,1743,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,744,.,744,.,.,120,.,120,.
2014,17572,South River Elec Member Corp,NC,.,81,.,.,81,.,.,.,.,.,.,5.1,.,.,5.1,.,.,.,.,.,.,179,.,.,179,.,51,.,.,51,.
2014,17609,Southern California Edison Co,CA,790206,19173,7429,1,816809,.,.,.,.,.,356.1,1383,3051,339,5129.1,295.6,716,1306,1,2318.6,65325,61730,104474,11377,242906,17001,3715,1000,73,21789,0
2014,17612,Bear Valley Electric Service,CA,0,0,1,0,1,0,0,0,0,0,0,0,14.1,0,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
2014,17633,Southern Indiana Gas & Elec Co,IN,24399,483,3,.,24885,0,0,0,.,0,19.1,1.1,37.3,.,57.5,17.6,0,0,.,17.6,598,21,10,.,629,637,22,11,.,670,.
2014,17637,Southern Maryland Elec Coop Inc,MD,41577,49,.,.,41626,.,.,.,.,.,34.5,16.7,.,.,51.2,34.5,16.7,.,.,51.2,5805,1100,.,.,6905,15578,5210,.,.,20788,.
2014,17671,Southwest Arkansas E C C,AR,.,.,4,.,4,.,.,.,.,.,.,.,34.5,.,34.5,.,.,13.8,.,13.8,.,.,1634,.,1634,.,.,.,.,.,.
2014,17684,Southwest Louisiana E M C,LA,.,12,.,.,12,.,51,.,.,51,.,0.4,.,.,0.4,.,0.4,.,.,0.4,.,4,.,.,4,.,.,.,.,.,.
2014,17692,Southwest Public Power Dist,NE,.,.,950,.,950,.,.,.,.,.,.,.,26.8,.,26.8,.,.,18.8,.,18.8,.,.,.,.,.,.,.,42,.,42,.
2014,17698,Southwestern Electric Power Co,AR,0,21,0,0,21,0,0,0,0,0,0,10.4,0,0,10.4,0,8.4,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0
2014,17698,Southwestern Electric Power Co,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,17698,Southwestern Electric Power Co,TX,0,9,0,0,9,0,0,0,0,0,0,9.1,0,0,9.1,0,9.1,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0
2014,17718,Southwestern Public Service Co,NM,781,45,0,.,826,0,4,0,.,4,0.1,0,0,.,0.1,0.1,0,0,.,0.1,135,39,0,.,174,371,171,0,.,542,.
2014,17718,Southwestern Public Service Co,TX,413,35,.,.,448,0,9,.,.,9,1,2,.,.,3,1,2,.,.,3,378,198,.,.,576,277,242,.,.,519,.
2014,17832,Snapping Shoals El Member Corp,GA,90036,4007,41,.,94084,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,17868,St Croix Electric Coop,WI,4722,251,50,.,5023,.,.,.,.,.,12,2,1,.,15,4,1,1,.,6,196,.,.,.,196,107,6,1,.,114,60
2014,17876,City of St James - (MN),MN,430,47,0,0,477,1,1,0,0,2,1.2,1.5,0,0,2.7,.,.,.,.,.,12,1,0,0,13,0,0,0,0,0,.
2014,17900,City of Saint Peter,MN,1775,96,0,0,1871,20,2,0,0,22,2.1,0.1,0,0,2.2,0.6,0.1,0,0,0.7,36,3,0,0,39,1,0,0,0,1,0
2014,17979,Stanton County Public Pwr Dist,NE,127,0,193,0,320,.,.,.,.,.,0.1,0,5.3,0,5.4,0.1,0,5.3,0,5.4,3,0,0,0,3,0,0,15,0,15,0
2014,18019,Stearns Cooperative Elec Assn,MN,865,6,19,.,890,1,1,1,.,3,3.7,0.3,1,.,5,2.6,0.3,1,.,3.9,114,0,0,.,114,50,1,4,.,55,.
2014,18085,South Central Power Company,OH,24887,.,.,.,24887,.,.,.,.,.,24.9,.,.,.,24.9,20,.,.,.,20,417,.,.,.,417,45,.,.,.,45,.
2014,18087,Town of Sterling - (MA),MA,220,3,.,.,223,1,16,.,.,17,0,2,.,.,2,.,2,.,.,2,.,.,.,.,.,.,.,.,.,.,.
