Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,RESIDENTIAL,Unnamed: 8,Unnamed: 9,COMMERCIAL,Unnamed: 11,Unnamed: 12,INDUSTRIAL,Unnamed: 14,Unnamed: 15,TRANSPORTATION,Unnamed: 17,Unnamed: 18,TOTAL,Unnamed: 20,Unnamed: 21
,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Facility Number,Facility Name,Utility Number,Utility Name,STATE,BA Code,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count
2014,58112,Foundation Cemex Madison,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0,0,0,0,0,0,107,1538,1,0,0,0,107,1538,1
2014,58101,Foundation Cemex River Plant,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0,0,0,0,0,0,204,2682,1,0,0,0,204,2682,1
2014,57792,Foundation IE,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0,0,0,0,0,0,34,387,1,0,0,0,34,387,1
2014,58114,Foundation NWNA,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0,0,0,0,0,0,694,14021,1,0,0,0,694,14021,1
2014,58113,Foundation RRM,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0,0,0,0,0,0,440,8856,1,0,0,0,440,8856,1
2014,57626,Foundation ST,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0,0,0,0,0,0,168,2235,1,0,0,0,168,2235,1
2014,58104,Foundation Superior Farms,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0,0,0,0,0,0,112,1602,1,0,0,0,112,1602,1
2014,58105,Foundation Wal-Mart Red Bluff,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0,0,0,0,0,0,140,1760,1,0,0,0,140,1760,1
2014,54224,Franklin Heating Station,6738,Franklin Heating Station,MN,MISO,0,0,0,13215,153330,2,0,0,0,0,0,0,13215,153330,2
2014,58576,GSE NM1,58465,"Green States Energy, Inc.",NM,SWPP,0,0,0,248,5262,3,0,0,0,0,0,0,248,5262,3
2014,56909,Gap Pacific Distribution Center,56113,MMA GDC Power LP,CA,CISO,0,0,0,277,1925,1,0,0,0,0,0,0,277,1925,1
2014,50333,Gay Robinson,7019,Gay & Robinson Inc,HI,,7,57,8,76,212,7,0,0,0,0,0,0,83,269,15
2014,58359,Gerresheimer Glass Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,246,3584,1,0,0,0,0,0,0,246,3584,1
2014,59328,Golden Acorn Casino,59129,"Foundation CA Fund VII Manager, LLC",CA,CISO,0,0,0,75,1509,1,0,0,0,0,0,0,75,1509,1
2014,55086,Gregory Power Facility,7667,Gregory Power Partners LP,TX,ERCO,0,0,0,0,0,0,7945,214703,1,0,0,0,7945,214703,1
2014,59484,"Hadley Solar, LLC",59254,NuGen Capital Management,MA,ISNE,0,0,0,129,1582,3,0,0,0,0,0,0,129,1582,3
2014,52061,Hartford Hospital Cogeneration,8153,Hartford Steam Co,CT,ISNE,0,0,0,0,0,0,4658,41129,1,0,0,0,4658,41129,1
2014,58815,Hilton NY Co Gen Plant,58697,UTS Project Company HNY-1 LLC,NY,NYIS,0,0,0,1197,11652,1,0,0,0,0,0,0,1197,11652,1
2014,54707,Hunterdon Cogen Facility,8927,Hunterdon Cogeneration LP,NJ,PJM,0,0,0,15,156,1,0,0,0,0,0,0,15,156,1
2014,59362,Indian Hill Solar LLC,58258,SunRay Power LLC,MA,ISNE,0,0,0,159,969,1,0,0,0,0,0,0,159,969,1
2014,58793,JMB Mcguire-Dix-Lakehurst Solar Project,58682,WR-TGC Solar Generation IV LLC,NJ,PJM,0,0,0,926,14225,1,0,0,0,0,0,0,926,14225,1
2014,58653,Jersey Gardens Phase 1,58590,SEDC Jersey Gardens Owner LLC,NJ,PJM,0,0,0,348,2260,1,0,0,0,0,0,0,348,2260,1
2014,58654,Jersey Gardens Phase 2,58591,CF Jersey Gardens Owner Two LLC,NJ,PJM,0,0,0,481,3077,1,0,0,0,0,0,0,481,3077,1
2014,58292,Jewish Community Center PV,58863,Main Street Power,AZ,AZPS,0,0,0,165,2195,1,0,0,0,0,0,0,165,2195,1
2014,57723,"Johnson Matthey, Inc. Solar",56976,"Constellation Solar New Jersey II, LLC",NJ,PJM,0,0,0,0,0,0,463,6794,1,0,0,0,463,6794,1
2014,887,Joppa Steam,5748,Electric Energy Inc,KY,EEI,0,0,0,2137,46462,1,0,0,0,0,0,0,2137,46462,1
2014,59468,KS Solar Six LLC,59232,Kearsarge Solar LLC,MA,ISNE,0,0,0,312,2924,1,0,0,0,0,0,0,312,2924,1
2014,58243,Kent County - Worton Complex,57081,"Washington Gas Energy Systems, Inc.",MD,PJM,0,0,0,143,1747,1,0,0,0,0,0,0,143,1747,1
2014,58239,Kent County-Kennedyville,57081,"Washington Gas Energy Systems, Inc.",MD,PJM,0,0,0,149,1733,1,0,0,0,0,0,0,149,1733,1
2014,58240,Kit Carson,57081,"Washington Gas Energy Systems, Inc.",NM,PNM,0,0,0,472,3000,1,0,0,0,0,0,0,472,3000,1
2014,57119,Koda Biomass Plant,56413,Koda Energy LLC,MN,MISO,0,0,0,2343,32900,1,0,0,0,0,0,0,2343,32900,1
2014,57009,Kohls San Bernardino Solar Facility,56300,SunE KHL55 San Bernardino LLC,CA,CISO,0,0,0,202,1610,1,0,0,0,0,0,0,202,1610,1
2014,58539,Lake Pleasant WTP,58507,Solar Star Arizona III LLC,AZ,AZPS,0,0,0,1270,14970,2,0,0,0,0,0,0,1270,14970,2
2014,59369,Lakewood Seven Solar LLC,58258,SunRay Power LLC,NJ,PJM,0,0,0,60,604,1,0,0,0,0,0,0,60,604,1
2014,57153,Langford Wind Power,56506,Langford Wind Power LLC,TX,ERCO,0,0,0,0,0,0,14938,576387,1,0,0,0,14938,576387,1
2014,58231,Lincoln Financial Field,58203,NRG Energy Center Eagles LLC,PA,PJM,0,0,0,519,3358,1,0,0,0,0,0,0,519,3358,1
2014,57768,Longwood Gardens,57078,Ecogy Pennsylvania Systems LLC,PA,PJM,0,0,0,151,2050,1,0,0,0,0,0,0,151,2050,1
2014,55217,Los Medanos Energy Center,2843,Los Medanos Energy Center LLC,CA,CISO,0,0,0,0,0,0,20052,441387,2,0,0,0,20052,441387,2
2014,59873,Lowell Solar Landfill,59654,Lowell Solar Landfill LLC,MA,ISNE,0,0,0,175,1853,1,0,0,0,0,0,0,175,1853,1
2014,59324,MCCo Solar Generating Facility,59122,The Medical Center Company,OH,PJM,0,0,0,0,5,7,0,0,0,0,0,0,0,5,7
2014,57005,Mariani Packing Vacaville Solar,56431,SunE U6 Holdings LLC,CA,CISO,0,0,0,289,1991,1,0,0,0,0,0,0,289,1991,1
2014,58410,Marshfield PV,57081,"Washington Gas Energy Systems, Inc.",MA,ISNE,0,0,0,495,4950,1,0,0,0,0,0,0,495,4950,1
2014,58443,Martin Limestone Solar Array,58438,Sunstream Energy LLC,PA,PJM,0,0,0,0,0,0,122,1533,1,0,0,0,122,1533,1
2014,58412,Maynard PV,57081,"Washington Gas Energy Systems, Inc.",MA,ISNE,0,0,0,104,1485,1,0,0,0,0,0,0,104,1485,1
2014,57646,McCormick & Co. Inc. at Belcamp,56975,"Constellation Solar Maryland, LLC",MD,PJM,0,0,0,0,0,0,226,2332,1,0,0,0,226,2332,1
2014,57662,McGraw Hill Solar,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0,0,0,1,17694,1,0,0,0,0,0,0,1,17694,1
2014,59277,Medford WWTP,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0,0,0,170,1966,1,0,0,0,0,0,0,170,1966,1
2014,10883,Medical Area Total Energy Plant,12258,Medical Area Total Egy Plt Inc,MA,ISNE,0,0,0,35370,302121,6,0,0,0,0,0,0,35370,302121,6
2014,10180,Metro Wastewater Reclamation District,19068,Colorado Golden Energy Corp.,CO,PSCO,0,0,0,0,0,0,1307,30870,1,0,0,0,1307,30870,1
2014,58090,Middlesex Apple Orchard Solar,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,222,4950,1,0,0,0,0,0,0,222,4950,1
2014,10745,Midland Cogeneration Venture,12492,Midland Cogeneration Venture,MI,MISO,0,0,0,0,0,0,27517,415665,1,0,0,0,27517,415665,1
2014,52169,Midway Sunset Cogen,12687,Midway-Sunset Cogeneration Co,CA,CISO,0,0,0,0,0,0,7605,118297,1,0,0,0,7605,118297,1
2014,57362,Morgantown Solar Park,56701,The Hankin Group,PA,PJM,0,0,0,0,0,0,152,2389,1,0,0,0,152,2389,1
2014,55216,Morris Cogeneration LLC,54755,Morris Cogeneration LLC,IL,PJM,0,0,0,0,0,0,13743,429926,1,0,0,0,13743,429926,1
2014,57758,Mount Saint Mary's,57065,Constellation Solar Horizons LLC,MD,PJM,0,0,0,189,2074,1,0,0,0,0,0,0,189,2074,1
2014,50352,Nacimiento Hydro Project,12850,Monterey Cnty Water Res Agency,CA,CISO,0,0,0,0,0,0,70,974,1,0,0,0,70,974,1
2014,57462,Napoleon Solar I,56780,Enfinity BNB Napoleon Solar LLC,OH,PJM,0,0,0,763,14283,1,0,0,0,0,0,0,763,14283,1
2014,57764,Naval Air Weapons Station China Lake,57073,"Solar Star California XV, LLC",CA,CISO,0,0,0,3519,29091,1,0,0,0,0,0,0,3519,29091,1
2014,56568,Nellis Air Force Base Solar Array,56203,Solar Star NAFB LLC,NV,NEVP,0,0,0,0,0,0,680,31202,1,0,0,0,680,31202,1
2014,58748,North Bay Solar 1,58661,"Sustainable Power Group, LLC",CA,CISO,.,.,.,274,2385,1,.,.,.,.,.,.,274,2385,1
2014,10812,North Island Energy Facility,745,Applied Energy Inc,CA,CISO,0,0,0,0,0,0,1351,20193,1,0,0,0,1351,20193,1
2014,58358,North Jersey Media Group Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,358,5978,1,0,0,0,0,0,0,358,5978,1
2014,57798,OBP Cogen,57120,OBP Cogen LLC,NY,NYIS,0,0,0,10865,64065,1,0,0,0,0,0,0,10865,64065,1
2014,50851,OLS Energy Camarillo,56835,CSUCI Site Authority,CA,CISO,0,0,0,822,6618,1,0,0,0,0,0,0,822,6618,1
2014,50850,OLS Energy Chino,14265,OLS Energy-Chino,CA,CISO,0,0,0,0,0,0,2045,16484,1,0,0,0,2045,16484,1
2014,58134,Oberlin Spear Point Solar One,58084,"Oberlin Spear Point Solar One, LLC",OH,PJM,0,0,0,151,3038,1,0,0,0,0,0,0,151,3038,1
2014,50413,Olmsted Waste Energy,21995,Olmsted County Public Works,MN,MISO,0,0,0,623,5750,2,0,0,0,0,0,0,623,5750,2
