Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Reporting Year Incremental Annual Savings,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Incremental Life Cycle Savings,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Reporting Year Incremental Cost,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Incremental Life Cycle Costs,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Weighted Average Life,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
Data Year,Utility Number,Utility Name,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Website
2014,590,City of Anaheim - (CA),CA,CISO,6295,17511,7505,.,31311,1.9,4.5,1.9,.,8.3,40948,139647,59849,.,240444,1.9,4.5,1.9,.,8.3,1346,777,333,.,2456,186,222,95,.,503,1346,777,333,.,2456,186,222,95,.,502,6.8,8,8,.,
2014,636,City of Anderson - (IN),IN,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,691,City of Anoka,MN,MISO,2632,727,0,0,3359,1,1,0,0,2,3688,6721,0,0,10409,1.7,2.3,0,0,4,206,59,0,0,265,209,23,0,0,232,206,59,0,0,265,209,23,0,0,232,7,7,0,0,
2014,733,Appalachian Power Co,VA,PJM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,733,Appalachian Power Co,WV,PJM,40534,21044,2338,0,63916,0.2,0.4,0,0,0.6,449927,277781,30862,0,758570,0.2,0.4,.,.,0.6,2374,1177,129,0,3680,2569,1705,190,.,4464,2374,1177,129,0,3680,2569,1705,190,.,4464,11.1,13.2,13.2,0,
2014,803,Arizona Public Service Co,AZ,AZPS,183409,231415,0,0,414824,29.2,39.6,0,0,68.8,1575805,2764993,0,0,4340798,29.2,39.6,0,0,68.8,17686,16132,0,0,33818,15056,9344,0,0,24400,17686,16132,0,0,33818,15056,9344,0,0,24400,7.3,13.6,.,.,
2014,814,Entergy Arkansas Inc,AR,MISO,73376,75553,56578,.,205507,20.4,12.2,7.9,.,40.5,745627,893330,696268,.,2335225,20.4,12.2,7.9,.,40.5,13028,12231,9163,.,34422,7487,6065,4265,.,17817,13028,12231,9163,.,34422,7487,6065,4265,.,17817,10.162,11.824,12.306,.,http://www.entergyarkansas.com/energy_efficiency/main.aspx
2014,828,City of Arlington - (MN),MN,MISO,24,137,.,.,161,.,.,.,.,.,24,137,.,.,161,.,.,.,.,.,4,16,.,.,20,0,0,.,.,0,4,16,.,.,20,0,0,.,.,0,1,1,.,.,
2014,918,City of Aspen- (CO),CO,PSCO,7,201,.,.,208,.,.,.,.,.,74,2012,.,.,2086,.,.,.,.,.,12,10,.,.,22,136,136,.,.,272,12,10,.,.,22,136,136,.,.,272,10.77,10,.,.,
2014,924,"Associated Electric Coop, Inc",MO,SWPP,.,9621,.,.,9621,.,1.3,.,.,1.3,.,110372,.,.,110372,.,39.4,.,.,39.4,.,4219,.,.,4219,.,.,.,.,.,.,34399,.,.,34399,.,.,.,.,.,10.72,15,.,.,3rd Party report used for Energy Efficiency submission does not break out for EIA sectors. Residential and Commerical information was reproted under 'Commerical for 2014'
2014,965,Atlantic Municipal Utilities,IA,MISO,110,216,.,.,326,0.1,0,.,.,0.1,1299,2248,.,.,3547,0.1,0,.,.,0.1,16,13,.,.,29,4,7,.,.,11,16,13,.,.,29,4,7,.,.,11,12,10,.,.,
2014,1009,City of Austin - (MN),MN,MISO,999,3773,5937,.,10709,0.2,0.5,0.4,.,1.1,9990,37730,59370,.,107090,0.15,0.46,0.44,.,1.05,84,365,296,.,745,37,160,130,.,327,84,365,296,.,745,37,160,130,.,327,10,10,10,10,
2014,1015,Austin Energy,TX,ERCO,44173,57150,19050,.,120373,22.8,12.5,4.2,.,39.5,792440,699029,233010,.,1724479,22.8,12.5,4.2,.,39.5,9520,4115,1371,.,15006,2816,1784,595,.,5195,9520,4115,1371,.,15006,2816,1784,595,.,5195,17.94,12.23,12.23,0,www.AustinEnergy.com
2014,1050,City of Azusa,CA,CISO,1453,754,.,.,2207,0.2,0.3,.,.,0.5,11410,9515,.,.,20925,0.2,0.3,.,.,0.5,107,582,.,.,689,134,106,.,.,240,840,4412,.,.,5252,1052,804,.,.,1856,7.85,12.58,.,.,
2014,1101,Bagley Public Utilities Comm,MN,MISO,22,31,246,.,299,0,0,0,.,0,340,462,4178,.,4980,0,0,1.1,.,1.1,2,4,23,.,29,1,1,2,.,4,2,4,23,.,29,1,1,2,.,4,15.5,14.9,17,.,
2014,1167,Baltimore Gas & Electric Co,MD,PJM,142824,120385,.,.,263209,19,22,.,.,41,1048545,1498764,.,.,2547309,19,22,.,.,41,30883,31066,.,.,61949,15003,12532,.,.,27535,30883,31066,.,.,61949,15003,12532,.,.,27535,7.342,12.45,.,.,http://webapp.psc.state.md.us/intranet/home.cfm
2014,1175,"Bandera Electric Coop, Inc",TX,ERCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,1176,City of Bandon - (OR),OR,BPAT,195,36,17,.,248,.,.,.,.,.,4777,545,203,.,5525,.,.,.,.,.,63,6,2,.,71,15,1,1,.,17,1550,88,29,.,1667,368,21,7,.,396,24.48,15.27,12,.,
2014,1196,Village of Baraga - (MI),MI,MISO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,1233,City of Barnesville - (MN),MN,MISO,5,129,.,.,134,0,0,.,.,0,57,1540,.,.,1597,0,0,.,.,0,1,8,.,.,9,1,7,.,.,8,1,8,.,.,9,1,7,.,.,8,11.4,12,.,.,
2014,1251,Barron Electric Coop,WI,MISO,148,102,53,.,303,0.1,0,0,.,0.1,2156,1440,531,.,4127,1.3,0.2,0,.,1.5,124,6,3,.,133,65,1,0,.,66,124,6,3,.,133,65,1,0,.,66,14.543,14.111,10,.,
2014,1273,"Bartlett Electric Coop, Inc",TX,ERCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,1366,City of Bay City - (MI),MI,MISO,2100,1913,.,.,4013,0.1,0.7,.,.,0.8,24468,24731,.,.,49199,0.028,0.2,.,.,0.228,243,104,.,.,347,93,139,.,.,232,243,104,.,.,347,93,139,.,.,232,11.65,12.93,.,.,www.baycitymi.org/electricdept
2014,1367,"Bayfield Electric Coop, Inc",WI,MISO,125,9,0,.,134,0,0,0,.,0,142,16,0,.,158,0.3,0,0,.,0.3,46,3,0,.,49,12,0,0,.,12,126,8,0,.,134,60,1,0,.,61,1.13,1.7,.,.,
2014,1529,"Beltrami Electric Coop, Inc",MN,MISO,1643,970,0,0,2613,0.3,0.1,0,0,0.4,20880,11829,0,0,32709,0.3,0.1,0,0,0.4,184,106,0,0,290,73,0,0,0,73,184,106,0,0,290,73,0,0,0,73,11.3,13.3,.,.,
2014,1573,City of Benson - (MN),MN,MISO,26,92,277,.,395,0,0,0.1,.,0.1,375,1284,3851,.,5510,.,.,0.1,.,0.1,4,6,18,.,28,3,5,16,.,24,4,6,18,.,28,3,5,16,.,24,14.6,13.9,13.9,.,
2014,1579,PUD No 1 of Benton County,WA,BPAT,5574,2194,4798,.,12566,.,.,.,.,.,66888,26328,57576,.,150792,.,.,.,.,.,1041,337,408,.,1786,.,.,.,.,.,1041,337,408,.,1786,.,.,.,.,.,12,12,12,.,
2014,1613,Berkeley Electric Coop Inc,SC,SC,348,.,.,.,348,.,.,.,.,.,4176,.,.,.,4176,2,.,.,.,2,15,.,.,.,15,51,.,.,.,51,15,.,.,.,15,76,.,.,.,76,15.28,.,.,.,
2014,1692,Big Rivers Electric Corp,KY,MISO,4082,1681,.,.,5763,2,1,.,.,3,40306,16807,.,.,57113,2,1,.,.,3,1251,1008,.,.,2259,109,95,.,.,204,1251,1008,.,.,2259,109,95,.,.,204,10,10,.,.,
2014,1723,"Big Bend Electric Coop, Inc",WA,BPAT,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,1736,Blachly-Lane County Coop El Assn,OR,BPAT,228,.,0,.,228,.,.,.,.,.,5937,.,0,.,5937,.,.,.,.,.,68,.,0,.,68,.,.,.,.,.,68,.,0,.,68,.,.,.,.,.,21,.,.,.,
2014,1763,"Black River Electric Coop, Inc - (SC)",SC,SC,76,.,.,.,76,0.3,.,.,.,0.3,1530,.,.,.,1530,0.3,.,.,.,0.3,0,.,.,.,0,63,.,.,.,63,0,.,.,.,0,63,.,.,.,63,20,.,.,.,
2014,1776,City of Black River Falls,WI,MISO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,1869,City of Bloomfield - (IA),IA,AECI,5,54,.,.,59,0,.,.,.,0,93,1069,.,.,1162,0,.,.,.,0,2,.,.,.,2,1,18,.,.,19,2,.,.,.,2,1,18,.,.,19,17,20,.,.,
2014,1889,Blue Ridge Elec Member Corp - (NC),NC,DUK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,1997,City of Boscobel - (WI),WI,MISO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,2008,City of Boulder City - (NV),NV,WALC,181,0,0,0,181,0.1,0,0,0,0.1,2715,0,0,0,2715,0.1,0,0,0,0.1,24,0,0,0,24,15,0,0,0,15,360,0,0,0,360,225,0,0,0,225,15,0,0,0,
2014,2089,Bozrah Light & Power Company,CT,ISNE,236,128,.,.,364,0,0,.,.,0,1805,1595,.,.,3400,0.3,0.3,.,.,0.6,82,36,.,.,118,19,6,.,.,25,82,36,.,.,118,19,6,.,.,25,7.644,12.426,.,.,
2014,2172,Brazos Electric Power Coop Inc,TX,ERCO,9742,3967,.,.,13709,2,1,.,.,3,99393,41795,.,.,141188,2,1,.,.,3,1500,350,.,.,1850,57,.,.,.,57,1500,350,.,.,1850,57,.,.,.,57,10.2,15,.,.,
2014,2182,City of Breckenridge- (MN),MN,MISO,54,128,383,.,565,0,0,0.1,.,0.1,730,1551,4654,.,6935,0,0,0.1,.,0.1,4,6,18,.,28,3,6,16,.,25,4,6,18,.,28,3,6,16,.,25,13.4,12.1,12.1,.,
2014,2206,City of Brewster - (MN),MN,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,2273,Brodhead Water & Lighting Comm,WI,MISO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,2285,City of Brookings - (SD),SD,WAUE,65,389,1167,0,1621,0,0.1,0.2,0,0.3,926,4824,14472,0,20222,0,0.1,0.2,0,0.3,8,23,67,0,98,7,20,60,0,87,8,23,67,0,98,7,20,60,0,87,14.2,12.4,12.4,0,
2014,2442,City of Bryan - (TX),TX,ERCO,229,1725,.,.,1954,0.1,0.5,.,.,0.6,2888,17256,.,.,20144,0.08,0.53,.,.,0.61,67,205,.,.,272,40,17,.,.,57,67,205,.,.,272,40,17,.,.,57,10,10,.,.,
2014,2507,City of Burbank Water and Power,CA,LDWP,4763,6968,.,.,11731,0.8,2.3,.,.,3.1,23859,73147,.,.,97006,0.8,2.3,.,.,3.1,1113,1188,.,.,2301,292,758,.,.,1050,1113,1188,.,.,2301,292,758,.,.,1050,5.009,10.497,.,.,
2014,2545,City of Burley - (ID),ID,BPAT,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,
2014,2548,City of Burlington Electric - (VT),VT,ISNE,1840,3559,.,.,5399,0.261,0.524,.,.,0.785,21135,43676,.,.,64811,0.332,0.553,.,.,0.885,400,847,.,.,1247,345,675,.,.,1020,400,847,.,.,1247,345,675,.,.,1020,11,12,.,.,www.burlingtonelectric.com
2014,2599,Burt County Public Power Dist,NE,SWPP,37,4,12,.,53,0,0,0,.,0,754,39,163,.,956,0,0,0,.,0,5,0,0,.,5,3,2,3,.,8,5,0,0,.,5,3,2,3,.,8,21,11,14,.,
2014,2641,"Butler Rural El Coop Assn, Inc - (KS)",KS,SWPP,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,.,.,.,.,
2014,2643,Butler Public Power District - (NE),NE,SWPP,155,145,669,.,969,0.1,0,0,.,0.1,3080,939,8524,.,12543,0.1,0,0,.,0.1,24,2,19,.,45,5,3,5,.,13,24,2,19,.,45,5,3,5,.,13,19.87,6.47,12.74,.,
2014,2651,Butler Rural Electric Coop Inc - (OH),OH,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,2655,"Butte Electric Coop, Inc",SD,WAUE,1.3,.,.,.,1.3,0.2,.,.,.,0.2,7.3,.,.,.,7.3,0.2,.,.,.,0.2,3,.,.,.,3,8,.,.,.,8,3,.,.,.,3,8,.,.,.,8,10,.,.,.,
2014,2955,Canby Utility Board,OR,BPAT,404,237,117,.,758,.,.,.,.,.,4324,2843,1409,.,8576,.,.,.,.,.,84,28,22,.,134,15,5,4,.,24,895,342,1606,.,2843,163,62,47,.,272,10.7,12,12,.,
2014,2985,"Capital Electric Coop, Inc",ND,WAUE,1011,0,0,0,1011,0,0.1,0,0,0.1,20220,.,0,0,20220,0.1,2.3,0,0,2.4,.,2,0,0,2,144,3,0,0,147,5,32,0,0,37,144,3,0,0,147,20,20,.,.,
2014,3046,Duke Energy Progress - (NC),NC,CPLE,213027,168189,.,.,381216,29.1,35.3,.,.,64.4,1527500,1069951,.,.,2597451,29.1,35.3,.,.,64.4,23913,14068,.,.,37981,13705,4039,.,.,17744,23913,14068,.,.,37981,13705,4039,.,.,17744,7.17,6.36,.,.,
2014,3046,Duke Energy Progress - (NC),SC,CPLE,35459,27995,.,.,63454,4.8,5.8,.,.,10.6,254256,178096,.,.,432352,4.8,5.8,.,.,10.6,3980,2341,.,.,6321,2281,672,.,.,2953,3980,2341,.,.,6321,2281,672,.,.,2953,7.17,6.36,.,.,
2014,3107,Carteret-Craven El Member Corp,NC,CPLE,77,.,.,.,77,.,.,.,.,.,847,.,.,.,847,.,.,.,.,.,3,.,.,.,3,1,.,.,.,1,3,.,.,.,3,1,.,.,.,1,11,.,.,.,
2014,3203,Cedar Falls Utilities,IA,MISO,885,1134,14,.,2033,0.4,0.2,0,.,0.6,11969,20925,183,.,33077,0.2,0.1,0,.,0.3,267,358,1,.,626,95,42,0,.,137,267,358,1,.,626,95,42,0,.,138,13.53,18.46,13.165,.,https://iub.iowa.gov/energy-efficiency
2014,3205,Cedar-Knox Public Power Dist,NE,SWPP,284,43,24,.,351,.,.,.,.,.,1607,185,226,.,2018,.,.,.,.,.,16,1,2,.,19,7,5,7,.,19,16,1,2,.,19,7,5,7,.,19,18,10,10,.,
2014,3208,Cedarburg Light & Water Comm,WI,MISO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,3222,Central Alabama Electric Coop,AL,AEC,4,.,.,.,4,0.2,.,.,.,0.2,71,.,.,.,71,0.4,.,.,.,0.4,2,.,.,.,2,1,.,.,.,1,3,.,.,.,3,0,.,.,.,0,16,.,.,.,
2014,3248,Central Georgia El Member Corp,GA,SOCO,264,.,.,.,264,0.1,.,.,.,0.1,912,.,.,.,912,0.4,.,.,.,0.4,37,.,.,.,37,5,.,.,.,5,37,.,.,.,37,5,.,.,.,5,8.09,.,.,.,
2014,3258,Central Iowa Power Cooperative,IA,MISO,12600,6266,943,.,19809,2.4,0.5,0.2,.,3.1,120665,95415,11493,.,227573,2.4,0.5,0.2,.,3.1,2353,431,83,.,2867,716,131,25,.,872,2353,431,83,.,2867,716,131,25,.,872,9.576,15.229,12.193,.,
2014,3264,Central Lincoln People's Ut Dt,OR,BPAT,4393,443,184,.,5020,.,.,.,.,.,52716,5316,2208,.,60240,.,.,.,.,.,1082,78,25,.,1185,.,.,.,.,.,1082,78,25,.,1185,.,.,.,.,.,13.81,10,10.35,.,
2014,3278,AEP Texas Central Company,TX,ERCO,29272,34475,.,.,63747,8.5,8,.,.,16.5,476644,452914,.,.,929558,8.5,8,.,.,16.5,6620,4794,.,.,11414,614,435,.,.,1049,6620,4794,.,.,11414,614,435,.,.,1049,16.3,13.1,.,.,
2014,3287,"Central Valley Elec Coop, Inc",NM,SWPP,447,7,0,0,454,.,.,.,.,.,952,200,0,0,1152,.,.,.,.,.,23,1,0,0,24,.,.,.,.,.,43,1,0,0,44,.,.,.,.,.,15,20,.,.,www.cvecoop.org/content/about
2014,3295,City of Centralia - (WA),WA,BPAT,121,1416,726,.,2263,0,0.2,0.1,.,0.3,1171,16277,8714,.,26162,0.1,1.9,1,.,3,16,260,108,.,384,16,8,8,.,32,16,260,108,.,384,16,8,8,.,32,9.67,11.5,12,.,
2014,3314,"Chariton Valley Elec Coop, Inc",IA,AECI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Associated Electric Cooperative, Inc.  reports DSM"
2014,3400,City of Chaska - (MN),MN,MISO,107,363,4823,.,5293,0.1,0.1,0.6,.,0.8,1071,3630,48230,.,52931,0.1,0.1,0.6,.,0.8,32,24,307,.,363,12,29,111,.,152,32,24,307,.,363,12,10,111,.,133,10,10,10,.,
2014,3413,PUD No 1 of Chelan County,WA,CHPD,7997,1037,3702,.,12736,3,0.3,0.7,.,4,129943,15556,55524,.,201023,3,0.3,0.7,.,4,1275,204,630,.,2109,357,11,116,.,484,1275,204,630,.,2109,357,11,116,.,484,16.248,15,15,.,
2014,3420,City of Cheney - (WA),WA,AVA,363,397,167,.,927,0.1,2.1,1.3,.,3.5,10716,4041,1670,.,16427,0.1,2.1,1.3,.,3.5,74,102,14,.,190,3,4,1,.,8,74,102,14,.,190,3,4,1,.,8,29.53,10.18,10,.,
2014,3436,Cherryland Electric Coop Inc,MI,MISO,1295,3411,.,.,4706,.,.,.,.,.,12950,40932,.,.,53882,.,.,.,.,.,40,226,.,.,266,12,67,.,.,79,505,681,.,.,1186,53,178,.,.,231,10,12,.,.,
2014,3461,Cheyenne Light Fuel & Power Co,WY,WACM,1889,786,.,.,2675,1.3,0.1,.,.,1.4,28335,11790,.,.,40125,1.3,0.1,.,.,1.4,46,155,.,.,201,239,142,.,.,381,46,155,.,.,201,239,142,.,.,381,15,15,.,.,
2014,3477,City of Chicopee - (MA),MA,ISNE,118,1093,966,.,2177,0,0.3,0.2,.,0.5,1177,16400,14495,.,32072,0,0.3,0.2,.,0.5,63,314,133,.,510,31,40,41,.,112,63,314,133,.,510,31,40,41,.,112,10,15,15,.,
2014,3498,Chippewa Valley Electric Coop,WI,MISO,173,26,0,0,199,0.2,0,0,0,0.2,2535,362,0,0,2897,0.6,0,0,0,0.6,32,0,0,0,32,32,2,0,0,34,32,0,0,0,32,32,2,0,0,34,14.64,13.882,.,0,
2014,3502,"Choctawhatche Elec Coop, Inc",FL,AEC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,3503,"Choptank Electric Coop, Inc",MD,PJM,5,.,.,.,5,.,.,.,.,.,89,.,.,.,89,.,.,.,.,.,2,.,.,.,2,2,.,.,.,2,2,.,.,.,2,2,.,.,.,2,12,.,.,.,
2014,3542,Duke Energy Ohio Inc,OH,PJM,131718,66721,.,.,198439,74,102.2,.,.,176.2,525464,753723,.,.,1279187,137.6,207,.,.,344.6,5171,8345,.,.,13516,12190,1705,.,.,13895,5171,8345,.,.,13516,12190,1705,.,.,13895,3.99,11.3,.,.,
2014,3644,PUD No 1 of Clallam County,WA,BPAT,3594,573,908,.,5075,.,.,.,.,.,52923,7891,1146,.,61960,.,.,.,.,.,586,145,4,.,735,465,72,11,.,548,586,145,4,.,735,465,72,11,.,548,17.6,12.08,10.11,.,www.commerce.wa.gov/programs/energy/office/eia/pages/energyindependence.aspx 
2014,3660,PUD No 1 of Clark County - (WA),WA,BPAT,30422,19633,16661,.,66716,.,.,.,.,.,416781,223620,156114,.,796515,.,.,.,.,.,2874,2076,1652,.,6602,428,133,0,.,561,2874,2076,1652,.,6602,428,133,0,.,561,13.7,11.39,9.37,.,http://www.commerce.wa.gov/Programs/Energy/Office/EIA/Pages/EnergyIndependence.aspx
2014,3701,Clark Electric Coop - (WI),WI,MISO,637,18,.,.,655,0,0,.,.,0,9113,212,.,.,9325,0.6,0,.,.,0.6,61,1,.,.,62,20,0,.,.,20,61,1,.,.,62,20,0,.,.,20,14.316,28.444,.,.,
2014,3755,Cleveland Electric Illum Co,OH,PJM,75348,98842,53176,0,227366,10.5,10.8,5.3,0,26.6,513120,1235525,743400,0,2492045,10.5,10.8,5.3,0,26.6,6449,2814,1571,0,10834,2953,2152,1493,0,6598,6449,2814,1571,0,10834,2953,2152,1493,0,6598,6.81,12.5,13.98,0,"The website is not available until after May 15, 2015."
2014,3757,"Clay Electric Cooperative, Inc",FL,SEC,3154,.,.,.,3154,1,.,.,.,1,38899,.,.,.,38899,1,.,.,.,1,209,.,.,.,209,.,.,.,.,.,209,.,.,.,209,.,.,.,.,.,12.3,.,.,.,
2014,3762,City of Cleveland - (OH),OH,PJM,119,2550,411,.,3080,.,.,.,.,0,963,33380,6463,.,40806,0,0,0,.,0,3,129,13,.,145,239,157,286,.,682,26,1790,212,.,2028,1936,2175,4493,.,8604,8.09,13.87,15.72,.,
2014,3764,Clearwater-Polk Elec Coop Inc,MN,MISO,370,40,0,0,410,2,0.2,0,0,2.2,1850,200,0,0,2050,0.4,0.1,0,0,0.5,34,3,0,0,37,19,7,0,0,26,47,2,0,0,49,25,6,0,0,31,4.91,0.49,0,0,www.clearwater-polk.com
2014,3828,Cloverland Electric Co-op,MI,MISO,3002,4874,.,.,7876,.,.,.,.,.,36025,58492,.,.,94517,.,.,.,.,.,179,.,.,.,179,1,0,.,.,1,2147,3,.,.,2150,3,5,.,.,8,12,12,.,.,cloverland.com
2014,3841,Coast Electric Power Assn,MS,SOCO,2837,28,.,.,2865,0.8,0,.,.,0.8,26310,423,.,.,26733,0.8,0,.,.,0.8,207,8,.,.,215,170,2,.,.,172,207,8,.,.,215,170,2,.,.,172,15,15,15,15,
2014,3915,Coldwater Board of Public Util,MI,MISO,219,509,2288,.,3016,.,.,.,.,.,1533,5090,22880,.,29503,.,.,.,.,.,35,31,159,.,225,11,10,51,.,72,35,31,159,.,225,11,10,51,.,72,7,10,10,.,www.coldwater.org
2014,3916,Cobb Electric Membership Corp,GA,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2014,3940,City of College Station - (TX),TX,ERCO,821,118,.,.,939,0.7,0,.,.,0.7,10684,1529,.,.,12213,0.7,0,.,.,0.7,224,3,.,.,227,67,3,.,.,70,224,3,.,.,227,67,3,.,.,70,13,13,.,.,
2014,3989,City of Colorado Springs - (CO),CO,WACM,23828,12046,0,0,35874,4.3,2.5,0,0,6.8,216420,120833,0,0,337253,4.3,2.5,0,0,6.8,979,1105,0,0,2084,744,95,0,0,839,979,1105,0,0,2084,744,95,0,0,839,9.1,10,0,0,
2014,4003,City of Colton - (CA),CA,CISO,755,319,162,.,1236,0.3,0.2,0,.,0.5,7038,3041,1994,.,12073,1.6,0.3,0.3,.,2.2,139,10,9,.,158,0,11,0,.,11,180,13,12,.,205,0,0,0,.,0,8,8,10,.,www.coltononline.com
2014,4008,Columbia Power Coop Assn Inc,OR,BPAT,32,4,108,.,144,.,.,.,.,.,319,38,1076,.,1433,.,.,.,.,.,12,1,10,.,23,.,.,.,.,.,12,1,10,.,23,.,.,.,.,.,10,10,10,.,
2014,4045,City of Columbia - (MO),MO,MISO,946,1791,.,.,2737,0.3,0.4,.,.,0.7,9460,17910,.,.,27370,0.3,0.4,.,.,0.7,423,134,.,.,557,231,.,.,.,231,423,134,.,.,557,231,.,.,.,231,10,10,.,.,
2014,4065,City of Columbus - (OH),OH,PJM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,
2014,4073,City of Columbus - (WI),WI,MISO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,4110,Commonwealth Edison Co,IL,PJM,826615,828486,.,.,1655101,86.2,144.9,.,.,231.1,4057960,7419702,.,.,11477662,86.2,144.9,.,.,231.1,27606,54009,.,.,81615,15688,22732,.,.,38420,27606,54009,.,.,81615,15688,22732,.,.,38420,4.91,8.96,.,.,http://www.ilsag.info/evaluation-documents.html
2014,4147,Town of Concord - (MA),MA,ISNE,84,339,.,.,423,0,0.1,.,.,0.1,1106,4404,.,.,5510,0,0.1,.,.,0.1,28,33,.,.,61,2,45,.,.,47,28,33,.,.,61,2,45,.,.,47,13.15,13,.,.,not available on the web.
