Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Number of,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Types of Program,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
,,,,Customers Enrolled,,,,,Time of Use Pricing,,,,Real Time Pricing,,,,Variable Peak Pricing,,,,Critical Peak Pricing,,,,Critical Peak Rebate,,,
Data Year,Utility Number,Utility Name,State,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Residential,Commercial,Industrial,Transportation,Residential,Commercial,Industrial,Transportation,Residential,Commercial,Industrial,Transportation,Residential,Commercial,Industrial,Transportation
2014,5763,City of Elizabethton - (TN),TN,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,5773,City of Elk River,MN,5,0,0,0,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,5860,Empire District Electric Co,KS,0,0,2,0,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
2014,5860,Empire District Electric Co,MO,0,27,18,0,45,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N
2014,5860,Empire District Electric Co,OK,0,1,1,0,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N
2014,5953,"Entergy Solutions, Ltd",MA,.,.,1,.,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,5961,Town of Erwin - (TN),TN,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,5964,"Escambia River Elec Coop, Inc",FL,.,6,.,.,.,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,5997,Town of Estes Park,CO,278,24,.,.,302,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6008,City of Etowah,TN,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6043,City of Evansville,WI,0,11,1,0,12,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6112,"Farmers Electric Coop, Inc - (IA)",IA,.,.,1,.,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2014,6182,"Farmers Electric Coop, Inc - (TX)",TX,.,.,.,.,.,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6198,"Farmers Electric Coop, Inc - (NM)",NM,.,.,.,.,.,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6234,City of Fayetteville,TN,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6235,Public Works Comm-City of Fayetteville,NC,0,0,5,0,5,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6374,Fitchburg Gas & Elec Light Co,MA,.,.,26,.,26,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6395,Flathead Electric Coop Inc,MT,0,28,86,0,114,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6411,Flint Electric Membership Corp,GA,0,168,.,.,168,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
2014,6422,City of Florence - (AL),AL,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6424,Florence Utility Comm,WI,7,2,0,0,9,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6431,"Flint Hills Rural E C A, Inc",KS,305,30,9,.,344,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N
2014,6455,"Duke Energy Florida, Inc",FL,32,11276,396,0,11704,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6457,Florida Public Utilities Co,FL,5,1,.,.,6,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6608,Fort Loudoun Electric Coop,TN,0,1,2,0,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6612,Fort Payne Improvement Authority,AL,0,1,1,0,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6640,Four County Elec Member Corp,NC,32,0,0,0,32,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6641,4-County Electric Power Assn,MS,0,783,1,0,784,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6717,Franklin Electric Coop - (AL),AL,0,1,0,0,1,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6718,City of Franklin - (KY),KY,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6840,City of Fulton - (KY),KY,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6909,Gainesville Regional Utilities,FL,.,9,1,.,10,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6923,City of Gallatin - (TN),TN,0,2,1,0,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6930,City of Gallup - (NM),NM,.,1,1,.,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,6949,City of Gardner - (KS),KS,.,.,.,.,.,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7027,City of Gastonia - (NC),NC,.,28,14,.,42,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2014,7096,City of Geneva- (IL),IL,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7140,Georgia Power Co,GA,11945,13946,1462,1,27354,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
2014,7174,Gibson Electric Members Corp,TN,0,5408,1,0,5409,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7270,City of Glasgow - (KY),KY,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7279,"NextEra Energy Services, LLC",CT,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7279,"NextEra Energy Services, LLC",DC,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7279,"NextEra Energy Services, LLC",DE,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7279,"NextEra Energy Services, LLC",IL,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7279,"NextEra Energy Services, LLC",MA,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7279,"NextEra Energy Services, LLC",MD,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7279,"NextEra Energy Services, LLC",ME,0,1,0,0,1,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7279,"NextEra Energy Services, LLC",NH,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7279,"NextEra Energy Services, LLC",NJ,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7279,"NextEra Energy Services, LLC",NY,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7279,"NextEra Energy Services, LLC",OH,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7279,"NextEra Energy Services, LLC",PA,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7279,"NextEra Energy Services, LLC",RI,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7279,"NextEra Energy Services, LLC",TX,0,9,0,0,9,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7294,City of Glendale - (CA),CA,561,6,.,.,567,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7411,City of Gothenburg - (NE),NE,.,.,4,.,4,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7456,Graham County Electric Coop Inc,AZ,1,.,.,.,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7483,City of Grand Haven - (MI),MI,.,.,.,.,.,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7563,Grand Valley Power,CO,4,.,32,.,36,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7625,City of Greeneville - (TN),TN,0,1,1,0,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7752,Guadalupe Valley Elec Coop Inc,TX,.,90,1,.,91,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7801,Gulf Power Co,FL,14381,862,83,.,15326,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2014,7826,City of Gunnison - (CO),CO,16,0,0,0,16,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,7827,Guntersville Electric Board,AL,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8122,Harlan Municipal Utilities - (IA),IA,.,12,1,.,13,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8147,City of Harriman - (TN),TN,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8179,Harrison County Rural E M C,IN,158,.,.,.,158,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8212,Hartford Electric,WI,0,26,7,0,33,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8226,City of Hartselle,AL,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8287,Hawaii Electric Light Co Inc,HI,29,57,.,.,86,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8298,Hawkeye Tri-County El Coop Inc,IA,.,8,2,.,10,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8319,Heartland Power Coop,IA,6,26,8,0,40,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8333,Haywood Electric Member Corp,NC,14,6,.,.,20,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8348,City of Healdsburg - (CA),CA,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8447,Hendricks County Rural E M C,IN,12,1,1,.,14,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8548,City of Hickman,KY,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8566,High Plains Power Inc,WY,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8570,Highline Electric Assn,CO,7,.,.,.,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8571,Town of High Point,NC,.,176,27,.,203,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N
2014,8574,"Jackson Electric Coop, Inc - (WI)",WI,1,.,.,.,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8699,Inland Power & Light Company,WA,.,.,162,.,162,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8723,City of Holland,MI,.,1,1,.,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8748,City of Holly Springs,MS,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8764,"Holston Electric Coop, Inc",TN,0,0,2,0,2,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8773,"Holy Cross Electric Assn, Inc",CO,72,0,0,0,72,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8846,City of Hopkinsville,KY,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8901,CenterPoint Energy,TX,.,.,.,.,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,8924,Howard Greeley Rural P P D,NE,.,.,.,.,.,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9023,City of Humboldt,TN,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9087,Town of Huntersville - (NC),NC,.,.,1,.,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9094,City of Huntsville - (AL),AL,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9124,Hustisford Utilities,WI,4,10,0,0,14,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9128,Hurricane Power Committee,UT,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9187,City of Idaho Falls - (ID),ID,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9191,Idaho Power Co,ID,1406,204,112,0,1722,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9191,Idaho Power Co,OR,0,7,6,0,13,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9216,Imperial Irrigation District,CA,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9231,City of Independence - (MO),MO,.,.,.,.,.,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9273,Indianapolis Power & Light Co,IN,103,5,5,0,113,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9275,Indianola Municipal Utilities,IA,36,.,.,.,36,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9324,Indiana Michigan Power Co,IN,13717,1796,78,.,15591,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9324,Indiana Michigan Power Co,MI,6133,459,65,.,6657,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9336,Intermountain Rural Elec Assn,CO,60,49,23,.,132,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9417,Interstate Power and Light Co,IA,16290,5318,297,.,21905,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9417,Interstate Power and Light Co,MN,132,19,11,.,162,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9425,Iowa Lakes Electric Coop,IA,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9576,Jackson County Rural E M C - (IN),IN,29,.,.,.,29,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9601,Jackson Electric Member Corp - (GA),GA,500,94,1,.,595,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2014,9612,City of Jackson - (TN),TN,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9617,JEA,FL,0,144,9,0,153,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9690,Jefferson Utilities,WI,0,14,4,0,18,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9697,City of Jellico,KY,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9697,City of Jellico,TN,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9699,"Jemez Mountains Elec Coop, Inc",NM,278,23,0,0,301,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9726,Jersey Central Power & Lt Co,NJ,18968,312,84,1,19365,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
2014,9739,Joe Wheeler Elec Member Corp,AL,0,2,4,0,6,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9750,Jo-Carroll Energy Coop Inc,IL,.,.,18,.,18,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9777,Johnson City - (TN),TN,0,1,4,0,5,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9778,Johnson County Rural E M C,IN,7,6,2,.,15,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,9936,Juneau Utility Comm,WI,0,7,2,0,9,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10000,Kansas City Power & Light Co,KS,56,0,0,0,56,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10000,Kansas City Power & Light Co,MO,147,19,0,0,166,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10005,Kansas Gas & Electric Co,KS,10,248,.,.,258,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10012,Kay Electric Coop,OK,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10019,Kaw Valley Electric Coop Inc,KS,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10056,City of Kaukauna,WI,24,59,9,0,92,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10066,K C Electric Association,CO,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10171,Kentucky Utilities Co,KY,9,232,358,0,599,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10171,Kentucky Utilities Co,VA,0,8,11,0,19,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10324,City of Kings Mountain - (NC),NC,.,.,.,.,.,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10331,Kingsport Power Co,TN,23,5,0,0,28,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10376,Kissimmee Utility Authority,FL,.,54,1,.,55,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10378,"Kit Carson Electric Coop, Inc",NM,.,.,.,.,.,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10421,Knoxville Utilities Board,TN,0,3,0,0,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10448,Kosciusko County Rural E M C,IN,.,.,3,.,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10539,"La Plata Electric Assn, Inc",CO,2148,104,.,.,2252,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10550,McCook Public Power District,NE,.,.,2,.,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10579,City of LaFollette,TN,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10595,City of Lake City - (MN),MN,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10599,"Lake Region Electric Coop, Inc - (OK)",OK,0,3,1,0,4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10605,Lake Mills Light & Water,WI,2,12,0,0,14,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10623,City of Lakeland - (FL),FL,2646,62,12,.,2720,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10702,Borough of Lansdale,PA,379,98,.,.,477,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10768,"Laurens Electric Coop, Inc",SC,5,58,.,.,63,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10770,City of Laurinburg - (NC),NC,18,.,.,.,18,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10799,City of Lawrenceburg,TN,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10814,City of Le Sueur - (MN),MN,.,.,1,.,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10906,City of Lenoir - (TN),TN,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10908,City of Lenox - (IA),IA,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10960,City of Lewisburg - (TN),TN,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,10968,City of Lexington - (TN),TN,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11018,Lincoln Electric System,NE,0,3,1,0,4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11053,Linn County REC,IA,41,182,1,.,224,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11085,Town of Littleton - (MA),MA,.,.,25,.,25,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11124,City of Lodi - (CA),CA,.,.,30,.,30,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11125,City of Lodi - (WV),WI,9,7,0,0,16,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11171,Long Island Power Authority,NY,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11187,City of Longmont,CO,.,.,7,.,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2014,11200,"Lorain-Medina R E C, Inc",OH,14623,1436,13,.,16072,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11208,Los Angeles Department of Water & Power,CA,7156,19481,1682,.,28319,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11222,Loudon Utilities Board,TN,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11247,Louisville Electric System,MS,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11249,Louisville Gas & Electric Co,KY,19,265,122,.,406,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11256,City of Loveland - (CO),CO,29987,3934,368,.,34289,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11458,City of Macon - (MS),MS,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11479,Madison Gas & Electric Co,WI,541,4130,25,0,4696,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11571,Manitowoc Public Utilities,WI,5,0,80,0,85,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11713,City of Marshall - (MI),MI,.,.,.,.,.,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11714,Marshall-De Kalb Electric Coop,AL,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11731,City of Marshall - (MN),MN,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11740,City of Marshfield - (WI),WI,0,0,57,0,57,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11770,City of Martinsville - (VA),VA,.,3,1,.,4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11788,Consumers Energy,IA,223,21,2,.,246,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11789,Maryville Utilities,TN,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11843,Maui Electric Co Ltd,HI,34,.,.,.,34,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11871,City of Mayfield Plant Board,KY,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,11910,McLeod Cooperative Power Assn,MN,.,.,3,.,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2014,12186,McMinnville Electric System,TN,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,12199,Montana-Dakota Utilities Co,MT,.,1,8,.,9,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,12199,Montana-Dakota Utilities Co,ND,13,34,9,.,56,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,12208,City of McPherson - (KS),KS,.,32,1,.,33,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,12260,Mecklenburg Electric Cooperative,VA,.,.,4,.,4,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2014,12268,"Medina Electric Coop, Inc",TX,.,.,2,.,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2014,12298,City of Menasha - (WI),WI,25,56,10,0,91,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
