"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MD1","OD1","REM"
"99725599999","2023-01-01T00:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","080,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0014,1","+0007,1","10121,1",,"5,99,0021,1,999","SYN068CMTI2 46/// /0803 10014 20007 40121 90030 333 91204 555 11003 22003="
"99725599999","2023-01-01T01:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","100,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0014,1","+0007,1","10122,1",,"5,99,0021,1,999","SYN068CMTI2 46/// /1003 10014 20007 40122 90036 333 91204 555 11003 22003="
"99725599999","2023-01-01T02:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","140,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0021,1","+0015,1","10125,1",,"5,99,0026,1,999","SYN068CMTI2 46/// /1403 10021 20015 40125 90136 333 91205 555 11003 22003="
"99725599999","2023-01-01T03:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","120,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0020,1","+0008,1","10116,1","8,1,003,1,+999,9","5,99,0036,1,999","SYN074CMTI2 46/// /1205 10020 20008 40116 58003 90300 333 91207 555 11005 22005="
"99725599999","2023-01-01T04:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","160,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0019,1","+0010,1","10115,1",,"5,99,0036,1,999","SYN068CMTI2 46/// /1603 10019 20010 40115 90406 333 91207 555 11003 22003="
"99725599999","2023-01-01T05:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","050,1,N,0005,1","99999,9,9,N","999999,9,9,9","+0018,1","+0011,1","10115,1","6,1,009,1,+999,9","5,99,0005,1,999","SYN074CMTI2 46/// /0501 10018 20011 40115 56009 90500 333 91201 555 11001 22001="
"99725599999","2023-01-01T06:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","110,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0017,1","+0012,1","10109,1","8,1,007,1,+999,9","5,99,0010,1,999","SYN074CMTI2 46/// /1102 10017 20012 40109 58007 90600 333 91202 555 11002 22002="
"99725599999","2023-01-01T07:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","140,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0024,1","+0019,1","10104,1","8,1,009,1,+999,9","5,99,0031,1,999","SYN074CMTI2 46/// /1404 10024 20019 40104 58009 90700 333 91206 555 11004 22004="
"99725599999","2023-01-01T08:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","170,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0030,1","+0024,1","10109,1","5,1,006,1,+999,9","5,99,0031,1,999","SYN074CMTI2 46/// /1704 10030 20024 40109 55006 90800 333 91206 555 11004 22004="
"99725599999","2023-01-01T09:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","190,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0033,1","+0029,1","10104,1","7,1,005,1,+999,9","5,99,0026,1,999","SYN074CMTI2 46/// /1903 10033 20029 40104 57005 90900 333 91205 555 11003 22004="
