,|Data Year|,|Utility Number|,|Utility Name|,|Short Form|,|State|,|County|
143,2021,12070,McDonough Power Coop,Y,IL,Henderson
144,2021,12070,McDonough Power Coop,Y,IL,Knox
145,2021,12070,McDonough Power Coop,Y,IL,McDonough
146,2021,12070,McDonough Power Coop,Y,IL,Schuyler
147,2021,12070,McDonough Power Coop,Y,IL,Warren
148,2021,12167,City of McLeansboro - (IL),Y,IL,Hamilton
149,2021,12341,MidAmerican Energy Co,,IL,Henry
150,2021,12341,MidAmerican Energy Co,,IL,Mercer
151,2021,12341,MidAmerican Energy Co,,IL,Rock Island
152,2021,12388,City of Metropolis - (IL),Y,IL,Massac
153,2021,12395,Menard Electric Coop,,IL,Cass
154,2021,12395,Menard Electric Coop,,IL,Logan
155,2021,12395,Menard Electric Coop,,IL,Macon
156,2021,12395,Menard Electric Coop,,IL,Mason
157,2021,12395,Menard Electric Coop,,IL,Menard
158,2021,12395,Menard Electric Coop,,IL,Morgan
159,2021,12395,Menard Electric Coop,,IL,Sangamon
160,2021,12395,Menard Electric Coop,,IL,Tazewell
161,2021,12803,"Monroe County Elec Coop, Inc",Y,IL,Monroe
162,2021,12803,"Monroe County Elec Coop, Inc",Y,IL,Randolph
163,2021,12803,"Monroe County Elec Coop, Inc",Y,IL,St Clair
164,2021,13032,Mt Carmel Public Utility Co,,IL,Wabash
165,2021,13208,City of Naperville - (IL),,IL,DuPage
166,2021,13208,City of Naperville - (IL),,IL,Will
167,2021,13292,Norris Electric Coop,,IL,Clark
168,2021,13292,Norris Electric Coop,,IL,Clay
169,2021,13292,Norris Electric Coop,,IL,Crawford
170,2021,13292,Norris Electric Coop,,IL,Cumberland
171,2021,13292,Norris Electric Coop,,IL,Effingham
172,2021,13292,Norris Electric Coop,,IL,Jasper
173,2021,13292,Norris Electric Coop,,IL,Lawrence
174,2021,13292,Norris Electric Coop,,IL,Richland
175,2021,13292,Norris Electric Coop,,IL,Shelby
176,2021,13292,Norris Electric Coop,,IL,Wabash
177,2021,13560,City of Newton - (IL),Y,IL,Jasper
178,2021,13993,City of Oglesby - (IL),Y,IL,LaSalle
179,2021,14840,City of Peru - (IL),,IL,LaSalle
180,2021,15388,City of Princeton - (IL),Y,IL,Bureau
181,2021,15686,Village of Rantoul - (IL),Y,IL,Champaign
182,2021,15772,City of Red Bud - (IL),Y,IL,Randolph
183,2021,16092,Village of Riverton - (IL),Y,IL,Sangamon
184,2021,16179,Rochelle Municipal Utilities,,IL,Lee
185,2021,16179,Rochelle Municipal Utilities,,IL,Ogle
186,2021,16196,Rock Energy Cooperative,,IL,Boone
187,2021,16196,Rock Energy Cooperative,,IL,McHenry
188,2021,16196,Rock Energy Cooperative,,IL,Stephenson
189,2021,16196,Rock Energy Cooperative,,IL,Winnebago
190,2021,16198,City of Rock Falls - (IL),Y,IL,Whiteside
191,2021,16269,City of Roodhouse - (IL),Y,IL,Greene
192,2021,16420,Rural Electric Conven Coop,Y,IL,Christian
193,2021,16420,Rural Electric Conven Coop,Y,IL,Macoupin
194,2021,16420,Rural Electric Conven Coop,Y,IL,Montgomery
195,2021,16420,Rural Electric Conven Coop,Y,IL,Morgan
196,2021,16420,Rural Electric Conven Coop,Y,IL,Sangamon
197,2021,16740,Scenic Rivers Energy Coop,,IL,Jo Daviess
198,2021,16740,Scenic Rivers Energy Coop,,IL,Stephenson
199,2021,17040,"Shelby Electric Coop, Inc",,IL,Christian
200,2021,17040,"Shelby Electric Coop, Inc",,IL,Cumberland
201,2021,17040,"Shelby Electric Coop, Inc",,IL,Effingham
202,2021,17040,"Shelby Electric Coop, Inc",,IL,Fayette
203,2021,17040,"Shelby Electric Coop, Inc",,IL,Macon
204,2021,17040,"Shelby Electric Coop, Inc",,IL,Montgomery
205,2021,17040,"Shelby Electric Coop, Inc",,IL,Moultrie
206,2021,17040,"Shelby Electric Coop, Inc",,IL,Sangamon
207,2021,17040,"Shelby Electric Coop, Inc",,IL,Shelby
208,2021,17585,"Southeastern IL Elec Coop, Inc",,IL,Franklin
209,2021,17585,"Southeastern IL Elec Coop, Inc",,IL,Gallatin
210,2021,17585,"Southeastern IL Elec Coop, Inc",,IL,Hamilton
211,2021,17585,"Southeastern IL Elec Coop, Inc",,IL,Hardin
212,2021,17585,"Southeastern IL Elec Coop, Inc",,IL,Johnson
213,2021,17585,"Southeastern IL Elec Coop, Inc",,IL,Massac
214,2021,17585,"Southeastern IL Elec Coop, Inc",,IL,Pope
215,2021,17585,"Southeastern IL Elec Coop, Inc",,IL,Saline
216,2021,17585,"Southeastern IL Elec Coop, Inc",,IL,White
217,2021,17585,"Southeastern IL Elec Coop, Inc",,IL,Williamson
218,2021,17631,Southern Illinois Elec Coop,Y,IL,Alexander
219,2021,17631,Southern Illinois Elec Coop,Y,IL,Jackson
220,2021,17631,Southern Illinois Elec Coop,Y,IL,Johnson
221,2021,17631,Southern Illinois Elec Coop,Y,IL,Massac
222,2021,17631,Southern Illinois Elec Coop,Y,IL,Pope
223,2021,17631,Southern Illinois Elec Coop,Y,IL,Pulaski
224,2021,17631,Southern Illinois Elec Coop,Y,IL,Union
225,2021,17631,Southern Illinois Elec Coop,Y,IL,Williamson
226,2021,17697,Southwestern Electric Coop Inc - (IL),,IL,Bond
227,2021,17697,Southwestern Electric Coop Inc - (IL),,IL,Clay
228,2021,17697,Southwestern Electric Coop Inc - (IL),,IL,Clinton
229,2021,17697,Southwestern Electric Coop Inc - (IL),,IL,Effingham
230,2021,17697,Southwestern Electric Coop Inc - (IL),,IL,Fayette
231,2021,17697,Southwestern Electric Coop Inc - (IL),,IL,Macoupin
232,2021,17697,Southwestern Electric Coop Inc - (IL),,IL,Madison
233,2021,17697,Southwestern Electric Coop Inc - (IL),,IL,Marion
234,2021,17697,Southwestern Electric Coop Inc - (IL),,IL,Montgomery
235,2021,17697,Southwestern Electric Coop Inc - (IL),,IL,Shelby
236,2021,17697,Southwestern Electric Coop Inc - (IL),,IL,St Clair
237,2021,17828,City of Springfield - (IL),,IL,Sangamon
238,2021,17838,"Spoon River Electric Coop, Inc",Y,IL,Fulton
239,2021,17838,"Spoon River Electric Coop, Inc",Y,IL,Knox
240,2021,17838,"Spoon River Electric Coop, Inc",Y,IL,McDonough
241,2021,17838,"Spoon River Electric Coop, Inc",Y,IL,Peoria
242,2021,17838,"Spoon River Electric Coop, Inc",Y,IL,Schuyler
243,2021,17860,City of St Charles - (IL),,IL,DuPage
244,2021,17860,City of St Charles - (IL),,IL,Kane
245,2021,18277,City of Sullivan - (IL),Y,IL,Moultrie
246,2021,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Clay
247,2021,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Clinton
248,2021,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Franklin
249,2021,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Hamilton
250,2021,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Jefferson
251,2021,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Marion
252,2021,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Perry
253,2021,18955,"Tri-County Electric Coop, Inc (IL)",,IL,St Clair
254,2021,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Washington
255,2021,18955,"Tri-County Electric Coop, Inc (IL)",,IL,Wayne
256,2021,20180,City of Waterloo - (IL),Y,IL,Monroe
257,2021,20222,Wayne-White Counties Elec Coop,,IL,Clay
258,2021,20222,Wayne-White Counties Elec Coop,,IL,Edwards
259,2021,20222,Wayne-White Counties Elec Coop,,IL,Franklin
260,2021,20222,Wayne-White Counties Elec Coop,,IL,Gallatin
261,2021,20222,Wayne-White Counties Elec Coop,,IL,Hamilton
262,2021,20222,Wayne-White Counties Elec Coop,,IL,Jefferson
263,2021,20222,Wayne-White Counties Elec Coop,,IL,Marion
264,2021,20222,Wayne-White Counties Elec Coop,,IL,Richland
265,2021,20222,Wayne-White Counties Elec Coop,,IL,Wabash
266,2021,20222,Wayne-White Counties Elec Coop,,IL,Wayne
267,2021,20222,Wayne-White Counties Elec Coop,,IL,White
268,2021,20824,Village of Winnetka - (IL),Y,IL,Cook
269,2021,29296,Western Illinois Elec Coop,Y,IL,Adams
270,2021,29296,Western Illinois Elec Coop,Y,IL,Hancock
271,2021,29296,Western Illinois Elec Coop,Y,IL,Henderson
272,2021,29296,Western Illinois Elec Coop,Y,IL,McDonough
273,2021,40367,Village of Ladd - (IL),Y,IL,Bureau
274,2021,56697,Ameren Illinois Company,,IL,Adams
275,2021,56697,Ameren Illinois Company,,IL,Alexander
276,2021,56697,Ameren Illinois Company,,IL,Bond
277,2021,56697,Ameren Illinois Company,,IL,Brown
278,2021,56697,Ameren Illinois Company,,IL,Bureau
279,2021,56697,Ameren Illinois Company,,IL,Calhoun
280,2021,56697,Ameren Illinois Company,,IL,Cass
281,2021,56697,Ameren Illinois Company,,IL,Champaign
282,2021,56697,Ameren Illinois Company,,IL,Christian
283,2021,56697,Ameren Illinois Company,,IL,Clark
284,2021,56697,Ameren Illinois Company,,IL,Clay
285,2021,56697,Ameren Illinois Company,,IL,Clinton
286,2021,56697,Ameren Illinois Company,,IL,Coles
287,2021,56697,Ameren Illinois Company,,IL,Crawford
288,2021,56697,Ameren Illinois Company,,IL,Cumberland
289,2021,56697,Ameren Illinois Company,,IL,DeWitt
290,2021,56697,Ameren Illinois Company,,IL,Douglas
291,2021,56697,Ameren Illinois Company,,IL,Edgar
292,2021,56697,Ameren Illinois Company,,IL,Edwards
293,2021,56697,Ameren Illinois Company,,IL,Effingham
294,2021,56697,Ameren Illinois Company,,IL,Fayette
295,2021,56697,Ameren Illinois Company,,IL,Ford
296,2021,56697,Ameren Illinois Company,,IL,Franklin
297,2021,56697,Ameren Illinois Company,,IL,Fulton
298,2021,56697,Ameren Illinois Company,,IL,Gallatin
299,2021,56697,Ameren Illinois Company,,IL,Greene
300,2021,56697,Ameren Illinois Company,,IL,Hancock
301,2021,56697,Ameren Illinois Company,,IL,Henderson
302,2021,56697,Ameren Illinois Company,,IL,Henry
303,2021,56697,Ameren Illinois Company,,IL,Iroquois
304,2021,56697,Ameren Illinois Company,,IL,Jackson
305,2021,56697,Ameren Illinois Company,,IL,Jasper
306,2021,56697,Ameren Illinois Company,,IL,Jefferson
307,2021,56697,Ameren Illinois Company,,IL,Jersey
308,2021,56697,Ameren Illinois Company,,IL,Johnson
309,2021,56697,Ameren Illinois Company,,IL,Kendall
310,2021,56697,Ameren Illinois Company,,IL,Knox
311,2021,56697,Ameren Illinois Company,,IL,LaSalle
312,2021,56697,Ameren Illinois Company,,IL,Lawrence
313,2021,56697,Ameren Illinois Company,,IL,Livingston
314,2021,56697,Ameren Illinois Company,,IL,Logan
315,2021,56697,Ameren Illinois Company,,IL,Macon
316,2021,56697,Ameren Illinois Company,,IL,Macoupin
317,2021,56697,Ameren Illinois Company,,IL,Madison
318,2021,56697,Ameren Illinois Company,,IL,Marion
319,2021,56697,Ameren Illinois Company,,IL,Marshall
320,2021,56697,Ameren Illinois Company,,IL,Mason
321,2021,56697,Ameren Illinois Company,,IL,Massac
322,2021,56697,Ameren Illinois Company,,IL,McDonough
323,2021,56697,Ameren Illinois Company,,IL,McLean
324,2021,56697,Ameren Illinois Company,,IL,Menard
325,2021,56697,Ameren Illinois Company,,IL,Mercer
326,2021,56697,Ameren Illinois Company,,IL,Monroe
327,2021,56697,Ameren Illinois Company,,IL,Montgomery
328,2021,56697,Ameren Illinois Company,,IL,Morgan
329,2021,56697,Ameren Illinois Company,,IL,Moultrie
330,2021,56697,Ameren Illinois Company,,IL,Peoria
331,2021,56697,Ameren Illinois Company,,IL,Perry
332,2021,56697,Ameren Illinois Company,,IL,Piatt
333,2021,56697,Ameren Illinois Company,,IL,Pike
334,2021,56697,Ameren Illinois Company,,IL,Pulaski
335,2021,56697,Ameren Illinois Company,,IL,Putnam
336,2021,56697,Ameren Illinois Company,,IL,Randolph
337,2021,56697,Ameren Illinois Company,,IL,Richland
338,2021,56697,Ameren Illinois Company,,IL,Saline
339,2021,56697,Ameren Illinois Company,,IL,Sangamon
340,2021,56697,Ameren Illinois Company,,IL,Schuyler
341,2021,56697,Ameren Illinois Company,,IL,Scott
342,2021,56697,Ameren Illinois Company,,IL,Shelby
343,2021,56697,Ameren Illinois Company,,IL,St Clair
344,2021,56697,Ameren Illinois Company,,IL,Stark
345,2021,56697,Ameren Illinois Company,,IL,Tazewell
346,2021,56697,Ameren Illinois Company,,IL,Union
347,2021,56697,Ameren Illinois Company,,IL,Vermilion
348,2021,56697,Ameren Illinois Company,,IL,Wabash
349,2021,56697,Ameren Illinois Company,,IL,Warren
350,2021,56697,Ameren Illinois Company,,IL,Washington
351,2021,56697,Ameren Illinois Company,,IL,Wayne
352,2021,56697,Ameren Illinois Company,,IL,White
353,2021,56697,Ameren Illinois Company,,IL,Williamson
354,2021,56697,Ameren Illinois Company,,IL,Woodford
