,|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..Part|,|Utility Characteristics..Service Type|,"|Utility Characteristics..""Data Type O = Observed I = Imputed""|",|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|Utility Characteristics.BA Code|,|RESIDENTIAL.Revenues.Thousand Dollars|,|RESIDENTIAL.Sales.Megawatthours|,|RESIDENTIAL.Customers.Count|,|COMMERCIAL.Revenues.Thousand Dollars|,|COMMERCIAL.Sales.Megawatthours|,|COMMERCIAL.Customers.Count|,|INDUSTRIAL.Revenues.Thousand Dollars|,|INDUSTRIAL.Sales.Megawatthours|,|INDUSTRIAL.Customers.Count|,|TRANSPORTATION.Revenues.Thousand Dollars|,|TRANSPORTATION.Sales.Megawatthours|,|TRANSPORTATION.Customers.Count|,|TOTAL.Revenues.Thousand Dollars|,|TOTAL.Sales.Megawatthours|,|TOTAL.Customers.Count|
31,2021,17697.0,Southwestern Electric Coop Inc - (IL),A,Bundled,O,IL,Cooperative,MISO,"43,600.9","332,883","23,242","11,682.6","96,471",599,"4,057.0","11,275",7,.,.,.,"59,340.5","440,629","23,848"
32,2021,17710.0,"Spark Energy, LP",B,Energy,O,IL,Retail Power Marketer,MISO,"30,826.0","210,078","32,380","1,108.0","9,190",805,0.0,0,0,0.0,0,0,"31,934.0","219,268","33,185"
33,2021,17828.0,City of Springfield - (IL),A,Bundled,O,IL,Municipal,MISO,"72,513.7","628,902","60,100","110,290.9","892,265","11,696",.,.,.,.,.,.,"182,804.6","1,521,167","71,796"
34,2021,17860.0,City of St Charles - (IL),A,Bundled,O,IL,Municipal,PJM,"18,175.1","124,461","13,915","21,906.2","169,625","2,237","19,729.9","204,475",41,0.0,0,.,"59,811.2","498,561","16,193"
35,2021,18193.0,Direct Energy Business,B,Energy,O,IL,Retail Power Marketer,MISO,.,.,.,"390,997.7","7,082,596","17,625","7,783.6","141,090",762,.,.,.,"398,781.3","7,223,686","18,387"
36,2021,18955.0,"Tri-County Electric Coop, Inc (IL)",A,Bundled,O,IL,Cooperative,MISO,"32,900.7","234,326","16,117","3,863.3","33,579",348,"10,140.9","111,880",48,.,.,.,"46,904.9","379,785","16,513"
37,2021,19107.0,ENGIE Resources LLC,B,Energy,O,IL,Retail Power Marketer,MISO,0.0,0,0,"192,264.1","2,596,920",498,"60,715.0","820,080",157,0.0,0,0,"252,979.1","3,417,000",655
38,2021,20222.0,Wayne-White Counties Elec Coop,A,Bundled,O,IL,Cooperative,MISO,"22,860.4","152,158","11,981","7,991.0","70,200","1,534","10,782.1","161,618",169,.,.,.,"41,633.5","383,976","13,684"
39,2021,49730.0,American PowerNet,B,Energy,O,IL,Retail Power Marketer,PJM,0.0,0,0,"21,157.5","399,321",4,0.0,0,0,0.0,0,0,"21,157.5","399,321",4
40,2021,50046.0,"Texas Retail Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,0.0,0,0,"16,122.9","301,801",122,0.0,0,0,0.0,0,0,"16,122.9","301,801",122
41,2021,50046.0,"Texas Retail Energy, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,0.0,0,0,"8,308.7","204,885",91,0.0,0,0,0.0,0,0,"8,308.7","204,885",91
42,2021,54820.0,Direct Energy Services,B,Energy,O,IL,Retail Power Marketer,MISO,"37,257.3","314,779","37,824","15,259.8","167,615","9,164",.,.,.,.,.,.,"52,517.1","482,394","46,988"
43,2021,54862.0,Champion Energy Services,B,Energy,O,IL,Retail Power Marketer,MISO,0.0,0,0,"22,724.1","485,646",378,0.0,0,0,0.0,0,0,"22,724.1","485,646",378
44,2021,55722.0,AEP Energy,B,Energy,O,IL,Retail Power Marketer,PJM,"23,531.4","377,106","34,024","484,111.6","6,959,340","27,791",0.0,0,0,0.0,0,0,"507,643.0","7,336,446","61,815"
45,2021,55781.0,Liberty Power Corp.,B,Energy,O,IL,Retail Power Marketer,MISO,"18,823.3","182,901","27,316","10,973.5","167,611","1,412",0.0,0,0,0.0,0,0,"29,796.8","350,512","28,728"
46,2021,55815.0,"IDT Energy, Inc.",B,Energy,O,IL,Retail Power Marketer,PJM,"4,914.1","33,157","5,698",683.5,"5,850",189,0.0,0,0,0.0,0,0,"5,597.6","39,007","5,887"
47,2021,55874.0,"Energy Services Providers, Inc",B,Energy,O,IL,Retail Power Marketer,MISO,"15,641.0","178,083","19,322","2,083.0","26,774",678,0.0,0,0,0.0,0,0,"17,724.0","204,857","20,000"
48,2021,55878.0,Hudson Energy Services,B,Energy,O,IL,Retail Power Marketer,MISO,0.0,0,0,"40,570.7","662,653","3,348",0.0,0,0,0.0,0,0,"40,570.7","662,653","3,348"
49,2021,56212.0,"Ambit Energy Holdings, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,"30,219.0","460,240","46,962","11,410.0","213,927","8,990",0.0,0,0,0.0,0,0,"41,629.0","674,167","55,952"
50,2021,56265.0,Energy Plus Holdings LLC,B,Energy,O,IL,Retail Power Marketer,PJM,"10,411.7","77,095","10,205","1,282.8","9,499",477,0.0,0,0,0.0,0,0,"11,694.5","86,594","10,682"
51,2021,56286.0,"Frontier Utilities, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"1,581.5","11,024","1,663",0.0,0,0,0.0,0,0,0.0,0,0,"1,581.5","11,024","1,663"
52,2021,56379.0,"MC Squared Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"83,433.0","1,193,824","116,195","40,635.0","578,843","11,015","2,320.0","31,482",30,0.0,0,0,"126,388.0","1,804,149","127,240"
53,2021,56504.0,Major Energy Electric Services,B,Energy,O,IL,Retail Power Marketer,PJM,729.0,"4,621",768,301.0,"4,567",28,0.0,0,0,0.0,0,0,"1,030.0","9,188",796
54,2021,56697.0,Ameren Illinois Company,A,Bundled,O,IL,Investor Owned,MISO,"530,101.2","4,744,144","429,485","268,721.2","2,775,198","64,548","27,711.6","330,008",274,.,.,.,"826,534.0","7,849,350","494,307"
55,2021,56697.0,Ameren Illinois Company,C,Delivery,O,IL,Investor Owned,MISO,"403,514.3","6,806,238","633,541","304,447.1","9,351,950","100,022","107,678.0","10,746,097",695,442.6,"16,890",1,"816,082.0","26,921,175","734,259"
56,2021,56775.0,Entrust Energy,B,Energy,O,IL,Retail Power Marketer,PJM,0.1,1,1,839.8,"11,072","1,483",0.0,0,0,0.0,0,0,839.9,"11,073","1,484"
57,2021,57037.0,Reliant Energy Northeast LLC,B,Energy,O,IL,Retail Power Marketer,PJM,"108,655.0","1,011,171","119,185",350.0,"4,096",128,"4,960.0","89,578",45,0.0,0,0,"113,965.0","1,104,845","119,358"
58,2021,57067.0,"ENGIE Retail, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"1,860.2","14,152","2,089",430.9,"3,285",79,0.0,0,0,0.0,0,0,"2,291.1","17,437","2,168"
59,2021,57307.0,ENGIE Power & Gas LLC,B,Energy,O,IL,Retail Power Marketer,PJM,487.0,"4,066",488,"3,816.0","68,569",175,0.0,0,0,0.0,0,0,"4,303.0","72,635",663
60,2021,57313.0,Tesla Inc.,A,Bundled,O,IL,Behind the Meter,PJM,2.0,24,4,0.0,0,0,0.0,0,0,0.0,0,0,2.0,24,4
61,2021,57488.0,"XOOM Energy Illinois, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"12,630.0","118,190","14,939","4,750.0","46,705","1,946",0.0,0,0,0.0,0,0,"17,380.0","164,895","16,885"
62,2021,58119.0,Public Power LLC (CT),B,Energy,O,IL,Retail Power Marketer,PJM,"1,761.0","19,715","2,225","6,202.0","94,033","1,293",0.0,0,0,0.0,0,0,"7,963.0","113,748","3,518"
63,2021,58162.0,Viridian Energy PA LLC,B,Energy,O,IL,Retail Power Marketer,PJM,"4,507.0","39,368","4,540","1,410.0","12,508",606,0.0,0,0,0.0,0,0,"5,917.0","51,876","5,146"
64,2021,58314.0,"Palmco Power IL, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"6,241.0","61,333","11,808",271.0,"5,194",72,0.0,0,0,0.0,0,0,"6,512.0","66,527","11,880"
65,2021,58667.0,"North American Power and Gas, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"2,928.1","19,031","2,454",148.3,951,57,0.0,0,0,0.0,0,0,"3,076.4","19,982","2,511"
66,2021,58683.0,Everyday Energy LLC,B,Energy,O,IL,Retail Power Marketer,PJM,354.0,"3,399",417,0.0,0,0,0.0,0,0,0.0,0,0,354.0,"3,399",417
67,2021,58951.0,"CleanChoice Energy, Inc.",B,Energy,O,IL,Retail Power Marketer,PJM,"19,637.9","143,138","20,626",84.5,609,71,0.0,0,0,0.0,0,0,"19,722.4","143,747","20,697"
68,2021,58952.0,Tomorow Energy Corp.,B,Energy,O,IL,Retail Power Marketer,PJM,"3,754.0","21,469","3,019",304.3,"1,738",84,0.0,0,0,0.0,0,0,"4,058.3","23,207","3,103"
69,2021,58953.0,"Star Energy Partners, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"13,391.1","126,177","14,008",0.0,0,0,0.0,0,0,0.0,0,0,"13,391.1","126,177","14,008"
70,2021,58956.0,"SmartEnergy Holdings, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"12,500.0","146,264","19,029",0.0,0,0,.,0,.,0.0,0,0,"12,500.0","146,264","19,029"
71,2021,58957.0,"Interstate Gas Supply, Inc.",B,Energy,O,IL,Retail Power Marketer,PJM,"18,416.0","179,716","22,147","36,305.0","608,383","2,946",0.0,0,0,0.0,0,0,"54,721.0","788,099","25,093"
72,2021,58964.0,"Alpha Gas and Electric, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"2,100.0","16,416","2,311",0.0,0,0,0.0,0,0,0.0,0,0,"2,100.0","16,416","2,311"
73,2021,58972.0,"Realgy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"10,540.2","151,591","14,411","6,903.7","113,330","2,080",0.0,0,0,0.0,0,0,"17,443.9","264,921","16,491"
74,2021,58974.0,Clearview Electric Inc.,B,Energy,O,IL,Retail Power Marketer,MISO,"13,635.3","129,238","14,168",263.9,"2,397",183,0.0,0,0,0.0,0,0,"13,899.2","131,635","14,351"
75,2021,59054.0,"Eligo Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"60,173.0","828,047","95,287","3,330.0","49,910",805,0.0,0,0,0.0,0,0,"63,503.0","877,957","96,092"
76,2021,59064.0,"Great American Power, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"3,307.4","31,840","4,806",11.5,135,19,0.0,0,0,0.0,0,0,"3,318.9","31,975","4,825"
77,2021,59065.0,Titan Gas LLC,B,Energy,O,IL,Retail Power Marketer,PJM,130.6,"1,565",136,"5,354.4","85,699",736,0.0,0,0,0.0,0,0,"5,485.0","87,264",872
78,2021,59088.0,"Nordic Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"17,662.7","246,185","33,429","8,090.2","99,818","3,543",0.0,0,0,0.0,0,0,"25,752.9","346,003","36,972"
79,2021,59088.0,"Nordic Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,"8,250.5","65,042","6,871","2,736.1","29,032",816,0.0,0,0,0.0,0,0,"10,986.6","94,074","7,687"
80,2021,59127.0,"Sunwave Gas & Power Connecticut, Inc.",B,Energy,O,IL,Retail Power Marketer,PJM,0.0,0,0,8.8,155,2,0.0,0,0,0.0,0,0,8.8,155,2
81,2021,59310.0,"Inspire Energy Holdings, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"10,671.8","109,261","13,417",0.1,1,1,0.0,0,0,0.0,0,0,"10,671.9","109,262","13,418"
82,2021,59385.0,"Dynegy Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"55,708.9","837,468","94,593","202,177.3","3,512,530","2,487","2,589.4","42,050",11,"24,990.1","516,154",2,"285,465.7","4,908,202","97,093"
83,2021,59579.0,Sunnova,A,Bundled,O,IL,Behind the Meter,PJM,119.7,712,105,0.0,0,0,0.0,0,0,0.0,0,0,119.7,712,105
84,2021,59619.0,"EDF Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,.,.,.,"39,687.7","857,672",20,"49,517.4","1,056,987",10,.,.,.,"89,205.1","1,914,659",30
85,2021,59647.0,Sunrun Inc.,A,Bundled,O,IL,Behind the Meter,PJM,"11,228.3","115,639","11,883",0.0,0,0,0.0,0,0,0.0,0,0,"11,228.3","115,639","11,883"
86,2021,59795.0,"Starion Energy PA, Inc.",B,Energy,O,IL,Retail Power Marketer,PJM,583.4,"5,594","1,005",51.7,685,17,0.0,0,0,0.0,0,0,635.1,"6,279","1,022"
87,2021,59797.0,Park Power LLC,B,Energy,O,IL,Retail Power Marketer,PJM,"1,243.5","11,402","1,633",0.1,3,1,0.0,0,0,0.0,0,0,"1,243.6","11,405","1,634"
88,2021,59799.0,American Power & Gas,B,Energy,O,IL,Retail Power Marketer,PJM,"1,106.3","9,575","1,042","3,186.3","27,201","1,157",0.0,0,0,0.0,0,0,"4,292.6","36,776","2,199"
89,2021,59807.0,"Rushmore Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,584.4,"5,969","1,029",0.0,0,0,0.0,0,0,0.0,0,0,584.4,"5,969","1,029"
90,2021,59807.0,"Rushmore Energy, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,"1,842.8","23,655","2,420",0.0,0,0,0.0,0,0,0.0,0,0,"1,842.8","23,655","2,420"
91,2021,59808.0,MP2 Energy LLC,B,Energy,O,IL,Retail Power Marketer,PJM,0.0,0,0,"67,607.6","1,303,249","3,117","20,942.0","442,414",78,0.0,0,0,"88,549.6","1,745,663","3,195"
92,2021,59809.0,"Residents Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"23,003.9","212,233","24,749",293.7,"3,246",232,0.0,0,0,0.0,0,0,"23,297.6","215,479","24,981"
93,2021,59810.0,Greenlight Energy Inc.,B,Energy,O,IL,Retail Power Marketer,MISO,17.0,178,63,0.0,0,0,0.0,0,0,0.0,0,0,17.0,178,63
94,2021,59811.0,Santanna Energy Services,B,Energy,O,IL,Retail Power Marketer,PJM,"7,890.3","92,624","10,487","2,827.5","33,191",310,0.0,0,0,0.0,0,0,"10,717.8","125,815","10,797"
95,2021,59847.0,Sustainable Star LLC,B,Energy,O,IL,Retail Power Marketer,PJM,0.0,0,0,0.0,0,0,"2,479.6","54,995",32,0.0,0,0,"2,479.6","54,995",32
96,2021,59848.0,"ResCom Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,224.0,"3,165",437,.,.,.,.,.,.,.,.,.,224.0,"3,165",437
97,2021,59931.0,"MidAmerican Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,157.9,"2,176",176,"61,145.3","1,036,653","4,847","52,843.6","875,927",94,0.0,0,0,"114,146.8","1,914,756","5,117"
98,2021,59931.0,"MidAmerican Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,144.9,"3,145",407,"14,661.3","296,573","1,650","18,951.7","414,733",26,0.0,0,0,"33,757.9","714,451","2,083"
99,2021,59932.0,Switch Energy,B,Energy,O,IL,Retail Power Marketer,PJM,"4,215.0","55,429","6,737",.,.,.,.,.,.,.,.,.,"4,215.0","55,429","6,737"
100,2021,59958.0,"Mega Energy of Illinois, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"4,973.0","42,715","6,442","2,063.0","25,635",453,0.0,0,0,0.0,0,0,"7,036.0","68,350","7,855"
101,2021,60218.0,MPower Energy NJ LLC,B,Energy,O,IL,Retail Power Marketer,PJM,78.9,621,84,0.0,0,0,0.0,0,0,0.0,0,0,78.9,621,84
102,2021,60583.0,Atlantic Energy LLC,B,Energy,O,IL,Retail Power Marketer,PJM,0.0,0,0,"1,796.2","19,876","2,317",0.0,0,0,0.0,0,0,"1,796.2","19,876","2,317"
103,2021,60696.0,"Vista Energy Marketing, L.P.",B,Energy,O,IL,Retail Power Marketer,MISO,"8,971.0","78,292","10,686",753.0,"10,781",166,0.0,0,0,0.0,0,0,"9,724.0","89,073","10,852"
104,2021,61092.0,"Stream Energy Illinois, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"4,118.8","48,035","6,373",925.9,"10,713",362,0.0,0,0,0.0,0,0,"5,044.7","58,748","6,735"
105,2021,61131.0,Freepoint Energy Solutions LLC,B,Energy,O,IL,Retail Power Marketer,PJM,0.0,0,0,"26,620.0","448,491",969,0.0,0,0,0.0,0,0,"26,620.0","448,491",969
106,2021,61367.0,South Bay Energy Corp.,B,Energy,O,IL,Retail Power Marketer,PJM,159.0,"1,423",210,163.3,"1,483",71,0.0,0,0,0.0,0,0,305.0,"2,906",305
107,2021,61922.0,"Pure Energy USA, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"2,456.0","19,877","2,968",367.0,"2,969",384,.,.,.,.,.,.,"2,823.0","22,846","3,352"
108,2021,62094.0,"SFE Energy Illinois, Inc.",B,Energy,O,IL,Retail Power Marketer,MISO,441.0,"5,967",736,"1,035.0","14,062",163,0.0,0,0,0.0,0,0,"1,476.0","20,029",899
109,2021,62790.0,"Summer Energy Midwest, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,0.0,0,0,"2,927.0","52,187",153,0.0,0,0,0.0,0,0,"2,927.0","52,187",153
110,2021,63008.0,Agressive Energy LLC,B,Energy,O,IL,Retail Power Marketer,PJM,0.0,0,0,"32,584.1","565,874","1,291",0.0,0,0,0.0,0,0,"32,584.1","565,874","1,291"
111,2021,63029.0,Josco Energy IL LLC,B,Energy,O,IL,Retail Power Marketer,PJM,126.8,"1,159",250,27.0,408,27,.,.,.,.,.,.,153.8,"1,567",277
112,2021,63356.0,SmartestEnergy US LLC,B,Energy,O,IL,Retail Power Marketer,PJM,0.0,0,0,155.0,"2,420",7,0.0,0,0,0.0,0,0,155.0,"2,420",7
113,2021,63489.0,"Tenaska Power Management, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,0.0,0,0,"66,710.0","1,377,736",2,0.0,0,0,0.0,0,0,"66,710.0","1,377,736",2
114,2021,63695.0,"RPA Energy, Inc.",B,Energy,O,IL,Retail Power Marketer,PJM,"14,377.0","102,575","17,034",0.0,0,0,0.0,0,0,0.0,0,0,"14,377.0","102,575","17,034"
115,2021,64222.0,"Grid Power Direct, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,0.0,0,0,"7,611.7","87,632",244,0.0,0,0,0.0,0,0,"7,611.7","87,632",244
116,2021,99999.0,Adjustment 2021,A,Bundled,I,IL,,PJM,"11,228.7","82,827","-7,710","5,591.5","56,296",738,"13,258.0","466,014",1,0.0,0,0,"30,078.2","605,137","-6,971"
117,2021,99999.0,Adjustment 2021,A,Bundled,I,IL,,MISO,"256,533.6","1,756,368","153,976","97,309.5","777,988","16,427","56,048.3","528,634",668,0.0,0,0,"409,891.4","3,062,990","171,071"
118,2021,99999.0,Adjustment 2021,B,Energy,I,IL,,PJM,"25,900.1","293,424","45,919","-559,174.8","-9,713,117","45,988","1,234,812.8","21,301,046",716,"-3,777.8","-78,513",0,"697,777.6","11,802,840","91,639"
119,2021,99999.0,Adjustment 2021,B,Energy,I,IL,,MISO,"-29,276.2","-505,616","-101,507","-828,213.7","-15,484,583","28,197","334,371.5","6,201,226","-1,280",-324.8,"-4,393",0,"-523,443.2","-9,793,366","-74,590"
