Data Year,Utility Number,Utility Name,Ownership,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2019,3384,City of Charlevoix - (MI),Municipal,Y,MI,MISO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,601",847,7,0,"4,455","3,601",847,7,0,"4,455",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3400,City of Chaska - (MN),Municipal,,MN,MISO,.,.,.,.,.,"9,418",959,103,.,"10,480",.,.,.,.,.,2,6,.,.,8,"9,420",965,103,.,"10,488","78,448","160,332","134,356",.,"373,136",.,.,.,.,.,.,.,.,.,.
2019,3405,Village of Chatham - (IL),Municipal,Y,IL,MISO,"6,503",282,7,.,"6,792",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,503",282,7,.,"6,792",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3406,City of Chattahoochee - (FL),Municipal,Y,FL,FPC,0,0,0,0,0,.,.,.,0,0,0,0,0,0,0,939,176,2,0,"1,117",939,176,2,0,"1,117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3408,City of Chattanooga - (TN),Municipal,,GA,TVA,0,0,0,0,0,"9,647","1,167",1,0,"10,815",0,0,0,0,0,0,0,0,0,0,"9,647","1,167",1,0,"10,815","146,904","47,422","4,398",0,"198,724","9,657","1,257",1,0,"10,915",0,0,0,0,0
2019,3408,City of Chattanooga - (TN),Municipal,,TN,TVA,0,0,0,0,0,"151,858","23,538",62,0,"175,458",0,0,0,0,0,0,0,0,0,0,"151,858","23,538",62,0,"175,458","2,181,767","2,241,754","1,084,197",0,"5,507,718","151,239","23,544",59,0,"174,842",229,0,0,0,229
2019,3413,PUD No 1 of Chelan County,Political Subdivision,,WA,CHPD,"16,966","1,694",167,.,"18,827",.,.,39,.,39,.,.,.,.,.,"22,468","8,897","1,276",.,"32,641","39,434","10,591","1,482",.,"51,507",.,.,"298,155",.,"298,155",.,6,25,.,31,.,.,.,.,.
2019,3415,Village of Chelsea - (MI),Municipal,Y,MI,MISO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,625",473,14,0,"3,112","2,625",473,14,0,"3,112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3420,City of Cheney - (WA),Municipal,,WA,AVA,"5,341",449,8,.,"5,798",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,341",449,8,.,"5,798",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3421,City of Chignik - (AK),Municipal,Y,AK,NA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,60,.,.,115,55,60,.,.,115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3422,City of Chefornak,Municipal,Y,AK,NA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97,31,.,.,128,97,31,.,.,128,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3426,Cherokee Electric Coop,Cooperative,,AL,TVA,"17,410","5,771",0,0,"23,181",0,0,0,0,0,0,0,0,0,0,262,617,3,0,882,"17,672","6,388",3,0,"24,063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3435,"Cherry-Todd Electric Coop, Inc",Cooperative,,NE,SWPP,.,.,.,.,.,842,19,234,.,"1,095",.,.,.,.,.,.,.,.,.,.,842,19,234,.,"1,095","9,944","3,103","9,289",.,"22,336",.,.,.,.,.,.,.,.,.,.
2019,3435,"Cherry-Todd Electric Coop, Inc",Cooperative,,SD,SWPP,.,.,.,.,.,"4,385",373,126,.,"4,884",.,.,.,.,.,.,.,.,.,.,"4,385",373,126,.,"4,884","67,800","36,835","4,713",.,"109,348",.,.,.,.,.,.,.,.,.,.
2019,3436,Cherryland Electric Coop Inc,Cooperative,,MI,MISO,.,.,.,.,.,"34,392","3,113",23,.,"37,528",.,.,.,.,.,.,.,.,.,.,"34,392","3,113",23,.,"37,528","274,240","121,720","1,476",.,"397,436","18,173","1,618",14,.,"19,805",.,.,.,.,.
2019,3437,City of Cherryville - (NC),Municipal,Y,NC,DUK,.,361,5,.,366,"2,077",.,.,.,"2,077",.,.,.,.,.,.,.,.,.,.,"2,077",361,5,.,"2,443","23,197",.,.,.,"23,197",0,.,.,.,0,0,.,.,.,0
2019,3445,Village of Chester - (NE),Municipal,Y,NE,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,129,63,.,.,192,129,63,.,.,192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3447,Town of Chester,Municipal,Y,MA,ISNE,606,92,.,.,698,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,606,92,.,.,698,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3454,City of Chetopa - (KS),Municipal,Y,KS,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,531,114,2,.,647,531,114,2,.,647,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3459,City of Chewelah,Municipal,Y,WA,AVA,"1,106",163,.,.,"1,269",0,0,.,.,0,0,0,.,.,0,.,40,.,.,40,"1,106",203,.,.,"1,309",0,0,.,.,0,0,0,.,.,0,0,0,.,.,0
2019,3461,Cheyenne Light Fuel & Power d/b/a Black,Investor Owned,,WY,WACM,.,.,.,.,.,"38,145","5,168",5,0,"43,318",.,.,.,.,.,.,.,.,.,.,"38,145","5,168",5,0,"43,318","268,031","521,837","886,883",0,"1,676,751",.,.,.,.,.,.,.,.,.,.
2019,3465,Chitina Electric Inc,Investor Owned,Y,AK,NA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,34,0,0,77,43,34,0,0,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3470,Cherokee County Elec Coop Assn,Cooperative,,TX,ERCO,"19,192","1,825",1,.,"21,018",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19,192","1,825",1,.,"21,018",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3475,City of Chickamauga,Municipal,,GA,TVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,135,0,0,963,828,135,0,0,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3477,City of Chicopee - (MA),Municipal,,MA,ISNE,0,0,0,0,0,"6,522",603,1,0,"7,126",0,0,0,0,0,"16,923","2,261",37,0,"19,221","23,445","2,864",38,0,"26,347","53,193","28,075",785,0,"82,053",0,0,0,0,0,0,0,0,0,0
2019,3478,Cimarron Electric Coop,Cooperative,,OK,SWPP,.,.,.,.,.,"13,999","4,068",9,.,"18,076",.,.,.,.,.,.,.,.,.,.,"13,999","4,068",9,.,"18,076","170,336","358,252","155,517",.,"684,105","13,999","4,068",9,.,"18,076",0,0,0,.,0
2019,3486,Chillicothe Municipal Utils,Municipal,,MO,SWPP,0,0,0,0,0,"3,805",873,30,0,"4,708",0,0,0,0,0,0,0,0,0,0,"3,805",873,30,0,"4,708","42,244","47,339","8,421",0,"98,004","3,805",873,30,0,"4,708",0,0,0,0,0
2019,3495,Chimney Rock Public Power Dist,Political Subdivision,,NE,WACM,"1,960",317,952,.,"3,229",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,960",317,952,.,"3,229",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3498,Chippewa Valley Electric Coop,Cooperative,,WI,MISO,0,0,0,0,0,"7,026",527,29,0,"7,582",.,.,.,.,.,.,.,.,.,.,"7,026",527,29,0,"7,582","87,103","15,003",452,.,"102,558",.,.,29,.,29,"3,955",.,22,.,"3,977"
2019,3502,"Choctawhatche Elec Coop, Inc",Cooperative,,FL,AEC,.,.,.,.,.,"47,241","6,745",2,.,"53,988",.,.,.,.,.,8,0,.,.,8,"47,249","6,745",2,.,"53,996","672,068","218,044","16,861",.,"906,973","46,869","6,568",2,.,"53,439","1,356",0,0,.,"1,356"
2019,3503,"Choptank Electric Cooperative, Inc",Cooperative,,MD,PJM,0,0,0,0,0,"48,579","5,878",22,.,"54,479",0,0,0,0,0,108,0,3,0,111,"48,687","5,878",25,0,"54,590","682,492","235,882","89,277",0,"1,007,651","48,579","5,878",22,0,"54,479",0,0,0,0,0
2019,3522,Chugach Electric Assn Inc,Cooperative,,AK,CEA,51,3,.,.,54,"73,272","9,821",7,.,"83,100",.,.,.,.,.,.,2,.,.,2,"73,323","9,826",7,.,"83,156","465,264","520,652","61,592",.,"1,047,508","71,794","9,731",7,.,"81,532",.,.,.,.,.
2019,3525,Village of Churchville - (NY),Municipal,Y,NY,NYIS,991,93,.,.,"1,084",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,991,93,.,.,"1,084",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3527,Choctaw Electric Coop Inc,Cooperative,,OK,SWPP,.,.,.,.,.,"18,794",185,.,.,"18,979",.,.,.,.,.,.,.,8,.,8,"18,794",185,8,.,"18,987","265,932","22,531",.,.,"288,463","18,794",185,.,.,"18,979",.,.,.,.,.
2019,3535,City of Cimarron - (KS),Municipal,Y,KS,SWPP,925,173,8,0,"1,106",.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,925,173,8,0,"1,106",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3542,Duke Energy Ohio Inc,Investor Owned,,OH,PJM,"3,883","2,336",113,.,"6,332","648,017","75,898","2,780",.,"726,695",.,.,.,.,.,"3,027",583,14,.,"3,624","654,927","78,817","2,907",.,"736,651","7,383,661","7,492,757","4,678,537",.,"19,554,955","650,002","78,645","2,926",.,"731,573",.,.,.,.,.
2019,3597,Citizens Electric Co - (PA),Investor Owned,,PA,PJM,.,.,.,.,.,"5,877","1,144",37,.,"7,058",.,.,.,.,.,.,.,.,.,.,"5,877","1,144",37,.,"7,058","87,311","31,179","49,504",.,"167,994","5,877","1,144",37,.,"7,058",.,.,.,.,.
2019,3600,Citizens Electric Corporation - (MO),Cooperative,,MO,MISO,.,.,.,.,.,"24,510","2,691",99,.,"27,300",.,.,.,.,.,.,.,7,.,7,"24,510","2,691",106,.,"27,307","297,094","110,380","112,404",.,"519,878","24,510","2,691",99,.,"27,300",.,.,.,.,.
2019,3633,City of McLaughlin - (SD),Municipal,Y,SD,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,257,91,.,.,348,257,91,.,.,348,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3634,City of Nixa - (MO),Municipal,,MO,SWPP,"6,932",387,39,.,"7,358",.,.,.,.,.,.,.,.,.,.,"2,891",530,.,.,"3,421","9,823",917,39,.,"10,779",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3641,"Claiborne Electric Coop, Inc",Cooperative,,LA,MISO,.,.,.,.,.,"21,355","2,388",108,.,"23,851",.,.,.,.,.,.,.,.,.,.,"21,355","2,388",108,.,"23,851","306,377","75,358","251,402",.,"633,137",.,.,.,.,.,.,.,.,.,.
2019,3644,PUD No 1 of Clallam County,Political Subdivision,,WA,BPAT,"18,172","1,673",2,.,"19,847",.,.,.,.,0,.,.,.,.,.,"10,674","1,716",.,.,"12,390","28,846","3,389",2,.,"32,237",.,.,.,.,.,"5,910",658,.,.,"6,568",.,.,.,.,.
2019,3647,City of Claremore,Municipal,,OK,SWPP,.,.,.,.,.,"10,704","1,297",142,.,"12,143",.,.,.,.,.,30,.,.,.,30,"10,734","1,297",142,.,"12,173","118,432","30,324","124,181",.,"272,937",.,.,.,.,.,.,.,.,.,.
2019,3660,PUD No 1 of Clark County - (WA),Political Subdivision,,WA,BPAT,"195,308","13,915",0,0,"209,223",.,.,.,.,.,.,.,.,.,.,4,"4,721",29,.,"4,754","195,312","18,636",29,0,"213,977",.,.,.,.,.,0,8,20,0,28,.,.,.,.,.
2019,3687,Clark Energy Coop Inc - (KY),Cooperative,,KY,PJM,"24,901","1,880",1,0,"26,782",.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,"24,901","1,880",1,0,"26,782",.,.,.,.,.,"24,901","1,880",1,0,"26,782",444,.,.,.,444
2019,3701,Clark Electric Coop - (WI),Cooperative,,WI,MISO,.,.,.,.,.,"9,147",119,.,.,"9,266",.,.,.,.,.,.,.,.,.,.,"9,147",119,.,.,"9,266","136,310","60,574",.,.,"196,884",.,.,.,.,.,.,.,.,.,.
2019,3702,Clarksdale Public Utilities,Municipal,,MS,MISO,0,0,0,.,0,"5,218","1,213",3,.,"6,434",.,.,.,.,.,.,40,.,.,40,"5,218","1,253",3,.,"6,474","60,706","46,118","14,430",.,"121,254",0,0,0,.,0,0,0,0,.,0
2019,3704,City of Clarksville - (TN),Municipal,,TN,TVA,0,0,0,0,0,"64,000","7,822",3,0,"71,825","64,000","7,822",0,0,"71,822",0,3,0,0,3,"64,000","7,825",3,0,"71,828","921,287","554,716","72,119",0,"1,548,121","63,331","7,823",3,0,"71,157",0,0,0,0,0
2019,3705,Clarksville Light & Water Co,Municipal,,AR,SWPP,"3,406",404,21,.,"3,831",.,.,.,.,.,.,.,.,.,.,424,266,29,.,719,"3,830",670,50,.,"4,550",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3712,Clay County Electric Coop Corp,Cooperative,,AR,MISO,.,.,.,.,.,"10,400","2,444",12,.,"12,856",.,.,.,.,.,.,.,.,.,.,"10,400","2,444",12,.,"12,856","110,842","78,621","85,476",.,"274,939",.,.,.,.,.,.,.,.,.,.
2019,3712,Clay County Electric Coop Corp,Cooperative,,MO,MISO,.,.,.,.,.,46,7,.,.,53,.,.,.,.,.,.,.,.,.,.,46,7,.,.,53,545,143,.,.,688,.,.,.,.,.,.,.,.,.,.
2019,3716,Clay-Union Electric Corp,Cooperative,,SD,SWPP,"3,232",203,315,.,"3,750",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,232",203,315,.,"3,750",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3722,Clarke Electric Coop Inc - (IA),Cooperative,,IA,MISO,.,.,.,.,.,"5,139",292,2,.,"5,433",.,.,.,.,.,.,.,.,.,.,"5,139",292,2,.,"5,433","69,242","34,741","7,368",.,"111,351","5,139",292,2,.,"5,433",.,.,.,.,.
2019,3726,Clay Electric Coop Inc,Cooperative,Y,IL,MISO,"2,940",310,.,.,"3,250",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,940",310,.,.,"3,250",.,.,.,.,.,0,0,.,.,0,0,0,.,.,0
2019,3731,Town of Clayton,Municipal,,NC,CPLE,"6,432",610,.,.,"7,042",0,0,.,.,0,.,.,.,.,.,.,22,.,.,22,"6,432",632,.,.,"7,064",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3732,Town of Clayton,Municipal,,DE,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,427",81,.,.,"1,508","1,427",81,.,.,"1,508",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3735,City of Colman - (SD),Municipal,Y,SD,SWPP,326,23,6,.,355,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,326,23,6,.,355,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3739,Clearwater Power Company,Cooperative,,ID,AVA,.,.,.,.,.,"8,894",780,3,.,"9,677",.,.,.,.,.,.,.,.,.,.,"8,894",780,3,.,"9,677","122,543","29,551","23,294",.,"175,388","8,894",780,3,.,"9,677",.,.,.,.,.
2019,3739,Clearwater Power Company,Cooperative,,OR,BPAT,.,.,.,.,.,146,31,.,.,177,.,.,.,.,.,.,.,.,.,.,146,31,.,.,177,"1,538",375,.,.,"1,913",146,31,.,.,177,.,.,.,.,.
2019,3739,Clearwater Power Company,Cooperative,,WA,AVA,.,.,.,.,0,860,138,1,.,999,.,.,.,.,.,.,.,.,.,.,860,138,1,.,999,"10,860","3,666","7,473",.,"21,999",860,138,1,.,999,.,.,.,.,0
2019,3755,Cleveland Electric Illum Co,Investor Owned,,OH,PJM,"49,923","3,530",475,0,"53,928","30,589","2,792",0,0,"33,381",0,0,0,0,0,"601,605","79,586",484,0,"681,675","682,117","85,908",959,0,"768,984",0,0,0,0,0,0,31,67,0,98,0,0,0,0,0
2019,3757,"Clay Electric Cooperative, Inc",Cooperative,,FL,SEC,0,0,0,0,0,"106,397","13,582",21,0,"120,000",0,0,0,0,0,"51,205","6,537",10,0,"57,752","157,602","20,119",31,0,"177,752","1,527,596","444,559","290,133",0,"2,262,288",0,0,0,0,0,0,0,0,0,0
2019,3758,City of Cleveland - (TN),Municipal,,TN,TVA,0,0,0,0,0,"27,154","4,507",16,0,"31,677","27,154","4,507",16,0,"31,677",0,0,0,0,0,"27,154","4,507",16,0,"31,677","381,276","377,667","265,132",0,"1,024,075","27,154","4,507",16,0,"31,677",0,0,0,0,0
2019,3762,City of Cleveland - (OH),Municipal,,OH,PJM,"64,539","8,692",25,.,"73,256",313,31,0,.,344,.,.,.,.,.,.,.,.,.,.,"64,852","8,723",25,.,"73,600","1,820","2,238",.,.,"4,058",.,.,.,.,0,.,.,.,.,.
2019,3764,Clearwater-Polk Elec Coop Inc,Cooperative,,MN,MISO,0,0,0,0,0,"4,384",220,0,0,"4,604",0,0,0,0,0,0,0,0,0,0,"4,384",220,0,0,"4,604","62,896","10,871",0,0,"73,767","4,384",220,0,0,"4,604",0,0,0,0,0
2019,3774,City of Clewiston,Municipal,,FL,FPC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,493",617,1,.,"4,111","3,493",617,1,.,"4,111",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3804,Clinton Combined Utility Sys,Municipal,,SC,DUK,"1,344",25,.,.,"1,369","2,086",600,1,.,"2,687",.,.,.,.,.,.,.,.,.,.,"3,430",625,1,.,"4,056","22,292","51,340","14,966",.,"88,598",3,.,.,.,3,.,.,.,.,.
2019,3806,"Clinton County Elec Coop, Inc",Cooperative,,IL,MISO,.,.,.,.,.,"5,132",902,.,.,"6,034",.,.,.,.,.,.,.,.,.,.,"5,132",902,.,.,"6,034","76,792","67,825",.,.,"144,617",.,.,.,.,.,.,.,.,.,.
2019,3812,City of Clinton - (TN),Municipal,,TN,TVA,0,0,0,0,0,"25,402","3,988",10,0,"29,400",0,0,0,0,0,0,0,0,0,0,"25,402","3,988",10,0,"29,400","369,252","175,488","241,058",0,"785,799","25,402","3,888",10,0,"29,300","1,025",0,0,0,"1,025"
2019,3813,Village of Clinton - (MI),Municipal,Y,MI,MISO,"1,300",164,21,.,"1,485",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,300",164,21,.,"1,485",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3814,City of Clintonville - (WI),Municipal,,WI,MISO,"2,334",452,24,0,"2,810",0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,"2,334",452,24,0,"2,810",0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
2019,3815,Town of Coatesville - (IN),Municipal,Y,IN,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,268,40,7,.,315,268,40,7,.,315,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3824,Clyde Light & Power,Municipal,,OH,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,727",336,9,.,"3,072","2,727",336,9,.,"3,072",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3828,Cloverland Electric Co-op,Cooperative,,MI,MISO,"35,125","7,196",9,.,"42,330",.,.,.,.,.,.,.,.,.,.,.,141,.,.,141,"35,125","7,337",9,.,"42,471",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3839,Coahoma Electric Power Assn,Cooperative,,MS,MISO,"5,957","2,054",10,.,"8,021",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,957","2,054",10,.,"8,021",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3841,Coast Electric Power Assn,Cooperative,,MS,SOCO,.,.,.,.,.,"75,639","7,254",5,.,"82,898",.,.,.,.,.,9,0,4,.,13,"75,648","7,254",9,.,"82,911","1,129,319","411,665","198,647",.,"1,739,631","75,641","7,110",5,.,"82,756",.,.,.,.,.
2019,3843,Coastal Electric Member Corp,Cooperative,,GA,SOCO,.,.,.,.,.,"17,393","2,809",5,.,"20,207",.,.,.,.,.,.,.,.,.,.,"17,393","2,809",5,0,"20,207","257,810","71,564","184,921",.,"514,295","17,393","2,809",5,.,"20,207",.,.,.,.,.
2019,3844,"Coastal Electric Coop, Inc",Cooperative,,SC,SC,0,0,0,0,0,"10,518","1,161",4,0,"11,683",0,0,0,0,0,0,0,0,0,0,"10,518","1,161",4,0,"11,683","141,381","30,302","4,737",0,"176,420","10,518","1,161",4,0,"11,683",834,0,0,0,834
2019,3850,"Codington-Clark Elec Coop, Inc",Cooperative,,SD,SWPP,.,.,.,.,.,"5,085",245,.,.,"5,330",.,.,.,.,.,.,.,.,.,.,"5,085",245,.,.,"5,330","86,798","44,999",.,.,"131,797",.,.,.,.,.,.,.,.,.,.
2019,3855,Columbia Power System,Municipal,,TN,TVA,0,0,0,0,0,"25,562","4,746",0,0,"30,308",0,0,0,0,0,0,0,0,0,0,"25,562","4,746",0,0,"30,308","351,830","305,039",0,0,"656,869","24,914",23,0,0,"24,937",0,0,0,0,0
2019,3881,City of Cody,Municipal,,WY,WACM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,194","1,314",.,.,"7,508","6,194","1,314",.,.,"7,508",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3892,City of Coffeyville - (KS),Municipal,,KS,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,971","1,008",10,.,"5,989","4,971","1,008",10,.,"5,989",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3900,City of Coggon - (IA),Municipal,Y,IA,MISO,317,36,9,.,362,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,317,36,9,.,362,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3913,City of Colby - (KS),Municipal,,KS,SWPP,"2,368",703,110,.,"3,181",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,"2,368",704,110,.,"3,182",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.
2019,3915,Coldwater Board of Public Util,Municipal,,MI,MISO,315,0,0,.,315,"5,510","1,147",64,.,"6,721",.,.,.,.,.,0,0,0,.,197,"5,825","1,344",64,.,"7,233","41,443","52,429","415,968",.,"509,840","5,510","1,147",64,.,"6,721",.,.,.,.,.
2019,3916,Cobb Electric Membership Corp,Cooperative,,GA,SOCO,.,.,.,.,.,"188,225","22,363",68,.,"210,656",.,.,.,.,.,293,11,.,.,304,"188,518","22,374",68,.,"210,960","2,624,445","1,213,249","186,835",.,"4,024,529","188,518","22,374",68,.,"210,960",.,.,.,.,.
2019,3923,City of Coleman - (TX),Municipal,Y,TX,ERCO,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,"1,888",461,21,.,"2,370","1,888",461,21,0,"2,370",.,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2019,3931,Coles-Moultrie Electric Coop,Cooperative,,IL,MISO,.,.,.,.,0,"12,717","1,126",9,.,"13,852",.,.,.,.,.,21,2,1,.,24,"12,738","1,128",10,.,"13,876","121,020","49,283","31,561",.,"201,864",.,.,.,.,.,.,.,.,.,.
2019,3938,"Coleman County Elec Coop, Inc",Cooperative,,TX,ERCO,.,.,.,.,0,"7,114","1,635",6,.,"8,755",.,.,.,.,.,.,.,.,.,.,"7,114","1,635",6,.,"8,755","59,933","27,954","77,142",.,"165,029",.,.,.,.,.,.,.,.,.,.
2019,3939,City of College Park - (GA),Municipal,,GA,SOCO,.,.,.,.,.,"7,063",945,.,.,"8,008",.,.,.,.,.,.,.,.,.,.,"7,063",945,.,.,"8,008","70,572","243,885",.,.,"314,457",.,.,.,.,.,.,.,.,.,.
2019,3940,City of College Station - (TX),Municipal,,TX,ERCO,76,2,.,.,78,.,.,.,.,.,.,.,.,.,.,"37,812","5,762",.,.,"43,574","37,888","5,764",.,.,"43,652",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3957,City of Collins - (MS),Municipal,Y,MS,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,958,428,4,0,"1,390",958,428,4,0,"1,390",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3986,City of Collinsville - (OK),Municipal,Y,OK,SWPP,.,.,.,.,.,"2,865",362,11,.,"3,238",.,.,.,.,.,.,.,.,.,.,"2,865",362,11,.,"3,238","28,479","14,230","7,446",.,"50,155","2,813",.,.,.,"2,813",.,.,.,.,.
2019,3989,City of Colorado Springs - (CO),Municipal,,CO,PSCO,"176,749","27,569",0,0,"204,318","22,843","4,444","1,388",0,"28,675",0,0,0,0,0,0,0,0,0,0,"199,592","32,013","1,388",0,"232,993","147,562","593,848","2,100,428",0,"2,841,838","194,222","25,851",0,0,"220,073",0,0,1,0,1
2019,3990,Colorado River Indian Irr Proj,Federal,Y,AZ,WALC,758,200,13,.,971,866,752,.,.,"1,618",.,.,.,.,.,.,.,.,.,.,"1,624",952,13,.,"2,589","9,627","15,996",.,.,"25,623",.,.,.,.,.,.,.,.,.,.
2019,3990,Colorado River Indian Irr Proj,Federal,Y,CA,WALC,"1,119",117,.,.,"1,236",678,33,.,.,711,.,.,.,.,.,.,.,.,.,.,"1,797",150,.,.,"1,947","5,972",261,.,.,"6,233",.,.,.,.,.,.,.,.,.,.
2019,4003,City of Colton - (CA),Municipal,,CA,CISO,"7,973","1,083",.,.,"9,056","8,064",956,99,.,"9,119",.,.,.,.,.,"1,017",831,.,.,"1,848","17,054","2,870",99,.,"20,023","46,403","26,299","161,131",.,"233,833",.,.,.,.,.,.,.,.,.,.
2019,4005,"Columbia Basin Elec Cooperative, Inc",Cooperative,,OR,BPAT,.,.,.,.,.,"3,121",525,244,.,"3,890",.,.,.,.,.,.,.,.,.,.,"3,121",525,244,.,"3,890","41,238","27,842","40,957",.,"110,037",.,.,.,.,.,.,.,.,.,.
2019,4007,City of Columbia City - (IN),Municipal,,IN,PJM,"3,532",.,.,.,"3,532",419,.,.,.,419,.,.,.,.,.,438,923,12,.,"1,373","4,389",923,12,.,"5,324","1,024",.,.,.,"1,024",.,.,.,.,.,.,.,.,.,.
2019,4008,Columbia Power Coop Assn Inc,Cooperative,,OR,BPAT,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,417",245,264,.,"1,926","1,417",245,264,.,"1,926",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,4040,Calhoun County Elec Coop Assn,Cooperative,,IA,MISO,.,.,.,.,0,"1,667",.,8,.,"1,675",.,.,.,.,.,.,.,18,.,18,"1,667",.,26,.,"1,693","32,250",.,"1,048",.,"33,298",.,.,1,.,1,385,.,.,.,385
2019,4041,"Columbia Rural Elec Assn, Inc",Cooperative,,OR,BPAT,0,0,0,.,0,45,31,67,.,143,.,.,.,.,.,.,.,.,.,.,45,31,67,.,143,828,627,"3,908",.,"5,363",45,31,67,.,143,.,.,.,.,.
2019,4041,"Columbia Rural Elec Assn, Inc",Cooperative,,WA,BPAT,0,0,0,.,0,"3,854","1,548",543,.,"5,945",.,.,.,.,.,.,.,.,.,.,"3,854","1,548",543,.,"5,945","56,924","76,284","210,051",.,"343,259","3,854","1,548",543,.,"5,945",.,.,.,.,.
