Data Year,Utility Number,Utility Name,Short Form,State,Distribution Circuits,Circuits with Voltage Optimization
2019,11793,City of Mason - (TX),Y,TX,2,2
2019,11804,Massachusetts Electric Co,,MA,"1,180",10
2019,11811,Town of Massena - (NY),,NY,12,12
2019,11824,Matanuska Electric Assn Inc,,AK,72,71
2019,11843,Maui Electric Co Ltd,,HI,148,107
2019,11844,Matinicus Plantation Elec Co,Y,ME,1,0
2019,11871,City of Mayfield Plant Board,,KY,7,0
2019,11892,Village of Mayville - (NY),Y,NY,5,0
2019,11895,Village of Mazomanie - (WI),Y,WI,6,0
2019,11910,McLeod Cooperative Power Assn,,MN,53,0
2019,11965,City of McCleary - (WA),Y,WA,3,0
2019,11989,McCone Electric Coop Inc,,MT,12,0
2019,12006,Town of McCormick - (SC),Y,SC,2,2
2019,12070,McDonough Power Coop,Y,IL,12,0
2019,12087,McKenzie Electric Coop Inc,,MT,1,0
2019,12087,McKenzie Electric Coop Inc,,ND,189,0
2019,12090,"McLean Electric Coop, Inc",,ND,38,0
2019,12114,City of McGregor- (IA),Y,IA,3,0
2019,12119,McGrath Light & Power Co,Y,AK,2,0
2019,12167,City of McLeansboro - (IL),Y,IL,6,5
2019,12186,McMinnville Electric System,,TN,12,0
2019,12187,City of McMinnville - (OR),,OR,28,8
2019,12199,Montana-Dakota Utilities Co,,MT,159,0
2019,12199,Montana-Dakota Utilities Co,,ND,395,0
2019,12199,Montana-Dakota Utilities Co,,SD,29,0
2019,12199,Montana-Dakota Utilities Co,,WY,44,0
2019,12208,City of McPherson - (KS),,KS,24,0
2019,12227,Meeker Coop Light & Power Assn,,MN,48,0
2019,12242,City of Meade - (KS),Y,KS,8,0
2019,12243,Meade County Rural E C C,,KY,76,0
2019,12260,Mecklenburg Electric Cooperative,,NC,4,0
2019,12260,Mecklenburg Electric Cooperative,,VA,62,0
2019,12265,City of Medford - (WI),,WI,16,0
2019,12268,"Medina Electric Coop, Inc",,TX,101,0
2019,12286,Melrose Public Utilities,,MN,37,37
2019,12289,Meadow Town Corporation,Y,UT,1,0
2019,12292,City of Meadville - (MO),Y,MO,1,0
2019,12293,City of Memphis - (TN),,TN,479,3
2019,12294,City of Memphis - (MO),Y,MO,8,8
2019,12296,Town of Merrimac - (MA),Y,MA,4,3
2019,12298,City of Menasha - (WI),,WI,16,16
2019,12301,Nodak Electric Coop Inc,,ND,190,11
2019,12302,City of Mendon - (OH),Y,OH,1,0
2019,12312,Merced Irrigation District,,CA,19,19
2019,12330,Meriwether Lewis Electric Coop,,TN,43,0
2019,12336,Village of Merrillan - (WI),Y,WI,1,0
2019,12341,MidAmerican Energy Co,,IA,"1,031",130
2019,12341,MidAmerican Energy Co,,IL,111,0
2019,12341,MidAmerican Energy Co,,SD,18,0
2019,12351,City of Mesa - (AZ),,AZ,29,0
2019,12377,Midwest Energy Cooperative,,IN,1,0
2019,12377,Midwest Energy Cooperative,,MI,90,0
2019,12377,Midwest Energy Cooperative,,OH,5,0
2019,12385,Metlakatla Power & Light,Y,AK,3,0
2019,12388,City of Metropolis - (IL),Y,IL,3,3
2019,12390,Metropolitan Edison Co,,PA,797,664
2019,12395,Menard Electric Coop,,IL,55,34
2019,12406,Miami-Cass County Rural E M C,,IN,20,0
2019,12408,City of Miami - (OK),,OK,12,4
2019,12439,"Midstate Electric Coop, Inc",,OR,46,0
2019,12450,Midland Power Coop,,IA,144,2
2019,12452,Mid-South Electric Coop Assn,,TX,66,0
2019,12462,Mid-Carolina Electric Coop Inc,,SC,85,0
2019,12463,"Mid-Yellowstone Elec Coop, Inc",,MT,24,0
2019,12470,Middle Tennessee E M C,,TN,213,213
2019,12472,Middle Georgia El Member Corp,,GA,28,28
2019,12473,Town of Middleborough - (MA),,MA,12,12
2019,12474,Borough of Middletown - (PA),Y,PA,10,0
2019,12476,Town of Middletown - (IN),Y,IN,2,0
2019,12477,Town of Middleton,,MA,2,2
2019,12478,Town of Middletown - (DE),,DE,9,9
2019,12485,Middle Kuskokwim Elec Coop Inc,Y,AK,6,0
2019,12515,"Midwest Electric, Inc",,OH,41,0
2019,12523,Borough of Mifflinburg - (PA),Y,PA,1,0
2019,12524,Midwest Energy Inc,,KS,375,0
2019,12531,City of Milan - (MO),Y,MO,8,8
2019,12532,City of Milan,,TN,19,0
2019,12533,Village of Milan - (OH),Y,OH,2,0
2019,12539,Midwest Electric Member Corp,,NE,87,62
2019,12540,City of Milford - (DE),,DE,5,0
2019,12541,City of Milford - (IA),,IA,6,0
2019,12546,Mille Lacs Energy Cooperative,,MN,40,1
2019,12580,City of Miller - (SD),,SD,7,0
2019,12615,City of Milton-Freewater- (OR),,OR,14,13
2019,12625,City of Minden - (LA),,LA,14,14
2019,12626,City of Minden - (NE),,NE,10,0
2019,12642,Maquoketa Valley Rrl Elec Coop,,IA,118,0
2019,12647,"ALLETE, Inc.",,MN,369,0
2019,12651,Minnesota Valley Electric Coop,,MN,108,108
2019,12660,Village of Minster - (OH),,OH,11,0
2019,12674,City of Mishawaka,,IN,69,52
2019,12681,Mississippi County Electric Co,,AR,27,0
2019,12685,Entergy Mississippi LLC,,MS,761,0
2019,12686,Mississippi Power Co,,MS,276,0
2019,12692,"Missoula Electric Coop, Inc",,ID,1,0
2019,12692,"Missoula Electric Coop, Inc",,MT,40,0
2019,12698,Evergy Missouri West,,MO,530,0
2019,12700,Missouri Rural Electric Coop,,MO,28,9
2019,12706,Mitchell Electric Member Corp,,GA,73,0
2019,12717,City of Mitchell - (NE),Y,NE,1,0
2019,12744,Modern Electric Water Company,,WA,9,0
2019,12745,Modesto Irrigation District,,CA,189,0
2019,12759,Mohawk Municipal Comm,Y,NY,1,1
2019,12782,City of Monett - (MO),,MO,18,18
2019,12789,City of Monmouth - (OR),,OR,4,4
2019,12796,Monongahela Power Co,,WV,505,488
2019,12797,City of Monroe - (UT),Y,UT,3,0
2019,12800,City of Monroe - (GA),,GA,10,0
2019,12801,City of Monroe - (NC),,NC,30,4
2019,12802,City of Monroe City - (MO),Y,MO,7,0
2019,12803,"Monroe County Elec Coop, Inc",,IL,34,0
2019,12811,Village of Monroeville - (OH),Y,OH,4,0
2019,12817,Mont Alto Borough,Y,PA,2,0
2019,12825,NorthWestern Energy LLC - (MT),,MT,624,0
2019,12825,NorthWestern Energy LLC - (MT),,WY,11,0
2019,12838,City of Montezuma - (KS),Y,KS,3,0
2019,12839,City of Montezuma - (IA),,IA,10,0
2019,12840,Town of Montezuma - (IN),Y,IN,2,2
2019,12851,City of Monticello - (GA),Y,GA,4,0
2019,12860,Morgan County Rural Elec Assn,,CO,69,69
2019,12861,Village of Montpelier - (OH),Y,OH,2,0
2019,12866,Moon Lake Electric Assn Inc,,CO,35,35
2019,12866,Moon Lake Electric Assn Inc,,UT,88,88
2019,12876,City of Moore Haven - (FL),Y,FL,3,0
2019,12892,City of Mooreland - (OK),Y,OK,3,0
2019,12894,City of Moorhead - (MN),,MN,33,33
2019,12896,City of Morrill - (KS),Y,KS,1,0
2019,12897,Moose Lake Water & Light Comm,,MN,10,4
2019,12899,Mor-Gran-Sou Electric Coop Inc,,ND,67,0
2019,12900,City of Mora - (MN),,MN,7,0
2019,12901,Mora-San Miguel Elec Coop,,NM,8,0
2019,12909,City of Moran - (KS),Y,KS,1,0
2019,12915,Moreau-Grand Electric Coop Inc,,SD,16,16
2019,12919,Morenci Water and Electric,,AZ,2,0
2019,12927,Morgan City - (LA),,LA,20,20
2019,12929,South Central Indiana REMC,,IN,60,0
2019,12944,City of Morganton - (NC),,NC,23,0
2019,12952,Village of Morrill - (NE),Y,NE,1,0
2019,12988,City of Morristown - (TN),,TN,36,34
2019,12989,Village of Morrisville - (VT),,VT,9,0
2019,12990,Consolidated Electric Coop Inc,,OH,43,0
2019,13025,City of Moulton - (TX),Y,TX,1,0
2019,13026,City of Moultrie - (GA),,GA,16,0
2019,13027,"Mountain Electric Coop, Inc",,NC,19,0
2019,13027,"Mountain Electric Coop, Inc",,TN,18,0
2019,13029,City of Moundridge - (KS),,KS,5,0
2019,13032,Mt Carmel Public Utility Co,,IL,15,6
2019,13033,City of Mount Dora - (FL),Y,FL,6,0
2019,13035,City of Mount Hope - (KS),Y,KS,2,0
2019,13036,Village of Mt. Horeb - (WI),,WI,6,0
2019,13037,City of Mt Pleasant - (UT),Y,UT,4,0
2019,13038,City of Mt Pleasant - (IA),,IA,9,0
2019,13039,City of Mt Pleasant - (TN),,TN,10,0
2019,13040,City of Mount Vernon - (MO),,MO,13,0
2019,13044,City of Mountain Iron - (MN),Y,MN,4,1
2019,13048,City of Mountain Lake - (MN),Y,MN,7,0
2019,13050,"Mountain Parks Electric, Inc",,CO,26,6
2019,13058,"Mountain View Elec Assn, Inc",,CO,100,4
2019,13073,"Mt Wheeler Power, Inc",,NV,24,0
2019,13073,"Mt Wheeler Power, Inc",,UT,3,0
2019,13090,Village of Mullen - (NE),Y,NE,1,0
2019,13095,City of Mulvane - (KS),,KS,4,0
2019,13119,City of Murfreesboro,,TN,67,0
2019,13137,City of Murray - (UT),,UT,28,28
2019,13138,City of Murray - (KY),,KY,19,1
2019,13143,Board of Water Electric & Communications,,IA,36,0
2019,13144,City of Muscle Shoals,,AL,15,0
2019,13145,Village of Muscoda - (WI),,WI,6,3
2019,13149,City of Needles - (CA),Y,CA,8,0
2019,13196,Northern Plains Electric Coop,,ND,132,0
2019,13205,"New Enterprise R E C, Inc",Y,PA,5,0
2019,13206,Nantucket Electric Co,,MA,7,0
2019,13208,City of Naperville - (IL),,IL,117,117
2019,13209,City of Napoleon - (OH),,OH,9,0
2019,13214,The Narragansett Electric Co,,RI,415,19
2019,13216,Nashville Electric Service,,TN,516,0
2019,13219,City of Nashwauk - (MN),Y,MN,6,6
2019,13227,Natchez Trace Elec Power Assn,,MS,22,0
2019,13228,City of Natchitoches,,LA,24,0
2019,13233,City of Neligh - (NE),,NE,5,0
2019,13286,New Hampton Village Precinct,Y,NH,2,0
2019,13292,Norris Electric Coop,,IL,110,0
2019,13314,Navajo Tribal Utility Authority,,AZ,60,0
2019,13314,Navajo Tribal Utility Authority,,NM,33,0
2019,13314,Navajo Tribal Utility Authority,,UT,14,0
2019,13318,"Navopache Electric Coop, Inc",,AZ,38,0
2019,13318,"Navopache Electric Coop, Inc",,NM,5,0
2019,13332,"Navarro County Elec Coop, Inc",,TX,51,51
2019,13334,City of Nebraska City,,NE,47,28
2019,13337,Nebraska Public Power District,,NE,105,11
2019,13337,Nebraska Public Power District,,SD,5,3
2019,13352,City of Negaunee,,MI,4,0
2019,13375,City of Nelson - (NE),Y,NE,1,1
2019,13380,City of Neodesha - (KS),,KS,8,0
2019,13382,City of Neola - (IA),Y,IA,1,0
2019,13386,"Nemaha-Marshall E C A, Inc",,KS,19,4
2019,13387,"Nespelem Valley Elec Coop, Inc",Y,WA,10,0
2019,13388,Nephi City Corporation,Y,UT,6,0
2019,13407,Nevada Power Co,,NV,"1,017",44
2019,13412,City of New Albany - (MS),,MS,20,0
2019,13416,City of New Bern - (NC),,NC,16,0
2019,13418,City of New Braunfels - (TX),,TX,42,0
2019,13420,Village of New Bremen - (OH),Y,OH,4,0
2019,13423,Town of New Carlisle- (IN),Y,IN,4,0
2019,13424,New Castle Municipal Serv Comm,,DE,8,0
2019,13437,City of Newbern,,TN,8,4
2019,13438,Village of New Glarus - (WI),,WI,4,0
2019,13441,New Hampshire Elec Coop Inc,,NH,115,115
2019,13444,City of New Hampton - (IA),,IA,5,0
2019,13448,City of New Holstein - (WI),,WI,6,0
2019,13464,Village of New Knoxville - (OH),Y,OH,1,0
2019,13465,City of Nielsville - (MN),Y,MN,1,0
2019,13466,City of New Lisbon,Y,WI,9,0
2019,13467,New London Electric&Water Util,,WI,38,38
2019,13468,New London Municipal Utilities,Y,IA,4,0
2019,13470,City of New Madrid - (MO),Y,MO,2,0
2019,13471,City of New Martinsville - (WV),Y,WV,3,0
2019,13478,"Entergy New Orleans, LLC",,LA,247,0
2019,13480,New Prague Utilities Comm,,MN,12,0
2019,13481,City of New Richmond,,WI,10,10
2019,13482,New River Light & Power Co,,NC,23,0
2019,13485,New Smyrna Beach City of,,FL,13,0
2019,13488,New Ulm Public Utilities Comm,,MN,14,14
2019,13489,Borough of New Wilmington - (PA),Y,PA,4,0
2019,13495,City of Newfolden - (MN),Y,MN,1,0
2019,13511,New York State Elec & Gas Corp,,NY,"1,264",0
2019,13519,City of Newark - (DE),,DE,35,0
2019,13520,"New-Mac Electric Coop, Inc",,MO,54,0
2019,13521,City of Newberry - (FL),Y,FL,1,0
2019,13523,City of Newberry - (SC),,SC,5,0
2019,13524,"Newberry Electric Coop, Inc",,SC,59,40
2019,13525,Newberry Water & Light Board,Y,MI,4,3
2019,13527,City of Newburg - (MO),Y,MO,1,0
2019,13530,City of Newkirk - (OK),Y,OK,2,2
2019,13547,"Newnan Wtr, Sewer & Light Comm",,GA,24,16
2019,13550,City of Newport,,TN,32,0
2019,13560,City of Newton - (IL),Y,IL,10,10
2019,13561,City of Newton - (NC),,NC,7,0
2019,13563,City of Newton Falls - (OH),Y,OH,6,0
2019,13566,Newton County Rural E M C,Y,IN,6,0
2019,13570,Ninnescah Rural E C A Inc,,KS,32,0
2019,13573,Niagara Mohawk Power Corp.,,NY,"2,090",11
2019,13577,City of Nicholasville - (KY),,KY,14,0
2019,13602,City of Niles - (OH),,OH,39,0
2019,13603,City of Newton - (TX),Y,TX,1,0
2019,13604,City of Niles - (MI),,MI,35,0
2019,13610,Niobrara Valley El Member Corp,,NE,52,0
2019,13640,Northern Virginia Elec Coop,,VA,321,321
2019,13642,Nome Joint Utility Systems,,AK,6,0
2019,13646,City of Norcross- (GA),,GA,10,0
2019,13647,Noble County R E M C,,IN,29,23
2019,13651,Nolin Rural Electric Coop Corp,,KY,84,0
2019,13664,Norris Public Power District,,NE,224,0
2019,13669,North Alabama Electric Coop,,AL,17,0
2019,13675,Nishnabotna Valley R E C,,IA,51,0
2019,13676,"North Arkansas Elec Coop, Inc",,AR,93,85
2019,13679,Town of North Attleborough - (MA),,MA,12,0
2019,13681,North Branch Water & Light Comm,Y,MN,5,0
2019,13684,Nobles Cooperative Electric,,IA,2,0
2019,13684,Nobles Cooperative Electric,,MN,56,0
2019,13685,"Niobrara Electric Assn, Inc",Y,NE,4,0
2019,13685,"Niobrara Electric Assn, Inc",Y,SD,3,0
2019,13685,"Niobrara Electric Assn, Inc",Y,WY,8,1
2019,13690,North Central MO Elec Coop Inc,,MO,36,36
2019,13693,"North Central Elec Coop, Inc",,OH,42,42
2019,13694,"North Central Elec Coop, Inc",,ND,79,0
2019,13697,North Central Power Co Inc,,WI,12,0
2019,13698,North Central Public Pwr Dist,,NE,44,0
2019,13700,North Itasca Electric Coop Inc,,MN,16,0
2019,13704,"North Western Elec Coop, Inc",,OH,33,0
2019,13716,North Georgia Elec Member Corp,,GA,146,146
2019,13718,City of North Little Rock - (AR),,AR,48,45
2019,13725,City of North Platte,,NE,51,0
2019,13726,North Shore Towers Apts Inc,,NY,1,0
2019,13730,City of North St Paul - (MN),,MN,4,4
2019,13731,"North Star Electric Coop, Inc",,MN,49,0
2019,13734,Northeast Oklahoma Electric Co,,OK,94,71
2019,13735,Northcentral Mississippi E P A,,MS,47,0
2019,13739,Northeast Power,,NE,67,0
2019,13749,"NorVal Electric Cooperative, Inc",Y,MT,17,17
2019,13750,"Northern Electric Coop, Inc",,SD,58,58
2019,13756,Northern Indiana Pub Serv Co,,IN,131,0
2019,13757,North Plains Electric Coop Inc,,TX,57,0
2019,13758,"Northern Lights, Inc",,ID,28,28
2019,13758,"Northern Lights, Inc",,MT,8,8
2019,13758,"Northern Lights, Inc",,WA,1,1
2019,13762,"Northern Neck Elec Coop, Inc",,VA,46,0
2019,13777,Northern Rio Arriba E Coop Inc,Y,NM,11,11
2019,13780,Northern States Power Co,,MI,28,0
2019,13780,Northern States Power Co,,WI,370,0
2019,13781,Northern States Power Co - Minnesota,,MN,"1,044",0
2019,13781,Northern States Power Co - Minnesota,,ND,65,0
2019,13781,Northern States Power Co - Minnesota,,SD,70,0
2019,13782,City of New Ross - (IN),Y,IN,1,0
2019,13783,Northeast Louisiana Power Coop Inc.,,LA,11,11
2019,13788,Northern Wasco County PUD,,OR,19,0
2019,13789,Village of Northfield - (VT),,VT,5,0
2019,13799,Prairie Land Electric Coop Inc,,KS,145,0
2019,13805,Northwest Rural Pub Pwr Dist,,NE,8,0
2019,13807,Northwestern Electric Coop Inc - (OK),,OK,54,0
2019,13809,NorthWestern Energy - (SD),,SD,214,0
2019,13815,Northwestern Wisconsin Elec Co,,MN,2,0
2019,13815,Northwestern Wisconsin Elec Co,,WI,41,0
2019,13816,City of Northwood - (ND),Y,ND,7,2
2019,13819,City of Norton,Y,KS,2,2
2019,13825,Norwalk Third Taxing District,,CT,12,0
2019,13826,City of Norway,,MI,4,0
2019,13830,Nueces Electric Cooperative,,TX,52,0
2019,13831,City of Norwich - (CT),,CT,26,0
2019,13838,"Northfork Electric Coop, Inc",,OK,20,12
2019,13839,City of Norwood - (MA),,MA,29,19
2019,13853,Oahe Electric Coop Inc,,SD,20,0
2019,13870,"Nushagak Electric Coop, Inc",Y,AK,4,2
2019,13932,Village of Oak Harbor - (OH),Y,OH,2,0
2019,13933,City of Oak Ridge,,TN,40,0
2019,13934,Ocmulgee Electric Member Corp,,GA,27,10
2019,13936,Oakdale Electric Coop,,WI,69,0
2019,13948,City of Oberlin - (KS),Y,KS,9,0
2019,13949,City of Oberlin - (OH),,OH,8,0
2019,13950,Village of Obetz - (OH),Y,OH,3,0
2019,13955,City of Ocala,,FL,76,0
2019,13961,Ocotillo Water Conserv. Dist.,Y,AZ,1,0
2019,13962,Oconee Electric Member Corp,,GA,46,0
2019,13963,Oconomowoc Utilities,,WI,17,0
2019,13964,Oconto Electric Cooperative,,WI,30,0
2019,13965,Oconto Falls Water & Light Comm,,WI,5,0
2019,13966,City of Olustee,Y,OK,1,1
2019,13971,City of Odessa - (MO),Y,MO,7,6
2019,13990,City of Ogden - (IA),Y,IA,8,0
2019,13993,City of Oglesby - (IL),Y,IL,7,5
2019,13997,Village of Ohio City - (OH),Y,OH,1,1
2019,13998,Ohio Edison Co,,OH,"1,126","1,126"
2019,14006,Ohio Power Co,,OH,"1,669",87
2019,14012,"Ohop Mutual Light Company, Inc",,WA,9,9
2019,14022,Town of Oak City - (UT),Y,UT,1,1
2019,14055,PUD No 1 of Okanogan County,,WA,56,0
2019,14057,Okeene Public Works Authority,Y,OK,1,0
2019,14062,Oklahoma Electric Coop Inc,,OK,77,0
2019,14063,Oklahoma Gas & Electric Co,,AR,125,14
2019,14063,Oklahoma Gas & Electric Co,,OK,"1,204",389
2019,14074,"Okanogan County Elec Coop, Inc",,WA,7,0
2019,14078,City of Okolona,,MS,8,0
2019,14103,City of Olive Hill - (KY),Y,KY,1,0
2019,14107,City of Olivia - (MN),,MN,11,5
2019,14109,"Oregon Trail El Cons Coop, Inc",,OR,77,0
2019,14124,Borough of Olyphant - (PA),Y,PA,3,0
2019,14127,Omaha Public Power District,,NE,483,29
2019,14132,City of Onawa - (IA),,IA,5,0
2019,14138,City of Onida - (SD),Y,SD,4,0
2019,14146,City of Opelika - (AL),,AL,26,26
2019,14151,City of Opp - (AL),Y,AL,36,0
2019,14154,Orange & Rockland Utils Inc,,NY,212,0
2019,14156,Ontonagon County R E A,Y,MI,12,0
2019,14159,City of Orange City - (IA),,IA,24,0
2019,14160,Orange County Rural E M C,,IN,26,0
2019,14164,City of Orangeburg - (SC),,SC,60,60
2019,14166,City of Orient - (IA),Y,IA,2,0
2019,14170,Orcas Power & Light Coop,,WA,30,0
2019,14172,City of Ord - (NE),,NE,2,0
2019,14175,"Tri-County Electric Coop, Inc (SC)",,SC,59,0
2019,14176,City of Orlando - (OK),Y,OK,38,0
2019,14178,"P K M Electric Coop, Inc",,MN,41,20
2019,14192,Osage Valley Elec Coop Assn,,MO,53,53
2019,14194,City of Orrville - (OH),,OH,11,2
2019,14196,City of Ortonville - (MN),Y,MN,8,8
2019,14198,Price Municipal Corporation,Y,UT,8,0
2019,14199,City of Osage City - (KS),,KS,5,0
2019,14201,City of Osage - (IA),,IA,11,11
2019,14202,"Osceola Electric Coop, Inc",,IA,14,0
2019,14203,City of Osawatomie - (KS),,KS,12,6
2019,14214,City of Osborne - (KS),Y,KS,7,0
2019,14216,City of Osceola - (AR),,AR,9,0
2019,14224,Otero County Electric Coop Inc,,NM,34,0
2019,14229,City of Ottawa - (KS),,KS,11,0
2019,14232,Otter Tail Power Co,,MN,282,0
2019,14232,Otter Tail Power Co,,ND,352,0
2019,14232,Otter Tail Power Co,,SD,100,0
2019,14234,City of Ouzinkie - (AK),Y,AK,4,0
2019,14238,Ouachita Electric Coop Corp,,AR,34,0
2019,14245,Overton Power District No 5,,NV,38,38
2019,14246,City of Owatonna - (MN),,MN,23,0
2019,14251,Owen Electric Coop Inc,,KY,124,0
2019,14261,Village of Orleans - (VT),Y,VT,4,0
2019,14267,"Otsego Electric Coop, Inc",Y,NY,16,16
2019,14268,City of Owensboro - (KY),,KY,66,0
2019,14275,City of Oxford - (MS),,MS,16,0
2019,14276,City of Oxford - (KS),Y,KS,3,0
2019,14277,Village of Oxford - (NE),Y,NE,1,0
2019,14285,Ozark Border Electric Coop,,MO,133,0
2019,14288,Ozark Electric Coop Inc - (MO),,MO,92,0
2019,14289,Ozarks Electric Coop Corp - (AR),,AR,97,0
2019,14289,Ozarks Electric Coop Corp - (AR),,OK,26,0
2019,14324,PUD No 2 of Pacific County,,WA,33,0
2019,14328,Pacific Gas & Electric Co.,,CA,"3,109",0
2019,14354,PacifiCorp,,CA,76,0
2019,14354,PacifiCorp,,ID,169,0
2019,14354,PacifiCorp,,OR,499,0
2019,14354,PacifiCorp,,UT,949,0
2019,14354,PacifiCorp,,WA,127,0
2019,14354,PacifiCorp,,WY,199,0
2019,14371,City of Paducah - (KY),,KY,52,52
2019,14373,Page Utility Enterprises,,AZ,7,7
2019,14381,City of Painesville,,OH,16,0
2019,14398,Palmetto Electric Coop Inc,,SC,136,0
2019,14400,City of Palmyra - (MO),Y,MO,7,7
2019,14401,City of Palo Alto - (CA),,CA,63,0
2019,14424,"Panola-Harrison Elec Coop, Inc",,LA,28,28
2019,14424,"Panola-Harrison Elec Coop, Inc",,TX,28,28
2019,14426,Panhandle Rural El Member Assn,,NE,46,0
2019,14433,City of Panora - (IA),Y,IA,3,3
2019,14435,Town of Paoli,Y,IN,4,0
2019,14443,Town of Paragonah - (UT),Y,UT,2,0
2019,14446,Paragould Light & Water Comm,,AR,35,0
2019,14451,Village of Pardeeville - (WI),Y,WI,6,0
2019,14455,City of Paris - (TN),,TN,43,39
2019,14456,City of Paris - (MO),Y,MO,2,2
2019,14459,City of Paris - (KY),Y,KY,12,7
2019,14460,City of Paris - (AR),Y,AR,8,0
2019,14468,People's Cooperative Services,,MN,78,0
2019,14471,Parke County Rural E M C,,IN,31,0
2019,14472,Borough of Park Ridge - (NJ),Y,NJ,12,0
2019,14473,City of Paton - (IA),Y,IA,14,0
2019,14474,City of Park River - (ND),Y,ND,6,0
2019,14489,City of Parker - (SD),Y,SD,6,6
2019,14500,Park Electric Coop Inc,,MT,26,0
2019,14505,Parkland Light & Water Company,,WA,10,0
2019,14512,Parowan City Corporation,Y,UT,2,0
2019,14534,City of Pasadena - (CA),,CA,117,0
2019,14537,Pascoag Utility District,,RI,5,0
2019,14543,Tohono O'Odham Utility Authority,Y,AZ,"1,528",0
2019,14557,"Pee Dee Electric Coop, Inc",,SC,116,102
2019,14563,Pearl River Valley El Pwr Assn,,MS,93,0
2019,14577,City of Paullina - (IA),Y,IA,1,0
2019,14581,Village of Paw Paw - (MI),Y,MI,396,0
2019,14582,City of Pawhuska - (OK),,OK,4,0
2019,14585,Town of Paxton - (MA),Y,MA,1,0
2019,14599,"Paulding-Putman Elec Coop, Inc",,IN,17,0
2019,14599,"Paulding-Putman Elec Coop, Inc",,OH,48,0
2019,14600,Payson City Corporation,,UT,13,0
2019,14602,Pea River Electric Coop,,AL,50,0
2019,14605,City of Peabody - (MA),,MA,23,0
2019,14606,"Peace River Electric Coop, Inc",,FL,56,6
2019,14610,Orlando Utilities Comm,,FL,288,288
2019,14624,PUD No 2 of Grant County,,WA,227,0
2019,14626,"Pedernales Electric Coop, Inc",,TX,281,0
2019,14633,Pedro Bay Village Council - (AK),Y,AK,1,0
2019,14645,City of Pella - (IA),,IA,28,28
2019,14648,Borough of Pemberton - (NJ),Y,NJ,4,0
2019,14649,Planters Electric Member Corp,,GA,35,0
2019,14650,Village of Pemberville - (OH),Y,OH,4,4
2019,14653,PUD No 1 of Pend Oreille County,,WA,23,0
2019,14656,City of Pender - (NE),Y,NE,1,0
2019,14659,Town of Pendleton - (IN),Y,IN,5,0
2019,14668,Peninsula Light Company,,WA,33,0
2019,14700,Village of Penn Yan - (NY),Y,NY,12,0
2019,14711,Pennsylvania Electric Co,,NY,12,7
2019,14711,Pennsylvania Electric Co,,PA,"1,229",883
2019,14712,Pemiscot-Dunklin Elec Coop Inc,,MO,41,35
2019,14715,PPL Electric Utilities Corp,,PA,"1,276",47
2019,14716,Pennsylvania Power Co,,PA,201,201
2019,14717,Pee Dee Electric Member Corp,,NC,36,9
2019,14724,Pennyrile Rural Electric Coop,,KY,81,18
2019,14771,PUD No 1 of Asotin County,Y,WA,3,0
2019,14775,People's Electric Cooperative,,OK,74,0
2019,14792,Borough of Perkasie - (PA),Y,PA,3,0
2019,14806,City of Perry - (MO),Y,MO,1,0
2019,14829,City of Perry - (OK),Y,OK,4,4
2019,14839,City of Peru - (IN),,IN,18,0
2019,14840,City of Peru - (IL),,IL,20,13
2019,14841,City of Peterson - (MN),Y,MN,1,0
2019,14856,Petersburg Borough - (AK),,AK,3,0
2019,14857,Pitt & Greene Elec Member Corp,,NC,22,0
2019,14864,Petit Jean Electric Coop Corp,,AR,45,0
2019,14867,City of Petoskey - (MI),,MI,9,0
2019,14940,PECO Energy Co,,PA,"2,165",0
2019,14947,City of Philadelphia - (MS),,MS,9,0
2019,14954,Philippi Municipal Electric,Y,WV,2,0
2019,15016,Pickwick Electric Coop,,TN,39,39
2019,15022,City of Piedmont - (AL),Y,AL,7,0
2019,15023,Piedmont Electric Member Corp,,NC,68,0
2019,15034,Pierce-Pepin Coop Services,,WI,34,0
2019,15039,City of Pierce - (NE),,NE,4,0
2019,15040,City of Pierre - (SD),,SD,20,0
2019,15041,City of Pierz - (MN),Y,MN,2,0
2019,15043,City of Piggott - (AR),Y,AR,7,0
2019,15045,Pike County Light & Power Co,,PA,1,0
2019,15046,Town of Pikeville - (NC),Y,NC,2,0
2019,15048,Electrical Dist No2 Pinal County,,AZ,25,25
2019,15049,Electrical Dist No4 Pinal County,,AZ,12,0
2019,15051,City of Pine Bluffs - (WY),Y,WY,5,0
2019,15054,"Pioneer Rural Elec Coop, Inc - (OH)",,OH,49,0
2019,15058,Town of Pinetops - (NC),Y,NC,27,0
2019,15062,Town of Pineville - (NC),,NC,9,0
2019,15072,Village of Pioneer - (OH),Y,OH,2,0
2019,15073,"Pioneer Electric Coop, Inc - (KS)",,KS,71,71
2019,15075,City of Pioche - (NV),Y,NV,2,0
2019,15086,Pioneer Power and Light Co,,WI,1,0
2019,15095,City of Piqua - (OH),,OH,15,0
2019,15104,Borough of Pitcairn - (PA),Y,PA,4,4
2019,15116,Town of Pittsboro - (IN),Y,IN,50,0
2019,15134,City of Plankinton - (SD),Y,SD,4,0
2019,15137,City of Plaquemine - (LA),Y,LA,7,3
2019,15138,"Platte-Clay Electric Coop, Inc",,MO,64,0
2019,15141,Plateau Electric Cooperative,,TN,25,0
2019,15145,City of Plattsburgh - (NY),,NY,95,10
