Data Year,Utility Number,Utility Name,Short Form,Ownership Code,Ownership,Monthly,Advanced Metering,Demand Response,Distribution Systems,Dynamic Pricing,Energy Efficiency,Mergers,Net Metering,Non Net Metering Distributed,Operational Data,Reliablity,Sales to Ultimate Customers,Service Territory,Utility Data
2019,13935,Oakdale&South San Joaquin Irrigation D.,,P,Political Subdivision,,,,,,,,,,X,,,,X
2019,13936,Oakdale Electric Coop,,C,Cooperative,,X,X,X,X,X,,X,,X,X,X,X,X
2019,13948,City of Oberlin - (KS),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,13949,City of Oberlin - (OH),,M,Municipal,,X,,X,,X,,X,X,X,,X,X,X
2019,13950,Village of Obetz - (OH),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,13955,City of Ocala,,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,13959,Occidental Power Marketing LP,,R,Retail Power Marketer,X,,,,,,,,,,,,,
2019,13961,Ocotillo Water Conserv. Dist.,Y,P,Political Subdivision,,X,,X,,X,,,,X,,X,X,X
2019,13962,Oconee Electric Member Corp,,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,13963,Oconomowoc Utilities,,M,Municipal,,X,,X,X,,,X,X,X,X,X,X,X
2019,13964,Oconto Electric Cooperative,,C,Cooperative,,X,,X,,,,,X,X,X,X,X,X
2019,13965,Oconto Falls Water & Light Comm,,M,Municipal,,X,,X,X,,,,,X,,X,X,X
2019,13966,City of Olustee,Y,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,13971,City of Odessa - (MO),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,13990,City of Ogden - (IA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,13993,City of Oglesby - (IL),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,13994,Oglethorpe Power Corporation,,C,Cooperative,,,,,,,,,,X,,,,X
2019,13997,Village of Ohio City - (OH),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,13998,Ohio Edison Co,,I,Investor Owned,X,X,X,X,,X,,X,X,X,X,X,X,X
2019,14006,Ohio Power Co,,I,Investor Owned,X,X,X,X,X,X,,X,X,X,X,X,X,X
2019,14012,"Ohop Mutual Light Company, Inc",,C,Cooperative,,X,,X,,X,,X,,X,,X,X,X
2019,14015,Ohio Valley Electric Corp,,I,Investor Owned,X,X,,,,,,,,X,,X,X,X
2019,14022,Town of Oak City - (UT),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14055,PUD No 1 of Okanogan County,,P,Political Subdivision,,X,,X,,,,X,,X,X,X,X,X
2019,14057,Okeene Public Works Authority,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14062,Oklahoma Electric Coop Inc,,C,Cooperative,X,X,,X,X,,,X,,X,X,X,X,X
2019,14063,Oklahoma Gas & Electric Co,,I,Investor Owned,X,X,X,X,X,X,,X,,X,X,X,X,X
2019,14074,"Okanogan County Elec Coop, Inc",,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,14077,Oklahoma Municipal Power Authority,,S,State,,,,,,,,,,X,,,,X
2019,14078,City of Okolona,,M,Municipal,,X,,X,X,,,,,X,,X,X,X
2019,14103,City of Olive Hill - (KY),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14107,City of Olivia - (MN),,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,14109,"Oregon Trail El Cons Coop, Inc",,C,Cooperative,,X,,X,,X,,X,,X,X,X,X,X
2019,14124,Borough of Olyphant - (PA),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,14127,Omaha Public Power District,,P,Political Subdivision,X,X,X,X,X,X,,X,X,X,X,X,X,X
2019,14132,City of Onawa - (IA),,M,Municipal,,X,X,X,,X,,,,X,,X,X,X
2019,14138,City of Onida - (SD),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14146,City of Opelika - (AL),,M,Municipal,,X,,X,X,,,,,X,X,X,X,X
2019,14151,City of Opp - (AL),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14154,Orange & Rockland Utils Inc,,I,Investor Owned,X,X,X,X,,X,,X,,X,X,X,X,X
2019,14156,Ontonagon County R E A,Y,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,14159,City of Orange City - (IA),,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,14160,Orange County Rural E M C,,C,Cooperative,,X,,X,X,,,,,X,,X,X,X
2019,14164,City of Orangeburg - (SC),,M,Municipal,,X,,X,X,,,X,X,X,,X,X,X
2019,14166,City of Orient - (IA),Y,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,14170,Orcas Power & Light Coop,,C,Cooperative,,X,,X,X,,,X,,X,X,X,X,X
2019,14172,City of Ord - (NE),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14175,"Tri-County Electric Coop, Inc (SC)",,C,Cooperative,,X,X,X,X,,,X,,X,X,X,X,X
2019,14176,City of Orlando - (OK),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14178,"P K M Electric Coop, Inc",,C,Cooperative,,X,X,X,,,,,X,X,X,X,X,X
2019,14191,South Feather Water and Power Agency,,P,Political Subdivision,,,,,,,,,,X,,,,X
2019,14192,Osage Valley Elec Coop Assn,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,14194,City of Orrville - (OH),,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,14196,City of Ortonville - (MN),Y,M,Municipal,,X,,X,,X,,,,X,X,X,X,X
2019,14198,Price Municipal Corporation,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14199,City of Osage City - (KS),,M,Municipal,,X,,X,,,,,X,X,,X,X,X
2019,14201,City of Osage - (IA),,M,Municipal,,X,X,X,,X,,,,X,,X,X,X
2019,14202,"Osceola Electric Coop, Inc",,C,Cooperative,,X,X,X,,X,,,,X,X,X,X,X
2019,14203,City of Osawatomie - (KS),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14214,City of Osborne - (KS),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14216,City of Osceola - (AR),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14224,Otero County Electric Coop Inc,,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,14229,City of Ottawa - (KS),,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,14232,Otter Tail Power Co,,I,Investor Owned,X,X,X,X,X,X,,X,,X,X,X,X,X
2019,14234,City of Ouzinkie - (AK),Y,M,Municipal,,X,,X,,,,,X,X,,X,X,X
2019,14238,Ouachita Electric Coop Corp,,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,14245,Overton Power District No 5,,P,Political Subdivision,,X,,X,,,,X,,X,X,X,X,X
2019,14246,City of Owatonna - (MN),,M,Municipal,,X,X,X,X,X,,X,X,X,X,X,X,X
2019,14251,Owen Electric Coop Inc,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,14261,Village of Orleans - (VT),Y,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,14267,"Otsego Electric Coop, Inc",Y,C,Cooperative,,X,X,X,X,,,,,X,,X,X,X
2019,14268,City of Owensboro - (KY),,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,14275,City of Oxford - (MS),,M,Municipal,,X,,X,,,,,X,X,,X,X,X
2019,14276,City of Oxford - (KS),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14277,Village of Oxford - (NE),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14285,Ozark Border Electric Coop,,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,14288,Ozark Electric Coop Inc - (MO),,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,14289,Ozarks Electric Coop Corp - (AR),,C,Cooperative,,X,,X,X,,,X,X,X,X,X,X,X
2019,14323,Pacific Northwest Generating Coop,,C,Cooperative,,,,,,,,,,X,,,,X
2019,14324,PUD No 2 of Pacific County,,P,Political Subdivision,,X,,X,,,,X,,X,,X,X,X
2019,14328,Pacific Gas & Electric Co.,,I,Investor Owned,X,X,X,X,X,X,,X,X,X,X,X,X,X
2019,14349,Avangrid Renewables,,R,Retail Power Marketer,X,,,,,,,,,X,,X,,X
2019,14354,PacifiCorp,,I,Investor Owned,X,X,X,X,X,X,,X,X,X,X,X,X,X
2019,14371,City of Paducah - (KY),,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,14373,Page Utility Enterprises,,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,14381,City of Painesville,,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,14398,Palmetto Electric Coop Inc,,C,Cooperative,X,X,X,X,X,,,X,X,X,X,X,X,X
2019,14400,City of Palmyra - (MO),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14401,City of Palo Alto - (CA),,M,Municipal,,X,,X,X,X,,X,X,X,X,X,X,X
2019,14424,"Panola-Harrison Elec Coop, Inc",,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,14426,Panhandle Rural El Member Assn,,C,Cooperative,,X,X,X,,,,X,,X,,X,X,X
2019,14433,City of Panora - (IA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14435,Town of Paoli,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14443,Town of Paragonah - (UT),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14446,Paragould Light & Water Comm,,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14451,Village of Pardeeville - (WI),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14455,City of Paris - (TN),,M,Municipal,,X,,X,X,,,,X,X,X,X,X,X
2019,14456,City of Paris - (MO),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,14459,City of Paris - (KY),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14460,City of Paris - (AR),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14468,People's Cooperative Services,,C,Cooperative,,X,X,X,X,X,,X,X,X,X,X,X,X
2019,14471,Parke County Rural E M C,,C,Cooperative,,X,,X,X,,,X,,X,X,X,X,X
2019,14472,Borough of Park Ridge - (NJ),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,14473,City of Paton - (IA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14474,City of Park River - (ND),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14489,City of Parker - (SD),Y,M,Municipal,,X,X,X,,,,,,X,,X,X,X
2019,14500,Park Electric Coop Inc,,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,14505,Parkland Light & Water Company,,C,Cooperative,,X,,X,,X,,X,,X,,X,X,X
2019,14512,Parowan City Corporation,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14534,City of Pasadena - (CA),,M,Municipal,X,X,,X,X,X,,X,X,X,X,X,X,X
2019,14537,Pascoag Utility District,,M,Municipal,X,X,,X,,X,,X,,X,,X,X,X
2019,14543,Tohono O'Odham Utility Authority,Y,P,Political Subdivision,,X,,X,,,,,,X,,X,X,X
2019,14557,"Pee Dee Electric Coop, Inc",,C,Cooperative,,X,X,X,X,X,,X,,X,X,X,X,X
2019,14563,Pearl River Valley El Pwr Assn,,C,Cooperative,,X,,X,X,X,,X,,X,X,X,X,X
2019,14577,City of Paullina - (IA),Y,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,14581,Village of Paw Paw - (MI),Y,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,14582,City of Pawhuska - (OK),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14585,Town of Paxton - (MA),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,14599,"Paulding-Putman Elec Coop, Inc",,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,14600,Payson City Corporation,,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,14602,Pea River Electric Coop,,C,Cooperative,,X,,X,X,,,,,X,,X,X,X
2019,14605,City of Peabody - (MA),,M,Municipal,,X,,X,X,,,X,,X,,X,X,X
2019,14606,"Peace River Electric Coop, Inc",,C,Cooperative,,X,,X,X,X,,X,,X,X,X,X,X
2019,14610,Orlando Utilities Comm,,M,Municipal,,X,,X,X,X,,X,X,X,X,X,X,X
2019,14624,PUD No 2 of Grant County,,P,Political Subdivision,,X,,X,,X,,X,,X,X,X,X,X
2019,14626,"Pedernales Electric Coop, Inc",,C,Cooperative,,X,,X,X,,,X,,X,X,X,X,X
2019,14633,Pedro Bay Village Council - (AK),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14645,City of Pella - (IA),,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,14648,Borough of Pemberton - (NJ),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14649,Planters Electric Member Corp,,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,14650,Village of Pemberville - (OH),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14653,PUD No 1 of Pend Oreille County,,P,Political Subdivision,,X,,X,,,,X,X,X,,X,X,X
2019,14656,City of Pender - (NE),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14659,Town of Pendleton - (IN),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14668,Peninsula Light Company,,C,Cooperative,,X,,X,,X,,X,,X,X,X,X,X
2019,14700,Village of Penn Yan - (NY),Y,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,14711,Pennsylvania Electric Co,,I,Investor Owned,X,X,,X,X,X,,X,,X,X,X,X,X
2019,14712,Pemiscot-Dunklin Elec Coop Inc,,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,14715,PPL Electric Utilities Corp,,I,Investor Owned,X,X,X,X,X,X,,X,,X,X,X,X,X
2019,14716,Pennsylvania Power Co,,I,Investor Owned,X,X,X,X,X,X,,X,,X,X,X,X,X
2019,14717,Pee Dee Electric Member Corp,,C,Cooperative,,X,X,X,X,X,,X,,X,X,X,X,X
2019,14724,Pennyrile Rural Electric Coop,,C,Cooperative,X,X,,X,X,,,,X,X,X,X,X,X
2019,14771,PUD No 1 of Asotin County,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14775,People's Electric Cooperative,,C,Cooperative,,X,,X,,,,X,X,X,X,X,X,X
2019,14792,Borough of Perkasie - (PA),Y,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,14806,City of Perry - (MO),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14829,City of Perry - (OK),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14839,City of Peru - (IN),,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,14840,City of Peru - (IL),,M,Municipal,,X,,X,X,,,X,,X,,X,X,X
2019,14841,City of Peterson - (MN),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14856,Petersburg Borough - (AK),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14857,Pitt & Greene Elec Member Corp,,C,Cooperative,,X,,X,,X,,,,X,,X,X,X
2019,14864,Petit Jean Electric Coop Corp,,C,Cooperative,,X,,X,X,,,X,,X,X,X,X,X
2019,14867,City of Petoskey - (MI),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14940,PECO Energy Co,,I,Investor Owned,X,X,X,X,X,X,,X,,X,X,X,X,X
2019,14945,Village of Philadelphia - (NY),Y,M,Municipal,,X,,,,,,,,X,,X,X,X
2019,14947,City of Philadelphia - (MS),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14954,Philippi Municipal Electric,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,14999,"Pilot Power Group, LLC",,R,Retail Power Marketer,X,,,,,,,,,X,,X,,X
2019,15016,Pickwick Electric Coop,,C,Cooperative,,X,,X,,,,,X,X,X,X,X,X
2019,15022,City of Piedmont - (AL),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15023,Piedmont Electric Member Corp,,C,Cooperative,,X,X,X,X,X,,X,X,X,X,X,X,X
2019,15028,Piedmont Municipal Power Agny,,P,Political Subdivision,,,,,,,,,,X,,,,X
2019,15034,Pierce-Pepin Coop Services,,C,Cooperative,,X,X,X,,X,,X,,X,X,X,X,X
2019,15039,City of Pierce - (NE),,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,15040,City of Pierre - (SD),,M,Municipal,X,X,,X,,,,,,X,,X,X,X
2019,15041,City of Pierz - (MN),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15043,City of Piggott - (AR),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15045,Pike County Light & Power Co,,I,Investor Owned,X,X,,X,,,,X,,X,X,X,X,X
2019,15046,Town of Pikeville - (NC),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15048,Electrical Dist No2 Pinal County,,P,Political Subdivision,,X,,X,,,,,,X,X,X,X,X
2019,15049,Electrical Dist No4 Pinal County,,P,Political Subdivision,,X,,X,,X,,X,,X,,X,X,X
2019,15051,City of Pine Bluffs - (WY),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15054,"Pioneer Rural Elec Coop, Inc - (OH)",,C,Cooperative,,X,,X,,,,,,X,X,X,X,X
2019,15058,Town of Pinetops - (NC),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15062,Town of Pineville - (NC),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15072,Village of Pioneer - (OH),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15073,"Pioneer Electric Coop, Inc - (KS)",,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,15075,City of Pioche - (NV),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,15086,Pioneer Power and Light Co,,I,Investor Owned,X,X,,X,X,,,,,X,,X,X,X
2019,15095,City of Piqua - (OH),,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,15104,Borough of Pitcairn - (PA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15116,Town of Pittsboro - (IN),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15127,Placer County Water Agency,,P,Political Subdivision,,,,,,,,,,X,,,,X
2019,15134,City of Plankinton - (SD),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15137,City of Plaquemine - (LA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15138,"Platte-Clay Electric Coop, Inc",,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,15141,Plateau Electric Cooperative,,C,Cooperative,,X,,X,,,,,X,X,,X,X,X
2019,15143,Platte River Power Authority,,P,Political Subdivision,,,,,,,,,,X,,,,X
2019,15145,City of Plattsburgh - (NY),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15159,City of Plymouth - (WI),,M,Municipal,,X,,X,X,,,X,X,X,,X,X,X
2019,15175,Pointe Coupee Elec Member Corp,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,15180,City of Pocahontas - (IA),Y,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,15188,Polk County Rural Pub Pwr Dist,,P,Political Subdivision,,X,X,X,,,,X,,X,X,X,X,X
2019,15201,City of Pomona - (KS),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15202,City of Ponca City - (OK),,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,15203,Village of Plymouth - (OH),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15211,Pontotoc Electric Power Assn,,C,Cooperative,,X,,X,X,,,,X,X,,X,X,X
2019,15229,City of Poplar Bluff - (MO),,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,15231,City of Port Angeles - (WA),,M,Municipal,,X,,X,,X,,X,,X,,X,X,X
2019,15246,City of Portland - (MI),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15248,Portland General Electric Co,,I,Investor Owned,X,X,X,X,X,,,X,X,X,X,X,X,X
2019,15257,"Poudre Valley REA, Inc",,C,Cooperative,X,X,,X,,X,,X,,X,X,X,X,X
2019,15263,The Potomac Edison Company,,I,Investor Owned,X,X,X,X,X,X,,X,,X,X,X,X,X
2019,15270,Potomac Electric Power Co,,I,Investor Owned,X,X,X,X,X,,,X,,X,X,X,X,X
2019,15291,Prairie Energy Coop,,C,Cooperative,,X,,X,,,,X,X,X,X,X,X,X
2019,15293,Powell Valley Electric Coop,,C,Cooperative,,X,,X,,,,,X,X,X,X,X,X
2019,15294,City of Powell - (WY),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15296,New York Power Authority,,S,State,X,,,,,X,,,,X,,X,,X
2019,15297,City of Plummer - (ID),Y,M,Municipal,,X,,X,X,,,,,X,,X,X,X
2019,15308,Plumas-Sierra Rural Elec Coop,,C,Cooperative,,X,,X,,X,,X,,X,X,X,X,X
2019,15311,Prague Public Works Authority,,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,15312,Village of Prairie Du Sac - (WI),,M,Municipal,,X,,X,X,,,X,X,X,,X,X,X
2019,15321,City of Pratt- (KS),,M,Municipal,,X,,X,,,,,X,X,,X,X,X
2019,15327,PUD No 1 of Wahkiakum County,Y,P,Political Subdivision,,X,,X,,X,,X,,X,,X,X,X
2019,15334,Prentiss County Elec Pwr Assn,,C,Cooperative,,X,,X,,,,,X,X,,X,X,X
2019,15336,City of Prescott - (KS),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15337,City of Prescott - (AR),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15340,Presque Isle Elec & Gas Coop,,C,Cooperative,,X,,X,X,,,X,,X,X,X,X,X
2019,15344,Polk-Burnett Electric Coop,,C,Cooperative,,X,X,X,,X,,X,,X,X,X,X,X
2019,15346,Village of Polk - (NE),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15348,Preston Public Utilities Comm,Y,M,Municipal,,X,X,X,,X,,,,X,,X,X,X
2019,15349,City of Preston,,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,15352,Village of Prague - (NE),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15356,Price Electric Coop Inc,,C,Cooperative,,X,X,X,,X,,X,X,X,X,X,X,X
2019,15371,Town of Princeton - (MA),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,15377,City of Primghar - (IA),Y,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,15385,City of Princeton - (WI),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15386,City of Princeton - (KY),,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,15387,Princeton Public Utils Comm,,M,Municipal,,X,X,X,,X,,,X,X,X,X,X,X
2019,15388,City of Princeton - (IL),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15410,Prince George Electric Coop,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,15419,PUD No 3 of Mason County,,P,Political Subdivision,,X,,X,,X,,X,,X,X,X,X,X
2019,15432,Prospect Corporation,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15433,Town of Prosperity - (SC),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15443,City of Providence - (KY),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15444,Provo City Corp,,M,Municipal,X,X,,X,,,,X,,X,X,X,X,X
2019,15460,Proctor Public Utilities Comm,Y,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,15462,City of Pryor - (OK),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15466,Public Service Co of Colorado,,I,Investor Owned,X,X,X,X,X,X,,X,,X,X,X,X,X
2019,15470,"Duke Energy Indiana, LLC",,I,Investor Owned,X,X,X,X,X,X,,X,X,X,X,X,X,X
2019,15472,Public Service Co of NH,,I,Investor Owned,X,X,X,X,X,X,,X,X,X,X,X,X,X
2019,15473,Public Service Co of NM,,I,Investor Owned,X,X,X,X,X,X,,X,,X,X,X,X,X
2019,15474,Public Service Co of Oklahoma,,I,Investor Owned,X,X,X,X,X,X,,X,X,X,X,X,X,X
2019,15477,Public Service Elec & Gas Co,,I,Investor Owned,X,X,X,X,,X,,X,X,X,X,X,X,X
2019,15497,Puerto Rico Electric Pwr Authority,,S,State,X,X,X,X,X,,,X,X,X,X,X,X,X
2019,15500,Puget Sound Energy Inc,,I,Investor Owned,X,X,,X,,X,,X,X,X,X,X,X,X
2019,15507,City of Pulaski - (TN),,M,Municipal,,X,,X,X,,,,X,X,X,X,X,X
2019,15515,City of Purcell - (OK),Y,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,15541,Borough of Quakertown - (PA),,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,15566,City of Quincy - (FL),,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,15573,City of Quitman,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15619,City of Radford - (VA),,M,Municipal,,X,X,X,,,,X,,X,,X,X,X
2019,15621,"Radiant Electric Coop, Inc",,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,15665,City of Randall - (MN),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15671,Randolph Electric Member Corp,,C,Cooperative,,X,X,X,X,X,,,X,X,X,X,X,X
2019,15672,Ralls County Electric Coop,,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,15674,City of Randolph - (NE),Y,M,Municipal,,X,,X,,,,,X,X,,X,X,X
2019,15686,Village of Rantoul - (IL),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15698,Raton Public Service Company,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15700,Rayle Electric Membership Corp,,C,Cooperative,,X,,X,,X,,X,,X,X,X,X,X
2019,15711,Rainbow Energy Marketing Corp,,W,Wholesale Power Marketer,,,,,,,,,,X,,,,X
2019,15728,City of Rayne - (LA),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,15746,Red River Valley Rrl Elec Assn,,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,15748,Town of Reading - (MA),,M,Municipal,X,X,X,X,X,X,,X,,X,X,X,X,X
2019,15750,Redwood Electric Coop,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,15751,City of Readlyn - (IA),Y,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,15772,City of Red Bud - (IL),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15773,City of Red Cloud - (NE),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15776,Reedy Creek Improvement Dist,,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,15778,Town of Red Springs - (NC),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,15783,City of Redding - (CA),,M,Municipal,,X,,X,,X,,X,X,X,X,X,X,X
2019,15787,Redlands Water & Power Company,,I,Investor Owned,,,,,,,,,,X,,,,X
2019,15793,Redwood Falls Public Util Comm,,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,15804,Reedsburg Utility Comm,,M,Municipal,,X,,X,X,,,X,X,X,,X,X,X
2019,15811,"Rich Mountain Elec Coop, Inc",,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,15845,Renville-Sibley Coop Pwr Assn,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,15846,City of Remsen - (IA),,M,Municipal,,X,,X,,X,,,,X,,X,X,X
