|Utility Characteristics..Data Year|,|Utility Characteristics..Facility Number|,|Utility Characteristics..Facility Name|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..STATE|,|Utility Characteristics..BA Code|,|RESIDENTIAL.Revenues.Thousand Dollars|,|RESIDENTIAL.Sales.Megawatthours|,|RESIDENTIAL.Customers.Count|,|COMMERCIAL.Revenues.Thousand Dollars|,|COMMERCIAL.Sales.Megawatthours|,|COMMERCIAL.Customers.Count|,|INDUSTRIAL.Revenues.Thousand Dollars|,|INDUSTRIAL.Sales.Megawatthours|,|INDUSTRIAL.Customers.Count|,|TRANSPORTATION.Revenues.Thousand Dollars|,|TRANSPORTATION.Sales.Megawatthours|,|TRANSPORTATION.Customers.Count|,|TOTAL.Revenues.Thousand Dollars|,|TOTAL.Sales.Megawatthours|,|TOTAL.Customers.Count|
2019,62739,KDC Solar ASGM,62649,KDC Solar ASGM LLC,NJ,PJM,0.0,0,0,0.0,0,0,268.0,"3,820",1,0.0,0,0,268.0,"3,820",1
2019,62746,KDC Solar CSCP LLC,62666,KDC Solar CSCP LLC,NJ,PJM,0.0,0,0,98.0,"1,030",1,0.0,0,0,0.0,0,0,98.0,"1,030",1
2019,59910,"KDC Solar PR1, LLC",59678,"KDC Solar PR1, LLC",NJ,PJM,0.0,0,0,"1,248.0","15,491",1,0.0,0,0,0.0,0,0,"1,248.0","15,491",1
2019,60546,KIUC Kapaia PV and BA Storage Project Hybrid,60947,Tesla Inc.,HI,NA,0.0,0,0,"3,217.0","21,882",1,0.0,0,0,0.0,0,0,"3,217.0","21,882",1
2019,10805,Kenilworth Energy Facility,5530,E F Kenilworth LLC,NJ,PJM,0.0,0,0,0.0,0,0,"4,622.0","76,310",1,0.0,0,0,"4,622.0","76,310",1
2019,58243,Kent County - Worton Complex,63249,Terraform Arcadia,MD,PJM,0.0,0,0,161.0,"1,766",1,0.0,0,0,0.0,0,0,161.0,"1,766",1
2019,58239,Kent County-Kennedyville,63249,Terraform Arcadia,MD,PJM,0.0,0,0,145.0,"1,512",1,0.0,0,0,0.0,0,0,145.0,"1,512",1
2019,59098,Kettering Solar 1,60947,Tesla Inc.,CA,CISO,0.0,0,0,259.0,"2,058",1,0.0,0,0,0.0,0,0,259.0,"2,058",1
2019,59099,Kettering Solar 2,60947,Tesla Inc.,CA,CISO,0.0,0,0,235.0,"1,901",1,0.0,0,0,0.0,0,0,235.0,"1,901",1
2019,61628,Kilroy Solar,61227,Nautilus Solar Solutions,CA,CISO,0.0,0,0,845.0,"6,718",8,0.0,0,0,0.0,0,0,845.0,"6,718",8
2019,62614,Kinder Morgan Fordham,62067,EnterSolar,NY,NYIS,0.0,0,0,647.0,"3,860",2,0.0,0,0,0.0,0,0,647.0,"3,860",2
2019,58240,Kit Carson,63249,Terraform Arcadia,NM,PNM,0.0,0,0,501.0,"2,843",1,0.0,0,0,0.0,0,0,501.0,"2,843",1
2019,57119,Koda Biomass Plant,56413,Koda Energy LLC,MN,MISO,0.0,0,0,0.0,0,0,"3,393.0","43,931",1,0.0,0,0,"3,393.0","43,931",1
2019,57009,Kohls San Bernardino Solar Facility,61219,Longroad Energy Services LLC,CA,CISO,0.0,0,0,72.0,"1,368",1,0.0,0,0,0.0,0,0,72.0,"1,368",1
2019,60765,L'Oreal Franklin,61944,GSRP,NJ,PJM,0.0,0,0,0.0,0,0,210.0,"1,931",1,0.0,0,0,210.0,"1,931",1
2019,60766,L'Oreal Monmouth,61944,GSRP,NJ,PJM,0.0,0,0,0.0,0,0,344.0,"2,229",1,0.0,0,0,344.0,"2,229",1
2019,57868,L'Oreal Piscataway,56997,Marina Energy LLC,NJ,PJM,0.0,0,0,0.0,0,0,258.0,"2,226",1,0.0,0,0,258.0,"2,226",1
2019,58539,Lake Pleasant WTP,58507,Solar Star Arizona III LLC,AZ,AZPS,0.0,0,0,"2,384.0","14,631",1,0.0,0,0,0.0,0,0,"2,384.0","14,631",1
2019,59744,Lakeland Electric Co. (FL)-Airport 1,58473,"NVT LICENSES, LLC",FL,TEC,0.0,0,0,691.0,"4,435",1,0.0,0,0,0.0,0,0,691.0,"4,435",1
2019,62454,Lakewood Cheddar School,61944,GSRP,NJ,PJM,0.0,0,0,86.0,"1,367",1,0.0,0,0,0.0,0,0,86.0,"1,367",1
2019,59369,Lakewood Seven Solar LLC,60281,"Altus Power America Management, LLC",NJ,PJM,0.0,0,0,85.0,"1,076",1,0.0,0,0,0.0,0,0,85.0,"1,076",1
2019,58634,Lancaster Baptist Church,60947,Tesla Inc.,CA,CISO,0.0,0,0,226.0,"2,053",1,0.0,0,0,0.0,0,0,226.0,"2,053",1
2019,58963,Las Virgenes Municipal Water District,60947,Tesla Inc.,CA,CISO,0.0,0,0,175.0,"1,666",1,0.0,0,0,0.0,0,0,175.0,"1,666",1
2019,60142,Lemoore 1,59937,"Lemoore PV1, LLC",CA,CISO,0.0,0,0,152.0,"1,381",1,0.0,0,0,0.0,0,0,152.0,"1,381",1
2019,58703,Lenape II,58638,"Lenape Solar II, LLC",IN,MISO,0.0,0,0,981.0,"4,681",1,0.0,0,0,0.0,0,0,981.0,"4,681",1
2019,61389,Letchworth Solar Project,60571,AEP Onsite Partners,NY,NYIS,0.0,0,0,172.0,"1,847",1,0.0,0,0,0.0,0,0,172.0,"1,847",1
2019,58231,Lincoln Financial Field,58203,NRG Energy Center Eagles LLC,PA,PJM,0.0,0,0,476.0,"2,871",1,0.0,0,0,0.0,0,0,476.0,"2,871",1
2019,60966,Lind Solar CSG,63249,Terraform Arcadia,MN,MISO,0.0,0,0,740.0,"6,954",1,0.0,0,0,0.0,0,0,740.0,"6,954",1
2019,60060,Lindberg FIeld Solar,59791,Lindberg Field Solar I LLC,CA,CISO,0.0,0,0,677.0,"4,928",1,0.0,0,0,0.0,0,0,677.0,"4,928",1
2019,60026,Little Rock Pham Solar,63249,Terraform Arcadia,CA,LDWP,0.0,0,0,693.0,"7,762",1,0.0,0,0,0.0,0,0,693.0,"7,762",1
2019,57768,Longwood Gardens,57078,Ecogy Pennsylvania Systems LLC,PA,PJM,0.0,0,0,175.0,"2,004",1,0.0,0,0,0.0,0,0,175.0,"2,004",1
2019,55217,Los Medanos Energy Center,2843,Los Medanos Energy Center LLC,CA,CISO,0.0,0,0,0.0,0,0,"25,363.0","542,518",2,0.0,0,0,"25,363.0","542,518",2
2019,59873,Lowell Solar Landfill,59654,Lowell Solar Landfill LLC,MA,ISNE,0.0,0,0,205.0,"1,375",1,0.0,0,0,0.0,0,0,205.0,"1,375",1
2019,60769,Lower Cape May HS,61944,GSRP,NJ,PJM,0.0,0,0,167.0,"2,496",1,0.0,0,0,0.0,0,0,167.0,"2,496",1
2019,59135,Ludlow Landfill,59622,"Ahana Renewables, LLC",MA,ISNE,0.0,0,0,167.0,"3,039",1,0.0,0,0,0.0,0,0,167.0,"3,039",1
2019,58914,MCAGCC Cogen Plant,58789,DOD USMC Marine Air Ground Combat,CA,CISO,"2,068.0","13,787",1,"3,583.0","16,186",14,0.0,0,0,0.0,0,0,"5,651.0","29,973",15
2019,61350,MDFA Devens-Saratoga,63249,Terraform Arcadia,MA,ISNE,0.0,0,0,249.0,"3,387",1,0.0,0,0,0.0,0,0,249.0,"3,387",1
2019,60496,MEBA,60281,"Altus Power America Management, LLC",MD,PJM,0.0,0,0,211.0,"2,723",1,0.0,0,0,0.0,0,0,211.0,"2,723",1
2019,62323,Macy's MD Joppa Solar Project,61821,"Northstar Macy's Maryland 2015, LLC",MD,PJM,0.0,0,0,376.0,"2,921",1,0.0,0,0,0.0,0,0,376.0,"2,921",1
2019,58522,Madera Community Hospital,59622,"Ahana Renewables, LLC",CA,CISO,0.0,0,0,281.0,"2,004",1,0.0,0,0,0.0,0,0,281.0,"2,004",1
2019,61725,Madison County,60571,AEP Onsite Partners,NY,NYIS,0.0,0,0,215.0,"2,671",1,0.0,0,0,0.0,0,0,215.0,"2,671",1
2019,62639,Manchester Community College East,60584,Onyx Asset Services Group,CT,ISNE,0.0,0,0,106.0,"1,587",1,0.0,0,0,0.0,0,0,106.0,"1,587",1
2019,62640,Manchester Community College North,60584,Onyx Asset Services Group,CT,ISNE,0.0,0,0,91.0,"1,658",1,0.0,0,0,0.0,0,0,91.0,"1,658",1
2019,61115,Manteca Land PV,60727,"Manteca Land PV, LLC",CA,CISO,0.0,0,0,194.0,"1,979",1,0.0,0,0,0.0,0,0,194.0,"1,979",1
2019,57005,Mariani Packing Vacaville Solar,56431,SunE U6 Holdings LLC,CA,CISO,0.0,0,0,295.0,"1,753",1,0.0,0,0,0.0,0,0,295.0,"1,753",1
2019,58410,Marshfield PV,63249,Terraform Arcadia,MA,ISNE,0.0,0,0,483.0,"4,831",1,0.0,0,0,0.0,0,0,483.0,"4,831",1
2019,58443,Martin Limestone Solar Array,58438,Sunstream Energy LLC,PA,PJM,0.0,0,0,0.0,0,0,115.0,"1,436",1,0.0,0,0,115.0,"1,436",1
2019,58412,Maynard PV,63249,Terraform Arcadia,MA,ISNE,0.0,0,0,106.0,"1,516",1,0.0,0,0,0.0,0,0,106.0,"1,516",1
2019,57646,McCormick & Co. Inc. at Belcamp,56975,"Constellation Solar Maryland, LLC",MD,PJM,0.0,0,0,0.0,0,0,271.0,"2,430",1,0.0,0,0,271.0,"2,430",1
2019,57662,McGraw Hill Solar,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,869.0,"18,055",1,0.0,0,0,0.0,0,0,869.0,"18,055",1
2019,59277,Medford WWTP,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,192.0,"2,009",1,0.0,0,0,0.0,0,0,192.0,"2,009",1
2019,10883,Medical Area Total Energy Plant,12258,Medical Area Total Egy Plt Inc,MA,ISNE,0.0,0,0,"43,604.0","284,483",7,0.0,0,0,0.0,0,0,"43,604.0","284,483",7
2019,58882,Mercer County Community College,58754,Sunlight General Mercer Solar LLC,NJ,PJM,0.0,0,0,325.0,"10,828",1,0.0,0,0,0.0,0,0,325.0,"10,828",1
2019,57982,Meridian Vineyards,62060,CleanCapital,CA,CISO,0.0,0,0,283.0,"1,340",1,0.0,0,0,0.0,0,0,283.0,"1,340",1
2019,59136,Methuen Landfill,59622,"Ahana Renewables, LLC",MA,ISNE,0.0,0,0,132.0,"1,466",1,0.0,0,0,0.0,0,0,132.0,"1,466",1
2019,10180,Metro Wastewater Reclamation District,19068,"Colorado Energy Nations Company, LLC",CO,PSCO,0.0,0,0,0.0,0,0,"1,450.0","34,024",1,0.0,0,0,"1,450.0","34,024",1
2019,58090,Middlesex Apple Orchard Solar,63068,CVI CleanCapital Solar 4 LLC,NJ,PJM,0.0,0,0,339.0,"7,541",1,0.0,0,0,0.0,0,0,339.0,"7,541",1
2019,10745,Midland Cogeneration Venture,12492,Midland Cogeneration Venture,MI,MISO,0.0,0,0,0.0,0,0,"10,583.0","402,819",2,0.0,0,0,"10,583.0","402,819",2
2019,52169,Midway Sunset Cogen,12687,Midway-Sunset Cogeneration Co,CA,CISO,0.0,0,0,0.0,0,0,"3,845.0","86,307",1,0.0,0,0,"3,845.0","86,307",1
2019,59789,Millbrook School,60947,Tesla Inc.,NY,NYIS,0.0,0,0,145.0,"1,936",1,0.0,0,0,0.0,0,0,145.0,"1,936",1
2019,58822,Millville City Sewer Auth WTP,61944,GSRP,NJ,PJM,0.0,0,0,148.0,"1,669",1,0.0,0,0,0.0,0,0,148.0,"1,669",1
2019,58633,Monterey Regional Water Pollution Control Agency,60947,Tesla Inc.,CA,CISO,0.0,0,0,165.0,"1,096",1,0.0,0,0,0.0,0,0,165.0,"1,096",1
2019,60820,Montgomery County Correctional Facility,60947,Tesla Inc.,MD,PJM,0.0,0,0,93.0,"2,069",1,0.0,0,0,0.0,0,0,93.0,"2,069",1
2019,63514,Moonlight Packing - Phase 2,63226,CalCom Energy,CA,CISO,0.0,0,0,378.0,"2,908",1,0.0,0,0,0.0,0,0,378.0,"2,908",1
2019,59942,Morgan Lancaster 1,63249,Terraform Arcadia,CA,CISO,0.0,0,0,261.0,"2,930",1,0.0,0,0,0.0,0,0,261.0,"2,930",1
2019,57362,Morgantown Solar Park,56701,The Hankin Group,PA,PJM,0.0,0,0,0.0,0,0,167.0,"2,461",1,0.0,0,0,167.0,"2,461",1
2019,55216,Morris Cogeneration LLC,54755,Morris Cogeneration LLC,IL,PJM,0.0,0,0,0.0,0,0,"9,664.0","448,596",1,0.0,0,0,"9,664.0","448,596",1
2019,57471,Murray Hill Solar,56769,Consolidated Edison Development Inc.,NJ,PJM,0.0,0,0,0.0,0,0,180.0,"1,662",1,0.0,0,0,180.0,"1,662",1
2019,61003,Musgrave East Solar Farm,60643,Artemis Solar LLC,NY,NYIS,0.0,0,0,330.0,"3,141",1,0.0,0,0,0.0,0,0,330.0,"3,141",1
2019,61015,Musgrave West Solar Farm,60643,Artemis Solar LLC,NY,NYIS,0.0,0,0,328.0,"3,125",1,0.0,0,0,0.0,0,0,328.0,"3,125",1
2019,60857,NES Rutgers Solar,60516,NES Rutgers LLC,NJ,PJM,0.0,0,0,0.0,0,0,108.0,"1,197",1,0.0,0,0,108.0,"1,197",1
2019,62208,NIST Solar,60396,Constellation New Energy Inc.,MD,PJM,0.0,0,0,449.0,"6,321",1,0.0,0,0,0.0,0,0,449.0,"6,321",1
2019,57462,Napoleon Solar I,56780,Enfinity BNB Napoleon Solar LLC,OH,PJM,0.0,0,0,643.0,"12,234",1,0.0,0,0,0.0,0,0,643.0,"12,234",1
2019,62710,Nationals,63249,Terraform Arcadia,DC,PJM,0.0,0,0,88.0,"1,703",1,0.0,0,0,0.0,0,0,88.0,"1,703",1
2019,62672,Nautilus Goat Island Solar CSG LLC,62149,Nautilus Goat Island Solar CSG LLC,RI,ISNE,177.0,"1,027",693,0.0,0,0,0.0,0,0,0.0,0,0,177.0,"1,027",693
2019,57764,Naval Air Weapons Station China Lake,57073,"Solar Star California XV, LLC",CA,CISO,0.0,0,0,"3,325.0","23,952",1,0.0,0,0,0.0,0,0,"3,325.0","23,952",1
2019,61737,Navy Yard Peaker Station,61353,Philadelphia Authority for Industrial Development,PA,PJM,0.0,0,0,0.0,0,0,359.0,"3,266",5,0.0,0,0,359.0,"3,266",5
2019,56568,Nellis Air Force Base Solar Array,56203,Solar Star NAFB LLC,NV,NEVP,0.0,0,0,586.0,"26,478",1,0.0,0,0,0.0,0,0,586.0,"26,478",1
2019,10427,New-Indy Ontario Mill,22091,New-Indy Ontario LLC,CA,CISO,0.0,0,0,0.0,0,0,689.0,"7,663",2,0.0,0,0,689.0,"7,663",2
2019,63363,Niagara Bottling Stockton,62067,EnterSolar,CA,CISO,0.0,0,0,74.0,"1,492",1,0.0,0,0,0.0,0,0,74.0,"1,492",1
2019,62682,Noland Wastewater Treatment Plant Hybrid,61204,"Today's Power, Inc.",AR,SWPP,0.0,0,0,168.0,"3,515",1,0.0,0,0,0.0,0,0,168.0,"3,515",1
2019,58748,North Bay Solar 1,58661,"Sustainable Power Group, LLC",CA,CISO,0.0,0,0,278.0,"2,383",1,0.0,0,0,0.0,0,0,278.0,"2,383",1
2019,60806,North Bergen Solar,60268,Hartz Solar LLC,NJ,PJM,0.0,0,0,233.0,"2,442",1,0.0,0,0,0.0,0,0,233.0,"2,442",1
2019,58358,North Jersey Media Group Solar Facility,63068,CVI CleanCapital Solar 4 LLC,NJ,PJM,0.0,0,0,324.0,"5,406",1,0.0,0,0,0.0,0,0,324.0,"5,406",1
2019,60992,Northern Cardinal Solar,63249,Terraform Arcadia,NC,PJM,0.0,0,0,244.0,"3,303",1,0.0,0,0,0.0,0,0,244.0,"3,303",1
2019,61060,Novel - OYA of Mapleton CSG,62033,NRG MN Community LLC,MN,MISO,740.0,"5,017",512,0.0,0,0,0.0,0,0,0.0,0,0,740.0,"5,017",512
2019,57798,OBP Cogen,57120,OBP Cogen LLC,NY,NYIS,0.0,0,0,"7,390.0","54,665",1,0.0,0,0,0.0,0,0,"7,390.0","54,665",1
2019,50850,OLS Energy Chino,14265,OLS Energy-Chino,CA,CISO,0.0,0,0,0.0,0,0,"1,074.0","13,932",1,0.0,0,0,"1,074.0","13,932",1
2019,58134,Oberlin Spear Point Solar One,58084,"Oberlin Spear Point Solar One, LLC",OH,PJM,0.0,0,0,233.0,"2,659",1,0.0,0,0,0.0,0,0,233.0,"2,659",1
2019,60913,Ohio Northern University Solar Site,60571,AEP Onsite Partners,OH,PJM,0.0,0,0,488.0,"4,429",1,0.0,0,0,0.0,0,0,488.0,"4,429",1
2019,50413,Olmsted Waste Energy,21995,Olmsted County Public Works,MN,MISO,0.0,0,0,248.0,"2,107",1,0.0,0,0,0.0,0,0,248.0,"2,107",1
2019,60114,Oneida County- DPW,60947,Tesla Inc.,NY,ISNE,0.0,0,0,70.0,"1,023",1,0.0,0,0,0.0,0,0,70.0,"1,023",1
2019,60097,Onondaga County - Metro Water Board,60947,Tesla Inc.,NY,NYIS,0.0,0,0,48.0,905,1,0.0,0,0,0.0,0,0,48.0,905,1
2019,60098,Onondaga County - Oak Orchard WWTP,60947,Tesla Inc.,NY,NYIS,0.0,0,0,149.0,"2,430",1,0.0,0,0,0.0,0,0,149.0,"2,430",1
2019,60462,Onondaga County- Clearwater,60947,Tesla Inc.,NY,ISNE,0.0,0,0,161.0,"2,573",1,0.0,0,0,0.0,0,0,161.0,"2,573",1
2019,60232,Onondaga County- Jamesville,60947,Tesla Inc.,NY,NYIS,0.0,0,0,117.0,"1,886",1,0.0,0,0,0.0,0,0,117.0,"1,886",1
2019,61206,Onyx - Allen Harim,60584,Onyx Asset Services Group,DE,PJM,0.0,0,0,142.0,"2,086",1,0.0,0,0,0.0,0,0,142.0,"2,086",1
2019,60229,Orange County Solar Farm (NY),60947,Tesla Inc.,NY,ISNE,0.0,0,0,177.0,"2,210",1,0.0,0,0,0.0,0,0,177.0,"2,210",1
2019,58411,Orange PV,63249,Terraform Arcadia,MA,ISNE,0.0,0,0,59.0,622,1,0.0,0,0,0.0,0,0,59.0,622,1
2019,60112,Oregon Convention Center,60947,Tesla Inc.,OR,PACW,0.0,0,0,180.0,"1,888",1,0.0,0,0,0.0,0,0,180.0,"1,888",1
2019,58961,Oregon University System OIT Klamath Falls,60947,Tesla Inc.,OR,PACW,0.0,0,0,41.0,836,1,0.0,0,0,0.0,0,0,41.0,836,1
2019,59790,Oregon University System Rabbit Field,60947,Tesla Inc.,OR,PACW,0.0,0,0,61.0,"1,124",1,0.0,0,0,0.0,0,0,61.0,"1,124",1
2019,60818,Oswego County - Fulton Solar,60947,Tesla Inc.,NY,NYIS,0.0,0,0,88.0,"1,785",1,0.0,0,0,0.0,0,0,88.0,"1,785",1
2019,60038,Owens Corning Headquarters,58491,"Constellation Solar Holding, LLC",OH,PJM,0.0,0,0,370.0,"1,945",1,0.0,0,0,0.0,0,0,370.0,"1,945",1
2019,58550,Owens Corning at Bethlehem,58491,"Constellation Solar Holding, LLC",NY,NYIS,0.0,0,0,0.0,0,0,330.0,"3,352",1,0.0,0,0,330.0,"3,352",1
2019,62611,PFMG Solar Grossmont Helix LLC,62028,PFMG Solar Grossmont Helix LLC,CA,CISO,312.0,"2,221",1,0.0,0,0,0.0,0,0,0.0,0,0,312.0,"2,221",1
2019,59866,Palmer Solar LLC,59653,Palmer Solar LLC,NY,ISNE,0.0,0,0,351.0,"2,922",1,0.0,0,0,0.0,0,0,351.0,"2,922",1
2019,57773,Palo Verde College,58315,SSA Solar of CA 2 LLC,CA,CISO,0.0,0,0,325.0,"2,066",1,0.0,0,0,0.0,0,0,325.0,"2,066",1
2019,58293,Paradise Valley H.S. PV,58863,Main Street Power,AZ,AZPS,0.0,0,0,503.0,"2,598",1,0.0,0,0,0.0,0,0,503.0,"2,598",1
2019,59544,Parlin Solar LLC,59287,Laurel Capital Partners,NJ,PJM,0.0,0,0,0.0,0,0,58.0,"1,130",1,0.0,0,0,58.0,"1,130",1
2019,55047,Pasadena Cogeneration,11059,Pasadena Cogeneration LP,TX,ERCO,0.0,0,0,0.0,0,0,"13,721.0","447,627",1,0.0,0,0,"13,721.0","447,627",1
2019,58896,Patriots Stadium,58769,Sunlight General Somerset Solar LLC,NJ,PJM,0.0,0,0,26.0,658,1,0.0,0,0,0.0,0,0,26.0,658,1
2019,57772,Perdue Bridgeville Photovoltaic,63249,Terraform Arcadia,MD,PJM,0.0,0,0,164.0,"1,947",1,0.0,0,0,0.0,0,0,164.0,"1,947",1
2019,57879,Perdue Salisbury Photovoltaic,63249,Terraform Arcadia,DE,PJM,0.0,0,0,135.0,"1,606",1,0.0,0,0,0.0,0,0,135.0,"1,606",1
2019,61185,Pfeffers,63249,Terraform Arcadia,MD,PJM,0.0,0,0,95.0,"1,719",1,0.0,0,0,0.0,0,0,95.0,"1,719",1
2019,60392,Pfizer Groton Fuel Cell,62093,Groton Fuel Cell 1 LLC,CT,ISNE,0.0,0,0,"3,470.0","41,620",1,0.0,0,0,0.0,0,0,"3,470.0","41,620",1
2019,60762,Pfizer Peapack Solar,63069,CVI CleanCapital Solar 5 LLC,NJ,PJM,0.0,0,0,457.0,"10,165",1,0.0,0,0,0.0,0,0,457.0,"10,165",1
2019,58708,Phoenix Airport East Economy Lot,58649,Solar Star Arizona II LLC,AZ,AZPS,0.0,0,0,217.0,"1,953",1,0.0,0,0,0.0,0,0,217.0,"1,953",1
2019,58709,Phoenix Airport Rental Car Center,58649,Solar Star Arizona II LLC,AZ,AZPS,0.0,0,0,456.0,"5,805",1,0.0,0,0,0.0,0,0,456.0,"5,805",1
2019,62735,Phoenix Solar South Farms LLC Solar Farm,62656,Phoenix Solar South Farms LLC,IL,MISO,0.0,0,0,"1,390.0","7,093",1,0.0,0,0,0.0,0,0,"1,390.0","7,093",1
2019,62075,Pima Community College,60947,Tesla Inc.,AZ,TEPC,0.0,0,0,167.0,"1,702",1,0.0,0,0,0.0,0,0,167.0,"1,702",1
2019,61104,Pima Community College - East Campus,60947,Tesla Inc.,AZ,TEPC,0.0,0,0,297.0,"2,952",1,0.0,0,0,0.0,0,0,297.0,"2,952",1
2019,63531,Pima Community College NW,60584,Onyx Asset Services Group,AZ,TEPC,0.0,0,0,214.0,"2,184",1,0.0,0,0,0.0,0,0,214.0,"2,184",1
2019,59364,Plainfield One Solar LLC,58258,SunRay Power LLC,NJ,PJM,0.0,0,0,0.0,0,0,169.0,"1,338",1,0.0,0,0,169.0,"1,338",1
2019,59137,Plymouth Site 1,59622,"Ahana Renewables, LLC",MA,ISNE,0.0,0,0,552.0,"6,899",1,0.0,0,0,0.0,0,0,552.0,"6,899",1
2019,58647,Port Richmond WWT Solar,57365,Consolidated Edison Solutions Inc,NY,NYIS,0.0,0,0,0.0,0,0,581.0,"1,565",1,0.0,0,0,581.0,"1,565",1
2019,62578,Preferred Freezer San Leandro,62067,EnterSolar,CA,CISO,0.0,0,0,254.0,"3,460",1,0.0,0,0,0.0,0,0,254.0,"3,460",1
2019,60447,Presbyterian Senior Living Service,63249,Terraform Arcadia,MD,PJM,0.0,0,0,139.0,"1,474",1,0.0,0,0,0.0,0,0,139.0,"1,474",1
2019,61354,Princeton Solar Project,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,216.0,"3,568",1,0.0,0,0,0.0,0,0,216.0,"3,568",1
2019,58631,Queen Anne's County,60947,Tesla Inc.,MD,PJM,0.0,0,0,188.0,"2,659",1,0.0,0,0,0.0,0,0,188.0,"2,659",1
2019,62664,Quincy Solar,63249,Terraform Arcadia,CO,WACM,0.0,0,0,211.0,"3,426",1,0.0,0,0,0.0,0,0,211.0,"3,426",1
2019,58362,Quittacas Pond Solar,57365,Consolidated Edison Solutions Inc,MA,ISNE,0.0,0,0,0.0,0,0,629.0,"5,640",1,0.0,0,0,629.0,"5,640",1
2019,62756,RC Energy AA LLC Solar Facility,62655,RC Energy AA LLC,NM,PNM,0.0,0,0,186.0,"1,959",1,0.0,0,0,0.0,0,0,186.0,"1,959",1
2019,60426,RCWD PV Project,60206,"Solar Star California XL, LLC",CA,CISO,0.0,0,0,789.0,"10,058",1,0.0,0,0,0.0,0,0,789.0,"10,058",1
2019,63455,RE-VFO LLC,63198,RE-VFO LLC,CA,CISO,0.0,0,0,0.0,0,0,240.0,"1,931",1,0.0,0,0,240.0,"1,931",1
2019,10025,"RED-Rochester, LLC",5624,"RED-Rochester, LLC",NY,NYIS,0.0,0,0,0.0,0,0,"15,673.0","244,064",14,0.0,0,0,"15,673.0","244,064",14
2019,62810,"RIT Henrietta Solar 1, LLC",62678,"RIT Henrietta Solar 1, LLC",NY,NYIS,0.0,0,0,156.0,"2,436",1,0.0,0,0,0.0,0,0,156.0,"2,436",1
2019,61670,RJC II Community Solar Garden,61285,RJC II CSG LLC,MN,MISO,168.0,"1,487",5,0.0,0,0,0.0,0,0,0.0,0,0,168.0,"1,487",5
2019,57507,RV CSU Power II LLC,56828,RV CSU Power II LLC,CA,,0.0,0,0,452.0,"4,579",1,0.0,0,0,0.0,0,0,452.0,"4,579",1
2019,57141,RV CSU Power LLC,56493,RV CSU Power LLC,CA,,0.0,0,0,313.0,"3,007",1,0.0,0,0,0.0,0,0,313.0,"3,007",1
2019,60492,Rail Trail,60281,"Altus Power America Management, LLC",MA,ISNE,0.0,0,0,453.0,"3,270",3,0.0,0,0,0.0,0,0,453.0,"3,270",3
2019,10464,ReEnergy Black River,1746,Black River Generation LLC,NY,NYIS,0.0,0,0,"11,524.0","136,932",2,0.0,0,0,0.0,0,0,"11,524.0","136,932",2
2019,60962,Red Maple Solar,63249,Terraform Arcadia,MN,MISO,0.0,0,0,512.0,"4,633",1,0.0,0,0,0.0,0,0,512.0,"4,633",1
2019,60796,Red Wing Community Solar,63249,Terraform Arcadia,MN,MISO,0.0,0,0,735.0,"6,687",1,0.0,0,0,0.0,0,0,735.0,"6,687",1
2019,61901,Redstone Arsenal Hybrid,61513,"Redstone Solar I, LLC",AL,TVA,0.0,0,0,"1,754.0","18,167",1,0.0,0,0,0.0,0,0,"1,754.0","18,167",1
2019,63074,Reedley Community College Solar,62856,"Forefront Power, LLC",CA,CISO,0.0,0,0,476.0,"3,801",1,0.0,0,0,0.0,0,0,476.0,"3,801",1
2019,60702,Rincon Solar I,60424,"Rincon Solar I, LLC",GA,SOCO,0.0,0,0,"2,594.0","29,822",1,0.0,0,0,0.0,0,0,"2,594.0","29,822",1
2019,58589,Rio Rancho High School,63249,Terraform Arcadia,NM,PNM,0.0,0,0,170.0,"2,286",1,0.0,0,0,0.0,0,0,170.0,"2,286",1
2019,60493,Rising Paper,60281,"Altus Power America Management, LLC",MA,ISNE,0.0,0,0,512.0,"3,699",3,0.0,0,0,0.0,0,0,512.0,"3,699",3
2019,59747,River Mountains Solar,59514,"River Mountains Solar, LLC",NV,NEVP,0.0,0,0,"2,315.0","33,790",1,0.0,0,0,0.0,0,0,"2,315.0","33,790",1
2019,59877,Riverside RWQCP Fuel Cell,59662,"Riverside Fuel Cell, LLC",CA,CISO,0.0,0,0,702.0,"9,704",1,0.0,0,0,0.0,0,0,702.0,"9,704",1
2019,58241,Rock Hall,63249,Terraform Arcadia,MD,PJM,0.0,0,0,166.0,"1,707",1,0.0,0,0,0.0,0,0,166.0,"1,707",1
2019,57524,Roger Road WWTP,56857,SunE M5C Holdings LLC,AZ,TEPC,0.0,0,0,98.0,"1,025",1,0.0,0,0,0.0,0,0,98.0,"1,025",1
2019,57843,SC Landfill Energy LLC,57172,SC Landfill Energy LLC,NJ,PJM,0.0,0,0,0.0,0,0,7.0,310,1,0.0,0,0,7.0,310,1
2019,63021,SCCCD - Clovis Community College,62856,"Forefront Power, LLC",CA,CISO,0.0,0,0,248.0,"1,961",1,0.0,0,0,0.0,0,0,248.0,"1,961",1
