|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership Type|,|Utility Characteristics..NERC Region|,|Demand.(Megawatts).Summer Peak Demand|,|Demand.(Megawatts).Winter Peak Demand|,|Energy Sources (Megawatthours).(Megawatts).Net Generation|,|Energy Sources (Megawatthours).(Megawatts).Wholesale Power Purchases|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Received|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Delivered|,|Energy Sources (Megawatthours).Power Exchanged.Net Power Exchanged|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Received|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Delivered|,|Energy Sources (Megawatthours).Wheeled Power.Net Wheeled Power|,|Energy Sources (Megawatthours).Wheeled Power.Transmission by Other Losses|,|Energy Sources (Megawatthours).Wheeled Power.Total Sources|,|Disposition.(Megawatthours).Sales to Ultimate Customers|,|Disposition.(Megawatthours).Sales for Resale|,|Disposition.(Megawatthours).Furnished without Charge|,|Disposition.(Megawatthours).Consumed by Respondent without Charge|,|Disposition.(Megawatthours).Total Energy Losses|,|Disposition.(Megawatthours).Total Disposition|,|Electric Revenues.(Thousands Dollars).From Retail Sales|,|Electric Revenues.(Thousands Dollars).From Delivery Customers|,|Electric Revenues.(Thousands Dollars).From Sales for Resale|,|Electric Revenues.(Thousands Dollars).From Credits or Adjustments|,|Electric Revenues.(Thousands Dollars).From Transmission|,|Electric Revenues.(Thousands Dollars).From Other|,|Electric Revenues.(Thousands Dollars).Total|,|.."Data Type O = Observed I = Imputed"|
2017,3704,City of Clarksville - (TN),TN,Municipal,SERC,328.2,375.6,0,1516013,0,.,0,0,0,0,0,1516013,1449436,0,0,2322,64256,1516013,157727,.,0,0,0,6410.2,164137.2,O
2017,3705,Clarksville Light & Water Co,AR,Municipal,SPP,49,40,.,255671,.,.,0,.,.,0,.,255671,242029,.,2579,3755,7308,255671,18943,.,.,.,.,293,19236,O
2017,3710,City of Clay Center - (KS),KS,Municipal,SPP,17.3,8.6,144,49877,.,.,0,.,.,0,.,50021,44148,.,923,1312,3638,50021,5311.2,.,.,.,.,.,5311.2,O
2017,3712,Clay County Electric Coop Corp,AR,Cooperative,SERC,67.2,57.1,.,262635,.,.,0,.,.,0,.,262635,246537,.,.,630,15468,262635,29423.6,.,.,.,.,351.6,29775.2,O
2017,3716,Clay-Union Electric Corp,SD,Cooperative,MRO,20,19,0,80490,.,.,0,.,.,0,.,80490,76099,.,165,.,4226,80490,8215,.,.,.,.,109,8324,O
2017,3722,Clarke Electric Coop Inc - (IA),IA,Cooperative,RFC,19.1,21.2,.,107800,.,.,0,.,.,0,.,107800,99620,1399,.,.,6781,107800,11978.5,.,107.5,.,.,58.5,12144.5,O
2017,3731,Town of Clayton,NC,Municipal,SERC,27,24.8,.,110923,.,.,0,.,.,0,.,110923,103500,.,1398,.,6025,110923,13197,.,.,.,.,.,13197,O
2017,3732,Town of Clayton,DE,Municipal,RFC,5.6,3.9,.,20650,.,.,0,.,.,0,-574,20076,18634,.,.,.,1442,20076,2770.7,.,.,.,.,.,2770.7,O
2017,3739,Clearwater Power Company,ID,Cooperative,WECC,31.4,57.8,.,214491,.,.,0,.,.,0,.,214491,200455,.,.,650,13386,214491,19424.7,.,.,.,.,337,19761.7,O
2017,3755,Cleveland Electric Illum Co,OH,Investor Owned,RFC,4220.1,3378.4,0,2322340,0,0,0,0,0,0,0,2322340,2177975,0,0,20165,124200,2322340,259904.5,718500.8,0,0,0,12596.3,991001.6,O
2017,3757,"Clay Electric Cooperative, Inc",FL,Cooperative,FRCC,722.6,721.6,0,3356890,.,.,0,.,.,0,.,3356890,3226167,.,.,3897,126826,3356890,346640.5,.,.,.,.,9038.3,355678.8,O
2017,3758,City of Cleveland - (TN),TN,Municipal,SERC,205.2,204.9,0,1068164,0,.,0,0,0,0,0,1068164,1032509,0,0,0,35655,1068164,96777,.,0,0,0,1369.3,98146.3,O
2017,3762,City of Cleveland - (OH),OH,Municipal,RFC,291.6,250,807,1678343,21429,.,21429,.,.,0,.,1700579,1588114,.,2558,.,109907,1700579,191989.3,.,.,.,.,.,191989.3,O
2017,3764,Clearwater-Polk Elec Coop Inc,MN,Cooperative,MRO,10,20,.,75987,.,.,0,.,.,0,.,75987,69982,.,.,.,6005,75987,9505,.,.,.,.,565,10070,O
2017,3774,City of Clewiston,FL,Municipal,FRCC,22.3,16.7,.,106447,.,.,0,.,.,0,.,106447,99699,.,.,.,6748,106447,11394.7,.,.,.,.,.,11394.7,O
2017,3804,Clinton Combined Utility Sys,SC,Municipal,SERC,23.7,20.4,8,110787,.,.,0,.,.,0,.,110795,101926,.,.,3984,4885,110795,14879,.,.,.,.,.,14879,O
2017,3806,"Clinton County Elec Coop, Inc",IL,Cooperative,RFC,33,29,.,143556,.,.,0,.,.,0,.,143556,136066,.,.,.,7490,143556,16387,.,.,.,.,129,16516,O
2017,3812,City of Clinton - (TN),TN,Municipal,SERC,150.1,159.6,0,795058,0,.,0,0,0,0,0,795058,766552,0,0,0,28506,795058,75647,.,0,0,0,2170.2,77817.2,O
2017,3814,City of Clintonville - (WI),WI,Municipal,MRO,20.4,21.4,.,119633,.,.,0,.,.,0,.,119633,116112,.,.,.,3521,119633,10714,.,.,.,.,.,10714,O
2017,3824,Clyde Light & Power,OH,Municipal,RFC,36,34,.,227481,.,.,0,.,.,0,.,227481,226180,.,.,.,1301,227481,18903,.,.,.,.,.,18903,O
2017,3828,Cloverland Electric Co-op,MI,Cooperative,RFC,119.8,131.8,213368,539444,.,.,0,.,.,0,.,752812,710453,4867,.,.,37492,752812,76930.8,.,55.1,.,.,1148.6,78134.5,O
2017,3839,Coahoma Electric Power Assn,MS,Cooperative,SERC,46.7,38.7,.,175725,.,.,0,.,.,0,.,175725,161652,.,.,.,14073,175725,18027,.,.,.,.,495.1,18522.1,O
2017,3841,Coast Electric Power Assn,MS,Cooperative,SERC,381,465,.,1760847,.,.,0,.,.,0,.,1760847,1678305,.,.,1893,80649,1760847,181382,.,.,.,.,6235,187617,O
2017,3843,Coastal Electric Member Corp,GA,Cooperative,SERC,99.1,105.2,.,502144,.,.,0,.,.,0,.,502144,486860,.,.,768,14516,502144,56499,.,.,.,.,791,57290,O
2017,3844,"Coastal Electric Coop, Inc",SC,Cooperative,SERC,45.3,53.2,.,185234,.,.,0,.,.,0,.,185234,173670,.,.,.,11564,185234,27214.3,.,.,.,.,177.8,27392.1,O
2017,3850,"Codington-Clark Elec Coop, Inc",SD,Cooperative,MRO,14.6,23.8,.,124931,.,.,0,.,.,0,.,124931,118736,.,.,337,5858,124931,11318,.,.,.,.,341,11659,O
2017,3855,Columbia Power System,TN,Municipal,SERC,148.2,135.1,0,642590,0,.,0,0,0,0,0,642590,616687,0,0,1445,24458,642590,65070,.,0,0,0,1472,66542,O
2017,3881,City of Cody,WY,Municipal,WECC,25.3,22.1,.,121335,.,.,0,.,.,0,.,121335,114306,.,.,.,7029,121335,12108.7,.,.,.,.,126,12234.7,O
2017,3892,City of Coffeyville - (KS),KS,Municipal,SPP,113,105,74912,731118,.,.,0,.,.,0,-21165,784865,758659,.,5197,498,20511,784865,50898.1,.,.,.,382,6280,57560.1,O
2017,3913,City of Colby - (KS),KS,Municipal,SPP,18,11.8,76,67818,.,.,0,.,.,0,.,67894,58667,.,2405,230,6592,67894,5828.3,.,.,.,.,.,5828.3,O
2017,3915,Coldwater Board of Public Util,MI,Municipal,RFC,70.1,90.5,.,430690,.,.,0,.,.,0,.,430690,427577,.,.,.,3113,430690,37461,.,.,.,.,1141,38602,O
2017,3916,Cobb Electric Membership Corp,GA,Cooperative,SERC,1127.8,801.6,.,3975344,.,.,0,.,.,0,.,3975344,3866234,.,6647,.,102463,3975344,420036.4,.,.,.,.,9699.8,429736.2,O
2017,3931,Coles-Moultrie Electric Coop,IL,Cooperative,SERC,42.3,45,.,207711,.,.,0,.,.,0,.,207711,195571,.,.,487,11653,207711,24823,.,.,.,.,801,25624,O
2017,3938,"Coleman County Elec Coop, Inc",TX,Cooperative,TRE,27.8,32,.,125096,.,.,0,.,.,0,.,125096,113417,.,.,.,11679,125096,11835.2,.,.,.,109.2,.,11944.4,O
2017,3939,City of College Park - (GA),GA,Municipal,SERC,51.1,48.3,.,265302,.,.,0,23025,.,23025,.,288327,266461,.,.,3937,17929,288327,27978.5,.,.,.,.,629.6,28608.1,O
2017,3940,City of College Station - (TX),TX,Municipal,TRE,206,167,.,882305,.,.,0,.,.,0,.,882305,822771,.,3116,.,56418,882305,100155,.,.,.,.,.,100155,O
2017,3989,City of Colorado Springs - (CO),CO,Municipal,WECC,890,785,4247394,748476,0,0,0,265896,265896,0,0,4995870,4556755,306233,0,0,132882,4995870,426664.9,0,8624.8,.,.,.,435289.7,O
2017,3991,CMS Energy Resource Management Corp,MI,Retail Power Marketer,RFC,20.1,20.1,0,4481242,.,.,0,.,.,0,.,4481242,176074,4305168,.,.,.,4481242,7657.9,0,121640.9,0,0,62954.2,192253,O
2017,4003,City of Colton - (CA),CA,Municipal,WECC,80.8,67.2,11649,420446,.,.,0,.,.,0,.,432095,358037,64446,.,.,9612,432095,57970,.,82,.,4074,4065,66191,O
2017,4005,"Columbia Basin Elec Cooperative, Inc",OR,Cooperative,WECC,38.5,24.8,.,122034,.,.,0,.,.,0,.,122034,112649,.,.,185,9200,122034,9144.1,.,.,.,183,37,9364.1,O
2017,4007,City of Columbia City - (IN),IN,Municipal,RFC,21.7,17.2,.,105694,.,.,0,.,.,0,.,105694,99185,.,.,.,6509,105694,11050,.,.,.,.,180,11230,O
2017,4008,Columbia Power Coop Assn Inc,OR,Cooperative,WECC,5.8,7.8,.,27581,.,.,0,.,.,0,.,27581,24672,.,117,.,2792,27581,2576,.,.,.,.,1701,4277,O
2017,4040,Calhoun County Elec Coop Assn,IA,Cooperative,MRO,7.2,9.7,49,43064,.,.,0,.,.,0,.,43113,34431,6605,.,144,1933,43113,4769,.,571,.,.,10,5350,O
2017,4041,"Columbia Rural Elec Assn, Inc",WA,Cooperative,WECC,101.2,43.8,.,366319,.,.,0,.,.,0,.,366319,336722,5800,.,765,23032,366319,28469,.,915,.,.,79.3,29463.3,O
2017,4045,City of Columbia - (MO),MO,Municipal,SERC,269,198,28526,1197089,.,.,0,.,.,0,.,1225615,1133524,70857,.,.,21234,1225615,114684.4,.,833,.,1550,643.3,117710.7,O
2017,4063,Co-Mo Electric Coop Inc,MO,Cooperative,SERC,116.9,129.2,.,438263,.,.,0,.,.,0,.,438263,409390,.,.,1224,27649,438263,49400,.,.,.,.,776.5,50176.5,O
2017,4065,City of Columbus - (OH),OH,Municipal,RFC,148.4,113.3,2106,865130,.,.,0,.,.,0,.,867236,787427,2106,.,41069,36634,867236,83845.5,0,59,2915.5,0,3165.5,89985.5,O
2017,4068,City of Columbus - (MS),MS,Municipal,SERC,85.9,65.1,0,382743,0,.,0,0,0,0,0,382743,366365,0,0,189,16189,382743,36735,.,0,0,0,1123.6,37858.6,O
2017,4071,"Columbus Electric Coop, Inc",NM,Cooperative,WECC,25.1,15.7,.,106372,.,.,0,.,.,0,.,106372,95882,.,.,.,10490,106372,13945,.,.,.,.,176.4,14121.4,O
2017,4073,City of Columbus - (WI),WI,Municipal,MISO,15,12,0,79355,0,0,.,0,0,.,0,79355,76508,0,0,0,2847,79355,7695.5,.,.,.,.,82.2,7777.7,O
2017,4100,"Commerce Energy, Inc.",CA,Retail Power Marketer,WECC,.,.,.,1419265,.,.,0,.,.,0,.,1419265,1419265,.,.,.,.,1419265,110979.2,.,.,.,.,.,110979.2,O
2017,4110,Commonwealth Edison Co,IL,Investor Owned,RFC,20351,14730,.,28811123,.,.,0,.,.,0,.,28811123,25783309,1190851,437993,75391,1323579,28811123,2969046.5,1606267.4,28344.9,.,754469.9,129442.7,5487571.4,O
2017,4117,Community Electric Coop,VA,Cooperative,SERC,58,66.5,.,187522,.,.,0,.,.,0,.,187522,187340,.,0,182,.,187522,20494,0,0,.,.,0,20494,O
2017,4146,Concho Valley Elec Coop Inc,TX,Cooperative,TRE,60.7,52.8,.,333251,.,.,0,.,.,0,.,333251,307053,.,.,.,26198,333251,30199.4,.,.,.,.,194.5,30393.9,O
2017,4147,Town of Concord - (MA),MA,Municipal,NPCC,36.4,30.3,.,169772,.,.,0,.,.,0,.,169772,163833,.,.,554,5385,169772,25084.7,.,.,.,.,560.4,25645.1,O
2017,4150,City of Concord - (NC),NC,Municipal,SERC,205,159,111,927581,.,.,0,.,.,0,.,927692,890388,.,.,.,37304,927692,79435.2,.,.,.,.,5038.7,84473.9,O
2017,4153,"Concordia Electric Coop, Inc",LA,Cooperative,SERC,55.7,44.6,.,207950,.,.,0,.,.,0,.,207950,193400,.,.,.,14550,207950,21290,.,.,.,.,398.8,21688.8,O
2017,4160,Callaway Electric Cooperative,MO,Cooperative,SERC,50.7,59.3,.,218467,.,.,0,.,.,0,.,218467,203928,.,662,.,13877,218467,25545,.,.,.,.,1001,26546,O
2017,4166,"CECG Maine, LLC",MD,Wholesale Power Marketer,RFC,.,.,.,143735,.,.,0,.,.,0,-10780,132955,.,132955,.,.,.,132955,.,.,10063,.,.,.,10063,O
2017,4176,Connecticut Light & Power Co,CT,Investor Owned,NPCC,4737,3849,.,9914410,.,.,0,26458770,26458770,0,.,9914410,8715266,662208,.,.,536936,9914410,1628232,1049638,29065.8,-5645.3,156140,23350,2880780.5,O
2017,4180,Connecticut Mun Elec Engy Coop,CT,Municipal Mktg Authority,NPCC,289.9,257,4390,1354379,1598239,1358769,239470,.,.,0,.,1598239,.,1598239,.,.,.,1598239,.,.,142873.2,.,.,.,142873.2,O
2017,4191,Consolidated Edison Sol Inc,NY,Retail Power Marketer,,.,.,.,7923576,.,.,0,.,.,0,93840,8017416,8017416,.,.,.,.,8017416,602425,.,.,.,.,.,602425,O
2017,4226,Consolidated Edison Co-NY Inc,NY,Investor Owned,NPCC,12330,8597,3095750,17737948,.,.,0,699407,0,699407,.,21533105,19226835,796118,.,119966,1390186,21533105,4348461,3334402,24555,.,.,304672,8012090,O
2017,4237,Consolidated Electric Coop,MO,Cooperative,SERC,55.6,57.1,.,264640,.,.,0,.,.,0,.,264640,241903,11393,.,312,11032,264640,22743,.,921.6,.,.,106.5,23771.1,O
2017,4247,Consolidated Water Power Co,WI,Investor Owned,RFC,165,145,201445,887894,0,0,0,0,0,0,0,1089339,1086883,0,0,652,1804,1089339,54981.3,0,0,0,0,0,54981.3,O
2017,4254,Consumers Energy Co,MI,Investor Owned,RFC,7057,5458,15747196,21926505,.,.,0,.,.,0,.,37673701,33248491,2870582,.,26244,1528384,37673701,4210442.1,35117,119022.2,-48639.4,7399.1,88746.2,4412087.2,O
2017,4262,Cooke County Elec Coop Assn,TX,Cooperative,TRE,89,116,.,500003,.,.,0,.,.,0,.,500003,477776,.,.,511,21716,500003,39344,.,.,.,.,128,39472,O
2017,4265,Continental Divide El Coop Inc,NM,Cooperative,WECC,73.9,81.9,.,692496,.,.,0,.,.,0,.,692496,673108,.,.,320,19068,692496,56794,.,.,.,.,.,56794,O
2017,4280,Conway Corporation,AR,Municipal,SERC,209,145,313167,678240,.,.,0,.,.,0,.,991407,966189,.,.,.,25218,991407,56535,.,.,.,.,626.2,57161.2,O
2017,4294,City of Cookeville - (TN),TN,Municipal,SERC,117,93,0,565643,0,.,0,0,0,0,0,565643,545819,0,0,507,19317,565643,52142,.,0,0,0,1033.4,53175.4,O
2017,4295,Comanche County Elec Coop Assn,TX,Cooperative,TRE,48.6,56.8,.,262173,.,.,0,.,.,0,.,262173,242281,0,.,.,19892,262173,23354,.,.,.,.,.,23354,O
2017,4296,"Cookson Hills Elec Coop, Inc",OK,Cooperative,SPP,70.1,85.6,.,290786,.,.,0,.,.,0,.,290786,270640,.,.,292,19854,290786,30643,.,.,.,.,386,31029,O
2017,4317,"Coos-Curry Electric Coop, Inc",OR,Cooperative,WECC,46,87.2,.,352570,.,.,0,.,.,0,.,352570,334756,.,.,758,17056,352570,34992.3,.,.,.,.,424,35416.3,O
2017,4327,Coosa Valley Electric Coop Inc,AL,Cooperative,SERC,66.1,85.9,.,305708,.,.,0,.,.,0,.,305708,289284,.,16424,.,.,305708,37623,.,.,.,.,1446,39069,O
2017,4329,"Copper Valley Elec Assn, Inc",AK,Cooperative,AK,13.5,13,89563,.,.,.,0,.,.,0,.,89563,82814,.,.,271,6478,89563,19814,.,.,.,.,1709,21523,O
2017,4346,Cooperative L&P Assn Lake County,MN,Cooperative,MRO,12,16.3,.,105666,.,.,0,.,.,0,.,105666,99018,.,.,779,5869,105666,12326.5,.,.,.,.,166.8,12493.3,O
2017,4356,Colorado River Comm of Nevada,NV,State,WECC,193.5,204,.,1233358,.,.,0,.,.,0,-5143,1228215,595663,627409,.,.,5143,1228215,13213,0,19932,.,.,.,33145,O
2017,4362,Corn Belt Energy Corporation,IL,Cooperative,RFC,143.1,112.7,.,655624,.,.,0,.,.,0,.,655624,633819,.,.,1328,20477,655624,77096.4,.,.,.,.,199.8,77296.2,O
2017,4363,Corn Belt Power Coop,IA,Cooperative,MRO,303.3,301,1200773,759571,.,.,0,.,.,0,.,1960344,.,1946594,.,.,13750,1960344,.,.,143475.4,.,9994.5,419.8,153889.7,O
2017,4373,Cornhusker Public Power Dist,NE,Political Subdivision,MRO,76,68.5,.,420018,.,.,0,4179,4179,0,.,420018,392337,.,.,371,27310,420018,37851,.,.,.,.,40,37891,O
2017,4390,City of Corona - (CA),CA,Municipal,WECC,28.6,29.9,.,156918,.,.,0,.,.,0,.,156918,153433,.,.,.,3485,156918,16906.2,.,.,.,.,.,16906.2,O
2017,4401,"Cotton Electric Coop, Inc",OK,Cooperative,SPP,140.8,168.3,.,741300,.,.,0,.,.,0,.,741300,712645,.,.,55,28600,741300,61229.2,.,.,.,.,428.4,61657.6,O
2017,4410,Coral Power LLC,TX,Retail Power Marketer,TRE,.,.,.,257977115,195596,7375,188221,.,.,0,.,258165336,9158826,249006510,.,.,.,258165336,284125.1,.,7976512.9,.,.,.,8260638,O
2017,4430,"Covington Electric Coop, Inc",AL,Cooperative,SERC,89,107,.,389082,.,.,0,.,.,0,.,389082,366587,.,.,.,22495,389082,50875,.,.,.,.,1399,52274,O
2017,4432,Coweta-Fayette El Member Corp,GA,Cooperative,SERC,406.3,330.1,.,1577506,.,.,0,.,.,0,.,1577506,1510244,.,.,.,67262,1577506,158379.9,.,.,.,.,2147,160526.9,O
2017,4433,City of Covington - (GA),GA,Municipal,SERC,84.9,72.1,.,422072,.,.,0,13879,.,13879,.,435951,410670,.,4165,.,21116,435951,37651,.,.,.,.,2529,40180,O
2017,4437,City of Covington - (TN),TN,Municipal,SERC,48.9,34.3,0,242668,0,.,0,0,0,0,0,242668,236480,0,0,728,5460,242668,20289,.,0,0,0,274.9,20563.9,O
2017,4442,PUD No 1 of Cowlitz County,WA,Political Subdivision,WECC,649,779,18159,4871458,.,.,0,.,.,0,.,4889617,4825787,.,.,3251,60579,4889617,264978,.,.,.,.,.,264978,O
2017,4459,Cozad Board of Public Works,NE,Municipal,MRO,9.9,11.8,.,51004,.,.,0,.,.,0,.,51004,46993,.,.,.,4011,51004,4637.3,.,.,.,.,65.3,4702.6,O
2017,4471,Craig-Botetourt Electric Coop,VA,Cooperative,RFC,19.9,24.9,.,88134,.,.,0,.,.,0,.,88134,80389,.,.,.,7745,88134,11604.8,.,.,.,.,293.7,11898.5,O
2017,4508,"Crawfordsville Elec, Lgt & Pwr",IN,Municipal,RFC,73.1,60.1,.,404956,.,.,0,.,.,0,.,404956,392925,.,.,1226,10805,404956,35801,.,.,.,.,.,35801,O
2017,4509,Craighead Electric Coop Corp,AR,Cooperative,SERC,147,133,.,567654,.,.,0,.,.,0,.,567654,531201,.,.,339,36114,567654,55513,.,.,.,.,553,56066,O
2017,4524,"Crawford Electric Coop, Inc",MO,Cooperative,SERC,75.3,86.7,.,304456,.,.,0,.,.,0,.,304456,285387,.,.,.,19069,304456,29528.9,.,.,.,.,620.1,30149,O
2017,4527,City of Crete,NE,Municipal,MRO,22.9,19.8,224,125389,.,.,0,.,.,0,.,125613,119322,.,.,.,6291,125613,10620,.,.,.,.,.,10620,O
2017,4538,Crisp County Power Comm,GA,Political Subdivision,SERC,85.3,84.4,42689,396598,.,.,0,.,.,0,.,439287,421176,.,.,1624,16487,439287,40630.6,.,.,.,.,.,40630.6,O
2017,4577,Crow Wing Cooperative Power & Light Comp,MN,Cooperative,MRO,108.7,94.1,.,615634,.,.,0,.,.,0,.,615634,577894,.,.,2031,35709,615634,67845,.,.,.,.,963.7,68808.7,O
2017,4604,City of Crystal Falls,MI,Municipal,MISO,2.6,2.4,7551,9493,0,0,.,0,0,.,0,17044,16017,0,0,0,1027,17044,2369,.,.,.,.,.,2369,O
2017,4607,City of Cuba City,WI,Municipal,MISO,4.6,3.1,0,18211,0,0,.,0,0,.,0,18211,17331,0,0,0,880,18211,2046.3,.,.,.,.,35.6,2081.9,O
2017,4610,City of Cuero - (TX),TX,Municipal,TRE,22.2,19.3,.,97751,.,.,0,.,.,0,.,97751,90862,.,.,.,6889,97751,8801.3,.,.,.,.,.,8801.3,O
2017,4617,Cullman Power Board,AL,Municipal,SERC,61.5,52.3,0,281098,0,.,0,0,0,0,0,281098,269068,0,0,81,11949,281098,29043,.,0,0,0,666.1,29709.1,O
2017,4618,"Cullman Electric Coop, Inc",AL,Cooperative,SERC,219.6,239.7,0,1061516,0,.,0,0,0,0,0,1061516,1000225,0,0,951,60340,1061516,105264,.,0,0,0,3691.5,108955.5,O
2017,4619,Town of Culpeper- (VA),VA,Municipal,SERC,26.2,16.2,29,108909,.,.,0,.,.,0,.,108938,102138,.,.,397,6403,108938,11582,.,.,.,.,.,11582,O
2017,4622,"Cumberland Valley Electric, Inc.",KY,Cooperative,SERC,88,116,.,436068,.,.,0,.,.,0,.,436068,413246,.,473,.,22349,436068,40983,.,.,.,.,1656,42639,O
2017,4624,Cumberland Elec Member Corp,TN,Cooperative,SERC,535.6,632.2,0,2616409,0,.,0,0,0,0,0,2616409,2502168,0,0,1103,113138,2616409,258005,.,0,0,0,7072.9,265077.9,O
2017,4632,Cuming County Public Pwr Dist,NE,Political Subdivision,,20.7,21.2,.,105877,.,.,0,.,.,0,.,105877,97900,.,.,.,7977,105877,9958.8,.,.,.,.,208,10166.8,O
2017,4667,City of Cushing - (OK),OK,Municipal,SPP,28.1,19.4,.,120656,.,.,0,.,.,0,.,120656,110142,.,.,8283,2231,120656,9151,.,.,.,.,.,9151,O
2017,4671,Custer Public Power District,NE,Political Subdivision,MRO,120,31,.,258253,.,.,0,.,.,0,.,258253,227878,8853,.,614,20908,258253,28826,.,484,.,.,427,29737,O
2017,4675,Cuivre River Electric Coop Inc,MO,Cooperative,SERC,322,331,.,1306364,.,.,0,.,.,0,.,1306364,1255956,.,.,1261,49147,1306364,113018,.,.,.,.,718,113736,O
2017,4683,City of Cuyahoga Falls - (OH),OH,Municipal,RFC,105.2,66.6,.,454884,.,.,0,.,.,0,.,454884,416497,.,13536,124,24727,454884,47735.5,.,.,.,.,161.4,47896.9,O
2017,4704,"DS&O Electric Cooperative, Inc.",KS,Cooperative,SPP,31,25.3,2,130770,.,.,0,.,.,0,.,130772,121867,.,.,.,8905,130772,19403,.,.,.,.,236,19639,O
2017,4715,Dahlberg Light & Power Co,WI,Investor Owned,MRO,20,23,.,119823,.,.,0,.,.,0,.,119823,99373,.,.,350,20100,119823,12626,.,.,.,.,79,12705,O
2017,4716,Dairyland Power Coop,WI,Cooperative,MRO,1000.4,967.8,4093331,1899746,.,.,0,.,.,0,.,5993077,.,5891455,.,6130,95492,5993077,.,.,414194,.,26848,345,441387,O
2017,4717,Dakota Valley Elec Coop Inc,ND,Cooperative,MRO,88.8,108.2,.,674379,.,.,0,.,.,0,.,674379,663534,.,.,.,10845,674379,54434.6,.,.,.,.,107.9,54542.5,O
2017,4720,Dakota Energy Coop Inc,SD,Cooperative,MRO,46.6,48.6,.,239081,.,.,0,.,.,0,.,239081,230750,.,338,.,7993,239081,23049.1,.,.,.,.,955.8,24004.9,O
2017,4743,"Consumers Power, Inc",OR,Cooperative,WECC,71.5,114.3,.,443773,.,.,0,.,.,0,.,443773,412824,.,1181,.,29768,443773,37905.5,.,.,.,.,219.2,38124.7,O
2017,4744,Dalton Utilities,GA,Municipal,SERC,281.4,239.7,866279,964097,.,.,0,.,.,0,.,1830376,1679375,29939,.,470,120592,1830376,115747,.,908,.,.,-513,116142,O
2017,4794,City of Danville - (VA),VA,Municipal,RFC,215.3,219,22771,955201,.,.,0,.,.,0,.,977972,929373,.,.,.,48599,977972,99250,.,.,.,.,.,99250,O
2017,4796,"Darke Rural Electric Coop, Inc",OH,Cooperative,RFC,20.1,22.3,.,119095,.,.,0,.,.,0,.,119095,112227,.,.,.,6868,119095,14096,.,.,.,.,173.7,14269.7,O
2017,4836,City of David City,NE,Municipal,MRO,8.7,6.6,.,42144,.,.,0,.,.,0,.,42144,38976,.,839,.,2329,42144,4260,.,.,.,.,344,4604,O
2017,4848,Daviess Martin County R E M C,IN,Cooperative,RFC,69,65.5,.,410073,.,.,0,.,.,0,.,410073,398572,.,.,725,10776,410073,34313.5,.,.,.,.,258,34571.5,O
2017,4911,Dawson Power District,NE,Political Subdivision,MRO,144.2,95.9,562,596106,.,.,0,.,.,0,.,596668,556935,.,.,1221,38512,596668,61145,.,.,.,238.3,421.1,61804.4,O
2017,4920,City of Dayton - (TN),TN,Municipal,SERC,60.5,51.1,0,286098,0,.,0,0,0,0,0,286098,273318,0,0,0,12780,286098,27266,.,0,0,0,484.1,27750.1,O
2017,4922,Dayton Power & Light Co,OH,Investor Owned,RFC,3213,2817,7610986,4685218,.,.,0,.,.,0,.,12296204,3655649,8551700,.,11121,77734,12296204,385585,292599,359886,5908,48190,8308,1100476,O
2017,4939,"Deaf Smith Electric Coop, Inc",TX,Cooperative,SPP,191.8,113.7,.,610538,.,.,0,.,.,0,.,610538,563250,.,.,412,46876,610538,48992.9,.,.,.,.,320.6,49313.5,O
2017,4958,Decatur Utilities,AL,Municipal,SERC,221.9,192.1,0,1214896,0,.,0,0,0,0,0,1214896,1176787,0,0,0,38109,1214896,90715,.,0,0,0,1046.5,91761.5,O
2017,4960,Decatur County Rural E M C,IN,Cooperative,RFC,63,61.9,.,370544,.,.,0,.,.,0,.,370544,361743,.,324,.,8477,370544,34071.7,.,.,.,.,279,34350.7,O
2017,4975,Deep East Texas Elec Coop Inc,TX,Cooperative,TRE,186.9,211.6,.,853738,.,.,0,.,.,0,.,853738,729651,57911,.,403,65773,853738,80325,.,4401,.,2306,1137,88169,O
2017,5015,Delano Municipal Utilities,MN,Municipal,MRO,13.3,9.9,28,60445,.,.,0,.,.,0,.,60473,57371,.,400,.,2702,60473,5741.3,.,.,.,.,.,5741.3,O
2017,5027,Delmarva Power,DE,Investor Owned,RFC,3754,3374,.,6410026,.,.,0,258783,.,258783,.,6668809,5668116,346230,.,23265,631198,6668809,769770,181430,19918,22138,145881.4,.,1139137.4,O
2017,5056,City of Denison - (IA),IA,Municipal,MRO,30.5,26.9,.,167985,.,.,0,.,.,0,-2855,165130,156817,.,2430,512,5371,165130,10612.6,.,.,.,.,513.7,11126.3,O
2017,5063,City of Denton - (TX),TX,Municipal,TRE,337.4,253.8,339802,1181829,.,.,0,.,.,0,.,1521631,1446082,.,.,.,75549,1521631,143288.5,.,.,.,18932.5,3874.2,166095.2,O
2017,5070,Delaware Electric Cooperative,DE,Cooperative,RFC,354,342,6986,1412856,.,.,0,.,.,0,.,1419842,1340159,.,.,1691,77992,1419842,154266,.,.,.,.,.,154266,O
