Data Year,Utility Number,Utility Name,State,Distribution Circuits,Circuits with Voltage Optimization
2017,55,City of Aberdeen - (MS),MS,8,8
2017,59,City of Abbeville - (LA),LA,15,0
2017,84,A & N Electric Coop,MD,1,0
2017,84,A & N Electric Coop,VA,43,0
2017,97,Adams Electric Coop,IL,47,47
2017,108,Adams-Columbia Electric Coop,WI,92,16
2017,118,"Adams Rural Electric Coop, Inc",OH,18,3
2017,122,Village of Arcade - (NY),NY,22,0
2017,123,City of Adel- (GA),GA,9,0
2017,150,Adrian Public Utilities Comm,MN,5,0
2017,155,Agralite Electric Coop,MN,60,0
2017,162,Aiken Electric Coop Inc,SC,122,0
2017,176,Ajo Improvement Co,AZ,5,.
2017,195,Alabama Power Co,AL,2243,3
2017,201,City of Alachua - (FL),FL,3,0
2017,207,City of Alameda,CA,26,24
2017,213,Alaska Electric Light&Power Co,AK,31,31
2017,219,Alaska Power and Telephone Co,AK,33,0
2017,221,"Alaska Village Elec Coop, Inc",AK,173,0
2017,230,Albany Water Gas & Light Comm,GA,52,0
2017,232,City of Albemarle - (NC),NC,14,14
2017,240,Albemarle Electric Member Corp,NC,31,28
2017,241,Albertville Municipal Utilities Board,AL,22,0
2017,261,AGC Division of APG Inc,IN,1,.
2017,276,Alcorn County Elec Power Assn,MS,33,15
2017,289,City of Alexander City,AL,11,.
2017,295,City of Alexandria - (MN),MN,24,6
2017,296,"Alfalfa Electric Coop, Inc",KS,3,.
2017,296,"Alfalfa Electric Coop, Inc",OK,49,.
2017,298,City of Alexandria - (LA),LA,61,0
2017,305,Alger-Delta Coop Electric Assn,MI,17,0
2017,307,Algoma Utility Comm,WI,9,9
2017,308,City of Acworth - (GA),GA,8,8
2017,309,City of Algona - (IA),IA,14,0
2017,329,"Allamakee-Clayton El Coop, Inc",IA,53,0
2017,367,City of Alliance- (NE),NE,13,1
2017,392,Alpena Power Co,MI,39,0
2017,407,Altamaha Electric Member Corp,GA,57,4
2017,416,City of Altus - (OK),OK,11,11
2017,471,Amana Society Service Co,IA,6,0
2017,554,City of Ames - (IA),IA,41,0
2017,560,City of Amherst- (OH),OH,2,.
2017,562,Amicalola Electric Member Corp,GA,58,0
2017,571,City of Amory,MS,11,0
2017,577,City of Alcoa Utilities,TN,37,0
2017,590,City of Anaheim - (CA),CA,108,108
2017,599,Anchorage Municipal Light and Power,AK,75,20
2017,604,City of Andalusia,AL,14,.
2017,636,City of Anderson - (IN),IN,66,0
2017,689,Connexus Energy,MN,201,201
2017,690,City of Bardstown - (KY),KY,15,.
2017,691,City of Anoka,MN,22,0
2017,694,Anza Electric Coop Inc,CA,8,.
2017,719,Town of Apex- (NC),NC,18,0
2017,727,Appalachian Electric Coop,TN,72,0
2017,733,Appalachian Power Co,VA,574,0
2017,733,Appalachian Power Co,WV,496,3
2017,750,Arab Electric Coop Inc,AL,20,0
2017,803,Arizona Public Service Co,AZ,1303,.
2017,814,Entergy Arkansas Inc,AR,1210,0
2017,814,Entergy Arkansas Inc,TN,2,0
2017,817,Arkansas Valley Elec Coop Corp,AR,129,0
2017,817,Arkansas Valley Elec Coop Corp,OK,13,0
2017,828,City of Arlington - (MN),MN,8,.
2017,887,"Arrowhead Electric Coop, Inc",MN,5,.
2017,907,City of Ashland - (OR),OR,11,.
2017,918,City of Aspen- (CO),CO,3,0
2017,942,Atchison-Holt Electric Coop,IA,10,4
2017,942,Atchison-Holt Electric Coop,MO,20,10
2017,947,Athens Utility Board,TN,24,0
2017,963,Atlantic City Electric Co,NJ,354,0
2017,965,Atlantic Municipal Utilities,IA,11,.
2017,993,Auburn Board of Public Works,NE,14,.
2017,994,City of Auburn - (IN),IN,20,3
2017,998,City of Augusta - (KS),KS,9,0
2017,1009,City of Austin - (MN),MN,26,0
2017,1015,Austin Energy,TX,356,76
2017,1024,City of Ava - (MO),MO,4,.
2017,1036,Town of Ayden - (NC),NC,8,0
2017,1050,City of Azusa,CA,20,.
