,|Utility Characteristics..Year|,|Utility Characteristics..State|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..Short Form|,|Utility Characteristics..BA Code|,|Photovoltaic.Capacity MW.Type|,|Photovoltaic.Capacity MW.Residential|,|Photovoltaic.Capacity MW.Commercial|,|Photovoltaic.Capacity MW.Industrial|,|Photovoltaic.Capacity MW.Transportation|,|Photovoltaic.Capacity MW.Total|,|Photovoltaic.Customers.Residential|,|Photovoltaic.Customers.Commercial|,|Photovoltaic.Customers.Industrial|,|Photovoltaic.Customers.Transportation|,|Photovoltaic.Customers.Total|,|Photovoltaic.Storage Capacity (MW).Residential|,|Photovoltaic.Storage Capacity (MW).Commercial|,|Photovoltaic.Storage Capacity (MW).Industrial|,|Photovoltaic.Storage Capacity (MW).Transportation|,|Photovoltaic.Storage Capacity (MW).Total|,|Photovoltaic.Storage Customers.Residential|,|Photovoltaic.Storage Customers.Commercial|,|Photovoltaic.Storage Customers.Industrial|,|Photovoltaic.Storage Customers.Transportation|,|Photovoltaic.Storage Customers.Total|,|Photovoltaic.Virtual Capacity (MW).Residential|,|Photovoltaic.Virtual Capacity (MW).Commercial|,|Photovoltaic.Virtual Capacity (MW).Industrial|,|Photovoltaic.Virtual Capacity (MW).Transportation|,|Photovoltaic.Virtual Capacity (MW).Total|,|Photovoltaic.Virtual Customers.Residential|,|Photovoltaic.Virtual Customers.Commercial|,|Photovoltaic.Virtual Customers.Industrial|,|Photovoltaic.Virtual Customers.Transportation|,|Photovoltaic.Virtual Customers.Total|,|Photovoltaic.Energy Sold Back MWh.Residential|,|Photovoltaic.Energy Sold Back MWh.Commercial|,|Photovoltaic.Energy Sold Back MWh.Industrial|,|Photovoltaic.Energy Sold Back MWh.Transportation|,|Photovoltaic.Energy Sold Back MWh.Total|,|Wind.Capacity MW.Residential|,|Wind.Capacity MW.Commercial|,|Wind.Capacity MW.Industrial|,|Wind.Capacity MW.Transportation|,|Wind.Capacity MW.Total|,|Wind.Customers.Residential|,|Wind.Customers.Commercial|,|Wind.Customers.Industrial|,|Wind.Customers.Transportation|,|Wind.Customers.Total|,|Wind.Energy Sold Back MWh.Residential|,|Wind.Energy Sold Back MWh.Commercial|,|Wind.Energy Sold Back MWh.Industrial|,|Wind.Energy Sold Back MWh.Transportation|,|Wind.Energy Sold Back MWh.Total|,|Other.Capacity MW.Residential|,|Other.Capacity MW.Commercial|,|Other.Capacity MW.Industrial|,|Other.Capacity MW.Transportation|,|Other.Capacity MW.Total|,|Other.Customers.Residential|,|Other.Customers.Commercial|,|Other.Customers.Industrial|,|Other.Customers.Transportation|,|Other.Customers.Total|,|Other.Energy Sold Back MWh.Residential|,|Other.Energy Sold Back MWh.Commercial|,|Other.Energy Sold Back MWh.Industrial|,|Other.Energy Sold Back MWh.Transportation|,|Other.Energy Sold Back MWh.Total|,|All Technologies.Capacity MW.Residential|,|All Technologies.Capacity MW.Commercial|,|All Technologies.Capacity MW.Industrial|,|All Technologies.Capacity MW.Transportation|,|All Technologies.Capacity MW.Total|,|All Technologies.Customers.Residential|,|All Technologies.Customers.Commercial|,|All Technologies.Customers.Industrial|,|All Technologies.Customers.Transportation|,|All Technologies.Customers.Total|,|All Technologies.Energy Sold Back MWh.Residential|,|All Technologies.Energy Sold Back MWh.Commercial|,|All Technologies.Energy Sold Back MWh.Industrial|,|All Technologies.Energy Sold Back MWh.Transportation|,|..Total|
20,2019,IL,12803.0,"Monroe County Elec Coop, Inc",,MISO,DC,0.549,0.0,0.0,0.0,0.549,51,0,0,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,72.742,0.000,0.000,0.0,72.742,0.001,0.0,0.0,0.0,0.001,1.0,0.0,0.0,0.0,1.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.550,0.0,0.0,0.0,0.550,52,0,0,0.0,52,72.742,0.000,0.000,0.0,72.742
21,2019,IL,13032.0,Mt Carmel Public Utility Co,,MISO,AC,0.082,0.073,0.0,0.0,0.155,8,3,0,0.0,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,33.130,13.880,0.000,0.0,47.010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.082,0.073,0.0,0.0,0.155,8,3,0,0.0,11,33.130,13.880,0.000,0.0,47.010
22,2019,IL,13208.0,City of Naperville - (IL),,PJM,AC,0.612,1.247,0.0,0.0,1.859,82,16,0,0.0,98,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.612,1.247,0.0,0.0,1.859,82,16,0,0.0,98,0.000,0.000,0.000,0.0,0.000
23,2019,IL,13292.0,Norris Electric Coop,,MISO,DC,1.509,0.38,0.0,0.0,1.889,81,5,0,0.0,86,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0.000,0.02,0.0,0.0,0.0,0.02,2.0,0.0,0.0,0.0,2.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,1.529,0.38,0.0,0.0,1.909,83,5,0,0.0,88,0.000,0.000,0.000,0.0,0.000
24,2019,IL,13560.0,City of Newton - (IL),Y,MISO,AC,0.000,0.001,0.0,0.0,0.001,0,1,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,1,0.000,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.000,1.001,0.0,0.0,1.001,0,2,0,0.0,2,0.000,0.000,0.000,0.0,0.000
25,2019,IL,14840.0,City of Peru - (IL),,MISO,AC,0.000,0.321,0.0,0.0,0.321,0,3,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.000,0.321,0.0,0.0,0.321,0,3,0,0.0,3,0.000,0.000,0.000,0.0,0.000
26,2019,IL,16179.0,Rochelle Municipal Utilities,,PJM,AC,0.040,0.01,0.0,0.0,0.050,4,1,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.040,0.01,0.0,0.0,0.050,4,1,0,0.0,5,0.000,0.000,0.000,0.0,0.000
27,2019,IL,16198.0,City of Rock Falls - (IL),Y,MISO,AC,0.005,0.012,0.0,0.0,0.017,1,1,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1.672,12.427,0.000,0.0,14.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.005,0.012,0.0,0.0,0.017,1,1,0,0.0,2,1.672,12.427,0.000,0.0,14.099
28,2019,IL,16420.0,Rural Electric Conven Coop,,MISO,AC,0.358,0.08,0.0,0.0,0.438,34,5,0,0.0,39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0.000,0.012,0.02,0.0,0.0,0.032,2.0,1.0,0.0,0.0,3.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.370,0.1,0.0,0.0,0.470,36,6,0,0.0,42,0.000,0.000,0.000,0.0,0.000
29,2019,IL,16740.0,Scenic Rivers Energy Coop,,MISO,AC,0.019,0.0,0.0,0.0,0.019,1,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.009,0.000,0.000,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.019,0.0,0.0,0.0,0.019,1,0,0,0.0,1,0.009,0.000,0.000,0.0,0.009
30,2019,IL,17040.0,"Shelby Electric Coop, Inc",,MISO,DC,0.465,0.0,0.0,0.0,0.465,39,0,0,0.0,39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,222.000,0.000,0.000,0.0,222.000,0.013,0.0,0.0,0.0,0.013,2.0,0.0,0.0,0.0,2.0,6.0,0.000,0.000,0.0,6.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.478,0.0,0.0,0.0,0.478,41,0,0,0.0,41,228.000,0.000,0.000,0.0,228.000
31,2019,IL,17585.0,"Southeastern IL Elec Coop, Inc",,MISO,AC,0.507,0.042,0.0,0.0,0.549,52,2,0,0.0,54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1.000,0.000,0.000,0.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.507,0.042,0.0,0.0,0.549,52,2,0,0.0,54,1.000,0.000,0.000,0.0,1.000
32,2019,IL,17631.0,Southern Illinois Elec Coop,,MISO,DC,0.075,0.0,0.0,0.0,0.075,10,0,0,0.0,10,0.003,0.0,0.0,0.0,0.003,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0.000,0.002,0.0,0.0,0.0,0.002,1.0,0.0,0.0,0.0,1.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.077,0.0,0.0,0.0,0.077,11,0,0,0.0,11,0.000,0.000,0.000,0.0,0.000
33,2019,IL,17828.0,City of Springfield - (IL),,MISO,AC,0.436,1.374,0.0,0.0,1.810,67,40,0,0.0,107,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0.000,0.0,0.01,0.0,0.0,0.01,0.0,1.0,0.0,0.0,1.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.436,1.384,0.0,0.0,1.820,67,41,0,0.0,108,0.000,0.000,0.000,0.0,0.000
34,2019,IL,17860.0,City of St Charles - (IL),,PJM,AC,0.070,0.118,0.0,0.0,0.188,10,2,0,0.0,12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,5.900,9.900,0.000,0.0,15.800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.070,0.118,0.0,0.0,0.188,10,2,0,0.0,12,5.900,9.900,0.000,0.0,15.800
35,2019,IL,18277.0,City of Sullivan - (IL),Y,MISO,AC,0.009,0.0,0.0,0.0,0.009,1,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,6.232,0.000,0.000,0.0,6.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.009,0.0,0.0,0.0,0.009,1,0,0,0.0,1,6.232,0.000,0.000,0.0,6.232
36,2019,IL,18955.0,"Tri-County Electric Coop, Inc (IL)",,MISO,AC,0.437,0.0,0.0,0.0,0.437,52,0,0,0.0,52,0.007,0.0,0.0,0.0,0.007,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.437,0.0,0.0,0.0,0.437,52,0,0,0.0,52,0.000,0.000,0.000,0.0,0.000
37,2019,IL,20180.0,City of Waterloo - (IL),Y,MISO,AC,0.022,0.001,0.0,0.0,0.023,4,1,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,9.470,0.000,0.000,0.0,9.470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.022,0.001,0.0,0.0,0.023,4,1,0,0.0,5,9.470,0.000,0.000,0.0,9.470
38,2019,IL,20222.0,Wayne-White Counties Elec Coop,,MISO,AC,0.422,0.0,0.0,0.0,0.422,24,0,0,0.0,24,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,241.429,0.000,0.000,0.0,241.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.422,0.0,0.0,0.0,0.422,24,0,0,0.0,24,241.429,0.000,0.000,0.0,241.429
39,2019,IL,20824.0,Village of Winnetka - (IL),,PJM,AC,0.031,0.0,0.0,0.0,0.031,4,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,10.970,0.000,0.000,0.0,10.970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.031,0.0,0.0,0.0,0.031,4,0,0,0.0,4,10.970,0.000,0.000,0.0,10.970
40,2019,IL,29296.0,Western Illinois Elec Coop,Y,MISO,AC,0.473,0.029,0.0,0.0,0.502,49,3,0,0.0,52,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,168.139,10.825,0.000,0.0,178.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,0.473,0.029,0.0,0.0,0.502,49,3,0,0.0,52,168.139,10.825,0.000,0.0,178.964
41,2019,IL,56697.0,Ameren Illinois Company,,MISO,AC,21.845,23.727,0.0,0.0,45.572,"2,255",536,0,0.0,"2,791",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0.000,0.355,0.135,0.0,0.0,0.49,73.0,22.0,0.0,0.0,95.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,22.200,23.862,0.0,0.0,46.062,"2,328",558,0,0.0,"2,886",0.000,0.000,0.000,0.0,0.000
42,2019,IL,99999.0,Adjustment 2019,,MISO,,-0.630,-0.125,-0.007,0.0,-0.763,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.000,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.000,0.0,0.0,0.000,-0.630,-0.125,-0.007,0.0,-0.763,0,0,0,0.0,0,0.000,0.000,0.000,0.0,0.000
