"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","KA1","KA2","OD1","REM"
"99849999999","2021-03-06T06:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","240,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0021,1","-0057,1","99999,9",,,"5,99,0026,1,999","SYN062CNII2 46/// /2405 10021 21057 90600 333 91205 555 11005 22005="
"99849999999","2021-03-06T07:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","250,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0017,1","-0054,1","99999,9",,,"5,99,0026,1,999","SYN062CNII2 46/// /2503 10017 21054 90645 333 91205 555 11003 22003="
"99849999999","2021-03-06T08:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","270,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0009,1","-0053,1","99999,9",,,"5,99,0026,1,999","SYN062CNII2 46/// /2702 10009 21053 90745 333 91205 555 11002 22002="
"99849999999","2021-03-06T09:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","250,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0016,1","-0052,1","99999,9",,,"5,99,0021,1,999","SYN062CNII2 46/// /2504 10016 21052 90845 333 91204 555 11004 22004="
"99849999999","2021-03-06T10:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","240,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0012,1","-0054,1","99999,9",,,"5,99,0026,1,999","SYN062CNII2 46/// /2404 10012 21054 90945 333 91205 555 11004 22004="
"99849999999","2021-03-06T11:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","120,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0001,1","-0031,1","99999,9",,,"5,99,0041,1,999","SYN062CNII2 46/// /1204 11001 21031 91100 333 91208 555 11004 22004="
"99849999999","2021-03-06T12:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","160,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0003,1","-0026,1","99999,9",,,"5,99,0041,1,999","SYN062CNII2 46/// /1604 11003 21026 91145 333 91208 555 11004 22004="
"99849999999","2021-03-06T13:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","170,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0001,1","-0019,1","99999,9",,,"5,99,0031,1,999","SYN062CNII2 46/// /1702 10001 21019 91245 333 91206 555 11002 22002="
"99849999999","2021-03-06T14:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","150,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0016,1","-0020,1","99999,9",,,"5,99,0015,1,999","SYN062CNII2 46/// /1502 10016 21020 91345 333 91203 555 11002 22003="
"99849999999","2021-03-06T15:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","140,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0037,1","-0031,1","99999,9",,,"5,99,0026,1,999","SYN062CNII2 46/// /1402 10037 21031 91500 333 91205 555 11002 22003="
"99849999999","2021-03-06T16:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","100,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0031,1","-0028,1","99999,9",,,"5,99,0026,1,999","SYN062CNII2 46/// /1005 10031 21028 91545 333 91205 555 11005 22005="
"99849999999","2021-03-06T17:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","060,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0034,1","-0018,1","99999,9",,,"5,99,0036,1,999","SYN062CNII2 46/// /0606 10034 21018 91700 333 91207 555 11006 22007="
