"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","KA1","KA2","OD1","REM"
"99849999999","2018-01-01T00:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","290,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0113,1","-0182,1","99999,9",,,"5,99,0077,1,999","SYN062CNII2 46/// /2906 11113 21182 90000 333 91215 555 11006 22006="
"99849999999","2018-01-01T00:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","SHEF ","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0161,1","+9999,9","99999,9","240,M,-0094,1","240,N,-0167,1",,
"99849999999","2018-01-01T01:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","300,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0122,1","-0191,1","99999,9",,,"5,99,0077,1,999","SYN062CNII2 46/// /3010 11122 21191 90045 333 91215 555 11010 22011="
"99849999999","2018-01-01T02:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","280,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0133,1","-0195,1","99999,9",,,"5,99,0077,1,999","SYN062CNII2 46/// /2811 11133 21195 90145 333 91215 555 11011 22012="
"99849999999","2018-01-01T03:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","280,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0136,1","-0194,1","99999,9",,,"5,99,0093,1,999","SYN062CNII2 46/// /2809 11136 21194 90245 333 91218 555 11009 22010="
"99849999999","2018-01-01T04:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","290,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0148,1","-0208,1","99999,9",,,"5,99,0072,1,999","SYN062CNII2 46/// /2910 11148 21208 90345 333 91214 555 11010 22011="
"99849999999","2018-01-01T05:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","270,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0158,1","-0223,1","99999,9",,,"5,99,0077,1,999","SYN062CNII2 46/// /2708 11158 21223 90445 333 91215 555 11008 22008="
"99849999999","2018-01-01T06:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","260,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0162,1","-0224,1","99999,9",,,"5,99,0088,1,999","SYN062CNII2 46/// /2612 11162 21224 90545 333 91217 555 11012 22013="
"99849999999","2018-01-01T07:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","270,1,N,0072,1","99999,9,9,N","999999,9,9,9","-0170,1","-0225,1","99999,9",,,"5,99,0082,1,999","SYN062CNII2 46/// /2714 11170 21225 90645 333 91216 555 11014 22015="
"99849999999","2018-01-01T08:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","280,1,N,0072,1","99999,9,9,N","999999,9,9,9","-0177,1","-0230,1","99999,9",,,"5,99,0082,1,999","SYN062CNII2 46/// /2814 11177 21230 90745 333 91216 555 11014 22015="
"99849999999","2018-01-01T09:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","290,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0186,1","-0239,1","99999,9",,,"5,99,0077,1,999","SYN062CNII2 46/// /2908 11186 21239 90845 333 91215 555 11008 22009="
"99849999999","2018-01-01T10:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","310,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0189,1","-0240,1","99999,9",,,"5,99,0077,1,999","SYN062CNII2 46/// /3108 11189 21240 90945 333 91215 555 11008 22009="
"99849999999","2018-01-01T11:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","280,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0195,1","-0246,1","99999,9",,,"5,99,0067,1,999","SYN062CNII2 46/// /2806 11195 21246 91045 333 91213 555 11006 22006="
"99849999999","2018-01-01T12:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","270,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0199,1","-0249,1","99999,9",,,"5,99,0082,1,999","SYN062CNII2 46/// /2709 11199 21249 91200 333 91216 555 11009 22010="
"99849999999","2018-01-01T13:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","240,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0203,1","-0252,1","99999,9",,,"5,99,0082,1,999","SYN062CNII2 46/// /2411 11203 21252 91245 333 91216 555 11011 22012="
"99849999999","2018-01-01T14:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","280,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0206,1","-0255,1","99999,9",,,"5,99,0082,1,999","SYN062CNII2 46/// /2810 11206 21255 91345 333 91216 555 11010 22011="
"99849999999","2018-01-01T15:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","280,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0200,1","-0251,1","99999,9",,,"5,99,0077,1,999","SYN062CNII2 46/// /2813 11200 21251 91445 333 91215 555 11013 22014="
"99849999999","2018-01-01T16:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","260,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0193,1","-0248,1","99999,9",,,"5,99,0077,1,999","SYN062CNII2 46/// /2610 11193 21248 91545 333 91215 555 11010 22011="
