|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership Type|,|Utility Characteristics..NERC Region|,|Demand.(Megawatts).Summer Peak Demand|,|Demand.(Megawatts).Winter Peak Demand|,|Energy Sources (Megawatthours).(Megawatts).Net Generation|,|Energy Sources (Megawatthours).(Megawatts).Wholesale Power Purchases|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Received|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Delivered|,|Energy Sources (Megawatthours).Power Exchanged.Net Power Exchanged|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Received|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Delivered|,|Energy Sources (Megawatthours).Wheeled Power.Net Wheeled Power|,|Energy Sources (Megawatthours).Wheeled Power.Transmission by Other Losses|,|Energy Sources (Megawatthours).Wheeled Power.Total Sources|,|Disposition.(Megawatthours).Sales to Ultimate Customers|,|Disposition.(Megawatthours).Sales for Resale|,|Disposition.(Megawatthours).Furnished without Charge|,|Disposition.(Megawatthours).Consumed by Respondent without Charge|,|Disposition.(Megawatthours).Total Energy Losses|,|Disposition.(Megawatthours).Total Disposition|,|Electric Revenues.(Thousands Dollars).From Retail Sales|,|Electric Revenues.(Thousands Dollars).From Delivery Customers|,|Electric Revenues.(Thousands Dollars).From Sales for Resale|,|Electric Revenues.(Thousands Dollars).From Credits or Adjustments|,|Electric Revenues.(Thousands Dollars).From Transmission|,|Electric Revenues.(Thousands Dollars).From Other|,|Electric Revenues.(Thousands Dollars).Total|,|.."Data Type O = Observed I = Imputed"|
2015,289,City of Alexander City,AL,Municipal,SERC,32,37,.,158464,.,.,0,.,.,0,.,158464,133996,.,.,.,24468,158464,14393,.,.,.,.,.,14393,O
2015,295,City of Alexandria - (MN),MN,Municipal,MRO,56.3,47.3,.,300116,.,.,0,.,.,0,.,300116,284521,.,.,.,15595,300116,24584.6,.,.,.,.,328,24912.6,O
2015,296,"Alfalfa Electric Coop, Inc",OK,Cooperative,SPP,202,194,.,1353484,.,.,0,35140,35140,0,.,1353484,1313229,13552,.,404,26299,1353484,78188,.,908,.,.,355,79451,O
2015,298,City of Alexandria - (LA),LA,Municipal,SPP,179,139,8,792690,0,0,0,0,0,0,0,792698,710134,0,4717,0,77847,792698,71487,0,0,0,1305.3,0,72792.3,O
2015,305,Alger-Delta Coop Electric Assn,MI,Cooperative,MISO,14.5,14.2,0,83948,0,0,.,0,0,.,.,83948,74903,0,0,0,9045,83948,13908.4,.,0,0,0,0,13908.4,O
2015,307,Algoma Utility Comm,WI,Municipal,MISO,9.1,8.1,0,45630,0,0,.,0,0,.,.,45630,43741,0,0,74,1815,45630,4808.4,.,0,0,0,30.5,4838.9,O
2015,308,City of Acworth - (GA),GA,Municipal,SERC,27.4,17,.,98202,.,.,0,3604,.,3604,.,101806,96179,.,.,1537,4090,101806,13551,.,.,.,.,535,14086,O
2015,309,City of Algona - (IA),IA,Municipal,MRO,23,19,145198,58769,.,.,0,.,.,0,.,203967,110552,81729,.,4852,6834,203967,9865,.,2966,.,.,.,12831,O
2015,329,"Allamakee-Clayton El Coop, Inc",IA,Cooperative,MRO,28.6,28.6,.,141365,.,.,0,.,.,0,.,141365,124312,8922,.,522,7609,141365,17494.1,.,530.2,.,.,61.9,18086.2,O
2015,332,Allegheny Electric Coop Inc,PA,Cooperative,RFC,618.6,747.1,2119163,1377502,83620,.,83620,.,.,0,.,3580285,.,3517274,.,.,63011,3580285,.,.,211049,.,2600,.,213649,O
2015,343,AEP Generating Company,OH,Investor Owned,RFC,2468,2508,12994269,.,.,.,0,.,.,0,.,12994269,.,12994269,.,.,.,12994269,.,.,541665.7,.,.,211.2,541876.9,O
2015,367,City of Alliance- (NE),NE,Municipal,MRO,23.9,20.9,43,119660,.,.,0,.,.,0,-4683,115020,109242,.,2241,.,3537,115020,12516.5,.,.,.,.,769.5,13286,O
2015,392,Alpena Power Co,MI,Investor Owned,RFC,60,55,.,360603,.,.,0,.,.,0,.,360603,343345,.,.,152,17106,360603,33664,.,.,.,.,251,33915,O
2015,407,Altamaha Electric Member Corp,GA,Cooperative,SERC,91.3,107,.,431408,.,.,0,.,.,0,.,431408,409790,.,.,.,21618,431408,49038,.,.,.,.,653,49691,O
2015,416,City of Altus - (OK),OK,Municipal,SPP,63.2,34.6,.,219079,.,.,0,.,.,0,.,219079,201641,.,7101,.,10337,219079,21276.5,.,.,.,.,.,21276.5,O
2015,471,Amana Society Service Co,IA,Investor Owned,MRO,16,14,1258,92688,.,.,0,.,.,0,.,93946,92402,.,.,.,1544,93946,7942,.,.,.,.,75,8017,O
2015,540,BP Energy Company,TX,Retail Power Marketer,TRE,13,13,.,917575,.,.,0,.,.,0,.,917575,917575,.,.,.,.,917575,30109,.,.,.,.,.,30109,O
2015,554,City of Ames - (IA),IA,Municipal,MRO,148.9,108.8,249043,481987,.,.,0,.,.,0,-10206,720824,632570,73755,0,379,14120,720824,54324,.,2262.9,.,712,3479.9,60778.8,O
2015,560,City of Amherst- (OH),OH,Municipal,RFC,28,19,.,112284,.,.,0,.,.,0,.,112284,104351,.,.,.,7933,112284,10546,.,.,.,.,.,10546,O
2015,562,Amicalola Electric Member Corp,GA,Cooperative,SERC,177.4,231.6,.,751012,.,.,0,.,.,0,.,751012,728343,.,.,960,21709,751012,82618,.,.,.,.,7620,90238,O
2015,571,City of Amory,MS,Municipal,SERC,31.6,26,0,142753,0,.,0,0,0,0,0,142753,139296,0,0,0,3457,142753,13629,.,0,0,0,309,13938,O
2015,577,City of Alcoa Utilities,TN,Municipal,SERC,135.6,188.3,0,641673,0,.,0,0,0,0,0,641673,620750,0,0,15,20908,641673,63177,.,0,0,0,1262,64439,O
2015,590,City of Anaheim - (CA),CA,Municipal,WECC,584,358,313786,3110488,.,.,0,.,.,0,.,3424274,2414146,908075,.,.,102053,3424274,341471,0,17465,0,30988,2969,392893,O
2015,599,Anchorage Municipal Light and Power,AK,Municipal,AK,158,164,1174956,118603,.,.,0,.,.,0,.,1293559,1004497,257893,.,.,31169,1293559,140727,.,21891,292,.,789,163699,O
2015,604,City of Andalusia,AL,Municipal,SERC,58,47,.,350590,.,.,0,.,.,0,.,350590,348053,.,.,.,2537,350590,27878,.,.,.,.,.,27878,O
2015,636,City of Anderson - (IN),IN,Municipal,RFC,169,142,0,855834,0,0,0,0,0,0,0,855834,849951,0,0,0,5883,855834,83744,0,0,0,0,0,83744,O
2015,659,American Transmission Co,WI,Transmission,,11697,9866.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-63835,678038,1633,615836,O
2015,689,Connexus Energy,MN,Cooperative,MRO,496.9,355.9,.,2322669,.,.,0,.,.,0,.,2322669,1947518,294442,.,.,80709,2322669,227521.5,.,22033.1,.,.,.,249554.6,O
2015,690,City of Bardstown - (KY),KY,Municipal,RFC,38.9,35.8,.,201102,.,.,0,.,.,0,.,201102,195611,.,.,766,4725,201102,15451,.,.,.,.,.,15451,O
2015,691,City of Anoka,MN,Municipal,MRO,60.9,41.2,.,283724,.,.,0,.,.,0,.,283724,277458,.,.,.,6266,283724,27747.6,.,.,.,.,300.1,28047.7,O
2015,694,Anza Electric Coop Inc,CA,Cooperative,WECC,13.2,10.6,.,57077,.,.,0,.,.,0,.,57077,51249,.,.,101,5727,57077,9126.3,.,.,.,.,.,9126.3,O
2015,712,Arkansas River Power Authority,CO,Political Subdivision,WECC,61.4,40.5,18921,266554,.,.,0,.,.,0,0,285475,.,273922,.,.,11553,285475,0,.,28432.3,.,.,.,28432.3,O
2015,719,Town of Apex- (NC),NC,Municipal,SERC,86.5,51.5,.,312551,.,.,0,.,.,0,.,312551,292435,.,1734,9283,9099,312551,28735.9,.,.,.,.,.,28735.9,O
2015,727,Appalachian Electric Coop,TN,Cooperative,SERC,189.4,332,0,966851,0,.,0,0,0,0,0,966851,933393,0,0,1299,32159,966851,100193,.,0,0,0,3199,103392,O
2015,733,Appalachian Power Co,OH,Investor Owned,RFC,5729,8690,27839387,9519139,.,.,0,.,.,0,.,37358526,28810786,5924412,197,.,2623131,37358526,2548731,790,320400,25152,56173,57412,3008658,O
2015,750,Arab Electric Coop Inc,AL,Cooperative,SERC,72.6,96.6,0,351782,0,.,0,0,0,0,0,351782,311213,0,0,454,40115,351782,33297,.,0,0,0,1255,34552,O
2015,796,Arizona Electric Pwr Coop Inc,AZ,Cooperative,WECC,794.8,310,1959042,1143789,248268,234779,13489,321140,311877,9263,.,3125583,.,3061910,.,.,63673,3125583,.,.,157007.7,.,35216.6,9663.5,201887.8,O
2015,798,Arizona Power Authority,AZ,State,WECC,301.5,243.5,.,784320,.,.,0,.,.,0,.,784320,.,760790,.,.,23530,784320,.,.,29146,.,.,.,29146,O
2015,803,Arizona Public Service Co,AZ,Investor Owned,WECC,7320,4391,27442278,7772414,796496,953698,-157202,42282561,42261873,20688,.,35078178,27950491,5678363,.,63255,1386069,35078178,3286013,.,176840,.,.,56792,3519645,O
2015,807,Arkansas Electric Coop Corp,AR,Cooperative,SPP,3046,3301,7782886,6693142,11826,12184,-358,.,.,0,.,14475670,.,14363399,.,.,112271,14475670,.,.,701323.4,.,4029.7,766.3,706119.4,O
2015,814,Entergy Arkansas Inc,AR,Investor Owned,SERC,4665,4035,24171905,8205153,.,.,0,325544,220153,105391,.,32482449,21160228,10219229,0,24578,1078414,32482449,1820804.6,.,323571.4,-159.1,79339.9,14890.4,2238447.2,O
2015,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,SERC,323,317,.,1284670,.,.,0,.,.,0,.,1284670,1216409,.,.,403,67858,1284670,110556.2,.,.,.,.,2497.6,113053.8,O
2015,828,City of Arlington - (MN),MN,Municipal,MRO,14.5,11.6,.,16912,.,.,0,.,.,0,.,16912,15896,.,.,.,1016,16912,1520.7,.,.,.,.,32.9,1553.6,O
2015,887,"Arrowhead Electric Coop, Inc",MN,Cooperative,MRO,7.8,22,.,72301,.,.,0,.,.,0,.,72301,66465,.,.,.,5836,72301,8417.4,.,.,.,.,.,8417.4,O
2015,907,City of Ashland - (OR),OR,Municipal,WECC,1.9,1.4,64,175006,.,.,0,.,.,0,.,175070,159967,.,.,.,15103,175070,13971,.,.,.,.,.,13971,O
2015,918,City of Aspen- (CO),CO,Municipal,WECC,11.1,15.1,.,71501,.,.,0,.,.,0,.,71501,66382,.,.,.,5119,71501,6695,.,.,.,.,.,6695,O
2015,924,"Associated Electric Coop, Inc",MO,Transmission,SERC,3872,4506,15238158,8119076,.,.,0,.,.,0,.,23357234,.,22519981,.,4387,832866,23357234,.,.,1060045,31878,.,.,1091923,O
2015,942,Atchison-Holt Electric Coop,MO,Cooperative,SERC,13.9,15.3,.,84617,.,.,0,.,.,0,.,84617,79174,.,.,213,5230,84617,8785,.,.,.,.,.,8785,O
2015,944,City of Athens - (AL),AL,Municipal,SERC,239.7,351.7,0,1128247,0,.,0,0,0,0,0,1128247,1079323,0,0,0,48924,1128247,102532,.,0,0,0,2421,104953,O
2015,947,Athens Utility Board,TN,Municipal,SERC,107.2,120.6,0,624165,0,.,0,0,0,0,0,624165,610748,0,0,483,12934,624165,50215,.,0,0,0,884,51099,O
2015,963,Atlantic City Electric Co,NJ,Investor Owned,RFC,2539,1647,.,7475937,.,.,0,332226,.,332226,.,7808163,5119597,1976246,.,19322,692998,7808163,847978.3,241883.5,114980.2,.,90335.6,13314.7,1308492.3,O
2015,965,Atlantic Municipal Utilities,IA,Municipal,MRO,23.8,21.8,87032,51497,.,.,0,.,.,0,-707,137822,107348,24843,780,.,4851,137822,8056,.,620,.,884,134,9694,O
2015,970,Homefield Energy,IL,Retail Power Marketer,RFC,.,.,.,13317239,.,.,0,.,.,0,.,13317239,13317239,.,.,.,.,13317239,746358,.,.,.,.,.,746358,O
2015,993,Auburn Board of Public Works,NE,Municipal,MRO,12.1,14,.,59829,.,.,0,.,.,0,.,59829,56647,.,276,.,2906,59829,5205.1,.,.,.,.,935,6140.1,O
2015,994,City of Auburn - (IN),IN,Municipal,RFC,75.9,68.7,.,451061,.,.,0,.,.,0,.,451061,444608,.,926,.,5527,451061,35021.2,.,.,.,.,779.9,35801.1,O
2015,998,City of Augusta - (KS),KS,Municipal,SPP,21.6,11.9,-838,80699,0,0,0,0,0,0,-2404,77457,64277,184,3456,1227,8313,77457,6840,.,11.3,1473.8,.,373.5,8698.6,O
2015,1009,City of Austin - (MN),MN,Municipal,MRO,65.9,46.5,.,345927,.,.,0,.,.,0,.,345927,335681,.,.,.,10246,345927,34400,.,.,.,.,785.7,35185.7,O
2015,1015,Austin Energy,TX,Municipal,TRE,2735,2065,8499367,3701942,2213871,228280,1985591,.,.,0,.,14186900,12824901,773732,.,.,588267,14186900,1208095.9,.,27537.8,.,73876.7,.,1309510.4,O
2015,1024,City of Ava - (MO),MO,Municipal,SERC,13,10,.,63300,.,.,0,.,.,0,.,63300,59608,.,1660,.,2032,63300,2928,.,.,.,.,.,2928,O
2015,1036,Town of Ayden - (NC),NC,Municipal,SERC,20,24,.,104276,.,.,0,.,.,0,.,104276,98490,.,3182,.,2604,104276,11976.1,.,.,.,.,.,11976.1,O
2015,1050,City of Azusa,CA,Municipal,WECC,69.4,43.8,.,412724,.,.,0,.,.,0,-24295,388429,257361,120456,.,.,10612,388429,38869,.,7288,.,.,212,46369,O
2015,1062,BARC Electric Coop Inc,VA,Cooperative,SERC,33.5,50.6,.,192217,.,.,0,.,.,0,.,192217,177644,.,.,421,14152,192217,23080,.,.,.,.,577,23657,O
2015,1101,Bagley Public Utilities Comm,MN,Municipal,MRO,4.7,5.3,.,26753,.,.,0,.,.,0,.,26753,24022,.,208,249,2274,26753,2483,.,0,.,.,20.4,2503.4,O
2015,1148,City of Baldwin City- (KS),KS,Municipal,SPP,8.9,5.5,251,33343,0,0,0,0,0,0,0,33594,30446,0,266,0,2882,33594,4197.9,0,0,0,0,0,4197.9,O
2015,1149,Baldwin County El Member Corp,AL,Cooperative,SERC,304,363,.,1418322,.,.,0,.,.,0,.,1418322,1367515,.,.,.,50807,1418322,146436,.,.,.,.,.,146436,O
2015,1167,Baltimore Gas & Electric Co,MD,Investor Owned,RFC,6507,6712,.,14460420,.,.,0,.,.,0,.,14460420,11956727,.,.,31251,2472442,14460420,1657021,566133,.,.,179266,87147,2489567,O
2015,1169,Bailey County Elec Coop Assn,TX,Cooperative,SPP,88.6,46.1,.,268217,.,.,0,.,.,0,.,268217,240662,.,.,69,27486,268217,27604.1,.,.,.,.,159.3,27763.4,O
2015,1175,"Bandera Electric Coop, Inc",TX,Cooperative,TRE,138.1,171.9,.,633763,.,.,0,.,.,0,.,633763,581503,.,.,983,51277,633763,59127,.,.,.,.,4520,63647,O
2015,1176,City of Bandon - (OR),OR,Municipal,WECC,9.1,14.9,.,63850,.,.,0,.,.,0,.,63850,59322,.,.,174,4354,63850,4989,.,.,.,.,.,4989,O
2015,1179,Emera Maine,ME,Investor Owned,NPCC,275,270,.,1771982,.,.,0,1690932,1676653,14279,-14279,1771982,1365202,307696,.,2077,97007,1771982,196651.2,31837.6,12506,-1124,7616,2423,249909.8,O
2015,1181,Village of Bangor - (WI),WI,Municipal,MRO,5.6,5.4,.,27630,.,.,0,.,.,0,.,27630,25970,.,.,.,1660,27630,3012,.,.,.,.,.,3012,O
2015,1192,City of Banning - (CA),CA,Municipal,WECC,42.6,22,171998,41625,.,.,0,.,.,0,.,213623,143121,62376,.,.,8126,213623,27878.5,.,1379.9,.,1104.9,700.6,31063.9,O
2015,1196,Village of Baraga - (MI),MI,Municipal,MISO,4,3.9,0,21347,0,0,.,0,0,.,.,21347,18340,0,0,0,3007,21347,2243,.,0,0,0,0,2243,O
2015,1201,Barbourville Utility Comm,KY,Municipal,RFC,18.7,24,.,92880,.,.,0,.,.,0,.,92880,92880,.,.,.,.,92880,7873.1,.,.,.,.,.,7873.1,O
2015,1233,City of Barnesville - (MN),MN,Municipal,MRO,4.1,5.8,.,24736,.,.,0,.,.,0,-545,24191,21301,.,1091,177,1622,24191,2118.1,.,.,.,.,.,2118.1,O
2015,1251,Barron Electric Coop,WI,Cooperative,MRO,59.2,60.9,135,349891,.,.,0,.,.,0,.,350026,330974,.,.,688,18364,350026,35801.2,.,.,.,.,145.7,35946.9,O
2015,1273,"Bartlett Electric Coop, Inc",TX,Cooperative,TRE,49.5,64.4,.,214171,.,.,0,.,.,0,.,214171,202017,.,.,.,12154,214171,20893.1,0,0,0,0,337.6,21230.7,O
2015,1276,"Barrow Utils & Elec Coop, Inc",AK,Cooperative,AK,6,8.5,51802,.,.,.,0,.,.,0,.,51802,50112,.,.,.,1690,51802,5909.5,.,.,.,.,.,5909.5,O
2015,1279,Barry Electric Coop,MO,Cooperative,SERC,43.6,42.6,.,188374,.,.,0,.,.,0,.,188374,178316,.,255,.,9803,188374,16548.8,.,.,.,.,293.2,16842,O
2015,1283,Bartholomew County Rural E M C,IN,Cooperative,RFC,82.1,84.5,.,416526,.,.,0,.,.,0,.,416526,405676,.,.,.,10850,416526,41149,.,.,.,.,403.4,41552.4,O
2015,1300,City of Bartow - (FL),FL,Municipal,FRCC,61,53,.,283593,.,.,0,.,.,0,.,283593,268218,.,.,.,15375,283593,35321,.,.,.,.,.,35321,O
2015,1301,"Barton County Elec Coop, Inc",MO,Cooperative,SERC,36.7,34,.,158744,.,.,0,.,.,0,.,158744,148953,.,.,449,9342,158744,16600,.,.,.,.,175.5,16775.5,O
2015,1307,Basin Electric Power Coop,ND,Cooperative,MRO,3294,3598,19575340,10760121,18014,0,18014,41442,41442,0,.,30353475,1086783,28469694,.,.,796998,30353475,63668,.,1357673,.,80557,.,1501898,O
2015,1325,City of Batavia - (IL),IL,Municipal,RFC,94.5,75.6,.,494277,.,.,0,.,.,0,.,494277,476143,.,.,.,18134,494277,50539.4,.,.,.,.,1994.7,52534.1,O
2015,1366,City of Bay City - (MI),MI,Municipal,RFC,70.2,48.4,356,335327,.,.,0,.,.,0,.,335683,318810,.,.,.,16873,335683,35343,.,.,.,.,764,36107,O
2015,1367,"Bayfield Electric Coop, Inc",WI,Cooperative,MRO,14.2,18.6,.,85492,.,.,0,.,.,0,.,85492,77446,.,.,.,8046,85492,12479,.,.,.,.,631,13110,O
2015,1417,"Beartooth Electric Coop, Inc",MT,Cooperative,WECC,13.9,15.6,.,70354,.,.,0,.,.,0,.,70354,60853,.,.,294,9207,70354,9986.2,.,.,.,.,49.5,10035.7,O
2015,1427,City of Beatrice - (NE),NE,Municipal,SPP,35.6,36.9,0,180431,0,0,0,5925,5925,0,.,180431,163396,0,1460,0,15575,180431,14294,0,0,0,248,0,14542,O
2015,1456,Town of Bedford - (VA),VA,Municipal,RFC,32.1,57.8,17735,214304,.,.,0,.,.,0,.,232039,222668,.,.,.,9371,232039,19923,.,.,.,.,.,19923,O
2015,1458,"Beauregard Electric Coop, Inc",LA,Cooperative,SERC,202,264,.,1078903,.,.,0,.,.,0,.,1078903,1040516,.,.,1133,37254,1078903,87472,.,.,.,.,.,87472,O
2015,1523,Town of Belmont - (MA),MA,Municipal,NPCC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,O
2015,1525,City of Beloit - (KS),KS,Municipal,SPP,12.5,7.9,172,49169,.,.,0,.,.,0,.,49341,43871,.,678,.,4792,49341,5096,.,.,.,.,537,5633,O
2015,1529,"Beltrami Electric Coop, Inc",MN,Cooperative,MRO,74.4,116.7,.,487871,.,.,0,.,.,0,.,487871,364556,93463,.,1637,28215,487871,42682.1,.,6094,.,.,472,49248.1,O
2015,1566,City of Bennettsville - (SC),SC,Municipal,SERC,22,21,.,98360,.,.,0,.,.,0,.,98360,85937,.,5692,.,6731,98360,9715,.,.,.,.,.,9715,O
2015,1572,Badger Power Marketing Authority,WI,Wholesale Power Marketer,RFC,61.7,63.1,.,384158,.,.,0,.,.,0,.,384158,.,383855,.,.,303,384158,.,.,28011,.,.,.,28011,O
2015,1573,City of Benson - (MN),MN,Municipal,MRO,6.9,6.5,88,36539,.,.,0,.,.,0,-299,36328,34319,44,.,.,1965,36328,3084.9,.,0.7,.,4.3,976.6,4066.5,O
2015,1578,Benton County,TN,Municipal,SERC,47.4,47.9,0,209963,0,.,0,0,0,0,0,209963,200114,0,0,414,9435,209963,23031,.,0,0,0,555,23586,O
2015,1579,PUD No 1 of Benton County,WA,Political Subdivision,WECC,429,267,.,2495023,.,.,0,.,.,0,-25858,2469165,1738022,662886,.,2389,65868,2469165,111058,.,17678.9,.,690.6,10230.6,139658.1,O
2015,1581,City of Benton - (AR),AR,Municipal,SERC,75.9,39.2,.,271471,.,.,0,.,.,0,.,271471,254600,.,12402,.,4469,271471,22206.6,.,.,.,.,239,22445.6,O
2015,1582,City of Benton - (KY),KY,Municipal,SERC,17.1,12.1,0,72348,0,.,0,0,0,0,0,72348,69345,0,0,59,2944,72348,7508,.,0,0,0,108,7616,O
2015,1586,City of Bentonville - (AR),AR,Municipal,SPP,153,109,.,667551,.,.,0,.,.,0,.,667551,641830,.,.,.,25721,667551,54889,.,.,3241,.,454,58584,O
