|Utility Characteristics..Data Year|,|Utility Characteristics..Facility Number|,|Utility Characteristics..Facility Name|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..STATE|,|Utility Characteristics..BA Code|,|RESIDENTIAL.Revenues.Thousand Dollars|,|RESIDENTIAL.Sales.Megawatthours|,|RESIDENTIAL.Customers.Count|,|COMMERCIAL.Revenues.Thousand Dollars|,|COMMERCIAL.Sales.Megawatthours|,|COMMERCIAL.Customers.Count|,|INDUSTRIAL.Revenues.Thousand Dollars|,|INDUSTRIAL.Sales.Megawatthours|,|INDUSTRIAL.Customers.Count|,|TRANSPORTATION.Revenues.Thousand Dollars|,|TRANSPORTATION.Sales.Megawatthours|,|TRANSPORTATION.Customers.Count|,|TOTAL.Revenues.Thousand Dollars|,|TOTAL.Sales.Megawatthours|,|TOTAL.Customers.Count|
2015,58241,Rock Hall,57081,"WGL Energy Systems, Inc",MD,PJM,0,0,0,159,1848,1,0,0,0,0,0,0,159,1848,1
2015,59090,Rockland Solar,58902,Rockland Solar,MA,ISNE,0,0,0,216,3023,1,0,0,0,0,0,0,216,3023,1
2015,57524,Roger Road WWTP,56857,SunE M5C Holdings LLC,AZ,TEPC,0,0,0,178,1858,1,0,0,0,0,0,0,178,1858,1
2015,58479,SEV NM Phase 2,58465,"Green States Energy, Inc.",NM,SWPP,0,0,0,164,4239,1,0,0,0,0,0,0,164,4239,1
2015,59947,SR Camden,59710,"SR Camden, LLC",AR,SPA,0,0,0,0,0,0,25,451,1,0,0,0,25,451,1
2015,50537,SRI International Cogen Project,9297,IPT SRI Cogeneration Inc,CA,CISO,0,0,0,0,0,0,2637,20289,1,0,0,0,2637,20289,1
2015,55104,Sabine Cogen,16668,Sabine Cogen LP,TX,MISO,0,0,0,0,0,0,16352,152518,1,0,0,0,16352,152518,1
2015,10789,Sabine River Works,57160,DuPont Sabine River Works,TX,MISO,0,0,0,0,0,0,14161,418519,1,0,0,0,14161,418519,1
2015,59323,Sacramento (SMUD),57081,"WGL Energy Systems, Inc",CA,BANC,0,0,0,412,2372,1,0,0,0,0,0,0,412,2372,1
2015,58006,Salt Palace Solar Gen Plant,57383,Wasatch View Solar LLC,UT,PACE,0,0,0,205,2328,1,0,0,0,0,0,0,205,2328,1
2015,57100,Santa Maria LFG Power Plant,56396,J&A-Santa Maria LLC,CA,CISO,0,0,0,1025,9010,1,0,0,0,0,0,0,1025,9010,1
2015,59724,Scituate Wind,59493,Scituate Wind LLC,MA,ISNE,0,0,0,285,2738,1,0,0,0,0,0,0,285,2738,1
2015,55049,Sierra Pacific Anderson Facility,17164,Sierra Pacific Industries Inc,CA,CISO,0,0,0,0,0,0,220,2219,1,0,0,0,220,2219,1
2015,10849,Silver Bay Power,3807,Cleveland Cliffs Inc,MN,MISO,0,0,0,0,0,0,34002,521920,1,0,0,0,34002,521920,1
2015,57933,Solar Star California II LLC,58101,Solar Star California II LLC,CA,BANC,0,0,0,274,4303,1,0,0,0,0,0,0,274,4303,1
2015,58402,Solar Star New Jersey NJ LLC,58387,Solar Star New Jersey VI LLC,NJ,PJM,0,0,0,486,1614,1,0,0,0,0,0,0,486,1614,1
2015,57770,South Bay Fuel Cell Plant,57047,BioFuels Point Loma LLC,CA,CISO,0,0,0,871,8217,1,0,0,0,0,0,0,871,8217,1
2015,58423,Southbridge PV,57081,"WGL Energy Systems, Inc",MA,ISNE,0,0,0,377,4021,1,0,0,0,0,0,0,377,4021,1
2015,57683,"Staples La Mirada, CA",57007,"SunE WF3-ST Holdings, LLC",CA,CISO,0,0,0,240,1736,1,0,0,0,0,0,0,240,1736,1
2015,59363,State Street Solar LLC,58258,SunRay Power LLC,MA,ISNE,0,0,0,254,1560,1,0,0,0,0,0,0,254,1560,1
2015,59765,Stetson Road Solar - Barre I,59232,Kearsarge Solar LLC,MA,ISNE,0,0,0,435,3166,1,0,0,0,0,0,0,435,3166,1
2015,54149,Stony Brook Cogen Plant,13587,Nissequoque Cogen Partners,NY,NYIS,0,0,0,27563,232458,1,0,0,0,0,0,0,27563,232458,1
2015,58839,Sudbury Landfill,58721,Solar Sudbury One LF LLC,MA,ISNE,0,0,0,204,1995,1,0,0,0,0,0,0,204,1995,1
2015,58588,Sue Cleveland High School,57081,"WGL Energy Systems, Inc",NM,PNM,0,0,0,146,2219,1,0,0,0,0,0,0,146,2219,1
2015,57010,SunEdison Anheuser Busch Fairfield,56434,SunE M5 Holdings LLC,CA,CISO,0,0,0,247,2055,1,0,0,0,0,0,0,247,2055,1
2015,57007,SunEdison Ironwood State Prison,56297,SunE CPA CDC2 LLC,CA,CISO,0,0,0,218,2112,1,0,0,0,0,0,0,218,2112,1
2015,57008,SunEdison Procter & Gamble Oxnard,56431,SunE U6 Holdings LLC,CA,CISO,0,0,0,275,1923,1,0,0,0,0,0,0,275,1923,1
2015,57004,SunEdison Walgreens Moreno Valley,56294,SunE WG113 Moreno Valley LLC,CA,CISO,0,0,0,201,1780,1,0,0,0,0,0,0,201,1780,1
2015,57012,SunEdison Walmart Apple Valley DC,56434,SunE M5 Holdings LLC,CA,CISO,0,0,0,296,2402,1,0,0,0,0,0,0,296,2402,1
2015,55015,Sweeny Cogen Facility,22214,Sweeny Cogeneration LP,TX,ERCO,0,0,0,0,0,0,45254,1027468,1,0,0,0,45254,1027468,1
2015,58232,Tahquitz High School,58661,"Sustainable Power Group, LLC",CA,CISO,0,0,0,235,1788,1,0,0,0,0,0,0,235,1788,1
2015,59330,Taylor Farms,59129,"Foundation CA Fund VII Manager, LLC",CA,CISO,0,0,0,0,0,0,363,2440,1,0,0,0,363,2440,1
2015,57594,Teichert Materials-Teichert Vernalis,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0,0,0,0,0,0,66,1598,1,0,0,0,66,1598,1
2015,10093,Tesoro Hawaii,58553,PAR Petroleum,HI,,0,0,0,0,0,0,1710,7815,1,0,0,0,1710,7815,1
2015,58356,The Lawrenceville School Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,690,9204,1,0,0,0,0,0,0,690,9204,1
2015,58917,Tioga Solar Morris County 1 LLC,58661,"Sustainable Power Group, LLC",NJ,PJM,0,0,0,132,1564,1,0,0,0,0,0,0,132,1564,1
2015,57647,"Toys R Us- DE, Inc. at Mt. Olive, NJ",56976,"Constellation Solar New Jersey II, LLC",NJ,PJM,0,0,0,388,5133,1,0,0,0,0,0,0,388,5133,1
2015,59390,True North,58677,CD US Solar MT1 LLC,MA,ISNE,0,0,0,2951,7339,3,0,0,0,0,0,0,2951,7339,3
2015,59872,UC Davis South Campus,59660,"Solar Star California XXXII, LLC",CA,CISO,0,0,0,608,4953,1,0,0,0,0,0,0,608,4953,1
2015,60120,UCI Fuel Cell,59892,"UCI Fuel Cell, LLC",CA,CISO,0,0,0,38,490,1,0,0,0,0,0,0,38,490,1
2015,57735,UCSD Fuel Cell Plant,57047,BioFuels Point Loma LLC,CA,CISO,0,0,0,2528,18731,1,0,0,0,0,0,0,2528,18731,1
2015,59749,UMES (MD) - Princess Anne,58473,"NVT LICENSES, LLC",MD,PJM,0,0,0,1157,3040,1,0,0,0,0,0,0,1157,3040,1
2015,57420,UTS SJ1 LLC,56749,UTS SJ1 LLC,CA,CISO,0,0,0,940,7005,1,0,0,0,0,0,0,940,7005,1
2015,58516,Union HS at Casa Grande,58491,"Constellation Solar Holding, LLC",AZ,AZPS,0,0,0,294,3196,1,0,0,0,0,0,0,294,3196,1
2015,58040,United Stationers Supply Solar Electric,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,255,4248,1,0,0,0,0,0,0,255,4248,1
2015,54372,University of Colorado,22208,University of Colorado,CO,PSCO,0,0,0,13494,117238,1,0,0,0,0,0,0,13494,117238,1
2015,54780,University of Illinois Abbott Power Plt,19528,University of Illinois,IL,MISO,131,968,236,1531,17564,82,0,0,0,0,0,0,1662,18532,318
2015,58517,Vista Grande HS at Casa Grande,58491,"Constellation Solar Holding, LLC",AZ,AZPS,0,0,0,267,2895,1,0,0,0,0,0,0,267,2895,1
2015,58401,Volkswagen Solar System,58385,SR Enterprise South LLC,TN,TVA,0,0,0,0,0,0,1345,12931,1,0,0,0,1345,12931,1
2015,60365,Vulcraft Solar,60163,Soltage LLC,NY,NYIS,0,0,0,0,0,0,183,2307,1,0,0,0,183,2307,1
2015,58123,Wakefern Food Corp,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0,0,0,195,2722,1,0,0,0,0,0,0,195,2722,1
2015,57006,Walgreens Woodland Distribution Center,56296,SunE WG45 Woodland LLC,CA,CISO,0,0,0,184,1470,1,0,0,0,0,0,0,184,1470,1
2015,50077,Waste Energy Services,5677,Waste Energy Services Inc,MI,MISO,0,0,0,0,0,0,43,402,1,0,0,0,43,402,1
2015,50216,Watson Cogeneration,867,ARCO Products Co-Watson,CA,CISO,0,0,0,0,0,0,31535,733288,1,0,0,0,31535,733288,1
2015,58244,West Valley High School Solar,58661,"Sustainable Power Group, LLC",CA,CISO,0,0,0,197,1499,1,0,0,0,0,0,0,197,1499,1
2015,59368,Westborough Solar LLC,58258,SunRay Power LLC,MA,ISNE,0,0,0,386,2572,1,0,0,0,0,0,0,386,2572,1
2015,58357,White Rose Foods Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,392,6032,1,0,0,0,0,0,0,392,6032,1
2015,57102,Whittier LFG Power Plant #1,56395,J&A-Whittier LLC,CA,CISO,0,0,0,1034,9561,1,0,0,0,0,0,0,1034,9561,1
2015,57805,William Paterson University,57124,Nautilus Solar WPU LLC,NJ,PJM,0,0,0,100,583,1,0,0,0,0,0,0,100,583,1
2015,58361,Williams-Sonoma Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,550,4621,1,0,0,0,0,0,0,550,4621,1
2015,59751,"Wilzig Associates, LLC",59518,"Wilzig Associates, LLC",NJ,PJM,0,0,0,0,0,0,180,2021,1,0,0,0,180,2021,1
These entities are one of the elements used in the state Adjustment lines in the Sales to Ultimate Customers file.,,,,,,,,,,,,,,,,,,,,,
