Data Year,Utility Number,Utility Name,State,Distribution Circuits,Circuits with Voltage Optimization
2015,55,City of Aberdeen - (MS),MS,8,8
2015,59,City of Abbeville - (LA),LA,15,0
2015,84,A & N Electric Coop,MD,1,0
2015,84,A & N Electric Coop,VA,43,0
2015,97,Adams Electric Coop,IL,47,47
2015,108,Adams-Columbia Electric Coop,WI,91,16
2015,118,"Adams Rural Electric Coop, Inc",OH,18,3
2015,122,Village of Arcade - (NY),NY,22,0
2015,123,City of Adel- (GA),GA,9,0
2015,150,Adrian Public Utilities Comm,MN,5,0
2015,155,Agralite Electric Coop,MN,60,0
2015,162,Aiken Electric Coop Inc,SC,122,0
2015,176,Ajo Improvement Co,AZ,5,0
2015,195,Alabama Power Co,AL,2239,3
2015,201,City of Alachua - (FL),FL,3,0
2015,207,City of Alameda,CA,26,24
2015,213,Alaska Electric Light&Power Co,AK,31,31
2015,219,Alaska Power and Telephone Co,AK,43,0
2015,221,"Alaska Village Elec Coop, Inc",AK,166,0
2015,230,Albany Water Gas & Light Comm,GA,52,0
2015,232,City of Albemarle - (NC),NC,14,12
2015,240,Albemarle Electric Member Corp,NC,31,31
2015,241,Albertville Municipal Utilities Board,AL,22,0
2015,261,AGC Division of APG Inc,IN,1,0
2015,276,Alcorn County Elec Power Assn,MS,33,15
2015,289,City of Alexander City,AL,11,0
2015,295,City of Alexandria - (MN),MN,24,6
2015,296,"Alfalfa Electric Coop, Inc",KS,3,0
2015,296,"Alfalfa Electric Coop, Inc",OK,49,0
2015,298,City of Alexandria - (LA),LA,62,0
2015,305,Alger-Delta Coop Electric Assn,MI,17,0
2015,307,Algoma Utility Comm,WI,9,9
2015,308,City of Acworth - (GA),GA,8,1
2015,309,City of Algona - (IA),IA,14,0
2015,329,"Allamakee-Clayton El Coop, Inc",IA,53,0
2015,367,City of Alliance- (NE),NE,13,1
2015,392,Alpena Power Co,MI,39,0
2015,407,Altamaha Electric Member Corp,GA,57,4
2015,416,City of Altus - (OK),OK,11,11
2015,471,Amana Society Service Co,IA,6,0
2015,554,City of Ames - (IA),IA,41,0
2015,560,City of Amherst- (OH),OH,2,0
2015,562,Amicalola Electric Member Corp,GA,52,0
2015,571,City of Amory,MS,14,0
2015,577,City of Alcoa Utilities,TN,37,0
2015,590,City of Anaheim - (CA),CA,109,109
2015,599,Anchorage Municipal Light and Power,AK,67,0
2015,604,City of Andalusia,AL,14,0
2015,636,City of Anderson - (IN),IN,41,0
2015,689,Connexus Energy,MN,201,31
2015,690,City of Bardstown - (KY),KY,15,0
2015,691,City of Anoka,MN,20,0
2015,694,Anza Electric Coop Inc,CA,8,0
2015,719,Town of Apex- (NC),NC,18,0
2015,727,Appalachian Electric Coop,TN,72,72
2015,733,Appalachian Power Co,VA,557,0
2015,733,Appalachian Power Co,WV,485,0
2015,750,Arab Electric Coop Inc,AL,20,0
2015,803,Arizona Public Service Co,AZ,1293,0
2015,814,Entergy Arkansas Inc,AR,1197,0
2015,814,Entergy Arkansas Inc,TN,2,0
2015,817,Arkansas Valley Elec Coop Corp,AR,127,0
2015,817,Arkansas Valley Elec Coop Corp,OK,13,0
2015,828,City of Arlington - (MN),MN,8,0
2015,887,"Arrowhead Electric Coop, Inc",MN,5,0
2015,907,City of Ashland - (OR),OR,11,0
2015,918,City of Aspen- (CO),CO,2,0
2015,942,Atchison-Holt Electric Coop,IA,10,4
2015,942,Atchison-Holt Electric Coop,MO,20,10
2015,947,Athens Utility Board,TN,24,0
2015,963,Atlantic City Electric Co,NJ,355,0
2015,965,Atlantic Municipal Utilities,IA,11,0
2015,993,Auburn Board of Public Works,NE,14,0
2015,994,City of Auburn - (IN),IN,20,3
2015,998,City of Augusta - (KS),KS,9,0
2015,1009,City of Austin - (MN),MN,26,0
2015,1015,Austin Energy,TX,390,18
2015,1024,City of Ava - (MO),MO,4,0
2015,1036,Town of Ayden - (NC),NC,8,0
2015,1050,City of Azusa,CA,20,0
2015,1062,BARC Electric Coop Inc,VA,43,0
2015,1101,Bagley Public Utilities Comm,MN,2,0
2015,1148,City of Baldwin City- (KS),KS,9,0
2015,1149,Baldwin County El Member Corp,AL,97,97
2015,1167,Baltimore Gas & Electric Co,MD,1574,271
2015,1169,Bailey County Elec Coop Assn,TX,88,88
2015,1175,"Bandera Electric Coop, Inc",TX,55,2
2015,1176,City of Bandon - (OR),OR,6,0
2015,1179,Emera Maine,ME,248,248
2015,1181,Village of Bangor - (WI),WI,5,0
2015,1192,City of Banning - (CA),CA,21,11
2015,1196,Village of Baraga - (MI),MI,2,0
2015,1201,Barbourville Utility Comm,KY,4,0
2015,1233,City of Barnesville - (MN),MN,7,5
2015,1251,Barron Electric Coop,WI,35,0
2015,1273,"Bartlett Electric Coop, Inc",TX,30,0
2015,1276,"Barrow Utils & Elec Coop, Inc",AK,6,0
2015,1279,Barry Electric Coop,MO,26,0
2015,1283,Bartholomew County Rural E M C,IN,30,0
2015,1300,City of Bartow - (FL),FL,17,0
2015,1301,"Barton County Elec Coop, Inc",MO,7,0
2015,1307,Basin Electric Power Coop,ND,1,1
2015,1307,Basin Electric Power Coop,SD,1,1
2015,1307,Basin Electric Power Coop,WY,1,1
2015,1325,City of Batavia - (IL),IL,22,0
2015,1366,City of Bay City - (MI),MI,32,0
2015,1367,"Bayfield Electric Coop, Inc",MI,1,0
2015,1367,"Bayfield Electric Coop, Inc",WI,28,0
2015,1417,"Beartooth Electric Coop, Inc",MT,27,0
2015,1427,City of Beatrice - (NE),NE,46,46
2015,1456,Town of Bedford - (VA),VA,23,0
2015,1458,"Beauregard Electric Coop, Inc",LA,61,61
2015,1525,City of Beloit - (KS),KS,12,0
2015,1529,"Beltrami Electric Coop, Inc",MN,75,0
2015,1566,City of Bennettsville - (SC),SC,4,0
2015,1572,Badger Power Marketing Authority,WI,2,0
2015,1573,City of Benson - (MN),MN,5,0
2015,1578,Benton County,TN,14,14
2015,1579,PUD No 1 of Benton County,WA,135,0
2015,1581,City of Benton - (AR),AR,15,14
2015,1582,City of Benton - (KY),KY,5,0
2015,1586,City of Bentonville - (AR),AR,49,0
2015,1591,"Big Country Electric Coop, Inc",TX,49,0
2015,1601,City of Beresford,SD,6,0
2015,1613,Berkeley Electric Coop Inc,SC,182,182
2015,1625,Benton Rural Electric Assn,WA,61,0
2015,1640,City of Bessemer Utilities,AL,39,0
2015,1675,Big Horn Rural Electric Co,MT,2,0
2015,1675,Big Horn Rural Electric Co,WY,13,0
2015,1683,"Big Horn County Elec Coop, Inc",MT,23,0
2015,1683,"Big Horn County Elec Coop, Inc",WY,2,0
2015,1708,Big Sandy Rural Elec Coop Corp,KY,36,0
2015,1723,"Big Bend Electric Coop, Inc",WA,54,0
2015,1736,Blachly-Lane County Coop El Assn,OR,15,0
2015,1763,"Black River Electric Coop, Inc - (SC)",SC,111,0
2015,1764,Black Diamond Power Co,WV,6,0
2015,1769,"Black Hills Electric Coop, Inc",SD,39,0
2015,1775,Black River Electric Coop - (MO),MO,62,0
2015,1776,City of Black River Falls,WI,14,0
2015,1780,Black Warrior Elec Member Corp,AL,93,0
2015,1818,City of Blaine - (WA),WA,4,0
2015,1857,Block Island Power Co,RI,4,0
2015,1869,City of Bloomfield - (IA),IA,8,8
2015,1883,Blue Earth Light & Water,MN,10,10
2015,1884,BENCO Electric Cooperative,MN,116,97
2015,1886,Blue Grass Energy Coop Corp,KY,131,13
2015,1889,Blue Ridge Elec Member Corp - (NC),NC,101,0
2015,1890,Blue Ridge Electric Coop Inc - (SC),SC,137,0
2015,1891,Blue Ridge Mountain EMC - (GA),GA,27,26
2015,1891,Blue Ridge Mountain EMC - (GA),NC,10,9
2015,1892,"Bluebonnet Electric Coop, Inc",TX,219,171
2015,1896,City of Bluffton - (IN),IN,21,0
2015,1898,"Bon Homme Yankton El Assn, Inc",SD,26,26
2015,1913,City of Boerne,TX,8,0
2015,1936,Bolivar Energy Authority,TN,22,22
2015,1997,City of Boscobel - (WI),WI,6,0
2015,2001,Boone Electric Coop,MO,63,61
2015,2008,City of Boulder City - (NV),NV,31,0
2015,2010,City of Bountiful,UT,17,0
2015,2049,"Bowie-Cass Electric Coop, Inc",TX,110,0
2015,2054,City of Bowling Green - (OH),OH,32,15
2015,2056,City of Bowling Green - (KY),KY,49,49
2015,2089,Bozrah Light & Power Company,CT,4,0
2015,2138,Brainerd Public Utilities,MN,29,6
2015,2144,Town of Braintree - (MA),MA,22,22
2015,2182,City of Breckenridge- (MN),MN,16,0
2015,2192,Bremen Electric Light & Power Co,IN,16,0
2015,2194,City of Brenham - (TX),TX,11,11
2015,2212,"Broad River Electric Coop, Inc",NC,1,1
2015,2212,"Broad River Electric Coop, Inc",SC,44,44
2015,2215,"Bridger Valley Elec Assn, Inc",UT,3,0
2015,2215,"Bridger Valley Elec Assn, Inc",WY,34,0
2015,2220,Brigham City Corporation,UT,11,0
2015,2247,City of Bristol - (TN),TN,64,52
2015,2248,Bristol Virginia Utilities,VA,36,0
2015,2273,Brodhead Water & Lighting Comm,WI,10,0
2015,2277,City of Broken Bow - (NE),NE,19,0
2015,2285,City of Brookings - (SD),SD,34,0
2015,2316,Brown County Rural Elec Assn,MN,55,0
2015,2354,Brown-Atchison E C A Inc,KS,2,0
2015,2394,Burke-Divide Electric Coop Inc,ND,46,0
