ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE,GeoLevel,Comparison,STATE_NAME,STATE_ABBR,COUNTY_FIPS,COUNTY_NAME
17,Illinois,IL,17021,Christian,17021,"Christian County, Illinois",709.489331290074,32705,0,15592,120,13977,285,7179,893,529,148,2766,338,2790,394,1494,323,6444,47,6550,71,4205,401,737,184,109,110,1657,227,684,160,810,197,122,50,675,191,1708,250,23.2,2.9,3.4,1.0,19.8,2.4,11.8,1.7,4.8,1.0,19.7,0.1,20.0,0.2,13.5,1.3,5.3,1.3,0.4,0.4,5.1,0.7,4.4,1.0,5.2,1.3,0.9,0.4,4.8,1.3,5.2,0.8,0.4755,0.2005,0.323,0.542,0.1378,1.6788,0.2374,0.5818,0.2447,0.2985,0.4316,0.3116,1.8682,0.1474,0.0907,0.0907,0.0907,0.6502,0.2578,0.1407,0.3775,0.8189,2.2451,0.3587,5.8828,0.1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29252,5285,891,504,129,528,0,225,68,70,57,88,114,242,117,0,25,17.1,0.1,1.5,0.4,1.6,0.0,0.7,0.2,0.2,0.2,0.3,0.3,0.7,0.4,0.0,0.1,County,National,Illinois,IL,17021,Christian County
17,Illinois,IL,17023,Clark,17023,"Clark County, Illinois",501.374645544208,15602,0,7822,55,6726,229,2817,499,310,112,1124,232,741,190,566,148,3087,32,3509,33,2487,247,386,120,53,80,533,85,60,42,691,162,85,49,286,94,203,101,18.4,3.3,4.0,1.4,16.7,3.4,6.8,1.7,3.7,1.0,19.8,0.2,22.5,0.2,16.2,1.6,5.7,1.8,0.4,0.5,3.4,0.5,0.8,0.5,8.8,2.1,1.3,0.7,4.3,1.4,1.3,0.6,0.2438,0.3065,0.1203,0.1531,0.0506,0.8743,0.0652,0.5894,0.5522,0.5582,0.5124,0.3116,2.5238,0.5449,0.0223,0.0223,0.0223,0.1346,0.4297,0.2759,0.2909,0.2686,1.3997,0.0735,4.8201,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12339,2272,419,83,54,245,0,9,17,9,16,0,19,187,56,0,19,14.8,0.1,0.5,0.3,1.6,0.0,0.1,0.1,0.1,0.1,0.0,0.2,1.2,0.4,0.0,0.2,County,National,Illinois,IL,17023,Clark County
17,Illinois,IL,17025,Clay,17025,"Clay County, Illinois",468.350544955782,13217,0,6452,63,5607,231,3350,543,360,131,926,169,1148,185,673,162,2705,31,3016,78,2539,248,239,94,105,119,530,130,61,52,1310,220,114,68,233,94,353,110,25.9,4.2,5.6,2.1,16.5,2.9,12.3,2.0,5.2,1.2,20.5,0.2,22.8,0.6,19.5,1.9,4.3,1.7,0.8,1.0,4.0,1.0,0.9,0.8,20.3,3.4,2.0,1.2,4.2,1.7,2.7,0.8,0.6088,0.6279,0.1133,0.5729,0.1824,2.1053,0.3616,0.6496,0.5974,0.7982,0.2285,0.515,2.7887,0.711,0.0426,0.0426,0.0426,0.1585,0.8001,0.5344,0.2753,0.6283,2.3966,0.4338,7.3332,0.3997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12167,1867,372,58,39,33,30,72,71,33,23,0,19,334,91,0,19,14.5,0.1,0.4,0.3,0.2,0.2,0.5,0.5,0.2,0.2,0.0,0.2,2.5,0.7,0.0,0.2,County,National,Illinois,IL,17025,Clay County
17,Illinois,IL,17027,Clinton,17027,"Clinton County, Illinois",473.941041296932,37549,0,15909,119,14596,243,5823,610,590,140,2602,309,2632,262,1463,281,6404,49,7940,7,5272,363,729,167,109,98,3330,228,352,101,1538,241,283,115,648,146,2208,243,16.4,1.7,3.1,0.7,17.8,2.1,9.8,1.0,4.1,0.8,17.1,0.1,21.1,0.0,14.9,1.0,5.0,1.1,0.3,0.3,8.9,0.6,2.2,0.6,9.7,1.5,1.9,0.8,4.4,1.0,5.9,0.6,0.1595,0.1626,0.1757,0.3912,0.0783,0.9673,0.0799,0.3218,0.3574,0.4351,0.366,0.2416,1.7219,0.0929,0.2855,0.2855,0.2855,0.395,0.4714,0.5032,0.3055,0.8472,2.5223,0.507,5.497,0.1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32018,4125,551,1215,130,1189,0,212,34,65,54,0,25,649,173,0,25,11.7,0.1,3.2,0.3,3.2,0.0,0.6,0.1,0.2,0.1,0.0,0.1,1.7,0.5,0.0,0.1,County,National,Illinois,IL,17027,Clinton County
17,Illinois,IL,17029,Coles,17029,"Coles County, Illinois",508.271633446856,51065,0,23481,195,20972,393,14072,1217,1837,339,5438,510,2977,442,3535,561,8710,80,9173,17,8329,619,1114,235,102,97,4735,309,2253,357,1160,229,349,167,1725,272,3955,432,29.7,2.6,6.8,1.2,25.9,2.4,9.1,1.3,7.0,1.1,17.1,0.2,18.0,0.0,16.5,1.2,5.3,1.1,0.2,0.2,9.3,0.6,9.6,1.5,4.9,1.0,1.7,0.8,8.2,1.3,7.7,0.8,0.7543,0.7992,0.7693,0.3386,0.3663,3.0277,0.6757,0.3218,0.1025,0.5847,0.4316,0.1604,1.601,0.0633,0.3001,0.3001,0.3001,0.8638,0.2397,0.4363,0.8148,0.895,3.2496,0.8768,8.1784,0.5407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55751,6542,948,1980,176,1371,0,534,104,48,51,16,27,786,224,0,28,13.9,0.1,3.9,0.3,2.7,0.0,1.0,0.2,0.1,0.1,0.0,0.1,1.5,0.4,0.0,0.1,County,National,Illinois,IL,17029,Coles County
17,Illinois,IL,17031,Cook,17031,"Cook County, Illinois",944.926980280198,5169517,0,2198489,756,1991474,3683,1109927,12799,193952,4248,633923,6432,442048,5905,447982,7951,757688,74,1128625,0,531159,5590,131732,2851,319376,5756,3000553,6261,514891,4454,16998,1087,64064,2008,352058,4391,91982,1919,21.8,0.3,7.0,0.1,31.8,0.3,12.3,0.2,8.7,0.2,14.7,0.1,21.8,0.0,10.4,0.1,6.6,0.1,6.6,0.1,58.0,0.1,23.4,0.2,0.8,0.1,3.2,0.1,17.7,0.2,1.8,0.0,0.4102,0.8167,0.9551,0.5729,0.5156,3.2705,0.754,0.1512,0.4577,0.0863,0.6728,0.9523,2.3203,0.395,0.916,0.916,0.916,0.9847,0.0274,0.8014,0.9892,0.4462,3.2489,0.8762,9.7557,0.8004,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,2,5,5463750,598299,9362,1184373,3338,1308432,0,382075,2551,4646,649,1040,238,107075,4372,12912,1403,11.8,0.0,22.9,0.1,25.3,0.0,7.4,0.1,0.1,0.1,0.0,0.1,2.1,0.1,0.2,0.1,County,National,Illinois,IL,17031,Cook County
17,Illinois,IL,17033,Crawford,17033,"Crawford County, Illinois",443.643267934622,18833,0,8680,290,7704,336,3347,363,333,102,1560,275,1926,297,1116,318,3580,31,3628,100,2780,271,422,149,94,76,1723,189,175,70,754,147,189,164,452,109,2395,568,20.3,2.1,4.0,1.2,20.2,3.5,13.9,2.1,6.8,1.9,19.0,0.2,19.3,0.5,16.8,1.4,5.5,1.9,0.5,0.4,9.1,1.0,2.0,0.8,8.7,1.7,2.5,2.1,5.9,1.4,12.7,3.0,0.3377,0.3065,0.3558,0.6601,0.3482,2.0083,0.3313,0.5108,0.1881,0.612,0.4714,0.3708,2.1531,0.2954,0.2928,0.2928,0.2928,0.3622,0.4236,0.6744,0.5493,0.9586,2.9681,0.7486,7.4223,0.4157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,17618,2251,840,1079,145,430,0,21,41,7,23,0,19,180,110,6,7,13.7,0.5,5.7,0.8,2.3,0.0,0.1,0.2,0.0,0.1,0.0,0.2,1.0,0.6,0.0,0.1,County,National,Illinois,IL,17033,Crawford County
17,Illinois,IL,17035,Cumberland,17035,"Cumberland County, Illinois",345.94352132745,10787,0,4879,49,4229,119,2097,335,133,72,621,116,615,144,521,153,2145,47,2430,17,1557,222,82,40,13,75,377,112,28,26,532,114,60,39,136,46,125,89,19.8,3.2,2.3,1.3,14.7,2.7,8.1,1.9,4.9,1.4,19.9,0.4,22.5,0.2,14.6,2.1,1.9,0.9,0.1,0.7,3.5,1.0,0.6,0.5,10.9,2.3,1.4,0.9,3.2,1.1,1.2,0.8,0.3106,0.0799,0.0582,0.2619,0.1496,0.8602,0.0624,0.5999,0.5522,0.4087,0.0232,0.0859,1.6699,0.0796,0.0239,0.0239,0.0239,0.1003,0.5201,0.3183,0.1362,0.2298,1.3047,0.0605,3.8587,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7250,1580,258,11,20,103,80,19,27,6,10,0,19,231,68,7,11,14.8,0.1,0.1,0.2,1.0,0.7,0.2,0.3,0.1,0.1,0.0,0.3,2.1,0.6,0.1,0.1,County,National,Illinois,IL,17035,Cumberland County
17,Illinois,IL,17037,DeKalb,17037,"DeKalb County, Illinois",631.3363069284,104588,0,41245,177,38616,469,21597,1664,3810,493,11633,884,4856,507,5328,608,13140,184,22464,20,11371,793,2517,368,1634,531,24981,633,5578,569,838,182,630,169,2518,413,4537,442,21.6,1.7,6.6,0.8,30.1,2.3,7.9,0.8,5.1,0.6,12.6,0.2,21.5,0.0,10.9,0.8,6.5,0.9,1.7,0.5,23.9,0.6,13.5,1.4,2.0,0.4,1.6,0.4,6.5,1.1,4.3,0.4,0.4026,0.7804,0.9223,0.2447,0.1741,2.5241,0.5045,0.0621,0.4077,0.1088,0.6537,0.7276,1.9599,0.1836,0.6085,0.6085,0.6085,0.9284,0.0812,0.4023,0.641,0.7766,2.8295,0.6754,7.922,0.4952,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,98800,7133,1218,7573,343,11947,0,2225,301,48,45,0,28,3110,426,78,95,7.1,0.0,7.2,0.3,11.4,0.0,2.1,0.3,0.0,0.1,0.0,0.1,3.0,0.4,0.1,0.1,County,National,Illinois,IL,17037,Dekalb County
17,Illinois,IL,17039,De Witt,17039,"De Witt County, Illinois",397.560859866946,15764,0,7578,38,6732,175,3215,448,392,133,1295,224,815,178,610,162,3023,24,3478,69,1752,205,298,93,26,76,877,104,137,64,416,139,48,31,230,83,273,74,20.8,2.9,4.8,1.6,19.2,3.3,7.3,1.6,3.9,1.0,19.2,0.2,22.1,0.4,11.3,1.3,4.4,1.4,0.2,0.5,5.6,0.7,1.8,0.8,5.5,1.8,0.7,0.5,3.4,1.2,1.7,0.5,0.3612,0.4742,0.2718,0.1919,0.0659,1.365,0.1601,0.5299,0.4968,0.134,0.2476,0.1604,1.5687,0.0547,0.126,0.126,0.126,0.3262,0.2731,0.0875,0.1604,0.4198,1.267,0.0544,4.3267,0.0439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12799,1865,308,150,63,445,0,4,7,1,4,0,19,269,79,8,16,12.0,0.1,1.0,0.4,2.8,0.0,0.0,0.1,0.0,0.1,0.0,0.2,1.7,0.5,0.1,0.1,County,National,Illinois,IL,17039,De Witt County
17,Illinois,IL,17041,Douglas,17041,"Douglas County, Illinois",416.646614934644,19551,0,8469,54,7600,174,4096,477,318,95,1745,220,2163,275,3087,402,3517,40,4857,27,2406,244,333,84,199,104,1958,113,306,111,431,103,223,80,985,177,186,98,21.3,2.5,3.2,1.0,23.0,2.8,16.5,2.1,15.9,2.1,18.0,0.2,24.8,0.1,12.4,1.2,4.4,1.1,1.1,0.6,10.0,0.6,3.6,1.3,5.1,1.2,2.9,1.1,13.0,2.3,1.0,0.5,0.3883,0.1744,0.5808,0.774,0.8915,2.809,0.598,0.409,0.8281,0.2081,0.2476,0.6104,2.3032,0.3829,0.3218,0.3218,0.3218,0.5738,0.2521,0.7553,0.9704,0.1569,2.7085,0.6108,8.1425,0.5353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,17315,4395,567,154,64,1432,0,121,28,49,36,17,25,185,76,0,19,22.7,0.1,0.8,0.3,7.3,0.0,0.6,0.1,0.3,0.2,0.1,0.1,0.9,0.4,0.0,0.2,County,National,Illinois,IL,17041,Douglas County
17,Illinois,IL,17043,DuPage,17043,"DuPage County, Illinois",327.798692972732,926005,0,361221,318,344314,1211,97280,3958,22529,1125,81133,2259,42826,1724,49392,2465,144024,67,210237,44,73459,2205,15682,975,29988,1671,313269,2220,64310,1759,828,228,7710,721,13891,720,13086,804,10.7,0.4,4.4,0.2,23.6,0.7,6.7,0.3,5.4,0.3,15.6,0.1,22.7,0.0,8.0,0.2,4.6,0.3,3.4,0.2,33.8,0.2,17.8,0.5,0.2,0.1,2.2,0.2,4.0,0.2,1.4,0.1,0.028,0.3912,0.6302,0.1458,0.2031,1.3983,0.1668,0.2046,0.5837,0.0165,0.2826,0.8756,1.963,0.1852,0.7237,0.7237,0.7237,0.965,0.0048,0.5958,0.2397,0.3157,2.121,0.2989,6.206,0.2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1086966,47107,2270,44091,861,132736,0,112225,984,489,142,187,78,22118,1743,1423,394,5.2,0.0,4.8,0.1,14.3,0.0,12.1,0.1,0.1,0.1,0.0,0.1,2.4,0.2,0.2,0.1,County,National,Illinois,IL,17043,Dupage County
17,Illinois,IL,17045,Edgar,17045,"Edgar County, Illinois",623.323329804952,17272,0,8827,70,7851,198,3341,419,385,108,1534,272,1260,219,821,179,3859,92,3421,51,2845,315,480,135,66,104,559,116,295,108,553,155,55,54,729,181,353,148,19.7,2.5,4.5,1.3,19.5,3.4,10.0,1.8,4.8,1.1,22.3,0.5,19.8,0.3,16.8,1.8,6.1,1.7,0.4,0.6,3.2,0.7,3.3,1.2,6.3,1.7,0.7,0.7,9.3,2.3,2.0,0.9,0.3071,0.4169,0.2995,0.4052,0.1378,1.5665,0.2031,0.7826,0.2279,0.612,0.591,0.3116,2.5251,0.5461,0.0169,0.0169,0.0169,0.5388,0.3183,0.0875,0.8816,0.5003,2.3265,0.4061,6.435,0.2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15606,2375,395,106,67,217,0,95,58,25,26,3,9,113,67,0,19,14.0,0.1,0.6,0.4,1.3,0.0,0.6,0.3,0.1,0.1,0.0,0.1,0.7,0.4,0.0,0.2,County,National,Illinois,IL,17045,Edgar County
17,Illinois,IL,17047,Edwards,17047,"Edwards County, Illinois",222.39956669194,6431,0,3204,40,2756,96,1261,229,238,69,439,85,355,74,391,109,1365,8,1474,36,1101,121,123,50,57,75,228,45,20,19,613,98,38,21,141,45,49,38,20.0,3.6,7.7,2.3,15.9,3.0,7.8,1.6,6.1,1.7,21.2,0.1,22.9,0.6,17.2,1.9,4.5,1.8,0.9,1.2,3.5,0.7,0.6,0.6,19.1,3.1,1.4,0.8,5.1,1.6,0.8,0.6,0.3199,0.8682,0.0904,0.2333,0.2839,1.7957,0.2696,0.712,0.6117,0.6413,0.2651,0.5512,2.7813,0.7078,0.0239,0.0239,0.0239,0.1003,0.7737,0.3183,0.4281,0.0977,1.7181,0.1544,6.319,0.2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5821,1001,201,28,23,88,0,18,10,2,4,0,17,92,29,0,17,15.7,0.1,0.4,0.4,1.4,0.0,0.3,0.2,0.0,0.1,0.0,0.5,1.4,0.4,0.0,0.5,County,National,Illinois,IL,17047,Edwards County
17,Illinois,IL,17049,Effingham,17049,"Effingham County, Illinois",478.768732519068,34151,0,14936,72,13856,210,6432,813,466,129,2065,251,1627,244,1819,316,5973,51,8044,44,4705,441,789,203,281,132,1505,169,666,152,1157,175,420,160,896,229,497,143,19.2,2.4,2.6,0.7,14.9,1.8,6.9,1.0,5.4,0.9,17.5,0.1,23.6,0.1,13.9,1.3,5.7,1.5,0.9,0.4,4.4,0.5,4.5,1.0,7.7,1.2,3.0,1.2,6.5,1.6,1.5,0.4,0.2833,0.112,0.0611,0.1614,0.2031,0.8209,0.057,0.3577,0.6986,0.3421,0.5124,0.5512,2.462,0.5003,0.0589,0.0589,0.0589,0.6585,0.381,0.7718,0.641,0.3517,2.804,0.6626,6.1458,0.2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37555,3666,513,184,67,723,0,125,82,46,38,0,25,427,122,0,25,10.9,0.0,0.5,0.2,2.1,0.0,0.4,0.2,0.1,0.1,0.0,0.1,1.3,0.4,0.0,0.1,County,National,Illinois,IL,17049,Effingham County
17,Illinois,IL,17051,Fayette,17051,"Fayette County, Illinois",716.444443760006,21418,0,9306,115,7918,243,5070,573,405,120,1530,195,2058,283,1526,336,4101,48,4427,192,3499,293,508,129,191,105,1695,234,170,77,1191,153,137,66,329,108,1579,285,25.6,2.9,4.4,1.3,19.3,2.4,13.5,1.8,7.7,1.7,19.1,0.2,20.7,0.9,17.6,1.4,6.4,1.6,0.9,0.5,7.9,1.1,1.8,0.8,12.8,1.6,1.7,0.8,4.2,1.3,7.4,1.3,0.5933,0.3912,0.2798,0.6394,0.4309,2.3346,0.4421,0.5216,0.3113,0.6712,0.641,0.5512,2.6963,0.6566,0.2409,0.2409,0.2409,0.3262,0.5923,0.4363,0.2753,0.8873,2.5174,0.5048,7.7892,0.4726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16411,3362,540,944,164,384,111,114,15,33,12,38,51,182,112,0,22,16.9,0.2,4.4,0.8,1.8,0.5,0.5,0.1,0.2,0.1,0.2,0.2,0.8,0.5,0.0,0.2,County,National,Illinois,IL,17051,Fayette County
17,Illinois,IL,17053,Ford,17053,"Ford County, Illinois",485.596673414954,13155,0,6335,67,5824,138,2862,397,296,96,1190,167,815,138,631,162,2506,34,2975,47,1859,206,384,95,37,78,930,112,226,89,239,93,35,34,368,102,390,114,22.5,3.1,4.4,1.4,20.4,2.8,8.8,1.5,4.9,1.3,19.0,0.3,22.6,0.4,14.6,1.6,6.6,1.6,0.3,0.6,7.1,0.9,3.6,1.4,3.8,1.5,0.6,0.6,6.3,1.7,3.0,0.9,0.4433,0.3912,0.3714,0.3132,0.1496,1.6687,0.2342,0.5108,0.5659,0.4087,0.6728,0.2416,2.3998,0.4513,0.2094,0.2094,0.2094,0.5738,0.1722,0.0691,0.6085,0.6696,2.0932,0.2877,6.3711,0.2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11821,1549,239,124,61,466,0,94,21,67,13,0,19,133,72,46,52,12.1,0.1,0.9,0.5,3.5,0.0,0.7,0.2,0.5,0.1,0.0,0.2,1.0,0.5,0.3,0.4,County,National,Illinois,IL,17053,Ford County
17,Illinois,IL,17055,Franklin,17055,"Franklin County, Illinois",408.924164122116,38688,0,18643,70,16207,260,11752,990,1236,238,4002,433,3080,354,2166,325,7958,51,8534,46,8009,533,861,163,65,99,1700,158,366,114,2192,229,316,110,1259,220,503,133,31.0,2.6,7.2,1.4,24.7,2.6,11.2,1.3,5.7,0.9,20.6,0.1,22.1,0.1,21.0,1.4,5.3,1.0,0.2,0.3,4.4,0.4,2.0,0.6,11.8,1.2,1.9,0.7,7.8,1.3,1.3,0.3,0.789,0.8326,0.7075,0.4997,0.2381,3.0669,0.6871,0.6598,0.4968,0.8654,0.4316,0.1604,2.614,0.605,0.0589,0.0589,0.0589,0.3622,0.5541,0.5032,0.7836,0.2686,2.4717,0.478,8.2115,0.5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32048,6243,630,216,60,677,0,174,40,67,52,17,20,530,128,19,23,16.3,0.1,0.6,0.2,1.7,0.0,0.4,0.1,0.2,0.1,0.0,0.1,1.4,0.3,0.0,0.1,County,National,Illinois,IL,17055,Franklin County
17,Illinois,IL,17057,Fulton,17057,"Fulton County, Illinois",865.683018539892,34654,0,16340,129,14072,312,7374,687,1081,205,2708,269,2692,259,1839,299,7171,129,6815,55,4728,337,669,149,63,88,2907,192,426,114,549,140,92,36,717,145,2428,282,23.0,2.1,6.8,1.3,19.2,1.9,10.7,1.0,5.7,0.9,20.7,0.4,19.7,0.2,14.7,1.0,4.8,1.1,0.2,0.3,8.4,0.6,2.6,0.7,3.4,0.9,0.7,0.3,5.1,1.0,7.0,0.8,0.4672,0.7992,0.2718,0.464,0.2381,2.2403,0.4067,0.6728,0.2164,0.4185,0.325,0.1604,1.7931,0.1155,0.2658,0.2658,0.2658,0.4545,0.1547,0.0875,0.4281,0.874,1.9988,0.2482,6.298,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27718,4580,561,1272,121,1066,0,68,62,57,32,7,14,418,130,19,24,14.2,0.1,3.7,0.3,3.1,0.0,0.2,0.2,0.2,0.1,0.0,0.1,1.2,0.4,0.1,0.1,County,National,Illinois,IL,17057,Fulton County
17,Illinois,IL,17059,Gallatin,17059,"Gallatin County, Illinois",322.940982320096,4983,0,2744,36,2274,104,1559,243,186,95,429,95,487,105,167,71,1184,29,1046,45,1065,157,219,76,10,49,226,66,42,40,601,107,21,16,162,69,8,9,31.3,4.9,8.7,4.5,18.9,4.1,13.4,2.9,3.4,1.4,23.8,0.6,21.0,0.9,21.4,3.1,9.6,3.3,0.2,1.0,4.5,1.3,1.5,1.5,21.9,3.9,0.9,0.7,7.1,3.0,0.2,0.2,0.8024,0.9169,0.2495,0.6337,0.0337,2.6362,0.542,0.8558,0.3428,0.8819,0.9284,0.1604,3.1693,0.9013,0.0643,0.0643,0.0643,0.2699,0.8348,0.1407,0.7164,0.0226,1.9844,0.2428,7.8542,0.4828,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3577,1157,203,18,25,54,39,6,11,0,12,0,12,140,42,8,12,23.3,0.1,0.4,0.5,1.1,0.8,0.1,0.2,0.0,0.6,0.0,0.6,2.8,0.8,0.2,0.2,County,National,Illinois,IL,17059,Gallatin County
17,Illinois,IL,17061,Greene,17061,"Greene County, Illinois",543.038914294718,12988,0,6425,36,4984,164,2880,362,181,82,921,136,666,131,717,217,2528,26,2723,19,1893,189,313,78,9,72,482,67,8,10,615,113,32,31,163,48,281,71,22.7,2.9,2.9,1.3,18.5,2.7,7.2,1.4,5.6,1.7,19.5,0.2,21.0,0.1,14.9,1.5,6.3,1.6,0.1,0.6,3.7,0.5,0.1,0.2,9.6,1.7,0.6,0.6,3.3,1.0,2.2,0.5,0.4551,0.1397,0.2222,0.184,0.2276,1.2286,0.1299,0.5602,0.3428,0.4351,0.6257,0.0859,2.0497,0.2317,0.0302,0.0302,0.0302,0.0315,0.465,0.0691,0.1486,0.5465,1.2607,0.0522,4.5692,0.0544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9296,2145,342,193,44,156,0,14,21,1,3,4,6,104,44,10,14,16.9,0.1,1.5,0.3,1.2,0.0,0.1,0.2,0.0,0.1,0.0,0.1,0.8,0.3,0.1,0.1,County,National,Illinois,IL,17061,Greene County
17,Illinois,IL,17063,Grundy,17063,"Grundy County, Illinois",418.125509919488,50798,0,21113,94,20071,294,6703,981,1173,251,4080,471,2187,265,1824,389,7080,89,12818,60,4380,432,1441,312,248,151,7252,329,946,280,810,149,203,81,828,196,391,178,13.4,2.0,4.4,0.9,20.3,2.3,6.4,0.8,3.6,0.8,13.9,0.2,25.2,0.1,8.7,0.9,7.2,1.6,0.5,0.3,14.3,0.6,4.5,1.3,3.8,0.7,1.0,0.4,4.1,1.0,0.8,0.4,0.0738,0.3912,0.3628,0.1219,0.0439,0.9936,0.0856,0.1123,0.8555,0.028,0.754,0.3708,2.1206,0.2747,0.4395,0.4395,0.4395,0.6585,0.1722,0.168,0.2575,0.0977,1.3539,0.0652,4.9076,0.0799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50577,4009,642,575,179,5178,0,422,84,21,27,19,32,895,186,142,182,8.0,0.0,1.1,0.4,10.2,0.0,0.8,0.2,0.0,0.1,0.0,0.1,1.8,0.4,0.3,0.4,County,National,Illinois,IL,17063,Grundy County
17,Illinois,IL,17065,Hamilton,17065,"Hamilton County, Illinois",434.647213728956,8151,0,4118,38,3366,201,1990,466,126,81,572,174,786,187,674,373,1738,10,1762,56,1634,236,197,79,15,66,340,153,30,23,771,156,49,64,192,94,112,83,24.7,5.8,3.5,2.3,17.0,5.1,13.5,3.2,8.4,4.6,21.3,0.1,21.6,0.7,20.3,2.9,5.9,2.3,0.2,0.9,4.2,1.9,0.7,0.6,18.7,3.8,1.5,1.9,5.7,2.7,1.4,1.0,0.5452,0.2196,0.1337,0.6394,0.4917,2.0296,0.3358,0.7199,0.4243,0.8405,0.5535,0.1604,2.6986,0.6579,0.0506,0.0506,0.0506,0.1187,0.7623,0.36,0.5223,0.3157,2.079,0.2817,6.8578,0.3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5539,2062,545,26,30,123,90,55,81,0,17,30,48,106,71,0,17,25.6,0.3,0.3,0.4,1.5,1.1,0.7,1.0,0.0,0.4,0.4,0.6,1.3,0.9,0.0,0.4,County,National,Illinois,IL,17065,Hamilton County
