Data Year,Utility Number,Utility Name,State,Ownership,SAIDI (minutes per year),SAIFI (times per year),CAIDI (minutes per interruption),SAIDI (minutes per year),SAIFI (times per year),CAIDI (minutes per interruption),SAIDI (minutes per year),SAIFI (times per year),CAIDI (minutes per interruption),Number of Customers,Highest Dist. Voltage,Outages Recorded Automatically,SAIDI (minutes per year),SAIFI (times per year),CAIDI With MED,SAIDI (minutes per year),SAIFI (times per year),CAIDI Without MED,Number of Customers,Inactive Accounts Included,Momentary Interruptions,Highest Dist. Voltage,Outages Recorded Automatically
2023,15257,"Poudre Valley REA, Inc",CO,Cooperative,66.618,0.681,97.823789,66.618,0.681,97.823789,49.362,0.477,103.48428,52963,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,15263,The Potomac Edison Company,MD,Investor Owned,205.29,1.049,195.70067,123.1,0.875,140.68571,205.29,1.049,195.70067,284025,34.5,Y,.,.,.,.,.,.,.,,,.,
2023,15263,The Potomac Edison Company,WV,Investor Owned,213.74,1.176,181.7517,171.97,1.084,158.64391,213.74,1.176,181.7517,151140,34.5,Y,.,.,.,.,.,.,.,,,.,
2023,15270,Potomac Electric Power Co,DC,Investor Owned,71.87,0.37,194.24324,33.251,0.318,104.56289,71.87,0.37,194.24324,336760,34,Y,.,.,.,.,.,.,.,,,.,
2023,15270,Potomac Electric Power Co,MD,Investor Owned,102.023,0.662,154.11329,44.719,0.508,88.029528,101.887,0.658,154.84347,596147,34,Y,.,.,.,.,.,.,.,,,.,
2023,15291,Prairie Energy Coop,IA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,74.2,0.508,146.06299,41.9,0.48,87.291667,4324,N,F,12.5,Y
2023,15293,Powell Valley Electric Coop,TN,Cooperative,390.17,5.205,74.960615,316.68,5.18,61.135135,36.651,5.127,7.1486249,25740,25,Y,.,.,.,.,.,.,.,,,.,
2023,15293,Powell Valley Electric Coop,VA,Cooperative,125.262,4.122,30.388646,106.876,4.02,26.58607,125.262,4.122,30.388646,8302,25,Y,.,.,.,.,.,.,.,,,.,
2023,15340,Presque Isle Elec & Gas Coop,MI,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,279.4,1.25,223.52,268.2,1.177,227.86746,35318,N,O,24.9,N
2023,15344,Polk-Burnett Electric Coop,WI,Cooperative,117.4,1.298,90.446841,40.48,0.648,62.469136,64.5,0.728,88.598901,21882,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,15410,Prince George Electric Coop,VA,Cooperative,258.73,.,.,113.47,.,.,135.02,.,.,12969,25,Y,.,.,.,.,.,.,.,,,.,
2023,15419,PUD No 3 of Mason County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,247.845,1.102,224.90472,210.506,0.991,212.41776,36547,N,F,12.5,Y
2023,15444,Provo City Corp,UT,Municipal,33.223,0.514,64.636187,33.223,0.514,64.636187,33.223,0.514,64.636187,40887,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,15466,Public Service Co of Colorado,CO,Investor Owned,112.82,1.02,110.60784,104.2,0.98,106.32653,108.17,0.95,113.86316,1502135,34.5,Y,.,.,.,.,.,.,.,,,.,
2023,15470,"Duke Energy Indiana, LLC",IN,Investor Owned,644.75,1.484,434.46765,97.99,0.892,109.85426,586.77,1.227,478.21516,886225,34,Y,.,.,.,.,.,.,.,,,.,
2023,15472,Public Service Co of NH,NH,Investor Owned,668.5,1.504,444.48138,83.7,0.739,113.26116,668.5,1.504,444.48138,546919,34.5,Y,.,.,.,.,.,.,.,,,.,
2023,15473,Public Service Co of NM,NM,Investor Owned,105.99,0.845,125.43195,92.17,0.723,127.48271,89.47,0.707,126.5488,548675,25,Y,.,.,.,.,.,.,.,,,.,
2023,15474,Public Service Co of Oklahoma,OK,Investor Owned,2037.5,1.975,1031.6456,106.8,1.103,96.826836,1420.7,1.59,893.52201,572956,35,Y,.,.,.,.,.,.,.,,,.,
2023,15477,Public Service Elec & Gas Co,NJ,Investor Owned,37.94,0.57,66.561404,35.65,0.55,64.818182,36.17,0.55,65.763636,2512548,69,Y,.,.,.,.,.,.,.,,,.,
2023,15500,Puget Sound Energy Inc,WA,Investor Owned,203,1.3,156.15385,167,1.1,151.81818,193,1.15,167.82609,1222236,34.5,Y,.,.,.,.,.,.,.,,,.,
2023,15507,City of Pulaski - (TN),TN,Municipal,540.506,5.14,105.15681,127.846,1.674,76.371565,540.506,5.14,105.15681,15089,13,Y,.,.,.,.,.,.,.,,,.,
2023,15671,Randolph Electric Member Corp,NC,Cooperative,271.286,2.736,99.15424,123.274,2.292,53.784468,196.405,2.164,90.760166,33485,24.8,Y,.,.,.,.,.,.,.,,,.,
2023,15700,Rayle Electric Membership Corp,GA,Cooperative,455.97,3.13,145.67732,267.381,2.734,97.798464,437.09,2.321,188.31969,19644,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,15748,Town of Reading - (MA),MA,Municipal,36.94,0.34,108.64706,26.13,0.3,87.1,.,.,.,30504,13.8,Y,.,.,.,.,.,.,.,,,.,
2023,15783,City of Redding - (CA),CA,Municipal,35.26,0.536,65.783582,35.26,0.536,65.783582,.,.,.,46953,12.5,N,.,.,.,.,.,.,.,,,.,
2023,15978,City of Richland Center - (WI),WI,Municipal,0.363,0.361,1.0055402,0,0,.,0,0,.,2940,12.5,N,.,.,.,.,.,.,.,,,.,
2023,15979,City of Richland - (WA),WA,Municipal,77.513,1.01,76.745545,31.456,0.649,48.468413,77.513,1.01,76.745545,27048,12.5,N,.,.,.,.,.,.,.,,,.,
2023,15989,City of Richmond - (IN),IN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,139,3.831,36.282955,.,.,.,21362,Y,L,15,N
2023,16057,"Rio Grande Electric Coop, Inc",NM,Cooperative,787.823,.,.,696.094,.,.,787.131,.,.,325,25,N,.,.,.,.,.,.,.,,,.,
2023,16057,"Rio Grande Electric Coop, Inc",TX,Cooperative,787.823,.,.,696.094,.,.,787.131,.,.,14108,24.9,N,.,.,.,.,.,.,.,,,.,
2023,16060,Riverland Energy Cooperative,WI,Cooperative,182.112,1.005,181.20597,82.098,0.766,107.17755,180.836,0.97,186.42887,19468,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,16063,"Rita Blanca Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,317.068,1.805,175.66094,20.672,0.215,96.148837,1767,N,L,14.4,N
2023,16082,City of River Falls,WI,Municipal,38.697,0.175,221.12571,38.697,0.175,221.12571,38.697,0.175,221.12571,6612,12.4,N,.,.,.,.,.,.,.,,,.,
2023,16088,City of Riverside - (CA),CA,Municipal,67.39,0.53,127.15094,60.63,0.5,121.26,.,.,.,112764,12,N,.,.,.,.,.,.,.,,,.,
2023,16101,Roanoke Electric Member Corp,NC,Cooperative,130.091,1.076,120.90242,130.091,1.076,120.90242,130.091,1.076,120.90242,14682,25,Y,.,.,.,.,.,.,.,,,.,
2023,16146,"Navasota Valley Elec Coop, Inc",TX,Cooperative,3968.83,4.918,807.00081,1079.73,1.594,677.37139,3825.7,0.061,62716.393,21275,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,16179,Rochelle Municipal Utilities,IL,Municipal,11.07,0.286,38.706294,.,.,.,.,.,.,7443,15,Y,.,.,.,.,.,.,.,,,.,
2023,16181,Rochester Public Utilities,MN,Municipal,30.126,0.493,61.107505,25.576,0.469,54.533049,30.126,0.493,61.107505,59627,13.8,N,.,.,.,.,.,.,.,,,.,
2023,16183,Rochester Gas & Electric Corp,NY,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,102.2,0.84,121.66667,72.73,0.71,102.43662,385815,N,F,34.5,N
2023,16195,City of Rock Hill - (SC),SC,Municipal,53.322,0.776,68.713918,51.942,0.742,70.002695,.,.,.,40084,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,16196,Rock Energy Cooperative,IL,Cooperative,25.492,0.338,75.420118,7.288,0.109,66.862385,.,.,.,10507,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,16196,Rock Energy Cooperative,WI,Cooperative,55.326,0.431,128.36659,36.528,0.339,107.75221,.,.,.,7601,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,16213,Rockland Electric Co,NJ,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,118.95,0.915,130,118.22,0.897,131.79487,74091,N,F,13.2,N
2023,16223,City of Rockwood - (TN),TN,Municipal,1029,3.469,296.62727,82.53,1,82.53,1029,3.469,296.62727,15006,12.5,N,.,.,.,.,.,.,.,,,.,
2023,16226,City of Rocky Mount - (NC),NC,Municipal,115.54,1.59,72.666667,72.44,1.44,50.305556,.,.,.,29399,12.5,N,.,.,.,.,.,.,.,,,.,
2023,16259,City of Rolla - (MO),MO,Municipal,122.14,2.46,49.650407,27.8,0.86,32.325581,27.8,0.86,32.325581,9588,34.5,N,.,.,.,.,.,.,.,,,.,
2023,16295,City of Roseville - (CA),CA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,15.8,0.14,112.85714,14.4,0.13,110.76923,68351,N,F,12,N
2023,16368,Runestone Electric Assn,MN,Cooperative,56.1,0.58,96.724138,56.1,0.58,96.724138,41.9,0.4,104.75,15054,12.5,N,.,.,.,.,.,.,.,,,.,
2023,16382,"Rural Electric Coop, Inc - (OK)",OK,Cooperative,217.9,2.107,103.41718,203.7,2.03,100.34483,182.8,1.595,114.60815,12677,25,Y,.,.,.,.,.,.,.,,,.,
2023,16461,"Rusk County Electric Coop, Inc",TX,Cooperative,1198.8,.,.,510.4,.,.,1176.7,.,.,23300,14,Y,.,.,.,.,.,.,.,,,.,
2023,16463,City of Ruston - (LA),LA,Municipal,244.76,1.93,126.81865,.,.,.,.,.,.,11612,13.8,N,.,.,.,.,.,.,.,,,.,
2023,16496,Rutherford Elec Member Corp,NC,Cooperative,144.361,1.091,132.31989,96.983,0.88,110.20795,129.491,0.923,140.29361,75960,13.2,Y,.,.,.,.,.,.,.,,,.,
2023,16534,Sacramento Municipal Util Dist,CA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,318.2,1.42,224.08451,75.6,1.01,74.851485,659581,N,F,69,Y
2023,16555,Salem Electric - (OR),OR,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,5.4,0.125,43.2,5.4,0.125,43.2,20458,N,L,12.4,N
2023,16558,City of Salem - (VA),VA,Municipal,22.697,0.251,90.426295,22.697,0.251,90.426295,.,.,.,13426,12.5,N,.,.,.,.,.,.,.,,,.,
2023,16565,Salmon River Electric Coop Inc,ID,Cooperative,533.067,2.546,209.37431,533.067,2.546,209.37431,533.067,2.546,209.37431,3018,25,N,.,.,.,.,.,.,.,,,.,
2023,16572,Salt River Project,AZ,Political Subdivision,70.01,1.011,69.248269,49.2,0.805,61.118012,66.63,0.957,69.623824,1137020,34.5,N,.,.,.,.,.,.,.,,,.,
2023,16587,Salt River Electric Coop Corp,KY,Cooperative,906.8,2.32,390.86207,156,1.32,118.18182,832.4,1.7,489.64706,56472,12.4,Y,.,.,.,.,.,.,.,,,.,
2023,16603,"San Luis Valley R E C, Inc",CO,Cooperative,161.1,0.105,1534.2857,101.7,0.076,1338.1579,161.1,0.105,1534.2857,12929,25,Y,.,.,.,.,.,.,.,,,.,
2023,16604,City of San Antonio - (TX),TX,Municipal,169.65,1.65,102.81818,61.19,1.01,60.584158,.,.,.,902387,35,Y,.,.,.,.,.,.,.,,,.,
2023,16606,"Santee Electric Coop, Inc",SC,Cooperative,232.56,.,.,146.17,.,.,210.49,.,.,44583,25,Y,.,.,.,.,.,.,.,,,.,
2023,16609,San Diego Gas & Electric Co,CA,Investor Owned,70.59,0.587,120.25554,70.59,0.587,120.25554,70.59,0.587,120.25554,1512562,12,Y,.,.,.,.,.,.,.,,,.,
2023,16611,Access Energy Coop,IA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,88,0.84,104.7619,85,0.84,101.19048,9064,Y,L,12.5,Y
2023,16613,Sam Houston Electric Coop Inc,TX,Cooperative,534,.,.,330,.,.,.,.,.,90724,34.5,N,.,.,.,.,.,.,.,,,.,
2023,16616,"San Isabel Electric Assn, Inc",CO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,85.7,0.773,110.86675,85.7,0.773,110.86675,26459,N,L,24.9,Y
2023,16627,San Patricio Electric Coop Inc,TX,Cooperative,203.835,1.87,109.00267,177.53,1.732,102.5,185.456,1.823,101.73121,12345,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,16638,"San Bernard Electric Coop, Inc",TX,Cooperative,200.356,1.923,104.18929,120.75,1.539,78.460039,171.43,1.606,106.74346,32014,14.4,Y,.,.,.,.,.,.,.,,,.,
2023,16655,City of Santa Clara - (CA),CA,Municipal,148.54,1.34,110.85075,65.56,0.8,81.95,0,0,.,58701,60,N,.,.,.,.,.,.,.,,,.,
2023,16740,Scenic Rivers Energy Coop,WI,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,93.8,1.2,78.166667,91.3,1.1,83,14555,N,L,12.5,Y
2023,16751,Three Rivers Electric Coop,MO,Cooperative,173.817,1.111,156.45095,139.727,1.018,137.25639,171.619,1.028,166.94455,24019,25,Y,.,.,.,.,.,.,.,,,.,
2023,16805,SEMO Electric Cooperative,MO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,687.544,2.526,272.18686,687.544,2.526,272.18686,16321,N,L,25,N
2023,16829,City of Scottsboro - (AL),AL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,184.5,5.15,35.825243,184.5,5.15,35.825243,8622,N,L,7,N
2023,16865,Sawnee Electric Membership Corporation,GA,Cooperative,182.3,0.97,187.93814,24.9,0.44,56.590909,182.1,0.96,189.6875,197503,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,16868,City of Seattle - (WA),WA,Municipal,95.7,0.598,160.03344,95.7,0.598,160.03344,95.7,0.598,160.03344,519758,34,N,.,.,.,.,.,.,.,,,.,
2023,16900,City of Seguin - (TX),TX,Municipal,.,.,.,.,.,.,.,.,.,.,.,,51.8,0.59,87.79661,51.8,0.59,87.79661,9900,Y,O,12,N
2023,16930,Sequachee Valley Electric Coop,TN,Cooperative,487.48,3.419,142.5797,226.695,2.981,76.046629,475.457,3.418,139.10386,38000,14.4,N,.,.,.,.,.,.,.,,,.,
2023,16949,Sevier County Electric System,TN,Municipal,462,3.02,152.98013,215,1.98,108.58586,456,2.75,165.81818,60894,25,Y,.,.,.,.,.,.,.,,,.,
2023,16971,Shakopee Public Utilities Comm,MN,Municipal,4.89,0.102,47.941176,4.89,0.102,47.941176,4.89,0.102,47.941176,19706,13.8,N,.,.,.,.,.,.,.,,,.,
2023,17011,Shawano Municipal Utilities,WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,65.33,0.846,77.222222,.,.,.,6000,N,F,35,N
2023,17038,RushShelby Energy,IN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,244.39,2.951,82.815995,222.18,.,.,14861,N,F,12.5,Y
2023,17044,"Shelby Energy Coop, Inc - (KY)",KY,Cooperative,432.3,2.06,209.85437,186.9,1.38,135.43478,425.46,1.89,225.11111,15209,25,N,.,.,.,.,.,.,.,,,.,
2023,17047,City of Shelbyville - (TN),TN,Municipal,57.07,0.786,72.608142,19.654,0.292,67.308219,57.07,0.786,72.608142,10921,12.5,N,.,.,.,.,.,.,.,,,.,
2023,17066,Shenandoah Valley Elec Coop,VA,Cooperative,182.8,1.73,105.66474,182.8,1.73,105.66474,179.7,1.65,108.90909,98456,69,Y,.,.,.,.,.,.,.,,,.,
2023,17127,Town of Shrewsbury - (MA),MA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,10.89,0.19,57.315789,10.89,0.19,57.315789,16656,Y,L,13.8,N
2023,17166,Sierra Pacific Power Co,NV,Investor Owned,327.33,1.81,180.8453,162.27,1.41,115.08511,.,.,.,389635,60,Y,.,.,.,.,.,.,.,,,.,
2023,17184,City of Siloam Springs - (AR),AR,Municipal,14.125,0.226,62.5,14.125,0.226,62.5,14.125,0.226,62.5,9234,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,17252,Singing River Elec Cooperative,MS,Cooperative,161.71,.,.,151.11,.,.,160.77,.,.,78494.7,25,N,.,.,.,.,.,.,.,,,.,
2023,17260,North West Rural Electric Coop,IA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,57.127,0.612,93.344771,57.127,0.612,93.344771,10296,N,F,7.2,N
2023,17267,Sioux Valley SW Elec Coop,MN,Cooperative,47.794,1.059,45.131256,47.794,1.059,45.131256,40.588,0.471,86.174098,3881,25,Y,.,.,.,.,.,.,.,,,.,
2023,17267,Sioux Valley SW Elec Coop,SD,Cooperative,71.426,1.868,38.236617,71.426,1.868,38.236617,63.987,0.607,105.41516,24994,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,17324,Slinger Utilities,WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,156.193,1.072,145.70243,0,0,.,2967,N,L,24.9,N
2023,17470,PUD No 1 of Snohomish County,WA,Political Subdivision,120.2,1.18,101.86441,111.9,1.1,101.72727,8.3,0.08,103.75,382404,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,17534,"South Alabama Elec Coop, Inc",AL,Cooperative,1067.5,4.164,256.36407,322.527,1.981,162.8102,1061.9,4.112,258.24416,17490,25,N,.,.,.,.,.,.,.,,,.,
2023,17539,"Dominion Energy South Carolina, Inc",SC,Investor Owned,117.54,1.48,79.418919,89.9,1.32,68.106061,110.01,1.12,98.223214,798239,23.9,Y,.,.,.,.,.,.,.,,,.,
2023,17543,South Carolina Public Service Authority,SC,State,67.455,0.849,79.452297,46.93,0.621,75.571659,38.482,0.461,83.475054,205216,34,Y,.,.,.,.,.,.,.,,,.,
2023,17550,South Central Electric Assn,MN,Cooperative,102.092,1.072,95.235075,51.036,0.689,74.072569,51.134,0.648,78.910494,5984,7.2,N,.,.,.,.,.,.,.,,,.,
2023,17564,South Kentucky Rural E C C,KY,Cooperative,1714.5,2.95,581.18644,251,1.79,140.22346,1687,2.703,624.12135,71539,25,Y,.,.,.,.,.,.,.,,,.,
2023,17565,South Louisiana Elec Coop Assn,LA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,86.838,1.461,59.437372,86.838,1.461,59.437372,21388,N,L,24.9,Y
2023,17572,South River Elec Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,52.92,.,.,52.92,.,.,47704,N,O,.,N
2023,17585,"Southeastern IL Elec Coop, Inc",IL,Cooperative,204.942,1.803,113.66722,135.606,1.366,99.272328,.,.,.,24851,12.4,Y,.,.,.,.,.,.,.,,,.,
2023,17592,Southeast Colorado Power Assn,CO,Cooperative,751.1,.,.,717.5,.,.,711.2,.,.,10921,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,17599,Southeastern Indiana R E M C,IN,Cooperative,399.3,2.16,184.86111,315.6,1.79,176.31285,301.5,1.89,159.52381,28486,7.2,N,.,.,.,.,.,.,.,,,.,
2023,17603,Southeastern Electric Coop Inc - (OK),OK,Cooperative,387.76,6.12,63.359477,328.57,1,328.57,387.76,6.12,63.359477,17000,14.4,Y,.,.,.,.,.,.,.,,,.,
2023,17609,Southern California Edison Co,CA,Investor Owned,115.9,1.036,111.87259,95.856,0.937,102.30096,113.066,1.01,111.94653,5275302,33,Y,.,.,.,.,.,.,.,,,.,
2023,17612,Bear Valley Electric Service,CA,Investor Owned,271.641,3.311,82.041981,114.504,1.88,60.906383,271.641,3.311,82.041981,24728,34.5,N,.,.,.,.,.,.,.,,,.,
2023,17633,Southern Indiana Gas & Elec Co,IN,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,450.5,1.57,286.94268,79.8,0.83,96.144578,151780,N,F,12.5,Y
2023,17637,Southern Maryland Elec Coop Inc,MD,Cooperative,201.13,1.33,151.22556,102.81,1.09,94.321101,114.15,1.12,101.91964,174909,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,17647,Southern Pine Electric Cooperative,MS,Cooperative,1625.1,5.207,312.0991,316.88,3.206,98.839676,1592.64,5.103,312.09877,69636,25,Y,.,.,.,.,.,.,.,,,.,
2023,17671,Southwest Arkansas E C C,AR,Cooperative,452.465,1.987,227.71263,251.695,1.723,146.07951,304.736,1.204,253.10299,29204,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,17683,Southwest Mississippi E P A,MS,Cooperative,2255.5,.,.,1303.2,.,.,2216.9,.,.,25440,34.5,Y,.,.,.,.,.,.,.,,,.,
2023,17684,Southwest Louisiana E M C,LA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,242.7,2.8,86.678571,167.14,2.12,78.839623,115810,N,O,14.4,Y
2023,17692,Southwest Public Power Dist,NE,Political Subdivision,213.42,1.03,207.20388,96.65,0.66,146.43939,82.32,1.029,80,6226,7.2,Y,.,.,.,.,.,.,.,,,.,
2023,17694,Southwest Tennessee E M C,TN,Cooperative,701.399,3.984,176.05397,234.398,2.669,87.822405,649.298,3.71,175.01294,51909,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,17697,Southwestern Electric Coop Inc - (IL),IL,Cooperative,374.54,2.74,136.69343,258.57,2.218,116.578,246.21,1.89,130.26984,25140,13,Y,.,.,.,.,.,.,.,,,.,
2023,17698,Southwestern Electric Power Co,AR,Investor Owned,584.2,2.088,279.78927,195.1,1.695,115.10324,572.5,1.921,298.02186,126182,35,Y,.,.,.,.,.,.,.,,,.,
2023,17698,Southwestern Electric Power Co,LA,Investor Owned,4373.5,4.029,1085.5051,369.7,2.034,181.76008,4198.1,3.664,1145.7697,190927,35,Y,.,.,.,.,.,.,.,,,.,
2023,17698,Southwestern Electric Power Co,TX,Investor Owned,2733.7,3.337,819.20887,340.6,2.353,144.75138,2637.4,2.99,882.07358,190877,35,Y,.,.,.,.,.,.,.,,,.,
2023,17718,Southwestern Public Service Co,NM,Investor Owned,256.06,1.39,184.21583,116.41,0.97,120.01031,191.55,1.13,169.51327,118022,34.5,Y,.,.,.,.,.,.,.,,,.,
2023,17718,Southwestern Public Service Co,TX,Investor Owned,206.42,1.15,179.49565,109.59,1.01,108.50495,185.51,0.96,193.23958,265942,34.5,Y,.,.,.,.,.,.,.,,,.,
2023,17828,City of Springfield - (IL),IL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,62.467,0.887,70.425028,.,.,.,70010,N,L,12.5,Y
2023,17832,Snapping Shoals El Member Corp,GA,Cooperative,550.571,1.579,348.68334,94.547,0.983,96.182096,550,1.47,374.14966,106972,25,Y,.,.,.,.,.,.,.,,,.,
2023,17833,City Utilities of Springfield - (MO),MO,Municipal,186.785,1.12,166.77232,61.259,0.717,85.437936,.,.,.,135321,13.2,Y,.,.,.,.,.,.,.,,,.,
2023,17839,City of Springfield - (OR),OR,Municipal,22.077,0.26,84.911538,17.522,0.237,73.932489,.,.,.,32655,20.8,N,.,.,.,.,.,.,.,,,.,
2023,17845,City of Springville - (UT),UT,Municipal,34.198,0.297,115.14478,.,.,.,.,.,.,13163,1.4,N,.,.,.,.,.,.,.,,,.,
2023,17860,City of St Charles - (IL),IL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,58.476,0.56,104.42143,56.734,0.438,129.52968,16346,Y,L,12.4,N
2023,17874,City of St George,UT,Municipal,36.98,.,.,22.78,.,.,.,.,.,33138,13.2,N,.,.,.,.,.,.,.,,,.,
2023,17896,City of Shasta Lake - (CA),CA,Municipal,137.5,0.89,154.49438,137.5,.,.,.,.,.,4605,12.5,N,.,.,.,.,.,.,.,,,.,
2023,18006,City of Starkville,MS,Municipal,.,.,.,.,.,.,.,.,.,.,.,,82.7,1.6,51.6875,82.7,1.6,51.6875,14480,N,L,12.5,N
2023,18019,Stearns Cooperative Elec Assn,MN,Cooperative,100.372,1.113,90.181491,89.872,1.076,83.524164,70.352,0.609,115.52053,28481,7.2,Y,.,.,.,.,.,.,.,,,.,
2023,18022,City of Statesville - (NC),NC,Municipal,50.49,0.92,54.880435,.,.,.,.,.,.,15459,22.9,N,.,.,.,.,.,.,.,,,.,
2023,18047,Steele-Waseca Cooperative Electric,MN,Cooperative,61.57,0.71,86.71831,42.83,0.44,97.340909,61.57,0.71,86.71831,11901,12.4,Y,.,.,.,.,.,.,.,,,.,
2023,18085,South Central Power Company,OH,Cooperative,541.465,2.314,233.99525,259.131,1.848,140.2224,256.582,.,.,124536,7.2,Y,.,.,.,.,.,.,.,,,.,
2023,18087,Town of Sterling - (MA),MA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,3.18,0.06,53,3.18,0.06,53,4077,N,F,13.8,Y
2023,18125,Stillwater Utilities Authority,OK,Municipal,128.43,0.89,144.30337,42.54,0.46,92.478261,.,.,.,22150,13,Y,.,.,.,.,.,.,.,,,.,
2023,18181,City of Stoughton - (WI),WI,Municipal,89.644,0.791,113.32996,36.438,0.538,67.728625,89.644,0.791,113.32996,9227,12.4,N,.,.,.,.,.,.,.,,,.,
2023,18203,Tallapoosa River Elec Coop Inc,AL,Cooperative,327.746,2.341,140.00256,.,.,.,304.655,2.17,140.39401,30054,25,Y,.,.,.,.,.,.,.,,,.,
2023,18206,Strawberry Electric Serv Dist,UT,Political Subdivision,143.053,.,.,42.08,.,.,.,.,.,4097,12.5,N,.,.,.,.,.,.,.,,,.,
2023,18249,City of Sturgeon Bay - (WI),WI,Municipal,11.72,0.06,195.33333,2.9,0.05,58,0,0,.,9566,12.5,N,.,.,.,.,.,.,.,,,.,
2023,18252,City of Sturgis - (MI),MI,Municipal,150.86,1.07,140.99065,15.39,0.21,73.285714,.,.,.,7125,12.5,N,.,.,.,.,.,.,.,,,.,
2023,18280,Sulphur Springs Valley E C Inc,AZ,Cooperative,136.73,1.13,121,91.62,0.81,113.11111,131.01,1.04,125.97115,53485,34.5,Y,.,.,.,.,.,.,.,,,.,
2023,18304,"Sumter Electric Coop, Inc",FL,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,71.39,1.03,69.31068,68.19,0.98,69.581633,240963,N,L,25,Y
2023,18305,Sumter Electric Member Corp,GA,Cooperative,351.58,.,.,148.45,.,.,340.82,.,.,21154,25,Y,.,.,.,.,.,.,.,,,.,
2023,18312,Sun Prairie Utilities,WI,Municipal,16.85,0.44,38.295455,16.85,0.44,38.295455,16.85,0.44,38.295455,18262,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,18336,Superior Water and Light Co,WI,Investor Owned,86.14,1.24,69.467742,17,0.18,94.444444,86.14,1.24,69.467742,14927,13.8,N,.,.,.,.,.,.,.,,,.,
2023,18339,Surry-Yadkin Elec Member Corp,NC,Cooperative,372.223,1.941,191.76868,156.237,1.222,127.85352,341.505,1.628,209.76966,28269,12.4,Y,.,.,.,.,.,.,.,,,.,
2023,18360,Suwannee Valley Elec Coop Inc,FL,Cooperative,6825,6.86,994.89796,340,4.08,83.333333,6813,4.09,1665.7702,28339,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,18429,City of Tacoma - (WA),WA,Municipal,55.158,0.598,92.237458,55.158,0.598,92.237458,4.938,0.14,35.271429,178139,13.8,Y,.,.,.,.,.,.,.,,,.,
2023,18445,City of Tallahassee - (FL),FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,352.61,3.02,116.75828,.,.,.,121376,N,F,12.5,Y
2023,18447,Tallahatchie Valley E P A,MS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,989.1,5.3,186.62264,507.8,4.5,112.84444,28444,N,F,25,Y
2023,18449,"Talquin Electric Coop, Inc",FL,Cooperative,1218.95,5.097,239.15048,253.348,3.197,79.245543,1057,4.449,237.58148,54707,25,Y,.,.,.,.,.,.,.,,,.,
