Data Year,Utility Number,Utility Name,State,Ownership,SAIDI (minutes per year),SAIFI (times per year),CAIDI (minutes per interruption),SAIDI (minutes per year),SAIFI (times per year),CAIDI (minutes per interruption),SAIDI (minutes per year),SAIFI (times per year),CAIDI (minutes per interruption),Number of Customers,Highest Dist. Voltage,Outages Recorded Automatically,SAIDI (minutes per year),SAIFI (times per year),CAIDI With MED,SAIDI (minutes per year),SAIFI (times per year),CAIDI Without MED,Number of Customers,Inactive Accounts Included,Momentary Interruptions,Highest Dist. Voltage,Outages Recorded Automatically
2023,84,A & N Electric Coop,MD,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,5.502,0.045,122.26667,2.885,0.013,221.92308,309,Y,O,12.5,Y
2023,84,A & N Electric Coop,VA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,133.072,2.174,61.210672,60.819,2.102,28.933873,37331,Y,O,24.9,Y
2023,108,Adams-Columbia Electric Coop,WI,Cooperative,229.1,1.087,210.76357,229.1,1.087,210.76357,229.1,1.087,210.76357,39299,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,155,Agralite Electric Coop,MN,Cooperative,238.438,1.364,174.80792,171.712,1.217,141.09449,162.762,1.035,157.25797,5372,7.2,Y,.,.,.,.,.,.,.,,,.,
2023,162,Aiken Electric Coop Inc,SC,Cooperative,152.69,.,.,113.13,.,.,150.81,.,.,51929,25,Y,.,.,.,.,.,.,.,,,.,
2023,195,Alabama Power Co,AL,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,302.3,1.496,202.07219,104.8,0.851,123.14924,1507108,N,F,34.5,Y
2023,207,Alameda Municipal Power,CA,Municipal,6.69,0.031,215.80645,6.69,0.031,215.80645,6.69,0.031,215.80645,36617,12,Y,.,.,.,.,.,.,.,,,.,
2023,213,Alaska Electric Light & Power Co.,AK,Investor Owned,74,1.94,38.14433,74,1.94,38.14433,27,0.42,64.285714,17719,12.5,N,.,.,.,.,.,.,.,,,.,
2023,219,Alaska Power and Telephone Co,AK,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,570.99,7.32,78.004098,.,.,.,8372,N,O,12.5,N
2023,230,Albany Utility Board,GA,Municipal,116.272,1.28,90.8375,88.391,1.14,77.535965,116.272,1.28,90.8375,32151,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,240,Albemarle Electric Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,121.56,1.262,96.323296,102.85,1.16,88.663793,13395,N,F,12.5,Y
2023,276,Alcorn County Elec Power Assn,MS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,3.63,1.58,2.2974684,3.63,1.58,2.2974684,19113,N,L,.,N
2023,295,City of Alexandria - (MN),MN,Municipal,10.157,0.293,34.665529,.,.,.,.,.,.,10613,13.2,N,.,.,.,.,.,.,.,,,.,
2023,296,"Alfalfa Electric Coop, Inc",KS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,51.89,0.488,106.33197,51.5,0.485,106.18557,921,N,O,14.4,Y
2023,296,"Alfalfa Electric Coop, Inc",OK,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,51.92,0.76,68.315789,51.5,0.55,93.636364,7554,N,O,14.4,Y
2023,305,Alger-Delta Coop Electric Assn,MI,Cooperative,189.1,1.045,180.95694,110.9,0.803,138.1071,173.6,0.968,179.33884,10412,34.5,Y,.,.,.,.,.,.,.,,,.,
2023,392,Alpena Power Co,MI,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,36.886,0.456,80.890351,29.192,0.412,70.854369,16740,N,F,13.2,Y
2023,407,Altamaha Electric Member Corp,GA,Cooperative,424.713,1.997,212.67551,299.572,1.649,181.66889,424.713,1.997,212.67551,21672,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,554,City of Ames - (IA),IA,Municipal,33.21,0.4,83.025,15.09,0.13,116.07692,32.75,0.39,83.974359,27356,13.8,N,.,.,.,.,.,.,.,,,.,
2023,562,Amicalola Electric Member Corp,GA,Cooperative,1461.38,4.766,306.6261,432.87,3.663,118.17363,1433.24,4.444,322.51125,54510,25,N,.,.,.,.,.,.,.,,,.,
2023,590,City of Anaheim - (CA),CA,Municipal,28.35,0.585,48.461538,28.35,0.585,48.461538,28.35,0.585,48.461538,116993,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,636,City of Anderson - (IN),IN,Municipal,326.919,1.973,165.6964,161.452,1.517,106.42848,326.919,1.973,165.6964,34180,13.2,Y,.,.,.,.,.,.,.,,,.,
2023,689,Connexus Energy,MN,Cooperative,54.841,0.616,89.027597,26.26,0.292,89.931507,38.177,0.337,113.28487,144562,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,691,City of Anoka,MN,Municipal,18.123,0.231,78.454545,18.123,0.231,78.454545,18.123,0.231,78.454545,12878,12.5,N,.,.,.,.,.,.,.,,,.,
2023,719,Town of Apex- (NC),NC,Municipal,80.048,0.661,121.10136,37.015,0.045,822.55556,80.048,0.661,121.10136,28718,.,Y,.,.,.,.,.,.,.,,,.,
2023,727,Appalachian Electric Coop,TN,Cooperative,621.26,3.67,169.28065,190.39,2.86,66.56993,621.26,3.67,169.28065,49902,13,Y,.,.,.,.,.,.,.,,,.,
2023,733,Appalachian Power Co,VA,Investor Owned,429.3,1.645,260.97264,356.6,1.525,233.83607,407.9,1.536,265.5599,546507,35,Y,.,.,.,.,.,.,.,,,.,
2023,733,Appalachian Power Co,WV,Investor Owned,949.8,2.585,367.42747,468.9,2.016,232.58929,905.3,2.395,377.99582,419251,35,Y,.,.,.,.,.,.,.,,,.,
2023,803,Arizona Public Service Co,AZ,Investor Owned,98.58,0.88,112.02273,82.07,0.81,101.32099,97.77,0.86,113.68605,1370252,69,N,.,.,.,.,.,.,.,,,.,
2023,814,Entergy Arkansas LLC,AR,Investor Owned,1211.8,2.053,590.25816,284.7,1.518,187.54941,1189.7,1.989,598.13977,739104,34.5,Y,.,.,.,.,.,.,.,,,.,
2023,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,778.16,3.05,255.13443,270.55,2.42,111.79752,683.27,2.81,243.15658,57920,14.4,Y,.,.,.,.,.,.,.,,,.,
2023,817,Arkansas Valley Elec Coop Corp,OK,Cooperative,517.06,1.93,267.90674,323.57,1.38,234.47101,200.32,1.19,168.33613,4687,7.2,Y,.,.,.,.,.,.,.,,,.,
2023,963,Atlantic City Electric Co,NJ,Investor Owned,100,0.66,151.51515,53,0.59,89.830508,100,0.66,151.51515,568002,69,Y,.,.,.,.,.,.,.,,,.,
2023,1009,City of Austin - (MN),MN,Municipal,9.61,0.17,56.529412,7.31,0.13,56.230769,.,.,.,11853,13.8,N,.,.,.,.,.,.,.,,,.,
2023,1015,Austin Energy,TX,Municipal,3265.45,1.49,2191.5772,83.75,0.82,102.13415,3263.65,1.48,2205.1689,536906,35,Y,.,.,.,.,.,.,.,,,.,
2023,1050,City of Azusa,CA,Municipal,.,.,.,54.277,0.374,145.12567,.,.,.,16917,12.5,N,.,.,.,.,.,.,.,,,.,
2023,1149,Baldwin County El Member Corp,AL,Cooperative,109.803,1.259,87.214456,66.6,0.973,68.448099,108.811,1.17,93.000855,87067,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,1167,Baltimore Gas & Electric Co,MD,Investor Owned,191.037,0.962,198.58316,60.44,0.695,86.964029,182.551,0.922,197.99458,1333058,34,Y,.,.,.,.,.,.,.,,,.,
2023,1175,"Bandera Electric Coop, Inc",TX,Cooperative,141.858,1.026,138.26316,48.654,0.545,89.273394,141.858,1.026,138.26316,41204,25,Y,.,.,.,.,.,.,.,,,.,
2023,1179,Versant Power,ME,Investor Owned,2475,3.913,632.50703,303,2.194,138.10392,2225,2.7,824.07407,164775,35,Y,.,.,.,.,.,.,.,,,.,
2023,1251,Barron Electric Coop,WI,Cooperative,207.481,1.625,127.68062,168.144,1.48,113.61081,186.389,1.474,126.45115,19657,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,1273,"Bartlett Electric Coop, Inc",TX,Cooperative,2120.38,5.01,423.22954,234.37,3.99,58.739348,2022.55,2.22,911.05856,14458,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,1283,Bartholomew County Rural E M C,IN,Cooperative,558.27,2.72,205.24632,71.13,0.93,76.483871,473.52,1.91,247.91623,12030,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,1300,City of Bartow - (FL),FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,36.07,0.38,94.921053,36.07,0.38,94.921053,12717,N,L,35,N
2023,1366,City of Bay City - (MI),MI,Municipal,106.216,0.604,175.8543,59.281,0.4,148.2025,106.216,0.604,175.8543,20500,13.8,N,.,.,.,.,.,.,.,,,.,
2023,1456,Town of Bedford - (VA),VA,Municipal,274.21,1.33,206.17293,136.82,0.92,148.71739,274.21,1.33,206.17293,6918,12,Y,.,.,.,.,.,.,.,,,.,
2023,1458,"Beauregard Electric Coop, Inc",LA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,966.6,6.19,156.15509,589.2,4.74,124.3038,44243,N,F,24.9,Y
2023,1529,"Beltrami Electric Coop, Inc",MN,Cooperative,105.43,2.07,50.932367,88.399,1.104,80.071558,.,.,.,21840,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,1579,PUD No 1 of Benton County,WA,Political Subdivision,124.9,1.08,115.64815,48.1,0.52,92.5,.,.,.,56863,34.5,Y,.,.,.,.,.,.,.,,,.,
2023,1591,"Big Country Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,83,.,.,.,.,.,13524,N,L,69,Y
2023,1613,Berkeley Electric Coop Inc,SC,Cooperative,107.9,1.187,90.901432,96.9,1.105,87.692308,103.7,1.094,94.789762,124305,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,1625,Benton Rural Electric Assn,WA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,74.976,0.983,76.272635,.,.,.,16089,N,L,34.5,N
2023,1708,Big Sandy Rural Elec Coop Corp,KY,Cooperative,1314.62,4.3,305.72558,882.83,3.82,231.10733,1300.51,4.18,311.12679,12416,13.2,Y,.,.,.,.,.,.,.,,,.,
2023,1723,"Big Bend Electric Coop, Inc",WA,Cooperative,317.46,1.131,280.68966,226.168,1.006,224.81909,.,.,.,9949,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,1763,"Black River Electric Coop, Inc - (SC)",SC,Cooperative,126,1.18,106.77966,115,1.132,101.59011,126,1.18,106.77966,34186,7.2,Y,.,.,.,.,.,.,.,,,.,
2023,1769,"Black Hills Electric Coop, Inc",SD,Cooperative,163.85,0.778,210.60411,87.8,0.622,141.15756,145.54,0.643,226.34526,11145,7.2,Y,.,.,.,.,.,.,.,,,.,
2023,1775,Black River Electric Coop - (MO),MO,Cooperative,1463.75,.,.,509.26,.,.,1427.65,.,.,25299,14.4,Y,.,.,.,.,.,.,.,,,.,
2023,1884,BENCO Electric Cooperative,MN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,128.25,1,128.25,80.17,0.798,100.46366,19891,N,L,14.7,Y
2023,1886,Blue Grass Energy Coop Corp,KY,Cooperative,1233.74,2.38,518.37815,254.9,1.84,138.53261,1128.65,2.34,482.32906,62307,25,Y,.,.,.,.,.,.,.,,,.,
2023,1889,Blue Ridge Elec Member Corp - (NC),NC,Cooperative,80.92,1.08,74.925926,69.46,0.99,70.161616,80.92,1.08,74.925926,78930,15,Y,.,.,.,.,.,.,.,,,.,
2023,1890,Blue Ridge Electric Coop Inc - (SC),SC,Cooperative,180.06,.,.,168.84,.,.,8.21,.,.,71438,7.2,N,.,.,.,.,.,.,.,,,.,
2023,1891,Blue Ridge Mountain EMC - (GA),GA,Cooperative,641.126,4.776,134.23911,322.094,3.188,101.03325,639.362,4.739,134.91496,57346,25,Y,.,.,.,.,.,.,.,,,.,
2023,1892,"Bluebonnet Electric Coop, Inc",TX,Cooperative,310.295,1.655,187.48943,101.496,1.245,81.522892,305.171,1.487,205.22596,126612,25,Y,.,.,.,.,.,.,.,,,.,
2023,1936,Bolivar Energy Authority,TN,Municipal,690.023,3.286,209.98874,111.744,1.249,89.466773,651.294,2.612,249.34686,11361,12.5,N,.,.,.,.,.,.,.,,,.,
2023,2001,Boone Electric Coop,MO,Cooperative,85.66,0.74,115.75676,49.67,0.6,82.783333,85.66,0.74,115.75676,34472,13.2,Y,.,.,.,.,.,.,.,,,.,
2023,2049,"Bowie-Cass Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,2130.63,.,.,503.29,.,.,38843,N,O,12.5,Y
2023,2054,City of Bowling Green - (OH),OH,Municipal,50.542,0.265,190.72453,7.458,0.079,94.405063,.,.,.,14821,12.5,N,.,.,.,.,.,.,.,,,.,
2023,2056,City of Bowling Green - (KY),KY,Municipal,48.342,0.75,64.456,48.342,0.75,64.456,48.342,0.75,64.456,31532,13,Y,.,.,.,.,.,.,.,,,.,
2023,2089,Bozrah Light & Power Company,CT,Municipal,278.25,1.63,170.70552,276,1.62,170.37037,278.25,1.63,170.70552,2819,13.8,Y,.,.,.,.,.,.,.,,,.,
2023,2144,Town of Braintree - (MA),MA,Municipal,5.82,0.1,58.2,5.82,0.1,58.2,5.82,0.1,58.2,16587,13.8,N,.,.,.,.,.,.,.,,,.,
2023,2212,"Broad River Electric Coop, Inc",SC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,95.3,.,.,95.3,.,.,24290,N,F,12.5,Y
2023,2247,City of Bristol - (TN),TN,Municipal,138.686,1.792,77.391741,.,.,.,.,.,.,34212,13.2,N,.,.,.,.,.,.,.,,,.,
2023,2248,Bristol Virginia Utilities,VA,Municipal,43.242,0.462,93.597403,43.242,0.462,93.597403,43.242,0.462,93.597403,15954,13.2,Y,.,.,.,.,.,.,.,,,.,
2023,2285,City of Brookings - (SD),SD,Municipal,61.76,1.157,53.37943,9.022,0.199,45.336683,61.76,1.157,53.37943,11965,12.5,N,.,.,.,.,.,.,.,,,.,
2023,2409,Brownsville Public Utilities Board,TX,Municipal,146.656,2.058,71.261419,92.251,1.762,52.355846,146.656,2.058,71.261419,59540,12.5,N,.,.,.,.,.,.,.,,,.,
2023,2442,City of Bryan - (TX),TX,Municipal,.,.,.,.,.,.,.,.,.,.,.,,43.5,0.357,121.84874,.,.,.,.,N,F,12.5,Y
2023,2502,"Buckeye Rural Elec Coop, Inc",OH,Cooperative,1712.354,3.356,510.23659,1708.366,3.348,510.26464,1496.753,2.876,520.42872,18857,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,2507,City of Burbank Water and Power,CA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,11.2,0.269,41.635688,11.2,0.269,41.635688,52500,N,L,34.5,N
2023,2548,City of Burlington Electric - (VT),VT,Municipal,.,.,.,.,.,.,.,.,.,.,.,,.,0.55,.,.,.,.,21640,N,F,13.8,N
2023,2651,Butler Rural Electric Coop Inc - (OH),OH,Cooperative,194.9,2.37,82.236287,104.39,1.43,73,188.48,2.23,84.520179,11725,12,Y,.,.,.,.,.,.,.,,,.,
2023,2652,Butler County Rural Elec Coop - (IA),IA,Cooperative,71.308,0.68,104.86471,71.308,0.68,104.86471,70.823,0.606,116.86964,5095,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,2812,City of Calhoun - (GA),GA,Municipal,91.8,0.91,100.87912,21.31,0.46,46.326087,91.8,0.91,100.87912,5737,7.2,N,.,.,.,.,.,.,.,,,.,
2023,2849,Central Electric Power Assn - (MS),MS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,895.26,5.53,161.8915,263.58,3.81,69.181102,38637,N,F,24.9,N
2023,2911,"Canadian Valley Elec Coop, Inc",OK,Cooperative,837.568,2.25,372.25244,240.158,1.255,191.36096,816.194,2.147,380.15557,27405,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,2960,"Caney Fork Electric Coop, Inc",TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,549,0,.,162,0,.,35186,N,L,26,N
2023,2985,"Capital Electric Coop, Inc",ND,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,59.7,0.588,101.53061,37.7,0.46,81.956522,22225,N,F,7.2,Y
2023,3046,Duke Energy Progress - (NC),NC,Investor Owned,240.67,1.54,156.27922,145.59,1.248,116.65865,226.65,1.42,159.61268,1573974,34.5,Y,.,.,.,.,.,.,.,,,.,
2023,3046,Duke Energy Progress - (NC),SC,Investor Owned,208.4,1.396,149.28367,143.49,1.185,121.08861,178.32,1.339,133.17401,175950,23,Y,.,.,.,.,.,.,.,,,.,
2023,3081,Carroll Electric Member Corp - (GA),GA,Cooperative,192.52,1.764,109.13832,132.55,1.376,96.329942,192.466,.,.,55425,25.9,Y,.,.,.,.,.,.,.,,,.,
2023,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,371.09,2.22,167.15766,140.72,1.84,76.478261,140.72,1.84,76.478261,103648,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,3093,Carroll Electric Coop Corp - (AR),MO,Cooperative,637.49,2.33,273.60086,96.89,1.16,83.525862,96.89,1.16,83.525862,11614,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,3107,Carteret-Craven El Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,179.953,1.452,123.93457,81.391,1.036,78.562741,42118.3,N,F,.,Y
2023,3113,City of Carthage - (MO),MO,Municipal,59.9,1.29,46.434109,50.73,1.08,46.972222,.,.,.,7971,13.2,Y,.,.,.,.,.,.,.,,,.,
2023,3203,Cedar Falls Utilities,IA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,4.202,0.936,4.4893162,.,.,.,19628,N,L,12.5,N
2023,3208,Cedarburg Light & Water Comm,WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,4.75,0.15,31.666667,0,0,.,6929,N,L,24.9,N
2023,3222,Central Alabama Electric Coop,AL,Cooperative,568.47,.,.,283.93,.,.,480.36,.,.,45550,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,3226,"Central Rural Electric Cooperative, Inc",OK,Cooperative,543.89,1.671,325.48773,159.55,1.133,140.82083,501.47,1.536,326.47786,23808,25,Y,.,.,.,.,.,.,.,,,.,
2023,3245,"Central Florida Elec Coop, Inc",FL,Cooperative,1902.536,3.895,488.45597,244.861,2.532,96.706556,1900.369,3.891,488.40118,36298,25,Y,.,.,.,.,.,.,.,,,.,
2023,3248,Central Georgia El Member Corp,GA,Cooperative,910.418,2.062,441.52182,102.934,1.401,73.471806,908.038,1.952,465.1834,63682,25,Y,.,.,.,.,.,.,.,,,.,
2023,3249,Central Hudson Gas & Elec Corp,NY,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,344.8,1.5,229.86667,150.6,1.1,136.90909,315627,N,O,34.5,N
2023,3250,Central Electric Membership Corp. - (NC),NC,Cooperative,318.65,.,.,163.177,.,.,318.65,.,.,24302,25,Y,.,.,.,.,.,.,.,,,.,
2023,3264,Central Lincoln People's Ut Dt,OR,Political Subdivision,211.554,1.223,172.97956,.,.,.,.,.,.,41061,12,Y,.,.,.,.,.,.,.,,,.,
2023,3265,Cleco Power LLC,LA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,310.8,2.72,114.26471,146.4,1.79,81.787709,292544,N,F,34.5,Y
2023,3266,Central Maine Power Co,ME,Investor Owned,1656.5,3.01,550.33223,190.3,1.82,104.56044,1656.3,3,552.1,671618,34.5,N,.,.,.,.,.,.,.,,,.,
2023,3268,Central Missouri Elec Coop Inc,MO,Cooperative,123.5,1.137,108.61917,123.5,1.137,108.61917,123.5,1.137,108.61917,11315.8,25,N,.,.,.,.,.,.,.,,,.,
2023,3273,"Central New Mexico El Coop, Inc",NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,694,6.4,108.4375,391.8,3.1,126.3871,19058,N,F,25,Y
2023,3278,AEP Texas Central Company,TX,Investor Owned,408.9,2.018,202.62636,169.7,1.528,111.06021,397.9,1.859,214.03981,901182,35,Y,.,.,.,.,.,.,.,,,.,
2023,3282,"Central Texas Elec Coop, Inc",TX,Cooperative,396,2.09,189.47368,211.7,1.767,119.80758,369.2,1.737,212.55037,47340,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,3287,"Central Valley Elec Coop, Inc",NM,Cooperative,324.7,2.528,128.44146,260.924,2.105,123.95439,313.431,2.228,140.67819,14934,25,Y,.,.,.,.,.,.,.,,,.,
2023,3291,Central Virginia Electric Coop,VA,Cooperative,334,2.82,118.43972,334,2.82,118.43972,255,2.28,111.84211,38932,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,3295,City of Centralia - (WA),WA,Municipal,208.588,1.675,124.53015,57.088,0.464,123.03448,208.588,1.675,124.53015,10745,12.5,N,.,.,.,.,.,.,.,,,.,
2023,3329,Borough of Chambersburg,PA,Municipal,27.89,0.35,79.685714,8.86,0.2,44.3,27.89,0.35,79.685714,11187,12.5,N,.,.,.,.,.,.,.,,,.,
2023,3400,City of Chaska - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,8.738,0.13,67.215385,.,.,.,11259,Y,F,13.8,N
2023,3408,City of Chattanooga - (TN),TN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,286.2,1.73,165.43353,77.7,0.88,88.295455,196502,N,F,46,Y
2023,3413,PUD No 1 of Chelan County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,76.44,0.585,130.66667,.,.,.,50983,N,F,12.5,N
2023,3436,Cherryland Electric Coop Inc,MI,Cooperative,108.879,0.824,132.13471,47.466,0.455,104.32088,106.202,0.784,135.46173,38630,15,Y,.,.,.,.,.,.,.,,,.,
2023,3461,Cheyenne Light Fuel & Power,WY,Investor Owned,71.896,1.049,68.537655,35.434,0.732,48.407104,71.894,1.049,68.535748,43701,35,Y,.,.,.,.,.,.,.,,,.,
2023,3470,Cherokee County Elec Coop Assn - (TX),TX,Cooperative,1451.14,6.92,209.70231,664.95,5.1,130.38235,1435.94,6.83,210.24012,23207,24.9,Y,.,.,.,.,.,.,.,,,.,
2023,3477,City of Chicopee - (MA),MA,Municipal,31.5,0.679,46.391753,.,.,.,.,.,.,26032,13.8,Y,.,.,.,.,.,.,.,,,.,
2023,3478,Cimarron Electric Coop,OK,Cooperative,106.808,1.103,96.834089,32.127,0.472,68.065678,103.58,0.974,106.34497,19275,24.9,N,.,.,.,.,.,.,.,,,.,
2023,3502,"Choctawhatche Elec Coop, Inc",FL,Cooperative,167.391,1.253,133.59218,83.56,0.8,104.45,161.776,1.106,146.27125,62041,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,3503,"Choptank Electric Cooperative, Inc",MD,Cooperative,111.2,1.25,88.96,111.2,1.25,88.96,104.4,1.12,93.214286,56609,25,Y,.,.,.,.,.,.,.,,,.,
2023,3522,Chugach Electric Assn Inc,AK,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,189.1,1.5,126.06667,.,.,.,114031,N,L,34.5,Y
2023,3527,Choctaw Electric Coop Inc,OK,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,1593.7,4.7,339.08511,.,.,.,21533,N,F,14.4,N
2023,3542,Duke Energy Ohio Inc,OH,Investor Owned,168.24,0.99,169.93939,103.58,0.83,124.79518,158.39,0.903,175.40421,754607,34,Y,.,.,.,.,.,.,.,,,.,
2023,3597,Citizens Electric Co - (PA),PA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,42.436,0.435,97.554023,29.037,0.323,89.897833,7150,N,F,12.5,N
2023,3600,Citizens Electric Corporation - (MO),MO,Cooperative,335.64,1.786,187.92833,159.791,1.317,121.32954,335.64,1.786,187.92833,27624,13.2,Y,.,.,.,.,.,.,.,,,.,
2023,3644,PUD No 1 of Clallam County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,202,0.8,252.5,202,0.8,252.5,33769,N,L,34,Y
2023,3647,City of Claremore,OK,Municipal,585.75,3.956,148.06623,242.98,3.254,74.671174,.,.,.,13326,13.2,N,.,.,.,.,.,.,.,,,.,
2023,3660,PUD No 1 of Clark County - (WA),WA,Political Subdivision,88.4,0.807,109.54151,45,0.483,93.167702,78.9,0.678,116.37168,227879,12.5,Y,.,.,.,.,.,.,.,,,.,
2023,3687,Clark Energy Coop Inc - (KY),KY,Cooperative,528.24,2.25,234.77333,193.79,1.36,142.49265,477.911,1.787,267.4376,27536,25,Y,.,.,.,.,.,.,.,,,.,
