,Data Year,Utility Number,Utility Name,Short Form,State,County
262,2023,20222,Wayne-White Counties Elec Coop,,IL,Gallatin
263,2023,20222,Wayne-White Counties Elec Coop,,IL,Hamilton
264,2023,20222,Wayne-White Counties Elec Coop,,IL,Jefferson
265,2023,20222,Wayne-White Counties Elec Coop,,IL,Marion
266,2023,20222,Wayne-White Counties Elec Coop,,IL,Richland
267,2023,20222,Wayne-White Counties Elec Coop,,IL,Wabash
268,2023,20222,Wayne-White Counties Elec Coop,,IL,Wayne
269,2023,20222,Wayne-White Counties Elec Coop,,IL,White
270,2023,20824,Village of Winnetka - (IL),Y,IL,Cook
271,2023,29296,Western Illinois Elec Coop,Y,IL,Adams
272,2023,29296,Western Illinois Elec Coop,Y,IL,Hancock
273,2023,29296,Western Illinois Elec Coop,Y,IL,Henderson
274,2023,29296,Western Illinois Elec Coop,Y,IL,McDonough
275,2023,40367,Village of Ladd - (IL),Y,IL,Bureau
276,2023,56697,Ameren Illinois Company,,IL,Adams
277,2023,56697,Ameren Illinois Company,,IL,Alexander
278,2023,56697,Ameren Illinois Company,,IL,Bond
279,2023,56697,Ameren Illinois Company,,IL,Brown
280,2023,56697,Ameren Illinois Company,,IL,Bureau
281,2023,56697,Ameren Illinois Company,,IL,Calhoun
282,2023,56697,Ameren Illinois Company,,IL,Cass
283,2023,56697,Ameren Illinois Company,,IL,Champaign
284,2023,56697,Ameren Illinois Company,,IL,Christian
285,2023,56697,Ameren Illinois Company,,IL,Clark
286,2023,56697,Ameren Illinois Company,,IL,Clay
287,2023,56697,Ameren Illinois Company,,IL,Clinton
288,2023,56697,Ameren Illinois Company,,IL,Coles
289,2023,56697,Ameren Illinois Company,,IL,Crawford
290,2023,56697,Ameren Illinois Company,,IL,Cumberland
291,2023,56697,Ameren Illinois Company,,IL,DeWitt
292,2023,56697,Ameren Illinois Company,,IL,Douglas
293,2023,56697,Ameren Illinois Company,,IL,Edgar
294,2023,56697,Ameren Illinois Company,,IL,Edwards
295,2023,56697,Ameren Illinois Company,,IL,Effingham
296,2023,56697,Ameren Illinois Company,,IL,Fayette
297,2023,56697,Ameren Illinois Company,,IL,Ford
298,2023,56697,Ameren Illinois Company,,IL,Franklin
299,2023,56697,Ameren Illinois Company,,IL,Fulton
300,2023,56697,Ameren Illinois Company,,IL,Gallatin
301,2023,56697,Ameren Illinois Company,,IL,Greene
302,2023,56697,Ameren Illinois Company,,IL,Hancock
303,2023,56697,Ameren Illinois Company,,IL,Henderson
304,2023,56697,Ameren Illinois Company,,IL,Henry
305,2023,56697,Ameren Illinois Company,,IL,Iroquois
306,2023,56697,Ameren Illinois Company,,IL,Jackson
307,2023,56697,Ameren Illinois Company,,IL,Jasper
308,2023,56697,Ameren Illinois Company,,IL,Jefferson
309,2023,56697,Ameren Illinois Company,,IL,Jersey
310,2023,56697,Ameren Illinois Company,,IL,Johnson
311,2023,56697,Ameren Illinois Company,,IL,Kendall
312,2023,56697,Ameren Illinois Company,,IL,Knox
313,2023,56697,Ameren Illinois Company,,IL,LaSalle
314,2023,56697,Ameren Illinois Company,,IL,Lawrence
315,2023,56697,Ameren Illinois Company,,IL,Livingston
316,2023,56697,Ameren Illinois Company,,IL,Logan
317,2023,56697,Ameren Illinois Company,,IL,Macon
318,2023,56697,Ameren Illinois Company,,IL,Macoupin
319,2023,56697,Ameren Illinois Company,,IL,Madison
320,2023,56697,Ameren Illinois Company,,IL,Marion
321,2023,56697,Ameren Illinois Company,,IL,Marshall
322,2023,56697,Ameren Illinois Company,,IL,Mason
323,2023,56697,Ameren Illinois Company,,IL,Massac
324,2023,56697,Ameren Illinois Company,,IL,McDonough
325,2023,56697,Ameren Illinois Company,,IL,McLean
326,2023,56697,Ameren Illinois Company,,IL,Menard
327,2023,56697,Ameren Illinois Company,,IL,Mercer
328,2023,56697,Ameren Illinois Company,,IL,Monroe
329,2023,56697,Ameren Illinois Company,,IL,Montgomery
330,2023,56697,Ameren Illinois Company,,IL,Morgan
331,2023,56697,Ameren Illinois Company,,IL,Moultrie
332,2023,56697,Ameren Illinois Company,,IL,Peoria
333,2023,56697,Ameren Illinois Company,,IL,Perry
334,2023,56697,Ameren Illinois Company,,IL,Piatt
335,2023,56697,Ameren Illinois Company,,IL,Pike
336,2023,56697,Ameren Illinois Company,,IL,Pulaski
337,2023,56697,Ameren Illinois Company,,IL,Putnam
338,2023,56697,Ameren Illinois Company,,IL,Randolph
339,2023,56697,Ameren Illinois Company,,IL,Richland
340,2023,56697,Ameren Illinois Company,,IL,Saline
341,2023,56697,Ameren Illinois Company,,IL,Sangamon
342,2023,56697,Ameren Illinois Company,,IL,Schuyler
343,2023,56697,Ameren Illinois Company,,IL,Scott
344,2023,56697,Ameren Illinois Company,,IL,Shelby
345,2023,56697,Ameren Illinois Company,,IL,St Clair
346,2023,56697,Ameren Illinois Company,,IL,Stark
347,2023,56697,Ameren Illinois Company,,IL,Tazewell
348,2023,56697,Ameren Illinois Company,,IL,Union
349,2023,56697,Ameren Illinois Company,,IL,Vermilion
350,2023,56697,Ameren Illinois Company,,IL,Wabash
351,2023,56697,Ameren Illinois Company,,IL,Warren
352,2023,56697,Ameren Illinois Company,,IL,Washington
353,2023,56697,Ameren Illinois Company,,IL,Wayne
354,2023,56697,Ameren Illinois Company,,IL,White
355,2023,56697,Ameren Illinois Company,,IL,Williamson
356,2023,56697,Ameren Illinois Company,,IL,Woodford
