Data Year,Utility Number,Utility Name,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2018,1028,Town of Avilla - (IN),Y,IN,PJM,"1,008",110,20,.,"1,138",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,"1,008",110,20,0,"1,138",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1036,Town of Ayden - (NC),,NC,CPLE,"3,692",197,1,.,"3,890",.,.,.,.,.,.,.,.,.,.,.,106,.,.,106,"3,692",303,1,0,"3,996",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1046,City of Aztec - (NM),Y,NM,WACM,"2,662",483,.,.,"3,145",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,662",483,0,0,"3,145",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1050,City of Azusa,,CA,CISO,"5,278","1,031",.,.,"6,309",.,.,.,.,0,.,.,.,.,.,"8,827","1,081",.,.,"9,908","14,105","2,112",0,0,"16,217",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1062,BARC Electric Coop Inc,,VA,PJM,0,5,.,.,5,"11,978",784,.,.,"12,762",.,.,.,.,.,.,.,.,.,.,"11,978",789,0,0,"12,767","132,128","53,254",.,.,"185,382",.,.,.,.,.,.,.,.,.,.
2018,1101,Bagley Public Utilities Comm,,MN,MISO,819,152,44,.,"1,015",.,.,.,.,.,.,.,.,.,.,49,69,26,.,144,868,221,70,0,"1,159",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1148,City of Baldwin City- (KS),,KS,SWPP,"1,757",241,.,.,"1,998",.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,"1,757",241,0,0,"1,998",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1149,Baldwin County El Member Corp,,AL,AEC,.,.,.,.,.,"69,514","7,257",.,.,"76,771",.,.,.,.,.,.,.,.,.,.,"69,514","7,257",0,0,"76,771","976,956","485,923",.,.,"1,462,879","69,514","7,257",.,.,"76,771",.,.,.,.,.
2018,1167,Baltimore Gas & Electric Co,,MD,PJM,"42,542","5,700",.,.,"48,242","1,157,057","133,423",.,.,"1,290,480",.,.,.,.,.,0,.,"5,830",3,"5,833","1,199,599","139,123","5,830",3,"1,344,555","12,435,215","15,643,470",.,.,"28,078,685","661,101",.,.,.,"661,101","317,339",.,.,.,"317,339"
2018,1169,Bailey County Elec Coop Assn,,TX,SWPP,"1,200",239,"2,648",.,"4,087",.,.,.,.,0,.,.,.,.,.,"2,199",579,"2,089",.,"4,867","3,399",818,"4,737",0,"8,954",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1170,Bamberg Board of Public Works,Y,SC,SC,"1,441",346,2,.,"1,789",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,441",346,2,0,"1,789",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1172,Bancroft Municipal Utilities,Y,IA,MISO,512,104,12,.,628,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,512,104,12,0,628,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1175,"Bandera Electric Coop, Inc",,TX,ERCO,.,.,.,.,.,"30,863","5,284",53,.,"36,200",.,.,.,.,.,.,.,.,.,.,"30,863","5,284",53,0,"36,200","451,756","162,420","20,024",.,"634,200","30,863","5,284",53,.,"36,200",.,.,.,.,.
2018,1176,City of Bandon - (OR),,OR,BPAT,"3,285",684,2,0,"3,971",.,.,.,.,.,.,.,.,.,.,198,85,.,.,283,"3,483",769,2,0,"4,254",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1179,Emera Maine,,ME,ISNE,.,.,.,0,0,"103,999","18,361",50,.,"122,410",.,.,.,.,.,334,115,0,0,449,"104,333","18,476",50,0,"122,859","633,814","601,987","193,430",0,"1,429,231",.,.,.,.,.,.,.,.,.,.
2018,1179,Emera Maine,,ME,NBSO,"28,470","5,826",59,0,"34,355",.,.,.,.,.,.,.,.,.,.,310,963,141,0,"1,414","28,780","6,789",200,0,"35,769",.,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2018,1181,Village of Bangor - (WI),,WI,MISO,"1,305",419,8,.,"1,732",.,.,.,.,.,.,.,.,.,.,1,32,0,.,33,"1,306",451,8,0,"1,765",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1192,City of Banning - (CA),,CA,CISO,"10,977","1,147",12,0,"12,136",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,977","1,147",12,0,"12,136",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1196,Village of Baraga - (MI),,MI,MISO,540,240,0,0,780,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,540,242,0,0,782,0,"6,205",0,0,"6,205",0,2,0,0,2,0,0,0,0,0
2018,1201,Barbourville Utility Comm,,KY,LGEE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,423",510,185,.,"4,118","3,423",510,185,0,"4,118",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1208,Town of Bargersville - (IN),Y,IN,MISO,"3,149",390,47,.,"3,586",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,149",390,47,0,"3,586",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1233,City of Barnesville - (MN),,MN,MISO,240,26,.,.,266,"1,130",72,.,.,"1,202",.,.,.,.,.,18,32,.,.,50,"1,388",130,0,0,"1,518","14,035","2,661",.,.,"16,696",.,.,.,.,.,.,.,.,.,.
2018,1251,Barron Electric Coop,,WI,MISO,"7,900",.,.,.,"7,900","12,800",275,225,.,"13,300",.,.,.,.,.,.,.,.,.,.,"20,700",275,225,0,"21,200","126,971","31,268","137,105",.,"295,344","18,238",210,167,.,"18,615","6,723",.,.,.,"6,723"
2018,1273,"Bartlett Electric Coop, Inc",,TX,ERCO,0,0,0,0,0,"10,418","1,570",0,0,"11,988",0,0,0,0,0,0,0,0,0,0,"10,418","1,570",0,0,"11,988","176,308","39,322",0,0,"215,630","10,418","1,570",0,0,"11,988",0,0,0,0,0
2018,1276,"Barrow Utils & Elec Coop, Inc",,AK,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,529",506,0,0,"2,035","1,529",506,0,0,"2,035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1278,City of Barron - (WI),Y,WI,MISO,"1,491",297,32,.,"1,820",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,491",297,32,0,"1,820",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1279,Barry Electric Coop,,MO,AECI,.,.,.,.,.,"8,396","1,268",3,.,"9,667",.,.,.,.,.,.,.,.,.,.,"8,396","1,268",3,0,"9,667","119,047","47,636","16,136",.,"182,819","8,396","1,268",3,.,"9,667",.,.,.,.,.
2018,1283,Bartholomew County Rural E M C,,IN,MISO,.,.,.,.,.,"10,966",674,10,.,"11,650",.,.,.,.,.,.,.,.,.,.,"10,966",674,10,0,"11,650","167,342","45,657","216,659",.,"429,658",.,.,.,.,.,.,.,.,.,.
2018,1300,City of Bartow - (FL),,FL,FPC,904,547,62,.,"1,513",.,.,.,.,.,.,.,.,.,.,"9,712",932,234,.,"10,878","10,616","1,479",296,0,"12,391",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1301,"Barton County Elec Coop, Inc",,MO,AECI,.,.,.,.,.,"5,909",648,7,.,"6,564",.,.,.,.,.,.,.,.,.,.,"5,909",648,7,0,"6,564","89,989","37,244","32,112",.,"159,345",.,.,.,.,.,.,.,.,.,.
2018,1307,Basin Electric Power Coop,,ND,SWPP,.,.,.,.,.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,0,0,1,0,1,.,.,"1,117,280",.,"1,117,280",.,.,.,.,.,.,.,.,.,.
2018,1307,Basin Electric Power Coop,,WY,WACM,.,.,.,.,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,0,1,0,0,1,.,834,.,.,834,.,.,.,.,.,.,.,.,.,.
2018,1324,City of Bastrop - (TX),Y,TX,ERCO,"2,076",653,.,.,"2,729",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,076",653,0,0,"2,729",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1325,City of Batavia - (IL),,IL,PJM,"3,800",180,.,.,"3,980",.,.,.,.,.,.,.,.,.,.,"5,800","1,235",35,.,"7,070","9,600","1,415",35,0,"11,050",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1343,Bath Electric Gas & Water,Y,NY,NYIS,"2,134",302,13,.,"2,449",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,134",302,13,0,"2,449",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1366,City of Bay City - (MI),,MI,MISO,.,.,.,.,.,"17,906","2,204",125,.,"20,235",.,.,.,.,.,2,.,.,.,2,"17,908","2,204",125,0,"20,237","135,107","128,145","53,576",.,"316,828",.,.,.,.,.,.,.,.,.,.
2018,1367,"Bayfield Electric Coop, Inc",,MI,MISO,.,.,.,.,.,67,.,.,.,67,.,.,.,.,.,.,.,.,.,.,67,0,0,0,67,170,.,.,.,170,67,.,.,.,67,.,.,.,.,.
2018,1417,"Beartooth Electric Coop, Inc",,MT,NWMT,"4,235",517,1,.,"4,753",976,.,.,.,976,.,.,.,.,.,.,.,.,.,.,"5,211",517,1,0,"5,729","1,018",.,.,.,"1,018","5,211",517,1,.,"5,729",.,.,.,.,.
2018,1417,"Beartooth Electric Coop, Inc",,WY,NWMT,400,83,.,.,483,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,400,83,0,0,483,.,.,.,.,.,400,83,.,.,483,.,.,.,.,.
2018,1427,City of Beatrice - (NE),,NE,SWPP,0,0,0,0,0,"5,794",884,125,0,"6,803",0,0,0,0,0,0,0,0,0,0,"5,794",884,125,0,"6,803","72,858","26,726","88,258",0,"187,842",0,0,0,0,0,0,0,0,0,0
2018,1456,Town of Bedford - (VA),,VA,PJM,"5,774",898,2,.,"6,674",0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,"5,774",898,2,0,"6,674",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1458,"Beauregard Electric Coop, Inc",,LA,MISO,.,.,.,.,0,"39,333","3,943",4,.,"43,280",.,.,.,.,.,.,.,.,.,.,"39,333","3,943",4,0,"43,280","646,985","165,599","392,863",.,"1,205,447","39,333","3,943",4,.,"43,280",.,.,.,.,.
2018,1494,Town of Belhaven - (NC),Y,NC,CPLE,.,.,.,.,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2018,1523,Town of Belmont - (MA),,MA,ISNE,4,0,0,.,4,"10,780",845,22,.,"11,647",.,.,.,.,.,.,.,.,.,.,"10,784",845,22,0,"11,651","70,902","27,945","26,724",.,"125,571","10,784",845,22,.,"11,651",.,.,.,.,.
2018,1525,City of Beloit - (KS),,KS,SWPP,"1,815",469,33,.,"2,317",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,815",469,33,0,"2,317",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1529,"Beltrami Electric Coop, Inc",,MN,MISO,0,0,0,.,0,"27,031","1,660",18,.,"28,709",.,.,.,.,.,6,0,0,.,6,"27,037","1,660",18,0,"28,715","287,156","78,702",70,.,"365,928","19,589","1,406",18,.,"21,013","7,444",240,0,.,"7,684"
2018,1554,City of Benkelman - (NE),Y,NE,SWPP,512,168,1,.,681,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,512,168,1,0,681,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1566,City of Bennettsville - (SC),,SC,SC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,906",519,.,.,"4,425","3,906",519,0,0,"4,425",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1571,Town of Benson - (NC),Y,NC,CPLE,.,.,.,.,.,"1,456",426,1,.,"1,883",.,.,.,.,.,.,.,.,.,.,"1,456",426,1,0,"1,883","17,190","19,384",300,.,"36,874",.,.,.,.,.,.,.,.,.,.
2018,1573,City of Benson - (MN),,MN,MISO,"1,682",238,1,.,"1,921",.,.,.,.,.,.,.,.,.,.,90,81,64,.,235,"1,772",319,65,0,"2,156",.,.,.,.,.,.,.,2,.,2,.,.,.,.,.
2018,1578,Benton County,,TN,TVA,0,0,0,0,0,"8,463","1,698",3,0,"10,164",0,0,0,0,0,0,0,0,0,0,"8,463","1,698",3,0,"10,164","117,784","54,334","26,845",0,"198,963","8,463","1,698",1,0,"10,162",0,0,0,0,0
2018,1579,PUD No 1 of Benton County,,WA,BPAT,.,.,.,.,.,"46,438","6,318",988,.,"53,744",.,.,.,.,.,.,.,.,.,.,"46,438","6,318",988,0,"53,744","698,135","552,107","490,607",.,"1,740,849",.,.,.,.,.,.,.,.,.,.
2018,1581,City of Benton - (AR),,AR,MISO,"13,369","1,070",1,.,"14,440",.,.,.,.,.,.,.,.,.,.,18,729,19,.,766,"13,387","1,799",20,0,"15,206",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1582,City of Benton - (KY),,KY,TVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,801",697,1,0,"2,499","1,801",697,1,0,"2,499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1586,City of Bentonville - (AR),,AR,SWPP,"20,969","3,090",.,.,"24,059",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"20,969","3,090",0,0,"24,059",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1591,"Big Country Electric Coop, Inc",,TX,ERCO,.,.,.,.,.,"8,693","3,513",680,.,"12,886",.,.,.,.,.,10,.,13,.,23,"8,703","3,513",693,0,"12,909","85,549","143,131","8,636",.,"237,316",.,.,.,.,.,.,.,.,.,.
2018,1601,City of Beresford,,SD,SWPP,946,227,18,.,"1,191",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,946,227,18,0,"1,191",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1604,Village of Bergen - (NY),Y,NY,NYIS,564,82,14,.,660,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,564,82,14,0,660,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1613,Berkeley Electric Coop Inc,,SC,SC,42,96,1,.,139,"90,228","12,658",19,.,"102,905",.,.,.,.,.,.,.,19,.,19,"90,270","12,754",39,0,"103,063","1,369,883","381,139","628,321",.,"2,379,343",.,.,.,.,.,.,.,.,.,.
2018,1615,Town of Berlin - (MD),Y,MD,PJM,53,43,.,.,96,.,2,.,.,2,.,.,.,.,.,.,.,.,.,.,53,45,0,0,98,.,"1,893",.,.,"1,893",.,.,.,.,.,.,.,.,.,.
2018,1618,Borough of Berlin - (PA),Y,PA,PJM,922,0,0,.,922,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,922,0,0,0,922,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1625,Benton Rural Electric Assn,,WA,BPAT,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,660","1,393","1,371",0,"14,424","11,660","1,393","1,371",0,"14,424",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1640,City of Bessemer Utilities,,AL,TVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,304","1,753",0,0,"11,057","9,304","1,753",0,0,"11,057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1647,City of Bethany - (MO),Y,MO,SPA,0,0,0,.,0,"1,531",418,0,.,"1,949",.,.,.,.,.,.,.,.,.,.,"1,531",418,0,0,"1,949","13,430","23,011",0,.,"36,441",.,.,.,.,.,.,.,.,.,.
2018,1671,Big Flat Electric Coop Inc,Y,MT,NWMT,"1,748",237,6,.,"1,991",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,748",237,6,0,"1,991",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1675,Big Horn Rural Electric Co,,MT,WACM,39,32,1,.,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,32,1,0,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1675,Big Horn Rural Electric Co,,WY,WACM,"2,976",457,317,.,"3,750",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,976",457,317,0,"3,750",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1683,"Big Horn County Elec Coop, Inc",,MT,BPAT,.,.,.,.,.,"3,060",587,2,.,"3,649",.,.,.,.,.,.,.,.,.,.,"3,060",587,2,0,"3,649",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1683,"Big Horn County Elec Coop, Inc",,WY,BPAT,.,.,.,.,.,269,28,.,.,297,.,.,.,.,.,.,.,.,.,.,269,28,0,0,297,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1702,City of Biggs - (CA),Y,CA,CISO,720,20,1,.,741,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,720,20,1,0,741,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1708,Big Sandy Rural Elec Coop Corp,,KY,PJM,"11,796","1,060",10,.,"12,866",.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,"11,796","1,060",10,0,"12,866",.,.,.,.,0,.,.,.,.,0,.,.,.,.,0
2018,1723,"Big Bend Electric Coop, Inc",,WA,BPAT,0,0,0,0,0,"5,016","1,866","2,467",0,"9,349",0,0,0,0,0,0,0,0,0,0,"5,016","1,866","2,467",0,"9,349","103,377","106,379","328,361",0,"538,117","5,016","1,866","2,467",0,"9,349",0,0,0,0,0
2018,1736,Blachly-Lane County Coop El Assn,,OR,BPAT,"3,205",357,25,.,"3,587",.,.,.,.,.,.,.,.,.,.,25,1,.,.,26,"3,230",358,25,0,"3,613",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1738,Bonneville Power Administration,,OR,BPAT,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1738,Bonneville Power Administration,,WA,BPAT,.,51,15,.,66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,51,15,0,66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1753,City of Biwabik - (MN),Y,MN,MISO,.,.,.,.,.,697,62,.,.,759,.,.,.,.,.,.,.,.,.,.,697,62,0,0,759,"3,615","1,995",.,.,"5,610",.,.,.,.,.,.,.,.,.,.
2018,1763,"Black River Electric Coop, Inc - (SC)",,SC,SC,.,.,.,.,.,"30,233","4,169",18,.,"34,420",.,.,.,.,.,.,.,.,.,.,"30,233","4,169",18,0,"34,420","479,754","120,409","122,501",.,"722,664","4,284",.,.,.,"4,284","3,700",.,.,.,"3,700"
2018,1764,Black Diamond Power Co,,WV,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,441",487,.,.,"3,928","3,441",487,0,0,"3,928",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1769,"Black Hills Electric Coop, Inc",,SD,SWPP,189,38,0,0,227,"8,458","1,228",86,0,"9,772",.,.,.,.,.,.,.,.,.,.,"8,647","1,266",86,0,"9,999","78,527","28,325","1,525",0,"108,377","8,647","1,266",86,0,"9,999",.,.,.,.,.
2018,1775,Black River Electric Coop - (MO),,MO,AECI,.,.,.,.,.,"20,518","3,766",0,.,"24,284",0,0,0,.,0,0,0,2,.,2,"20,518","3,766",2,0,"24,286","309,504","142,556",.,.,"452,060","20,518","3,766",.,.,"24,284",.,.,.,.,.
2018,1776,City of Black River Falls,,WI,MISO,13,48,0,0,61,"2,194",439,0,0,"2,633",0,0,0,0,0,17,65,0,0,82,"2,224",552,0,0,"2,776","7,496","27,050",0,0,"34,546",0,17,0,0,17,0,0,0,0,0
2018,1780,Black Warrior Elec Member Corp,,AL,SOCO,"20,321","6,237",2,.,"26,560",.,.,.,.,.,.,.,.,.,.,0,0,0,.,0,"20,321","6,237",2,0,"26,560",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1826,City of Blakely - (GA),Y,GA,SOCO,"1,934",0,0,.,"1,934",520,237,5,.,762,.,.,.,.,.,.,.,.,.,.,"2,454",237,5,0,"2,696",815,"32,648","16,827",.,"50,290",.,.,.,.,.,.,.,.,.,.
2018,1839,City of Blanding - (UT),Y,UT,PACE,720,.,.,.,720,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,720,0,0,0,720,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1857,Block Island Power Co,,RI,ISNE,0,0,0,0,0,"1,321",625,0,0,"1,946",0,0,0,0,0,0,0,0,0,0,"1,321",625,0,0,"1,946","4,207","9,027",0,0,"13,234",0,0,0,0,0,0,0,0,0,0
2018,1866,Bloomer Electric & Water Co,Y,WI,MISO,0,0,0,.,0,84,0,0,.,84,.,.,.,.,.,.,.,.,.,.,84,0,0,0,84,1,0,0,.,1,.,.,.,.,.,.,.,.,.,.
2018,1869,City of Bloomfield - (IA),,IA,AECI,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,"1,092",226,5,.,"1,323","1,103",226,5,0,"1,334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1883,Blue Earth Light & Water,,MN,MISO,"1,700",.,.,.,"1,700",4,.,.,.,4,.,.,.,.,.,156,.,.,.,156,"1,860",0,0,0,"1,860",1,.,.,.,1,4,.,.,.,4,583,.,.,.,583
2018,1884,BENCO Electric Cooperative,,MN,MISO,.,.,.,.,.,"16,465","2,743",219,.,"19,427","16,465","2,743",219,.,"19,427",.,.,.,.,.,"16,465","2,743",219,0,"19,427","188,749","48,134","171,392",.,"408,275",.,.,.,.,.,"7,612",85,3,.,"7,700"
2018,1886,Blue Grass Energy Coop Corp,,KY,PJM,"55,590","2,842",11,.,"58,443",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"55,590","2,842",11,0,"58,443",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1889,Blue Ridge Elec Member Corp - (NC),,NC,DUK,.,.,.,.,0,"68,144","8,110",7,.,"76,261",.,.,.,.,.,.,.,.,.,.,"68,144","8,110",7,0,"76,261","744,215","266,454","118,899",.,"1,129,568","68,144","8,110",7,.,"76,261",.,.,.,.,.
2018,1890,Blue Ridge Electric Coop Inc - (SC),,SC,DUK,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"63,777","5,314",26,.,"69,117","63,777","5,314",26,0,"69,117",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1891,Blue Ridge Mountain EMC - (GA),,GA,TVA,0,0,0,0,0,"27,753","7,187",0,0,"34,940",0,0,0,0,0,0,0,0,0,0,"27,753","7,187",0,0,"34,940","302,535","169,506",0,0,"472,041","27,753","7,187",0,0,"34,940",0,0,0,0,0
2018,1891,Blue Ridge Mountain EMC - (GA),,NC,TVA,0,0,0,0,0,"14,177","3,801",0,0,"17,978",0,0,0,0,0,0,0,0,0,0,"14,177","3,801",0,0,"17,978","159,273","47,121",0,0,"206,394","14,177","3,801",0,0,"17,978",0,0,0,0,0
2018,1892,"Bluebonnet Electric Coop, Inc",,TX,ERCO,"83,724","11,847","1,573",.,"97,144",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"83,724","11,847","1,573",0,"97,144",.,.,.,.,.,"83,724","11,846","1,560",.,"97,130",.,.,1,.,1
2018,1896,City of Bluffton - (IN),,IN,PJM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,890",966,37,0,"5,893","4,890",966,37,0,"5,893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1898,"Bon Homme Yankton El Assn, Inc",,SD,SWPP,"3,284",520,2,.,"3,806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,284",520,2,0,"3,806",.,.,.,.,.,"3,284",520,2,.,"3,806",.,.,.,.,.
2018,1913,City of Boerne,,TX,ERCO,.,.,.,.,.,"4,215","1,220",.,.,"5,435",.,.,.,.,.,.,.,.,.,.,"4,215","1,220",0,0,"5,435","62,509","79,583",.,.,"142,092",.,.,.,.,.,.,.,.,.,.
2018,1936,Bolivar Energy Authority,,TN,TVA,0,0,0,0,0,"8,690","2,347",1,0,"11,038",0,0,0,0,0,0,0,0,0,0,"8,690","2,347",1,0,"11,038","135,929","75,840","18,204",0,"229,973","8,690","2,347",1,0,"11,038",0,0,0,0,0
2018,1955,City of Bridgeport Utilities - (NE),Y,NE,SWPP,719,193,0,.,912,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,719,193,0,0,912,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1956,City of Bonners Ferry,Y,ID,BPAT,"2,040",390,7,.,"2,437",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,040",390,7,0,"2,437",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1970,Village of Boonville - (NY),Y,NY,NYIS,907,112,.,.,"1,019",986,122,.,.,"1,108",.,.,.,.,.,.,.,.,.,.,"1,893",234,0,0,"2,127","15,375","1,900",.,.,"17,275",.,.,.,.,.,.,.,.,.,.
2018,1987,Town of Bostic - (NC),Y,NC,DUK,180,.,.,.,180,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,180,0,0,0,180,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,1997,City of Boscobel - (WI),,WI,MISO,0,0,0,0,0,0,8,1,0,9,0,0,0,0,0,"1,444",323,0,0,"1,767","1,444",331,1,0,"1,776",0,"18,443","4,706",0,"23,149",0,8,1,0,9,0,0,0,0,0
2018,2001,Boone Electric Coop,,MO,AECI,"5,970",168,7,.,"6,145","28,076",964,.,.,"29,040",.,.,.,.,.,.,.,.,.,.,"34,046","1,132",7,0,"35,185","368,562","73,836",0,.,"442,398","31,417",.,.,.,"31,417",.,.,.,.,.
2018,2008,City of Boulder City - (NV),,NV,WALC,"6,600","1,496",4,.,"8,100",.,.,.,.,.,.,.,.,.,.,18,0,0,.,18,"6,618","1,496",4,0,"8,118",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,2010,City of Bountiful,,UT,PACE,"15,569","1,395",0,0,"16,964",0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,"15,569","1,395",0,0,"16,964",0,0,0,0,0,.,.,.,.,.,.,.,.,.,.
2018,2049,"Bowie-Cass Electric Coop, Inc",,TX,SWPP,"33,360","4,225",7,.,"37,592",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"33,360","4,225",7,0,"37,592",.,.,.,.,.,"33,360","4,225",7,.,"37,592",.,.,.,.,.
2018,2050,City of Bowie - (TX),Y,TX,ERCO,"1,585",691,3,.,"2,279",750,.,.,.,750,.,.,.,.,.,.,.,.,.,.,"2,335",691,3,0,"3,029","2,404",.,.,.,"2,404",.,.,.,.,.,.,.,.,.,.
2018,2054,City of Bowling Green - (OH),,OH,PJM,.,.,.,.,.,"12,766","1,653",73,.,"14,492",.,.,.,.,.,4,10,6,.,20,"12,770","1,663",79,0,"14,512","103,763","50,175","187,595",.,"341,533",.,.,.,.,.,767,19,0,.,786
