Data Year,Utility Number,Utility Name,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2018,3841,Coast Electric Power Assn,,MS,SOCO,.,.,.,.,0,"74,686","5,953",4,.,"80,643",.,.,.,.,0,5,"1,087",4,.,"1,096","74,691","7,040",8,0,"81,739","1,046,980","131,415","29,312",.,"1,207,707","74,686","5,953",4,.,"80,643",.,.,.,.,0
2018,3843,Coastal Electric Member Corp,,GA,SOCO,.,.,.,.,0,"17,123","2,705",7,.,"19,835",.,.,.,.,.,.,.,.,.,.,"17,123","2,705",7,0,"19,835","257,867","71,173","194,822",.,"523,862","17,123","2,705",7,.,"19,835",.,.,.,.,.
2018,3844,"Coastal Electric Coop, Inc",,SC,SC,.,.,.,.,.,"10,491","1,168",5,0,"11,664",.,.,.,.,.,.,.,.,.,.,"10,491","1,168",5,0,"11,664","146,067","31,155","6,232",0,"183,454","10,491","1,168",5,0,"11,664",800,0,0,0,800
2018,3850,"Codington-Clark Elec Coop, Inc",,SD,SWPP,.,.,.,.,.,"5,049",241,.,.,"5,290",.,.,.,.,.,.,.,.,.,.,"5,049",241,0,0,"5,290","83,003","45,028",.,.,"128,031",.,.,.,.,.,.,.,.,.,.
2018,3855,Columbia Power System,,TN,TVA,0,0,0,0,0,"24,334","4,546",0,0,"28,880",0,0,0,0,0,0,0,0,0,0,"24,334","4,546",0,0,"28,880","358,629","307,672",0,0,"666,301",337,23,0,0,360,0,0,0,0,0
2018,3881,City of Cody,,WY,WACM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,194","1,314",.,.,"7,508","6,194","1,314",0,0,"7,508",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,3892,City of Coffeyville - (KS),,KS,SWPP,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,"5,002","1,010",10,0,"6,022","5,002","1,010",10,0,"6,022",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,3913,City of Colby - (KS),,KS,SWPP,"2,368",638,93,.,"3,099",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,"2,368",639,93,0,"3,100",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.
2018,3915,Coldwater Board of Public Util,,MI,MISO,628,0,0,.,628,"5,186","1,347",64,.,"6,597",.,.,.,.,.,.,.,.,.,.,"5,814","1,347",64,0,"7,225","38,045","66,896","398,616",.,"503,557","2,784","1,150",64,.,"3,998",.,.,.,.,.
2018,3916,Cobb Electric Membership Corp,,GA,SOCO,.,.,.,.,.,"185,629","22,093",138,.,"207,860",.,.,.,.,.,219,9,.,.,228,"185,848","22,102",138,0,"208,088","2,614,371","1,218,242","196,788",.,"4,029,401","185,848","22,102",138,.,"208,088",.,.,.,.,.
2018,3931,Coles-Moultrie Electric Coop,,IL,MISO,0,.,.,.,0,"12,781","1,115",9,.,"13,905",.,.,.,.,.,23,2,1,.,26,"12,804","1,117",10,0,"13,931","125,364","49,496","34,572",.,"209,432",.,.,.,.,.,.,.,.,.,.
2018,3938,"Coleman County Elec Coop, Inc",,TX,ERCO,"2,150",578,20,.,"2,748","4,914","1,147",36,.,"6,097",.,.,.,.,0,.,.,.,.,.,"7,064","1,725",56,0,"8,845","4,914","1,147",36,.,"6,097",.,.,.,.,.,.,.,.,.,.
2018,3939,City of College Park - (GA),,GA,SOCO,.,.,.,.,.,"7,918",892,.,.,"8,810",.,.,.,.,.,.,.,.,.,.,"7,918",892,0,0,"8,810","82,135","204,364",.,.,"286,499",.,.,.,.,.,.,.,.,.,.
2018,3940,City of College Station - (TX),,TX,ERCO,76,2,.,.,78,.,.,.,.,.,.,.,.,.,.,"41,117","5,620",.,.,"46,737","41,193","5,622",0,0,"46,815",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,3986,City of Collinsville - (OK),Y,OK,SWPP,.,.,.,.,.,"2,692",344,11,.,"3,047",.,.,.,.,.,.,.,.,.,.,"2,692",344,11,0,"3,047","29,083","15,967","6,677",.,"51,727",.,.,.,.,.,.,.,.,.,.
2018,3989,City of Colorado Springs - (CO),,CO,WACM,"178,079","27,533",0,0,"205,612","18,836","4,402","1,425",0,"24,663",0,0,0,0,0,0,0,0,0,0,"196,915","31,935","1,425",0,"230,275","12,892","50,078","1,986,001",0,"2,048,971","191,319","25,258",0,0,"216,577",0,0,1,0,1
2018,3990,Colorado River Indian Irr Proj,Y,AZ,WALC,728,250,69,.,"1,047","1,375",1,.,.,"1,376",.,.,.,.,.,.,.,.,.,.,"2,103",251,69,0,"2,423","10,476","3,289",.,.,"13,765",.,.,.,.,.,.,.,.,.,.
2018,3990,Colorado River Indian Irr Proj,Y,CA,WALC,"1,219",156,.,.,"1,375",667,.,.,.,667,.,.,.,.,.,.,.,.,.,.,"1,886",156,0,0,"2,042","6,331",.,.,.,"6,331",.,.,.,.,.,.,.,.,.,.
2018,4003,City of Colton - (CA),,CA,CISO,"13,291","1,235",86,.,"14,612",.,.,.,.,0,.,.,.,.,.,"3,444","1,582",.,.,"5,026","16,735","2,817",86,0,"19,638",.,.,.,.,0,.,.,.,.,0,.,.,.,.,.
2018,4005,"Columbia Basin Elec Cooperative, Inc",,OR,BPAT,.,.,.,.,.,"3,128",518,244,.,"3,890",.,.,.,.,.,.,.,.,.,.,"3,128",518,244,0,"3,890","39,961","27,108","41,891",.,"108,960",.,.,.,.,.,.,.,.,.,.
2018,4007,City of Columbia City - (IN),,IN,PJM,"4,012",.,.,.,"4,012",419,.,.,.,419,.,.,.,.,.,.,443,12,0,455,"4,431",443,12,0,"4,886","1,024",.,.,.,"1,024",.,.,.,.,.,.,.,.,.,.
2018,4008,Columbia Power Coop Assn Inc,,OR,BPAT,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,401",238,255,.,"1,894","1,401",238,255,0,"1,894",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4040,Calhoun County Elec Coop Assn,,IA,MISO,.,.,.,.,.,"1,669",.,5,.,"1,674",.,.,.,.,.,.,.,21,.,21,"1,669",0,26,0,"1,695","30,426",.,"1,518",.,"31,944",.,.,1,.,1,378,.,.,.,378
2018,4041,"Columbia Rural Elec Assn, Inc",,OR,BPAT,.,.,.,.,.,45,31,67,.,143,.,.,.,.,.,.,.,.,.,.,45,31,67,0,143,818,333,"4,044",.,"5,195",45,31,67,.,143,.,.,.,.,.
2018,4041,"Columbia Rural Elec Assn, Inc",,WA,BPAT,.,.,.,.,.,"3,782","1,509",542,.,"5,833",.,.,.,.,.,.,.,.,.,.,"3,782","1,509",542,0,"5,833","52,308","72,021","209,144",.,"333,473","3,782","1,509",542,.,"5,833",.,.,.,.,.
2018,4045,City of Columbia - (MO),,MO,MISO,"43,519","6,693",115,.,"50,327",.,.,.,.,.,.,.,.,.,.,8,.,.,.,8,"43,527","6,693",115,0,"50,335",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4063,Co-Mo Electric Coop Inc,,MO,AECI,.,.,.,.,.,"29,279","2,292",1,.,"31,572",.,.,.,.,.,.,.,.,.,.,"29,279","2,292",1,0,"31,572","396,298","66,081","12,036",.,"474,415","29,279","2,292",1,.,"31,572",.,.,.,.,.
2018,4065,City of Columbus - (OH),,OH,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,305","2,824",415,0,"14,544","11,305","2,824",415,0,"14,544",.,.,.,.,.,0,9,15,0,24,.,.,.,.,.
2018,4068,City of Columbus - (MS),,MS,TVA,"9,096","3,503",3,0,"12,602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,096","3,503",3,0,"12,602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4071,"Columbus Electric Coop, Inc",,AZ,PNM,415,37,24,.,476,.,.,.,.,.,.,.,.,.,.,15,1,.,.,16,430,38,24,0,492,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4071,"Columbus Electric Coop, Inc",,NM,PNM,"3,443",584,.,.,"4,027",.,.,.,.,.,.,.,.,.,.,69,228,328,.,625,"3,512",812,328,0,"4,652",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4073,City of Columbus - (WI),,WI,MISO,0,0,0,0,0,"2,440",455,2,0,"2,897",0,0,0,0,0,2,7,0,0,9,"2,442",462,2,0,"2,906","19,266","29,913","28,530",0,"77,709",0,0,0,0,0,0,0,0,0,0
2018,4110,Commonwealth Edison Co,,IL,PJM,0,39,198,0,237,"3,660,763","455,573","14,855",159,"4,131,350","3,660,763","455,573","14,855",159,"4,131,350","7,984","1,240",397,3,"9,624","3,668,747","456,852","15,450",162,"4,141,211","27,016,755","31,799,414","26,017,338","528,830","85,362,337",.,.,.,.,.,"86,000",.,.,.,"86,000"
2018,4117,Community Electric Coop,,VA,PJM,.,.,.,.,.,"9,248","1,844",2,.,"11,094",.,.,.,.,.,.,.,.,.,.,"9,248","1,844",2,0,"11,094","181,948","25,193","5,360",.,"212,501","9,248","1,844",2,.,"11,094",.,.,.,.,.
2018,4146,Concho Valley Elec Coop Inc,,TX,ERCO,.,.,.,.,.,"10,685","2,646","1,392",.,"14,723",.,.,.,.,.,0,0,0,.,0,"10,685","2,646","1,392",0,"14,723","119,430","111,310","194,220",.,"424,960","10,685","2,646","1,392",.,"14,723",.,.,.,.,.
2018,4147,Town of Concord - (MA),,MA,ISNE,"6,508","1,272",22,.,"7,802","1,002",28,.,.,"1,030",.,.,.,.,.,.,.,.,.,.,"7,510","1,300",22,0,"8,832","15,392","1,681",.,.,"17,073","1,002",28,.,.,"1,030",488,10,.,.,498
2018,4150,City of Concord - (NC),,NC,DUK,0,"2,467",33,0,"2,500","26,586","2,182",30,0,"28,798",0,0,0,0,0,0,0,0,0,0,"26,586","4,649",63,0,"31,298","355,969","232,259","85,013",0,"673,241",.,.,.,.,.,.,.,.,.,.
2018,4153,"Concordia Electric Coop, Inc",,LA,MISO,"9,626",819,76,.,"10,521","2,107",352,17,.,"2,476",.,.,.,.,.,20,555,50,.,625,"11,753","1,726",143,0,"13,622","29,088","14,656","6,796",.,"50,540",.,.,.,.,.,.,.,.,.,.
2018,4160,Callaway Electric Cooperative,,MO,AECI,.,.,.,.,.,"12,144",869,.,.,"13,013",.,.,.,.,.,.,.,.,.,.,"12,144",869,0,0,"13,013","192,263","44,159",.,.,"236,422",.,.,.,.,.,.,.,.,.,.
2018,4176,Connecticut Light & Power Co,,CT,ISNE,"1,156,092","113,921","3,396",1,"1,273,410",.,.,.,.,.,.,.,.,.,.,2,3,.,.,5,"1,156,094","113,924","3,396",1,"1,273,415",.,.,.,.,.,.,57,42,.,99,.,.,.,.,.
2018,4226,Consolidated Edison Co-NY Inc,,NY,NYIS,"1,174,296","193,851",.,.,"1,368,147",.,.,.,.,.,.,.,.,.,.,"1,776,297","359,806",733,2,"2,136,838","2,950,593","553,657",733,2,"3,504,985",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4237,Consolidated Electric Coop,,MO,AECI,.,.,.,.,.,"7,413",525,81,.,"8,019",.,.,.,.,.,.,.,.,.,.,"7,413",525,81,0,"8,019","128,790","35,198","98,729",.,"262,717","7,413",525,81,.,"8,019",.,.,.,.,.
2018,4247,Consolidated Water Power Co,,WI,MISO,100,7,.,.,107,.,.,.,.,.,.,.,.,.,.,.,.,15,.,15,100,7,15,0,122,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4254,Consumers Energy Co,,MI,MISO,0,0,0,0,0,"1,611,617","219,577",212,0,"1,831,406",0,0,0,0,0,"10,653","3,955","1,297",0,"15,905","1,622,270","223,532","1,509",0,"1,847,311","13,002,501","7,592,794","130,186",0,"20,725,481","1,603,125","222,583","1,450",0,"1,827,158","52,790",0,0,0,"52,790"
2018,4262,Cooke County Elec Coop Assn,,TX,ERCO,.,.,.,.,.,"14,147","2,274",.,.,"16,421",.,.,.,.,.,.,.,.,.,.,"14,147","2,274",0,0,"16,421","213,622","301,460",.,.,"515,082",.,.,.,.,.,.,.,.,.,.
2018,4265,Continental Divide El Coop Inc,,NM,PNM,"20,244",.,.,.,"20,244",.,.,.,.,.,.,.,.,.,.,739,"3,125",22,.,"3,886","20,983","3,125",22,0,"24,130",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4280,Conway Corporation,,AR,MISO,.,.,.,.,0,"27,525","2,957",118,.,"30,600",.,.,.,.,.,.,.,.,.,.,"27,525","2,957",118,0,"30,600","357,349","247,111","402,833",.,"1,007,293",.,.,.,.,.,.,.,.,.,.
2018,4294,City of Cookeville - (TN),,TN,TVA,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,"14,595","3,539",6,0,"18,140","14,595","3,540",7,0,"18,142",0,"34,482","26,194",0,"60,676",0,0,0,0,0,0,0,0,0,0
2018,4295,Comanche County Elec Coop Assn,,TX,ERCO,.,.,.,.,.,"6,565","10,490",6,.,"17,061",.,.,.,.,.,.,.,.,.,.,"6,565","10,490",6,0,"17,061","104,191","103,571","72,630",.,"280,392","6,565","10,490",6,.,"17,061",.,.,.,.,.
2018,4296,"Cookson Hills Elec Coop, Inc",,OK,AECI,.,.,.,.,0,"16,434","1,341",37,.,"17,812",.,.,.,.,.,.,.,.,.,.,"16,434","1,341",37,0,"17,812","242,934","29,682","25,643",.,"298,259","16,434","1,341",37,.,"17,812",0,0,0,.,0
2018,4317,"Coos-Curry Electric Coop, Inc",,OR,BPAT,.,.,.,.,.,"15,286","2,145",447,.,"17,878",.,.,.,.,.,.,.,.,.,.,"15,286","2,145",447,0,"17,878","179,106","91,608","57,767",.,"328,481","5,895",695,89,.,"6,679",.,.,.,.,.
2018,4327,Coosa Valley Electric Coop Inc,,AL,AEC,.,.,.,.,.,"14,227","2,475",92,.,"16,794",.,.,.,.,.,.,.,.,.,.,"14,227","2,475",92,0,"16,794","219,080","29,295","64,145",.,"312,520",.,.,.,.,.,.,.,.,.,.
2018,4329,"Copper Valley Elec Assn, Inc",,AK,NA,.,.,.,.,.,"3,002",822,.,.,"3,824",.,.,.,.,.,.,.,.,.,.,"3,002",822,0,0,"3,824","15,840","67,222",.,.,"83,062","3,002",822,.,.,"3,824",.,.,.,.,.
2018,4346,Cooperative L&P Assn Lake County,,MN,MISO,.,.,.,.,.,"7,061",587,1,.,"7,649",.,.,.,.,.,.,.,.,.,.,"7,061",587,1,0,"7,649","59,150","19,948","23,033",.,"102,131","1,648",.,.,.,"1,648","1,754",1,1,.,"1,756"
2018,4356,Colorado River Comm of Nevada,,NV,NEVP,.,.,.,.,.,.,17,6,.,23,.,.,.,.,.,.,.,.,.,.,0,17,6,0,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4362,Corn Belt Energy Corporation,,IL,MISO,"33,865","2,146",4,.,"36,015",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"33,865","2,146",4,0,"36,015",.,.,.,.,.,"33,865","2,146",4,.,"36,015","1,970",.,.,.,"1,970"
2018,4365,Town of Cornelius - (NC),Y,NC,DUK,"3,438",481,.,.,"3,919",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,438",481,0,0,"3,919",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4369,City of Cornell,Y,WI,MISO,263,22,.,.,285,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,263,22,0,0,285,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4373,Cornhusker Public Power Dist,,NE,SWPP,"7,139",486,"2,314",0,"9,939",.,.,.,.,.,.,.,.,.,.,10,11,24,0,45,"7,149",497,"2,338",0,"9,984",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4375,City of Corning - (IA),Y,IA,MISO,726,204,.,.,930,.,.,0,.,0,.,.,.,.,.,.,.,.,.,.,726,204,0,0,930,.,.,0,.,0,.,.,.,.,.,.,.,.,.,.
2018,4390,City of Corona - (CA),,CA,CISO,"1,275",530,9,0,"1,814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,275",530,9,0,"1,814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4401,"Cotton Electric Coop, Inc",,OK,SWPP,0,0,0,0,0,"18,376","2,814",12,0,"21,202",0,0,0,0,0,0,"1,012",0,0,"1,012","18,376","3,826",12,0,"22,214","303,059","125,166","293,029",0,"721,254","18,376","1,000",0,0,"19,376",0,1,0,0,1
2018,4430,"Covington Electric Coop, Inc",,AL,AEC,.,.,.,.,.,"22,017","1,267",13,.,"23,297",.,.,.,.,.,.,.,.,.,.,"22,017","1,267",13,0,"23,297","304,801","62,448","22,396",.,"389,645","22,017","1,267",13,.,"23,297","2,082",.,.,.,"2,082"
2018,4432,Coweta-Fayette El Member Corp,,GA,SOCO,0,0,4,0,4,"74,306","6,136",47,0,"80,489",.,.,.,.,.,.,.,.,.,.,"74,306","6,136",51,0,"80,493","1,149,478","299,985","119,342",0,"1,568,805","74,306","6,136",51,0,"80,493",.,.,.,.,.
2018,4433,City of Covington - (GA),,GA,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,040","1,865",10,.,"11,915","10,040","1,865",10,0,"11,915",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4437,City of Covington - (TN),,TN,TVA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"3,661",935,4,0,"4,600","3,661",935,5,0,"4,601",0,0,"70,809",0,"70,809",0,0,0,0,0,0,0,0,0,0
2018,4442,PUD No 1 of Cowlitz County,,WA,BPAT,.,.,.,.,.,"44,890","5,978",327,0,"51,195",.,.,.,.,.,10,.,.,.,10,"44,900","5,978",327,0,"51,205","711,762","382,495","3,745,632",0,"4,839,889","9,125",223,14,0,"9,362",0,0,0,0,0
2018,4459,Cozad Board of Public Works,,NE,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,706",356,1,0,"2,063","1,706",356,1,0,"2,063",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4471,Craig-Botetourt Electric Coop,,VA,PJM,4,3,.,.,7,"5,903",792,.,.,"6,695",.,.,.,.,.,30,.,.,.,30,"5,937",795,0,0,"6,732","70,708","7,830",.,.,"78,538",.,.,.,.,.,.,.,.,.,.
2018,4471,Craig-Botetourt Electric Coop,,WV,PJM,3,1,.,.,4,429,51,.,.,480,.,.,.,.,.,2,.,.,.,2,434,52,0,0,486,"2,455",329,.,.,"2,784",.,.,.,.,0,.,.,.,.,.
2018,4508,"Crawfordsville Elec, Lgt & Pwr",,IN,MISO,"5,432",636,0,.,"6,068","2,988",915,2,.,"3,905",.,.,.,.,.,.,.,131,.,131,"8,420","1,551",133,0,"10,104","31,733","35,566","3,966",.,"71,265",.,.,.,.,.,.,.,.,.,.
2018,4509,Craighead Electric Coop Corp,,AR,MISO,"23,628","5,675","1,489",.,"30,792",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"23,628","5,675","1,489",0,"30,792",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4524,"Crawford Electric Coop, Inc",,MO,AECI,420,18,1,.,439,"18,029","1,540",2,.,"19,571",.,.,.,.,.,.,4,.,.,4,"18,449","1,562",3,0,"20,014","230,022","38,108","4,274",.,"272,404",.,.,.,.,.,.,.,.,.,.
2018,4527,City of Crete,,NE,SWPP,.,.,3,.,3,.,.,.,.,.,.,.,.,.,.,"2,471",719,.,.,"3,190","2,471",719,3,0,"3,193",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4538,Crisp County Power Comm,,GA,SOCO,645,223,3,.,871,.,.,.,.,.,.,.,.,.,.,"8,462","2,515",52,.,"11,029","9,107","2,738",55,0,"11,900",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4577,Crow Wing Cooperative Power & Light Comp,,MN,MISO,"35,649","1,740",4,.,"37,393","19,929","1,090",198,.,"21,217",.,.,.,.,.,.,.,.,.,.,"55,578","2,830",202,0,"58,610","159,384","54,918","40,573",.,"254,875","36,254","1,365",80,.,"37,699","11,404",222,78,.,"11,704"
2018,4604,City of Crystal Falls,,MI,MISO,0,0,0,0,0,"1,336",271,0,0,"1,607",0,0,0,0,0,0,0,0,0,0,"1,336",271,0,0,"1,607","7,744","8,558",0,0,"16,302",0,0,0,0,0,0,0,0,0,0
2018,4607,City of Cuba City,,WI,MISO,934,159,0,0,"1,093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,159,0,0,"1,093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4610,City of Cuero - (TX),,TX,ERCO,.,.,.,.,.,"3,032",473,3,.,"3,508",.,.,.,.,.,.,.,.,.,.,"3,032",473,3,0,"3,508","44,107","40,031","7,013",.,"91,151",.,.,.,.,.,.,.,.,.,.
2018,4617,Cullman Power Board,,AL,TVA,0,0,0,0,0,"5,935","1,147",0,0,"7,082",0,0,0,0,0,800,678,3,0,"1,481","6,735","1,825",3,0,"8,563","82,916","25,118",0,0,"108,034",0,0,0,0,0,0,0,0,0,0
2018,4618,"Cullman Electric Coop, Inc",,AL,TVA,"36,088","7,591",7,0,"43,686",0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,"36,088","7,591",13,0,"43,692",0,0,"195,205",0,"195,205","36,088","7,591",7,0,"43,686",0,0,0,0,0
2018,4619,Town of Culpeper- (VA),,VA,PJM,"4,565",884,15,0,"5,464",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,565",884,15,0,"5,464",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4622,"Cumberland Valley Electric, Inc.",,KY,PJM,.,.,.,.,0,"21,978","1,505",80,.,"23,563",.,.,.,.,.,.,.,2,.,2,"21,978","1,505",82,0,"23,565","315,249","29,658","81,841",.,"426,748","21,978","1,505",80,.,"23,563","1,222",.,.,.,"1,222"
2018,4622,"Cumberland Valley Electric, Inc.",,TN,PJM,.,.,.,.,.,71,.,.,.,71,.,.,.,.,.,.,.,.,.,.,71,0,0,0,71,803,.,.,.,803,71,.,.,.,71,.,.,.,.,.
2018,4624,Cumberland Elec Member Corp,,TN,TVA,0,0,0,0,0,"88,207","10,447",24,0,"98,678",0,0,0,0,0,0,0,0,0,0,"88,207","10,447",24,0,"98,678","1,606,379","541,713","659,635",0,"2,807,727","174,382","10,447",12,0,"184,841",0,0,0,0,0
2018,4632,Cuming County Public Pwr Dist,,NE,SWPP,.,.,.,.,.,"2,779",340,727,.,"3,846",.,.,.,.,.,.,.,.,.,.,"2,779",340,727,0,"3,846","52,895","13,647","33,493",.,"100,035","1,854",340,379,.,"2,573",.,.,.,.,.
2018,4667,City of Cushing - (OK),,OK,SWPP,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,"3,552",708,157,.,"4,417","3,552",708,157,0,"4,417",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4671,Custer Public Power District,,NE,SWPP,"4,643","1,182","4,947",.,"10,772",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,643","1,182","4,947",0,"10,772",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4675,Cuivre River Electric Coop Inc,,MO,AECI,3,0,0,.,3,"64,153","1,191",233,.,"65,577",.,.,.,.,.,.,.,.,.,.,"64,156","1,191",233,0,"65,580","1,121,005","43,666","267,214",.,"1,431,885","64,156","1,191",233,.,"65,580",0,0,0,.,0
2018,4683,City of Cuyahoga Falls - (OH),,OH,PJM,"23,097","2,144",204,0,"25,445",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"23,097","2,144",204,0,"25,445",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4704,"DS&O Electric Cooperative, Inc.",,KS,SWPP,797,130,.,.,927,"6,352",998,4,.,"7,354",.,.,.,.,.,.,.,.,.,.,"7,149","1,128",4,0,"8,281","94,063","31,431","4,635",.,"130,129","7,149",998,0,.,"8,147",128,0,0,.,128
2018,4715,Dahlberg Light & Power Co,,WI,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,477","1,215",38,0,"11,730","10,477","1,215",38,0,"11,730",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4717,Dakota Valley Elec Coop Inc,,ND,MISO,"5,499",724,401,0,"6,624",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,499",724,401,0,"6,624",.,.,.,.,.,.,.,.,.,.,"2,750",169,20,0,"2,939"
2018,4720,Dakota Energy Coop Inc,,SD,WACM,"3,261",291,5,.,"3,557",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,261",291,5,0,"3,557",.,.,.,.,.,"3,261",291,5,.,"3,557",.,.,.,.,.
2018,4743,"Consumers Power, Inc",,OR,BPAT,571,.,.,.,571,"19,802","1,752",530,.,"22,084",.,.,.,.,.,.,.,.,.,.,"20,373","1,752",530,0,"22,655","265,437","87,933","40,918",.,"394,288","20,373","1,752",530,.,"22,655",.,.,.,.,0
2018,4744,Dalton Utilities,,GA,SOCO,"12,431","4,236",207,.,"16,874",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,431","4,236",207,0,"16,874",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4791,City of Danville - (IA),Y,IA,MISO,394,43,.,.,437,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,394,43,0,0,437,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4794,City of Danville - (VA),,VA,PJM,.,.,.,.,.,"36,881","4,802",16,.,"41,699",.,.,.,.,.,.,"6,224",.,.,"6,224","36,881","11,026",16,0,"47,923","480,475","160,171","36,653",.,"677,299",.,.,.,.,.,.,.,.,.,.
2018,4796,"Darke Rural Electric Coop, Inc",,OH,PJM,"3,127",69,1,.,"3,197","1,790",1,.,.,"1,791",.,.,.,.,.,.,125,.,.,125,"4,917",195,1,0,"5,113","33,271",1,.,.,"33,272",.,.,.,.,.,.,.,.,.,.
2018,4799,Darlington Light & Power Co,Y,IN,MISO,635,69,.,.,704,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,635,69,0,0,704,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2018,4836,City of David City,,NE,SWPP,.,.,.,.,.,"1,214",237,32,.,"1,483",.,.,.,.,.,.,.,.,.,.,"1,214",237,32,0,"1,483","15,476","6,430","17,934",.,"39,840",.,.,.,.,.,.,.,.,.,.
2018,4848,Daviess Martin County R E M C,,IN,MISO,.,.,.,.,.,"7,637",495,64,0,"8,196",.,.,.,.,.,.,.,.,.,.,"7,637",495,64,0,"8,196","124,912","14,905","270,194",.,"410,011",.,.,.,.,.,.,.,.,.,.
2018,4911,Dawson Power District,,NE,SWPP,.,.,.,.,0,"15,758","1,573","5,799",.,"23,130",.,.,.,.,.,4,.,.,.,4,"15,762","1,573","5,799",0,"23,134","257,362","80,970","177,700",.,"516,032",.,.,.,.,.,.,.,.,.,.
2018,4920,City of Dayton - (TN),,TN,TVA,0,0,0,0,0,"8,617","1,970",6,0,"10,593",0,0,0,0,0,0,0,0,0,0,"8,617","1,970",6,0,"10,593","118,620","91,111","74,063",0,"283,793",0,0,0,0,0,0,0,0,0,0
2018,4922,Dayton Power & Light Co,,OH,PJM,"319,753",.,.,.,"319,753",.,.,.,.,.,.,.,.,.,.,"143,863","58,172","1,704",1,"203,740","463,616","58,172","1,704",1,"523,493",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
