,|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..Part|,|Utility Characteristics..Service Type|,"|Utility Characteristics..""Data Type O = Observed I = Imputed""|",|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|Utility Characteristics.BA Code|,|RESIDENTIAL.Revenues.Thousand Dollars|,|RESIDENTIAL.Sales.Megawatthours|,|RESIDENTIAL.Customers.Count|,|COMMERCIAL.Revenues.Thousand Dollars|,|COMMERCIAL.Sales.Megawatthours|,|COMMERCIAL.Customers.Count|,|INDUSTRIAL.Revenues.Thousand Dollars|,|INDUSTRIAL.Sales.Megawatthours|,|INDUSTRIAL.Customers.Count|,|TRANSPORTATION.Revenues.Thousand Dollars|,|TRANSPORTATION.Sales.Megawatthours|,|TRANSPORTATION.Customers.Count|,|TOTAL.Revenues.Thousand Dollars|,|TOTAL.Sales.Megawatthours|,|TOTAL.Customers.Count|
32,2015,13374.0,"Constellation NewEnergy, Inc",B,Energy,O,IL,Retail Power Marketer,PJM,148906.8,2117576,234063,650093,11145015,4403,291806.5,5614287,531,37739.1,713004,2,1128545.4,19589882,238999
33,2015,14840.0,City of Peru - (IL),A,Bundled,O,IL,Municipal,MISO,3998,37214,4700,10048,93615,900,9794,118739,8,.,.,.,23840,249568,5608
34,2015,15388.0,City of Princeton - (IL),A,Bundled,O,IL,Municipal,MISO,3012,29919,3757,1921,16200,675,4284,47729,56,.,.,.,9217,93848,4488
35,2015,15686.0,Village of Rantoul - (IL),A,Bundled,O,IL,Municipal,MISO,5565,43250,5559,2278,19281,441,7885,89582,73,.,.,.,15728,152113,6073
36,2015,16179.0,Rochelle Municipal Utilities,A,Bundled,O,IL,Municipal,PJM,5467,45452,6156,6701,43933,1076,18158,220150,38,.,.,.,30326,309535,7270
37,2015,16196.0,Rock Energy Cooperative,A,Bundled,O,IL,Cooperative,MISO,10689,81932,9136,8418,83343,1042,4526,55260,16,.,.,.,23633,220535,10194
38,2015,16420.0,Rural Electric Conven Coop,A,Bundled,O,IL,Cooperative,MISO,11873.6,82436,5458,1763.8,13157,324,1200.3,10748,6,.,.,.,14837.7,106341,5788
39,2015,16740.0,Scenic Rivers Energy Coop,A,Bundled,O,IL,Cooperative,MISO,30,239,13,.,.,.,.,.,.,.,.,.,30,239,13
40,2015,16840.0,Noble Americas Energy Solutions LLC,B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,246883.6,5017186,182,33446.7,675428,28,0,0,0,280330.3,5692614,210
41,2015,17040.0,"Shelby Electric Coop, Inc",A,Bundled,O,IL,Cooperative,MISO,20745,121855,9635,4637,40249,160,7762,81915,15,.,.,.,33144,244019,9810
42,2015,17585.0,"Southeastern IL Elec Coop, Inc",A,Bundled,O,IL,Cooperative,MISO,39532,319316,21730,12399,99877,2193,52498,636114,32,.,.,.,104429,1055307,23955
43,2015,17631.0,Southern Illinois Elec Coop,A,Bundled,O,IL,Cooperative,MISO,22036,150880,10786,2938,22798,478,1086,13035,2,.,.,.,26060,186713,11266
44,2015,17697.0,Southwestern Electric Coop Inc - (IL),A,Bundled,O,IL,Cooperative,MISO,40024,301812,22093,11827,103611,580,3956,14898,6,0,0,0,55807,420321,22679
45,2015,17710.0,"Spark Energy, LP",B,Energy,O,IL,Retail Power Marketer,MISO,33095.4,313282,48355,7567.3,71633,620,0,0,0,0,0,0,40662.7,384915,48975
46,2015,17828.0,City of Springfield - (IL),A,Bundled,O,IL,Municipal,MISO,78569,634512,59415,143359,1058539,11439,.,.,.,.,.,.,221928,1693051,70854
47,2015,17860.0,City of St Charles - (IL),A,Bundled,O,IL,Municipal,PJM,15879.1,119771,13266,20365.4,172082,2239,21026.9,232242,47,.,.,.,57271.4,524095,15552
48,2015,18193.0,Direct Energy Business,B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,381094,6897145,8496,0,0,0,10.5,182,1,381104.5,6897327,8497
49,2015,18955.0,"Tri-County Electric Coop, Inc",A,Bundled,O,IL,Cooperative,MISO,32970,232908,15745,4495,39818,338,8329,98500,39,0,0,0,45794,371226,16122
50,2015,19107.0,ENGIE Resources Inc.,B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,142704,2265592,171,60578,961747,72,0,0,0,203282,3227339,243
51,2015,20222.0,Wayne-White Counties Elec Coop,A,Bundled,O,IL,Cooperative,MISO,22441.4,148034,11955,7919.3,68275,1436,14179.9,179788,163,.,.,.,44540.6,396097,13554
52,2015,20824.0,Village of Winnetka - (IL),A,Bundled,O,IL,Municipal,PJM,9343,81315,4481,4236,40625,570,.,0,.,.,0,.,13579,121940,5051
53,2015,21795.0,"Constellation Energy Services, Inc.",B,Energy,O,IL,Retail Power Marketer,MISO,271662.3,3591663,551507,315337.6,5463562,49676,0,0,0,0,0,0,586999.9,9055225,601183
54,2015,49730.0,American PowerNet,B,Energy,O,IL,Retail Power Marketer,PJM,0,0,0,17600.5,364210,1,0,0,0,0,0,0,17600.5,364210,1
55,2015,50046.0,"Texas Retail Energy, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,30807.1,622858,1,0,0,0,0,0,0,30807.1,622858,1
56,2015,50153.0,"APN Starfirst, L.P.",B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,0,0,0,1320,31529,1,0,0,0,1320,31529,1
57,2015,54820.0,Direct Energy Services,B,Energy,O,IL,Retail Power Marketer,MISO,85463.5,997604,113651,55997.9,739750,27036,0,0,0,0,0,0,141461.4,1737354,140687
58,2015,54862.0,Champion Energy Services,B,Energy,O,IL,Retail Power Marketer,MISO,2923,39506,3807,101637,1959489,1950,0,0,0,0,0,0,104560,1998995,5757
59,2015,54871.0,Glacial Energy Holdings,B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,4068,63343,2247,0,0,0,0,0,0,4068,63343,2247
60,2015,55722.0,AEP Energy,B,Energy,O,IL,Retail Power Marketer,PJM,3744.3,55346,5595,147245,2020483,7083,0,0,0,0,0,0,150989.3,2075829,12678
61,2015,55781.0,Liberty Power Corp.,B,Energy,O,IL,Retail Power Marketer,MISO,33448,369804,59084,55262.2,1010549,4149,0,0,0,0,0,0,88710.2,1380353,63233
62,2015,55815.0,"IDT Energy, Inc.",B,Energy,O,IL,Retail Power Marketer,PJM,13659.8,151485,26898,1835.7,26608,941,0,0,0,0,0,0,15495.5,178093,27839
63,2015,55874.0,"Energy Services Providers, Inc",B,Energy,O,IL,Retail Power Marketer,MISO,18231.4,233044,25272,4982.7,70453,2066,0,0,0,0,0,0,23214.1,303497,27338
64,2015,55878.0,Hudson Energy Services,B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,160188.7,2871321,4591,0,0,0,0,0,0,160188.7,2871321,4591
65,2015,56212.0,"Ambit Energy Holdings, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,35028.3,420246,47716,11615.5,175106,5676,.,.,.,.,.,.,46643.8,595352,53392
66,2015,56265.0,Energy Plus Holdings LLC,B,Energy,O,IL,Retail Power Marketer,MISO,38213,303448,36954,3950,31367,1374,0,0,0,0,0,0,42163,334815,38328
67,2015,56379.0,"MC Squared Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,59290,875820,73154,34921,509988,5463,3009,48624,58,0,0,0,97220,1434432,78675
68,2015,56504.0,Major Energy Electric Services,B,Energy,O,IL,Retail Power Marketer,PJM,592,5264,981,253,2270,375,0,0,0,0,0,0,845,7534,1356
69,2015,56697.0,Ameren Illinois Company,A,Bundled,O,IL,Investor Owned,MISO,495184,4796710,447261,266081,3034917,69216,63199,1431647,355,.,.,.,824464,9263274,516832
70,2015,56697.0,Ameren Illinois Company,C,Delivery,O,IL,Investor Owned,MISO,363162,6757323,613212,240065,9749042,91310,53515,10273643,632,466,19389,1,657208,26799397,705155
71,2015,56775.0,Entrust Energy,B,Energy,O,IL,Retail Power Marketer,PJM,6776,83434,10922,740,11257,105,0,0,0,0,0,0,7516,94691,11027
72,2015,57037.0,Reliant Energy Northeast LLC,B,Energy,O,IL,Retail Power Marketer,PJM,12033.6,130276,18470,2348.2,21423,657,1372.2,24858,10,0,0,0,15754,176557,19137
73,2015,57067.0,"ENGIE Retail, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,0,0,0,2406,35551,458,0,0,0,0,0,0,2406,35551,458
74,2015,57205.0,"EDF Industrial Power Services (IL), LLC",B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,0,0,0,7393,161351,4,0,0,0,7393,161351,4
75,2015,57307.0,"Plymouth Rock Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,842.3,9949,2178,2324.3,30225,487,0,0,0,0,0,0,3166.6,40174,2665
76,2015,57428.0,Source Power & Gas LLC,B,Energy,O,IL,Retail Power Marketer,PJM,14.5,212,22,443,8606,3,0,0,0,0,0,0,457.5,8818,25
77,2015,57488.0,"XOOM Energy Illinois, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,13442.2,148386,20257,9697.2,116438,3372,0,0,0,0,0,0,23139.4,264824,23629
78,2015,58119.0,Public Power LLC (CT),B,Energy,O,IL,Retail Power Marketer,PJM,4865.2,46502,6319,147.2,1964,85,0,0,0,0,0,0,5012.4,48466,6404
79,2015,58162.0,Viridian Energy PA LLC,B,Energy,O,IL,Retail Power Marketer,PJM,12873.2,150041,18113,6434.3,83168,3015,0,0,0,0,0,0,19307.5,233209,21128
80,2015,58314.0,"Palmco Power IL, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,6526,52947,8800,47,484,22,.,.,.,.,.,.,6573,53431,8822
81,2015,58667.0,"North American Power and Gas, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,10370.6,87340,10836,584.4,4824,256,0,0,0,0,0,0,10955,92164,11092
82,2015,58683.0,Everyday Energy LLC,B,Energy,O,IL,Retail Power Marketer,PJM,290.5,4063,468,0.4,6,3,0,0,0,0,0,0,290.9,4069,471
83,2015,58951.0,"Ethical Electric, Inc.",B,Energy,O,IL,Retail Power Marketer,PJM,7093,64149,11418,136.5,1122,162,0,0,0,0,0,0,7229.5,65271,11580
84,2015,58952.0,Sperian Energy Corp,B,Energy,O,IL,Retail Power Marketer,PJM,13533.3,148968,20061,1845.7,21994,485,0,0,0,0,0,0,15379,170962,20546
85,2015,58953.0,"Star Energy Partners, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,0.5,7,39,8.5,119,1,0,0,0,0,0,0,9,126,40
86,2015,58965.0,Energy.Me Midwest LLC,B,Energy,O,IL,Retail Power Marketer,PJM,4414,81742,6399,71360.2,1783615,5488,.,.,.,.,.,.,75774.2,1865357,11887
87,2015,58972.0,"Realgy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,5286,101234,10202,5415,90746,1565,0,0,0,0,0,0,10701,191980,11767
88,2015,58974.0,Clearview Electric Inc.,B,Energy,O,IL,Retail Power Marketer,MISO,7664,80548,10884,0,0,0,0,0,0,0,0,0,7664,80548,10884
89,2015,59054.0,"Eligo Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,16037,204786,300052,8342,87003,11958,.,.,.,.,.,.,24379,291789,312010
90,2015,59088.0,"Nordic Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,2318,43294,5090,26801,418605,3499,0,0,0,.,.,.,29119,461899,8589
91,2015,59088.0,"Nordic Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,2193,36366,12016,16763,268639,2144,0,0,0,.,.,.,18956,305005,14160
92,2015,59385.0,"Dynegy Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,33261,484599,48138,118159,1620298,930,5832,76984,15,0,0,0,157252,2181881,49083
93,2015,59472.0,Agera Energy LLC,B,Energy,O,IL,Retail Power Marketer,PJM,0,0,0,1215,17967,600,0,0,0,0,0,0,1215,17967,600
94,2015,59472.0,Agera Energy LLC,B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,870,13778,1093,0,0,0,0,0,0,870,13778,1093
95,2015,59619.0,"EDF Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,0,0,0,0,0,0,3425.9,79626,4,0,0,0,3425.9,79626,4
96,2015,59620.0,Verde Energy USA,B,Energy,O,IL,Retail Power Marketer,PJM,33673,438001,49535,0,0,0,0,0,0,0,0,0,33673,438001,49535
97,2015,59785.0,Iron Energy LLC dba Kona Energy,B,Energy,O,IL,Retail Power Marketer,MISO,2445,34526,4128,27099,440873,2528,.,.,.,.,.,.,29544,475399,6656
98,2015,59795.0,"Starion Energy PA, Inc.",B,Energy,O,IL,Retail Power Marketer,PJM,22250.4,246303,34668,150,1641,34,0,0,0,0,0,0,22400.4,247944,34702
99,2015,59808.0,MP2 Energy LLC,B,Energy,O,IL,Retail Power Marketer,PJM,0.1,3,3,470.7,11810,84,2287.7,60441,26,0,0,0,2758.5,72254,113
100,2015,59811.0,Santanna Energy Services,B,Energy,O,IL,Retail Power Marketer,PJM,15339,170238,23046,242.3,2660,164,0,0,0,0,0,0,15581.3,172898,23210
101,2015,59813.0,"Oasis Power, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,114.6,1254,259,660.2,10162,328,0,0,0,0,0,0,774.8,11416,587
102,2015,59815.0,"HIKO Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,1212.2,12019,1702,1,10,1,0,0,0,0,0,0,1213.2,12029,1703
103,2015,59847.0,Sustainable Star LLC,B,Energy,O,IL,Retail Power Marketer,PJM,.,.,.,.,.,.,97.8,1015,1,.,.,.,97.8,1015,1
104,2015,59848.0,"ResCom Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,4.4,28,15,0,0,0,0,0,0,0,0,0,4.4,28,15
105,2015,99999.0,Adjustment 2015,A,Bundled,I,IL,,PJM,0,0,0,0,0,0,7721,434582,1,0,0,0,7721,434582,1
106,2015,99999.0,Adjustment 2015,A,Bundled,I,IL,,MISO,107904.4,804168,79440,58898.2,517540,9564,18751,203451,446,0,0,0,185553.6,1525159,89450
107,2015,99999.0,Adjustment 2015,B,Energy,I,IL,,PJM,200315.3,3519253,351478,253489.8,3938973,150451,1138256.8,20235110,1202,-11061.8,-208547,0,1581000.1,27484789,503131
108,2015,99999.0,Adjustment 2015,B,Energy,I,IL,,MISO,-295076.1,-3458411,-695080,-1313982.8,-23032031,-42977,97293.3,1021431,106,-417.9,-5893,-1,-1512183.5,-25474904,-737952
