,|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..Part|,|Utility Characteristics..Service Type|,"|Utility Characteristics..""Data Type O = Observed I = Imputed""|",|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|Utility Characteristics.BA Code|,|RESIDENTIAL.Revenues.Thousand Dollars|,|RESIDENTIAL.Sales.Megawatthours|,|RESIDENTIAL.Customers.Count|,|COMMERCIAL.Revenues.Thousand Dollars|,|COMMERCIAL.Sales.Megawatthours|,|COMMERCIAL.Customers.Count|,|INDUSTRIAL.Revenues.Thousand Dollars|,|INDUSTRIAL.Sales.Megawatthours|,|INDUSTRIAL.Customers.Count|,|TRANSPORTATION.Revenues.Thousand Dollars|,|TRANSPORTATION.Sales.Megawatthours|,|TRANSPORTATION.Customers.Count|,|TOTAL.Revenues.Thousand Dollars|,|TOTAL.Sales.Megawatthours|,|TOTAL.Customers.Count|
0,2018,97.0,Adams Electric Coop,A,Bundled,O,IL,Cooperative,MISO,"17,507.0","119,449","8,664","5,839.0","55,527",225,.,.,.,.,.,.,"23,346.0","174,976","8,889"
1,2018,970.0,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,PJM,"1,753.5","18,751",87,"3,002.3","36,692",80,224.6,"9,224",14,0.0,0,0,"4,980.4","64,667",181
2,2018,970.0,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,MISO,"271,563.4","4,717,240","428,336","122,612.4","2,372,987","3,277","34,919.6","834,346",99,"1,766.3","23,797",1,"430,861.7","7,948,370","431,713"
3,2018,1325.0,City of Batavia - (IL),A,Bundled,O,IL,Municipal,PJM,"12,648.0","91,003","9,657","17,566.0","153,167","1,330","15,585.0","173,515",9,.,.,.,"45,799.0","417,685","10,996"
4,2018,1611.0,"Messer Energy Services, Inc.",B,Energy,O,IL,Retail Power Marketer,MISO,0.0,0,0,0.0,0,0,"11,140.0","273,390",5,0.0,0,0,"11,140.0","273,390",5
5,2018,3806.0,"Clinton County Elec Coop, Inc",A,Bundled,O,IL,Cooperative,MISO,"11,805.0","92,893","5,291","5,529.0","54,291",717,.,.,.,.,.,.,"17,334.0","147,184","6,008"
6,2018,3931.0,Coles-Moultrie Electric Coop,A,Bundled,O,IL,Cooperative,MISO,"18,710.0","125,364","8,482","6,394.0","49,496","1,093","3,450.0","34,572",8,.,.,.,"28,554.0","209,432","9,583"
7,2018,4100.0,"Commerce Energy, Inc.",B,Energy,O,IL,Retail Power Marketer,PJM,"25,245.8","342,591","34,423",555.8,"8,587",468,0.0,0,0,0.0,0,0,"25,801.6","351,178","34,891"
8,2018,4110.0,Commonwealth Edison Co,A,Bundled,O,IL,Investor Owned,PJM,"2,363,667.6","18,130,982","2,454,905","874,041.9","8,580,735","205,964","73,904.4","1,071,695",128,0.0,0,0,"3,311,613.9","27,783,412","2,660,997"
9,2018,4110.0,Commonwealth Edison Co,C,Delivery,O,IL,Investor Owned,PJM,"577,535.1","10,060,355","1,180,206","652,885.1","23,970,052","178,926","463,506.9","27,093,928","1,860","7,800.4","532,183",2,"1,701,727.5","61,656,518","1,360,994"
10,2018,4362.0,Corn Belt Energy Corporation,A,Bundled,O,IL,Cooperative,MISO,"54,478.9","410,837","33,865","21,040.7","180,473","2,146","5,153.6","75,350",4,.,.,.,"80,673.2","666,660","36,015"
11,2018,5535.0,Egyptian Electric Coop Assn,A,Bundled,O,IL,Cooperative,MISO,"29,176.0","210,925","13,640","14,689.0","140,417","1,341",.,.,.,.,.,.,"43,865.0","351,342","14,981"
12,2018,5585.0,Eastern Illinois Elec Coop,A,Bundled,O,IL,Cooperative,MISO,"26,457.0","184,509","10,317","6,150.0","45,149","2,226","2,229.0","20,100",14,.,.,.,"34,836.0","249,758","12,557"
13,2018,6417.0,City of Flora - (IL),A,Bundled,O,IL,Municipal,MISO,"3,466.0","23,675","2,360","2,932.0","22,977",434,"7,306.0","73,233",10,.,.,.,"13,704.0","119,885","2,804"
14,2018,6458.0,First Energy Solutions Corp.,B,Energy,O,IL,Retail Power Marketer,MISO,"1,918.0","29,577","2,044","1,883.0","43,730",109,"55,836.0","1,433,150",18,0.0,0,0,"59,637.0","1,506,457","2,171"
15,2018,7096.0,City of Geneva- (IL),A,Bundled,O,IL,Municipal,PJM,"9,659.0","82,252","8,499","13,780.0","138,134","1,553","13,782.0","166,775",61,.,.,.,"37,221.0","387,161","10,113"
16,2018,7279.0,"NextEra Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,0.0,0,0,"6,283.0","110,721",387,.,.,.,.,.,.,"6,283.0","110,721",387
17,2018,7554.0,Green Mountain Energy Company,B,Energy,O,IL,Retail Power Marketer,PJM,"20,415.6","159,612","21,632",0.0,0,0,0.0,0,0,0.0,0,0,"20,415.6","159,612","21,632"
18,2018,8573.0,City of Highland,A,Bundled,O,IL,Municipal,MISO,"8,446.8","71,145","5,863","1,048.4","9,023",652,"5,083.3","51,361",153,.,.,.,"14,578.5","131,529","6,668"
19,2018,8824.0,M J M Electric Cooperative Inc,A,Bundled,O,IL,Cooperative,MISO,"17,888.0","115,743","9,196","2,683.3","21,541",200,.,.,.,.,.,.,"20,571.3","137,284","9,396"
20,2018,9209.0,Illinois Rural Electric Coop,A,Bundled,O,IL,Cooperative,MISO,"23,043.0","130,981","10,042","7,939.0","54,304",288,.,.,.,.,.,.,"30,982.0","185,285","10,330"
21,2018,9750.0,"Jo-Carroll Energy, Inc",A,Bundled,O,IL,Cooperative,MISO,"25,466.7","155,315","18,120","7,090.8","54,967","2,610","25,654.3","344,635",381,.,.,.,"58,211.8","554,917","21,111"
22,2018,12341.0,MidAmerican Energy Co,A,Bundled,O,IL,Investor Owned,MISO,"68,989.7","662,990","73,933","51,405.1","655,652","11,123","34,762.1","625,169",38,.,.,.,"155,156.9","1,943,811","85,094"
23,2018,12341.0,MidAmerican Energy Co,C,Delivery,O,IL,Investor Owned,MISO,21.0,446,76,"1,333.1","68,378",217,119.7,"8,292",1,.,.,.,"1,473.8","77,116",294
24,2018,12395.0,Menard Electric Coop,A,Bundled,O,IL,Cooperative,MISO,"18,823.1","121,282","9,098","3,878.0","26,688",572,"7,339.0","66,078","1,229",.,.,.,"30,040.1","214,048","10,899"
25,2018,12803.0,"Monroe County Elec Coop, Inc",A,Bundled,O,IL,Cooperative,MISO,"15,554.0","108,010","7,205","1,742.0","13,581",150,82.0,241,31,.,.,.,"17,378.0","121,832","7,386"
26,2018,13032.0,Mt Carmel Public Utility Co,A,Bundled,O,IL,Investor Owned,MISO,"7,996.0","52,408","4,389","2,534.0","16,427",833,"3,948.0","29,946",96,0.0,0,0,"14,478.0","98,781","5,318"
27,2018,13208.0,City of Naperville - (IL),A,Bundled,O,IL,Municipal,PJM,"71,631.4","528,460","53,274","83,429.6","737,945","6,401","7,742.3","69,479",8,.,.,.,"162,803.3","1,335,884","59,683"
28,2018,13292.0,Norris Electric Coop,A,Bundled,O,IL,Cooperative,MISO,"33,620.6","263,404","17,726","10,422.2","91,616","2,095","5,040.7","16,213",10,.,.,.,"49,083.5","371,233","19,831"
29,2018,13374.0,"Constellation NewEnergy, Inc",B,Energy,O,IL,Retail Power Marketer,PJM,"101,417.7","1,463,396","146,559","1,077,425.8","20,020,484","60,601","223,885.8","4,331,491","2,329",0.0,0,0,"1,402,729.3","25,815,371","209,489"
30,2018,14840.0,City of Peru - (IL),A,Bundled,O,IL,Municipal,MISO,"4,497.0","39,608","4,750","10,939.0","92,799","1,113","10,696.0","123,493",9,.,.,.,"26,132.0","255,900","5,872"
31,2018,15388.0,City of Princeton - (IL),A,Bundled,O,IL,Municipal,MISO,"3,513.0","31,889","3,807","2,089.0","16,502",687,"4,838.0","50,965",58,.,.,.,"10,440.0","99,356","4,552"
32,2018,15686.0,Village of Rantoul - (IL),A,Bundled,O,IL,Municipal,MISO,"6,260.0","45,363","5,626","1,626.0","10,665",455,"9,336.0","93,109",71,.,.,.,"17,222.0","149,137","6,152"
