Utility Characteristics,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2020,59746,DSH (CA) - Coalinga State Hospital,59512,"Team-Solar, Inc.",CA,CISO,0.0,"4,755",1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,"4,755",1
2020,62713,DSM Nutritional Products Solar,62155,"DG Northeast Solar II, LLC",NJ,PJM,0.0,0,0,0.0,0,0,659.0,"15,929",1,0.0,0,0,659.0,"15,929",1
2020,60739,DSM Solar,61944,Goldman Sachs Renewable Power Group,NJ,PJM,0.0,0,0,271.0,"6,278",1,0.0,0,0,0.0,0,0,271.0,"6,278",1
2020,59131,Dartmouth Landfill,59622,"Ahana Renewables, LLC",MA,ISNE,0.0,0,0,132.0,"1,648",1,0.0,0,0,0.0,0,0,132.0,"1,648",1
2020,61637,Denison Solar Array,60571,"AEP Onsite Partners, LLC",OH,PJM,0.0,0,0,304.0,"2,820",1,0.0,0,0,0.0,0,0,304.0,"2,820",1
2020,56815,Denver Int Airport,56026,MMA DAS Power,CO,PSCO,0.0,0,0,304.0,"2,284",1,0.0,0,0,0.0,0,0,304.0,"2,284",1
2020,59462,Denver Intl Airport IV Solar,59229,Denver Int'l Airport IV Solar,CO,SWPP,0.0,0,0,296.0,"3,000",1,0.0,0,0,0.0,0,0,296.0,"3,000",1
2020,60861,Dept of General Services -FTB,60518,"California PV Energy 2, LLC",CA,BANC,0.0,0,0,497.0,"5,122",1,0.0,0,0,0.0,0,0,497.0,"5,122",1
2020,62946,Dickinson Solar,62795,"Dickinson Solar, LLC",PA,PJM,0.0,0,0,398.0,"4,792",1,0.0,0,0,0.0,0,0,398.0,"4,792",1
2020,57827,Dinuba Wastewater Treatment Plant,58661,"Sustainable Power Group, LLC",CA,CISO,0.0,0,0,393.0,"1,737",1,0.0,0,0,0.0,0,0,393.0,"1,737",1
2020,59094,Division 1,60947,Tesla Inc.,CA,CISO,0.0,0,0,359.0,"2,852",1,0.0,0,0,0.0,0,0,359.0,"2,852",1
2020,59095,Division 2,60947,Tesla Inc.,CA,CISO,0.0,0,0,263.0,"2,040",1,0.0,0,0,0.0,0,0,263.0,"2,040",1
2020,59096,Division 3,60947,Tesla Inc.,CA,CISO,0.0,0,0,263.0,"1,900",1,0.0,0,0,0.0,0,0,263.0,"1,900",1
2020,62324,Dynamic - Walpole,61012,AES Distributed Energy,MA,ISNE,0.0,0,0,852.0,"3,177",1,0.0,0,0,0.0,0,0,852.0,"3,177",1
2020,59132,EAFB - North Base,59622,"Ahana Renewables, LLC",CA,CISO,0.0,0,0,397.0,"2,481",1,0.0,0,0,0.0,0,0,397.0,"2,481",1
2020,59133,EAFB - South Base,59622,"Ahana Renewables, LLC",CA,CISO,0.0,0,0,349.0,"2,182",1,0.0,0,0,0.0,0,0,349.0,"2,182",1
2020,63485,ECP Uptown Campus,63220,ECP Uptown Campus LLC,PA,PJM,0.0,0,0,"1,197.0","20,125",1,0.0,0,0,0.0,0,0,"1,197.0","20,125",1
2020,63889,"ESIL-PFCHICAGO 2, LLC",62915,Madison Energy Holdings LLC,IL,MISO,0.0,0,0,2.0,70,1,0.0,0,0,0.0,0,0,2.0,70,1
2020,63888,"ESIL-PFCHICAGO 3, LLC",62915,Madison Energy Holdings LLC,IL,MISO,0.0,0,0,17.0,843,1,0.0,0,0,0.0,0,0,17.0,843,1
2020,57574,ETS Ewing Solar Facility,61944,Goldman Sachs Renewable Power Group,NJ,PJM,0.0,0,0,168.0,"1,609",1,0.0,0,0,0.0,0,0,168.0,"1,609",1
2020,60727,East Orange Solar,61944,Goldman Sachs Renewable Power Group,NJ,PJM,0.0,0,0,597.0,"6,278",1,0.0,0,0,0.0,0,0,597.0,"6,278",1
2020,58272,Easthampton Landfill-City of Easthampton,59622,"Ahana Renewables, LLC",MA,ISNE,0.0,0,0,178.0,"2,969",1,0.0,0,0,0.0,0,0,178.0,"2,969",1
2020,59134,Easton Landfill,59622,"Ahana Renewables, LLC",MA,ISNE,0.0,0,0,245.0,"2,526",1,0.0,0,0,0.0,0,0,245.0,"2,526",1
2020,58076,Edwards Air Force Base,59622,"Ahana Renewables, LLC",CA,CISO,0.0,0,0,384.0,"2,402",1,0.0,0,0,0.0,0,0,384.0,"2,402",1
2020,59367,Engelhard Solar LLC,58258,SunRay Power LLC,NJ,PJM,0.0,0,0,0.0,0,0,70.0,792,1,0.0,0,0,70.0,792,1
2020,60230,Estrella Mountain PV,60947,Tesla Inc.,AZ,AZPS,0.0,0,0,202.0,"3,966",1,0.0,0,0,0.0,0,0,202.0,"3,966",1
2020,58261,FAA NorCal TRACON,58238,Enfinity NorCal 1 FAA LLC,CA,BANC,148.0,922,1,0.0,0,0,0.0,0,0,0.0,0,0,148.0,922,1
2020,57506,FRV SI Transport Solar LP,61219,Longroad Energy Services LLC,CA,CISO,0.0,0,0,278.0,"2,862",1,0.0,0,0,0.0,0,0,278.0,"2,862",1
2020,57747,FedEx Field Solar Facility,57052,NRG Solar Arrowhead LLC,MD,PJM,0.0,0,0,342.0,"2,245",1,0.0,0,0,0.0,0,0,342.0,"2,245",1
2020,57776,FedEx Woodbridge,58316,SSA Solar of NJ LLC,NJ,PJM,0.0,0,0,141.0,"2,115",1,0.0,0,0,0.0,0,0,141.0,"2,115",1
2020,60065,"Federal Road Solar 1, LLC CSG",59804,"Federal Road Solar 1, LLC",MA,ISNE,0.0,0,0,923.0,"7,848",6,0.0,0,0,0.0,0,0,923.0,"7,848",6
2020,62043,First Baptist Church of Glenarden,61620,IOS II LLC,MD,PJM,0.0,0,0,250.0,"2,811",1,0.0,0,0,0.0,0,0,250.0,"2,811",1
2020,61690,Foreman's Hill Community Solar,61304,Foreman's Hill CSG LLC,MN,MISO,949.0,"8,679",10,0.0,0,0,0.0,0,0,0.0,0,0,949.0,"8,679",10
2020,57791,Foundation AB,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0.0,0,0,0.0,0,0,162.0,"2,299",1,0.0,0,0,162.0,"2,299",1
2020,61066,Foundation CDCR LAC,60690,"Foundation CA Fund VIII Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,385.0,"4,320",1,0.0,0,0,385.0,"4,320",1
2020,61442,Foundation California Training Facility,61070,"Foundation CA Fund IX Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,458.0,"5,034",1,0.0,0,0,458.0,"5,034",1
2020,58102,Foundation Cemex BMQ,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0.0,0,0,0.0,0,0,287.0,"3,484",1,0.0,0,0,287.0,"3,484",1
2020,58112,Foundation Cemex Madison,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,139.0,"1,778",1,0.0,0,0,139.0,"1,778",1
2020,58101,Foundation Cemex River Plant,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0.0,0,0,0.0,0,0,242.0,"2,935",1,0.0,0,0,242.0,"2,935",1
2020,57792,Foundation IE,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0.0,0,0,0.0,0,0,46.0,447,1,0.0,0,0,46.0,447,1
2020,61443,Foundation Mann Packing,61070,"Foundation CA Fund IX Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,442.0,"5,129",1,0.0,0,0,442.0,"5,129",1
2020,58114,Foundation NWNA,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,"1,342.0","19,569",1,0.0,0,0,"1,342.0","19,569",1
2020,58113,Foundation RRM,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,476.0,"9,258",1,0.0,0,0,476.0,"9,258",1
2020,57626,Foundation ST,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0.0,0,0,0.0,0,0,199.0,"2,440",1,0.0,0,0,199.0,"2,440",1
2020,61444,Foundation SaIinas Valley State Prison,61070,"Foundation CA Fund IX Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,324.0,"4,750",1,0.0,0,0,324.0,"4,750",1
2020,61067,Foundation Scheid Vineyards,60690,"Foundation CA Fund VIII Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,299.0,"3,742",1,0.0,0,0,299.0,"3,742",1
2020,58104,Foundation Superior Farms,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0.0,0,0,0.0,0,0,116.0,"1,339",1,0.0,0,0,116.0,"1,339",1
2020,58105,Foundation Wal-Mart Red Bluff,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0.0,0,0,0.0,0,0,140.0,"1,759",1,0.0,0,0,140.0,"1,759",1
2020,62287,Francisco St. Solar,61012,AES Distributed Energy,CA,LDWP,0.0,0,0,336.0,"2,319",1,0.0,0,0,0.0,0,0,336.0,"2,319",1
2020,63496,Frederick County - Landfill,60947,Tesla Inc.,MD,PJM,0.0,0,0,131.0,"3,644",1,0.0,0,0,0.0,0,0,131.0,"3,644",1
2020,60759,Freeze Solar,56997,Marina Energy LLC,NJ,PJM,0.0,0,0,0.0,0,0,252.0,"2,144",1,0.0,0,0,252.0,"2,144",1
2020,63420,Fresno Bullard High School Hybrid,62856,"Forefront Power, LLC",CA,CISO,0.0,0,0,222.0,"1,773",1,0.0,0,0,0.0,0,0,222.0,"1,773",1
2020,63421,Fresno Hoover High School Hybrid,62856,"Forefront Power, LLC",CA,CISO,0.0,0,0,221.0,"1,717",1,0.0,0,0,0.0,0,0,221.0,"1,717",1
2020,63422,Fresno Sunnyside High School Hybrid,62856,"Forefront Power, LLC",CA,CISO,0.0,0,0,6.0,314,1,0.0,0,0,0.0,0,0,6.0,314,1
2020,62275,Frontier HS Solar Project,61944,Goldman Sachs Renewable Power Group,CA,CISO,0.0,0,0,306.0,"2,551",1,0.0,0,0,0.0,0,0,306.0,"2,551",1
2020,59472,Ft. Churchill PV,57369,"Apple, Inc",NV,NEVP,0.0,0,0,440.0,"36,368",1,0.0,0,0,0.0,0,0,440.0,"36,368",1
2020,61102,"GASNA 18P, LLC",57354,X-Elio North America Inc,PR,NA,0.0,0,0,"1,578.0","7,514",1,0.0,0,0,0.0,0,0,"1,578.0","7,514",1
2020,58576,GSE NM1,60281,"Altus Power America Management, LLC",NM,SWPP,0.0,0,0,209.0,"5,201",3,0.0,0,0,0.0,0,0,209.0,"5,201",3
2020,63399,Galesburg Solar Array,60571,"AEP Onsite Partners, LLC",IL,MISO,0.0,0,0,89.0,"2,461",1,0.0,0,0,0.0,0,0,89.0,"2,461",1
2020,56909,Gap Pacific Distribution Center,61944,Goldman Sachs Renewable Power Group,CA,CISO,0.0,0,0,271.0,"3,944",1,0.0,0,0,0.0,0,0,271.0,"3,944",1
2020,62680,Garfield Solar,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,278.0,"4,438",1,0.0,0,0,0.0,0,0,278.0,"4,438",1
2020,62843,Garnet Solar (NY),60571,"AEP Onsite Partners, LLC",NY,NYIS,0.0,0,0,269.0,"2,835",1,0.0,0,0,0.0,0,0,269.0,"2,835",1
2020,60847,Garrett County - DPU Treatment Plant,60947,Tesla Inc.,MD,PJM,0.0,0,0,109.0,"1,668",1,0.0,0,0,0.0,0,0,109.0,"1,668",1
2020,61794,Gateway Solar,61419,"Constellation Solar MC, LLC",MD,PJM,0.0,0,0,348.0,"7,729",1,0.0,0,0,0.0,0,0,348.0,"7,729",1
2020,50333,Gay Robinson,7019,Gay & Robinson Inc,HI,NA,10.0,88,8,50.0,230,6,0.0,0,0,0.0,0,0,60.0,318,14
2020,60844,Genentech Vacaville Meter #1,60947,Tesla Inc.,CA,CISO,0.0,0,0,896.0,"8,009",1,0.0,0,0,0.0,0,0,896.0,"8,009",1
2020,60231,Genentech-Oceanside Hybrid,60947,Tesla Inc.,CA,CISO,0.0,0,0,731.0,"6,608",1,0.0,0,0,0.0,0,0,731.0,"6,608",1
2020,59841,General Motors Corp at White Marsh MD,56975,"Constellation Solar Maryland, LLC",MD,PJM,0.0,0,0,0.0,0,0,176.0,"1,515",1,0.0,0,0,176.0,"1,515",1
2020,58543,"Gilbert Solar Facility I, LLC",58514,"Gilbert Solar Facility I, LLC",AZ,AZPS,0.0,0,0,623.0,"2,979",1,0.0,0,0,0.0,0,0,623.0,"2,979",1
2020,62663,Gilcrest Solar,63249,Terraform Arcadia,CO,WACM,0.0,0,0,299.0,"3,298",1,0.0,0,0,0.0,0,0,299.0,"3,298",1
2020,60752,Gloucester Community College Solar,61944,Goldman Sachs Renewable Power Group,NJ,PJM,0.0,0,0,78.0,797,1,0.0,0,0,0.0,0,0,78.0,797,1
2020,59328,Golden Acorn Casino,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0.0,0,0,255.0,"4,394",1,0.0,0,0,0.0,0,0,255.0,"4,394",1
2020,60124,Goldfinch,60972,NRG DG Lakeland LLC,FL,FMPP,0.0,0,0,637.0,"5,990",1,0.0,0,0,0.0,0,0,637.0,"5,990",1
2020,63291,Grand Prix Solar,63059,Diamond Properties,NY,NYIS,0.0,0,0,144.0,664,1,0.0,0,0,0.0,0,0,144.0,664,1
2020,60463,Greene County Meter #1,60947,Tesla Inc.,NY,ISNE,0.0,0,0,61.0,925,1,0.0,0,0,0.0,0,0,61.0,925,1
2020,62759,Greenville CSG,60281,"Altus Power America Management, LLC",NY,NYIS,138.0,"2,850",15,0.0,0,0,0.0,0,0,0.0,0,0,138.0,"2,850",15
2020,61689,Grimm Community Solar,61303,Grimm CSG LLC,MN,MISO,222.0,"1,937",5,0.0,0,0,0.0,0,0,0.0,0,0,222.0,"1,937",5
2020,62987,Grossmont HS Solar Project,61944,Goldman Sachs Renewable Power Group,CA,CISO,0.0,0,0,318.0,"2,269",1,0.0,0,0,0.0,0,0,318.0,"2,269",1
2020,56877,Hall's Warehouse Solar Project,59100,"Sunlight General Solar Fund II, LLC",NJ,PJM,0.0,0,0,146.0,"1,449",1,0.0,0,0,0.0,0,0,146.0,"1,449",1
2020,60815,Hampshire College Hybrid,60947,Tesla Inc.,MA,ISNE,0.0,0,0,335.0,"5,440",1,0.0,0,0,0.0,0,0,335.0,"5,440",1
2020,61030,Harford Solar Farm,60669,Laertes Solar LLC,NY,NYIS,0.0,0,0,295.0,"2,811",1,0.0,0,0,0.0,0,0,295.0,"2,811",1
2020,63069,Harmony Road Solar,62856,"Forefront Power, LLC",IL,PJM,0.0,0,0,12.0,624,1,0.0,0,0,0.0,0,0,12.0,624,1
2020,52061,Hartford Hospital Cogeneration,8153,Hartford Steam Co,CT,ISNE,0.0,0,0,"4,177.0","48,625",1,0.0,0,1,0.0,0,0,"4,177.0","48,625",2
2020,60909,Hartford Landfill Solar EGF,60166,Materials Innovation Recycling Authority,CT,ISNE,0.0,0,0,70.0,"1,562",1,0.0,0,0,0.0,0,0,70.0,"1,562",1
2020,60501,Hartz Way,60268,Hartz Solar LLC,NJ,PJM,0.0,0,0,137.0,"1,135",2,0.0,0,0,0.0,0,0,137.0,"1,135",2
2020,60708,Havre de Grace II - E at Perryman,61419,"Constellation Solar MC, LLC",MD,PJM,0.0,0,0,120.0,"2,003",1,0.0,0,0,0.0,0,0,120.0,"2,003",1
2020,10194,Hawaii Cogen,3453,Island Energy Services,HI,NA,0.0,0,0,0.0,0,0,"1,095.0","5,830",1,0.0,0,0,"1,095.0","5,830",1
2020,62438,Heller 400M,56997,Marina Energy LLC,NJ,PJM,0.0,0,0,137.0,"1,452",1,0.0,0,0,0.0,0,0,137.0,"1,452",1
2020,57869,Heller Industrial Parks,56997,Marina Energy LLC,NJ,PJM,0.0,0,0,583.0,"6,069",1,0.0,0,0,0.0,0,0,583.0,"6,069",1
2020,60099,"Hewlett-Packard (HP) - Andover, MA",60947,Tesla Inc.,MA,ISNE,0.0,0,0,126.0,"2,186",1,0.0,0,0,0.0,0,0,126.0,"2,186",1
2020,62907,Hinesburg,61522,"Viridity Energy Solutions, Inc.",VT,ISNE,0.0,0,0,392.0,"4,152",1,0.0,0,0,0.0,0,0,392.0,"4,152",1
2020,62725,Homer Street East,59474,BQ Energy LLC,NY,NYIS,0.0,0,0,166.0,"1,553",1,0.0,0,0,0.0,0,0,166.0,"1,553",1
2020,62724,Homer Street West,59474,BQ Energy LLC,NY,NYIS,0.0,0,0,164.0,"1,533",1,0.0,0,0,0.0,0,0,164.0,"1,533",1
2020,62760,Hopkinton CSG,60281,"Altus Power America Management, LLC",MA,ISNE,141.0,"2,900",61,0.0,0,0,0.0,0,0,0.0,0,0,141.0,"2,900",61
2020,62225,Hunterdon Health System Solar Project,61740,"NJ Solar 1, LLC",NJ,PJM,0.0,0,0,117.0,"2,295",1,0.0,0,0,0.0,0,0,117.0,"2,295",1
2020,64179,IA - City of Ames - Airport Road,62856,"Forefront Power, LLC",IA,MISO,0.0,0,0,3.0,79,1,0.0,0,0,0.0,0,0,3.0,79,1
2020,63869,IBM Solar,60293,"DG Colorado Solar, LLC",CO,PSCO,0.0,0,0,0.0,0,0,729.0,"15,411",1,0.0,0,0,729.0,"15,411",1
2020,60709,IFF Hazlet,61944,Goldman Sachs Renewable Power Group,NJ,PJM,0.0,0,0,313.0,"4,720",1,0.0,0,0,0.0,0,0,313.0,"4,720",1
2020,62306,IFF Union Beach Project,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,641.0,"7,983",1,0.0,0,0,0.0,0,0,641.0,"7,983",1
2020,61465,IGS Solar I - BWI2,61077,"IGS ORIX Solar I, LLC",MD,PJM,0.0,0,0,226.0,"2,599",1,0.0,0,0,0.0,0,0,226.0,"2,599",1
2020,61358,IGS Solar I - BWI5,60994,"IGS Solar I, LLC",MD,PJM,0.0,0,0,186.0,"2,068",1,0.0,0,0,0.0,0,0,186.0,"2,068",1
2020,61359,IGS Solar I - EWR5,60994,"IGS Solar I, LLC",NJ,PJM,0.0,0,0,123.0,"3,632",1,0.0,0,0,0.0,0,0,123.0,"3,632",1
2020,61360,IGS Solar I - EWR6,60994,"IGS Solar I, LLC",NJ,PJM,0.0,0,0,118.0,"3,299",1,0.0,0,0,0.0,0,0,118.0,"3,299",1
2020,61466,IOS - ERW9,61077,"IGS ORIX Solar I, LLC",NJ,PJM,0.0,0,0,342.0,"8,146",1,0.0,0,0,0.0,0,0,342.0,"8,146",1
2020,63414,IOS II-LAX9,61620,IOS II LLC,CA,CISO,0.0,0,0,90.0,"1,637",1,0.0,0,0,0.0,0,0,90.0,"1,637",1
2020,61692,IVC Solar,60059,ZGlobal Inc,CA,IID,0.0,0,0,0.0,0,0,394.0,"3,334",1,0.0,0,0,394.0,"3,334",1
2020,59631,Imclone Solar Electric Facility,63069,CVI CleanCapital Solar 5 LLC,NJ,PJM,0.0,0,0,793.0,"13,228",1,0.0,0,0,0.0,0,0,793.0,"13,228",1
2020,60822,Intel - Ocotillo Campus Solar,60947,Tesla Inc.,AZ,AZPS,0.0,0,0,703.0,"5,457",1,0.0,0,0,0.0,0,0,703.0,"5,457",1
2020,58086,Intel Folsom,60947,Tesla Inc.,CA,BANC,0.0,0,0,111.0,"1,439",1,0.0,0,0,0.0,0,0,111.0,"1,439",1
2020,58954,Intel Folsom Phase 2,60947,Tesla Inc.,CA,BANC,0.0,0,0,154.0,"1,582",1,0.0,0,0,0.0,0,0,154.0,"1,582",1
2020,61152,Intel Folsom Phase 3,60947,Tesla Inc.,CA,BANC,0.0,0,0,443.0,"5,177",1,0.0,0,0,0.0,0,0,443.0,"5,177",1
2020,62374,JBAB - Washington DC,61907,"JBAB Solar I, LLC.",DC,PJM,0.0,0,0,423.0,"9,022",1,0.0,0,0,0.0,0,0,423.0,"9,022",1
2020,58793,JMB Mcguire-Dix-Lakehurst Solar Project,58682,WR-TGC Solar Generation IV LLC,NJ,PJM,0.0,0,0,827.0,"11,402",1,0.0,0,0,0.0,0,0,827.0,"11,402",1
2020,60113,Jackson Board of Education-Liberty HS,60947,Tesla Inc.,NJ,PJM,0.0,0,0,142.0,"1,662",1,0.0,0,0,0.0,0,0,142.0,"1,662",1
2020,60499,Jefferson Avenue,60268,Hartz Solar LLC,NJ,PJM,0.0,0,0,397.0,"2,077",1,0.0,0,0,0.0,0,0,397.0,"2,077",1
2020,63530,Jersey City DWP,60584,Onyx Asset Services Group,NJ,PJM,0.0,0,0,81.0,"1,384",1,0.0,0,0,0.0,0,0,81.0,"1,384",1
2020,58653,Jersey Gardens Phase 1,58590,SEDC Jersey Gardens Owner LLC,NJ,PJM,0.0,0,0,435.0,"4,312",1,0.0,0,0,0.0,0,0,435.0,"4,312",1
2020,58654,Jersey Gardens Phase 2,58591,CF Jersey Gardens Owner Two LLC,NJ,PJM,0.0,0,0,564.0,"3,159",1,0.0,0,0,0.0,0,0,564.0,"3,159",1
2020,56300,Jersey-Atlantic Wind Farm,50123,"Leeward Asset Management, LLC",NJ,PJM,0.0,0,0,751.0,"10,066",1,0.0,0,0,0.0,0,0,751.0,"10,066",1
2020,58292,Jewish Community Center PV,61012,AES Distributed Energy,AZ,AZPS,0.0,0,0,377.0,"2,158",1,0.0,0,0,0.0,0,0,377.0,"2,158",1
2020,61878,John A Logan College Solar,63359,"REA Investments, LLC",IL,MISO,87.0,"2,453",1,0.0,0,0,0.0,0,0,0.0,0,0,87.0,"2,453",1
2020,61686,Johnson 1 Community Solar,61287,Johnson I CSG LLC,MN,MISO,189.0,"1,756",5,0.0,0,0,0.0,0,0,0.0,0,0,189.0,"1,756",5
2020,61695,Johnson II Community Solar,61309,Johnson II CSG LLC,MN,MISO,189.0,"1,687",10,0.0,0,0,0.0,0,0,0.0,0,0,189.0,"1,687",10
2020,57723,"Johnson Matthey, Inc. Solar",56976,"Constellation Solar New Jersey II, LLC",NJ,PJM,0.0,0,0,0.0,0,0,308.0,"6,874",1,0.0,0,0,308.0,"6,874",1
2020,62739,KDC Solar ASGM,62649,KDC Solar ASGM LLC,NJ,PJM,0.0,0,0,0.0,0,0,466.0,"6,667",1,0.0,0,0,466.0,"6,667",1
2020,62746,KDC Solar CSCP LLC,62666,KDC Solar CSCP LLC,NJ,PJM,0.0,0,0,447.0,"4,690",1,0.0,0,0,0.0,0,0,447.0,"4,690",1
2020,59910,"KDC Solar PR1, LLC",59678,"KDC Solar PR1, LLC",NJ,PJM,0.0,0,0,"2,086.0","25,925",1,0.0,0,0,0.0,0,0,"2,086.0","25,925",1
2020,60546,KIUC Kapaia PV and BA Storage Project Hybrid,60947,Tesla Inc.,HI,NA,0.0,0,0,"3,031.0","21,619",1,0.0,0,0,0.0,0,0,"3,031.0","21,619",1
2020,10805,Kenilworth Energy Facility,5530,E F Kenilworth LLC,NJ,PJM,0.0,0,0,0.0,0,0,"4,599.0","75,488",1,0.0,0,0,"4,599.0","75,488",1
2020,64030,Kenmare - Sullivan Community College,61944,Goldman Sachs Renewable Power Group,NY,NYIS,0.0,0,0,160.0,"2,547",1,0.0,0,0,0.0,0,0,160.0,"2,547",1
2020,58243,Kent County - Worton Complex,63249,Terraform Arcadia,MD,PJM,0.0,0,0,178.0,"1,514",1,0.0,0,0,0.0,0,0,178.0,"1,514",1
2020,58239,Kent County-Kennedyville,63249,Terraform Arcadia,MD,PJM,0.0,0,0,182.0,"1,603",1,0.0,0,0,0.0,0,0,182.0,"1,603",1
2020,59098,Kettering Solar 1,60947,Tesla Inc.,CA,CISO,0.0,0,0,232.0,"1,840",1,0.0,0,0,0.0,0,0,232.0,"1,840",1
2020,59099,Kettering Solar 2,60947,Tesla Inc.,CA,CISO,0.0,0,0,260.0,"2,043",1,0.0,0,0,0.0,0,0,260.0,"2,043",1
2020,61628,Kilroy Solar,61227,Nautilus Solar Solutions,CA,CISO,0.0,0,0,852.0,"6,774",8,0.0,0,0,0.0,0,0,852.0,"6,774",8
2020,62614,Kinder Morgan Fordham,62067,EnterSolar,NY,NYIS,0.0,0,0,653.0,"3,829",2,0.0,0,0,0.0,0,0,653.0,"3,829",2
2020,58240,Kit Carson,63249,Terraform Arcadia,NM,PNM,0.0,0,0,505.0,"2,543",1,0.0,0,0,0.0,0,0,505.0,"2,543",1
2020,57119,Koda Biomass Plant,56413,Koda Energy LLC,MN,MISO,0.0,0,0,0.0,0,0,"4,083.0","51,828",1,0.0,0,0,"4,083.0","51,828",1
2020,57009,Kohls San Bernardino Solar Facility,61219,Longroad Energy Services LLC,CA,CISO,0.0,0,0,228.0,"1,455",1,0.0,0,0,0.0,0,0,228.0,"1,455",1
2020,60765,L'Oreal Franklin,61944,Goldman Sachs Renewable Power Group,NJ,PJM,0.0,0,0,127.0,"1,113",1,0.0,0,0,0.0,0,0,127.0,"1,113",1
2020,60766,L'Oreal Monmouth,61944,Goldman Sachs Renewable Power Group,NJ,PJM,0.0,0,0,440.0,"2,774",1,0.0,0,0,0.0,0,0,440.0,"2,774",1
2020,57868,L'Oreal Piscataway,56997,Marina Energy LLC,NJ,PJM,0.0,0,0,0.0,0,0,272.0,"2,290",1,0.0,0,0,272.0,"2,290",1
2020,63413,LTMUA,61944,Goldman Sachs Renewable Power Group,NJ,PJM,0.0,0,0,69.0,"1,627",1,0.0,0,0,0.0,0,0,69.0,"1,627",1
2020,64142,LabCorp Engine,60571,"AEP Onsite Partners, LLC",NJ,PJM,0.0,0,0,45.0,470,1,0.0,0,0,0.0,0,0,45.0,470,1
2020,58539,Lake Pleasant WTP,61944,Goldman Sachs Renewable Power Group,AZ,AZPS,0.0,0,0,"1,181.0","14,996",1,0.0,0,0,0.0,0,0,"1,181.0","14,996",1
2020,59744,Lakeland Electric Co. (FL)-Airport 1,61219,Longroad Energy Services LLC,FL,TEC,0.0,0,0,613.0,"3,228",1,0.0,0,0,0.0,0,0,613.0,"3,228",1
2020,62454,Lakewood Cheddar School,61944,Goldman Sachs Renewable Power Group,NJ,PJM,0.0,0,0,65.0,"1,162",1,0.0,0,0,0.0,0,0,65.0,"1,162",1
2020,59369,Lakewood Seven Solar LLC,60281,"Altus Power America Management, LLC",NJ,PJM,0.0,0,0,74.0,"1,064",1,0.0,0,0,0.0,0,0,74.0,"1,064",1
2020,58634,Lancaster Baptist Church,60947,Tesla Inc.,CA,CISO,0.0,0,0,206.0,"1,875",1,0.0,0,0,0.0,0,0,206.0,"1,875",1
2020,58963,Las Virgenes Municipal Water District,60947,Tesla Inc.,CA,CISO,0.0,0,0,134.0,"1,274",1,0.0,0,0,0.0,0,0,134.0,"1,274",1
2020,58703,Lenape II,58638,"Lenape Solar II, LLC",IN,MISO,0.0,0,0,"1,058.0","5,426",1,0.0,0,0,0.0,0,0,"1,058.0","5,426",1
2020,61389,Letchworth Solar Project,60571,"AEP Onsite Partners, LLC",NY,NYIS,0.0,0,0,182.0,"1,922",1,0.0,0,0,0.0,0,0,182.0,"1,922",1
2020,62274,Liberty HS Solar Project,61944,Goldman Sachs Renewable Power Group,CA,CISO,0.0,0,0,311.0,"2,589",1,0.0,0,0,0.0,0,0,311.0,"2,589",1
2020,58231,Lincoln Financial Field,58203,NRG Energy Center Eagles LLC,PA,PJM,0.0,0,0,495.0,"2,929",1,0.0,0,0,0.0,0,0,495.0,"2,929",1
2020,60060,Lindberg FIeld Solar,59791,Lindberg Field Solar I LLC,CA,CISO,0.0,0,0,721.0,"5,284",1,0.0,0,0,0.0,0,0,721.0,"5,284",1
2020,60026,Little Rock Pham Solar,63249,Terraform Arcadia,CA,LDWP,0.0,0,0,814.0,"8,143",1,0.0,0,0,0.0,0,0,814.0,"8,143",1
2020,57768,Longwood Gardens,57078,Ecogy Pennsylvania Systems LLC,PA,PJM,0.0,0,0,180.0,"2,016",1,0.0,0,0,0.0,0,0,180.0,"2,016",1
2020,55217,Los Medanos Energy Center,2843,Los Medanos Energy Center LLC,CA,CISO,0.0,0,0,0.0,0,0,"15,745.0","502,024",2,0.0,0,0,"15,745.0","502,024",2
