Utility Characteristics,,,,,Yearly Energy and Demand Savings,,,,,,,,,,,,,,,,,,,,Program Costs,,,,,,,,,,DSM Program
,,,,,Number of Customers Enrolled,,,,,Energy Savings (MWh),,,,,Potential Peak Demand Savings (MW),,,,,Actual Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Grid Connected
2020,9187,City of Idaho Falls - (ID),ID,PACE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,9191,Idaho Power Co,ID,IPCO,"22,274",133,"2,241",0,"24,648",0,0,0,0,0,28.0,22.0,264.0,0.0,314.0,18.0,15.0,259.0,0.0,292.0,332,247,"5,954",0,"6,533",407,87,268,0,762,0
2020,9191,Idaho Power Co,OR,IPCO,262,8,51,0,321,0,0,0,0,0,0.3,10.0,8.0,0.0,18.3,0.2,7.0,7.0,0.0,14.2,4,203,171,0,378,21,5,14,0,40,0
2020,9231,City of Independence - (MO),MO,SWPP,.,2,.,.,2,.,0,.,.,0,.,2.0,.,.,2.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,9267,"Hoosier Energy R E C, Inc",IN,MISO,"17,264",.,.,.,"17,264",.,.,.,.,.,5.3,.,.,.,5.3,5.3,.,.,.,5.3,5,.,.,.,5,0,.,.,.,0,.
2020,9273,Indianapolis Power & Light Co,IN,MISO,"56,027","1,945",.,.,"57,972","1,322",0,.,.,"1,322",50.3,1.4,.,.,51.7,39.7,0.8,.,.,40.4,974,18,.,.,992,"2,080",82,.,.,"2,161",.
2020,9286,Illinois Municipal Elec Agency,IL,MISO,.,1,.,.,1,.,0,.,.,0,.,0.5,.,.,0.5,.,0.0,.,.,0.0,.,12,.,.,12,.,0,.,.,0,.
2020,9324,Indiana Michigan Power Co,IN,PJM,0,64,71,0,135,0,0,0,0,0,0.0,9.6,244.0,0.0,253.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,.
2020,9324,Indiana Michigan Power Co,MI,PJM,642,0,0,0,642,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,14,0,0,0,14,.
2020,9417,Interstate Power and Light Co,IA,MISO,"38,752",71,77,0,"38,900",467,0,0,0,467,31.0,44.3,160.8,0.0,236.1,31.0,0.0,0.0,0.0,31.0,"1,175","3,714","13,466",0,"18,355",674,34,37,0,744,0
2020,9431,Irwin Electric Membership Corp,GA,SOCO,.,.,603,.,603,.,.,200,.,200,.,.,45.2,.,45.2,.,.,10.0,.,10.0,.,.,.,.,.,.,.,25,.,25,.
2020,9576,Jackson County Rural E M C - (IN),IN,MISO,592,.,.,.,592,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,.,.,.,22,.
2020,9590,"Jackson Electric Coop, Inc - (TX)",TX,ERCO,.,.,10,.,10,.,.,.,.,.,.,.,45.0,.,45.0,.,.,35.0,.,35.0,.,.,"1,706",.,"1,706",.,.,.,.,.,.
2020,9601,Jackson Electric Member Corp - (GA),GA,SOCO,"21,605","2,400",.,.,"24,005",.,.,.,.,.,11.0,1.0,.,.,12.0,11.0,1.0,.,.,12.0,398,44,.,.,442,3,0,.,.,3,199
2020,9617,JEA,FL,JEA,.,.,33,.,33,.,.,.,.,.,.,.,133.9,.,133.9,.,.,121.8,.,121.8,.,.,"10,539",.,"10,539",.,.,.,.,.,.
2020,9750,"Jo-Carroll Energy, Inc",IL,MISO,"1,853",.,.,.,"1,853",.,.,.,.,.,1.6,.,.,.,1.6,1.4,.,.,.,1.4,.,.,.,.,.,46,.,.,.,46,0
2020,9778,Johnson County Rural E M C,IN,MISO,.,.,2,.,2,.,.,12,.,12,.,.,4.1,.,4.1,.,.,4.1,.,4.1,.,.,52,.,52,.,.,2,.,2,.
2020,10000,Evergy Metro,KS,SWPP,"14,807",302,.,.,"15,109",0,0,.,.,0,14.8,0.3,.,.,15.1,0.0,0.0,.,.,0.0,0,0,.,.,0,151,0,.,.,151,0
2020,10000,Evergy Metro,MO,SWPP,"30,092",627,.,.,"30,719",498,9,.,.,507,30.1,21.1,.,.,51.2,0.0,0.0,.,.,0.0,314,547,.,.,861,"1,240",788,.,.,"2,028",0
2020,10005,"Evergy Kansas South, Inc",KS,SWPP,"22,565",717,35,.,"23,317",0,0,0,.,0,11.3,5.1,145.3,.,161.7,0.0,0.0,0.0,.,0.0,0,0,"3,526",.,"3,526",180,6,0,.,186,0
2020,10171,Kentucky Utilities Co,KY,LGEE,"68,455",797,.,.,"69,252",.,.,.,.,.,73.4,11.3,.,.,84.7,.,.,.,.,.,.,.,.,.,.,"1,164",272,.,.,"1,436",0
2020,10448,Kosciusko County Rural E M C,IN,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,10596,City of Lake Crystal - (MN),MN,MISO,270,.,.,.,270,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,5,.,.,.,5,.,.,.,.,.,.
2020,10697,Lake Country Power,MN,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,10768,"Laurens Electric Coop, Inc",SC,DUK,"5,521",2,.,.,"5,523",12,4,.,.,16,6.9,3.0,.,.,9.9,6.8,1.8,.,.,8.6,.,.,.,.,.,.,.,.,.,.,.
2020,10857,"Lee County Electric Coop, Inc",FL,FPL,"15,902",45,.,.,"15,947",138,559,.,.,697,3.2,26.8,.,.,30.0,3.2,13.3,.,.,16.5,585,"1,071",.,.,"1,656",67,150,.,.,217,.
2020,10879,Lehi City Corporation,UT,PACE,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,.
2020,11018,Lincoln Electric System,NE,SWPP,"1,894",.,.,.,"1,894",.,.,.,.,.,2.6,.,.,.,2.6,2.6,.,.,.,2.6,63,.,.,.,63,57,.,.,.,57,.
2020,11171,Long Island Power Authority,NY,NYIS,"20,004",261,.,.,"20,265",.,.,.,.,.,27.5,26.5,.,.,54.0,15.9,14.5,.,.,30.4,640,727,.,.,"1,367","1,154",150,.,.,"1,304",.
2020,11208,Los Angeles Department of Water & Power,CA,LDWP,.,6,3,.,9,.,90,147,.,237,.,18.0,29.3,.,47.4,.,9.0,14.7,.,23.7,.,157,256,.,413,.,.,.,.,.,.
2020,11241,Entergy Louisiana LLC,LA,MISO,.,.,10,.,10,.,.,.,.,.,.,.,252.2,.,252.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,11249,Louisville Gas & Electric Co,KY,LGEE,"82,319",791,0,0,"83,110",0,0,0,0,0,88.3,13.0,0.0,0.0,101.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,994,271,0,0,"1,266",0
2020,11251,Loup River Public Power Dist,NE,SWPP,.,.,493,.,493,.,.,.,.,.,.,.,31.3,.,31.3,.,.,8.3,.,8.3,.,.,.,.,.,.,.,58,.,58,.
2020,11273,Lower Valley Energy Inc,ID,BPAT,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,11273,Lower Valley Energy Inc,WY,BPAT,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,11291,Lumbee River Elec Member Corp,NC,CPLE,474,0,.,.,474,104,0,.,.,104,5.5,0.0,.,.,5.5,5.5,0.0,.,.,5.5,28,0,.,.,28,0,0,.,.,0,9
2020,11475,City of Madison - (SD),SD,MISO,"2,050",.,.,.,"2,050",109,.,.,.,109,18.0,.,.,.,18.0,0.0,.,.,.,0.0,183,.,.,.,183,8,.,.,.,8,.
2020,11479,Madison Gas & Electric Co,WI,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,11501,Magic Valley Electric Coop Inc,TX,ERCO,825,.,.,.,825,4,.,.,.,4,1.9,.,.,.,1.9,1.1,.,.,.,1.1,21,.,.,.,21,25,.,.,.,25,.
2020,11560,City of Manassas - (VA),VA,PJM,"1,968",.,.,.,"1,968",8,.,.,.,8,0.7,.,.,.,0.7,0.7,.,.,.,0.7,.,.,.,.,.,26,.,.,.,26,.
2020,11731,City of Marshall - (MN),MN,MISO,"3,821",467,96,0,"4,384",706,"3,488",356,0,"4,550",3.4,3.7,1.2,0.0,8.3,3.4,3.7,1.2,0.0,8.2,99,348,115,0,562,44,22,7,0,74,4
2020,11811,Town of Massena - (NY),NY,NYIS,742,1,.,.,743,.,.,.,.,.,2.3,0.3,.,.,2.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,11843,Maui Electric Co Ltd,HI,NA,2,29,.,.,31,.,5,.,.,5,.,4.9,.,.,4.9,.,.,.,.,.,0,234,.,.,234,0,45,.,.,45,.
2020,12199,Montana-Dakota Utilities Co,MT,SWPP,.,1,12,.,13,.,.,.,.,.,.,0.1,22.0,.,22.1,.,.,.,.,.,.,3,760,.,762,.,1,326,.,327,.
2020,12199,Montana-Dakota Utilities Co,ND,MISO,.,21,5,.,26,.,.,.,.,.,.,7.1,11.3,.,18.3,.,.,.,.,.,.,499,697,.,"1,196",.,27,21,.,48,.
2020,12199,Montana-Dakota Utilities Co,WY,WACM,736,.,.,.,736,342,.,.,.,342,16.1,.,.,.,16.1,2.8,.,.,.,2.8,183,.,.,.,183,183,.,.,.,183,.
2020,12208,City of McPherson - (KS),KS,SWPP,.,22,.,.,22,.,.,.,.,.,.,1.0,.,.,1.0,.,1.0,.,.,1.0,.,12,.,.,12,.,1,.,.,1,.
2020,12260,Mecklenburg Electric Cooperative,VA,PJM,.,.,5,.,5,.,.,140,.,140,.,.,5.0,.,5.0,.,.,2.0,.,2.0,.,.,4,.,4,.,.,.,.,.,.
2020,12268,"Medina Electric Coop, Inc",TX,ERCO,.,.,757,.,757,.,.,.,.,.,.,.,73.5,.,73.5,.,.,30.0,.,30.0,.,.,.,.,.,.,.,308,.,308,.
2020,12301,Nodak Electric Coop Inc,ND,MISO,"5,475",.,308,.,"5,783","20,457",.,665,.,"21,122",140.1,.,65.4,.,205.4,52.3,.,45.3,.,97.6,36,.,.,.,36,273,.,.,.,273,.
2020,12341,MidAmerican Energy Co,IA,MISO,"61,913",36,58,.,"62,007",0,75,426,.,502,0.1,38.3,217.2,.,255.6,0.1,38.3,217.2,.,255.6,"1,233","1,100","6,235",.,"8,568","1,353",52,296,.,"1,701",.
2020,12341,MidAmerican Energy Co,IL,MISO,"3,250",2,3,.,"3,255",0,9,49,.,57,0.0,4.2,23.7,.,27.9,0.0,4.2,23.7,.,27.9,65,104,592,.,761,71,10,54,.,135,.
2020,12341,MidAmerican Energy Co,SD,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,12377,Midwest Energy Cooperative,MI,PJM,"4,174",595,.,.,"4,769",.,.,.,.,.,8.0,20.0,.,.,28.0,6.0,10.0,.,.,16.0,901,6,.,.,906,76,1,.,.,77,.
2020,12390,Metropolitan Edison Co,PA,PJM,"170,000",62,103,0,"170,165",0,0,0,0,0,8.9,1.8,35.3,0.0,46.0,8.9,1.8,35.3,0.0,46.0,0,7,176,0,183,623,39,861,0,"1,524",.
2020,12395,Menard Electric Coop,IL,MISO,974,19,"1,257",.,"2,250",20,0,302,.,322,2.0,10.8,49.6,.,62.4,0.2,0.0,15.5,.,15.8,49,1,.,.,49,.,.,259,.,259,.
2020,12439,"Midstate Electric Coop, Inc",OR,BPAT,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,12462,Mid-Carolina Electric Coop Inc,SC,SC,68,.,.,.,68,.,.,.,.,.,0.0,.,.,.,0.0,.,.,.,.,.,10,.,.,.,10,.,.,.,.,.,68
2020,12539,Midwest Electric Member Corp,NE,WACM,0,0,"1,563",0,"1,563",0,0,0,0,0,0.0,0.0,26.1,0.0,26.1,0.0,0.0,20.0,0.0,20.0,0,0,"2,165",0,"2,165",0,0,0,0,0,.
2020,12647,"ALLETE, Inc.",MN,MISO,"7,340",516,12,.,"7,868",0,0,0,.,0,22.0,3.0,280.0,.,305.0,.,.,.,.,.,196,62,"3,268",.,"3,526",.,.,.,.,.,.
2020,12681,Mississippi County Electric Co,AR,MISO,.,.,761,.,761,.,.,.,.,.,.,.,3.0,.,3.0,.,.,2.0,.,2.0,.,.,381,.,381,.,.,155,.,155,.
2020,12685,Entergy Mississippi LLC,MS,MISO,.,.,1,.,1,.,.,.,.,.,.,.,39.8,.,39.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,12686,Mississippi Power Co,MS,SOCO,0,6,6,0,12,0,0,0,0,0,0.0,24.2,74.5,0.0,98.7,0.0,0.0,0.0,0.0,0.0,0,463,144,0,606,0,0,0,0,0,.
2020,12698,Evergy Missouri West,MO,SWPP,"36,735",856,.,.,"37,591",466,10,.,.,477,36.7,50.6,.,.,87.3,0.0,0.0,.,.,0.0,425,"1,166",.,.,"1,591","1,286","1,511",.,.,"2,797",0
2020,12745,Modesto Irrigation District,CA,BANC,"11,479",62,6,0,"11,547",0,0,0,0,0,9.0,1.0,13.6,0.0,23.6,4.5,0.5,10.5,0.0,15.5,224,16,246,0,486,30,34,34,0,98,.
2020,12796,Monongahela Power Co,WV,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,12801,City of Monroe - (NC),NC,DUK,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,12825,NorthWestern Energy LLC - (MT),MT,NWMT,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,12894,City of Moorhead - (MN),MN,SWPP,"2,644",57,.,.,"2,701",431,301,.,.,732,11.4,13.1,.,.,24.5,11.4,13.1,.,.,24.5,70,188,.,.,258,.,.,.,.,.,.
2020,13208,City of Naperville - (IL),IL,PJM,.,1,.,.,1,.,4,.,.,4,.,0.5,.,.,0.5,.,0.5,.,.,0.5,.,23,.,.,23,.,.,.,.,.,.
2020,13332,"Navarro County Elec Coop, Inc",TX,ERCO,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,13337,Nebraska Public Power District,NE,SWPP,0,368,3,0,371,0,0,0,0,0,0.0,9.0,60.0,0.0,69.0,0.0,9.0,0.0,0.0,9.0,0,433,0,0,433,0,44,0,0,44,.
2020,13407,Nevada Power Co,NV,NEVP,"64,527","1,783",0,0,"66,310","18,684","5,290",0,0,"23,974",150.9,14.3,0.0,0.0,165.2,148.7,14.2,0.0,0.0,162.9,"1,231",67,0,0,"1,298","7,590",661,0,0,"8,251",.
2020,13441,New Hampshire Elec Coop Inc,NH,ISNE,"4,258",.,.,.,"4,258",3,.,.,.,3,2.6,.,.,.,2.6,2.6,.,.,.,2.6,.,.,.,.,.,.,.,.,.,.,.
2020,13478,"Entergy New Orleans, LLC",LA,MISO,"4,031",57,1,.,"4,089",.,.,.,.,.,3.2,0.2,21.9,.,25.3,1.0,.,.,.,1.0,191,2,.,.,193,411,899,.,.,"1,310",.
2020,13485,New Smyrna Beach City of,FL,NSB,"2,774",.,.,.,"2,774",0,.,.,.,0,6.0,.,.,.,6.0,0.0,.,.,.,0.0,185,.,.,.,185,.,.,.,.,.,.
2020,13511,New York State Elec & Gas Corp,NY,NYIS,"8,634",96,36,.,"8,766",115,67,500,.,682,7.4,10.0,82.9,.,100.3,6.1,.,.,.,6.1,272,215,"1,513",.,"2,000",406,10,41,.,457,.
2020,13519,City of Newark - (DE),DE,PJM,0,1,1,0,2,0,0,0,0,0,0.0,0.5,0.3,0.0,0.7,0.0,0.4,0.1,0.0,0.5,0,19,2,0,20,0,0,0,0,0,0
2020,13524,"Newberry Electric Coop, Inc",SC,SC,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,13573,Niagara Mohawk Power Corp.,NY,NYIS,"9,342",201,94,.,"9,637",271,509,"3,097",.,"3,877",11.2,42.2,199.5,.,252.9,9.9,28.2,192.6,.,230.6,241,607,"3,032",.,"3,880",327,49,233,.,609,.
2020,13630,North Carolina Mun Power Agny #1,NC,DUK,"147,000",68,19,.,"147,087",80,"3,627","3,528",.,"7,235",1.0,72.0,74.0,.,147.0,1.0,49.0,58.0,.,108.0,.,.,.,.,.,.,.,.,.,.,.
2020,13640,Northern Virginia Elec Coop,VA,PJM,"35,262",2,5,0,"35,269",0,93,10,0,103,7.7,15.7,9.1,0.0,32.5,7.7,7.5,6.3,0.0,21.5,0,0,619,0,619,104,0,0,0,104,.
2020,13664,Norris Public Power District,NE,SWPP,0,2,"1,562",0,"1,564",0,0,0,0,0,0.0,0.5,73.0,0.0,73.5,0.0,0.3,23.0,0.0,23.3,0,0,0,0,0,0,11,203,0,214,.
2020,13676,"North Arkansas Elec Coop, Inc",AR,MISO,"8,697",.,.,.,"8,697",0,.,.,.,0,4.5,.,.,.,4.5,4.5,.,.,.,4.5,194,.,.,.,194,.,.,.,.,.,.
2020,13683,North Carolina El Member Corp,NC,CPLE,"4,408",.,1,.,"4,409",.,.,.,.,.,10.9,.,1.0,.,11.9,.,.,.,.,.,12,.,.,.,12,181,.,.,.,181,436
2020,13683,North Carolina El Member Corp,NC,DUK,"4,408",.,1,.,"4,409",.,.,.,.,.,10.9,.,1.0,.,11.9,.,.,.,.,.,12,.,.,.,12,.,.,.,.,.,.
2020,13687,North Carolina Eastern M P A,NC,CPLE,"137,900",261,168,.,"138,329",.,.,.,.,.,57.0,84.0,245.0,.,386.0,50.0,64.0,183.8,.,297.8,"3,203",769,355,.,"4,327","1,167",86,118,.,"1,371",.
2020,13694,"North Central Elec Coop, Inc",ND,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,13725,City of North Platte,NE,SWPP,0,0,2,.,2,0,0,2,.,2,0.0,0.0,4.0,.,4.0,0.0,0.0,3.3,.,3.3,.,.,5,.,5,.,.,.,.,.,.
2020,13758,"Northern Lights, Inc",ID,BPAT,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2020,13762,"Northern Neck Elec Coop, Inc",VA,PJM,"4,675",.,.,.,"4,675",105,.,.,.,105,2.9,.,.,.,2.9,2.9,.,.,.,2.9,10,.,.,.,10,.,.,.,.,.,.
2020,13780,Northern States Power Co,WI,MISO,"18,475","1,333",6,.,"19,814",10,65,3,.,77,11.0,74.0,3.0,.,88.0,0.0,0.0,0.0,.,0.0,479,"3,305","1,416",.,"5,200",303,30,13,.,346,.
2020,13781,Northern States Power Co - Minnesota,MN,MISO,"403,767","18,496",218,.,"422,481",303,335,82,.,720,346.0,382.0,94.0,.,822.0,0.0,0.0,0.0,.,0.0,"29,697","3,172",167,.,"33,036","8,895","1,622",324,.,"10,842",.
2020,13781,Northern States Power Co - Minnesota,ND,MISO,"12,773",731,11,.,"13,515",8,12,31,.,51,9.0,14.0,35.0,.,58.0,0.0,0.0,0.0,.,0.0,787,964,"2,249",.,"4,000",76,10,24,.,111,.
2020,13781,Northern States Power Co - Minnesota,SD,MISO,"20,412",688,3,.,"21,103",13,14,4,.,31,15.0,15.4,4.6,.,35.0,0.0,0.0,0.0,.,0.0,"1,476",880,377,.,"2,733",172,125,5,.,302,.
2020,13798,Northwest Iowa Power Coop,IA,SWPP,"16,295","1,450",.,.,"17,745",48,8,.,.,55,12.5,6.5,.,.,19.0,.,.,.,.,.,"3,848",342,.,.,"4,190","3,394",302,.,.,"3,696",.
2020,13815,Northwestern Wisconsin Elec Co,WI,MISO,.,.,1,.,1,.,.,.,.,.,.,.,1.0,.,1.0,.,.,1.0,.,1.0,.,.,30,.,30,.,.,.,.,.,.
2020,13839,City of Norwood - (MA),MA,ISNE,557,0,0,0,557,0,0,0,0,0,2.5,0.0,0.0,0.0,2.5,0.4,0.0,0.0,0.0,0.4,5,0,0,0,5,2,0,0,0,2,.
2020,13936,Oakdale Electric Coop,WI,MISO,"1,696",40,1,0,"1,737",0,0,0,0,0,2.3,4.1,0.4,0.0,6.8,1.7,3.1,0.3,0.0,5.1,417,10,25,0,452,100,2,6,0,108,.
2020,13998,Ohio Edison Co,OH,PJM,0,0,16,0,16,0,0,0,0,0,0.0,0.0,216.4,0.0,216.4,0.0,0.0,216.4,0.0,216.4,0,0,"7,458",0,"7,458",0,0,0,0,0,.
2020,14006,Ohio Power Co,OH,PJM,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,.
2020,14063,Oklahoma Gas & Electric Co,AR,SWPP,0,13,0,0,13,0,0,0,0,0,0.0,59.5,0.0,0.0,59.5,0.0,0.0,0.0,0.0,0.0,0,"3,379",0,0,"3,379",0,0,0,0,0,.
2020,14063,Oklahoma Gas & Electric Co,OK,SWPP,"102,703","15,973",0,0,"118,676","2,538","9,499",0,0,"12,036",106.9,109.9,0.0,0.0,216.8,106.9,8.4,0.0,0.0,115.3,101,"4,020",0,0,"4,121",659,102,0,0,762,.
2020,14127,Omaha Public Power District,NE,SWPP,"50,211",24,1,.,"50,236",.,.,.,.,.,69.7,39.0,12.0,.,120.6,69.7,39.0,12.0,.,120.6,"1,283","1,132",576,.,"2,992",695,31,0,.,727,0
2020,14154,Orange & Rockland Utils Inc,NY,NYIS,"1,350",50,50,0,"1,450",3,30,41,0,73,1.4,15.6,30.1,0.0,47.1,0.6,15.6,14.5,0.0,30.7,112,222,271,0,605,148,25,31,0,204,.
2020,14175,"Tri-County Electric Coop, Inc (SC)",SC,SC,"17,326",.,242,.,"17,568","1,013",.,320,.,"1,333",3.0,.,0.0,.,3.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,14232,Otter Tail Power Co,MN,MISO,"16,745","1,756",.,0,"18,501",0,0,0,0,0,17.0,35.0,0.0,0.0,52.0,17.0,35.0,0.0,0.0,52.0,34,23,0,0,57,25,17,0,0,42,.
2020,14232,Otter Tail Power Co,ND,MISO,"15,414","1,958",0,0,"17,372",0,0,0,0,0,16.0,16.0,0.0,0.0,32.0,16.0,16.0,0.0,0.0,32.0,228,111,0,0,339,179,88,0,0,267,.
2020,14232,Otter Tail Power Co,SD,MISO,"3,448",367,0,0,"3,815",0,0,0,0,0,4.0,8.0,0.0,0.0,12.0,4.0,8.0,0.0,0.0,12.0,8,16,0,0,24,6,11,0,0,16,.
2020,14246,City of Owatonna - (MN),MN,MISO,"6,645",236,9,0,"6,890",90,10,36,0,136,2.1,0.2,3.1,0.0,5.4,2.0,0.1,1.8,0.0,3.9,136,15,86,0,238,0,0,0,0,0,.
2020,14268,City of Owensboro - (KY),KY,LGEE,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,14328,Pacific Gas & Electric Co.,CA,CISO,"97,272",918,180,0,"98,370",709,915,"3,828",0,"5,452",41.7,43.9,107.3,0.0,192.9,41.7,43.1,107.3,0.0,192.1,0,"3,552","15,589",0,"19,141",6,0,0,0,6,0
2020,14354,PacifiCorp,ID,PACE,.,.,155,.,155,.,.,.,.,.,.,.,202.1,.,202.1,.,.,0.1,.,0.1,.,.,0,.,0,.,.,"3,706",.,"3,706",0
2020,14354,PacifiCorp,OR,PACW,.,.,5,.,5,.,.,.,.,.,.,.,969.0,.,969.0,.,.,0.6,.,0.6,.,.,0,.,0,.,.,162,.,162,0
2020,14354,PacifiCorp,UT,PACE,"91,860",.,51,.,"91,911",.,.,.,.,.,250.0,.,16.2,.,266.2,240.0,.,13.5,.,253.5,"3,224",.,0,.,"3,224","2,770",.,335,.,"3,105",0
2020,14398,Palmetto Electric Coop Inc,SC,SC,"39,158",62,6,0,"39,226",2,0,0,0,2,35.3,11.4,3.4,0.0,50.0,24.7,9.1,2.7,0.0,36.5,83,0,0,0,83,878,19,2,0,899,296
2020,14468,People's Cooperative Services,MN,MISO,"2,137",61,3,0,"2,201",0,0,0,0,0,6.7,2.4,0.3,0.0,9.4,3.0,1.1,0.1,0.0,4.2,489,14,16,0,519,121,3,4,0,128,0
2020,14557,"Pee Dee Electric Coop, Inc",SC,SC,60,.,3,.,63,0,.,.,.,0,0.0,.,4.8,.,4.8,0.0,.,1.4,.,1.4,15,.,.,.,15,12,.,.,.,12,60
2020,14610,Orlando Utilities Comm,FL,FMPP,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,14653,PUD No 1 of Pend Oreille County,WA,AVA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,14715,PPL Electric Utilities Corp,PA,PJM,0,86,32,0,118,0,0,0,0,0,0.0,9.4,128.8,0.0,138.3,0.0,4.7,92.2,0.0,96.9,0,63,"1,344",0,"1,407",0,56,801,0,857,.
2020,14716,Pennsylvania Power Co,PA,PJM,"30,000",0,9,0,"30,009",0,0,0,0,0,1.5,0.0,10.1,0.0,11.6,1.5,0.0,10.1,0.0,11.6,0,0,177,0,177,117,0,305,0,422,.
2020,14717,Pee Dee Electric Member Corp,NC,CPLE,.,104,.,.,104,.,.,.,.,.,.,6.0,.,.,6.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,14940,PECO Energy Co,PA,PJM,"50,866","1,517",337,.,"52,720","150,129","3,260",133,.,"153,522",35.0,2.0,160.0,.,197.0,27.0,1.0,133.0,.,161.0,"2,035",61,.,.,"2,096",1,45,"4,400",.,"4,446",.
2020,15023,Piedmont Electric Member Corp,NC,DUK,"6,273",70,.,.,"6,343",.,.,.,.,.,5.8,0.1,.,.,5.9,5.8,0.1,.,.,5.9,136,10,.,.,146,235,18,.,.,254,.
2020,15248,Portland General Electric Co,OR,PGE,"116,835",509,.,.,"117,344",.,.,.,.,.,56.9,44.4,.,.,101.3,37.3,27.4,.,.,64.7,"1,042","1,118",.,.,"2,160","2,582","5,695",.,.,"8,278",.
2020,15263,The Potomac Edison Company,WV,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,15270,Potomac Electric Power Co,DC,PJM,"25,133",.,.,.,"25,133",0,.,.,.,0,20.6,.,.,.,20.6,20.6,.,.,.,20.6,928,.,.,.,928,684,.,.,.,684,.
2020,15270,Potomac Electric Power Co,MD,PJM,"531,132","3,747",.,.,"534,879","31,125",579,.,.,"31,704",88.3,12.5,.,.,100.8,88.3,12.5,.,.,100.8,"15,722",468,.,.,"16,190","9,880",417,.,.,"10,297",.
2020,15344,Polk-Burnett Electric Coop,WI,MISO,"7,430",89,0,0,"7,519",0,0,0,0,0,27.8,0.8,0.0,0.0,28.6,4.0,0.1,0.0,0.0,4.1,0,0,0,0,0,22,0,0,0,22,64
