Utility Characteristics,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,BA Code,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2020,TX,7559,"Grayson-Collin Elec Coop, Inc",ERCO,AC,6.252,.,.,.,6.252,619,.,.,.,619,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.053,.,.,.,0.053,19,.,.,.,19,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.305,0.000,0.000,0.000,6.305,638,0,0,0,638,0.000,0.000,0.000,0.000,0.000
2020,TX,7634,City of Greenville - (TX),ERCO,AC,0.220,0.040,.,.,0.260,31,1,.,.,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.220,0.040,0.000,0.000,0.260,31,1,0,0,32,0.000,0.000,0.000,0.000,0.000
2020,TX,7752,Guadalupe Valley Elec Coop Inc,ERCO,AC,14.508,0.090,.,.,14.598,"2,206",15,.,.,"2,221",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,354.953",41.984,.,.,"8,396.937",0.108,0.002,.,.,0.110,25,1,.,.,26,11.626,0.459,.,.,12.085,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,14.616,0.092,0.000,0.000,14.708,"2,231",16,0,0,"2,247","8,366.579",42.443,0.000,0.000,"8,409.022"
2020,TX,7979,Hamilton County Elec Coop Assn,ERCO,DC,1.776,0.248,.,.,2.024,190,5,.,.,195,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.051,.,.,.,0.051,11,.,.,.,11,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.827,0.248,0.000,0.000,2.075,201,5,0,0,206,0.000,0.000,0.000,0.000,0.000
2020,TX,8620,"HILCO Electric Cooperative, Inc.",ERCO,AC,2.297,.,.,.,2.297,269,.,.,.,269,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.036,.,.,.,0.036,8,.,.,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.333,0.000,0.000,0.000,2.333,277,0,0,0,277,0.000,0.000,0.000,0.000,0.000
2020,TX,9668,"Jasper-Newton Elec Coop, Inc",MISO,AC,0.217,.,.,.,0.217,22,.,.,.,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.217,0.000,0.000,0.000,0.217,22,0,0,0,22,0.000,0.000,0.000,0.000,0.000
2020,TX,10009,Karnes Electric Coop Inc,ERCO,AC,0.537,0.132,.,.,0.669,56,3,.,.,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.022,0.002,.,.,0.024,6,1,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.559,0.134,0.000,0.000,0.693,62,4,0,0,66,0.000,0.000,0.000,0.000,0.000
2020,TX,11014,"Lighthouse Electric Coop, Inc",ERCO,AC,0.030,.,.,.,0.030,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.042,.,.,.,0.042,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.072,0.000,0.000,0.000,0.072,8,0,0,0,8,0.000,0.000,0.000,0.000,0.000
2020,TX,11292,City of Lubbock - (TX),SWPP,AC,2.403,.,.,.,2.403,332,.,.,.,332,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.403,0.000,0.000,0.000,2.403,332,0,0,0,332,0.000,0.000,0.000,0.000,0.000
2020,TX,11501,Magic Valley Electric Coop Inc,ERCO,AC,3.092,0.408,.,.,3.500,443,9,.,.,452,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.011,0.033,.,.,0.044,4,6,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.103,0.441,0.000,0.000,3.544,447,15,0,0,462,0.000,0.000,0.000,0.000,0.000
2020,TX,12268,"Medina Electric Coop, Inc",ERCO,AC,1.275,.,.,.,1.275,141,.,.,.,141,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.076,.,.,.,0.076,26,.,.,.,26,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.351,0.000,0.000,0.000,1.351,167,0,0,0,167,0.000,0.000,0.000,0.000,0.000
2020,TX,12452,Mid-South Electric Coop Assn,ERCO,AC,1.070,0.020,.,.,1.090,111,1,.,.,112,.,.,.,.,0.000,.,.,.,.,0,1.944,.,.,.,1.944,294,.,.,.,294,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.014,0.020,0.000,0.000,3.034,405,1,0,0,406,0.000,0.000,0.000,0.000,0.000
2020,TX,13332,"Navarro County Elec Coop, Inc",ERCO,AC,0.639,0.002,.,.,0.641,76,1,0,0,77,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.027,.,.,.,0.027,6,0,0,0,6,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.666,0.002,0.000,0.000,0.668,82,1,0,0,83,0.000,0.000,0.000,0.000,0.000
2020,TX,13418,City of New Braunfels - (TX),ERCO,DC,1.409,0.107,.,.,1.516,241,7,.,.,248,0.006,.,.,.,0.006,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.411,0.107,0.000,0.000,1.518,242,7,0,0,249,0.000,0.000,0.000,0.000,0.000
2020,TX,13757,North Plains Electric Coop Inc,SWPP,AC,0.030,.,.,.,0.030,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.030,0.000,0.000,0.000,0.030,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2020,TX,14626,"Pedernales Electric Coop, Inc",ERCO,AC,34.946,1.606,0.000,.,36.552,"4,534",53,0,.,"4,587",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.267,0.017,0.000,.,0.284,50,4,0,.,54,.,.,.,.,0.000,1.119,0.000,0.000,.,1.119,135,0,0,.,135,.,.,.,.,0.000,36.332,1.623,0.000,0.000,37.955,"4,719",57,0,0,"4,776",0.000,0.000,0.000,0.000,0.000
2020,TX,16057,"Rio Grande Electric Coop, Inc",ERCO,DC,0.473,.,.,.,0.473,38,.,.,.,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,279.672,.,.,.,279.672,0.008,.,.,.,0.008,3,.,.,.,3,1.529,.,.,.,1.529,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.481,0.000,0.000,0.000,0.481,41,0,0,0,41,281.201,0.000,0.000,0.000,281.201
2020,TX,16063,"Rita Blanca Electric Coop, Inc",SWPP,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.057,.,.,.,0.057,6,.,.,.,6,.,.,.,.,0.000,0.057,0.000,0.000,0.000,0.057,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000
2020,TX,16146,"Navasota Valley Elec Coop, Inc",ERCO,DC,0.325,0.073,0.000,0.000,0.398,54,2,0,0,56,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.013,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.338,0.073,0.000,0.000,0.411,60,2,0,0,62,0.000,0.000,0.000,0.000,0.000
2020,TX,16461,"Rusk County Electric Coop, Inc",SWPP,AC,0.356,.,.,.,0.356,32,.,.,.,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,172.175,.,.,.,172.175,0.016,.,.,.,0.016,1,.,.,.,1,3.898,.,.,.,3.898,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.372,0.000,0.000,0.000,0.372,33,0,0,0,33,176.073,0.000,0.000,0.000,176.073
2020,TX,16604,City of San Antonio - (TX),ERCO,DC,179.906,42.856,0.000,0.000,222.762,"22,917",635,0,0,"23,552",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,179.906,42.856,0.000,0.000,222.762,"22,917",635,0,0,"23,552",0.000,0.000,0.000,0.000,0.000
2020,TX,16627,San Patricio Electric Coop Inc,ERCO,AC,0.243,.,.,.,0.243,24,.,.,.,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.020,.,.,.,0.020,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.263,0.000,0.000,0.000,0.263,27,0,0,0,27,0.000,0.000,0.000,0.000,0.000
2020,TX,16638,"San Bernard Electric Coop, Inc",ERCO,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.710,.,.,.,1.710,133,.,.,.,133,.,.,.,.,0.000,0.007,.,.,.,0.007,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.717,0.000,0.000,0.000,1.717,135,0,0,0,135,0.000,0.000,0.000,0.000,0.000
2020,TX,17561,South Plains Electric Coop Inc,ERCO,AC,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.000,0.000,0.000,0.010,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2020,TX,17561,South Plains Electric Coop Inc,SWPP,AC,0.826,0.088,0.150,.,1.064,95,6,1,.,102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.826,0.088,0.150,0.000,1.064,95,6,1,0,102,0.000,0.000,0.000,0.000,0.000
2020,TX,17671,Southwest Arkansas E C C,MISO,AC,0.074,.,.,.,0.074,6,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.074,0.000,0.000,0.000,0.074,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000
2020,TX,18976,Trinity Valley Elec Coop Inc,ERCO,AC,5.504,0.267,.,.,5.771,512,14,.,.,526,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"2,675.848",58.102,.,.,"2,733.950",0.056,0.010,.,.,0.066,22,1,.,.,23,1.145,0.000,.,.,1.145,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.560,0.277,0.000,0.000,5.837,534,15,0,0,549,"2,676.993",58.102,0.000,0.000,"2,735.095"
2020,TX,19159,"Tri-County Electric Coop, Inc (TX)",ERCO,AC,2.435,.,.,.,2.435,287,.,.,.,287,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.033,.,.,.,0.033,32,.,.,.,32,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.468,0.000,0.000,0.000,2.468,319,0,0,0,319,0.000,0.000,0.000,0.000,0.000
2020,TX,19160,"Tri-County Electric Coop, Inc (OK)",SWPP,AC,0.005,.,.,.,0.005,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,0.068,.,.,.,0.068,38,.,.,.,38,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.073,0.000,0.000,0.000,0.073,39,0,0,0,39,0.000,0.000,0.000,0.000,0.000
2020,TX,19490,United Electric Coop Service Inc - (TX),ERCO,DC,4.380,0.173,.,.,4.553,447,17,.,.,464,0.079,.,.,.,0.079,10,.,.,.,10,.,.,.,.,0.000,.,.,.,.,0,"2,092.930",68.133,.,.,"2,161.063",0.137,0.017,.,.,0.154,38,4,.,.,42,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.517,0.190,0.000,0.000,4.707,485,21,0,0,506,"2,092.930",68.133,0.000,0.000,"2,161.063"
2020,TX,19579,Upshur Rural Elec Coop Corp,SWPP,AC,0.961,.,.,.,0.961,95,.,.,.,95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,470.029,.,.,.,470.029,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.961,0.000,0.000,0.000,0.961,95,0,0,0,95,470.029,0.000,0.000,0.000,470.029
2020,TX,19806,"Victoria Electric Coop, Inc",ERCO,DC,0.445,0.010,0.000,0.000,0.455,39,1,0,0,40,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,217.440,0.738,0.000,0.000,218.178,0.025,0.006,0.000,0.000,0.031,4,1,0,0,5,3.961,0.000,0.000,0.000,3.961,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.470,0.016,0.000,0.000,0.486,43,2,0,0,45,221.401,0.738,0.000,0.000,222.139
2020,TX,20230,Weatherford Mun Utility System,ERCO,AC,0.228,0.082,.,.,0.310,33,3,.,.,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.230,0.082,0.000,0.000,0.312,34,3,0,0,37,0.000,0.000,0.000,0.000,0.000
2020,TX,20948,Wise Electric Coop Inc,ERCO,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.810,.,.,.,1.810,188,.,.,.,188,.,.,.,.,0.000,0.054,.,.,.,0.054,6,.,.,.,6,.,.,.,.,0.000,0.009,.,.,.,0.009,1,.,.,.,1,.,.,.,.,0.000,1.873,0.000,0.000,0.000,1.873,195,0,0,0,195,0.000,0.000,0.000,0.000,0.000
2020,TX,28604,Kerrville Public Utility Board,ERCO,DC,0.480,5.330,.,.,5.810,63,15,.,.,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.480,5.330,0.000,0.000,5.810,63,15,0,0,78,0.000,0.000,0.000,0.000,0.000
2020,TX,28978,City of San Marcos - (TX),ERCO,AC,0.429,3.012,.,.,3.441,78,10,.,.,88,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,226.407,76.551,.,.,302.958,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.429,3.012,0.000,0.000,3.441,78,10,0,0,88,226.407,76.551,0.000,0.000,302.958
2020,TX,55937,Entergy Texas Inc.,MISO,DC,8.250,0.609,0.009,.,8.868,939,33,2,.,974,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.008,.,.,.,0.008,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.258,0.609,0.009,0.000,8.876,942,33,2,0,977,0.000,0.000,0.000,0.000,0.000
2020,TX,55982,Heart of Texas Electric Coop,ERCO,AC,1.522,.,.,.,1.522,157,.,.,.,157,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.041,.,.,.,0.041,9,.,.,.,9,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.563,0.000,0.000,0.000,1.563,166,0,0,0,166,0.000,0.000,0.000,0.000,0.000
2020,TX,58263,V247 Power Corporation,ERCO,AC,0.300,0.617,0.000,0.000,0.917,56,7,0,0,63,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,193.130,40.656,0.000,0.000,233.786,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.300,0.617,0.000,0.000,0.917,56,7,0,0,63,193.130,40.656,0.000,0.000,233.786
2020,TX,99999,Adjustment 2020,ERCO,,-33.176,-8.518,0.000,0.000,-41.694,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.173,0.000,0.000,0.000,-0.173,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-33.349,-8.518,0.000,0.000,-41.867,.,.,.,.,.,.,.,.,.,.
2020,TX,99999,Adjustment 2020,MISO,,-1.439,-0.106,-0.002,.,-1.547,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1.439,-0.106,-0.002,.,-1.547,.,.,.,.,.,.,.,.,.,.
2020,UT,2010,City of Bountiful,PACE,DC,1.338,0.086,0.000,0.000,1.424,196,6,0,0,202,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.338,0.086,0.000,0.000,1.424,196,6,0,0,202,0.000,0.000,0.000,0.000,0.000
2020,UT,5862,"Empire Electric Assn, Inc",WACM,AC,0.028,0.004,.,.,0.032,8,1,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.000,.,.,.,1.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.028,0.004,0.000,0.000,0.032,8,1,0,0,9,1.000,0.000,0.000,0.000,1.000
2020,UT,6957,"Garkane Energy Coop, Inc",WACM,DC,0.470,0.688,.,.,1.158,98,12,.,.,110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,232.462,435.700,.,.,668.162,0.009,0.020,.,.,0.029,4,1,.,.,5,.,.,.,.,0.000,.,0.240,.,.,0.240,.,3,.,.,3,.,.,.,.,0.000,0.479,0.948,0.000,0.000,1.427,102,16,0,0,118,232.462,435.700,0.000,0.000,668.162
2020,UT,10879,Lehi City Corporation,PACE,AC,2.751,1.578,.,.,4.329,441,11,.,.,452,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.004,.,.,0.004,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.751,1.582,0.000,0.000,4.333,441,12,0,0,453,0.000,0.000,0.000,0.000,0.000
2020,UT,11135,City of Logan - (UT),PACE,DC,1.226,0.985,.,.,2.211,197,26,.,.,223,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.226,0.985,0.000,0.000,2.211,197,26,0,0,223,0.000,0.000,0.000,0.000,0.000
2020,UT,12866,Moon Lake Electric Assn Inc,WACM,AC,0.307,0.045,0.000,0.000,0.352,39,3,0,0,42,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,7.923,0.000,0.000,0.000,7.923,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.307,0.045,0.000,0.000,0.352,39,3,0,0,42,7.923,0.000,0.000,0.000,7.923
2020,UT,13137,City of Murray - (UT),PACE,AC,0.983,0.089,.,.,1.072,174,11,.,.,185,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.983,0.089,0.000,0.000,1.072,174,11,0,0,185,0.000,0.000,0.000,0.000,0.000
2020,UT,14354,PacifiCorp,PACE,DC,295.991,64.361,7.335,0.000,367.687,"45,035","1,170",90,0,"46,295",5.941,0.667,0.000,0.000,6.608,693,14,0,0,707,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.145,0.031,0.000,0.000,0.176,44,9,0,0,53,.,.,.,.,0.000,0.095,0.363,0.011,0.000,0.469,16,11,2,0,29,.,.,.,.,0.000,296.231,64.755,7.346,0.000,368.332,"45,095","1,190",92,0,"46,377",0.000,0.000,0.000,0.000,0.000
2020,UT,15444,Provo City Corp,PACE,AC,4.163,0.430,0.000,0.000,4.593,646,17,0,0,663,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.163,0.430,0.000,0.000,4.593,646,17,0,0,663,0.000,0.000,0.000,0.000,0.000
2020,UT,17732,Spanish Fork City Corporation,PACE,DC,1.679,0.060,.,.,1.739,271,5,.,.,276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.679,0.060,0.000,0.000,1.739,271,5,0,0,276,0.000,0.000,0.000,0.000,0.000
2020,UT,17845,City of Springville - (UT),PACE,AC,0.944,0.587,.,.,1.531,165,3,.,.,168,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.947,0.587,0.000,0.000,1.534,166,3,0,0,169,0.000,0.000,0.000,0.000,0.000
2020,UT,17874,City of St George,PACE,DC,2.076,1.462,0.000,0.000,3.538,293,30,0,0,323,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.076,1.462,0.000,0.000,3.538,293,30,0,0,323,0.000,0.000,0.000,0.000,0.000
2020,UT,18206,Strawberry Electric Serv Dist,PACE,AC,0.585,.,.,.,0.585,94,.,.,.,94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,362.445,.,.,.,362.445,0.070,.,.,.,0.070,14,.,.,.,14,2.717,.,.,.,2.717,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.655,0.000,0.000,0.000,0.655,108,0,0,0,108,365.162,0.000,0.000,0.000,365.162
2020,UT,40165,"Dixie Escalante R E A, Inc",PACE,DC,0.700,0.370,.,.,1.070,48,3,.,.,51,.,.,.,.,0.000,.,.,.,.,0,0.295,.,.,.,0.295,12,.,.,.,12,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.995,0.370,0.000,0.000,1.365,60,3,0,0,63,0.000,0.000,0.000,0.000,0.000
2020,UT,99999,Adjustment 2020,PACE,,-52.845,-11.741,-1.279,0.000,-65.865,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.051,.,.,.,-0.051,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-52.896,-11.741,-1.279,0.000,-65.917,.,.,.,.,.,.,.,.,.,.
