Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,Service Type,"Data Type
O = Observed
I = Imputed",State,Ownership,BA Code,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count
2020,3278,AEP Texas Central Company,C,Delivery,O,TX,Investor Owned,ERCO,"476,186.7","10,251,273","742,738","338,009.7","8,819,734","119,716","92,471.2","6,919,197","7,420",0.0,0,0,"906,667.6","25,990,204","869,874"
2020,8901,CenterPoint Energy,C,Delivery,O,TX,Investor Owned,ERCO,"1,274,448.3","31,244,444","2,277,414","768,726.4","25,032,924","308,618","380,163.6","37,422,126","2,069","1,459.8","68,441",1,"2,424,798.1","93,767,935","2,588,102"
2020,13830,Nueces Electric Cooperative,C,Delivery,O,TX,Cooperative,ERCO,"1,128.0","17,418",919,"3,308.0","67,368","1,125","3,126.0","264,591",14,0.0,0,0,"7,562.0","349,377","2,058"
2020,20404,AEP Texas North Company,C,Delivery,O,TX,Investor Owned,ERCO,"77,140.4","1,947,268","153,171","56,526.4","1,926,636","36,035","28,169.7","2,306,481","5,472",0.0,0,0,"161,836.5","6,180,385","194,678"
2020,40051,Texas-New Mexico Power Co,C,Delivery,O,TX,Investor Owned,ERCO,"158,066.1","3,060,391","215,649","124,096.7","3,401,364","43,048","27,366.6","4,952,121",97,.,.,.,"309,529.4","11,413,876","258,794"
2020,44372,Oncor Electric Delivery Company LLC,C,Delivery,O,TX,Investor Owned,ERCO,"1,755,136.4","44,319,529","3,220,740","1,471,043.0","45,579,065","495,107","379,761.3","40,177,313","10,625","5,596.4","203,980",1,"3,611,537.1","130,279,887","3,726,473"
"This data should not be added to the data in sales to ultimate customers, since it is already included by the power marketers on Part D",,,,,,,,,,,,,,,,,,,,,,,
