Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
2020,604,City of Andalusia,A,Bundled,O,AL,Municipal,AEC,"5,466.0","41,548","3,677","8,170.0","56,747","1,020","14,245.0","279,565",2,.,.,.,"27,881.0","377,860","4,699"
2020,636,City of Anderson - (IN),A,Bundled,O,IN,Municipal,PJM,"35,346.4","305,650","29,496","27,603.7","270,493","3,858","19,037.6","258,553",59,0.0,0,0,"81,987.7","834,696","33,413"
2020,689,Connexus Energy,A,Bundled,O,MN,Cooperative,MISO,"168,327.1","1,241,525","125,058","63,217.2","586,469","11,584","13,829.3","163,738",413,0.0,0,0,"245,373.6","1,991,732","137,055"
2020,690,City of Bardstown - (KY),A,Bundled,O,KY,Municipal,LGEE,"3,645.0","42,777","3,435","4,242.0","52,404","1,226","5,617.0","77,136",15,.,.,.,"13,504.0","172,317","4,676"
2020,691,City of Anoka,A,Bundled,O,MN,Municipal,MISO,"10,411.0","76,899","10,941","8,725.0","90,994","1,326","10,134.0","102,111",17,.,.,.,"29,270.0","270,004","12,284"
2020,719,Town of Apex- (NC),A,Bundled,O,NC,Municipal,CPLE,"23,718.5","231,474","23,377","10,391.2","116,017","1,758",.,.,.,.,.,.,"34,109.7","347,491","25,135"
2020,727,Appalachian Electric Coop,A,Bundled,O,TN,Cooperative,TVA,"68,036.0","598,545","40,865","27,230.0","238,976","6,843","4,465.0","77,433",7,0.0,0,0,"99,731.0","914,954","47,715"
2020,733,Appalachian Power Co,A,Bundled,O,VA,Investor Owned,PJM,"651,825.0","6,027,445","456,500","302,655.0","3,559,229","78,599","301,987.0","4,625,700","1,956",0.0,0,0,"1,256,467.0","14,212,374","537,055"
2020,733,Appalachian Power Co,A,Bundled,O,WV,Investor Owned,PJM,"621,183.0","4,887,948","354,340","292,716.0","3,078,799","66,462","261,608.0","3,915,282","2,248",0.0,0,0,"1,175,507.0","11,882,029","423,050"
2020,733,Appalachian Power Co,C,Delivery,O,VA,Investor Owned,PJM,0.0,0,0,362.0,"42,536",51,195.0,"332,375",6,0.0,0,0,557.0,"374,911",57
2020,750,Arab Electric Coop Inc,A,Bundled,O,AL,Cooperative,TVA,"20,347.0","187,704","13,090","11,224.0","102,935","2,752",202.0,"2,862",1,0.0,0,0,"31,773.0","293,501","15,843"
2020,796,Arizona Electric Pwr Coop Inc,B,Energy,O,CA,Cooperative,CISO,.,.,.,"5,524.0","200,797",1,.,.,.,.,.,.,"5,524.0","200,797",1
2020,803,Arizona Public Service Co,A,Bundled,O,AZ,Investor Owned,AZPS,"1,953,176.3","14,747,876","1,150,194","1,317,102.6","12,347,971","135,278","168,994.8","2,248,560","3,231",.,.,.,"3,439,273.7","29,344,407","1,288,703"
2020,814,Entergy Arkansas LLC,A,Bundled,O,AR,Investor Owned,MISO,"838,064.7","7,583,717","598,506","482,495.4","5,578,749","96,291","460,448.5","7,585,640","23,481",5.5,39,1,"1,781,014.1","20,748,145","718,279"
2020,814,Entergy Arkansas LLC,A,Bundled,O,TN,Investor Owned,MISO,1.7,16,1,3.6,23,3,1.8,5,3,.,.,.,7.1,44,7
2020,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,AR,Cooperative,SWPP,"75,304.7","703,739","51,735","15,616.8","162,528","4,016","11,874.1","212,843",42,0.0,0,0,"102,795.6","1,079,110","55,793"
2020,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,OK,Cooperative,SWPP,"6,117.3","55,994","4,295","2,633.6","28,894",518,0.0,0,0,0.0,0,0,"8,750.9","84,888","4,813"
2020,944,City of Athens - (AL),A,Bundled,O,AL,Municipal,TVA,"65,305.0","658,618","42,991","37,682.0","352,764","7,297","11,951.0","199,702",13,0.0,0,0,"114,938.0","1,211,084","50,301"
2020,947,Athens Utility Board,A,Bundled,O,TN,Municipal,TVA,"15,348.0","151,539","11,144","16,077.0","146,463","2,357","15,924.0","330,753",8,0.0,0,0,"47,349.0","628,755","13,509"
2020,963,Atlantic City Electric Co,A,Bundled,O,NJ,Investor Owned,PJM,"653,658.9","3,596,852","444,924","162,603.1","1,070,330","45,536","10,894.0","137,221",371,0.0,0,0,"827,156.0","4,804,403","490,831"
2020,963,Atlantic City Electric Co,C,Delivery,O,NJ,Investor Owned,PJM,"39,417.1","432,583","51,598","160,970.0","2,618,604","19,313","24,117.0","564,384",312,0.0,0,.,"224,504.1","3,615,571","71,223"
2020,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,PJM,0.0,0,0,0.0,0,0,"1,604.1","19,653",9,0.0,0,0,"1,604.1","19,653",9
2020,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,MISO,"228,621.1","4,215,830","401,790","127,696.9","2,600,537","3,319","25,622.0","658,320",86,"1,606.7","21,862",1,"383,546.7","7,496,549","405,196"
2020,994,City of Auburn - (IN),A,Bundled,O,IN,Municipal,PJM,"6,299.2","66,161","6,620","2,889.1","25,245",900,"29,213.1","309,271",154,.,.,.,"38,401.4","400,677","7,674"
2020,1009,City of Austin - (MN),A,Bundled,O,MN,Municipal,MISO,"10,956.0","79,707","10,633","12,814.0","115,734","1,202","11,545.0","140,967",1,.,.,.,"35,315.0","336,408","11,836"
2020,1015,Austin Energy,A,Bundled,O,TX,Municipal,ERCO,"493,052.4","4,669,760","457,272","507,085.8","5,430,542","53,043","178,784.1","2,987,566",115,.,.,.,"1,178,922.3","13,087,868","510,430"
2020,1050,City of Azusa,A,Bundled,O,CA,Municipal,CISO,"12,332.0","87,879","14,904","14,468.0","80,786","2,059","8,674.0","73,947",25,.,.,.,"35,474.0","242,612","16,988"
2020,1149,Baldwin County El Member Corp,A,Bundled,O,AL,Cooperative,AEC,"113,394.0","975,575","73,397","43,782.0","465,430","6,682",0.0,0,0,0.0,0,0,"157,176.0","1,441,005","80,079"
2020,1167,Baltimore Gas & Electric Co,A,Bundled,O,MD,Investor Owned,PJM,"1,185,560.2","9,787,118","916,333","288,494.6","2,485,487","68,327","12,172.8","109,921","3,322",0.0,0,0,"1,486,227.6","12,382,526","987,982"
2020,1167,Baltimore Gas & Electric Co,C,Delivery,O,MD,Investor Owned,PJM,"151,236.5","2,957,731","268,986","353,794.8","11,679,680","52,654","25,795.5","1,015,795","2,595","1,651.1","216,098",3,"532,477.9","15,869,304","324,238"
2020,1169,Bailey County Elec Coop Assn,A,Bundled,O,TX,Cooperative,SWPP,"3,166.5","26,860","3,355","6,032.5","70,450",853,"23,230.3","268,811","4,735",.,.,.,"32,429.3","366,121","8,943"
2020,1175,"Bandera Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"50,674.2","462,288","32,403","15,691.0","160,097","5,621","1,845.2","22,871",60,.,.,.,"68,210.4","645,256","38,084"
2020,1179,Versant Power,A,Bundled,O,ME,Investor Owned,NBSO,"28,036.6","190,642","28,748","12,478.1","84,640","6,641","4,038.7","40,501",124,0.0,0,0,"44,553.4","315,783","35,513"
2020,1179,Versant Power,A,Bundled,O,ME,Investor Owned,ISNE,"107,726.6","586,724","98,080","35,861.4","293,708","15,636","5,209.0","58,609",27,0.0,0,0,"148,797.0","939,041","113,743"
2020,1179,Versant Power,C,Delivery,O,ME,Investor Owned,NBSO,4.4,57,14,593.8,"7,460",358,"6,153.7","186,396",89,0.0,0,0,"6,751.9","193,913",461
2020,1179,Versant Power,C,Delivery,O,ME,Investor Owned,ISNE,"5,227.1","52,270","7,681","21,236.5","262,613","3,331","7,205.4","169,087",26,0.0,0,0,"33,669.0","483,970","11,038"
2020,1196,Village of Baraga - (MI),A,Bundled,O,MI,Municipal,MISO,382.9,"2,901",516,"1,903.8","14,666",222,0.0,0,0,0.0,0,0,"2,286.7","17,567",738
2020,1251,Barron Electric Coop,A,Bundled,O,WI,Cooperative,MISO,"26,945.0","200,616","18,600","2,738.0","25,866",213,"7,419.0","98,621",169,.,.,.,"37,102.0","325,103","18,982"
2020,1273,"Bartlett Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"17,665.4","161,876","9,035","5,644.3","46,692","3,330",.,.,.,.,.,.,"23,309.7","208,568","12,365"
2020,1283,Bartholomew County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"21,496.3","154,488","11,053","5,420.8","44,057",689,"16,904.2","189,855",11,.,.,.,"43,821.3","388,400","11,753"
2020,1300,City of Bartow - (FL),A,Bundled,O,FL,Municipal,FPC,"14,649.0","150,108","10,733","6,752.6","72,476","1,513","5,966.5","67,117",292,.,.,.,"27,368.1","289,701","12,538"
2020,1307,Basin Electric Power Coop,A,Bundled,O,ND,Cooperative,SWPP,.,.,.,.,.,.,"34,168.7","1,103,767",1,.,.,.,"34,168.7","1,103,767",1
2020,1325,City of Batavia - (IL),A,Bundled,O,IL,Municipal,PJM,"12,612.0","89,816","9,763","16,139.0","135,608","1,339","16,301.0","181,400",9,.,.,.,"45,052.0","406,824","11,111"
2020,1366,City of Bay City - (MI),A,Bundled,O,MI,Municipal,MISO,"18,109.0","133,171","17,802","14,963.0","116,846","2,216","5,154.0","47,727",141,.,.,.,"38,226.0","297,744","20,159"
2020,1456,Town of Bedford - (VA),A,Bundled,O,VA,Municipal,PJM,"10,070.0","79,690","5,821","4,579.7","37,620",900,"4,415.9","53,210",2,.,.,.,"19,065.6","170,520","6,723"
2020,1458,"Beauregard Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,"60,908.0","564,311","39,198","14,725.0","141,247","4,258","29,038.0","562,969",5,.,.,.,"104,671.0","1,268,527","43,461"
2020,1529,"Beltrami Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,"40,024.3","287,061","19,938","8,737.4","73,789","1,541",17.6,54,18,0.0,0,0,"48,779.3","360,904","21,497"
2020,1578,Benton County,A,Bundled,O,TN,Municipal,TVA,"13,688.0","107,145","8,483","7,114.0","52,878","1,768","2,352.0","24,399",3,0.0,0,0,"23,154.0","184,422","10,254"
2020,1579,PUD No 1 of Benton County,A,Bundled,O,WA,Political Subdivision,BPAT,"62,192.0","705,332","47,856","35,901.0","509,202","6,497","29,772.0","524,899",989,.,.,.,"127,865.0","1,739,433","55,342"
2020,1581,City of Benton - (AR),A,Bundled,O,AR,Municipal,MISO,"15,094.3","146,750","12,387","6,309.8","72,145","1,843","3,246.6","39,189",21,0.0,.,.,"24,650.7","258,084","14,251"
2020,1582,City of Benton - (KY),A,Bundled,O,KY,Municipal,TVA,"2,830.0","23,356","1,852","3,545.0","30,945",686,823.0,"10,432",1,0.0,0,0,"7,198.0","64,733","2,539"
2020,1586,City of Bentonville - (AR),A,Bundled,O,AR,Municipal,SWPP,"30,279.0","258,259","22,451","34,322.0","383,467","3,421",.,.,.,.,.,.,"64,601.0","641,726","25,872"
2020,1591,"Big Country Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"11,136.0","87,064","8,995","16,007.0","142,610","3,441","2,050.0","25,803",692,.,.,.,"29,193.0","255,477","13,128"
2020,1611,"Messer Energy Services, Inc.",B,Energy,O,DE,Retail Power Marketer,PJM,0.0,0,0,0.0,0,0,"9,127.0","216,370",1,0.0,0,0,"9,127.0","216,370",1
2020,1611,"Messer Energy Services, Inc.",B,Energy,O,IL,Retail Power Marketer,MISO,0.0,0,0,0.0,0,0,"6,399.0","160,583",3,0.0,0,0,"6,399.0","160,583",3
2020,1611,"Messer Energy Services, Inc.",B,Energy,O,MA,Retail Power Marketer,ISNE,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
2020,1611,"Messer Energy Services, Inc.",B,Energy,O,ME,Retail Power Marketer,ISNE,0.0,0,0,0.0,0,0,"4,574.0","87,949",1,0.0,0,0,"4,574.0","87,949",1
2020,1611,"Messer Energy Services, Inc.",B,Energy,O,NY,Retail Power Marketer,NYIS,0.0,0,0,0.0,0,0,188.0,"6,571",2,0.0,0,0,188.0,"6,571",2
2020,1611,"Messer Energy Services, Inc.",B,Energy,O,OH,Retail Power Marketer,PJM,0.0,0,0,0.0,0,0,"7,477.0","180,568",4,0.0,0,0,"7,477.0","180,568",4
2020,1611,"Messer Energy Services, Inc.",B,Energy,O,PA,Retail Power Marketer,PJM,0.0,0,0,0.0,0,0,"23,014.0","607,889",3,0.0,0,0,"23,014.0","607,889",3
2020,1613,Berkeley Electric Coop Inc,A,Bundled,O,SC,Cooperative,SC,"185,821.0","1,390,070","95,905","57,977.0","467,952","12,281","89,873.0","1,728,216",10,0.0,0,0,"333,671.0","3,586,238","108,196"
2020,1625,Benton Rural Electric Assn,A,Bundled,O,WA,Cooperative,BPAT,"18,254.0","209,997","11,948","9,474.0","141,798","1,477","12,848.0","208,455","1,392",.,.,.,"40,576.0","560,250","14,817"
2020,1640,City of Bessemer Utilities,A,Bundled,O,AL,Municipal,TVA,"12,008.0","111,751","9,463","16,826.0","154,025","1,767",589.0,"8,955",1,0.0,0,0,"29,423.0","274,731","11,231"
2020,1708,Big Sandy Rural Elec Coop Corp,A,Bundled,O,KY,Cooperative,PJM,"17,877.0","160,222","11,738","3,365.0","33,357","1,040","1,120.0","15,743",11,.,.,.,"22,362.0","209,322","12,789"
2020,1723,"Big Bend Electric Coop, Inc",A,Bundled,O,WA,Cooperative,BPAT,"8,918.2","106,877","5,186","8,646.2","112,219","1,916","21,480.9","345,863","2,482",0.0,0,0,"39,045.3","564,959","9,584"
2020,1738,Bonneville Power Administration,A,Bundled,O,OR,Federal,BPAT,.,.,.,224.9,"5,795",1,.,.,.,.,.,.,224.9,"5,795",1
2020,1738,Bonneville Power Administration,A,Bundled,O,WA,Federal,BPAT,.,.,.,"31,317.1","688,369",7,"17,217.3","2,112,319",3,.,.,.,"48,534.4","2,800,688",10
2020,1763,"Black River Electric Coop, Inc - (SC)",A,Bundled,O,SC,Cooperative,SC,"53,482.9","444,912","29,065","13,866.7","120,328","4,053","8,492.2","110,655",18,.,.,.,"75,841.8","675,895","33,136"
2020,1764,Black Diamond Power Co,A,Bundled,O,WV,Investor Owned,PJM,"4,600.0","34,636","3,873","1,597.0","12,711",534,0.0,0,0,0.0,0,0,"6,197.0","47,347","4,407"
2020,1769,"Black Hills Electric Coop, Inc",A,Bundled,O,SD,Cooperative,SWPP,"16,341.8","115,004","8,436","4,493.8","32,391","1,820",533.5,"3,914",87,0.0,0,0,"21,369.1","151,309","10,343"
2020,1775,Black River Electric Coop - (MO),A,Bundled,O,MO,Cooperative,AECI,"30,474.0","294,426","20,937","13,701.0","140,898","3,809","1,802.0","29,365",2,0.0,0,0,"45,977.0","464,689","24,748"
2020,1776,City of Black River Falls,A,Bundled,O,WI,Municipal,MISO,"2,361.0","19,343","2,219","3,712.5","33,978",553,0.0,0,0,0.0,0,0,"6,073.5","53,321","2,772"
2020,1780,Black Warrior Elec Member Corp,A,Bundled,O,AL,Cooperative,SOCO,"28,937.7","260,485","20,144","10,589.0","97,121","6,447",723.3,"8,599",2,.,.,.,"40,250.0","366,205","26,593"
2020,1857,Block Island Utility District,A,Bundled,O,RI,Political Subdivision,ISNE,"2,358.0","5,724","1,440","2,934.0","7,322",526,0.0,0,0,0.0,0,0,"5,292.0","13,046","1,966"
2020,1884,BENCO Electric Cooperative,A,Bundled,O,MN,Cooperative,MISO,"30,536.6","219,979","17,454","12,724.0","109,062","1,517","1,213.4","12,002",5,.,.,.,"44,474.0","341,043","18,976"
2020,1886,Blue Grass Energy Coop Corp,A,Bundled,O,KY,Cooperative,PJM,"83,973.0","826,870","56,881","15,263.0","152,044","2,998","16,664.0","289,605",10,.,.,.,"115,900.0","1,268,519","59,889"
2020,1889,Blue Ridge Elec Member Corp - (NC),A,Bundled,O,NC,Cooperative,DUK,"94,635.0","735,855","69,179","28,054.0","247,574","8,363","6,870.0","92,760",7,.,.,.,"129,559.0","1,076,189","77,549"
2020,1890,Blue Ridge Electric Coop Inc - (SC),A,Bundled,O,SC,Cooperative,DUK,"115,116.9","754,062","62,285","21,718.0","175,983","5,276","9,732.0","120,044",28,.,.,.,"146,566.9","1,050,089","67,589"
2020,1891,Blue Ridge Mountain EMC - (GA),A,Bundled,O,GA,Cooperative,TVA,"38,222.0","303,511","28,768","21,403.0","160,372","7,442",0.0,0,0,0.0,0,0,"59,625.0","463,883","36,210"
2020,1891,Blue Ridge Mountain EMC - (GA),A,Bundled,O,NC,Cooperative,TVA,"19,780.0","157,684","14,691","6,837.0","44,306","3,905",0.0,0,0,0.0,0,0,"26,617.0","201,990","18,596"
2020,1892,"Bluebonnet Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"140,808.4","1,346,930","91,614","60,079.7","744,835","13,199","17,905.1","255,874","1,551",.,.,.,"218,793.2","2,347,639","106,364"
2020,1896,City of Bluffton - (IN),A,Bundled,O,IN,Municipal,PJM,"4,650.0","50,109","4,910","3,275.0","32,122",963,"12,248.0","144,718",37,.,.,.,"20,173.0","226,949","5,910"
2020,1936,Bolivar Energy Authority,A,Bundled,O,TN,Municipal,TVA,"14,627.0","122,248","8,868","9,541.0","72,802","2,377","1,233.0","16,958",1,0.0,0,0,"25,401.0","212,008","11,246"
2020,1997,City of Boscobel - (WI),A,Bundled,O,WI,Municipal,MISO,"1,221.3","11,891","1,454","2,590.7","30,632",340,0.0,0,0,0.0,0,0,"3,812.0","42,523","1,794"
2020,2001,Boone Electric Coop,A,Bundled,O,MO,Cooperative,AECI,"49,019.0","420,517","32,128","8,053.0","84,302","1,168","4,407.0","47,481",7,.,.,.,"61,479.0","552,300","33,303"
2020,2008,City of Boulder City - (NV),A,Bundled,O,NV,Municipal,WALC,"10,373.0","100,592","7,049","6,510.0","52,797","1,047",124.0,952,6,0.0,0,0,"17,007.0","154,341","8,102"
2020,2010,City of Bountiful,A,Bundled,O,UT,Municipal,PACE,"16,649.0","157,153","15,517","8,226.0","85,597","1,615","1,988.0","29,107",1,0.0,0,0,"26,863.0","271,857","17,133"
2020,2049,"Bowie-Cass Electric Coop, Inc",A,Bundled,O,TX,Cooperative,SWPP,"54,678.8","464,596","33,625","10,765.9","96,859","4,541","3,900.7","45,346",8,.,.,.,"69,345.4","606,801","38,174"
2020,2054,City of Bowling Green - (OH),A,Bundled,O,OH,Municipal,PJM,"14,707.0","99,670","12,866","7,617.0","54,066","1,816","34,373.0","329,718",73,.,.,.,"56,697.0","483,454","14,755"
2020,2056,City of Bowling Green - (KY),A,Bundled,O,KY,Municipal,TVA,"28,350.0","272,137","25,812","41,203.0","428,451","5,176","7,039.0","114,525",6,0.0,0,0,"76,592.0","815,113","30,994"
2020,2089,Bozrah Light & Power Company,A,Bundled,O,CT,Municipal,ISNE,"4,380.5","23,244","2,416","1,582.6","7,684",377,"12,024.6","184,766",14,.,.,.,"17,987.7","215,694","2,807"
2020,2144,Town of Braintree - (MA),A,Bundled,O,MA,Municipal,ISNE,"17,086.0","119,809","14,013","27,452.0","179,358","2,748","1,851.0","13,471",5,.,.,.,"46,389.0","312,638","16,766"
2020,2194,City of Brenham - (TX),A,Bundled,O,TX,Municipal,ERCO,"6,929.0","79,086","5,873","5,677.0","75,543","2,628","7,158.0","117,621",23,0.0,0,0,"19,764.0","272,250","8,524"
2020,2212,"Broad River Electric Coop, Inc",A,Bundled,O,NC,Cooperative,DUK,778.0,"5,581",437,14.0,83,6,.,.,.,.,.,.,792.0,"5,664",443
