|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership Type|,|Utility Characteristics..NERC Region|,|Demand.(Megawatts).Summer Peak Demand|,|Demand.(Megawatts).Winter Peak Demand|,|Energy Sources (Megawatthours).(Megawatts).Net Generation|,|Energy Sources (Megawatthours).(Megawatts).Wholesale Power Purchases|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Received|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Delivered|,|Energy Sources (Megawatthours).Power Exchanged.Net Power Exchanged|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Received|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Delivered|,|Energy Sources (Megawatthours).Wheeled Power.Net Wheeled Power|,|Energy Sources (Megawatthours).Wheeled Power.Transmission by Other Losses|,|Energy Sources (Megawatthours).Wheeled Power.Total Sources|,|Disposition.(Megawatthours).Sales to Ultimate Customers|,|Disposition.(Megawatthours).Sales for Resale|,|Disposition.(Megawatthours).Furnished without Charge|,|Disposition.(Megawatthours).Consumed by Respondent without Charge|,|Disposition.(Megawatthours).Total Energy Losses|,|Disposition.(Megawatthours).Total Disposition|,|Electric Revenues.(Thousands Dollars).From Retail Sales|,|Electric Revenues.(Thousands Dollars).From Delivery Customers|,|Electric Revenues.(Thousands Dollars).From Sales for Resale|,|Electric Revenues.(Thousands Dollars).From Credits or Adjustments|,|Electric Revenues.(Thousands Dollars).From Transmission|,|Electric Revenues.(Thousands Dollars).From Other|,|Electric Revenues.(Thousands Dollars).Total|,|.."Data Type O = Observed I = Imputed"|
2021,213,Alaska Electric Light & Power Co.,AK,Investor Owned,AK,62.0,87.0,"149,121","283,147",0,0,0,.,.,0,.,"432,268","404,334",.,.,"4,811","23,123","432,268","45,279.0",.,.,.,504.5,.,"45,783.5",O
2021,219,Alaska Power and Telephone Co,WA,Investor Owned,AK,1.0,1.0,"25,949","52,051",0,0,0,.,.,0,.,"78,000","69,768",0,0,"1,722","6,510","78,000","20,187.0",.,.,.,.,"2,617.0","22,804.0",O
2021,221,"Alaska Village Elec Coop, Inc",AK,Cooperative,AK,20.1,19.6,"132,532",.,0,0,0,.,.,0,.,"132,532","124,134",.,.,"3,179","5,219","132,532","51,326.7",.,.,.,.,545.2,"51,871.9",O
2021,230,Albany Utility Board,GA,Municipal,SERC,176.9,132.2,.,"885,163",0,0,0,.,.,0,.,"885,163","872,652",.,.,.,"12,511","885,163","90,428.0",.,.,.,.,525.3,"90,953.3",O
2021,232,City of Albemarle - (NC),NC,Municipal,SERC,63.2,56.1,.,"287,835",0,0,0,.,.,0,.,"287,835","275,576",.,105,.,"12,154","287,835","30,696.5",.,.,.,.,260.4,"30,956.9",O
2021,240,Albemarle Electric Member Corp,NC,Cooperative,SERC,55.8,57.8,.,"237,821",0,0,0,.,.,0,.,"237,821","224,814",.,.,632,"12,375","237,821","29,755.0",.,.,.,.,575.0,"30,330.0",O
2021,241,Albertville Municipal Utilities Board,AL,Municipal,SERC,115.4,107.5,0,"646,611",0,0,0,0,0,0,0,"646,611","630,444",0,0,0,"16,167","646,611","49,707.0",.,0.0,0.0,0.0,815.3,"50,522.3",O
2021,261,AGC Division of APGI Inc,PA,Investor Owned,RFC,351.7,329.3,"3,884,641","125,194",0,0,0,.,.,0,.,"4,009,835","2,722,803","1,240,431",.,.,"46,601","4,009,835","159,231.4",.,"47,456.0",885.0,.,"1,508.0","209,080.4",O
2021,276,Alcorn County Elec Power Assn,MS,Cooperative,SERC,119.0,106.0,0,"592,355",0,0,0,0,0,0,0,"592,355","573,036",0,0,"1,040","18,279","592,355","54,400.0",.,0.0,0.0,0.0,"2,641.9","57,041.9",O
2021,295,City of Alexandria - (MN),MN,Municipal,MRO,61.3,46.6,39,"296,877",0,0,0,.,.,0,.,"296,916","287,110",.,.,.,"9,806","296,916","25,962.3",.,.,.,.,"1,076.9","27,039.2",O
2021,296,"Alfalfa Electric Coop, Inc",OK,Cooperative,SPP,74.7,70.9,.,"449,463",0,0,0,"1,670","1,670",0,.,"449,463","432,247",.,.,390,"16,826","449,463","39,076.0",.,.,.,.,159.0,"39,235.0",O
2021,298,City of Alexandria - (LA),LA,Municipal,SERC,143.0,174.0,"154,599","718,248",0,0,0,.,.,0,.,"872,847","661,205","154,599",.,"11,870","45,173","872,847","62,746.0",.,"10,861.0",.,.,.,"73,607.0",O
2021,305,Alger-Delta Coop Electric Assn,MI,Cooperative,MISO,16.9,14.7,.,"109,401",0,0,0,0,0,0,0,"109,401","99,451",.,0,0,"9,950","109,401","15,942.1",.,0.0,0.0,0.0,0.0,"15,942.1",O
2021,307,Algoma Utility Comm,WI,Municipal,MISO,7.4,6.2,.,"37,567",0,0,0,0,0,0,0,"37,567","35,712",.,0,79,"1,776","37,567","3,945.6",.,0.0,0.0,0.0,34.8,"3,980.4",O
2021,332,Allegheny Electric Coop Inc,PA,Cooperative,RFC,749.0,729.0,"2,088,135","1,706,774",0,"11,602","-11,602",.,.,0,.,"3,783,307",.,"3,720,684",.,.,"62,623","3,783,307",.,.,"195,168.0",.,"2,600.0","3,443.0","201,211.0",O
2021,343,AEP Generating Company,OH,Investor Owned,RFC,"1,306.0","1,209.0","2,401,333",.,0,0,0,.,.,0,.,"2,401,333",.,"2,401,333",.,.,.,"2,401,333",.,.,"311,214.0",.,.,210.0,"311,424.0",O
2021,392,Alpena Power Co,MI,Investor Owned,RFC,59.0,59.0,.,"362,102",0,0,0,.,.,0,.,"362,102","347,649",.,.,109,"14,344","362,102","35,149.8",.,.,.,.,242.4,"35,392.2",O
2021,407,Altamaha Electric Member Corp,GA,Cooperative,SERC,91.9,97.3,.,"441,325",0,0,0,.,.,0,.,"441,325","421,286",.,.,680,"19,359","441,325","52,029.0",.,.,.,.,806.0,"52,835.0",O
2021,471,Amana Society Service Co,IA,Investor Owned,MRO,13.8,12.9,"2,125","85,342",0,0,0,.,.,0,.,"87,467","84,030","1,412",.,.,"2,025","87,467","8,199.0",.,458.0,.,.,60.0,"8,717.0",O
2021,540,BP Energy Company,TX,Retail Power Marketer,TRE,0.0,0.0,.,"1,137,053",0,0,0,.,.,0,.,"1,137,053","1,137,053",.,.,.,.,"1,137,053","76,947.0",.,.,.,.,.,"76,947.0",O
2021,554,City of Ames - (IA),IA,Municipal,MRO,155.7,114.0,"256,553","509,348",0,0,0,.,.,0,.,"765,901","659,153","87,260",0,388,"19,100","765,901","59,332.1",0.0,"2,989.9",0.0,616.6,"3,756.2","66,694.8",O
2021,562,Amicalola Electric Member Corp,GA,Cooperative,SERC,189.5,216.5,.,"823,379",0,0,0,.,.,0,.,"823,379","798,784",.,.,"1,089","23,506","823,379","91,224.2",.,.,.,.,-46.6,"91,177.6",O
2021,571,City of Amory,MS,Municipal,SERC,29.6,20.1,0,"130,293",0,0,0,0,0,0,0,"130,293","127,080",0,0,0,"3,213","130,293","12,967.0",.,0.0,0.0,0.0,351.0,"13,318.0",O
2021,577,City of Alcoa Utilities,TN,Municipal,SERC,138.7,146.4,0,"638,292",0,0,0,0,0,0,0,"638,292","622,563",0,0,0,"15,729","638,292","68,185.0",.,0.0,0.0,0.0,"2,121.3","70,306.3",O
2021,590,City of Anaheim - (CA),CA,Municipal,WECC,487.0,289.0,.,"2,803,358",0,0,0,.,.,0,.,"2,803,358","2,073,417","634,818",.,.,"95,123","2,803,358","328,440.0",.,"27,286.0",.,"40,937.0","38,568.0","435,231.0",O
2021,604,City of Andalusia,AL,Municipal,SERC,66.4,55.4,.,"425,997",0,0,0,.,.,0,.,"425,997","422,748",.,.,.,"3,249","425,997","30,950.7",.,.,.,.,.,"30,950.7",O
2021,636,City of Anderson - (IN),IN,Municipal,RFC,189.0,139.4,.,"936,562",0,0,0,.,.,0,.,"936,562","880,037",.,.,.,"56,525","936,562","85,537.2",.,.,.,.,866.7,"86,403.9",O
2021,659,American Transmission Co,WI,Transmission,,"12,142.5","9,178.0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"752,911.0","1,926.9","754,837.9",O
2021,689,Connexus Energy,MN,Cooperative,MRO,504.5,296.8,"30,181","2,116,018",0,0,0,.,.,0,.,"2,146,199","2,078,455",.,.,.,"67,744","2,146,199","261,613.7",0.0,0.0,0.0,0.0,0.0,"261,613.7",O
2021,690,City of Bardstown - (KY),KY,Municipal,RFC,37.5,32.1,.,"192,816",0,0,0,.,.,0,.,"192,816","186,316",.,.,.,"6,500","192,816","15,855.0",.,.,.,.,.,"15,855.0",O
2021,691,City of Anoka,MN,Municipal,MRO,63.7,40.4,.,"287,474",0,0,0,.,.,0,.,"287,474","283,642",.,.,.,"3,832","287,474","30,867.0",.,.,.,.,.,"30,867.0",O
2021,712,Arkansas River Power Authority,CO,Political Subdivision,WECC,64.3,43.4,"22,382","259,126",0,0,0,.,.,0,.,"281,508",.,"274,947",.,.,"6,561","281,508",.,.,"27,363.6",.,.,.,"27,363.6",O
2021,719,Town of Apex- (NC),NC,Municipal,SERC,114.5,59.5,.,"402,572",0,0,0,.,.,0,.,"402,572","376,720",.,"2,603","9,815","13,434","402,572","41,400.4",.,.,.,.,.,"41,400.4",O
2021,727,Appalachian Electric Coop,TN,Cooperative,SERC,198.4,236.5,0,"990,584",0,0,0,0,0,0,0,"990,584","956,530",0,0,"1,127","32,927","990,584","106,684.0",.,0.0,0.0,0.0,"5,023.2","111,707.2",O
2021,733,Appalachian Power Co,OH,Investor Owned,RFC,"5,363.0","5,975.0","24,280,023","11,336,722",0,0,0,.,.,0,.,"35,616,745","26,502,608","6,967,140",693,.,"2,146,304","35,616,745","2,587,554.0","1,566.0","341,751.0",0.0,"138,990.0","72,112.0","3,141,973.0",O
2021,750,Arab Electric Coop Inc,AL,Cooperative,SERC,71.0,86.0,0,"323,234",0,0,0,0,0,0,0,"323,234","303,036",0,0,366,"19,832","323,234","33,871.0",.,0.0,0.0,0.0,"1,175.7","35,046.7",O
2021,796,Arizona Electric Pwr Coop Inc,AZ,Cooperative,WECC,787.9,410.6,"1,996,007","1,630,148","100,097","133,213","-33,116","462,905","449,554","13,351",.,"3,606,390","195,043","3,385,748",.,.,"25,599","3,606,390","6,632.0",.,"195,683.0",.,"22,815.0","8,041.0","233,171.0",O
2021,798,Arizona Power Authority,AZ,State,WECC,304.0,299.6,.,"885,644",0,0,0,.,.,0,.,"885,644",.,"885,644",.,.,.,"885,644",.,.,"24,011.0",.,.,.,"24,011.0",O
2021,803,Arizona Public Service Co,AZ,Investor Owned,WECC,"7,580.0","4,697.2","26,293,189","8,841,581",0,"211,766","-211,766","45,638,989","45,638,989",0,.,"34,923,004","29,228,236","3,850,839",0,"62,532","1,781,397","34,923,004","3,500,263.9",0.0,"214,111.3",0.0,"99,405.8","10,121.5","3,823,902.5",O
2021,807,Arkansas Electric Coop Corp,AR,Cooperative,SPP,"2,931.0","3,116.0","8,859,487","7,258,272",0,0,0,.,.,0,.,"16,117,759",.,"15,935,202",.,.,"182,557","16,117,759",.,.,"1,092,317.9",.,"22,354.4","10,255.5","1,124,927.8",O
2021,814,Entergy Arkansas LLC,AR,Investor Owned,SERC,"4,664.0","4,175.0","26,221,497","5,618,676",0,0,0,.,.,0,.,"31,840,173","22,281,971","8,403,701",.,"42,094","1,112,407","31,840,173","1,878,947.0",.,"311,791.2","3,930.9","121,834.2","22,086.8","2,338,590.1",O
2021,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,SERC,328.9,391.9,.,"1,320,986",0,0,0,.,.,0,.,"1,320,986","1,262,579",.,.,356,"58,051","1,320,986","137,432.9",.,.,.,.,"8,177.7","145,610.6",O
2021,924,"Associated Electric Coop, Inc",MO,Transmission,SERC,"4,274.0","5,549.0","22,692,511","6,546,236",0,0,0,.,.,0,.,"29,238,747",.,"28,025,964",.,"4,119","1,208,664","29,238,747",.,.,"1,488,274.7","49,336.0","29,081.7",.,"1,566,692.4",O
2021,944,City of Athens - (AL),AL,Municipal,SERC,299.4,356.1,0,"1,426,627",0,0,0,0,0,0,0,"1,426,627","1,367,064",0,0,0,"59,563","1,426,627","131,031.0",.,0.0,0.0,0.0,"2,618.5","133,649.5",O
2021,947,Athens Utility Board,TN,Municipal,SERC,117.5,108.5,0,"661,898",0,0,0,0,0,0,0,"661,898","649,377",0,0,"1,077","11,444","661,898","50,050.0",.,0.0,0.0,0.0,900.6,"50,950.6",O
2021,963,Atlantic City Electric Co,NJ,Investor Owned,RFC,"2,482.0","1,503.0",.,"6,722,298",0,0,0,.,.,0,.,"6,722,298","5,082,916","1,230,865",.,"9,734","398,783","6,722,298","898,980.9","236,352.2","86,583.2","9,366.4","187,997.4","4,326.9","1,423,607.0",O
2021,970,Homefield Energy,TX,Retail Power Marketer,RFC,.,.,.,"8,296,619",0,0,0,.,.,0,.,"8,296,619","8,296,619",.,.,.,.,"8,296,619","379,310.0",.,.,.,.,.,"379,310.0",O
2021,994,City of Auburn - (IN),IN,Municipal,RFC,78.5,66.2,0,"429,786",0,0,0,.,.,0,.,"429,786","424,350",.,"2,016",.,"3,420","429,786","41,044.5",.,.,.,.,"1,899.7","42,944.2",O
2021,1009,City of Austin - (MN),MN,Municipal,MRO,68.8,48.3,.,"347,064",0,0,0,.,.,0,.,"347,064","341,214",.,.,.,"5,850","347,064","35,256.0",.,.,.,.,291.1,"35,547.1",O
2021,1015,Austin Energy,TX,Municipal,TRE,"2,644.0","2,580.0","8,570,258","7,054,625","580,043","2,154,455","-1,574,412",.,.,0,.,"14,050,471","13,222,176","391,752",.,.,"436,543","14,050,471","1,132,466.0",.,"17,377.9",.,"84,016.1",.,"1,233,860.0",O
2021,1050,City of Azusa,CA,Municipal,WECC,70.8,38.2,.,"337,442",0,0,0,.,.,0,"-8,656","328,786","241,467","77,584",.,.,"9,735","328,786","35,238.0",.,"2,663.0",.,.,"2,741.0","40,642.0",O
2021,1149,Baldwin County El Member Corp,AL,Cooperative,SERC,352.8,362.1,.,"1,550,823",0,0,0,.,.,0,.,"1,550,823","1,510,632",.,.,.,"40,191","1,550,823","168,072.0",.,.,.,.,.,"168,072.0",O
2021,1167,Baltimore Gas & Electric Co,MD,Investor Owned,RFC,"6,486.0","5,013.0",.,"14,900,708",0,0,0,.,.,0,.,"14,900,708","12,975,414",.,.,"17,594","1,907,700","14,900,708","1,596,136.3","527,374.6",.,.,"290,286.7","91,333.0","2,505,130.6",O
2021,1169,Bailey County Elec Coop Assn,TX,Cooperative,SPP,82.3,64.1,.,"373,659",0,0,0,.,.,0,.,"373,659","342,697",.,.,75,"30,887","373,659","37,047.2",.,.,.,.,195.0,"37,242.2",O
2021,1175,"Bandera Electric Coop, Inc",TX,Cooperative,TRE,147.6,249.4,.,"701,883",0,0,0,.,.,0,.,"701,883","643,485",.,.,874,"57,524","701,883","68,341.9",.,.,.,.,.,"68,341.9",O
2021,1179,Versant Power,ME,Investor Owned,NPCC,389.0,353.0,.,"1,701,280",0,0,0,"703,149","701,325","1,824","-1,824","1,701,280","1,212,002","489,278",.,0,0,"1,701,280","197,509.3","52,148.9","14,518.4","-2,551.5","3,768.4","1,316.9","266,710.4",O
2021,1196,Village of Baraga - (MI),MI,Municipal,MISO,3.8,3.4,.,"19,733",0,0,0,0,0,0,0,"19,733","16,422",.,0,0,"3,311","19,733","2,142.3",.,0.0,0.0,0.0,0.0,"2,142.3",O
2021,1251,Barron Electric Coop,WI,Cooperative,MRO,69.3,59.3,131,"374,291",0,0,0,.,.,0,.,"374,422","334,151","21,200",.,724,"18,347","374,422","36,405.0",.,762.0,.,.,"2,241.0","39,408.0",O
2021,1273,"Bartlett Electric Coop, Inc",TX,Cooperative,TRE,52.1,111.4,.,"224,072",0,0,0,.,.,0,.,"224,072","212,125",.,.,.,"11,947","224,072","25,969.9",0.0,0.0,0.0,0.0,325.6,"26,295.5",O
2021,1283,Bartholomew County Rural E M C,IN,Cooperative,RFC,89.2,81.3,.,"420,489",0,0,0,.,.,0,.,"420,489","411,685",.,.,.,"8,804","420,489","43,908.5",.,.,.,.,346.4,"44,254.9",O
2021,1300,City of Bartow - (FL),FL,Municipal,FRCC,61.0,49.0,.,"307,715",0,0,0,.,.,0,.,"307,715","292,689",.,.,.,"15,026","307,715","30,506.9",.,.,.,.,.,"30,506.9",O
2021,1307,Basin Electric Power Coop,ND,Cooperative,SPP,"4,169.0","4,242.0","17,619,399","15,919,367","79,801","96,011","-16,210","814,860","814,860",0,.,"33,522,556","1,098,737","32,294,677",.,.,"129,142","33,522,556","84,729.7",.,"1,901,419.0",.,128.6,.,"1,986,277.3",O
2021,1325,City of Batavia - (IL),IL,Municipal,RFC,88.7,50.9,.,"440,270",0,0,0,.,.,0,.,"440,270","424,644",.,.,.,"15,626","440,270","46,821.0",.,0.0,.,.,"2,285.0","49,106.0",O
2021,1366,City of Bay City - (MI),MI,Municipal,RFC,70.4,43.9,"1,532","313,894",0,0,0,.,.,0,.,"315,426","306,421",.,.,.,"9,005","315,426","40,894.3",.,.,.,.,691.5,"41,585.8",O
2021,1456,Town of Bedford - (VA),VA,Municipal,RFC,35.7,42.2,"14,001","168,114",0,0,0,.,.,0,.,"182,115","172,083",.,.,.,"10,032","182,115","18,838.0",.,.,.,.,.,"18,838.0",O
2021,1458,"Beauregard Electric Coop, Inc",LA,Cooperative,SERC,285.0,362.0,.,"1,494,260",0,0,0,.,.,0,.,"1,494,260","1,459,318",.,.,"1,002","33,940","1,494,260","122,527.0",.,.,.,.,.,"122,527.0",O
2021,1529,"Beltrami Electric Coop, Inc",MN,Cooperative,MRO,74.7,107.3,.,"488,050",0,0,0,.,.,0,.,"488,050","358,694","108,764",.,"1,377","19,215","488,050","48,688.0",.,"6,578.0",.,.,295.5,"55,561.5",O
2021,1572,Badger Power Marketing Authority,WI,Wholesale Power Marketer,RFC,69.9,62.9,.,"390,470",0,0,0,.,.,0,.,"390,470",.,"390,273",.,.,197,"390,470",.,.,"26,458.8",.,.,.,"26,458.8",O
2021,1578,Benton County,TN,Municipal,SERC,46.3,44.1,0,"199,954",0,0,0,0,0,0,0,"199,954","189,149",0,0,552,"10,253","199,954","24,127.0",.,0.0,0.0,0.0,824.4,"24,951.4",O
2021,1579,PUD No 1 of Benton County,WA,Political Subdivision,WECC,489.6,308.3,.,"2,345,651",0,0,0,.,.,0,"-52,141","2,293,510","1,807,315","417,390",.,"2,419","66,386","2,293,510","130,786.0",.,"32,553.0",.,958.0,"11,398.0","175,695.0",O
2021,1581,City of Benton - (AR),AR,Municipal,SERC,78.5,34.4,.,"298,082",0,0,0,.,.,0,.,"298,082","263,277",.,"2,956","10,439","21,410","298,082","26,178.2",.,.,.,.,832.8,"27,011.0",O
2021,1582,City of Benton - (KY),KY,Municipal,SERC,16.0,11.0,0,"69,266",0,0,0,0,0,0,0,"69,266","65,907",0,0,34,"3,325","69,266","7,516.0",.,0.0,0.0,0.0,70.8,"7,586.8",O
2021,1586,City of Bentonville - (AR),AR,Municipal,SPP,159.0,134.0,.,"692,138",0,0,0,.,.,0,.,"692,138","672,326",.,.,.,"19,812","692,138","66,849.0",.,.,10.9,.,"1,004.0","67,863.9",O
2021,1591,"Big Country Electric Coop, Inc",TX,Cooperative,TRE,80.1,86.1,.,"322,890",0,0,0,.,.,0,.,"322,890","295,515",.,.,125,"27,250","322,890","37,389.0",.,.,.,.,.,"37,389.0",O
2021,1611,"Messer Energy Services, Inc.",NJ,Retail Power Marketer,RFC,140.0,140.0,.,"1,252,161",0,0,0,.,.,0,.,"1,252,161","1,227,096",.,.,.,"25,065","1,252,161","58,087.0",.,.,.,.,.,"58,087.0",O
2021,1613,Berkeley Electric Coop Inc,SC,Cooperative,SERC,743.9,721.8,.,"4,047,710",0,0,0,.,.,0,.,"4,047,710","3,968,893",.,.,"5,037","73,780","4,047,710","362,542.0",.,.,.,1.0,"7,789.3","370,332.3",O
2021,1625,Benton Rural Electric Assn,WA,Cooperative,WECC,133.9,100.1,.,"619,661",0,0,0,.,.,0,.,"619,661","592,182",.,98,.,"27,381","619,661","42,519.0",.,.,.,.,151.0,"42,670.0",O
2021,1640,City of Bessemer Utilities,AL,Municipal,SERC,65.7,54.3,0,"301,750",0,0,0,0,0,0,0,"301,750","281,025",0,0,0,"20,725","301,750","31,055.0",.,0.0,0.0,0.0,610.6,"31,665.6",O
2021,1692,Big Rivers Electric Corp,KY,Cooperative,SERC,"1,409.0","1,398.0","5,443,411","1,214,634","4,771,905","4,694,824","77,081","18,000","18,000",0,.,"6,735,126",.,"6,572,030",.,"18,367","144,729","6,735,126",.,.,"368,649.7",.,"24,415.7",78.7,"393,144.1",O
2021,1708,Big Sandy Rural Elec Coop Corp,KY,Cooperative,RFC,44.1,51.0,.,"221,726",0,0,0,.,.,0,.,"221,726","210,332",.,.,.,"11,394","221,726","24,014.0",.,.,.,.,751.0,"24,765.0",O
2021,1723,"Big Bend Electric Coop, Inc",WA,Cooperative,WECC,165.5,57.6,0,"617,821",0,0,0,"9,691","9,691",0,0,"617,821","582,631",0,0,524,"34,666","617,821","39,958.0",0.0,0.0,0.0,0.0,240.3,"40,198.3",O
2021,1738,Bonneville Power Administration,OR,Federal,WECC,"8,756.0","10,123.0","73,250,178","60,776,865",0,0,0,"97,580,701","97,580,701",0,.,"134,027,043","1,253,926","131,707,945",.,"1,065,172",.,"134,027,043","46,652.7",.,"2,861,153.0",.,"985,850.0",.,"3,893,655.7",O
2021,1763,"Black River Electric Coop, Inc - (SC)",SC,Cooperative,SERC,158.0,180.9,.,"711,781",0,0,0,.,.,0,.,"711,781","683,963",.,.,364,"27,454","711,781","78,142.4",.,.,.,.,328.1,"78,470.5",O
2021,1764,Black Diamond Power Co,WV,Investor Owned,RFC,10.4,12.0,.,"52,540",0,0,0,.,.,0,.,"52,540","49,450",0,0,0,"3,090","52,540","6,659.0",0.0,0.0,0.0,0.0,0.0,"6,659.0",O
2021,1769,"Black Hills Electric Coop, Inc",SD,Cooperative,WECC,34.2,44.7,199,"171,745",0,0,0,.,.,0,.,"171,944","158,229",91,0,752,"12,872","171,944","22,230.5",.,6.9,-500.0,550.7,72.0,"22,360.1",O
2021,1775,Black River Electric Coop - (MO),MO,Cooperative,SERC,94.6,133.7,.,"492,654",0,0,0,.,.,0,.,"492,654","469,830",.,.,874,"21,950","492,654","46,283.0",.,.,.,.,261.0,"46,544.0",O
2021,1776,City of Black River Falls,WI,Municipal,MISO,11.8,9.6,0,"57,347",0,0,0,0,0,0,0,"57,347","54,221",.,0,315,"2,811","57,347","6,875.7",.,0.0,0.0,0.0,56.3,"6,932.0",O
2021,1780,Black Warrior Elec Member Corp,AL,Cooperative,SERC,91.5,123.9,.,"397,022",0,0,0,.,.,0,.,"397,022","370,752",.,.,.,"26,270","397,022","41,665.6",.,.,.,.,.,"41,665.6",O
2021,1857,Block Island Utility District,RI,Political Subdivision,NPCC,5.2,2.1,2,"16,241",0,0,0,0,0,0,.,"16,243","14,126",0,0,0,"2,117","16,243","5,654.0",0.0,0.0,0.0,0.0,0.0,"5,654.0",O
2021,1884,BENCO Electric Cooperative,MN,Cooperative,MRO,82.0,56.0,0,"363,193",0,0,0,0,0,0,0,"363,193","343,955",0,0,651,"18,587","363,193","46,578.0",0.0,0.0,"1,267.4",0.0,0.0,"47,845.4",O
2021,1886,Blue Grass Energy Coop Corp,KY,Cooperative,RFC,265.0,339.0,.,"1,340,872",0,0,0,.,.,0,.,"1,340,872","1,282,047",.,"1,162",.,"57,663","1,340,872","128,424.0",.,.,.,.,"2,800.0","131,224.0",O
