|Utility Characteristics..Year|,|Utility Characteristics..State|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..BA Code|,|Photovoltaic.Capacity MW.Type|,|Photovoltaic.Capacity MW.Residential|,|Photovoltaic.Capacity MW.Commercial|,|Photovoltaic.Capacity MW.Industrial|,|Photovoltaic.Capacity MW.Transportation|,|Photovoltaic.Capacity MW.Total|,|Photovoltaic.Installations.Residential|,|Photovoltaic.Installations.Commercial|,|Photovoltaic.Installations.Industrial|,|Photovoltaic.Installations.Transportation|,|Photovoltaic.Installations.Total|,|Photovoltaic.Storage Capacity (MW).Residential|,|Photovoltaic.Storage Capacity (MW).Commercial|,|Photovoltaic.Storage Capacity (MW).Industrial|,|Photovoltaic.Storage Capacity (MW).Transportation|,|Photovoltaic.Storage Capacity (MW).Total|,|Photovoltaic.Storage Installations.Residential|,|Photovoltaic.Storage Installations.Commercial|,|Photovoltaic.Storage Installations.Industrial|,|Photovoltaic.Storage Installations.Transportation|,|Photovoltaic.Storage Installations.Total|,|Photovoltaic.Virtual Capacity (MW).Residential|,|Photovoltaic.Virtual Capacity (MW).Commercial|,|Photovoltaic.Virtual Capacity (MW).Industrial|,|Photovoltaic.Virtual Capacity (MW).Transportation|,|Photovoltaic.Virtual Capacity (MW).Total|,|Photovoltaic.Virtual Customers.Residential|,|Photovoltaic.Virtual Customers.Commercial|,|Photovoltaic.Virtual Customers.Industrial|,|Photovoltaic.Virtual Customers.Transportation|,|Photovoltaic.Virtual Customers.Total|,|Photovoltaic.Energy Sold Back MWh.Residential|,|Photovoltaic.Energy Sold Back MWh.Commercial|,|Photovoltaic.Energy Sold Back MWh.Industrial|,|Photovoltaic.Energy Sold Back MWh.Transportation|,|Photovoltaic.Energy Sold Back MWh.Total|,|Wind.Capacity MW.Residential|,|Wind.Capacity MW.Commercial|,|Wind.Capacity MW.Industrial|,|Wind.Capacity MW.Transportation|,|Wind.Capacity MW.Total|,|Wind.Installations.Residential|,|Wind.Installations.Commercial|,|Wind.Installations.Industrial|,|Wind.Installations.Transportation|,|Wind.Installations.Total|,|Wind.Energy Sold Back MWh.Residential|,|Wind.Energy Sold Back MWh.Commercial|,|Wind.Energy Sold Back MWh.Industrial|,|Wind.Energy Sold Back MWh.Transportation|,|Wind.Energy Sold Back MWh.Total|,|Other.Capacity MW.Residential|,|Other.Capacity MW.Commercial|,|Other.Capacity MW.Industrial|,|Other.Capacity MW.Transportation|,|Other.Capacity MW.Total|,|Other.Installations.Residential|,|Other.Installations.Commercial|,|Other.Installations.Industrial|,|Other.Installations.Transportation|,|Other.Installations.Total|,|Other.Energy Sold Back MWh.Residential|,|Other.Energy Sold Back MWh.Commercial|,|Other.Energy Sold Back MWh.Industrial|,|Other.Energy Sold Back MWh.Transportation|,|Other.Energy Sold Back MWh.Total|,|All Technologies.Capacity MW.Residential|,|All Technologies.Capacity MW.Commercial|,|All Technologies.Capacity MW.Industrial|,|All Technologies.Capacity MW.Transportation|,|All Technologies.Capacity MW.Total|,|All Technologies.Installations.Residential|,|All Technologies.Installations.Commercial|,|All Technologies.Installations.Industrial|,|All Technologies.Installations.Transportation|,|All Technologies.Installations.Total|,|All Technologies.Energy Sold Back MWh.Residential|,|All Technologies.Energy Sold Back MWh.Commercial|,|All Technologies.Energy Sold Back MWh.Industrial|,|All Technologies.Energy Sold Back MWh.Transportation|,|..Total|
2021,TX,14626,"Pedernales Electric Coop, Inc",ERCO,DC,51.140,1.827,.,.,52.967,"6,736",71,.,.,"6,807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.010,.,.,.,0.010,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,51.150,1.827,0.000,0.000,52.977,"6,740",71,0,0,"6,811",0.000,0.000,0.000,0.000,0.000
2021,TX,16057,"Rio Grande Electric Coop, Inc",ERCO,DC,0.708,0.068,0.030,.,0.806,44,3,2,.,49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,394.097,47.060,1.971,.,443.128,0.008,.,.,.,0.008,3,.,.,.,3,1.401,.,.,.,1.401,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.716,0.068,0.030,0.000,0.814,47,3,2,0,52,395.498,47.060,1.971,0.000,444.529
2021,TX,16063,"Rita Blanca Electric Coop, Inc",SWPP,AC,0.072,.,.,.,0.072,7,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.072,0.000,0.000,0.000,0.072,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000
2021,TX,16146,"Navasota Valley Elec Coop, Inc",ERCO,DC,1.813,0.300,.,.,2.113,106,4,.,.,110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.013,.,.,.,0.013,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.826,0.300,0.000,0.000,2.126,112,4,0,0,116,0.000,0.000,0.000,0.000,0.000
2021,TX,16461,"Rusk County Electric Coop, Inc",SWPP,AC,0.638,.,.,.,0.638,60,.,.,.,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,342.967,.,.,.,342.967,0.016,.,.,.,0.016,1,.,.,.,1,4.455,.,.,.,4.455,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.654,0.000,0.000,0.000,0.654,61,0,0,0,61,347.422,0.000,0.000,0.000,347.422
2021,TX,16604,City of San Antonio - (TX),ERCO,DC,223.779,53.287,.,.,277.066,"27,989",683,.,.,"28,672",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,223.779,53.287,0.000,0.000,277.066,"27,989",683,0,0,"28,672",0.000,0.000,0.000,0.000,0.000
2021,TX,16627,San Patricio Electric Coop Inc,ERCO,AC,0.384,.,.,.,0.384,36,.,.,.,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.014,.,.,.,0.014,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.398,0.000,0.000,0.000,0.398,39,0,0,0,39,0.000,0.000,0.000,0.000,0.000
2021,TX,16638,"San Bernard Electric Coop, Inc",ERCO,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,2.072,.,.,.,2.072,197,.,.,.,197,.,.,.,.,0.000,0.007,.,.,.,0.007,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.079,0.000,0.000,0.000,2.079,199,0,0,0,199,0.000,0.000,0.000,0.000,0.000
2021,TX,17561,South Plains Electric Coop Inc,ERCO,DC,0.032,.,.,.,0.032,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.032,0.000,0.000,0.000,0.032,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2021,TX,17561,South Plains Electric Coop Inc,SWPP,DC,1.048,0.032,.,.,1.080,487,3,.,.,490,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.048,0.032,0.000,0.000,1.080,487,3,0,0,490,0.000,0.000,0.000,0.000,0.000
2021,TX,17671,Southwest Arkansas E C C,MISO,AC,0.064,.,.,.,0.064,5,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.064,0.000,0.000,0.000,0.064,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000
2021,TX,18976,Trinity Valley Elec Coop Inc,ERCO,AC,7.057,0.319,.,.,7.376,753,15,.,.,768,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,196.870",26.950,.,.,"5,223.820",0.058,0.010,.,.,0.068,23,1,.,.,24,42.710,.,.,.,42.710,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,7.115,0.329,0.000,0.000,7.444,776,16,0,0,792,"5,239.580",26.950,0.000,0.000,"5,266.530"
2021,TX,19159,"Tri-County Electric Coop, Inc (TX)",ERCO,AC,5.617,.,.,.,5.617,602,.,.,.,602,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.033,.,.,.,0.033,32,.,.,.,32,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.650,0.000,0.000,0.000,5.650,634,0,0,0,634,0.000,0.000,0.000,0.000,0.000
2021,TX,19160,"Tri-County Electric Coop, Inc (OK)",SWPP,DC,0.005,.,.,.,0.005,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,0.068,.,.,.,0.068,38,.,.,.,38,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.073,0.000,0.000,0.000,0.073,39,0,0,0,39,0.000,0.000,0.000,0.000,0.000
2021,TX,19490,United Electric Coop Service Inc - (TX),ERCO,DC,6.410,0.227,.,.,6.637,626,19,.,.,645,0.160,.,.,.,0.160,22,.,.,.,22,.,.,.,.,0.000,.,.,.,.,0,"3,824.462",81.545,.,.,"3,906.007",0.127,0.017,.,.,0.144,33,4,.,.,37,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.537,0.244,0.000,0.000,6.781,659,23,0,0,682,"3,824.462",81.545,0.000,0.000,"3,906.007"
2021,TX,19579,Upshur Rural Elec Coop Corp,SWPP,AC,1.549,.,.,.,1.549,147,.,.,.,147,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,776.229,.,.,.,776.229,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.549,0.000,0.000,0.000,1.549,147,0,0,0,147,776.229,0.000,0.000,0.000,776.229
2021,TX,19806,"Victoria Electric Coop, Inc",ERCO,DC,0.738,0.010,0.000,0.000,0.748,61,1,0,0,62,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,366.850,1.160,0.000,0.000,368.010,0.025,0.006,0.000,0.000,0.031,4,1,0,0,5,3.961,0.000,0.000,0.000,3.961,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.763,0.016,0.000,0.000,0.779,65,2,0,0,67,370.811,1.160,0.000,0.000,371.971
2021,TX,20230,Weatherford Mun Utility System,ERCO,AC,0.560,0.080,.,.,0.640,68,3,.,.,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.562,0.080,0.000,0.000,0.642,69,3,0,0,72,0.000,0.000,0.000,0.000,0.000
2021,TX,20948,Wise Electric Coop Inc,ERCO,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.810,0.530,.,.,2.340,188,47,.,.,235,.,.,.,.,0.000,0.054,.,.,.,0.054,6,.,.,.,6,.,.,.,.,0.000,0.009,.,.,.,0.009,1,.,.,.,1,.,.,.,.,0.000,1.873,0.530,0.000,0.000,2.403,195,47,0,0,242,0.000,0.000,0.000,0.000,0.000
2021,TX,28604,Kerrville Public Utility Board,ERCO,DC,0.850,5.335,.,.,6.185,108,19,.,.,127,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.850,5.335,0.000,0.000,6.185,108,19,0,0,127,0.000,0.000,0.000,0.000,0.000
2021,TX,28978,City of San Marcos - (TX),ERCO,DC,0.616,4.025,.,.,4.641,99,12,.,.,111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267.998,69.259,.,.,337.257,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.616,4.025,0.000,0.000,4.641,99,12,0,0,111,267.998,69.259,0.000,0.000,337.257
2021,TX,55937,Entergy Texas Inc.,MISO,DC,13.832,0.548,0.038,.,14.418,"1,490",31,6,.,"1,527",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.008,.,.,.,0.008,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,13.840,0.548,0.038,0.000,14.426,"1,493",31,6,0,"1,530",0.000,0.000,0.000,0.000,0.000
2021,TX,55982,Heart of Texas Electric Coop,ERCO,AC,1.880,.,.,.,1.880,190,.,.,.,190,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.041,.,.,.,0.041,8,.,.,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.921,0.000,0.000,0.000,1.921,198,0,0,0,198,0.000,0.000,0.000,0.000,0.000
2021,TX,99999,Adjustment 2021,ERCO,,-54.637,-11.773,-0.005,0.000,-66.415,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.173,0.000,0.000,0.000,-0.173,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-54.810,-11.773,-0.005,0.000,-66.587,.,.,.,.,.,.,.,.,.,.
2021,TX,99999,Adjustment 2021,MISO,,-2.412,-0.096,-0.007,.,-2.514,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-2.412,-0.096,-0.007,.,-2.514,.,.,.,.,.,.,.,.,.,.
2021,TX,99999,Adjustment 2021,SWPP,,-0.184,-0.006,.,.,-0.189,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.012,.,.,.,-0.012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.196,-0.006,.,.,-0.201,.,.,.,.,.,.,.,.,.,.
2021,UT,2010,City of Bountiful,PACE,DC,1.338,0.086,0.000,0.000,1.424,196,6,0,0,202,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.338,0.086,0.000,0.000,1.424,196,6,0,0,202,0.000,0.000,0.000,0.000,0.000
2021,UT,5862,"Empire Electric Assn, Inc",WACM,AC,0.082,0.004,0.000,.,0.086,16,1,0,.,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.082,0.004,0.000,0.000,0.086,16,1,0,0,17,0.000,0.000,0.000,0.000,0.000
2021,UT,6957,"Garkane Energy Coop, Inc",WACM,DC,0.416,0.564,.,.,0.980,115,18,.,.,133,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.009,0.020,.,.,0.029,4,1,.,.,5,.,.,.,.,0.000,.,0.240,.,.,0.240,.,3,.,.,3,.,.,.,.,0.000,0.425,0.824,0.000,0.000,1.249,119,22,0,0,141,0.000,0.000,0.000,0.000,0.000
2021,UT,10879,Lehi City Corporation,PACE,AC,4.107,1.454,.,.,5.561,598,8,.,.,606,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.007,.,.,0.007,.,3,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.107,1.461,0.000,0.000,5.568,598,11,0,0,609,0.000,0.000,0.000,0.000,0.000
2021,UT,11135,City of Logan - (UT),PACE,DC,1.644,1.056,.,.,2.700,258,31,.,.,289,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.644,1.056,0.000,0.000,2.700,258,31,0,0,289,0.000,0.000,0.000,0.000,0.000
2021,UT,12866,Moon Lake Electric Assn Inc,WACM,AC,0.341,0.046,0.000,0.000,0.387,44,9,0,0,53,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.341,0.046,0.000,0.000,0.387,44,9,0,0,53,0.000,0.000,0.000,0.000,0.000
2021,UT,13137,City of Murray - (UT),PACE,AC,1.201,0.089,.,.,1.290,208,11,.,.,219,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.201,0.089,0.000,0.000,1.290,208,11,0,0,219,0.000,0.000,0.000,0.000,0.000
2021,UT,14354,PacifiCorp,PACE,DC,351.819,71.969,7.597,0.000,431.385,"52,306","1,258",93,0,"53,657",15.575,1.103,0.000,0.000,16.678,"2,057",20,0,0,"2,077",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.150,0.031,0.000,0.000,0.181,45,9,0,0,54,.,.,.,.,0.000,0.099,0.363,0.011,0.000,0.473,17,11,2,0,30,.,.,.,.,0.000,352.068,72.363,7.608,0.000,432.039,"52,368","1,278",95,0,"53,741",0.000,0.000,0.000,0.000,0.000
2021,UT,15444,Provo City Corp,PACE,AC,5.738,0.462,0.000,0.000,6.200,861,19,0,0,880,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"1,972.729",119.544,0.000,0.000,"2,092.273",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.738,0.462,0.000,0.000,6.200,861,19,0,0,880,"1,972.729",119.544,0.000,0.000,"2,092.273"
2021,UT,17732,Spanish Fork City Corporation,PACE,DC,2.247,0.060,.,.,2.307,361,5,.,.,366,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.247,0.060,0.000,0.000,2.307,361,5,0,0,366,0.000,0.000,0.000,0.000,0.000
2021,UT,17845,City of Springville - (UT),PACE,AC,1.164,0.587,.,.,1.751,191,3,.,.,194,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.167,0.587,0.000,0.000,1.754,192,3,0,0,195,0.000,0.000,0.000,0.000,0.000
2021,UT,17874,City of St George,PACE,DC,2.674,1.513,0.000,0.000,4.187,361,31,0,0,392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.674,1.513,0.000,0.000,4.187,361,31,0,0,392,0.000,0.000,0.000,0.000,0.000
2021,UT,18206,Strawberry Electric Serv Dist,PACE,AC,0.675,.,.,.,0.675,103,.,.,.,103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,370.047,.,.,.,370.047,0.070,.,.,.,0.070,14,.,.,.,14,2.778,.,.,.,2.778,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.745,0.000,0.000,0.000,0.745,117,0,0,0,117,372.825,0.000,0.000,0.000,372.825
2021,UT,40165,"Dixie Escalante R E A, Inc",PACE,DC,0.900,0.370,.,.,1.270,100,3,.,.,103,.,.,.,.,0.000,.,.,.,.,0,0.375,.,.,.,0.375,16,.,.,.,16,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.275,0.370,0.000,0.000,1.645,116,3,0,0,119,0.000,0.000,0.000,0.000,0.000
2021,UT,99999,Adjustment 2021,PACE,,-62.892,-13.089,-1.325,0.000,-77.307,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.065,.,.,.,-0.065,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-62.958,-13.089,-1.325,0.000,-77.372,.,.,.,.,.,.,.,.,.,.
2021,UT,99999,Adjustment 2021,WACM,,-0.073,-0.098,.,.,-0.171,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.073,-0.098,.,.,-0.171,.,.,.,.,.,.,.,.,.,.
2021,VA,84,A & N Electric Coop,PJM,AC,0.659,0.238,0.000,0.000,0.897,95,16,0,0,111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.012,0.002,0.000,0.000,0.014,5,1,0,0,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.671,0.240,0.000,0.000,0.911,100,17,0,0,117,0.000,0.000,0.000,0.000,0.000
2021,VA,733,Appalachian Power Co,PJM,AC,15.116,3.987,0.443,0.000,19.546,"2,121",95,3,0,"2,219",0.401,0.015,0.000,0.000,0.416,73,3,0,0,76,0.000,0.518,0.390,0.000,0.908,0,2,1,0,3,"8,076.274","2,615.283",56.277,0.000,"10,747.834",0.074,0.041,0.000,0.000,0.115,21,8,0,0,29,16.682,8.371,0.000,0.000,25.053,0.036,1.128,0.000,0.000,1.164,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000,15.226,5.674,0.833,0.000,21.733,"2,146",106,4,0,"2,256","8,092.956","2,623.654",56.277,0.000,"10,772.887"
2021,VA,3291,Central Virginia Electric Coop,PJM,AC,4.040,0.361,.,.,4.401,547,21,.,.,568,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.050,0.361,0.000,0.000,4.411,548,21,0,0,569,0.000,0.000,0.000,0.000,0.000
2021,VA,4794,City of Danville - (VA),PJM,AC,0.934,0.037,0.000,0.000,0.971,134,2,0,0,136,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.934,0.037,0.000,0.000,0.971,134,2,0,0,136,0.000,0.000,0.000,0.000,0.000
2021,VA,8198,City of Harrisonburg - (VA),PJM,AC,1.157,0.783,.,.,1.940,190,28,.,.,218,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,860.032,276.295,.,.,"1,136.327",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.157,0.783,0.000,0.000,1.940,190,28,0,0,218,860.032,276.295,0.000,0.000,"1,136.327"
2021,VA,10171,Kentucky Utilities Co,LGEE,DC,0.323,0.148,.,.,0.471,39,3,.,.,42,0.085,.,.,.,0.085,17,.,.,.,17,.,.,.,.,0.000,.,.,.,.,0,17.959,4.615,.,.,22.574,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.323,0.148,0.000,0.000,0.471,39,3,0,0,42,17.959,4.615,0.000,0.000,22.574
2021,VA,12260,Mecklenburg Electric Cooperative,PJM,AC,0.723,0.461,.,.,1.184,100,2,.,.,102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.723,0.461,0.000,0.000,1.184,100,2,0,0,102,0.000,0.000,0.000,0.000,0.000
2021,VA,13640,Northern Virginia Elec Coop,PJM,AC,9.338,2.789,0.000,0.000,12.127,"1,123",31,0,0,"1,154",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,416.000","8,078.000",0.000,0.000,"12,494.000",0.000,0.000,0.000,0.000,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,.,.,.,.,0,.,.,.,.,0.000,9.338,2.789,0.000,0.000,12.127,"1,123",31,0,0,"1,154","4,416.000","8,078.000",0.000,0.000,"12,494.000"
2021,VA,13762,"Northern Neck Elec Coop, Inc",PJM,AC,0.998,0.012,.,.,1.010,141,2,.,.,143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.004,.,.,.,0.004,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.002,0.012,0.000,0.000,1.014,143,2,0,0,145,0.000,0.000,0.000,0.000,0.000
2021,VA,15410,Prince George Electric Coop,PJM,AC,0.530,0.000,0.006,0.000,0.536,83,.,1,.,84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.532,0.000,0.006,0.000,0.538,84,0,1,0,85,0.000,0.000,0.000,0.000,0.000
