|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|IEEE Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.All Events (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.All Events (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard.Without Major Event Days.SAIDI (minutes per year)|,|IEEE Standard.Without Major Event Days.SAIFI (times per year)|,|IEEE Standard.Without Major Event Days.CAIDI (minutes per interruption)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard...Number of Customers|,|IEEE Standard...Highest Dist. Voltage|,|IEEE Standard...Outages Recorded Automatically|,|Other Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|Other Standard.All Events (With Major Event Days).SAIFI (times per year)|,|Other Standard.All Events (With Major Event Days).CAIDI With MED|,|Other Standard.Without Major Event Days.SAIDI (minutes per year)|,|Other Standard.Without Major Event Days.SAIFI (times per year)|,|Other Standard.Without Major Event Days.CAIDI Without MED|,|Other Standard...Number of Customers|,|Other Standard...Inactive Accounts Included|,|Other Standard...Momentary Interruptions|,|Other Standard...Highest Dist. Voltage|,|..Outages Recorded Automatically|
2021,7222,City of Gillette - (WY),WY,Municipal,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,1.62,0.03,54,"15,695",Y,F,25,N
2021,7264,"Glades Electric Coop, Inc",FL,Cooperative,333.617,2.742,121.669,302.874,2.627,115.293,324.617,2.502,129.743,"17,346",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,7270,City of Glasgow - (KY),KY,Municipal,.,.,.,.,.,.,.,.,.,.,.,,262.5,0.94,279.255,.,.,.,"7,509",N,F,12.5,N
2021,7294,City of Glendale - (CA),CA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,55.868,0.747,74.79,55.868,0.747,74.79,"88,155",N,F,12.5,N
2021,7353,Golden Valley Elec Assn Inc,AK,Cooperative,740.4,2.98,248.456,271.4,2.2,123.364,684.4,1.99,343.92,"47,427",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,7450,Grady Electric Membership Corp,GA,Cooperative,266.231,2.952,90.187,238.885,2.822,84.651,0,0,.,"19,673",25,N,.,.,.,.,.,.,.,,,.,
2021,7483,City of Grand Haven - (MI),MI,Municipal,165.06,1.384,119.263,22.74,0.192,118.438,165.06,1.384,119.263,"14,645",13.2,Y,.,.,.,.,.,.,.,,,.,
2021,7490,Grand River Dam Authority,OK,State,.,.,.,.,.,.,.,.,.,.,.,,57.256,0.734,78.005,57.256,0.734,78.005,207,N,L,13.8,N
2021,7548,PUD No 1 of Grays Harbor County,WA,Political Subdivision,507,2.3,220.435,201,1.3,154.615,16,0.1,160,"43,635",34.5,N,.,.,.,.,.,.,.,,,.,
2021,7558,Grayson Rural Electric Coop Corp,KY,Cooperative,"11,608.40",4.64,"2,501.81",358.6,2.26,158.673,"11,608.40",4.64,"2,501.81","14,690",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,7559,"Grayson-Collin Elec Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,"1,278.56",.,.,"1,201.44",.,.,"66,810",N,L,25,Y
2021,7563,Grand Valley Power,CO,Cooperative,44.8,.,.,44.8,.,.,.,.,.,"18,760",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,7601,Green Mountain Power Corp,VT,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,327.6,2.25,145.6,269.4,2.08,129.519,"270,676",N,F,34.5,Y
2021,7625,City of Greeneville - (TN),TN,Municipal,86.883,1.423,61.056,77.244,1.321,58.474,86.883,1.423,61.056,"38,996",13,Y,.,.,.,.,.,.,.,,,.,
2021,7627,City of Greenfield - (IN),IN,Municipal,17.04,0.473,36.025,17.04,0.473,36.025,17.04,0.473,36.025,"10,000",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,7634,City of Greenville - (TX),TX,Municipal,36.811,0.384,95.862,8.968,0.148,60.595,.,.,.,"15,550",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,7639,Greenville Utilities Comm,NC,Municipal,32.44,0.31,104.645,22.49,0.29,77.552,32.44,0.31,104.645,"71,578",12.5,N,.,.,.,.,.,.,.,,,.,
2021,7651,Greenwood Utilities Comm,MS,Municipal,18.22,0.083,219.518,.,.,.,.,.,.,"9,114",.,N,.,.,.,.,.,.,.,,,.,
2021,7654,Greer Commission of Public Wks,SC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,37.2,0.6,62,.,.,.,"32,579",N,L,12.5,Y
2021,7716,Groton Dept of Utilities - (CT),CT,Municipal,229.35,1.74,131.81,83.26,0.9,92.511,229.35,1.74,131.81,"13,857",35,N,.,.,.,.,.,.,.,,,.,
2021,7752,Guadalupe Valley Elec Coop Inc,TX,Cooperative,117.02,1.28,91.422,84.09,1.06,79.33,116.93,1.05,111.362,"91,490",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,7785,"Gulf Coast Electric Coop, Inc",FL,Cooperative,"1,608.50",5.202,309.208,487.362,4.289,113.631,.,.,.,"20,632",25,N,.,.,.,.,.,.,.,,,.,
2021,7801,Gulf Power Co,FL,Investor Owned,74.39,0.784,94.885,40.43,0.54,74.87,74.39,0.784,94.885,"482,102",25,Y,.,.,.,.,.,.,.,,,.,
2021,7887,Habersham Electric Membership Corp,GA,Cooperative,157.412,1.741,90.415,157.412,1.741,90.415,157.412,1.741,90.415,"35,601",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,7891,Guernsey-Muskingum El Coop Inc,OH,Cooperative,489.48,2.05,238.771,489.48,2.05,238.771,482.11,1.97,244.726,"17,108",12.5,N,.,.,.,.,.,.,.,,,.,
2021,7977,City of Hamilton - (OH),OH,Municipal,52.51,0.77,68.195,52.51,0.77,68.195,.,.,.,"29,582",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,8000,NineStar Connect,IN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,377.26,3.11,121.305,135.23,1.66,81.464,"17,189",N,F,15,Y
2021,8034,Hancock-Wood Electric Coop Inc,OH,Cooperative,100.58,1.306,77.014,53.86,0.806,66.824,46.72,0.5,93.44,"13,241",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,8055,City of Hannibal - (MO),MO,Municipal,79.828,0.877,91.024,54.012,0.719,75.121,79.828,0.877,91.024,"9,310",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,8147,City of Harriman - (TN),TN,Municipal,490.1,5.58,87.832,489.5,4.26,114.906,.,.,.,"11,032",13,Y,490.1,5.583,87.784,489.5,4.257,114.987,"11,032",N,F,13,Y
2021,8179,Harrison County Rural E M C,IN,Cooperative,217.8,1.539,141.52,142.81,1.105,129.24,188.184,1.299,144.868,"23,776",12.4,Y,.,.,.,.,.,.,.,,,.,
2021,8198,City of Harrisonburg - (VA),VA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,3.591,0.076,47.25,3.591,0.076,47.25,"21,531",N,F,23,N
2021,8210,Hart Electric Member Corp,GA,Cooperative,81.037,0.922,87.893,71.667,0.887,80.797,69.4,0.882,78.685,"37,074",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,8212,Hartford Electric,WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,7.867,0.073,107.767,0,0,.,"7,798",N,L,25,N
2021,8245,City of Hastings - (NE),NE,Municipal,141.5,0.346,408.96,14.309,0.142,100.768,141.5,0.346,408.96,"13,733",13.8,N,.,.,.,.,.,.,.,,,.,
2021,8287,Hawaii Electric Light Co Inc,HI,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,478.03,3.171,150.751,161.56,2.299,70.274,"87,558",N,F,13.8,N
2021,8319,Heartland Power Coop,IA,Cooperative,313.249,1.249,250.8,48.053,0.515,93.307,.,.,.,"5,242",15,Y,.,.,.,.,.,.,.,,,.,
2021,8319,Heartland Power Coop,MN,Cooperative,65.368,0.342,191.135,20.947,0.263,79.646,.,.,.,38,15,,.,.,.,.,.,.,.,,,.,
2021,8333,Haywood Electric Member Corp,NC,Cooperative,585.589,3.628,161.408,460.077,3.245,141.78,526.741,3.43,153.569,"27,924",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,8447,Hendricks County Rural E M C,IN,Cooperative,110,1.23,89.431,78.2,1.05,74.476,100.7,1.02,98.725,"35,559",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,8449,Henderson City Utility Comm,KY,Municipal,.,.,.,.,.,.,.,.,.,.,.,,19.7,0.4,49.25,19.7,0.4,49.25,"12,079",N,F,13.8,N
2021,8566,High Plains Power Inc,WY,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,276.312,.,.,259.493,.,.,"13,594",N,F,34.5,N
2021,8571,Town of High Point,NC,Municipal,296.463,1.894,156.527,100.166,1.088,92.064,296.463,1.894,156.527,"42,720",12.4,Y,.,.,.,.,.,.,.,,,.,
2021,8620,"HILCO Electric Cooperative, Inc.",TX,Cooperative,805.8,3.492,230.756,98.6,0.853,115.592,796.4,3.338,238.586,"31,394",14.4,Y,.,.,.,.,.,.,.,,,.,
2021,8699,Inland Power & Light Company,WA,Cooperative,712,1.849,385.073,204,1.24,164.516,625,1.495,418.06,"44,575",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,8723,City of Holland,MI,Municipal,30.82,0.49,62.898,30.82,0.49,62.898,30.82,0.49,62.898,"30,000",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,8761,Holmes-Wayne Electric Coop Inc,OH,Cooperative,394.69,2.366,166.817,222.42,1.868,119.069,373.13,2.063,180.868,"17,750",12.5,N,.,.,.,.,.,.,.,,,.,
2021,8764,"Holston Electric Coop, Inc",TN,Cooperative,141.552,1.832,77.266,126.052,1.697,74.279,141.552,1.832,77.266,"31,341",13,Y,.,.,.,.,.,.,.,,,.,
2021,8773,"Holy Cross Electric Assn, Inc",CO,Cooperative,67.77,0.91,74.473,67.77,0.91,74.473,61.04,0.81,75.358,"59,885",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,8774,City of Holyoke - (MA),MA,Municipal,116.815,1.345,86.851,82.397,0.919,89.659,116.815,1.345,86.851,"17,848",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,8786,Horry Electric Coop Inc,SC,Cooperative,72.152,0.961,75.08,61.643,0.855,72.097,68.598,0.901,76.135,"84,971",25,N,.,.,.,.,.,.,.,,,.,
2021,8795,City of Homestead - (FL),FL,Municipal,35.27,0.35,100.771,35.27,0.35,100.771,35.27,0.35,100.771,"26,388",13.2,N,.,.,.,.,.,.,.,,,.,
2021,8840,City of Hope,AR,Municipal,51.99,1.385,37.538,31.62,0.415,76.193,51.99,1.385,37.538,"6,995",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,8898,Houston County Elec Coop Inc,TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,"3,370.30",9.2,366.337,637.9,5.2,122.673,"21,864",N,L,25,Y
2021,8901,CenterPoint Energy,TX,Investor Owned,"2,365.55",4.665,507.085,149.913,1.419,105.647,472.521,2.087,226.412,"2,667,346",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,8973,Town of Hudson - (MA),MA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,45.61,0.56,81.446,45.61,0.56,81.446,"13,321",N,L,.,Y
2021,9087,Town of Huntersville - (NC),NC,Municipal,47.29,0.92,51.402,.,.,.,.,.,.,"7,759",12.5,N,.,.,.,.,.,.,.,,,.,
2021,9094,City of Huntsville - (AL),AL,Municipal,.,.,.,55.73,0.59,94.458,.,.,.,"193,577",25,N,55.728,0.589,94.615,55.728,0.589,94.615,"193,577",Y,F,25,N
2021,9096,City of Lafayette - (LA),LA,Municipal,37.22,0.856,43.481,21.234,0.656,32.369,37.22,0.856,43.481,"67,675",15,Y,.,.,.,.,.,.,.,,,.,
2021,9187,City of Idaho Falls - (ID),ID,Municipal,112.04,0.92,121.783,35.35,0.44,80.341,.,.,.,"29,472",.,Y,.,.,.,.,.,.,.,,,.,
2021,9191,Idaho Power Co,ID,Investor Owned,160.87,1.36,118.287,119.76,1.09,109.872,134.8,1.07,125.981,"577,694",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,9191,Idaho Power Co,OR,Investor Owned,213.97,1.48,144.574,197.12,1.42,138.817,150.95,0.89,169.607,"19,677",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,9216,Imperial Irrigation District,CA,Political Subdivision,116.16,0.7,165.943,70.6,0.66,106.97,89.68,0.64,140.125,"157,819",12.4,N,.,.,.,.,.,.,.,,,.,
2021,9230,City of Independence - (IA),IA,Municipal,1.607,0.052,30.904,1.607,0.052,30.904,1.607,0.052,30.904,"3,169",15,N,.,.,.,.,.,.,.,,,.,
2021,9231,City of Independence - (MO),MO,Municipal,.,.,.,.,.,.,.,.,.,.,.,,74.243,0.465,159.662,17.912,0.182,98.418,"57,260",N,F,13.8,Y
2021,9246,"Indian Electric Coop, Inc",OK,Cooperative,72.3,0.655,110.382,72.3,0.655,110.382,65.2,0.552,118.116,"20,096",14.4,Y,.,.,.,.,.,.,.,,,.,
2021,9273,Indianapolis Power & Light Co,IN,Investor Owned,176.386,1.607,109.761,104.443,1.315,79.424,103.45,1.275,81.137,"513,800",34,Y,.,.,.,.,.,.,.,,,.,
2021,9292,Inter County Energy Coop Corp,KY,Cooperative,732.5,2.6,281.731,107.05,1.03,103.932,719.74,2.025,355.427,"26,956",24.5,Y,.,.,.,.,.,.,.,,,.,
2021,9324,Indiana Michigan Power Co,IN,Investor Owned,426.2,1.128,377.837,148.4,0.857,173.162,417.2,1.079,386.654,"473,179",35,Y,.,.,.,.,.,.,.,,,.,
2021,9324,Indiana Michigan Power Co,MI,Investor Owned,912.1,2.016,452.431,312.4,1.325,235.774,644.5,1.603,402.059,"130,429",35,Y,.,.,.,.,.,.,.,,,.,
2021,9331,Intercounty Electric Coop Assn,MO,Cooperative,162.4,1.453,111.769,117.9,1.284,91.822,162.4,1.453,111.769,"31,172",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,9336,CORE Electric Cooperative,CO,Cooperative,160.066,0.91,175.897,46.287,0.536,86.356,117.811,0.759,155.219,"167,140",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,9417,Interstate Power and Light Co,IA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,107.4,0.82,130.976,74.1,0.75,98.8,"482,928",N,F,25,Y
2021,9425,Iowa Lakes Electric Coop,IA,Cooperative,75.2,0.84,89.524,65.3,0.8,81.625,39.2,0.35,112,"12,992",12.5,N,.,.,.,.,.,.,.,,,.,
2021,9475,Itasca-Mantrap Co-op Electrical Assn,MN,Cooperative,191.551,1.949,98.282,150.271,1.599,93.978,191.551,1.949,98.282,"12,389",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,9575,Jackson Energy Coop Corp - (KY),KY,Cooperative,"2,731.09",3.657,746.812,239.11,2.034,117.557,"2,661.31",3.283,810.634,"52,928",12.5,N,.,.,.,.,.,.,.,,,.,
2021,9576,Jackson County Rural E M C - (IN),IN,Cooperative,237.984,1.978,120.315,124.791,1.364,91.489,174.779,1.254,139.377,"24,808",12.5,N,.,.,.,.,.,.,.,,,.,
2021,9601,Jackson Electric Member Corp - (GA),GA,Cooperative,65.56,0.96,68.292,60.03,0.934,64.272,63.72,0.827,77.05,"233,592",25,Y,.,.,.,.,.,.,.,,,.,
2021,9605,Jackson Purchase Energy Corporation,KY,Cooperative,130.654,1.416,92.27,130.654,1.416,92.27,122.409,1.349,90.741,"30,417",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,9612,City of Jackson - (TN),TN,Municipal,14.34,0.089,161.124,12.263,0.077,159.26,14.34,0.089,161.124,"36,677",12.4,Y,.,.,.,.,.,.,.,,,.,
2021,9613,City of Lebanon - (IN),IN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,100.692,1.035,97.287,.,.,.,"8,848",N,L,12.5,N
2021,9616,Beaches Energy Services,FL,Municipal,43,0.53,81.132,.,.,.,.,.,.,"35,853",27,N,.,.,.,.,.,.,.,,,.,
2021,9617,JEA,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,54.24,.,.,54.24,0.96,56.5,"502,468",N,L,26.4,Y
2021,9665,Jasper County Rural E M C,IN,Cooperative,322.518,4.205,76.699,57.827,0.942,61.387,313.177,4.093,76.515,"9,434",7.2,Y,.,.,.,.,.,.,.,,,.,
2021,9667,City of Jasper - (IN),IN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,8.4,0.2,42,8.4,0.2,42,"7,587",N,F,13.2,N
2021,9668,"Jasper-Newton Elec Coop, Inc",TX,Cooperative,764.44,4.985,153.348,582.01,4.518,128.82,682.14,4.561,149.559,"23,338",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,9682,"Jefferson Davis Elec Coop, Inc",LA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,13.2,2.2,6,8.3,1.4,5.929,"9,708",N,O,14.4,N
2021,9689,Jefferson Electric Member Corp,GA,Cooperative,56.129,0.844,66.504,56.129,0.844,66.504,51.197,0.587,87.218,"35,102",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,9699,"Jemez Mountains Elec Coop, Inc",NM,Cooperative,777.61,4.166,186.656,432.88,3.663,118.176,766.19,4.067,188.392,"31,000",14.4,Y,.,.,.,.,.,.,.,,,.,
2021,9726,Jersey Central Power & Lt Co,NJ,Investor Owned,347.79,1.889,184.113,192.36,1.59,120.981,310.136,1.487,208.565,"1,130,992",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,9739,Joe Wheeler Elec Member Corp,AL,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,166.2,1.76,94.432,127.8,1.64,77.927,"44,751",N,L,13,Y
2021,9750,"Jo-Carroll Energy, Inc",IL,Cooperative,65.727,0.508,129.384,36.859,0.412,89.464,65.727,0.508,129.384,"20,356",13.8,N,.,.,.,.,.,.,.,,,.,
2021,9777,Johnson City - (TN),TN,Municipal,20.12,0.254,79.213,20.043,0.253,79.221,20.12,0.254,79.213,"80,716",69,Y,.,.,.,.,.,.,.,,,.,
2021,9778,Johnson County Rural E M C,IN,Cooperative,93.776,1.318,71.15,35.063,0.673,52.1,90.66,1.138,79.666,"29,140",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,9837,Jones-Onslow Elec Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,66.98,0.92,72.804,.,.,.,"78,024",N,F,12.4,Y
2021,9964,Kenergy Corp,KY,Cooperative,190.34,1.6,118.963,83.38,1.2,69.483,185.89,1.44,129.09,"58,115",25,Y,.,.,.,.,.,.,.,,,.,
2021,9996,City of Kansas City - (KS),KS,Municipal,393.773,2.462,159.94,153.014,1.875,81.607,393.773,2.462,159.94,"66,026",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,10000,Evergy Metro,KS,Investor Owned,187.95,1.334,140.892,88.7,0.878,101.025,181.65,1.269,143.144,"276,262",34,Y,.,.,.,.,.,.,.,,,.,
2021,10000,Evergy Metro,MO,Investor Owned,288.91,1.813,159.355,97.98,1,97.98,281.92,1.734,162.584,"302,942",34,Y,.,.,.,.,.,.,.,,,.,
2021,10005,"Evergy Kansas South, Inc",KS,Investor Owned,167.83,1.33,126.188,113.9,1.103,103.264,147.71,1.009,146.392,"332,977",34,Y,.,.,.,.,.,.,.,,,.,
2021,10009,Karnes Electric Coop Inc,TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,260.102,1.695,153.453,214.416,1.352,158.592,"21,577",N,F,24.9,N
2021,10019,FreeState Electric Coop,KS,Cooperative,547.93,.,.,358.83,.,.,392.21,.,.,"18,584",.,Y,.,.,.,.,.,.,.,,,.,
2021,10056,City of Kaukauna,WI,Municipal,25,0.46,54.348,4,0.05,80,25,0.46,54.348,"15,810",34.5,N,.,.,.,.,.,.,.,,,.,
2021,10071,Kauai Island Utility Cooperative,HI,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,77.59,2.41,32.195,.,.,.,"35,122",N,L,12.5,Y
2021,10170,"Kiamichi Electric Coop, Inc",OK,Cooperative,811.18,3.36,241.423,647.51,3.08,210.231,767.13,3.03,253.178,"21,712",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,10171,Kentucky Utilities Co,KY,Investor Owned,241.24,0.906,266.269,79.26,0.748,105.963,213.29,0.784,272.054,"546,612",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,10171,Kentucky Utilities Co,VA,Investor Owned,158.64,1.431,110.86,119.72,1.077,111.161,134.36,1.142,117.653,"29,789",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,10210,Ketchikan Public Utilities,AK,Municipal,.,.,.,.,.,.,.,.,.,.,.,,361.3,5.6,64.518,.,.,.,"7,867",N,L,12.5,N
2021,10226,"Utility Board of the City of Key West, F",FL,Municipal,.,.,.,78.8,1.6,49.25,.,.,.,"31,324",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,10331,Kingsport Power Co,TN,Investor Owned,225.6,1.288,175.155,225.6,1.288,175.155,222.8,1.273,175.02,"48,567",35,Y,.,.,.,.,.,.,.,,,.,
2021,10345,City of Kinston - (NC),NC,Municipal,21.579,0.286,75.451,21.579,0.286,75.451,21.579,0.286,75.451,"11,773",12.4,N,.,.,.,.,.,.,.,,,.,
2021,10370,City of Kirkwood - (MO),MO,Municipal,25.592,0.375,68.245,25.592,0.375,68.245,25.592,0.375,68.245,"10,095",12.4,Y,.,.,.,.,.,.,.,,,.,
2021,10376,Kissimmee Utility Authority,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,28.35,0.724,39.157,28.35,0.724,39.157,"86,386",N,L,13.2,Y
2021,10378,"Kit Carson Electric Coop, Inc",NM,Cooperative,"1,553.12",2.283,680.299,118.088,2.013,58.663,"1,553.12",2.283,680.299,"30,041",24.9,N,.,.,.,.,.,.,.,,,.,
2021,10393,PUD No 1 of Klickitat County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,264,1.28,206.25,.,.,.,"13,855",N,L,13.2,N
2021,10421,Knoxville Utilities Board,TN,Municipal,142.8,.,.,116.4,.,.,142.2,1.63,87.239,"210,133",13.2,Y,.,.,.,.,.,.,.,,,.,
2021,10448,Kosciusko County Rural E M C,IN,Cooperative,233.03,2.16,107.884,180.26,1.86,96.914,164.44,1.5,109.627,"17,444",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,10454,Kootenai Electric Cooperative,ID,Cooperative,"2,409.09",3.25,741.258,212.96,1.38,154.319,"2,226.66",2.53,880.103,"31,046",25,Y,.,.,.,.,.,.,.,,,.,
2021,10539,"La Plata Electric Assn, Inc",CO,Cooperative,242.347,1.379,175.741,64.767,0.734,88.238,242.347,1.379,175.741,"45,046",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,10579,City of LaFollette,TN,Municipal,409,5,81.8,314,4,78.5,409,5,81.8,"22,306",12.4,Y,.,.,.,.,.,.,.,,,.,
2021,10599,"Lake Region Electric Coop, Inc - (OK)",OK,Cooperative,133.256,1.09,122.253,115.493,0.993,116.307,120.279,1.032,116.549,"25,546",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,10603,"Laclede Electric Coop, Inc",MO,Cooperative,134.64,1.91,70.492,125.92,1.8,69.956,131.79,1.73,76.179,"37,997",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,10618,Lake Region Electric Cooperative - (MN),MN,Cooperative,264.38,1.83,144.47,137.14,1.1,124.673,217.72,1.57,138.675,"28,925",12.5,N,.,.,.,.,.,.,.,,,.,
2021,10620,City of Lake Worth Beach - (FL),FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,184.7,3.9,47.359,134,3.2,41.875,"27,892",Y,L,26.4,N
2021,10623,City of Lakeland - (FL),FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,52.012,0.925,56.229,52.012,0.925,56.229,"129,242",N,L,12.5,N
2021,10624,Southern Rivers Energy,GA,Cooperative,187.773,1.94,96.79,164.133,1.8,91.185,176.175,1.818,96.906,"20,111",25,Y,.,.,.,.,.,.,.,,,.,
2021,10625,"Lamb County Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,26.1,.,.,26.1,.,.,"11,620",N,L,.,Y
2021,10668,Licking Rural Electric Inc,OH,Cooperative,219,2.06,106.311,119.4,1.52,78.553,172.2,1.47,117.143,"26,915",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,10681,Lane Electric Coop Inc,OR,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,815.134,2.348,347.161,786.528,2.341,335.98,"12,966",N,L,12.4,Y
2021,10697,Lake Country Power,MN,Cooperative,303.07,2.125,142.621,164.59,1.687,97.564,283.32,1.795,157.838,"50,371",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,10704,City of Lansing - (MI),MI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,104.165,1.411,73.824,104.165,1.411,73.824,"97,790",N,F,13.2,Y
2021,10768,"Laurens Electric Coop, Inc",SC,Cooperative,84.37,0.92,91.707,84.37,0.92,91.707,77.33,0.82,94.305,"59,898",14.4,Y,.,.,.,.,.,.,.,,,.,
2021,10817,"Lea County Electric Coop, Inc",NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,438.08,2.356,185.942,438.08,2.356,185.942,"10,954",N,O,24.9,N
2021,10817,"Lea County Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,261.469,1.902,137.471,261.469,1.902,137.471,"5,327",N,O,24.9,
2021,10857,"Lee County Electric Coop, Inc",FL,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,82.46,1.19,69.294,77.76,1.14,68.211,"233,150",N,F,24.9,Y
2021,10868,City of Leesburg - (FL),FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,116.838,1.559,74.944,"25,410",N,L,12.5,N
2021,10879,Lehi City Corporation,UT,Municipal,37.818,0.326,116.006,37.818,0.326,116.006,37.818,0.326,116.006,"25,495",12.5,N,.,.,.,.,.,.,.,,,.,
2021,10906,City of Lenoir - (TN),TN,Municipal,157.25,1.57,100.159,157.25,1.57,100.159,0,0,.,"67,978",12.4,Y,.,.,.,.,.,.,.,,,.,
2021,10944,PUD No 1 of Lewis County,WA,Political Subdivision,897,4.2,213.571,345,2.37,145.57,209,4.2,49.762,"34,114",25,N,.,.,.,.,.,.,.,,,.,
2021,10960,City of Lewisburg - (TN),TN,Municipal,47,0.517,90.909,9,0.16,56.25,47,0.517,90.909,"6,400",13,N,.,.,.,.,.,.,.,,,.,
2021,10966,City of Lexington - (NC),NC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,177.137,1.928,91.876,88.392,1.324,66.761,"19,501",Y,L,44,Y
2021,11011,Licking Valley Rural E C C,KY,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,"2,511.04",2.9,865.876,152.25,1.4,108.75,"17,523",N,L,7.2,N
2021,11018,Lincoln Electric System,NE,Municipal,41.2,0.598,68.896,17.1,0.26,65.769,41.2,0.598,68.896,"143,256",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,11053,Linn County REC,IA,Cooperative,138,1.593,86.629,138,1.593,86.629,0,0,.,"31,086",12.5,N,.,.,.,.,.,.,.,,,.,
2021,11124,City of Lodi - (CA),CA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,37.871,1.02,37.128,21.174,0.333,63.586,"25,270",N,F,12,N
