Data Year,Utility Number,Utility Name,State,Distribution Circuits,Circuits with Voltage Optimization
2021,2212,"Broad River Electric Coop, Inc",SC,53,53
2021,2247,City of Bristol - (TN),TN,63,52
2021,2248,Bristol Virginia Utilities,VA,36,0
2021,2273,Brodhead Water & Lighting Comm,WI,10,0
2021,2285,City of Brookings - (SD),SD,43,.
2021,2394,Burke-Divide Electric Coop Inc,ND,44,.
2021,2409,Brownsville Public Utilities Board,TX,62,0
2021,2411,City of Brownsville,TN,13,0
2021,2442,City of Bryan - (TX),TX,99,0
2021,2487,City of Buford,GA,12,12
2021,2502,"Buckeye Rural Elec Coop, Inc",OH,52,0
2021,2507,City of Burbank Water and Power,CA,122,0
2021,2548,City of Burlington Electric - (VT),VT,16,16
2021,2651,Butler Rural Electric Coop Inc - (OH),OH,49,0
2021,2652,Butler County Rural Elec Coop - (IA),IA,86,33
2021,2678,C & L Electric Coop Corp,AR,58,.
2021,2774,CMS Electric Coop Inc,KS,40,40
2021,2812,City of Calhoun - (GA),GA,22,17
2021,2849,Central Electric Power Assn - (MS),MS,86,0
2021,2903,Canoochee Electric Member Corp,GA,44,23
2021,2911,"Canadian Valley Elec Coop, Inc",OK,77,77
2021,2960,"Caney Fork Electric Coop, Inc",TN,26,0
2021,2985,"Capital Electric Coop, Inc",ND,92,92
2021,3046,Duke Energy Progress - (NC),NC,"1,126","1,126"
2021,3046,Duke Energy Progress - (NC),SC,174,174
2021,3075,Carroll County - (TN),TN,22,0
2021,3081,Carroll Electric Member Corp - (GA),GA,89,81
2021,3093,Carroll Electric Coop Corp - (AR),AR,165,.
2021,3093,Carroll Electric Coop Corp - (AR),MO,19,.
2021,3107,Carteret-Craven El Member Corp,NC,66,.
2021,3108,City of Cartersville - (GA),GA,26,0
2021,3113,City of Carthage - (MO),MO,17,16
2021,3203,Cedar Falls Utilities,IA,25,25
2021,3205,Cedar-Knox Public Power Dist,NE,63,.
2021,3208,Cedarburg Light & Water Comm,WI,11,11
2021,3216,City of Celina - (OH),OH,14,3
2021,3222,Central Alabama Electric Coop,AL,74,74
2021,3226,"Central Rural Electric Cooperative, Inc",OK,64,64
2021,3236,"Central Electric Coop, Inc - (SD)",SD,72,.
2021,3240,Central Electric Coop Inc - (OR),OR,108,.
2021,3245,"Central Florida Elec Coop, Inc",FL,54,39
2021,3248,Central Georgia El Member Corp,GA,80,80
2021,3249,Central Hudson Gas & Elec Corp,NY,279,0
2021,3250,Central Electric Membership Corp. - (NC),NC,30,.
2021,3264,Central Lincoln People's Ut Dt,OR,237,6
2021,3265,Cleco Power LLC,LA,786,0
2021,3266,Central Maine Power Co,ME,488,0
2021,3268,Central Missouri Elec Coop Inc,MO,44,.
2021,3273,"Central New Mexico El Coop, Inc",NM,35,.
2021,3278,AEP Texas Central Company,TX,961,0
2021,3282,"Central Texas Elec Coop, Inc",TX,62,0
2021,3287,"Central Valley Elec Coop, Inc",NM,99,99
2021,3291,Central Virginia Electric Coop,VA,85,0
2021,3295,City of Centralia - (WA),WA,36,36
2021,3329,Borough of Chambersburg,PA,34,6
2021,3355,City of Chanute,KS,7,7
2021,3400,City of Chaska - (MN),MN,22,.
2021,3408,City of Chattanooga - (TN),GA,1,0
2021,3408,City of Chattanooga - (TN),TN,287,286
2021,3413,PUD No 1 of Chelan County,WA,121,.
2021,3426,Cherokee Electric Coop,AL,28,0
2021,3436,Cherryland Electric Coop Inc,MI,54,0
2021,3461,Cheyenne Light Fuel & Power,WY,54,0
2021,3470,Cherokee County Elec Coop Assn,TX,35,.
2021,3475,City of Chickamauga,GA,1,0
2021,3477,City of Chicopee - (MA),MA,16,16
2021,3478,Cimarron Electric Coop,OK,72,46
2021,3502,"Choctawhatche Elec Coop, Inc",FL,80,73
2021,3503,"Choptank Electric Cooperative, Inc",MD,116,116
2021,3522,Chugach Electric Assn Inc,AK,159,154
2021,3527,Choctaw Electric Coop Inc,OK,55,55
2021,3542,Duke Energy Ohio Inc,OH,785,519
2021,3597,Citizens Electric Co - (PA),PA,9,9
2021,3600,Citizens Electric Corporation - (MO),MO,103,0
2021,3641,"Claiborne Electric Coop, Inc",LA,66,0
2021,3644,PUD No 1 of Clallam County,WA,72,15
2021,3647,City of Claremore,OK,24,.
2021,3660,PUD No 1 of Clark County - (WA),WA,202,19
2021,3687,Clark Energy Coop Inc - (KY),KY,76,.
2021,3704,City of Clarksville - (TN),TN,77,77
2021,3705,Clarksville Connected Utilities,AR,24,14
2021,3712,Clay County Electric Coop Corp,AR,32,0
2021,3712,Clay County Electric Coop Corp,MO,1,0
2021,3755,Cleveland Electric Illum Co,OH,"1,088",998
2021,3757,"Clay Electric Cooperative, Inc",FL,182,0
2021,3758,City of Cleveland - (TN),TN,54,54
2021,3762,City of Cleveland - (OH),OH,276,.
2021,3812,City of Clinton - (TN),TN,48,42
2021,3824,Clyde Light & Power,OH,4,.
2021,3828,Cloverland Electric Co-op,MI,98,0
2021,3841,Coast Electric Power Assn,MS,124,0
2021,3843,Coastal Electric Member Corp,GA,35,35
2021,3855,Columbia Power System,TN,26,0
2021,3892,City of Coffeyville - (KS),KS,24,0
2021,3915,Coldwater Board of Public Util,MI,33,33
2021,3916,Cobb Electric Membership Corp,GA,199,192
2021,3931,Coles-Moultrie Electric Coop,IL,50,0
2021,3939,City of College Park - (GA),GA,27,0
2021,3940,City of College Station - (TX),TX,59,0
2021,3989,City of Colorado Springs - (CO),CO,236,189
2021,4003,City of Colton - (CA),CA,31,.
2021,4041,"Columbia Rural Elec Assn, Inc",OR,2,0
2021,4041,"Columbia Rural Elec Assn, Inc",WA,35,0
2021,4045,City of Columbia - (MO),MO,62,62
2021,4063,Co-Mo Electric Coop Inc,MO,69,69
2021,4065,City of Columbus - (OH),OH,60,0
2021,4068,City of Columbus - (MS),MS,29,0
2021,4073,City of Columbus - (WI),WI,13,0
2021,4110,Commonwealth Edison Co,IL,"5,618","1,504"
2021,4146,Concho Valley Elec Coop Inc,TX,56,0
2021,4150,City of Concord - (NC),NC,71,0
2021,4153,"Concordia Electric Coop, Inc",LA,28,28
2021,4160,Callaway Electric Cooperative,MO,37,.
2021,4176,Connecticut Light & Power Co,CT,"1,006",0
2021,4226,Consolidated Edison Co-NY Inc,NY,"2,208",.
2021,4237,Consolidated Electric Coop,MO,44,0
2021,4247,Consolidated Water Power Co,WI,28,28
2021,4254,Consumers Energy Co,MI,"2,355",250
2021,4262,Cooke County Elec Coop Assn,TX,56,0
2021,4265,Continental Divide El Coop Inc,NM,31,.
2021,4280,Conway Corporation,AR,44,0
2021,4294,City of Cookeville - (TN),TN,24,0
2021,4295,Comanche County Elec Coop Assn,TX,49,.
2021,4296,"Cookson Hills Elec Coop, Inc",OK,45,.
2021,4317,"Coos-Curry Electric Coop, Inc",OR,42,.
2021,4327,Coosa Valley Electric Coop Inc,AL,36,.
2021,4356,Colorado River Comm of Nevada,NV,38,0
2021,4362,Corn Belt Energy Corporation,IL,144,81
2021,4373,Cornhusker Public Power Dist,NE,115,0
2021,4390,City of Corona - (CA),CA,12,0
2021,4401,"Cotton Electric Coop, Inc",OK,79,0
2021,4430,"Covington Electric Coop, Inc",AL,57,0
2021,4432,Coweta-Fayette El Member Corp,GA,87,4
2021,4433,City of Covington - (GA),GA,21,1
2021,4437,City of Covington - (TN),TN,12,0
2021,4442,PUD No 1 of Cowlitz County,WA,114,0
2021,4508,"Crawfordsville Elec, Lgt & Pwr",IN,23,0
2021,4509,Craighead Electric Coop Corp,AR,84,.
2021,4524,"Crawford Electric Coop, Inc",MO,43,0
2021,4538,Crisp County Power Comm,GA,27,27
2021,4577,Crow Wing Cooperative Power & Light Comp,MN,92,0
2021,4604,City of Crystal Falls,MI,8,0
2021,4607,City of Cuba City,WI,8,0
2021,4617,Cullman Power Board,AL,15,0
2021,4618,"Cullman Electric Coop, Inc",AL,77,0
2021,4622,"Cumberland Valley Electric, Inc.",KY,55,.
2021,4622,"Cumberland Valley Electric, Inc.",TN,2,.
2021,4624,Cumberland Elec Member Corp,TN,123,90
2021,4675,Cuivre River Electric Coop Inc,MO,118,72
2021,4683,City of Cuyahoga Falls - (OH),OH,37,2
2021,4715,Dahlberg Light & Power Co,WI,36,.
2021,4717,Dakota Valley Elec Coop Inc,ND,83,0
2021,4720,Dakota Energy Coop Inc,SD,12,0
2021,4743,"Consumers Power, Inc",OR,75,0
2021,4744,Dalton Utilities,GA,78,.
2021,4794,City of Danville - (VA),VA,69,.
2021,4848,Daviess Martin County R E M C,IN,22,12
2021,4911,Dawson Power District,NE,182,0
2021,4920,City of Dayton - (TN),TN,13,0
2021,4922,Dayton Power & Light Co,OH,491,.
2021,4939,"Deaf Smith Electric Coop, Inc",TX,101,15
2021,4958,Decatur Utilities,AL,59,34
2021,4960,Decatur County Rural E M C,IN,27,.
2021,4975,Deep East Texas Elec Coop Inc,TX,111,0
2021,5027,Delmarva Power,DE,271,.
2021,5027,Delmarva Power,MD,197,.
2021,5063,City of Denton - (TX),TX,128,0
2021,5070,Delaware Electric Cooperative,DE,89,0
2021,5078,"Denton County Elec Coop, Inc",TX,174,174
2021,5086,Delta Montrose Electric Assn,CO,51,51
2021,5109,DTE Electric Company,MI,"3,486",6
2021,5148,City of Dickson,TN,45,37
2021,5175,Dixie Electric Power Assn,MS,94,0
2021,5202,Dixie Electric Membership Corp,LA,138,130
2021,5204,Dixie Electric Coop,AL,61,.
2021,5309,City of Dothan - (AL),AL,46,44
2021,5325,City of Douglas,GA,15,0
2021,5326,PUD No 1 of Douglas County,WA,63,.
2021,5335,City of Dover - (DE),DE,51,46
2021,5336,City of Dover - (OH),OH,13,13
2021,5394,Dubois Rural Electric Coop Inc,IN,37,17
2021,5399,Duck River Elec Member Corp,TN,110,71
2021,5416,"Duke Energy Carolinas, LLC",NC,"2,156",0
2021,5416,"Duke Energy Carolinas, LLC",SC,724,0
2021,5417,Dunn County Electric Coop,WI,40,0
2021,5480,Town of Danvers,MA,36,0
2021,5487,Duquesne Light Co,PA,621,574
2021,5509,City of Dyersburg,TN,36,34
2021,5535,Egyptian Electric Coop Assn,IL,68,64
2021,5551,City of Eagle River - (WI),WI,10,5
2021,5574,East Central Energy,MN,110,108
2021,5574,East Central Energy,WI,17,15
2021,5578,East Mississippi Elec Pwr Assn,MS,37,0
2021,5582,City of East Point - (GA),GA,20,.
2021,5585,Eastern Illinois Elec Coop,IL,76,76
2021,5588,East-Central Iowa Rural Elec Coop,IA,72,72
2021,5598,East Central Oklahoma Elec Coop Inc,OK,79,72
2021,5605,Eastern Iowa Light & Power Coop,IA,177,23
2021,5609,Eastern Maine Electric Coop,ME,20,0
2021,5625,Easton Utilities Comm,MD,15,15
2021,5644,"Edisto Electric Coop, Inc",SC,68,0
2021,5656,Edgecombe-Martin County E M C,NC,36,18
2021,5661,City of Edmond - (OK),OK,32,.
2021,5701,El Paso Electric Co,NM,56,54
2021,5701,El Paso Electric Co,TX,301,265
2021,5760,City of Elizabeth City - (NC),NC,22,.
2021,5763,City of Elizabethton - (TN),TN,35,35
2021,5773,City of Elk River,MN,33,1
2021,5780,Elkhorn Rural Public Pwr Dist,NE,86,85
2021,5832,Elmhurst Mutual Power & Light Co,WA,19,19
2021,5860,Empire District Electric Co,AR,10,.
2021,5860,Empire District Electric Co,KS,21,0
2021,5860,Empire District Electric Co,MO,269,0
2021,5860,Empire District Electric Co,OK,13,0
2021,5862,"Empire Electric Assn, Inc",CO,71,63
2021,5862,"Empire Electric Assn, Inc",UT,3,3
2021,5905,Excelsior Electric Member Corp,GA,37,0
2021,5929,"Fairfield Electric Coop, Inc",SC,65,0
2021,5930,Village of Fairport - (NY),NY,30,.
2021,5961,Town of Erwin - (TN),TN,9,9
2021,6008,City of Etowah,TN,9,0
2021,6022,City of Eugene - (OR),OR,163,0
2021,6043,City of Evansville,WI,9,0
2021,6149,City of Ellensburg - (WA),WA,18,0
2021,6169,Fall River Rural Elec Coop Inc,ID,64,0
2021,6169,Fall River Rural Elec Coop Inc,MT,10,0
2021,6169,Fall River Rural Elec Coop Inc,WY,5,0
2021,6181,"Farmers Electric Coop, Inc - (MO)",MO,64,0
2021,6182,"Farmers Electric Coop, Inc - (TX)",TX,72,0
2021,6183,"Fayette Electric Coop, Inc",TX,27,0
2021,6194,Farmers Rural Electric Coop Corp - (KY),KY,68,.
2021,6198,"Farmers Electric Coop, Inc - (NM)",NM,45,45
2021,6204,City of Farmington - (NM),NM,65,.
2021,6205,City of Farmington - (MO),MO,27,0
2021,6207,Farmington River Power Company,CT,1,.
2021,6234,City of Fayetteville,TN,39,0
2021,6235,Fayetteville Public Works Commission,NC,153,128
2021,6258,Federated Rural Electric Assn,IA,6,0
2021,6258,Federated Rural Electric Assn,MN,65,0
2021,6342,First Electric Coop Corp,AR,152,152
2021,6369,Fishers Island Utility Co Inc,NY,3,0
2021,6374,Fitchburg Gas & Elec Light Co,MA,39,0
2021,6395,Flathead Electric Coop Inc,MT,90,0
2021,6411,Flint Electric Membership Corp,GA,170,.
2021,6422,City of Florence - (AL),AL,137,0
2021,6424,Florence Utility Comm,WI,6,0
2021,6427,City of Floresville,TX,20,20
2021,6442,Fleming-Mason Energy Coop Inc,KY,45,.
2021,6443,"Florida Keys El Coop Assn, Inc",FL,25,23
2021,6452,Florida Power & Light Co,FL,"3,517","2,867"
2021,6455,"Duke Energy Florida, LLC",FL,"1,416","1,172"
2021,6457,Florida Public Utilities Co,FL,29,0
2021,6491,Foley Board of Utilities,AL,68,68
2021,6582,City of Forest Grove,OR,16,0
2021,6604,City of Fort Collins - (CO),CO,86,0
2021,6608,Fort Loudoun Electric Coop,TN,47,46
2021,6610,City of Fort Morgan,CO,19,19
2021,6612,Fort Payne Improvement Authority,AL,30,30
2021,6616,Fort Pierce Utilities Authority,FL,36,28
2021,6638,City of Fountain,CO,10,10
2021,6640,Four County Elec Member Corp,NC,102,0
2021,6641,4-County Electric Power Assn,MS,108,0
2021,6707,City of Frankfort - (IN),IN,10,6
2021,6708,City of Frankfort - (KY),KY,46,.
2021,6709,Easley Combined Utility System,SC,25,0
2021,6716,PUD No 1 of Franklin County,WA,88,0
2021,6717,Franklin Electric Coop - (AL),AL,13,0
2021,6718,City of Franklin - (KY),KY,12,0
2021,6775,Village of Freeport - (NY),NY,25,.
2021,6779,City of Fremont - (NE),NE,30,0
2021,6782,Freeborn Mower Electric Cooperative,IA,1,0
2021,6782,Freeborn Mower Electric Cooperative,MN,83,32
2021,6784,French Broad Elec Member Corp,NC,79,.
2021,6784,French Broad Elec Member Corp,TN,2,.
2021,6840,City of Fulton - (KY),KY,7,7
2021,6894,City of Gaffney - (SC),SC,14,14
2021,6909,Gainesville Regional Utilities,FL,70,59
2021,6923,City of Gallatin - (TN),TN,22,0
2021,6941,City of Garden City,KS,39,0
2021,6957,"Garkane Energy Coop, Inc",AZ,8,.
2021,6957,"Garkane Energy Coop, Inc",UT,48,.
2021,6958,City of Garland - (TX),TX,98,98
2021,7024,Gascosage Electric Coop,MO,35,.
2021,7027,City of Gastonia - (NC),NC,58,.
2021,7090,GreyStone Power Corporation,GA,138,0
2021,7096,City of Geneva- (IL),IL,33,.
2021,7129,City of Georgetown - (TX),TX,42,24
2021,7140,Georgia Power Co,GA,"2,689","2,063"
2021,7174,Gibson Electric Members Corp,KY,6,0
2021,7174,Gibson Electric Members Corp,TN,76,0
2021,7222,City of Gillette - (WY),WY,29,0
2021,7264,"Glades Electric Coop, Inc",FL,42,0
2021,7265,City of Gladstone,MI,5,0
2021,7270,City of Glasgow - (KY),KY,23,0
2021,7294,City of Glendale - (CA),CA,103,40
2021,7353,Golden Valley Elec Assn Inc,AK,72,0
2021,7450,Grady Electric Membership Corp,GA,44,.
2021,7483,City of Grand Haven - (MI),MI,13,13
2021,7490,Grand River Dam Authority,OK,23,0
2021,7548,PUD No 1 of Grays Harbor County,WA,87,0
2021,7558,Grayson Rural Electric Coop Corp,KY,43,.
2021,7559,"Grayson-Collin Elec Coop, Inc",TX,83,.
2021,7561,"Greenbelt Electric Coop, Inc",TX,28,26
2021,7563,Grand Valley Power,CO,29,.
2021,7601,Green Mountain Power Corp,VT,289,0
2021,7625,City of Greeneville - (TN),TN,74,0
2021,7627,City of Greenfield - (IN),IN,21,21
2021,7634,City of Greenville - (TX),TX,40,40
2021,7639,Greenville Utilities Comm,NC,114,87
2021,7646,Greenwood CPW,SC,24,0
2021,7651,Greenwood Utilities Comm,MS,19,18
2021,7654,Greer Commission of Public Wks,SC,30,0
2021,7679,City of Griffin - (GA),GA,26,0
2021,7716,Groton Dept of Utilities - (CT),CT,27,0
2021,7752,Guadalupe Valley Elec Coop Inc,TX,162,162
2021,7785,"Gulf Coast Electric Coop, Inc",FL,37,.
2021,7801,Gulf Power Co,FL,301,0
2021,7827,Guntersville Electric Board,AL,17,0
2021,7887,Habersham Electric Membership Corp,GA,59,0
2021,7891,Guernsey-Muskingum El Coop Inc,OH,38,0
2021,7908,Hagerstown Light Department,MD,23,.
2021,7977,City of Hamilton - (OH),OH,54,.
2021,7979,Hamilton County Elec Coop Assn,TX,29,.
2021,8000,NineStar Connect,IN,32,0
2021,8034,Hancock-Wood Electric Coop Inc,OH,57,0
2021,8055,City of Hannibal - (MO),MO,17,0
2021,8147,City of Harriman - (TN),TN,18,0
2021,8179,Harrison County Rural E M C,IN,47,47
2021,8198,City of Harrisonburg - (VA),VA,28,.
2021,8210,Hart Electric Member Corp,GA,77,77
2021,8212,Hartford Electric,WI,25,25
2021,8226,City of Hartselle,AL,12,0
2021,8245,City of Hastings - (NE),NE,42,28
2021,8287,Hawaii Electric Light Co Inc,HI,143,0
2021,8319,Heartland Power Coop,IA,60,1
2021,8319,Heartland Power Coop,MN,7,0
2021,8333,Haywood Electric Member Corp,GA,1,.
2021,8333,Haywood Electric Member Corp,NC,38,0
2021,8333,Haywood Electric Member Corp,SC,1,.
2021,8447,Hendricks County Rural E M C,IN,76,1
2021,8449,Henderson City Utility Comm,KY,38,0
2021,8548,City of Hickman,KY,3,0
2021,8566,High Plains Power Inc,WY,99,0
2021,8570,Highline Electric Assn,CO,67,67
2021,8570,Highline Electric Assn,NE,20,20
2021,8571,Town of High Point,NC,92,92
2021,8620,"HILCO Electric Cooperative, Inc.",TX,44,0
2021,8699,Inland Power & Light Company,ID,3,0
2021,8699,Inland Power & Light Company,WA,99,0
2021,8723,City of Holland,MI,72,0
2021,8748,City of Holly Springs,MS,20,0
2021,8761,Holmes-Wayne Electric Coop Inc,OH,46,31
2021,8764,"Holston Electric Coop, Inc",TN,37,0
2021,8773,"Holy Cross Electric Assn, Inc",CO,52,0
2021,8774,City of Holyoke - (MA),MA,52,0
2021,8786,Horry Electric Coop Inc,SC,128,0
2021,8795,City of Homestead - (FL),FL,19,.
2021,8840,City of Hope,AR,20,0
2021,8846,City of Hopkinsville,KY,26,0
2021,8883,Houlton Water Company,ME,1,.
2021,8884,Terrebonne Parish Consol Gov't,LA,26,4
2021,8898,Houston County Elec Coop Inc,TX,40,40
2021,8901,CenterPoint Energy,TX,"1,802",.
2021,8934,"Howell-Oregon Elec Coop, Inc",MO,79,66
2021,8973,Town of Hudson - (MA),MA,12,10
2021,9023,City of Humboldt,TN,16,0
2021,9087,Town of Huntersville - (NC),NC,10,0
2021,9094,City of Huntsville - (AL),AL,287,0
2021,9096,City of Lafayette - (LA),LA,91,.
2021,9124,Hustisford Utilities,WI,3,0
2021,9130,Hutchinson Utilities Comm,MN,13,13
2021,9187,City of Idaho Falls - (ID),ID,42,0
2021,9191,Idaho Power Co,ID,614,378
2021,9191,Idaho Power Co,OR,69,20
2021,9216,Imperial Irrigation District,CA,321,0
2021,9230,City of Independence - (IA),IA,8,8
2021,9231,City of Independence - (MO),MO,66,34
2021,9246,"Indian Electric Coop, Inc",OK,64,.
2021,9273,Indianapolis Power & Light Co,IN,430,394
2021,9292,Inter County Energy Coop Corp,KY,42,.
2021,9324,Indiana Michigan Power Co,IN,664,60
2021,9324,Indiana Michigan Power Co,MI,152,9
2021,9331,Intercounty Electric Coop Assn,MO,102,0
2021,9336,CORE Electric Cooperative,CO,267,0
2021,9417,Interstate Power and Light Co,IA,"1,461",0
2021,9425,Iowa Lakes Electric Coop,IA,158,18
2021,9431,Irwin Electric Membership Corp,GA,37,0
2021,9475,Itasca-Mantrap Co-op Electrical Assn,MN,43,0
2021,9575,Jackson Energy Coop Corp - (KY),KY,112,0
2021,9576,Jackson County Rural E M C - (IN),IN,36,0
2021,9590,"Jackson Electric Coop, Inc - (TX)",TX,34,.
2021,9601,Jackson Electric Member Corp - (GA),GA,240,0
2021,9605,Jackson Purchase Energy Corporation,KY,91,0
2021,9612,City of Jackson - (TN),TN,115,60
2021,9613,City of Lebanon - (IN),IN,16,10
2021,9616,Beaches Energy Services,FL,30,30
2021,9617,JEA,FL,378,378
2021,9645,Jamestown Board of Public Util,NY,51,51
2021,9665,Jasper County Rural E M C,IN,37,37
2021,9667,City of Jasper - (IN),IN,16,16
2021,9668,"Jasper-Newton Elec Coop, Inc",TX,63,0
2021,9682,"Jefferson Davis Elec Coop, Inc",LA,46,46
2021,9689,Jefferson Electric Member Corp,GA,58,0
2021,9690,Jefferson Utilities,WI,4,4
2021,9697,City of Jellico,KY,1,0
2021,9697,City of Jellico,TN,3,0
2021,9699,"Jemez Mountains Elec Coop, Inc",NM,56,.
2021,9726,Jersey Central Power & Lt Co,NJ,"1,421","1,421"
2021,9739,Joe Wheeler Elec Member Corp,AL,90,75
2021,9750,"Jo-Carroll Energy, Inc",IL,90,2
2021,9777,Johnson City - (TN),TN,138,0
2021,9778,Johnson County Rural E M C,IN,42,0
2021,9837,Jones-Onslow Elec Member Corp,NC,143,131
2021,9879,City Water and Light Plant,AR,95,.
2021,9936,Juneau Utility Comm,WI,10,0
2021,9964,Kenergy Corp,KY,193,0
2021,9996,City of Kansas City - (KS),KS,124,0
2021,9999,Kankakee Valley Rural E M C,IN,34,.
2021,10000,Evergy Metro,KS,359,0
2021,10000,Evergy Metro,MO,481,0
2021,10005,"Evergy Kansas South, Inc",KS,493,1
2021,10009,Karnes Electric Coop Inc,TX,85,0
2021,10012,Kay Electric Coop,OK,68,0
