,|Utility Characteristics.Year|,|Utility Characteristics.State|,|Utility Characteristics.Utility Number|,|Utility Characteristics.Utility Name|,|Utility Characteristics.BA_CODE|,|Number and Capacity (MW).Number of Generators|,|Number and Capacity (MW).Total Capacity|,|Number and Capacity (MW).Capacity Back-up Only|,|Number and Capacity (MW).Capacity Utility Owned|,|Photovoltaic.Type|,|Photovoltaic.Residential|,|Photovoltaic.Commercial|,|Photovoltaic.Industrial|,|Photovoltaic.Transportation|,|Photovoltaic.Direct Connected|,|Photovoltaic.Total|,|Storage.Residential|,|Storage.Commercial|,|Storage.Industrial|,|Storage.Transportation|,|Storage.Direct Connected|,|Storage.Total|,|Wind.Residential|,|Wind.Commercial|,|Wind.Industrial|,|Wind.Transportation|,|Wind.Direct Connected|,|Wind.Total|,|Hydroelectric.Residential|,|Hydroelectric.Commercial|,|Hydroelectric.Industrial|,|Hydroelectric.Transportation|,|Hydroelectric.Direct Connected|,|Hydroelectric.Total|,|Fuel Cells.Residential|,|Fuel Cells.Commercial|,|Fuel Cells.Industrial|,|Fuel Cells.Transportation|,|Fuel Cells.Direct Connected|,|Fuel Cells.Total|,|Internal Combustion.Residential|,|Internal Combustion.Commercial|,|Internal Combustion.Industrial|,|Internal Combustion.Transportation|,|Internal Combustion.Direct Connected|,|Internal Combustion.Total|,|Combustion Turbine.Residential|,|Combustion Turbine.Commercial|,|Combustion Turbine.Industrial|,|Combustion Turbine.Transportation|,|Combustion Turbine.Direct Connected|,|Combustion Turbine.Total|,|Steam.Residential|,|Steam.Commercial|,|Steam.Industrial|,|Steam.Transportation|,|Steam.Direct Connected|,|Steam.Total|,|Other.Residential|,|Other.Commercial|,|Other.Industrial|,|Other.Transportation|,|Other.Direct Connected|,|Other.Total|,|Total.Residential|,|Total.Commercial|,|Total.Industrial|,|Total.Transportation|,|Total.Direct Connected|,|.Total|
0,2017,IL,97.0,Adams Electric Coop,MISO,1.0,0.9,.,0.9,AC,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,0.9,0.9,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,0.0,0.0,0.0,0.0,0.9,0.9
1,2017,IL,4110.0,Commonwealth Edison Co,PJM,452.0,16.628,.,.,AC,0.814,13.962,.,.,.,14.776,.,0.45,.,.,.,0.45,0.018,0.259,.,.,.,0.277,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,1.125,.,.,.,1.125,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,0.832,15.796,0.0,0.0,0.0,16.628
2,2017,IL,9750.0,"Jo-Carroll Energy, Inc",MISO,6.0,2.8,2.4,0,AC,.,.,0.4,.,.,0.4,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,2.4,.,.,2.4,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,0.0,0.0,2.8,0.0,0.0,2.8
3,2017,IL,12341.0,MidAmerican Energy Co,MISO,22.0,13.36,.,3.6,AC,.,0.01,.,.,.,0.01,.,.,.,.,.,0.0,.,0.01,.,.,.,0.01,.,.,3.44,.,5.6,9.04,.,.,.,.,.,0.0,.,.,0.3,.,4,4.3,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,0.0,0.02,3.74,0.0,9.6,13.36
4,2017,IL,12395.0,Menard Electric Coop,MISO,1.0,0.1,0.1,0.1,DC,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,0.1,.,.,.,0.1,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,0.0,0.1,0.0,0.0,0.0,0.1
5,2017,IL,17631.0,Southern Illinois Elec Coop,MISO,3.0,0.053,0,0,DC,0.028,0.025,.,.,.,0.053,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,0.028,0.025,0.0,0.0,0.0,0.053
6,2017,IL,17697.0,Southwestern Electric Coop Inc - (IL),MISO,54.0,0.896,0,0,,0.45,0.432,.,.,.,0.882,.,.,.,.,.,0.0,0.014,.,.,.,.,0.014,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,0.464,0.432,0.0,0.0,0.0,0.896
7,2017,IL,56697.0,Ameren Illinois Company,MISO,57.0,5.646,.,.,AC,.,2.373,0.137,.,.,2.51,.,.,.,.,.,0.0,.,2.386,.,.,.,2.386,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,.,.,.,0.0,.,.,0.75,.,.,0.75,0.0,4.759,0.887,0.0,0.0,5.646
