,|Data Year|,|Utility Number|,|Utility Name|,|State|,|County|
0,2017,97,Adams Electric Coop,IL,Adams
1,2017,97,Adams Electric Coop,IL,Brown
2,2017,97,Adams Electric Coop,IL,Hancock
3,2017,97,Adams Electric Coop,IL,McDonough
4,2017,97,Adams Electric Coop,IL,Pike
5,2017,97,Adams Electric Coop,IL,Schuyler
6,2017,229,City of Albany - (IL),IL,Whiteside
7,2017,366,City of Allendale- (IL),IL,Wabash
8,2017,406,City of Altamont - (IL),IL,Effingham
9,2017,1325,City of Batavia - (IL),IL,Kane
10,2017,1648,Village of Bethany - (IL),IL,Moultrie
11,2017,2188,City of Breese - (IL),IL,Clinton
12,2017,2634,City of Bushnell - (IL),IL,McDonough
13,2017,2776,Cairo Public Utility Company,IL,Alexander
14,2017,2776,Cairo Public Utility Company,IL,Pulaski
15,2017,3037,City of Carlyle - (IL),IL,Clinton
16,2017,3040,City of Carmi - (IL),IL,White
17,2017,3153,City of Casey - (IL),IL,Clark
18,2017,3405,Village of Chatham - (IL),IL,Sangamon
19,2017,3726,Clay Electric Coop Inc,IL,Clay
20,2017,3726,Clay Electric Coop Inc,IL,Effingham
21,2017,3726,Clay Electric Coop Inc,IL,Fayette
22,2017,3726,Clay Electric Coop Inc,IL,Jasper
23,2017,3726,Clay Electric Coop Inc,IL,Marion
24,2017,3726,Clay Electric Coop Inc,IL,Richland
25,2017,3726,Clay Electric Coop Inc,IL,Wayne
26,2017,3806,"Clinton County Elec Coop, Inc",IL,Clinton
27,2017,3806,"Clinton County Elec Coop, Inc",IL,Fayette
28,2017,3806,"Clinton County Elec Coop, Inc",IL,Madison
29,2017,3806,"Clinton County Elec Coop, Inc",IL,Marion
30,2017,3806,"Clinton County Elec Coop, Inc",IL,St Clair
31,2017,3806,"Clinton County Elec Coop, Inc",IL,Washington
32,2017,3931,Coles-Moultrie Electric Coop,IL,Clark
33,2017,3931,Coles-Moultrie Electric Coop,IL,Coles
34,2017,3931,Coles-Moultrie Electric Coop,IL,Cumberland
35,2017,3931,Coles-Moultrie Electric Coop,IL,Douglas
36,2017,3931,Coles-Moultrie Electric Coop,IL,Edgar
37,2017,3931,Coles-Moultrie Electric Coop,IL,Moultrie
38,2017,3931,Coles-Moultrie Electric Coop,IL,Piatt
39,2017,3931,Coles-Moultrie Electric Coop,IL,Shelby
40,2017,4110,Commonwealth Edison Co,IL,Boone
41,2017,4110,Commonwealth Edison Co,IL,Bureau
42,2017,4110,Commonwealth Edison Co,IL,Carroll
43,2017,4110,Commonwealth Edison Co,IL,Cook
44,2017,4110,Commonwealth Edison Co,IL,DeKalb
45,2017,4110,Commonwealth Edison Co,IL,DuPage
46,2017,4110,Commonwealth Edison Co,IL,Ford
47,2017,4110,Commonwealth Edison Co,IL,Grundy
48,2017,4110,Commonwealth Edison Co,IL,Jo Daviess
49,2017,4110,Commonwealth Edison Co,IL,Kane
50,2017,4110,Commonwealth Edison Co,IL,Kankakee
51,2017,4110,Commonwealth Edison Co,IL,Kendall
52,2017,4110,Commonwealth Edison Co,IL,LaSalle
53,2017,4110,Commonwealth Edison Co,IL,Lake
54,2017,4110,Commonwealth Edison Co,IL,Lee
