,Unnamed: 0,Year,Month,Event date and time,Restoration date and time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,Unnamed: 12
109,2022,7,07/25/2022 12:38 AM,07/25/2022 1:46 PM,,"13 Hours, 8 Minutes",FirstEnergy Corp,RF,Pennsylvania: Erie County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,
110,2022,7,07/26/2022 6:38 AM,07/26/2022 12:57 PM,,"6 Hours, 19 Minutes",LCRA TSC,TRE,Texas: Hays County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",0,0,
111,2022,8,08/03/2022 2:30 AM,.,.,". Hours, . Minutes",Northern States Power Co,MRO/RF,Minnesota: Wisconsin:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,80000,
112,2022,8,08/03/2022 5:00 PM,08/03/2022 8:30 PM,,"3 Hours, 30 Minutes",Consumers Energy Co,RF,"Michigan: Allegan County, Van Buren County, Barry County, Kalamazoo County, Calhoun County, Jackson County, Calhoun County, Washtenaw County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,91264,
113,2022,8,08/03/2022 7:00 PM,08/05/2022 8:53 AM,"37 Hours, 53 Minutes",,Detroit Edison Co,RF,"Michigan: Wayne County, Washtenaw County, St. Clair County, Macomb County, Monroe County, Oakland County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,71000,
114,2022,8,08/04/2022 6:00 PM,08/05/2022 2:00 AM,,"8 Hours, 0 Minutes",Baltimore Gas & Electric Co,RF,"Maryland: Anne Arundel County, Baltimore County, Baltimore, City of[16];","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,75500,
115,2022,8,08/09/2022 4:42 PM,08/09/2022 10:12 PM,,"5 Hours, 30 Minutes",Jersey Central Power & Lt Co,RF,Ohio:,"Loss of electric service to more than 50,000 customers for 1 hour or more-System Operations",Unknown,62464,
116,2022,8,08/10/2022 1:25 AM,08/10/2022 1:30 AM,,"0 Hours, 5 Minutes",Entergy - Transmission Operations Engineering,SERC,Arkansas: Lawrence County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather",24,0,
117,2022,8,08/10/2022 7:56 PM,08/11/2022 8:00 PM,,"24 Hours, 4 Minutes",CenterPoint Energy,TRE,Texas: Harris County;,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,140464,
118,,,,,,,Western Area Power Administration - Rocky,WECC/MR,,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission",,,
119,2022,8,08/15/2022 11:43 PM,08/16/2022 7:14 AM,,"7 Hours, 31 Minutes",Mountain Region,O,Wyoming: Nebraska:,Interruption,0,5000,
120,2022,8,08/22/2022 12:46 PM,08/22/2022 1:09 PM,,"0 Hours, 23 Minutes",LCRA TSC,TRE,Texas: DeWitt County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-System Operations",24,6385,
121,2022,8,08/22/2022 8:40 PM,08/22/2022 9:57 PM,,"1 Hours, 17 Minutes",El Paso Electric,TRE,Texas: El Paso County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather",0,0,
122,2022,8,08/29/2022 3:00 PM,09/01/2022 9:00 AM,,"66 Hours, 0 Minutes",Consumers Energy Co,RF,"Michigan: Ottawa County, Allegan County, Van Buren County, Montcalm County, Kent County, Barry County, Kalamazoo County, St. Joseph County, Branch County, Hillsdale County, Calhoun County, Jackson County, Eaton County, Clinton County, Shiawassee County, Montcalm County, Isabella County, Mecosta County, Midland County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,197740,
123,Restoration Date and,,,,,,,NERC,,,Customers,,
124,Year,Month,Event Date and Time,Time,,Duration,Utility/Power Pool,Region,Area Affected,Type of Disturbance,Loss (megawatts),Affected,
125,2022,8,08/29/2022 5:50 PM,.,.,". Hours, . Minutes",Detroit Edison Co,RF,Michigan:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,Unknown,
126,2022,9,09/04/2022 4:00 PM,09/06/2022 8:00 AM,,"40 Hours, 0 Minutes",Oncor Electric Delivery Company LLC,TRE,"Texas: Tarrant County, Collin County, Dallas County, Ellis County, Kaufman County, Rockwall County, Williamson County, Denton County, Archer County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,190000,
127,2022,9,09/04/2022 6:50 PM,09/05/2022 2:45 AM,,"7 Hours, 55 Minutes",Canadian Solar (USA) Energy Corporation,WECC,California: Kings County;,Cyber event that could potentially impact electric power system adequacy or reliability-Cyber Event,0,0,
128,2022,9,09/06/2022 6:00 AM,09/06/2022 6:22 AM,,"0 Hours, 22 Minutes",Brownsville Public Utilities Board,TRE,Texas: Cameron County;,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- Suspicious Activity",0,0,
129,2022,9,09/10/2022 10:30 PM,09/10/2022 10:31 PM,,"0 Hours, 1 Minutes",American Electric Power (Regulated Generation),RF,Indiana: Spencer County;,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- Suspicious Activity",Unknown,Unknown,
130,2022,9,09/22/2022 3:58 AM,09/22/2022 4:00 AM,,"0 Hours, 2 Minutes",Duke Energy Florida,SERC,"Florida: Pinellas County, Pasco County, Orange County, Lake County;","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- Vandalism",Unknown,Unknown,
131,2022,9,09/28/2022 3:00 PM,.,.,". Hours, . Minutes",Tampa Electric Company,SERC,"Florida: Hillsborough County, Polk County, Pasco County, Pinellas County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",750,291361,
132,2022,9,09/28/2022 3:00 PM,10/03/2022 3:53 PM,"120 Hours, 53 Minutes",,Duke Energy Florida,SERC,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Su","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,676000,
133,2022,9,09/28/2022 6:00 PM,09/30/2022 3:20 PM,"45 Hours, 20 Minutes",,Seminole Electric Cooperative Inc,SERC,Florida:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",1000,116937,
134,2022,9,09/29/2022 3:27 AM,.,.,". Hours, . Minutes",Lakeland Electric,SERC,Florida: Polk County;,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",150,15797,
135,2022,9,09/29/2022 4:00 AM,10/03/2022 12:00 AM,,"92 Hours, 0 Minutes",Orlando Utilities Comm,SERC,"Florida: Orange County, Osceola County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",0,0,
136,2022,9,09/30/2022 2:45 AM,10/01/2022 4:15 PM,"37 Hours, 30 Minutes",,Duke Energy Progress,SERC,North Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,48323,
137,2022,9,09/30/2022 1:46 PM,09/30/2022 6:09 PM,,"4 Hours, 23 Minutes",Dominion Energy South Carolina,SERC,South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,108930,
138,2022,9,09/30/2022 6:30 PM,10/01/2022 6:36 PM,,"24 Hours, 6 Minutes",Duke Energy Carolinas,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,154100,
139,2022,10,10/08/2022 4:23 PM,10/08/2022 4:50 PM,,"0 Hours, 27 Minutes",Ravenswood Generating Station,NPCC,New York: Queens County;,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.- Suspicious activity",100,0,
140,2022,10,10/14/2022 1:15 PM,10/14/2022 5:45 PM,,"4 Hours, 30 Minutes",ISO New England,NPCC,Connecticut: Massachusetts: Maine: Rhode Island: New Hampshire: Vermont:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Sever Weather",Unknown,76388,
141,2022,10,10/21/2022 11:15 AM,10/21/2022 11:18 AM,,"0 Hours, 3 Minutes","Region (114 Parkshore Dr. Folsom, CA. 95630)",WECC,California: Trinity County;,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- Suspicious activity",0,0,
142,2022,10,10/25/2022 1:45 AM,10/25/2022 1:50 PM,,"12 Hours, 5 Minutes",CenterPoint Energy,TRE,Texas: Harris County;,"Loss of electric service to more than 50,000 customers for 1 hour or more-System Operations",Unknown,109865,
143,Restoration Date and,,,,,,,NERC,,,Customers,,
144,Year,Month,Event Date and Time,Time,,Duration,Utility/Power Pool,Region,Area Affected,Type of Disturbance,Loss (megawatts),Affected,
145,2022,11,11/02/2022 3:11 PM,11/02/2022 3:25 PM,,"0 Hours, 14 Minutes",Brownsville Public Utilities Board,TRE,Texas: Cameron County;,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- Suspicious Activity",0,0,
146,2022,11,11/04/2022 8:05 PM,11/07/2022 9:00 AM,"60 Hours, 55 Minutes",,Puget Sound Energy,WECC,"Washington: Island County, King County, Kittitas County, Thurston County, Kitsap County, Pierce County, Skagit County, Whatcom County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,214000,
147,2022,11,11/05/2022 1:00 PM,11/08/2022 7:00 AM,,"66 Hours, 0 Minutes",Consumers Energy Co,RF,"Michigan: Kalamazoo County, Kent County, Calhoun County, Genesee County, Ottawa County, Muskegon County, Eaton County, Saginaw County, Van Buren County, Hillsdale County, Shiawassee County, Jackson County, Lenawee County, Branch County, Montcalm County, Monroe County, Manistee County, Roscommon County, Clinton County, Ingham County, Gladwin County, Arenac County, Ogemaw County, Iosco County, Alcon","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,158450,
148,2022,11,11/05/2022 7:00 PM,.,.,". Hours, . Minutes",WEP-MIUP),MRO/RF,Wisconsin:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,50000,
149,2022,11,11/05/2022 7:57 PM,.,.,". Hours, . Minutes",Detroit Edison Co,RF,"Michigan: Oakland County, Wayne County, Monroe County, Lapeer County, St. Clair County, Washtenaw County, Macomb County, Tuscola County, Sanilac County, Huron County;","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,53000,
150,2022,11,11/10/2022 6:00 AM,11/11/2022 8:47 AM,"26 Hours, 47 Minutes",,Duke Energy Florida,SERC,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Su","Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,160000,
151,2022,11,11/23/2022 7:03 AM,11/23/2022 8:57 AM,,"1 Hours, 54 Minutes",Brownsville Public Utilities Board,TRE,Texas: Cameron County;,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- Suspicious Activity",0,0,
152,2022,11,11/23/2022 9:30 AM,.,.,". Hours, . Minutes",Exelon Corporation,RF,Maryland: Delaware: New Jersey: Pennsylvania: Illinois: District of Columbia:,Cyber event that could potentially impact electric power system adequacy or reliability-Cyber Event,Unknown,Unknown,
153,2022,11,11/27/2022 5:28 PM,11/27/2022 11:58 PM,,"6 Hours, 30 Minutes",Exelon/Potomac Electric Power Company (Pepco),RF,Maryland: Montgomery County;,"Loss of electric service to more than 50,000 customers for 1 hour or more-Transmission Interruption",190,87500,
154,2022,11,11/30/2022 3:35 AM,11/30/2022 9:10 AM,,"5 Hours, 35 Minutes",Southern Company,SERC,Alabama: Mississippi: Georgia:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",386,54110,
155,2022,11,11/30/2022 6:45 PM,12/02/2022 4:00 AM,"33 Hours, 15 Minutes",,ISO New England,NPCC,Maine: Massachusetts: Connecticut: Rhode Island: Vermont: New Hampshire:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",113,113000,
156,2022,12,12/05/2022 6:20 PM,12/05/2022 6:55 PM,,"0 Hours, 35 Minutes","Constellation Energy Generation, LLC",RF,Pennsylvania: York County;,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- Suspicious Activity",0,0,
157,2022,12,12/06/2022 12:00 AM,12/06/2022 12:01 AM,,"0 Hours, 1 Minutes",Southern Company,SERC,Georgia: Bartow County;,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- Suspicious Activity",0,0,
158,2022,12,12/06/2022 12:00 AM,12/06/2022 12:01 AM,,"0 Hours, 1 Minutes",Southern Company,SERC,Georgia: Heard County;,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- Suspicious Activity",0,0,
159,2022,12,12/06/2022 8:15 AM,12/06/2022 12:15 PM,,"4 Hours, 0 Minutes","KeyCon Operating, LLC",RF,Pennsylvania:,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- Suspicious Activity",1883,Unknown,
160,Restoration Date and,,,,,,,NERC,,,,Customers,
161,Year,Month,Event Date and Time,Time,,Duration,Utility/Power Pool,Region,Area Affected,Type of Disturbance,Loss (megawatts),,Affected
162,2022,12,12/06/2022 8:26 AM,12/06/2022 8:30 AM,,"0 Hours, 4 Minutes",LG&E KU Energy LLC,SERC,Kentucky: Jefferson County;,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- nan",Vandalism,0,0
163,2022,12,12/06/2022 9:25 AM,.,.,". Hours, . Minutes",Sacramento Municipal Util Dist,WECC,California: Sacramento County;,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- nan",Suspicious Activity,0,0
164,2022,12,12/06/2022 12:45 PM,.,.,". Hours, . Minutes",Lightstone Generation LLC,RF,Ohio:,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- nan",Suspicious Activity,2600,Unknown
165,2022,12,12/07/2022 1:35 PM,12/07/2022 1:40 PM,,"0 Hours, 5 Minutes",Company (ComEd) NCR08013,SERC/RF,Illinois: Cook County;,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- nan",Suspicious Activity,0,0
166,2022,12,12/07/2022 4:42 PM,12/07/2022 9:00 PM,,"4 Hours, 18 Minutes",Duke Energy Carolinas,SERC,North Carolina: South Carolina:,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- nan",Suspicious Activity,0,0
167,2022,12,12/08/2022 12:36 PM,.,.,". Hours, . Minutes",Wabash Valley Power,RF,Indiana: Vigo County;,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- nan",Suspicious Activity,0,0
168,2022,12,12/10/2022 11:00 AM,12/12/2022 6:00 AM,,"43 Hours, 0 Minutes",Associated Electric Cooperative Inc,SERC,"Missouri: Greene County, Dunklin County;","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- nan",Suspicious Activity,0,0
169,2022,12,12/14/2022 12:52 PM,.,.,". Hours, . Minutes",Montana-Dakota Utilities Co,WECC,Montana: Richland County;,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- nan",Suspicious Activity,Unknown,Unknown
170,2022,12,12/16/2022 11:30 PM,12/18/2022 11:21 PM,"47 Hours, 51 Minutes",,ISO New England,NPCC,Massachusetts: Vermont: New Hampshire: Maine:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,Unknown,36600
171,2022,12,12/17/2022 7:45 PM,12/17/2022 7:46 PM,,"0 Hours, 1 Minutes",Oncor Electric Delivery Company LLC,TRE,Texas: Kaufman County;,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- nan",Suspicious Activity,0,0
172,,,,,,,,,Tennessee: Alabama:,Firm load shedding of 100 nan implemented under emergency nan,operational policy.-,,
173,2022,12,12/22/2022 9:04 AM,12/25/2022 12:00 AM,"62 Hours, 56 Minutes",,Tennessee Valley Authority,SERC,Mississippi: Kentucky:,Transmission Interruption,,3200,Unknown
174,2022,12,12/23/2022 3:03 AM,12/23/2022 12:30 PM,,"9 Hours, 27 Minutes",Southern Company,SERC,Alabama: Georgia: Mississippi:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,236,33010
175,2022,12,12/23/2022 5:20 AM,.,.,". Hours, . Minutes",ISO New England,NPCC,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,Unknown,500000
176,2022,12,12/23/2022 6:04 AM,12/23/2022 6:40 AM,,"0 Hours, 36 Minutes",Brownsville Public Utilities Board,TRE,Texas: Cameron County;,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- nan",Suspicious Activity,0,0
177,2022,12,12/23/2022 7:30 AM,12/23/2022 10:13 PM,"14 Hours, 43 Minutes",,Duke Energy Carolinas,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,Unknown,108900
178,2022,12,12/23/2022 8:31 AM,.,.,". Hours, . Minutes",Memphis Light Gas and Water Division,SERC,Tennessee: Shelby County;,Firm load shedding of 100 nan implemented under emergency operational policy.-Severe nan,Weather,Unknown,Unknown
179,2022,12,12/23/2022 9:45 AM,12/23/2022 5:00 PM,,"7 Hours, 15 Minutes",Duke Energy Progress,SERC,North Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,Unknown,66519
180,Restoration Date and,,,,,,,NERC,,,,Customers,
181,Year,Month,Event Date and Time,Time,,Duration,Utility/Power Pool,Region,Area Affected,Type of Disturbance,Loss (megawatts),,Affected
182,2022,12,12/23/2022 2:30 PM,.,.,". Hours, . Minutes",National Grid,NPCC,New York:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,,57000
183,2022,12,12/24/2022 4:45 AM,12/24/2022 3:45 PM,,"11 Hours, 0 Minutes",Duke Energy Carolinas,SERC,North Carolina: South Carolina:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe nan,Weather,1000,295000
184,2022,12,12/24/2022 6:15 AM,12/25/2022 9:00 AM,"26 Hours, 45 Minutes",,Dominion Energy South Carolina,SERC,South Carolina:,System-wide voltage reductions of 3 percent or more.-Severe Weather,,4615,17600
185,2022,12,12/24/2022 6:35 AM,12/24/2022 4:10 PM,,"9 Hours, 35 Minutes",Duke Energy Progress,SERC,North Carolina:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-System nan,Operations,960,130000
186,2022,12,12/24/2022 9:00 AM,12/24/2022 11:15 AM,,"2 Hours, 15 Minutes",Southern Company,SERC,Alabama: Georgia: Mississippi:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,160,22436
187,2022,12,12/26/2022 8:30 AM,12/28/2022 9:00 PM,"60 Hours, 30 Minutes",,Puget Sound Energy,WECC,"Washington: King County, Island County, Kittitas County, Kitsap County, Pierce County, Skagit County, Thurston County, Whatcom County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,,230000
188,2022,12,12/27/2022 7:07 AM,12/29/2022 11:10 AM,,"52 Hours, 3 Minutes",Sacramento Municipal Util Dist,WECC,California: Sacramento County;,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- Suspicious Activity",Unknown,,Unknown
189,2022,12,12/27/2022 10:12 AM,.,.,". Hours, . Minutes",Portland General Electric Co,WECC,"Oregon: Clackamas County, Columbia County, Marion County, Multnomah County, Polk County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,,83060
190,2022,12,12/27/2022 8:40 PM,12/27/2022 8:41 PM,,"0 Hours, 1 Minutes",Puget Sound Energy,WECC,Washington: King County;,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.-Severe nan,Weather,11,11600
191,2022,12,12/29/2022 4:00 PM,.,.,". Hours, . Minutes",Lightstone Generation LLC,RF,Ohio:,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.- nan",Vandalism,2600,Unknown
192,2022,12,12/31/2022 7:00 PM,01/01/2023 6:00 AM,,"11 Hours, 0 Minutes",Sacramento Municipal Util Dist,WECC,California: Sacramento County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,,161000
193,2022,12,12/31/2022 8:00 PM,01/03/2023 12:00 AM,,"52 Hours, 0 Minutes",NVENERGY,WECC,Nevada:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,,3500
