Data Year,Utility Number,Utility Name,Ownership,State,BA Code,Total Revenue (Thousand Dollars),Total Sales (MWh),Total Customers,Water Heater,Net Metering,Demand Side Management,Time Based Programs
2021,6145,City of Fairhope - (AL),Municipal,AL,SOCO,"16,601.7","159,162","6,579",.,N,N,N
2021,8209,City of Hartford - (AL),Municipal,AL,SOCO,"3,029.0","26,999","1,409",.,N,N,N
2021,10570,City of Lafayette - (AL),Municipal,AL,SOCO,"3,034.0","23,838","1,449",.,N,N,N
2021,10687,City of Lanett - (AL),Municipal,AL,SOCO,"6,638.0","56,865","3,246",.,N,N,N
2021,11333,City of Luverne - (AL),Municipal,AL,SOCO,"3,099.0","41,909","1,842",.,N,N,N
2021,14151,City of Opp - (AL),Municipal,AL,SOCO,"5,713.0","64,790","3,164",.,N,N,N
2021,15022,City of Piedmont - (AL),Municipal,AL,SOCO,"4,994.7","38,662","2,123",.,N,N,N
2021,16140,City of Robertsdale,Municipal,AL,SOCO,"8,665.0","79,152","3,384",.,N,N,N
2021,18395,Sylacauga Utilities Board,Municipal,AL,SOCO,"17,750.8","189,984","6,114",.,N,N,N
2021,19027,"Tombigbee Electric Coop, Inc",Cooperative,AL,SOCO,"15,869.0","112,772","9,505",.,N,N,N
2021,19308,City of Tuskegee,Municipal,AL,SOCO,"17,170.0","144,533","6,666",.,N,N,N
2021,30517,"Pioneer Electric Coop, Inc - (AL)",Cooperative,AL,SOCO,"27,494.0","173,939","12,902",.,Y,N,N
2021,925,"Ashley Chicot Elec Coop, Inc",Cooperative,AR,MISO,"10,643.0","76,809","4,984",.,Y,N,N
2021,1000,City of Augusta - (AR),Municipal,AR,MISO,"1,499.0","11,811",906,.,N,N,N
2021,6206,Farmers Electric Coop Corp - (AR),Cooperative,AR,MISO,"10,909.0","84,891","5,131",.,Y,Y,N
2021,14216,City of Osceola - (AR),Municipal,AR,MISO,"13,907.0","129,714","3,443",.,Y,N,N
2021,14460,City of Paris - (AR),Municipal,AR,SWPP,"3,470.0","35,363","1,885",.,N,N,N
2021,15043,City of Piggott - (AR),Municipal,AR,SPA,"4,063.0","34,063","2,252",.,Y,N,N
2021,15337,City of Prescott - (AR),Municipal,AR,MISO,"9,409.1","74,000","1,675",.,N,N,N
2021,15811,"Rich Mountain Elec Coop, Inc",Cooperative,AR,MISO,"18,526.0","180,546","8,687",.,Y,N,N
2021,737,Aguila Irrigation District,Political Subdivision,AZ,AZPS,"2,666.0","38,296",55,.,N,Y,N
2021,2469,Buckeye Water C&D District,Political Subdivision,AZ,AZPS,664.0,"7,129",92,.,N,Y,N
2021,3990,Colorado River Indian Irr Proj,Federal,AZ,WALC,"3,636.7","58,423","2,201",.,N,N,N
2021,4071,"Columbus Electric Coop, Inc",Cooperative,AZ,PNM,722.1,"4,664",498,.,Y,N,N
2021,5438,"Duncan Valley Elec Coop, Inc",Cooperative,AZ,WALC,"2,644.0","23,509","2,192",.,Y,N,Y
2021,6753,City of Fredonia - (AZ),Municipal,AZ,WALC,895.9,"10,683",869,.,N,N,N
2021,7456,Graham County Electric Coop Inc,Cooperative,AZ,WALC,"11,442.3","127,218","8,029",.,Y,Y,N
2021,8139,Harquahala Valley Pwr District,Political Subdivision,AZ,AZPS,"6,810.0","107,956",115,.,N,Y,N
2021,8700,Hohokam Irr & Drain Dist,Political Subdivision,AZ,WALC,"4,698.6","38,772","1,892",.,N,N,N
2021,12191,McMullen Valley Water C&D Dist,Political Subdivision,AZ,AZPS,"9,864.0","148,530",201,.,N,Y,N
2021,13961,Ocotillo Water Conserv. Dist.,Political Subdivision,AZ,SRP,965.0,"12,694",153,.,N,Y,N
2021,14373,Page Utility Enterprises,Municipal,AZ,WALC,"8,956.7","113,235","4,447",.,Y,N,N
2021,14543,Tohono O'Odham Utility Authority,Political Subdivision,AZ,AZPS,"11,175.0","89,173","3,990",.,N,N,N
2021,15049,Electrical Dist No4 Pinal County,Political Subdivision,AZ,WALC,"12,385.0","190,492","2,872",.,Y,Y,N
2021,16273,Roosevelt Irrigation District,Political Subdivision,AZ,SRP,"3,367.0","43,822",192,.,N,Y,N
2021,16538,City of Safford - (AZ),Municipal,AZ,WALC,"9,210.0","82,589","5,241",.,N,Y,N
2021,18805,Town of Thatcher- (AZ),Municipal,AZ,WALC,"4,558.0","43,700","2,778",.,N,Y,N
2021,19016,Tonopah Irrigation District,Political Subdivision,AZ,AZPS,"2,324.0","35,704",52,.,N,Y,N
2021,20618,Town of Wickenburg,Municipal,AZ,AZPS,"2,488.0","26,215","1,473",.,N,Y,N
2021,21239,Electrical Dist No7 Maricopa,Political Subdivision,AZ,AZPS,"2,962.0","44,312",100,.,N,Y,N
2021,25060,Wellton-Mohawk Irr & Drain Dist,Political Subdivision,AZ,WALC,"8,530.0","74,419","4,135",.,N,N,N
2021,40355,Maricopa County M W C Dist #1,Political Subdivision,AZ,AZPS,"4,519.0","38,242",112,.,N,Y,N
2021,40357,Electrical Dist No6 Pinal County,Political Subdivision,AZ,SRP,"2,858.0","40,524",120,.,N,Y,N
2021,56535,City of Williams - AZ,Municipal,AZ,AZPS,"4,679.0","44,978","2,087",.,N,Y,N
2021,58123,Aha Macav Power Service,Political Subdivision,AZ,WALC,"17,596.0","20,802",644,.,N,N,N
2021,694,Anza Electric Coop Inc,Cooperative,CA,WALC,"13,834.4","75,406","4,949",.,Y,N,N
2021,1192,City of Banning - (CA),Municipal,CA,CISO,"26,731.5","144,151","12,718",.,Y,N,Y
2021,1702,City of Biggs - (CA),Municipal,CA,CISO,"2,163.0","16,823",752,.,Y,N,N
2021,3990,Colorado River Indian Irr Proj,Federal,CA,WALC,"1,645.5","22,692","2,004",.,N,N,N
2021,7677,City of Gridley - (CA),Municipal,CA,CISO,"6,375.0","30,417","2,940",.,Y,N,N
2021,8348,City of Healdsburg - (CA),Municipal,CA,CISO,"11,712.0","71,560","6,053",.,Y,Y,Y
2021,10724,Lassen Municipal Utility District,Municipal,CA,CISO,"22,069.0","129,856","10,704",.,Y,Y,N
2021,11148,City of Lompoc - (CA),Municipal,CA,CISO,"21,380.4","129,266","15,179",.,Y,Y,N
2021,13149,City of Needles - (CA),Municipal,CA,WALC,"10,300.0","76,161","2,948",.,Y,N,N
2021,15308,Plumas-Sierra Rural Elec Coop,Cooperative,CA,CISO,"25,098.0","142,473","7,786",.,Y,Y,N
2021,17896,City of Shasta Lake - (CA),Municipal,CA,BANC,"24,392.7","215,779","4,602",.,Y,Y,Y
2021,19131,Trinity Public Utilities Dist,Political Subdivision,CA,BANC,"12,954.0","129,762","7,340",.,Y,Y,N
2021,19174,Tuolumne County Pub Power Agny,Political Subdivision,CA,CISO,"3,612.7","40,230",34,.,N,N,N
2021,19229,Truckee Donner P U D,Political Subdivision,CA,NEVP,"27,927.7","163,176","14,491",.,Y,Y,N
2021,19397,City of Ukiah - (CA),Municipal,CA,CISO,"16,695.0","113,077","8,342",.,Y,Y,N
2021,55962,City of Victorville - (CA),Municipal,CA,CISO,"16,198.5","106,031",81,.,N,N,Y
2021,56224,Rancho Cucamonga Municipal Utility,Municipal,CA,CISO,"11,663.0","83,162","2,387",.,Y,Y,Y
2021,58123,Aha Macav Power Service,Political Subdivision,CA,WALC,319.0,"4,093",125,.,N,N,N
2021,58126,Pittsburg Power Company,Municipal,CA,CISO,"5,469.2","23,662",584,.,Y,Y,N
2021,60502,Port of Stockton - (CA),Municipal,CA,CISO,"2,623.0","15,426",96,.,N,N,Y
2021,60715,Port of Oakland,Municipal,CA,CISO,"18,964.0","119,720",136,.,Y,Y,Y
2021,62107,City of Industry,Municipal,CA,CISO,"4,538.5","39,320",119,.,N,N,N
2021,62779,Lathrop Irrigation District,Political Subdivision,CA,CISO,"4,052.0","22,336","2,409",.,Y,N,N
2021,918,City of Aspen- (CO),Municipal,CO,PSCO,"7,705.0","74,305","3,106",.,N,N,N
2021,2550,City of Burlington - (CO),Municipal,CO,WACM,"3,936.0","31,487","2,078",.,N,N,N
2021,3227,City of Center - (CO),Municipal,CO,PSCO,"2,524.0","11,685",903,.,N,N,N
2021,5036,City of Delta - (CO),Municipal,CO,WACM,"6,531.0","56,744","3,498",.,Y,N,N
2021,5997,Town of Estes Park,Municipal,CO,PSCO,"18,417.0","132,629","10,858",.,Y,Y,Y
2021,6418,Town of Fleming - (CO),Municipal,CO,WACM,345.0,"2,416",223,.,N,N,N
2021,7300,City of Glenwood Springs - (CO),Municipal,CO,PSCO,"14,258.0","123,120","6,611",.,Y,Y,N
2021,7478,Town of Granada - (CO),Municipal,CO,WACM,415.0,"2,963",260,.,N,N,N
2021,7787,Gunnison County Elec Assn.,Cooperative,CO,WACM,"19,472.0","123,909","11,353",.,Y,Y,Y
2021,7826,City of Gunnison - (CO),Municipal,CO,WACM,"7,185.9","71,560","4,538",.,Y,N,Y
2021,8311,Town of Haxtun - (CO),Municipal,CO,WACM,992.9,"8,031",599,.,N,N,N
2021,8751,Town of Holly - (CO),Municipal,CO,WACM,"1,176.0","7,138",578,.,N,N,N
2021,8777,City of Holyoke - (CO),Municipal,CO,WACM,"2,669.0","22,457","1,223",.,Y,N,N
2021,9928,City of Julesburg - (CO),Municipal,CO,WACM,"1,204.5","10,998",916,.,N,N,N
2021,10536,City of La Junta - (CO),Municipal,CO,PSCO,"12,101.0","81,214","3,800",.,N,N,N
2021,10633,City of Lamar - (CO),Municipal,CO,PSCO,"13,977.0","85,656","4,074",.,N,N,N
2021,10730,City of Las Animas - (CO),Municipal,CO,WACM,"4,079.0","24,439","2,037",.,Y,N,N
2021,11376,Town of Lyons - (CO),Municipal,CO,PSCO,"1,564.0","12,742","1,066",.,Y,N,N
2021,14054,Town of Oak Creek - (CO),Municipal,CO,WACM,"1,287.0","10,889",664,.,N,N,N
2021,16649,Sangre De Cristo Elec Assn Inc,Cooperative,CO,WACM,"21,531.3","125,738","13,539",.,Y,N,Y
2021,17834,City of Springfield - (CO),Municipal,CO,WACM,"1,644.0","10,435",926,.,N,N,N
2021,19204,City of Trinidad - (CO),Municipal,CO,WACM,"7,899.0","50,438","4,658",.,N,N,N
2021,21021,City of Wray,Municipal,CO,WACM,"2,798.0","23,528","1,314",.,N,N,N
2021,21143,City of Yuma - (CO),Municipal,CO,WACM,"2,286.0","21,638","1,715",.,N,N,N
2021,40230,Deseret Generation & Tran Coop,Cooperative,CO,PACE,"4,738.2","43,892",1,.,N,N,N
2021,9734,City of Jewett City - (CT),Municipal,CT,ISNE,"4,000.9","23,343","2,292",.,N,Y,N
2021,13825,Norwalk Third Taxing District,Municipal,CT,ISNE,"9,958.0","63,329","4,079",.,Y,N,N
2021,17569,City of South Norwalk - (CT),Municipal,CT,ISNE,"16,240.0","95,294","7,232",.,N,Y,N
2021,49826,Mohegan Tribal Utility Authority,Political Subdivision,CT,ISNE,"12,583.0","124,068",77,.,N,N,N
2021,3732,Town of Clayton,Municipal,DE,PJM,"3,048.5","21,705","1,605",.,Y,N,N
2021,10935,City of Lewes - (DE),Municipal,DE,PJM,"8,997.0","83,735","3,844",.,Y,N,N
2021,13424,New Castle Municipal Serv Comm,Municipal,DE,PJM,"9,068.0","76,718","2,886",.,Y,N,Y
2021,16852,City of Seaford- (DE),Municipal,DE,PJM,"12,675.9","106,558","4,126",.,Y,N,N
2021,17457,Town of Smyrna - (DE),Municipal,DE,PJM,"14,356.1","113,279","6,155",.,Y,Y,N
2021,201,City of Alachua - (FL),Municipal,FL,FPC,"14,265.0","131,521","4,711",.,Y,N,N
2021,1876,City of Blountstown - (FL),Municipal,FL,SOCO,"4,008.0","31,793","1,316",.,Y,N,N
2021,2633,City of Bushnell - (FL),Municipal,FL,FPC,"6,270.0","55,582","1,614",.,Y,N,N
2021,3406,City of Chattahoochee - (FL),Municipal,FL,FPC,"3,581.0","36,157","1,120",.,N,N,N
2021,3774,City of Clewiston,Municipal,FL,FPC,"11,973.9","98,743","4,189",.,Y,N,N
2021,5964,"Escambia River Elec Coop, Inc",Cooperative,FL,SOCO,"26,873.0","195,026","11,944",.,Y,Y,Y
2021,6609,City of Fort Meade - (FL),Municipal,FL,FPC,"5,247.0","42,396","2,824",.,Y,N,N
2021,7593,City of Green Cove Springs,Municipal,FL,FMPP,"12,065.0","107,724","4,459",.,Y,N,N
2021,8276,Havana Power & Light Company,Municipal,FL,FPC,"2,735.0","24,689","1,466",.,Y,N,N
2021,12876,City of Moore Haven - (FL),Municipal,FL,FPL,"1,756.4","16,144","1,004",.,N,N,N
2021,13033,City of Mount Dora - (FL),Municipal,FL,FPC,"9,219.5","90,844","6,001",.,Y,N,N
2021,13521,City of Newberry - (FL),Municipal,FL,FPC,"4,690.5","40,372","2,232",.,Y,N,N
2021,15566,City of Quincy - (FL),Municipal,FL,FPC,"15,089.0","137,629","4,678",.,Y,N,N
2021,18004,City of Starke - (FL),Municipal,FL,FPL,"7,706.6","63,549","2,815",.,Y,N,N
2021,20209,City of Wauchula - (FL),Municipal,FL,FPC,"6,705.4","60,388","2,866",.,Y,N,N
2021,20735,City of Williston - (FL),Municipal,FL,FPC,"3,656.0","32,665","1,755",.,Y,N,N
2021,123,City of Adel- (GA),Municipal,GA,SOCO,"21,434.0","241,903","3,255",.,N,N,N
2021,308,City of Acworth - (GA),Municipal,GA,SOCO,"14,277.6","98,956","8,289",.,N,N,N
2021,1232,City of Barnesville - (GA),Municipal,GA,SOCO,"8,875.0","86,107","2,883",.,N,N,N
2021,1826,City of Blakely - (GA),Municipal,GA,SOCO,"8,283.0","71,056","2,619",.,N,N,N
2021,2236,Town of Brinson - (GA),Municipal,GA,SOCO,252.1,"1,558",126,.,N,N,N
2021,2773,City of Cairo - (GA),Municipal,GA,SOCO,"14,018.0","119,623","4,106",.,N,N,N
2021,2910,City of Camilla,Municipal,GA,SOCO,"14,140.3","136,998","2,565",.,N,N,N
2021,4091,City of Commerce - (GA),Municipal,GA,SOCO,"7,026.5","53,699","3,006",.,N,N,N
2021,5236,City of Doerun - (GA),Municipal,GA,SOCO,875.1,"5,619",451,.,N,N,N
2021,5730,City of Elberton,Municipal,GA,SOCO,"13,716.7","124,770","4,531",.,Y,N,N
2021,5796,City of Ellaville,Municipal,GA,SOCO,"3,597.6","25,175",830,.,N,N,N
2021,6130,City of Fairburn - (GA),Municipal,GA,SOCO,"8,269.1","121,061","3,475",.,N,N,N
2021,6380,Fitzgerald Wtr Lgt & Bond Comm,Municipal,GA,SOCO,"23,500.0","204,689","6,070",.,Y,N,N
2021,6598,City of Forsyth - (GA),Municipal,GA,SOCO,"10,068.9","94,540","3,050",.,N,N,N
2021,6617,Fort Valley Utility Comm,Municipal,GA,SEPA,"14,149.8","142,742","4,798",.,N,N,N
2021,7515,City of Grantville - (GA),Municipal,GA,SOCO,"1,339.9","11,046",999,.,N,N,N
2021,8022,City of Hampton - (GA),Municipal,GA,SOCO,"3,798.3","34,426","2,379",.,N,N,N
2021,8698,City of Hogansville - (GA),Municipal,GA,SOCO,"3,479.0","25,518","1,756",.,N,N,N
2021,9573,City of Jackson - (GA),Municipal,GA,SOCO,"5,148.0","38,215","1,649",.,N,N,N
2021,10571,City of LaFayette - (GA),Municipal,GA,SOCO,"10,610.4","111,026","4,270",.,N,N,N
2021,11587,City of Mansfield - (GA),Municipal,GA,SOCO,705.5,"7,019",271,.,N,N,N
2021,12472,Middle Georgia El Member Corp,Cooperative,GA,SOCO,"18,604.0","130,736","8,243",.,Y,Y,Y
2021,12800,City of Monroe - (GA),Municipal,GA,SOCO,"18,508.0","151,135","6,768",.,N,N,N
2021,12851,City of Monticello - (GA),Municipal,GA,SOCO,"3,274.6","23,329","1,337",.,N,N,N
2021,13026,City of Moultrie - (GA),Municipal,GA,SOCO,"20,417.1","187,472","7,012",.,N,N,N
2021,13646,City of Norcross- (GA),Municipal,GA,SOCO,"13,828.0","123,098","5,186",.,N,N,N
2021,13934,Ocmulgee Electric Member Corp,Cooperative,GA,SOCO,"22,694.0","182,214","12,631",.,Y,N,N
2021,15573,City of Quitman,Municipal,GA,SOCO,"6,042.0","45,259","2,300",.,N,N,N
2021,16637,City of Sandersville - (GA),Municipal,GA,SOCO,"17,961.9","241,337","2,802",.,N,N,N
2021,17290,Slash Pine Elec Member Corp,Cooperative,GA,SOCO,"21,933.6","186,179","9,262",.,Y,N,N
2021,18403,City of Sylvester - (GA),Municipal,GA,SOCO,"8,644.0","55,168","2,720",.,N,N,N
2021,18847,City of Thomaston - (GA),Municipal,GA,SOCO,"13,209.3","125,549","4,738",.,N,N,N
2021,19581,Upson Elec Member Corp,Cooperative,GA,SOCO,"14,353.0","127,928","9,359",.,N,N,N
2021,20140,City of Washington - (GA),Municipal,GA,SOCO,"11,531.0","81,352","2,951",.,N,N,N
2021,20393,City of West Point - (GA),Municipal,GA,SOCO,"6,574.4","48,305","1,697",.,N,N,N
2021,20534,City of Whigham - (GA),Municipal,GA,SOCO,963.0,"6,413",314,.,N,N,N
2021,26218,Little Ocmulgee El Member Corp,Cooperative,GA,SOCO,"23,296.9","179,515","11,746",.,Y,N,N
2021,40369,City of Oxford - (GA),Municipal,GA,SOCO,"2,334.3","16,793",702,.,N,N,N
2021,149,City of Afton- (IA),Municipal,IA,MISO,831.0,"6,361",511,.,N,Y,N
2021,182,City of Akron - (IA),Municipal,IA,MISO,"1,773.0","16,851",855,.,N,N,N
2021,198,City of Alton,Municipal,IA,MISO,"1,029.3","10,719",585,.,N,Y,N
2021,309,City of Algona - (IA),Municipal,IA,SWPP,"11,181.0","112,314","3,755",.,N,Y,N
2021,329,"Allamakee-Clayton El Coop, Inc",Cooperative,IA,MISO,"19,390.9","131,078","9,992",.,Y,Y,N
2021,405,City of Alta - (IA),Municipal,IA,MISO,"1,659.0","17,416","1,004",.,Y,Y,N
2021,432,City of Alta Vista- (IA),Municipal,IA,MISO,186.9,"1,573",172,.,N,N,N
2021,682,City of Anita - (IA),Municipal,IA,MISO,731.0,"8,762",621,.,N,Y,N
2021,700,City of Anthon - (IA),Municipal,IA,SWPP,643.0,"6,082",364,.,N,Y,N
2021,723,City of Aplington,Municipal,IA,MISO,841.0,"6,724",556,.,N,N,N
2021,942,Atchison-Holt Electric Coop,Cooperative,IA,AECI,"2,305.0","16,315","1,191",.,Y,N,N
2021,965,Atlantic Municipal Utilities,Municipal,IA,MISO,"13,002.8","184,153","4,663",.,Y,Y,N
2021,995,City of Auburn - (IA),Municipal,IA,MISO,216.6,"1,873",165,.,N,N,N
2021,1002,City of Aurelia - (IA),Municipal,IA,MISO,705.0,"7,085",521,.,N,Y,N
2021,1172,Bancroft Municipal Utilities,Municipal,IA,MISO,"1,310.0","11,527",622,.,Y,N,N
2021,1515,City of Bellevue - (IA),Municipal,IA,MISO,"2,179.0","24,346","1,750",.,Y,N,N
2021,1824,City of Bigelow - (MN),Municipal,IA,MISO,28.4,302,18,.,N,N,N
2021,1869,City of Bloomfield - (IA),Municipal,IA,AECI,"2,824.2","25,255","1,414",.,N,N,N
2021,1968,Boone Valley Electric Coop,Cooperative,IA,MISO,904.0,"9,704",96,.,N,N,N
2021,2183,City of Breda - (IA),Municipal,IA,MISO,548.0,"4,571",306,.,Y,N,N
2021,2287,City of Brooklyn - (IA),Municipal,IA,MISO,"1,231.7","11,348",818,.,Y,Y,N
2021,2600,City of Burt,Municipal,IA,MISO,426.5,"2,646",304,.,N,N,N
2021,2809,City of Callender - (IA),Municipal,IA,MISO,271.2,"2,064",200,.,N,N,N
2021,3029,City of Carlisle- (IA),Municipal,IA,MISO,"2,580.1","18,910","1,544",.,Y,Y,N
2021,3111,Cass Electric Coop,Cooperative,IA,MISO,132.4,"1,174",88,.,N,N,N
2021,3137,Cascade Municipal Utilities,Municipal,IA,MISO,"1,873.3","18,944","1,164",.,N,N,N
2021,3314,"Chariton Valley Elec Coop, Inc",Cooperative,IA,AECI,"11,835.0","97,077","6,142",.,Y,Y,N
2021,3722,Clarke Electric Coop Inc - (IA),Cooperative,IA,MISO,"12,790.3","108,499","5,587",.,N,N,Y
2021,3900,City of Coggon - (IA),Municipal,IA,MISO,521.8,"3,833",368,.,N,N,N
2021,4040,Calhoun County Elec Coop Assn,Cooperative,IA,MISO,"4,979.1","37,525","1,706",.,Y,N,N
2021,4304,City of Corwith - (IA),Municipal,IA,MISO,425.0,"2,556",179,.,N,N,N
2021,4305,City of Coon Rapids,Municipal,IA,SWPP,"1,247.0","14,244",801,.,N,Y,N
2021,4375,City of Corning - (IA),Municipal,IA,MISO,"1,862.0","18,876","1,140",.,N,N,N
2021,4791,City of Danville - (IA),Municipal,IA,MISO,620.3,"5,384",438,.,N,N,N
2021,4919,City of Dayton - (IA),Municipal,IA,MISO,640.0,"5,587",462,.,N,Y,N
2021,5056,City of Denison - (IA),Municipal,IA,SWPP,"9,819.6","145,187","3,295",.,N,Y,N
2021,5076,City of Denver - (IA),Municipal,IA,MISO,"1,717.0","13,973",936,.,Y,N,N
2021,5155,City of Dike,Municipal,IA,MISO,802.5,"5,636",502,.,N,N,N
2021,5518,City of Dysart - (IA),Municipal,IA,MISO,"1,142.8","8,712",722,.,N,N,N
2021,5529,City of Durant - (IA),Municipal,IA,MISO,"1,616.0","14,791",956,.,N,Y,N
2021,5563,City of Earlville - (IA),Municipal,IA,MISO,557.2,"4,633",427,.,N,N,N
2021,5742,Eldridge City Utilities,Municipal,IA,MISO,"2,797.0","40,302","2,803",.,Y,N,N
2021,5827,City of Ellsworth - (IA),Municipal,IA,MISO,"1,332.0","11,991",289,.,N,N,N
2021,5998,City of Estherville - (IA),Municipal,IA,SWPP,"7,427.0","54,899","3,206",.,N,N,N
2021,6112,"Farmers Electric Coop, Inc - (IA)",Cooperative,IA,MISO,"13,809.6","123,553","5,014",.,N,N,Y
2021,6127,City of Fairbank - (IA),Municipal,IA,MISO,860.0,"7,430",576,.,N,Y,N
2021,6168,Farmers Electric Coop - (IA),Cooperative,IA,MISO,"2,385.0","18,604",636,.,N,Y,N
