Utility Characteristics,,,,,Yearly Energy and Demand Savings,,,,,,,,,,,,,,,,,,,,Program Costs,,,,,,,,,,DSM Program
,,,,,Number of Customers Enrolled,,,,,Energy Savings (MWh),,,,,Potential Peak Demand Savings (MW),,,,,Actual Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Grid Connected
2021,17698,Southwestern Electric Power Co,AR,SWPP,0,6,1,0,7,0,96,9,0,105,0.0,9.0,1.0,0.0,10.0,0.0,5.6,0.6,0.0,6.2,0,136,14,0,150,0,23,2,0,25,.
2021,17698,Southwestern Electric Power Co,TX,SWPP,0,6,0,0,6,0,65,0,0,65,0.0,5.0,0.0,0.0,5.0,0.0,3.8,0.0,0.0,3.8,0,113,0,0,113,0,19,0,0,19,.
2021,17718,Southwestern Public Service Co,TX,SWPP,"7,425",260,.,.,"7,685",0,0,.,.,0,10.4,1.9,.,.,12.3,0.0,0.0,.,.,0.0,396,103,.,.,499,127,3,.,.,130,.
2021,17832,Snapping Shoals El Member Corp,GA,SOCO,"100,139","4,236",43,.,"104,418",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,18087,Town of Sterling - (MA),MA,ISNE,169,3,.,.,172,4,32,.,.,36,0.2,1.9,.,.,2.1,0.1,1.6,.,.,1.7,.,.,.,.,.,.,.,.,.,.,.
2021,18125,Stillwater Utilities Authority,OK,SWPP,.,1,.,.,1,.,876,.,.,876,.,2.0,.,.,2.0,.,1.0,.,.,1.0,.,42,.,.,42,.,.,.,.,.,.
2021,18203,Tallapoosa River Elec Coop Inc,AL,SOCO,.,.,1,.,1,.,.,.,.,.,.,.,3.2,.,3.2,.,.,.,.,.,.,.,71,.,71,.,.,.,.,.,.
2021,18280,Sulphur Springs Valley E C Inc,AZ,WALC,0,773,0,0,773,0,63,0,0,63,0.0,83.0,0.0,0.0,83.0,0.0,15.8,0.0,0.0,15.8,0,0,0,0,0,0,1,0,0,1,.
2021,18304,"Sumter Electric Coop, Inc",FL,SEC,.,.,13,.,13,.,.,129,.,129,.,.,15.0,.,15.0,.,.,13.0,.,13.0,.,.,.,.,.,.,.,293,.,293,.
2021,18445,City of Tallahassee - (FL),FL,TAL,0,4,0,.,4,0,0,0,.,0,0.0,40.4,0.0,.,40.4,0.0,0.0,0.0,.,0.0,0,"4,161",0,.,"4,161",0,0,0,.,0,.
2021,18454,Tampa Electric Co,FL,TEC,.,209,31,.,240,.,"8,951","36,707",.,"45,658",.,97.6,95.0,.,192.6,.,.,.,.,.,.,"6,127","20,048",.,"26,175","1,996",245,31,.,"2,272",.
2021,18488,City of Taunton,MA,ISNE,10,.,.,.,10,13,.,.,.,13,10.0,.,.,.,10.0,7.0,.,.,.,7.0,12,.,.,.,12,.,.,.,.,.,.
2021,18642,Tennessee Valley Authority,AL,TVA,0,105,60,0,165,0,168,"3,949",0,"4,117",0.0,4.2,369.3,0.0,373.5,0.0,4.2,368.8,0.0,373.0,0,106,"27,187",0,"27,293",0,106,52,0,158,.
2021,18642,Tennessee Valley Authority,GA,TVA,0,0,4,0,4,0,0,186,0,186,0.0,0.0,17.3,0.0,17.3,0.0,0.0,17.3,0.0,17.3,0,0,"1,315",0,"1,315",0,0,0,0,0,.
2021,18642,Tennessee Valley Authority,KY,TVA,0,85,49,0,134,0,112,"1,134",0,"1,246",0.0,3.1,203.3,0.0,206.4,0.0,2.8,133.6,0.0,136.4,0,87,"14,217",0,"14,304",0,70,17,0,87,.
2021,18642,Tennessee Valley Authority,MS,TVA,0,36,25,0,61,0,57,512,0,569,0.0,1.6,344.0,0.0,345.6,0.0,1.4,60.7,0.0,62.1,0,44,"20,943",0,"20,987",0,36,15,0,51,.
2021,18642,Tennessee Valley Authority,NC,TVA,0,0,3,0,3,0,0,83,0,83,0.0,0.0,37.1,0.0,37.1,0.0,0.0,31.8,0.0,31.8,0,0,"2,011",0,"2,011",0,0,0,0,0,.
2021,18642,Tennessee Valley Authority,TN,TVA,0,797,288,0,"1,085",0,"1,336","3,422",0,"4,758",0.0,45.8,453.7,0.0,499.5,0.0,33.4,410.4,0.0,443.8,0,"1,670","27,044",0,"28,714",0,837,299,0,"1,136",.
2021,18642,Tennessee Valley Authority,VA,TVA,0,3,2,0,5,0,2,0,0,2,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0,1,0,0,1,0,1,0,0,1,.
2021,18997,The Toledo Edison Co,OH,PJM,0,0,4,0,4,0,0,0,0,0,0.0,0.0,193.2,0.0,193.2,0.0,0.0,193.2,0.0,193.2,0,0,"10,480",0,"10,480",0,0,0,0,0,.
2021,19126,"TriEagle Energy, L.P.",TX,ERCO,"6,411",29,0,0,"6,440",88,0,0,0,88,32.1,0.2,0.0,0.0,32.2,5.4,0.0,0.0,0.0,5.5,.,.,.,.,.,.,.,.,.,.,.
2021,19157,MiEnergy Cooperative,IA,MISO,"2,919",189,0,0,"3,108",0,0,0,0,0,1.6,5.3,0.0,0.0,7.0,1.6,5.2,0.0,0.0,6.8,222,14,0,0,236,125,8,0,0,132,47
2021,19157,MiEnergy Cooperative,MN,MISO,"5,217",337,0,0,"5,554",0,0,0,0,0,2.9,9.5,0.0,0.0,12.4,2.9,9.3,0.0,0.0,12.2,396,26,0,0,422,222,14,0,0,237,164
2021,19160,"Tri-County Electric Coop, Inc (OK)",OK,SWPP,.,.,16,.,16,.,.,285,.,285,.,.,0.8,.,0.8,.,.,0.8,.,0.8,.,.,4,.,4,.,.,2,.,2,.
2021,19189,Trico Electric Cooperative Inc,AZ,WALC,.,20,2,.,22,.,.,.,.,.,.,15.5,0.0,.,15.5,.,5.1,0.0,.,5.1,.,.,.,.,.,.,.,.,.,.,.
2021,19396,Tri-County Electric Coop (MI),MI,MISO,"6,078",.,.,.,"6,078",0,.,.,.,0,25.6,.,.,.,25.6,17.0,.,.,.,17.0,661,.,.,.,661,0,.,.,.,0,43
2021,19436,Union Electric Co - (MO),MO,MISO,"37,129",518,116,.,"37,763",312,0,0,.,312,62.1,60.4,28.1,.,150.6,.,.,.,.,.,"1,523",0,0,.,"1,523","3,086","3,192","1,482",.,"7,761",.
2021,19446,Duke Energy Kentucky,KY,PJM,"12,796",8,4,.,"12,808",.,.,.,.,.,12.9,6.9,7.0,.,26.7,0.1,.,.,.,0.1,323,491,.,.,814,885,616,.,.,"1,500",.
2021,19490,United Electric Coop Service Inc - (TX),TX,ERCO,"34,533","6,095",34,.,"40,662",235,97,109,.,442,3.0,0.9,1.0,.,4.9,3.0,0.9,1.0,.,4.9,75,.,.,.,75,.,.,.,.,.,.
2021,19499,"United Power, Inc",CO,WACM,807,15,6,0,828,0,0,0,0,0,1.2,23.7,20.1,0.0,45.0,0.0,14.8,15.4,0.0,30.1,15,0,0,0,15,55,610,0,0,665,.
2021,19547,Hawaiian Electric Co Inc,HI,HECO,"36,347",283,.,.,"36,630",559,"1,134",.,.,"1,693",14.8,15.9,.,.,30.7,.,.,.,.,.,"1,270","2,015",.,.,"3,285",760,327,.,.,"1,087",.
2021,19728,"UNS Electric, Inc",AZ,TEPC,.,29,.,.,29,.,.,.,.,.,.,5.3,.,.,5.3,.,5.3,.,.,5.3,.,.,.,.,.,.,1,.,.,1,.
2021,19790,Verendrye Electric Coop Inc,ND,MISO,"3,387",376,0,0,"3,763",.,.,.,.,.,15.2,1.7,0.0,0.0,16.9,5.9,0.7,0.0,0.0,6.6,103,11,0,0,114,9,1,0,0,10,.
2021,19798,City of Vernon,CA,CISO,.,.,1,.,1,.,.,0,.,0,.,.,12.7,.,12.7,.,.,0.0,.,0.0,.,.,"2,890",.,"2,890",.,.,.,.,.,.
2021,19876,Virginia Electric & Power Co,NC,PJM,"2,548",.,.,.,"2,548",0,.,.,.,0,1.5,.,.,.,1.5,1.4,.,.,.,1.4,90,.,.,.,90,128,.,.,.,128,0
2021,19876,Virginia Electric & Power Co,VA,PJM,"65,748",21,.,.,"65,769",0,0,.,.,0,39.6,6.5,.,.,46.1,36.8,6.5,.,.,43.3,"2,291",478,.,.,"2,769","3,332",130,.,.,"3,462",0
2021,19896,City of Volga - (SD),SD,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10
2021,19951,City of Wadsworth - (OH),OH,PJM,552,0,0,.,552,.,.,.,.,.,0.5,0.0,0.0,.,0.5,.,.,.,.,.,22,.,.,.,22,53,.,.,.,53,0
2021,19981,Wake Electric Membership Corp,NC,CPLE,.,5,1,.,6,.,0,0,.,1,.,2.8,7.4,.,10.2,.,2.8,7.4,.,10.2,.,.,.,.,.,.,.,.,.,.,.
2021,20401,West River Electric Assn Inc,SD,SWPP,"4,132",.,.,.,"4,132",.,.,.,.,.,38.1,.,.,.,38.1,24.9,.,.,.,24.9,35,.,.,.,35,84,.,.,.,84,.
2021,20404,AEP Texas North Company,TX,ERCO,0,21,0,0,21,0,2,0,0,2,0.0,2.3,0.0,0.0,2.3,0.0,2.1,0.0,0.0,2.1,0,74,0,0,74,0,11,0,0,11,0
2021,20472,"Wharton County Elec Coop, Inc",TX,ERCO,800,34,8,.,842,.,.,.,.,.,2.8,9.0,15.0,.,26.8,2.8,5.0,9.0,.,16.8,150,120,.,.,270,66,91,.,.,157,.
2021,20477,City of Westerville - (OH),OH,PJM,723,.,.,.,723,8,.,.,.,8,1.1,.,.,.,1.1,0.9,.,.,.,0.9,8,.,.,.,8,16,.,.,.,16,.
2021,20521,Wheeling Power Co,WV,PJM,178,0,0,0,178,4,0,0,0,4,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,8,0,0,0,8,20,0,0,0,20,.
2021,20603,Northeastern Rural E M C,IN,PJM,"1,002",0,0,0,"1,002",0,0,0,0,0,1.5,0.0,0.0,0.0,1.5,1.2,0.0,0.0,.,1.2,76,0,0,0,76,68,0,0,0,68,0
2021,20639,"Wild Rice Electric Coop, Inc",MN,MISO,"4,787",38,1,.,"4,826","2,961",238,63,.,"3,263",109.9,8.8,2.3,.,121.1,23.2,1.9,0.5,.,25.5,"3,351",302,150,.,"3,803",280,31,3,.,315,.
2021,20737,Willmar Municipal Utilities,MN,MISO,"2,043",294,.,.,"2,337",3,0,.,.,3,3.1,0.4,.,.,3.5,2.8,0.4,.,.,3.2,6,0,.,.,6,21,53,.,.,74,.
2021,20841,"Wiregrass Electric Coop, Inc",AL,SOCO,"3,957",.,.,.,"3,957",.,.,.,.,.,4.8,.,.,.,4.8,4.8,.,.,.,4.8,.,.,.,.,.,100,.,.,.,100,.
2021,20847,Wisconsin Electric Power Co,WI,MISO,.,29,53,.,82,.,.,.,.,.,.,8.4,116.2,.,124.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,20856,Wisconsin Power & Light Co,WI,MISO,.,.,128,.,128,.,.,585,.,585,.,.,136.3,.,136.3,.,.,.,.,.,.,.,"9,457",.,"9,457",.,.,.,.,.,.
2021,20963,Woodruff Electric Coop Corp,AR,MISO,.,.,"3,200",.,"3,200",.,.,"4,000",.,"4,000",.,.,70.0,.,70.0,.,.,68.5,.,68.5,.,.,"4,000",.,"4,000",.,.,50,.,50,.
2021,21002,York Electric Coop Inc,SC,DUK,"5,947",.,.,.,"5,947",.,.,.,.,.,25.0,.,.,.,25.0,6.2,.,.,.,6.2,155,.,.,.,155,"1,615",.,.,.,"1,615",.
2021,21013,City of Worthington - (MN),MN,MISO,"2,347",.,.,.,"2,347",.,.,.,.,.,7.0,.,.,.,7.0,2.3,.,.,.,2.3,0,.,.,.,0,0,.,.,.,0,.
2021,21111,Perennial Public Power Dist,NE,SWPP,217,813,8,.,"1,038",169,69,65,.,303,0.0,0.1,0.0,.,0.1,.,.,.,.,.,42,16,5,.,64,.,.,.,.,.,0
2021,21244,"Southside Electric Coop, Inc",VA,PJM,"1,267",.,.,.,"1,267",1,.,.,.,1,5.0,.,.,.,5.0,1.4,.,.,.,1.4,0,.,.,.,0,0,.,.,.,0,.
2021,21554,Seminole Electric Cooperative Inc,FL,SEC,"2,750",.,.,.,"2,750",60,.,.,.,60,4.1,.,.,.,4.1,3.1,.,.,.,3.1,58,.,.,.,58,42,.,.,.,42,.
2021,21632,EnergyUnited Elec Member Corp,NC,DUK,"11,175",154,5,.,"11,334",340,273,145,.,758,10.0,8.0,4.0,.,22.0,10.0,7.0,3.0,.,20.0,.,.,.,.,.,.,.,.,.,.,.
2021,22053,Kentucky Power Co,KY,PJM,0,0,7,0,7,0,0,0,0,0,0.0,0.0,7.6,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,.
2021,22500,"Evergy Kansas Central, Inc",KS,SWPP,"24,727",780,1,.,"25,508",.,.,.,.,.,10.5,2.6,15.7,.,28.8,10.5,0.3,.,.,10.8,.,.,.,.,.,214,7,.,.,221,0
2021,24211,Tucson Electric Power Co,AZ,TEPC,.,162,.,.,162,.,"7,795",.,.,"7,795",.,42.7,.,.,42.7,.,42.7,.,.,42.7,.,192,.,.,192,.,24,.,.,24,.
2021,24949,Cass County Elec Coop Inc,ND,MISO,"8,603",416,531,.,"9,550","12,375","4,165","1,770",.,"18,310",274.6,130.6,55.7,.,460.9,74.1,35.3,15.0,.,124.4,57,0,0,.,57,427,21,27,.,474,68
2021,40051,Texas-New Mexico Power Co,TX,ERCO,.,63,.,.,63,.,5,.,.,5,.,8.3,.,.,8.3,.,5.1,.,.,5.1,.,188,.,.,188,.,20,.,.,20,.
2021,40165,"Dixie Escalante R E A, Inc",UT,PACE,.,227,.,.,227,.,245,.,.,245,.,18.6,.,.,18.6,.,6.6,.,.,6.6,.,512,.,.,512,.,56,.,.,56,.
2021,40211,"Wabash Valley Power Assn, Inc",IL,MISO,"4,381",0,3,0,"4,384",.,.,.,.,.,8.8,0.0,0.1,0.0,8.9,7.9,0.0,0.1,0.0,8.0,492,0,7,0,498,.,.,.,.,.,.
2021,40211,"Wabash Valley Power Assn, Inc",IN,PJM,0,0,97,0,97,0,0,0,0,0,0.0,0.0,3.3,0.0,3.3,0.0,0.0,2.9,0.0,2.9,0,0,176,0,176,.,.,.,.,.,.
2021,40211,"Wabash Valley Power Assn, Inc",IN,MISO,"18,690",21,462,0,"19,173",.,.,.,.,.,17.3,5.0,30.4,0.0,52.8,15.6,4.5,27.4,0.0,47.5,"1,061",272,"1,639",.,"2,973",.,.,.,.,.,.
2021,40211,"Wabash Valley Power Assn, Inc",MO,MISO,159,.,.,.,159,.,.,.,.,.,0.1,.,.,.,0.1,0.1,.,.,.,0.1,7,.,.,.,7,.,.,.,.,.,.
2021,40212,Colquitt Electric Membership Corp,GA,SOCO,.,5,"2,195",.,"2,200",.,7,801,.,808,.,0.3,76.3,.,76.6,.,0.3,76.0,.,76.3,.,.,.,.,.,.,5,50,.,55,.
2021,40228,Rappahannock Electric Coop,VA,PJM,"27,437",22,.,.,"27,459",20,7,.,.,27,21.5,23.2,.,.,44.7,19.5,0.0,.,.,19.5,242,.,.,.,242,.,.,.,.,.,.
2021,44372,Oncor Electric Delivery Company LLC,TX,ERCO,"33,077",264,.,.,"33,341",122,234,.,.,357,40.7,78.1,.,.,118.9,40.7,78.1,.,.,118.9,"1,304","2,500",.,.,"3,804",113,228,.,.,341,.
2021,54913,NSTAR Electric Company,MA,ISNE,"19,699",394,.,.,"20,093",.,.,.,.,.,19.7,80.2,.,.,100.0,19.7,64.2,.,.,83.9,"1,135","5,748",.,.,"6,883","1,682","1,501",.,.,"3,184",.
2021,55787,City of Moreno Valley - (CA),CA,CISO,0,15,0,0,15,0,41,0,0,41,0.0,0.8,0.0,0.0,0.8,0.0,0.7,0.0,0.0,0.7,0,0,0,0,0,0,8,0,0,8,0
2021,55937,Entergy Texas Inc.,TX,MISO,.,8,4,.,12,.,7,.,.,7,.,10.8,91.5,.,102.3,.,7.0,0.0,.,7.0,.,205,.,.,205,.,45,.,.,45,.
2021,58127,Cape Light Compact,MA,ISNE,"2,146",.,20,.,"2,166",.,.,.,.,.,3.4,.,6.1,.,9.5,1.4,.,1.1,.,2.5,91,.,84,.,175,170,.,333,.,503,.
2021,60482,CKenergy Electric Cooperative,OK,SWPP,.,.,23,.,23,.,.,6,.,6,.,.,22.5,.,22.5,.,.,7.2,.,7.2,.,.,.,.,.,.,.,144,.,144,.
2021,60631,Upper Michigan Energy Resources Corp.,MI,MISO,.,.,3,.,3,.,.,.,.,.,.,.,162.8,.,162.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
