,Unnamed: 0,Year,Month,Event date and time,Restoration date and time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,Unnamed: 12
61,2019,6,06/09/2019 2:45 PM,06/13/2019 10:30 PM,"103 Hours, 45 Minutes",,Oncor Electric Delivery Company LLC,TRE,"Texas: Collin County, Dallas County, Denton County, Palo Pinto County, Tarrant County, Ellis County, Williamson County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,558000,
62,2019,6,06/12/2019 2:56 PM,06/12/2019 3:50 PM,,"0 Hours, 54 Minutes",Imperial Irrigation District,WECC,"California: Imperial County, Riverside County;",Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Generation nan,Inadequacy,982,30907
63,2019,6,06/16/2019 2:00 AM,06/17/2019 11:59 PM,"45 Hours, 59 Minutes",,Oncor Electric Delivery Company LLC,TRE,"Texas: Dallas County, Tarrant County, Collin County, Denton County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,340000,
64,2019,6,06/16/2019 3:25 AM,.,.,". Hours, . Minutes",American Electric Power - (SPP Reliability Region),SPP RE,Oklahoma:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather/Transmission nan",Interruption,,
65,2019,6,06/19/2019 10:30 PM,06/20/2019 7:00 PM,"20 Hours, 30 Minutes",,Entergy Corp,SPP RE,Arkansas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,82045,
66,2019,6,06/20/2019 4:11 PM,06/21/2019 12:45 PM,"20 Hours, 34 Minutes",,Dominion Energy VA,SERC,Virginia:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,60000,
67,2019,6,06/21/2019 7:15 PM,.,.,". Hours, . Minutes",Tennessee Valley Authority,SERC,Kentucky: Tennessee:,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.-Severe nan,Weather,50000,
68,2019,6,06/22/2019 8:46 PM,06/23/2019 12:30 AM,,"3 Hours, 44 Minutes",Southern Company,SERC,Alabama: Georgia:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",115,34637,
69,2019,6,06/23/2019 5:13 AM,06/23/2019 10:58 AM,,"5 Hours, 45 Minutes",Entergy - Transmission Operations Engineering,SPP RE,Arkansas:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission nan",Interruption,47,16199
70,2019,6,06/23/2019 10:00 PM,06/25/2019 11:00 PM,,"49 Hours, 0 Minutes",Oncor Electric Delivery Company LLC,TRE,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,265000,
71,2019,6,06/24/2019 5:30 AM,06/24/2019 8:45 AM,,"3 Hours, 15 Minutes",Entergy Corp,SPP RE,Arkansas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,56451,
72,2019,6,06/26/2019 1:58 PM,06/26/2019 2:03 PM,,"0 Hours, 5 Minutes",Montana-Dakota Utilities Co,MRO,North Dakota: Williams County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission nan",Interruption,53,0
73,2019,6,06/28/2019 2:25 PM,.,.,". Hours, . Minutes",Bonneville Power Administration,WECC,Idaho: Nez Perce County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission nan",Interruption,0,0
74,2019,6,06/30/2019 3:15 PM,06/30/2019 4:15 PM,,"1 Hours, 0 Minutes",Long Island Power Authority,NPCC,"New York: Nassau County, Suffolk County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",3189,52498,
75,2019,6,06/30/2019 3:30 PM,06/30/2019 8:30 PM,"5 Hours, 0 Minutes",ComEd,SERC,"County, Ogle County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,100000,,
76,2019,7,07/10/2019 12:10 PM,07/12/2019 12:30 PM,"48 Hours, 20 Minutes",Oncor Electric Delivery Company LLC,TRE,Tarrant County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,57000,,
77,2019,7,07/11/2019 11:08 AM,07/11/2019 11:13 AM,"0 Hours, 5 Minutes",Southwestern Public Service,TRE,Texas: Lynn County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission nan",Interruption,26,2043,
78,2019,7,07/13/2019 7:15 AM,07/14/2019 5:00 PM,"33 Hours, 45 Minutes",Entergy Corp,SERC,Louisiana:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,55730,,
79,2019,7,07/13/2019 6:47 PM,07/13/2019 11:37 PM,"4 Hours, 50 Minutes",NYISO,NPCC,New York: New York County;,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident- Transmission Interruption,452,72669,,
80,2019,7,07/13/2019 11:55 PM,07/14/2019 1:00 PM,"13 Hours, 5 Minutes",Cleco Power LLC,SERC,"Tangipahoa Parish, V","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,63000,,
81,2019,7,07/19/2019 7:00 PM,07/21/2019 8:00 PM,"49 Hours, 0 Minutes",Detroit Edison Co,RF,Michigan:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,400000,,
82,2019,7,07/20/2019 3:00 AM,07/22/2019 7:00 AM,"52 Hours, 0 Minutes",Consumers Energy Co,RF,"Allegan County, Barry County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,160000,,
83,2019,7,07/20/2019 11:55 AM,07/23/2019 12:00 AM,"60 Hours, 5 Minutes",WEP-MIUP),RF,Wisconsin: Michigan:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",200,50000,,
84,2019,7,07/21/2019 11:00 PM,07/22/2019 8:54 PM,"21 Hours, 54 Minutes",Consolidated Edison Co-NY Inc,NPCC,"County, Richmond County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,60,45000,
85,2019,7,07/22/2019 4:00 PM,07/24/2019 11:00 PM,"55 Hours, 0 Minutes",PECO Energy Co,RF,Delaware County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,165000,,
86,2019,7,07/22/2019 5:50 PM,07/25/2019 1:15 PM,"67 Hours, 25 Minutes",Public Service Electric & Gas,RF,County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,49,95600,
87,2019,7,07/23/2019 3:39 PM,07/23/2019 7:00 PM,"3 Hours, 21 Minutes",ISO New England,NPCC,Massachusetts:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,54,54535,
88,2019,7,07/23/2019 11:55 PM,07/23/2019 11:56 PM,"0 Hours, 1 Minutes",Nebraska Public Power District,MRO,Nebraska:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission nan",Interruption,0,0,
89,,,,,,Western Area Power Administration - Upper Great,,Nebraska: Scotts Bluff,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission",,,,
90,2019,7,07/23/2019 11:55 PM,07/24/2019 5:22 AM,"5 Hours, 27 Minutes",Plains Region,MRO,County;,,Interruption,0,0,
91,2019,7,07/30/2019 8:45 AM,07/30/2019 9:45 AM,"1 Hours, 0 Minutes",City of Alexandria,SERC,Louisiana:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather/Transmission nan",Interruption,13720,,
92,2019,8,08/02/2019 1:49 AM,08/02/2019 1:55 AM,"0 Hours, 6 Minutes",Northern States Power Co,MRO,Minnesota: Chisago County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission nan",Interruption,0,0,
93,2019,8,08/05/2019 5:23 PM,08/06/2019 12:02 AM,,"6 Hours, 39 Minutes",Bonneville Power Administration,WECC,Oregon: Umatilla County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",66,,
94,2019,8,08/08/2019 4:16 PM,08/08/2019 10:41 PM,,"6 Hours, 25 Minutes",American Electric Power - (RFC Reliability Region),RF,Ohio:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Severe Weather/Transmission Interruption",,5600,
95,2019,8,08/13/2019 10:00 AM,08/13/2019 11:00 AM,,"1 Hours, 0 Minutes",Rio Bravo Rocklin,WECC,California: Placer County;,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.- Vandalism,0,0,
96,2019,8,08/13/2019 3:10 PM,08/13/2019 5:30 PM,,"2 Hours, 20 Minutes",ERCOT,TRE,Texas: Williamson County;,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.- Severe Weather,,,
97,2019,8,08/15/2019 8:30 AM,.,.,". Hours, . Minutes",Upstate New York Power Producers,NPCC,New York: Tompkins County;,Fuel supply emergencies that could impact electric power system adequacy or reliability.- Fuel Supply Deficiency,150,,
98,2019,8,08/15/2019 3:11 PM,08/15/2019 6:00 PM,,"2 Hours, 49 Minutes",ERCOT,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.- Severe Weather,,,
99,2019,8,08/15/2019 11:03 PM,08/16/2019 12:37 AM,,"1 Hours, 34 Minutes",Pacific Gas & Electric Co,WECC,California: Marin County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Distribution Interruption",80,61318,
100,2019,8,08/18/2019 3:59 PM,08/18/2019 11:00 PM,,"7 Hours, 1 Minutes","Southwest Power Pool, Inc.",SPP RE,Louisiana: Texas:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.- Transmission Interruption,271,86373,
101,2019,8,08/18/2019 4:30 PM,08/18/2019 10:00 PM,,"5 Hours, 30 Minutes","East Texas Electric Coop, Inc",TRE,Texas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Transmission Interruption/Distribution Interruption",259,61000,
102,2019,8,08/18/2019 4:47 PM,08/18/2019 11:00 PM,,"6 Hours, 13 Minutes",American Electric Power - (SPP Reliability Region),TRE,Texas:,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident- Distribution Interruption,752,86373,
103,2019,8,08/26/2019 9:09 AM,08/26/2019 1:34 PM,,"4 Hours, 25 Minutes",Great River Energy,MRO,North Dakota:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,
104,2019,8,08/26/2019 7:00 PM,08/27/2019 3:00 AM,,"8 Hours, 0 Minutes","Southwest Power Pool, Inc.",SPP RE,Oklahoma:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Transmission Interruption",,95000,
105,2019,8,08/26/2019 7:00 PM,08/29/2019 1:00 PM,,"66 Hours, 0 Minutes",Oklahoma Gas & Electric Co,SPP RE,Oklahoma:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,103779,
106,2019,9,09/04/2019 2:30 PM,09/06/2019 6:00 PM,"51 Hours, 30 Minutes",,ERCOT,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.- Severe Weather,,,
107,2019,9,09/05/2019 4:15 AM,09/05/2019 3:17 PM,,"11 Hours, 2 Minutes",Dominion Energy South Carolina,SERC,South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,172278,
108,2019,9,09/05/2019 10:00 PM,09/06/2019 12:00 PM,,"14 Hours, 0 Minutes",North Carolina El Member Corp,SERC,North Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",3,2000,
109,2019,9,09/05/2019 10:36 PM,09/06/2019 4:00 PM,"17 Hours, 24 Minutes",,Duke Energy Progress,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,116000,
110,2019,9,09/06/2019 8:20 AM,.,.,". Hours, . Minutes",Dominion Energy VA,SERC,North Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",,77000,
