,Year,Month,Event date and time,Restoration date and time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,Unnamed: 12
101,2018,10,10/11/2018 1:15 PM,.,".. Hours, . Minutes",Duke Energy Carolinas,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,240807,
102,2018,10,10/11/2018 4:42 PM,10/12/2018 9:00 PM,"28 Hours, 18 Minutes",Duke Energy Progress,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,170222,
103,2018,10,10/11/2018 6:55 PM,10/12/2018 12:00 PM,"nan17 Hours, 5 Minutes",North Carolina El Member Corp,SERC,North Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,117000,
104,2018,10,10/12/2018 3:36 AM,10/12/2018 1:56 PM,"10 Hours, 20 Minutes",PJM Interconnection,RF,Maryland: Garrett County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,
105,2018,10,10/14/2018 10:11 PM,.,".. Hours, . Minutes",Pacific Gas & Electric Co,WECC,California:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Natural Disaster",Unknown,60000,
106,2018,10,10/16/2018 4:15 AM,10/16/2018 5:11 PM,"12 Hours, 56 Minutes",ISO New England,NPCC,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,18000,
107,2018,10,10/21/2018 12:16 AM,10/21/2018 4:14 PM,"15 Hours, 58 Minutes",American Electric Power,RF,West Virginia:,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",Unknown,63408,
108,2018,10,10/31/2018 7:30 PM,11/01/2018 6:55 PM,"23 Hours, 25 Minutes",CenterPoint Energy,TRE,Texas: Harris County;,"Loss of electric service to more than 50,000 customers for 1 hour or more-Severe Weather",402,140932,
109,2018,11,11/03/2018 5:20 PM,11/04/2018 2:30 PM,"21 Hours, 10 Minutes",ISO New England,NPCC,Connecticut: Massachusetts: New Hampshire: Vermont: Maine: Rhode Island:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,62000,
110,2018,11,11/06/2018 9:49 AM,11/09/2018 2:05 PM,"76 Hours, 16 Minutes",Tennessee Valley Authority,SERC,Tennessee:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,61000,
111,2018,11,11/08/2018 7:16 AM,11/28/2018 4:32 PM,"489 Hours, 16 Minutes",Pacific Gas & Electric Co,WECC,California: Butte County;,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system-Natural Disaster/Transmission Interruption,32,11844,
112,2018,11,11/10/2018 5:02 PM,11/14/2018 3:00 PM,"93 Hours, 58 Minutes",WPSC,MRO,Wisconsin:,Fuel supply emergencies that could impact electric power system adequacy or reliability- Fuel Supply Deficiency,0,0,
113,2018,11,11/15/2018 3:23 AM,11/15/2018 5:35 PM,"14 Hours, 12 Minutes",LG&E KU,SERC,Kentucky:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,150000,
114,2018,11,11/15/2018 5:28 AM,11/15/2018 8:35 AM,"nan3 Hours, 7 Minutes",Duke Energy Midwest,RF,Indiana:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,55000,
115,2018,11,11/15/2018 5:38 AM,11/16/2018 6:00 AM,"24 Hours, 22 Minutes",Duke Energy Midwest,SERC,Kentucky: Ohio:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,104000,
116,2018,11,11/15/2018 10:50 AM,11/17/2018 1:12 PM,"50 Hours, 22 Minutes",American Electric Power - (RFC Reliability Region),RF,Virginia: West Virginia:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,50600,
117,2018,11,11/25/2018 10:30 PM,11/28/2018 8:17 PM,"69 Hours, 47 Minutes",ComEd,SERC,"Illinois: Will County, DuPage County, Kane County, McHenry County, Winnebago County, Ogle County, DeKalb County, Lee County, Grundy County, Lake County, Cook County, Livingston County, Stephenson County, LaSalle County, Kankakee County, Kendall County, Boone County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,313448,
118,2018,11,11/27/2018 8:00 AM,11/28/2018 4:50 PM,"32 Hours, 50 Minutes",ISO New England,NPCC,Maine: New Hampshire: Vermont:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,32000,
119,2018,12,12/03/2018 3:15 AM,12/03/2018 3:44 AM,"nan0 Hours, 29 Minutes",ERCOT,TRE,Texas:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",16,Unknown,
120,2018,12,12/09/2018 12:23 AM,12/09/2018 11:54 AM,"11 Hours, 31 Minutes",Southern Company,SERC,Alabama: Georgia:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",137,41126,
121,2018,12,12/09/2018 3:35 AM,12/10/2018 11:45 PM,"44 Hours, 10 Minutes",Duke Energy Carolinas,SERC,North Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Transmission Interruption",Unknown,50000,
122,2018,12,12/09/2018 8:41 AM,12/09/2018 6:00 PM,"nan9 Hours, 19 Minutes",Duke Energy Progress,SERC,North Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,70000,
123,2018,12,12/14/2018 4:00 PM,12/17/2018 2:00 AM,"nan58 Hours, 0 Minutes",Puget Sound Energy,WECC,"Washington: King County, Kitsap County, Island County, Pierce County, Thurston County, Whatcom County, Skagit County, Kittitas County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,150000,
124,2018,12,12/14/2018 6:00 PM,.,".. Hours, . Minutes",Snohomish County PUD No. 1,WECC,Washington: Snohomish County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",200,60000,
125,2018,12,12/20/2018 9:30 AM,12/20/2018 5:00 PM,"nan7 Hours, 30 Minutes",Puget Sound Energy,WECC,"Washington: Skagit County, Snohomish County, King County, Kitsap County, Island County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,165000,
126,2018,12,12/27/2018 9:12 PM,12/27/2018 9:16 PM,"nan0 Hours, 4 Minutes",Consolidated Edison Co-NY Inc.,NPCC,New York: New York County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",Unknown,Unknown,
