,|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..Part|,|Utility Characteristics..Service Type|,"|Utility Characteristics..""Data Type O = Observed I = Imputed""|",|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|Utility Characteristics.BA Code|,|RESIDENTIAL.Revenues.Thousand Dollars|,|RESIDENTIAL.Sales.Megawatthours|,|RESIDENTIAL.Customers.Count|,|COMMERCIAL.Revenues.Thousand Dollars|,|COMMERCIAL.Sales.Megawatthours|,|COMMERCIAL.Customers.Count|,|INDUSTRIAL.Revenues.Thousand Dollars|,|INDUSTRIAL.Sales.Megawatthours|,|INDUSTRIAL.Customers.Count|,|TRANSPORTATION.Revenues.Thousand Dollars|,|TRANSPORTATION.Sales.Megawatthours|,|TRANSPORTATION.Customers.Count|,|TOTAL.Revenues.Thousand Dollars|,|TOTAL.Sales.Megawatthours|,|TOTAL.Customers.Count|
0,2022,970.0,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,MISO,"169,969.7","3,675,986","333,852","150,460.9","2,723,251","3,281","54,657.1","843,428",120,"2,651.2","22,269",1,"377,738.9","7,264,934","337,254"
1,2022,1325.0,City of Batavia - (IL),A,Bundled,O,IL,Municipal,PJM,"12,467.0","88,588","9,893","16,606.0","141,492","1,291","16,978.0","173,136",10,.,.,.,"46,051.0","403,216","11,194"
2,2022,1611.0,"Messer Energy Services, Inc.",B,Energy,O,IL,Retail Power Marketer,MISO,0.0,0,0,0.0,0,0,"11,120.0","171,267",3,0.0,0,0,"11,120.0","171,267",3
3,2022,3931.0,Coles-Moultrie Electric Coop,A,Bundled,O,IL,Cooperative,MISO,"18,607.0","121,359","8,461","6,714.0","50,955","1,125","3,720.0","35,590",9,.,.,.,"29,041.0","207,904","9,595"
4,2022,4100.0,"Commerce Energy, Inc.",B,Energy,O,IL,Retail Power Marketer,PJM,"32,868.0","332,907","34,727","2,349.7","29,657","1,734",0.0,0,0,0.0,0,0,"35,217.7","362,564","36,461"
5,2022,4110.0,Commonwealth Edison Co,A,Bundled,O,IL,Investor Owned,PJM,"3,633,470.3","22,049,120","3,006,833","1,170,613.8","8,445,118","235,147","93,267.7","902,236",136,"1,458.7","18,518",1,"4,898,810.5","31,414,992","3,242,117"
6,2022,4110.0,Commonwealth Edison Co,C,Delivery,O,IL,Investor Owned,PJM,"374,448.8","5,769,862","706,922","769,486.2","21,792,097","160,383","569,565.0","26,002,061","1,751","8,157.3","420,266",2,"1,721,657.3","53,984,286","869,058"
7,2022,4362.0,Corn Belt Energy Corporation,A,Bundled,O,IL,Cooperative,MISO,"57,157.0","404,431","34,425","21,831.0","174,855","2,379","4,928.0","70,286",3,.,.,.,"83,916.0","649,572","36,807"
8,2022,5535.0,Egyptian Electric Coop Assn,A,Bundled,O,IL,Cooperative,MISO,"28,658.5","203,273","13,682","13,855.5","127,457","1,696",.,.,.,.,.,.,"42,514.0","330,730","15,378"
9,2022,5585.0,Eastern Illinois Elec Coop,A,Bundled,O,IL,Cooperative,MISO,"26,923.0","177,443","11,167","7,184.0","50,660","2,344","2,167.0","18,284",15,.,.,.,"36,274.0","246,387","13,526"
10,2022,6458.0,Energy Harbor Corp.,B,Energy,O,IL,Retail Power Marketer,MISO,"48,283.6","806,553","90,824","27,397.3","495,379","7,176","55,644.5","984,179",12,0.0,0,0,"131,325.4","2,286,111","98,012"
11,2022,7096.0,City of Geneva- (IL),A,Bundled,O,IL,Municipal,PJM,"8,924.0","78,871","9,032","12,108.0","129,397","1,404","12,969.0","156,680",20,.,.,.,"34,001.0","364,948","10,456"
12,2022,7279.0,"NextEra Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,0.0,0,0,"13,151.3","202,225",332,0.0,0,0,0.0,0,0,"13,151.3","202,225",332
13,2022,7554.0,Green Mountain Energy Company,B,Energy,O,IL,Retail Power Marketer,PJM,"9,229.2","66,548","9,647",14.1,150,3,0.0,0,0,0.0,0,0,"9,243.3","66,698","9,650"
14,2022,9750.0,"Jo-Carroll Energy, Inc",A,Bundled,O,IL,Cooperative,MISO,"28,710.6","160,356","17,473","13,660.8","95,372","2,802","9,328.0","90,039",83,.,.,.,"51,699.4","345,767","20,358"
15,2022,9750.0,"Jo-Carroll Energy, Inc",C,Delivery,O,IL,Cooperative,MISO,.,.,.,.,.,.,"1,322.7","163,028",1,.,.,.,"1,322.7","163,028",1
