Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,RESIDENTIAL,Unnamed: 8,Unnamed: 9,COMMERCIAL,Unnamed: 11,Unnamed: 12,INDUSTRIAL,Unnamed: 14,Unnamed: 15,TRANSPORTATION,Unnamed: 17,Unnamed: 18,TOTAL,Unnamed: 20,Unnamed: 21
2016,56862,Bolthouse S&P and Rowen Farms Solar,56105,MMA WBF Power LP,CA,CISO,0,0,0,371,3778,1,0,0,0,0,0,0,371,3778,1
2016,58327,Bradley Energy Center,58300,Ameresco Select Inc,CT,ISNE,0,0,0,2382,16157,1,0,0,0,0,0,0,2382,16157,1
2016,59361,Browne Solar LLC,58258,SunRay Power LLC,MA,ISNE,0,0,0,278,1740,1,0,0,0,0,0,0,278,1740,1
2016,58037,Buckeye Union HS District 201,57408,Constellation Solar Arizona LLC,AZ,AZPS,0,0,0,829,7398,1,0,0,0,0,0,0,829,7398,1
2016,58618,Butler Plaza,58570,CF Gainesville Owner One LLC,FL,GVL,0,0,0,732,2287,1,0,0,0,0,0,0,732,2287,1
2016,52147,C P Kelco San Diego Plant,3221,CPKelco U S Inc,CA,CISO,0,0,0,0,0,0,4,70,1,0,0,0,4,70,1
2016,60036,CCBC-Catonsville,58491,"Constellation Solar Holding, LLC",MD,PJM,0,0,0,245,3058,1,0,0,0,0,0,0,245,3058,1
2016,59248,CCMUA,59063,"Camden Solar Center, LLC",NJ,PJM,0,0,0,117,2419,1,0,0,0,0,0,0,117,2419,1
2016,58365,CJTS Energy Center,58300,Ameresco Select Inc,CT,ISNE,0,0,0,636,3320,1,0,0,0,0,0,0,636,3320,1
2016,60225,CMEEC - Bozrah,60947,Tesla Inc.,CT,ISNE,0,0,0,8,61,1,0,0,0,0,0,0,8,61,1
2016,54323,CNN Center,18452,Turner Properties Inc,GA,SOCO,0,0,0,1480,21360,28,0,0,0,0,0,0,1480,21360,28
2016,56813,CSU Fresno Solar Project,56028,MMA Fresno Power LP,CA,CISO,0,0,0,271,1445,1,0,0,0,0,0,0,271,1445,1
2016,50851,CSUCI Site Authority,56835,CSUCI Site Authority,CA,CISO,0,0,0,694,7551,1,0,0,0,0,0,0,694,7551,1
2016,60979,CSUF Nutwood Solar,60630,"Solar Star California XLVIII, LLC",CA,CISO,0,0,0,2,17,1,0,0,0,0,0,0,2,17,1
2016,60978,CSUF State College,60630,"Solar Star California XLVIII, LLC",CA,CISO,0,0,0,2,14,1,0,0,0,0,0,0,2,14,1
2016,58386,CU Solar Plant,58373,CU Solar LLC,OH,PJM,0,0,0,366,2783,1,0,0,0,0,0,0,366,2783,1
2016,59283,California PV Energy at ISD WWTP,58540,California PV Energy LLC,CA,CISO,0,0,0,262,2193,1,0,0,0,0,0,0,262,2193,1
2016,55308,Calvert City,57295,DTE Calvert City LLC,KY,TVA,0,0,0,0,0,0,6845,135976,3,0,0,0,6845,135976,3
2016,60452,Calverton,57081,"WGL Energy Systems, Inc",MD,,0,0,0,1136,5162,1,0,0,0,0,0,0,1136,5162,1
2016,60685,Canyon Del Oro High School Solar,60404,"Constellation Solar Arizona 2, LLC",AZ,TEPC,0,0,0,1,15,1,0,0,0,0,0,0,1,15,1
2016,60353,Cecil County CCVT HS,60150,"SunE DB42, LLC",MD,PJM,0,0,0,240,3473,1,0,0,0,0,0,0,240,3473,1
2016,59630,CentraState Medical Center PV Facility,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,562,8480,1,0,0,0,0,0,0,562,8480,1
2016,58151,Central Utility Plant - Texas A&M,58113,"Texas A&M, Utilities & Energy Services",TX,ERCO,0,0,0,1986,24422,23,356,4401,23,0,0,0,2342,28823,46
2016,10566,Chambers Cogeneration LP,14932,US Operating Services Company,NJ,PJM,0,0,0,0,0,0,11141,100812,1,0,0,0,11141,100812,1
2016,55187,Channelview Cogeneration Plant,56380,EIF Channelview Cogeneration LLC,TX,ERCO,0,0,0,0,0,0,65834,2213473,1,0,0,0,65834,2213473,1
2016,60465,Chesapeake College,60947,Tesla Inc.,MD,PJM,0,0,0,51,1075,1,0,0,0,0,0,0,51,1075,1
2016,59755,Chester Power Partners,59522,Chester Power Partners LLC,VT,ISNE,0,0,0,691,2816,1,0,0,0,0,0,0,691,2816,1
2016,59743,Chimes West Friendship (Nixon Farms),59540,"SunE SEM 1, LLC",MD,PJM,0,0,0,189,1935,1,0,0,0,0,0,0,189,1935,1
2016,57011,Chuckawalla Valley State Prison,56302,SunE CPA CDC1 LLC,CA,CISO,0,0,0,149,3184,1,0,0,0,0,0,0,149,3184,1
2016,57645,City & County of Denver at Denver Int'l,56974,"Denver Airport Solar, LLC",CO,PSCO,0,0,0,0,0,0,276,7039,1,0,0,0,276,7039,1
2016,57681,City of Boulder WWTP,57005,"SunE NLB-2, LLC",CO,PSCO,0,0,0,29,777,1,0,0,0,0,0,0,29,777,1
2016,60668,City of Havre De Grace C,60396,Constellation New Energy Inc.,MD,PJM,0,0,0,278,3231,1,0,0,0,0,0,0,278,3231,1
2016,57682,City of Madera WWTP,57006,"SunE GIL1, LLC",CA,CISO,0,0,0,291,2164,1,0,0,0,0,0,0,291,2164,1
2016,59329,City of Soledad Water Reclamation,59129,"Foundation CA Fund VII Manager, LLC",CA,CISO,0,0,0,0,0,0,353,4291,1,0,0,0,353,4291,1
2016,59623,Clarkson Solar,59360,Clarkson Solar LLC,NY,NYIS,0,0,0,329,2686,1,0,0,0,0,0,0,329,2686,1
2016,10741,Clear Lake Cogeneration Ltd,3775,Clear Lake Cogeneration LP,TX,ERCO,0,0,0,0,0,0,2368,246483,1,0,0,0,2368,246483,1
2016,58832,Cogenra - TEP,58705,Washington Gas Energy Systems,AZ,TEPC,0,0,0,222,2100,1,0,0,0,0,0,0,222,2100,1
2016,60450,Corcoran,57081,"WGL Energy Systems, Inc",CA,CISO,0,0,0,362,2022,1,0,0,0,0,0,0,362,2022,1
2016,60150,Cornell Geneva Solar Farm,59942,Argos Solar LLC,NY,NYIS,0,0,0,308,2948,1,0,0,0,0,0,0,308,2948,1
2016,59470,Cornell Snyder Road Solar Array,59237,"Ulysses Solar, LLC",NY,NYIS,0,0,0,173,2279,1,0,0,0,0,0,0,173,2279,1
2016,10635,"Corona Energy Partners, Ltd",60662,WCAC Operating Company,CA,CISO,0,0,0,0,0,0,277,1299,1,0,0,0,277,1299,1
2016,55206,Corpus Christi Energy Center,4383,Corpus Christi Cogeneration LLC,TX,ERCO,0,0,0,0,0,0,14424,467988,1,0,0,0,14424,467988,1
2016,60453,"Cummins, Inc",57081,"WGL Energy Systems, Inc",NY,NYIS,0,0,0,149,2142,1,0,0,0,0,0,0,149,2142,1
2016,60851,Curtis Hill Solar,60510,"Conergy Projects, Inc.",MA,ISNE,35,338,6,0,0,0,0,0,0,0,0,0,35,338,6
2016,60739,DSM Solar,56997,Marina Energy LLC,NJ,PJM,0,0,0,0,0,0,284,7033,1,0,0,0,284,7033,1
2016,56815,Denver Int Airport,56026,MMA DAS Power,CO,PSCO,0,0,0,371,3205,1,0,0,0,0,0,0,371,3205,1
2016,59462,Denver Intl Airport IV Solar,59229,Denver Int'l Airport IV Solar,CO,SWPP,0,0,0,47,601,1,0,0,0,0,0,0,47,601,1
2016,60852,Depot Hill Solar,60510,"Conergy Projects, Inc.",MA,ISNE,56,489,5,0,0,0,0,0,0,0,0,0,56,489,5
2016,59968,"Desert Wind Farm, LLC",15399,Avangrid Renewables LLC,OR,,0,0,0,27,718,1,0,0,0,0,0,0,27,718,1
2016,57827,Dinuba Wastewater Treatment Plant,58661,"Sustainable Power Group, LLC",CA,CISO,0,0,0,319,1803,1,0,0,0,0,0,0,319,1803,1
2016,10613,Domtar - Woodland Mill,5232,Woodland Pulp LLC,ME,NBSO,0,0,0,83,1038,1,3187,57948,1,0,0,0,3270,58986,2
2016,60446,E&B Resources,57081,"WGL Energy Systems, Inc",CA,CISO,0,0,0,241,2269,1,0,0,0,0,0,0,241,2269,1
2016,56814,ELACC Photovoltaic Power Facility,56027,MMA LA Power LP,CA,CISO,0,0,0,95,521,1,0,0,0,0,0,0,95,521,1
2016,57574,ETS Ewing Solar Facility,56915,"Solar Star New Jersey IV, LLC",NJ,PJM,0,0,0,491,2109,2,0,0,0,0,0,0,491,2109,2
2016,60727,East Orange Solar,56997,Marina Energy LLC,NJ,PJM,0,0,0,0,0,0,572,6476,1,0,0,0,572,6476,1
2016,60985,Elizabethtown Solar,60620,Elizabethtown Solar LLC,PA,PJM,0,0,0,333,3264,1,0,0,0,0,0,0,333,3264,1
2016,59367,Engelhard Solar LLC,58258,SunRay Power LLC,NJ,PJM,0,0,0,107,1183,1,0,0,0,0,0,0,107,1183,1
2016,59393,Eubank Landfill Solar Array,59171,"Suncore Photovoltaics, Inc",NM,PNM,0,0,0,0,0,0,560,3736,1,0,0,0,560,3736,1
2016,57506,FRV SI Transport Solar LP,56827,FRV SI Transport Solar LP,CA,CISO,0,0,0,284,1751,1,0,0,0,0,0,0,284,1751,1
2016,59725,Fairhaven Wind,59494,Fairhaven Wind LLC,MA,ISNE,0,0,0,667,5230,1,0,0,0,0,0,0,667,5230,1
2016,58974,Fairview Farms Solar,58837,Fairview Farms Solar LLC,MA,ISNE,0,0,0,370,2504,1,0,0,0,0,0,0,370,2504,1
2016,60738,Fall River Solar,56997,Marina Energy LLC,MA,ISNE,0,0,0,271,2877,1,0,0,0,0,0,0,271,2877,1
2016,57747,FedEx Field Solar Facility,57052,NRG Solar Arrowhead LLC,VA,PJM,0,0,0,316,2355,1,0,0,0,0,0,0,316,2355,1
2016,60065,"Federal Road Solar 1, LLC",59804,"Federal Road Solar 1, LLC",MA,ISNE,0,0,0,2201,6418,5,0,0,0,0,0,0,2201,6418,5
2016,60075,Fisher Road Solar,59824,"Fisher Road Solar I, LLC",MA,ISNE,0,0,0,853,8564,2,0,0,0,0,0,0,853,8564,2
2016,57791,Foundation AB,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0,0,0,0,0,0,173,2610,1,0,0,0,173,2610,1
2016,58102,Foundation Cemex BMQ,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0,0,0,0,0,0,258,3367,1,0,0,0,258,3367,1
2016,58112,Foundation Cemex Madison,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0,0,0,0,0,0,49,1571,1,0,0,0,49,1571,1
2016,58101,Foundation Cemex River Plant,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0,0,0,0,0,0,222,2882,1,0,0,0,222,2882,1
2016,57792,Foundation IE,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0,0,0,0,0,0,31,337,1,0,0,0,31,337,1
2016,58114,Foundation NWNA,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0,0,0,0,0,0,712,13774,1,0,0,0,712,13774,1
2016,58113,Foundation RRM,57484,"Foundation CA Fund V Manager, LLC",CA,CISO,0,0,0,0,0,0,491,9792,1,0,0,0,491,9792,1
2016,57626,Foundation ST,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0,0,0,0,0,0,209,2719,1,0,0,0,209,2719,1
2016,58104,Foundation Superior Farms,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0,0,0,0,0,0,100,1425,1,0,0,0,100,1425,1
2016,58105,Foundation Wal-Mart Red Bluff,57476,Foundation CA Fund VI Manager LLC,CA,CISO,0,0,0,0,0,0,157,1985,1,0,0,0,157,1985,1
2016,54224,Franklin Heating Station,6738,Franklin Heating Station,MN,MISO,0,0,0,11926,145531,2,0,0,0,0,0,0,11926,145531,2
2016,60759,Freeze Solar,56997,Marina Energy LLC,NJ,PJM,0,0,0,0,0,0,236,2166,1,0,0,0,236,2166,1
2016,59472,Ft. Churchill PV,57369,"Apple, Inc",NV,NEVP,0,0,0,1594,39842,1,0,0,0,0,0,0,1594,39842,1
2016,59366,G&S Wantage Solar LLC,58258,SunRay Power LLC,NJ,PJM,0,0,0,362,10339,1,0,0,0,0,0,0,362,10339,1
2016,58576,GSE NM1,58465,"Green States Energy, Inc.",NM,SWPP,0,0,0,191,5144,3,0,0,0,0,0,0,191,5144,3
2016,56909,Gap Pacific Distribution Center,56113,MMA GDC Power LP,CA,CISO,0,0,0,299,1975,1,0,0,0,0,0,0,299,1975,1
2016,50333,Gay Robinson,7019,Gay & Robinson Inc,HI,,7,84,9,41,238,7,0,0,0,0,0,0,48,322,16
2016,60231,Genentech-Oceanside,60947,Tesla Inc.,CA,CISO,0,0,0,549,4255,1,0,0,0,0,0,0,549,4255,1
2016,59841,General Motors Corp at White Marsh MD,56975,"Constellation Solar Maryland, LLC",MD,PJM,0,0,0,0,0,0,164,1587,1,0,0,0,164,1587,1
2016,58359,Gerresheimer Glass Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,253,3615,1,0,0,0,0,0,0,253,3615,1
2016,58543,"Gilbert Solar Facility I, LLC",58514,"Gilbert Solar Facility I, LLC",AZ,AZPS,0,0,0,325,4261,1,0,0,0,0,0,0,325,4261,1
2016,60752,Gloucester Community College Solar,56997,Marina Energy LLC,NJ,PJM,0,0,0,357,4001,1,0,0,0,0,0,0,357,4001,1
2016,59328,Golden Acorn Casino,59129,"Foundation CA Fund VII Manager, LLC",CA,CISO,0,0,0,0,0,0,213,4138,1,0,0,0,213,4138,1
2016,55086,Gregory Power Facility,7667,Gregory Power Partners LP,TX,ERCO,0,0,0,0,0,0,2640,127282,1,0,0,0,2640,127282,1
2016,59484,"Hadley Solar, LLC",59254,NuGen Capital Management,MA,ISNE,0,0,0,299,3400,3,0,0,0,0,0,0,299,3400,3
2016,60494,Hampden,60281,"Altus Power America Management, LLC",MA,ISNE,0,0,0,789,5929,2,0,0,0,0,0,0,789,5929,2
2016,61030,Harford Solar Farm,60669,Laertes Solar LLC,NY,NYIS,0,0,0,3,32,1,0,0,0,0,0,0,3,32,1
2016,52061,Hartford Hospital Cogeneration,8153,Hartford Steam Co,CT,ISNE,0,0,0,0,0,0,4030,51533,1,0,0,0,4030,51533,1
2016,60501,Hartz Way,60268,Hartz Solar LLC,NJ,PJM,0,0,0,196,1301,1,0,0,0,0,0,0,196,1301,1
2016,60708,Havre de Grace II - E at Perryman,60396,Constellation New Energy Inc.,MD,PJM,0,0,0,55,917,1,0,0,0,0,0,0,55,917,1
2016,57869,Heller Industrial Parks,56997,Marina Energy LLC,NJ,PJM,0,0,0,924,4758,1,0,0,0,0,0,0,924,4758,1
2016,58815,Hilton NY Co Gen Plant,58697,UTS Project Company HNY-1 LLC,NY,NYIS,0,0,0,395,3745,1,0,0,0,0,0,0,395,3745,1
2016,60454,Houghton,57081,"WGL Energy Systems, Inc",MD,,0,0,0,240,3171,1,0,0,0,0,0,0,240,3171,1
2016,60709,IFF Hazlet Ground,56997,Marina Energy LLC,NJ,PJM,0,0,0,0,0,0,325,5195,1,0,0,0,325,5195,1
2016,59424,IND Solar Farm (Phase IIA),59200,"Indy Airport Solar Project II, LLC",ID,,0,0,0,293,14651,1,0,0,0,0,0,0,293,14651,1
2016,59823,INDY III,59604,Bulldog Energy Airport LLC,IN,MISO,0,0,0,918,4587,1,0,0,0,0,0,0,918,4587,1
2016,59631,Imclone Solar Electric Facility,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,815,13582,1,0,0,0,0,0,0,815,13582,1
2016,59362,Indian Hill Solar LLC,58258,SunRay Power LLC,MA,ISNE,0,0,0,280,1720,1,0,0,0,0,0,0,280,1720,1
2016,59834,Indy Grocers,59612,GES MegaOne LLC,IN,MISO,0,0,0,603,3013,1,0,0,0,0,0,0,603,3013,1
2016,61152,Intel Folsom Phase 3,60947,Tesla Inc.,CA,CISO,0,0,0,124,1535,1,0,0,0,0,0,0,124,1535,1
2016,54637,JCO Oxides Olefins Plant,30052,Huntsman Corp,TX,MISO,0,0,0,0,0,0,3554,73470,1,0,0,0,3554,73470,1
2016,58793,JMB Mcguire-Dix-Lakehurst Solar Project,58682,WR-TGC Solar Generation IV LLC,NJ,PJM,0,0,0,940,14301,1,0,0,0,0,0,0,940,14301,1
2016,60113,Jackson Board of Education-Liberty HS,60947,Tesla Inc.,NJ,PJM,0,0,0,54,725,1,0,0,0,0,0,0,54,725,1
2016,60320,"Jeffco Community Solar Gardens, LLC",60970,SunShare Management,CO,PSCO,3,116,25,155,1355,3,0,0,0,0,0,0,158,1471,28
2016,60499,Jefferson Avenue,60268,Hartz Solar LLC,NJ,PJM,0,0,0,365,2333,1,0,0,0,0,0,0,365,2333,1
2016,58653,Jersey Gardens Phase 1,58590,SEDC Jersey Gardens Owner LLC,NJ,PJM,0,0,0,368,2392,1,0,0,0,0,0,0,368,2392,1
2016,58654,Jersey Gardens Phase 2,58591,CF Jersey Gardens Owner Two LLC,NJ,PJM,0,0,0,531,3404,1,0,0,0,0,0,0,531,3404,1
2016,56300,Jersey-Atlantic Wind Farm,50123,"Leeward Asset Management, LLC",NJ,PJM,0,0,0,0,0,0,773,9718,1,0,0,0,773,9718,1
2016,58292,Jewish Community Center PV,58863,Main Street Power,AZ,AZPS,0,0,0,166,2227,1,0,0,0,0,0,0,166,2227,1
2016,57723,"Johnson Matthey, Inc. Solar",56976,"Constellation Solar New Jersey II, LLC",NJ,PJM,0,0,0,0,0,0,605,7051,1,0,0,0,605,7051,1
2016,59468,KS Solar Six LLC,59232,Kearsarge Solar LLC,MA,ISNE,0,0,0,364,3256,1,0,0,0,0,0,0,364,3256,1
2016,60867,Kearsarge Southwick LLC,59232,Kearsarge Solar LLC,MA,ISNE,0,0,0,602,6390,1,0,0,0,0,0,0,602,6390,1
2016,10805,Kenilworth Energy Facility,5530,E F Kenilworth LLC,NJ,PJM,0,0,0,0,0,0,9481,86636,1,0,0,0,9481,86636,1
2016,58243,Kent County - Worton Complex,57081,"WGL Energy Systems, Inc",MD,PJM,0,0,0,160,1863,1,0,0,0,0,0,0,160,1863,1
2016,58239,Kent County-Kennedyville,57081,"WGL Energy Systems, Inc",MD,PJM,0,0,0,161,1776,1,0,0,0,0,0,0,161,1776,1
2016,58240,Kit Carson,57081,"WGL Energy Systems, Inc",NM,PNM,0,0,0,500,3018,1,0,0,0,0,0,0,500,3018,1
2016,57119,Koda Biomass Plant,56413,Koda Energy LLC,MN,MISO,0,0,0,0,0,0,2977,43348,1,0,0,0,2977,43348,1
2016,57009,Kohls San Bernardino Solar Facility,56300,SunE KHL55 San Bernardino LLC,CA,CISO,0,0,0,114,859,1,0,0,0,0,0,0,114,859,1
2016,60765,L'Oreal Franklin,56997,Marina Energy LLC,NJ,PJM,0,0,0,0,0,0,221,1966,1,0,0,0,221,1966,1
2016,60766,L'Oreal Monmouth,56997,Marina Energy LLC,NJ,PJM,0,0,0,0,0,0,426,2904,1,0,0,0,426,2904,1
2016,57868,L'Oreal Piscataway,56997,Marina Energy LLC,NJ,PJM,0,0,0,0,0,0,199,1814,1,0,0,0,199,1814,1
2016,58539,Lake Pleasant WTP,58507,Solar Star Arizona III LLC,AZ,AZPS,0,0,0,2780,15235,1,0,0,0,0,0,0,2780,15235,1
2016,59369,Lakewood Seven Solar LLC,58258,SunRay Power LLC,NJ,PJM,0,0,0,83,1273,1,0,0,0,0,0,0,83,1273,1
2016,58282,Leicester One MA Solar LLC,58258,SunRay Power LLC,MA,ISNE,0,0,0,880,6768,1,0,0,0,0,0,0,880,6768,1
2016,58703,Lenape II,58638,"Lenape Solar II, LLC",IN,MISO,0,0,0,1159,5748,1,0,0,0,0,0,0,1159,5748,1
2016,60073,Leominster,59822,"Syncarpha Massachusetts, LLC",MA,ISNE,0,0,0,460,3189,2,0,0,0,0,0,0,460,3189,2
2016,58231,Lincoln Financial Field,58203,NRG Energy Center Eagles LLC,PA,PJM,0,0,0,440,3694,1,0,0,0,0,0,0,440,3694,1
2016,60060,Lindberg FIeld Solar,59791,Lindberg Field Solar I LLC,CA,CISO,0,0,0,747,5399,1,0,0,0,0,0,0,747,5399,1
2016,60026,Little Rock Pham Solar,57081,"WGL Energy Systems, Inc",CA,LDWP,0,0,0,809,9038,1,0,0,0,0,0,0,809,9038,1
2016,57768,Longwood Gardens,57078,Ecogy Pennsylvania Systems LLC,PA,PJM,0,0,0,162,2039,1,0,0,0,0,0,0,162,2039,1
2016,55217,Los Medanos Energy Center,2843,Los Medanos Energy Center LLC,CA,CISO,0,0,0,0,0,0,13350,492387,2,0,0,0,13350,492387,2
2016,59873,Lowell Solar Landfill,59654,Lowell Solar Landfill LLC,MA,ISNE,0,0,0,246,1840,1,0,0,0,0,0,0,246,1840,1
2016,60769,Lower Cape May HS,56997,Marina Energy LLC,NJ,PJM,0,0,0,178,2590,1,0,0,0,0,0,0,178,2590,1
2016,60496,MEBA,60281,"Altus Power America Management, LLC",MD,PJM,0,0,0,210,2705,1,0,0,0,0,0,0,210,2705,1
2016,57005,Mariani Packing Vacaville Solar,56431,SunE U6 Holdings LLC,CA,CISO,0,0,0,287,1863,1,0,0,0,0,0,0,287,1863,1
2016,58410,Marshfield PV,57081,"WGL Energy Systems, Inc",MA,ISNE,0,0,0,556,5558,1,0,0,0,0,0,0,556,5558,1
2016,58443,Martin Limestone Solar Array,58438,Sunstream Energy LLC,PA,PJM,0,0,0,0,0,0,97,1601,1,0,0,0,97,1601,1
