Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Number of,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Types of Program,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
2016,7140,Georgia Power Co,GA,16749,13916,1526,1,32192,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
2016,7174,Gibson Electric Members Corp,TN,0,356,2,0,358,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,7264,"Glades Electric Coop, Inc",FL,10,25,.,.,35,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,7270,City of Glasgow - (KY),KY,5438,1893,2,0,7333,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,7279,"NextEra Energy Services, LLC",IL,.,1,.,.,1,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,7279,"NextEra Energy Services, LLC",OH,.,1,.,.,1,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,7279,"NextEra Energy Services, LLC",PA,.,3,.,.,3,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,7279,"NextEra Energy Services, LLC",TX,.,4,.,.,4,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,7294,City of Glendale - (CA),CA,16,266,14,.,296,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,7411,City of Gothenburg - (NE),NE,.,.,4,.,4,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,7483,City of Grand Haven - (MI),MI,.,.,52,.,52,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,7563,Grand Valley Power,CO,4,32,.,.,36,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,7601,Green Mountain Power Corp,VT,5476,3338,69,.,8883,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N
2016,7625,City of Greeneville - (TN),TN,0,0,4,0,4,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,7752,Guadalupe Valley Elec Coop Inc,TX,.,33,76,.,109,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,7801,Gulf Power Co,FL,18054,999,96,0,19149,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2016,7826,City of Gunnison - (CO),CO,16,1,.,.,17,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,7827,Guntersville Electric Board,AL,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8122,Harlan Municipal Utilities - (IA),IA,.,4,.,.,4,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8147,City of Harriman - (TN),TN,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8179,Harrison County Rural E M C,IN,161,.,.,.,161,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8212,Hartford Electric,WI,0,26,6,0,32,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8287,Hawaii Electric Light Co Inc,HI,29,12,1,0,42,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8298,Hawkeye Tri-County El Coop Inc,IA,.,11,3,.,14,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8319,Heartland Power Coop,IA,5,29,8,.,42,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8333,Haywood Electric Member Corp,NC,26,20,.,.,46,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8348,City of Healdsburg - (CA),CA,19,9,.,.,28,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8447,Hendricks County Rural E M C,IN,30167,555,1,.,30723,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2016,8566,High Plains Power Inc,WY,523,9,.,.,532,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8570,Highline Electric Assn,CO,7,.,.,.,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8571,Town of High Point,NC,0,191,23,.,214,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N
2016,8574,"Jackson Electric Coop, Inc - (WI)",WI,1,0,0,0,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8699,Inland Power & Light Company,WA,.,.,162,.,162,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8723,City of Holland,MI,.,1,2,.,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8764,"Holston Electric Coop, Inc",TN,0,0,6,0,6,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8773,"Holy Cross Electric Assn, Inc",CO,74,56,.,.,130,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8846,City of Hopkinsville,KY,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,8911,Howard Electric Coop,MO,3368,.,.,.,3368,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9023,City of Humboldt,TN,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9087,Town of Huntersville - (NC),NC,.,.,2,.,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9094,City of Huntsville - (AL),AL,0,0,5,0,5,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9124,Hustisford Utilities,WI,5,9,0,0,14,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9191,Idaho Power Co,ID,1285,218,111,0,1614,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9191,Idaho Power Co,OR,0,6,7,0,13,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9273,Indianapolis Power & Light Co,IN,107,5,4,0,116,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9275,Indianola Municipal Utilities,IA,42,.,.,.,42,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9324,Indiana Michigan Power Co,IN,13705,1960,66,.,15731,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9324,Indiana Michigan Power Co,MI,6079,397,60,.,6536,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9336,Intermountain Rural Elec Assn,CO,79,50,34,0,163,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9417,Interstate Power and Light Co,IA,15179,5943,296,0,21418,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9576,Jackson County Rural E M C - (IN),IN,28,.,.,.,28,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9601,Jackson Electric Member Corp - (GA),GA,444,106,.,.,550,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9612,City of Jackson - (TN),TN,0,1,11,0,12,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9617,JEA,FL,.,150,9,.,159,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9690,Jefferson Utilities,WI,1,18,4,0,23,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9699,"Jemez Mountains Elec Coop, Inc",NM,264,30,0,0,294,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9726,Jersey Central Power & Lt Co,NJ,17098,308,87,1,17494,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
2016,9739,Joe Wheeler Elec Member Corp,AL,0,2,19,0,21,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9750,Jo-Carroll Energy Coop Inc,IL,.,.,16,.,16,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9777,Johnson City - (TN),TN,0,6,9,0,15,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9778,Johnson County Rural E M C,IN,9,35,2,.,46,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,9936,Juneau Utility Comm,WI,0,8,2,0,10,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10000,Kansas City Power & Light Co,KS,50,.,.,.,50,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10000,Kansas City Power & Light Co,MO,34,7,.,.,41,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10005,Kansas Gas & Electric Co,KS,8,277,38,.,323,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N
2016,10056,City of Kaukauna,WI,28,66,9,0,103,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10171,Kentucky Utilities Co,KY,14,470,435,0,919,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10171,Kentucky Utilities Co,VA,0,10,9,0,19,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10331,Kingsport Power Co,TN,24,4,0,0,28,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10376,Kissimmee Utility Authority,FL,.,57,1,.,58,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10378,"Kit Carson Electric Coop, Inc",NM,351,93,.,.,444,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10421,Knoxville Utilities Board,TN,0,9,2,0,11,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10448,Kosciusko County Rural E M C,IN,.,.,3,.,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10539,"La Plata Electric Assn, Inc",CO,2824,.,.,.,2824,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10550,McCook Public Power District,NE,.,.,2,.,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10599,"Lake Region Electric Coop, Inc - (OK)",OK,0,3,1,0,4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10605,Lake Mills Light & Water,WI,0,11,0,0,11,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10618,Lake Region Electric Cooperative - (MN),MN,1,.,.,.,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10623,City of Lakeland - (FL),FL,2183,37,9,0,2229,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10702,Borough of Lansdale,PA,.,1,.,.,1,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10768,"Laurens Electric Coop, Inc",SC,5,48,.,.,53,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10770,City of Laurinburg - (NC),NC,20,.,.,.,20,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10814,City of Le Sueur - (MN),MN,.,.,1,.,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10906,City of Lenoir - (TN),TN,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10960,City of Lewisburg - (TN),TN,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,10968,City of Lexington - (TN),TN,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11018,Lincoln Electric System,NE,0,4,1,0,5,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11053,Linn County REC,IA,34,179,1,.,214,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11085,Town of Littleton - (MA),MA,.,.,31,.,31,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11124,City of Lodi - (CA),CA,0,0,27,0,27,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11125,City of Lodi - (WI),WI,13,6,0,0,19,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11187,City of Longmont,CO,.,.,9,.,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2016,11200,"Lorain-Medina R E C, Inc",OH,14668,1468,11,.,16147,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11208,Los Angeles Department of Water & Power,CA,7156,19481,1682,.,28319,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11222,Loudon Utilities Board,TN,0,1,4,0,5,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11247,Louisville Electric System,MS,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11249,Louisville Gas & Electric Co,KY,32,339,143,0,514,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11479,Madison Gas & Electric Co,WI,541,4280,24,0,4845,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11571,Manitowoc Public Utilities,WI,6,5,78,0,89,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11740,City of Marshfield - (WI),WI,0,0,60,0,60,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11770,City of Martinsville - (VA),VA,.,2,1,.,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11788,Consumers Energy,IA,215,21,3,.,239,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11789,Maryville Utilities,TN,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11843,Maui Electric Co Ltd,HI,52,32,6,.,90,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11871,City of Mayfield Plant Board,KY,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,11910,McLeod Cooperative Power Assn,MN,.,.,3,.,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12199,Montana-Dakota Utilities Co,MT,0,1,8,0,9,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12199,Montana-Dakota Utilities Co,ND,8,249,9,0,266,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12199,Montana-Dakota Utilities Co,SD,0,15,0,0,15,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12199,Montana-Dakota Utilities Co,WY,0,7,0,0,7,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12208,City of McPherson - (KS),KS,.,30,1,.,31,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12260,Mecklenburg Electric Cooperative,VA,.,32,1,.,33,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12265,City of Medford - (WI),WI,1,26,6,.,33,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12298,City of Menasha - (WI),WI,28,51,9,0,88,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12330,Meriwether Lewis Electric Coop,TN,0,1,2,0,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12341,MidAmerican Energy Co,IA,15,625,139,.,779,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12341,MidAmerican Energy Co,IL,3,94,49,.,146,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12341,MidAmerican Energy Co,SD,0,10,2,.,12,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12390,Metropolitan Edison Co,PA,45,0,74,0,119,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12450,Midland Power Coop,IA,.,12,7,.,19,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12470,Middle Tennessee E M C,TN,0,2,6,0,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12472,Middle Georgia El Member Corp,GA,.,.,166,.,166,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12515,"Midwest Electric, Inc",OH,0,28,2,0,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N
2016,12546,Mille Lacs Energy Cooperative,MN,.,.,22,.,22,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2016,12642,Maquoketa Valley Rrl Elec Coop,IA,10174,5780,.,.,15954,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12647,"ALLETE, Inc.",MN,550,.,.,.,550,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2016,12686,Mississippi Power Co,MS,0,0,7,0,7,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12698,KCP&L Greater Missouri Operations Co.,MO,0,79,.,.,79,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12745,Modesto Irrigation District,CA,0,12,159,0,171,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12860,Morgan County Rural Elec Assn,CO,25,.,.,.,25,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12929,South Central Indiana REMC,IN,9,.,.,.,9,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12988,City of Morristown - (TN),TN,0,0,5,0,5,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,12990,Consolidated Electric Coop Inc,OH,.,2,.,.,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
2016,13027,"Mountain Electric Coop, Inc",TN,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13036,Village of Mt. Horeb - (WI),WI,24,7,0,0,31,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13050,"Mountain Parks Electric, Inc",CO,406,25,11,.,442,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13058,"Mountain View Elec Assn, Inc",CO,5,.,.,.,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13119,City of Murfreesboro,TN,0,2,2,0,4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13138,City of Murray - (KY),KY,0,1,2,0,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13145,Village of Muscoda - (WI),WI,0,6,3,0,9,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13216,Nashville Electric Service,TN,0,16,22,0,38,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13318,"Navopache Electric Coop, Inc",AZ,6275,208,.,.,6483,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13337,Nebraska Public Power District,NE,.,42,20,.,62,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13407,Nevada Power Co,NV,4471,2728,1547,0,8746,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13412,City of New Albany - (MS),MS,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13437,City of Newbern,TN,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13438,Village of New Glarus - (WI),WI,0,4,0,0,4,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13448,City of New Holstein - (WI),WI,30,16,0,0,46,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13467,New London Electric&Water Util,WI,0,13,4,0,17,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13481,City of New Richmond,WI,35,21,1,0,57,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13511,New York State Elec & Gas Corp,NY,133571,5651,487,.,139709,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13550,City of Newport,TN,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13561,City of Newton - (NC),NC,.,4,4,.,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13573,Niagara Mohawk Power Corp.,NY,.,2583,422,.,3005,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13640,Northern Virginia Elec Coop,VA,52,11,.,.,63,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13676,"North Arkansas Elec Coop, Inc",AR,.,28,.,.,28,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
2016,13684,Nobles Cooperative Electric,MN,5,.,.,.,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13693,"North Central Elec Coop, Inc",OH,8437,1184,17,.,9638,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13697,North Central Power Co Inc,WI,96,3,5,0,104,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13698,North Central Public Pwr Dist,NE,.,32,.,.,32,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
2016,13716,North Georgia Elec Member Corp,GA,0,35,6,0,41,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13718,City of North Little Rock - (AR),AR,0,23,2,0,25,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13730,City of North St Paul - (MN),MN,.,1,.,.,1,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13735,Northcentral Mississippi E P A,MS,3,1,3,0,7,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13739,Northeast Power,NE,37,.,644,.,681,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2016,13762,"Northern Neck Elec Coop, Inc",VA,2,15,.,.,17,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13780,Northern States Power Co,WI,3,77,118,.,198,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13781,Northern States Power Co - Minnesota,MN,507,12312,355,0,13174,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13781,Northern States Power Co - Minnesota,ND,29,295,23,.,347,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13781,Northern States Power Co - Minnesota,SD,6,321,23,.,350,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13799,Prairie Land Electric Coop Inc,KS,0,0,1,0,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13805,Northwest Rural Pub Pwr Dist,NE,2047,.,.,.,2047,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13815,Northwestern Wisconsin Elec Co,WI,526,55,24,.,605,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13933,City of Oak Ridge,TN,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13936,Oakdale Electric Coop,WI,800,116,32,.,948,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2016,13963,Oconomowoc Utilities,WI,36,65,5,0,106,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,13965,Oconto Falls Water & Light Comm,WI,0,4,0,0,4,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,14006,Ohio Power Co,OH,702397,609,16,.,703022,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2016,14062,Oklahoma Electric Coop Inc,OK,49560,3775,17,.,53352,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2016,14063,Oklahoma Gas & Electric Co,AR,6518,606,52,.,7176,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N
2016,14063,Oklahoma Gas & Electric Co,OK,114698,11138,1078,.,126914,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N
2016,14078,City of Okolona,MS,0,123,0,0,123,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,14127,Omaha Public Power District,NE,0,106,3,.,109,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2016,14146,City of Opelika - (AL),AL,.,1,2,.,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
