,|Data Year|,|Utility Number|,|Utility Name|,|State|,|County|
0,2016,97,Adams Electric Coop,IL,Adams
1,2016,97,Adams Electric Coop,IL,Brown
2,2016,97,Adams Electric Coop,IL,Schuyler
3,2016,229,City of Albany - (IL),IL,Whiteside
4,2016,366,City of Allendale- (IL),IL,Wabash
5,2016,406,City of Altamont - (IL),IL,Effingham
6,2016,1325,City of Batavia - (IL),IL,Kane
7,2016,1648,Village of Bethany - (IL),IL,Moultrie
8,2016,2188,City of Breese - (IL),IL,Clinton
9,2016,2634,City of Bushnell - (IL),IL,McDonough
10,2016,2776,Cairo Public Utility Company,IL,Alexander
11,2016,2776,Cairo Public Utility Company,IL,Pulaski
12,2016,3037,City of Carlyle - (IL),IL,Clinton
13,2016,3040,City of Carmi - (IL),IL,White
14,2016,3153,City of Casey - (IL),IL,Clark
15,2016,3405,Village of Chatham - (IL),IL,Sangamon
16,2016,3726,Clay Electric Coop Inc,IL,Clay
17,2016,3726,Clay Electric Coop Inc,IL,Effingham
18,2016,3726,Clay Electric Coop Inc,IL,Fayette
19,2016,3726,Clay Electric Coop Inc,IL,Jasper
20,2016,3726,Clay Electric Coop Inc,IL,Marion
21,2016,3726,Clay Electric Coop Inc,IL,Richland
22,2016,3726,Clay Electric Coop Inc,IL,Wayne
23,2016,3806,"Clinton County Elec Coop, Inc",IL,Clinton
24,2016,3806,"Clinton County Elec Coop, Inc",IL,Fayette
25,2016,3806,"Clinton County Elec Coop, Inc",IL,Madison
26,2016,3806,"Clinton County Elec Coop, Inc",IL,Marion
27,2016,3806,"Clinton County Elec Coop, Inc",IL,St Clair
28,2016,3806,"Clinton County Elec Coop, Inc",IL,Washington
29,2016,3931,Coles-Moultrie Electric Coop,IL,Clark
30,2016,3931,Coles-Moultrie Electric Coop,IL,Coles
31,2016,3931,Coles-Moultrie Electric Coop,IL,Cumberland
32,2016,3931,Coles-Moultrie Electric Coop,IL,Douglas
33,2016,3931,Coles-Moultrie Electric Coop,IL,Edgar
34,2016,3931,Coles-Moultrie Electric Coop,IL,Moultrie
35,2016,3931,Coles-Moultrie Electric Coop,IL,Piatt
36,2016,3931,Coles-Moultrie Electric Coop,IL,Shelby
37,2016,4110,Commonwealth Edison Co,IL,Boone
38,2016,4110,Commonwealth Edison Co,IL,Bureau
39,2016,4110,Commonwealth Edison Co,IL,Carroll
40,2016,4110,Commonwealth Edison Co,IL,Cook
41,2016,4110,Commonwealth Edison Co,IL,DeKalb
42,2016,4110,Commonwealth Edison Co,IL,DuPage
43,2016,4110,Commonwealth Edison Co,IL,Ford
44,2016,4110,Commonwealth Edison Co,IL,Grundy
45,2016,4110,Commonwealth Edison Co,IL,Jo Daviess
46,2016,4110,Commonwealth Edison Co,IL,Kane
47,2016,4110,Commonwealth Edison Co,IL,Kankakee
48,2016,4110,Commonwealth Edison Co,IL,Kendall
49,2016,4110,Commonwealth Edison Co,IL,LaSalle
50,2016,4110,Commonwealth Edison Co,IL,Lake
51,2016,4110,Commonwealth Edison Co,IL,Lee
