,|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..Part|,|Utility Characteristics..Service Type|,"|Utility Characteristics..""Data Type O = Observed I = Imputed""|",|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|Utility Characteristics.BA Code|,|RESIDENTIAL.Revenues.Thousand Dollars|,|RESIDENTIAL.Sales.Megawatthours|,|RESIDENTIAL.Customers.Count|,|COMMERCIAL.Revenues.Thousand Dollars|,|COMMERCIAL.Sales.Megawatthours|,|COMMERCIAL.Customers.Count|,|INDUSTRIAL.Revenues.Thousand Dollars|,|INDUSTRIAL.Sales.Megawatthours|,|INDUSTRIAL.Customers.Count|,|TRANSPORTATION.Revenues.Thousand Dollars|,|TRANSPORTATION.Sales.Megawatthours|,|TRANSPORTATION.Customers.Count|,|TOTAL.Revenues.Thousand Dollars|,|TOTAL.Sales.Megawatthours|,|TOTAL.Customers.Count|
18,2016,7279.0,"NextEra Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,2318.6,30399,387,0,0,0,0,0,0,2318.6,30399,387
19,2016,7554.0,Green Mountain Energy Company,B,Energy,O,IL,Retail Power Marketer,PJM,15805.7,149981,19522,8.2,83,1,0,0,0,0,0,0,15813.9,150064,19523
20,2016,8573.0,City of Highland,A,Bundled,O,IL,Municipal,MISO,7469.4,66853,5792,953.6,8888,652,5067.1,53468,162,.,.,.,13490.1,129209,6606
21,2016,8824.0,M J M Electric Cooperative Inc,A,Bundled,O,IL,Cooperative,MISO,17008,110121,9079,2535,20878,203,.,.,.,.,.,.,19543,130999,9282
22,2016,9209.0,Illinois Rural Electric Coop,A,Bundled,O,IL,Cooperative,MISO,20891,123639,10061,8248,59637,278,.,.,.,.,.,.,29139,183276,10339
23,2016,9750.0,Jo-Carroll Energy Coop Inc,A,Bundled,O,IL,Cooperative,MISO,24930,153879,18179,7024.5,68402,2578,23516.9,309040,476,.,.,.,55471.4,531321,21233
24,2016,12341.0,MidAmerican Energy Co,A,Bundled,O,IL,Investor Owned,MISO,69235,649622,74298,49462.4,649453,10554,35338.2,640745,49,.,.,.,154035.6,1939820,84901
25,2016,12341.0,MidAmerican Energy Co,C,Delivery,O,IL,Investor Owned,MISO,28,520,98,1270.8,49882,321,239,12381,2,.,.,.,1537.8,62783,421
26,2016,12395.0,Menard Electric Coop,A,Bundled,O,IL,Cooperative,MISO,17543.2,117766,9077,3604.7,25797,566,6850.6,60668,1203,.,.,.,27998.5,204231,10846
27,2016,12803.0,"Monroe County Elec Coop, Inc",A,Bundled,O,IL,Cooperative,MISO,14461,101668,7126,1668,13427,129,88,186,31,.,.,.,16217,115281,7286
28,2016,13032.0,Mt Carmel Public Utility Co,A,Bundled,O,IL,Investor Owned,MISO,6484.9,49634,4430,2165.2,16125,849,2953.8,26380,98,0,0,0,11603.9,92139,5377
29,2016,13208.0,City of Naperville - (IL),A,Bundled,O,IL,Municipal,PJM,65303.8,534759,52824,81804.4,777741,6264,6637.3,72931,9,.,.,.,153745.5,1385431,59097
30,2016,13292.0,Norris Electric Coop,A,Bundled,O,IL,Cooperative,MISO,31898.7,247385,17575,9813.9,86799,2061,2065.5,16654,10,.,.,.,43778.1,350838,19646
31,2016,13374.0,"Constellation NewEnergy, Inc",B,Energy,O,IL,Retail Power Marketer,PJM,52577,748334,75378,652382,12040760,5457,240031,4689829,524,26405,510032,1,971395,17988955,81360
32,2016,14840.0,City of Peru - (IL),A,Bundled,O,IL,Municipal,MISO,4301,39147,4752,10386,113678,1089,10154,102733,9,.,.,.,24841,255558,5850
33,2016,15388.0,City of Princeton - (IL),A,Bundled,O,IL,Municipal,MISO,3147,30737,3802,1957,16201,674,4632,51997,56,.,.,.,9736,98935,4532
34,2016,15686.0,Village of Rantoul - (IL),A,Bundled,O,IL,Municipal,MISO,5879,44103,5613,1459,19783,482,9068,92688,73,.,.,.,16406,156574,6168
35,2016,16179.0,Rochelle Municipal Utilities,A,Bundled,O,IL,Municipal,PJM,5536,46803,5967,6723,44352,1021,23748,243102,40,.,.,.,36007,334257,7028
36,2016,16196.0,Rock Energy Cooperative,A,Bundled,O,IL,Cooperative,MISO,11218,86199,9175,8394,82639,1034,4890,57604,19,.,.,.,24502,226442,10228
37,2016,16420.0,Rural Electric Conven Coop,A,Bundled,O,IL,Cooperative,MISO,12147.4,84043,5465,1804.7,13450,331,1166.5,10782,6,.,.,.,15118.6,108275,5802
38,2016,16740.0,Scenic Rivers Energy Coop,A,Bundled,O,IL,Cooperative,MISO,30,242,13,.,.,.,.,.,.,.,.,.,30,242,13
39,2016,16840.0,"Calpine Energy Solutions, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,237757.7,5115079,177,30705.5,638360,22,0,0,0,268463.2,5753439,199
40,2016,17040.0,"Shelby Electric Coop, Inc",A,Bundled,O,IL,Cooperative,MISO,20687,124772,9634,4229,37067,161,8415,87562,18,.,.,.,33331,249401,9813
41,2016,17585.0,"Southeastern IL Elec Coop, Inc",A,Bundled,O,IL,Cooperative,MISO,39502,315180,21860,12322,99098,2186,52730,612451,31,.,.,.,104554,1026729,24077
42,2016,17631.0,Southern Illinois Elec Coop,A,Bundled,O,IL,Cooperative,MISO,22485,152208,10391,2894,22282,443,963,10648,2,.,.,.,26342,185138,10836
43,2016,17697.0,Southwestern Electric Coop Inc - (IL),A,Bundled,O,IL,Cooperative,MISO,40951.9,309112,22244,11958.1,103356,578,4060.6,12792,7,0,0,0,56970.6,425260,22829
44,2016,17710.0,"Spark Energy, LP",B,Energy,O,IL,Retail Power Marketer,MISO,28175,261635,37405,6442.3,59823,493,0,0,0,0,0,0,34617.3,321458,37898
45,2016,17828.0,City of Springfield - (IL),A,Bundled,O,IL,Municipal,MISO,75651.5,612517,59802,141829.5,1036522,11503,.,.,.,.,.,.,217481,1649039,71305
46,2016,17860.0,City of St Charles - (IL),A,Bundled,O,IL,Municipal,PJM,16936.7,122978,13305,21299.8,172535,2259,21821.4,232242,46,.,.,.,60057.9,527755,15610
47,2016,18193.0,Direct Energy Business,B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,455969.8,8151105,10090,0,0,0,9,156,1,455978.8,8151261,10091
48,2016,18955.0,"Tri-County Electric Coop, Inc",A,Bundled,O,IL,Cooperative,MISO,33128.5,234214,15743,4407,38734,343,8310.4,96442,42,0,0,0,45845.9,369390,16128
49,2016,19107.0,ENGIE Resources LLC,B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,143291,2310396,192,61851,997257,83,0,0,0,205142,3307653,275
50,2016,20222.0,Wayne-White Counties Elec Coop,A,Bundled,O,IL,Cooperative,MISO,22711,150180,11953,7663,65471,1448,11786,143208,165,.,.,.,42160,358859,13566
51,2016,20824.0,Village of Winnetka - (IL),A,Bundled,O,IL,Municipal,PJM,9788,82800,4483,4331,39965,578,.,.,.,.,.,.,14119,122765,5061
52,2016,21795.0,"Constellation Energy Services, Inc.",B,Energy,O,IL,Retail Power Marketer,MISO,168670.9,2439081,260982,301042.7,5284570,24521,0,0,0,0,0,0,469713.6,7723651,285503
53,2016,49730.0,American PowerNet,B,Energy,O,IL,Retail Power Marketer,PJM,0,0,0,17815,386635,3,0,0,0,0,0,0,17815,386635,3
54,2016,50046.0,"Texas Retail Energy, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,28842.9,643821,203,0,0,0,0,0,0,28842.9,643821,203
55,2016,50153.0,"APN Starfirst, L.P.",B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,0,0,0,696,18694,1,0,0,0,696,18694,1
56,2016,54820.0,Direct Energy Services,B,Energy,O,IL,Retail Power Marketer,MISO,74375.3,853872,96475,48805.1,667244,25324,0,0,0,0,0,0,123180.4,1521116,121799
57,2016,54862.0,Champion Energy Services,B,Energy,O,IL,Retail Power Marketer,MISO,2678,35422,3153,89177,1725552,1505,0,0,0,0,0,0,91855,1760974,4658
58,2016,54871.0,Glacial Energy Holdings,B,Energy,O,IL,Retail Power Marketer,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
59,2016,55722.0,AEP Energy,B,Energy,O,IL,Retail Power Marketer,PJM,4842,74843,7152,135559,1834963,7053,0,0,0,0,0,0,140401,1909806,14205
60,2016,55781.0,Liberty Power Corp.,B,Energy,O,IL,Retail Power Marketer,MISO,40552,408790,64292,40565,722516,3196,0,0,0,0,0,0,81117,1131306,67488
61,2016,55815.0,"IDT Energy, Inc.",B,Energy,O,IL,Retail Power Marketer,PJM,26102.5,285646,49110,1513.1,21337,969,0,0,0,0,0,0,27615.6,306983,50079
62,2016,55874.0,"Energy Services Providers, Inc",B,Energy,O,IL,Retail Power Marketer,MISO,17524.5,210909,22404,6464,96024,1838,0,0,0,0,0,0,23988.5,306933,24242
63,2016,55878.0,Hudson Energy Services,B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,143443.9,2414020,4304,0,0,0,0,0,0,143443.9,2414020,4304
64,2016,56212.0,"Ambit Energy Holdings, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,38118.6,502607,53964,11126.3,184120,6154,0,0,0,0,0,0,49244.9,686727,60118
65,2016,56265.0,Energy Plus Holdings LLC,B,Energy,O,IL,Retail Power Marketer,PJM,34387.4,260972,29742,3632.4,27553,1160,0,0,0,0,0,0,38019.8,288525,30902
66,2016,56379.0,"MC Squared Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,30693,453923,30830,36078,516497,3517,3161,54844,44,0,0,0,69932,1025264,34391
67,2016,56504.0,Major Energy Electric Services,B,Energy,O,IL,Retail Power Marketer,PJM,1473,15836,2451,748,7993,1345,0,0,0,0,0,0,2221,23829,3796
68,2016,56697.0,Ameren Illinois Company,A,Bundled,O,IL,Investor Owned,MISO,483746.4,4651802,429476,268788.3,3051397,65794,33915.2,707537,333,0,0,0,786449.9,8410736,495603
69,2016,56697.0,Ameren Illinois Company,C,Delivery,O,IL,Investor Owned,MISO,410693.4,6859521,633039,282576.6,10034307,94722,62134.6,11030394,652,472.9,18337,1,755877.5,27942559,728414
70,2016,56775.0,Entrust Energy,B,Energy,O,IL,Retail Power Marketer,PJM,3693,45988,6492,1410,22231,212,0,0,0,0,0,0,5103,68219,6704
71,2016,57037.0,Reliant Energy Northeast LLC,B,Energy,O,IL,Retail Power Marketer,PJM,29192.4,331518,45351,1641.6,15961,311,286.8,4789,4,0,0,0,31120.8,352268,45666
72,2016,57067.0,"ENGIE Retail, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,65,939,110,1657,24153,326,0,0,0,0,0,0,1722,25092,436
73,2016,57307.0,"Plymouth Rock Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,749.1,9215,1952,4153.5,70985,995,0,0,0,0,0,0,4902.6,80200,2947
74,2016,57428.0,Source Power & Gas LLC,B,Energy,O,IL,Retail Power Marketer,PJM,21.6,318,33,8436.3,165322,50,0,0,0,0,0,0,8457.9,165640,83
75,2016,57488.0,"XOOM Energy Illinois, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,14561,178138,23041,10589.4,137232,3994,0,0,0,0,0,0,25150.4,315370,27035
76,2016,58119.0,Public Power LLC (CT),B,Energy,O,IL,Retail Power Marketer,PJM,4733,48305,5988,19688,312576,1756,0,0,0,0,0,0,24421,360881,7744
77,2016,58162.0,Viridian Energy PA LLC,B,Energy,O,IL,Retail Power Marketer,PJM,11381,136939,15874,5630,71874,2344,0,0,0,0,0,0,17011,208813,18218
78,2016,58314.0,"Palmco Power IL, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,8889,63827,8903,30,228,17,0,0,0,0,0,0,8919,64055,8920
79,2016,58667.0,"North American Power and Gas, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,7733,64029,7495,341.5,2777,168,0,0,0,0,0,0,8074.5,66806,7663
80,2016,58683.0,Everyday Energy LLC,B,Energy,O,IL,Retail Power Marketer,PJM,972,15743,1703,0,0,0,0,0,0,0,0,0,972,15743,1703
81,2016,58951.0,"Ethical Electric, Inc",B,Energy,O,IL,Retail Power Marketer,PJM,7914,79430,12882,98,992,130,0,0,0,0,0,0,8012,80422,13012
82,2016,58952.0,Sperian Energy Corp,B,Energy,O,IL,Retail Power Marketer,PJM,10543.2,122256,14002,624.5,8052,430,0,0,0,0,0,0,11167.7,130308,14432
83,2016,58953.0,"Star Energy Partners, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,4104,49119,6883,119,1669,2,0,0,0,0,0,0,4223,50788,6885
84,2016,58956.0,"SmartEnergy Holdings, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,2321,28112,5917,0,0,0,0,0,0,0,0,0,2321,28112,5917
85,2016,58957.0,"Interstate Gas Supply, Inc.",B,Energy,O,IL,Retail Power Marketer,PJM,34769,420930,49349,7157,112393,1304,0,0,0,0,0,0,41926,533323,50653
86,2016,58965.0,Energy.Me Midwest LLC,B,Energy,O,IL,Retail Power Marketer,PJM,3159,44790,3636,40007,579356,4269,0,0,0,0,0,0,43166,624146,7905
87,2016,58965.0,Energy.Me Midwest LLC,B,Energy,O,IL,Retail Power Marketer,MISO,103,2022,130,11995,194480,1950,0,0,0,0,0,0,12098,196502,2080
88,2016,58972.0,"Realgy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,10882,183418,18607,6178,107711,1875,.,.,.,.,.,.,17060,291129,20482
89,2016,58974.0,Clearview Electric Inc.,B,Energy,O,IL,Retail Power Marketer,MISO,9548,107743,14789,0,0,0,0,0,0,0,0,0,9548,107743,14789
90,2016,59054.0,"Eligo Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,21197.2,286516,30663,3922.8,56945,1303,0,0,0,0,0,0,25120,343461,31966
91,2016,59088.0,"Nordic Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,5112,74901,6076,29911,465589,3770,0,0,0,0,0,0,35023,540490,9846
92,2016,59088.0,"Nordic Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,8260,121790,11058,11242,194738,2720,0,0,0,0,0,0,19502,316528,13778
93,2016,59385.0,"Dynegy Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,99943,1522632,158086,201909,2873779,1478,7326,104791,18,7432,152082,1,316610,4653284,159583
94,2016,59472.0,Agera Energy LLC,B,Energy,O,IL,Retail Power Marketer,PJM,142.9,2163,10,5795.9,98813,1389,0,0,0,0,0,0,5938.8,100976,1399
95,2016,59472.0,Agera Energy LLC,B,Energy,O,IL,Retail Power Marketer,MISO,15.2,279,15,3130.2,53098,1389,0,0,0,0,0,0,3145.4,53377,1404
96,2016,59619.0,"EDF Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,0,0,0,0,0,0,95497,2456971,8,0,0,0,95497,2456971,8
97,2016,59620.0,Verde Energy USA,B,Energy,O,IL,Retail Power Marketer,PJM,15036,176469,21545,0,0,0,0,0,0,0,0,0,15036,176469,21545
98,2016,59785.0,Iron Energy LLC dba Kona Energy,B,Energy,O,IL,Retail Power Marketer,MISO,465.5,6596,1456,5603.5,91861,1118,.,.,.,.,.,.,6069,98457,2574
99,2016,59795.0,"Starion Energy PA, Inc.",B,Energy,O,IL,Retail Power Marketer,PJM,15386.7,166106,21633,344.2,3893,245,0,0,0,0,0,0,15730.9,169999,21878
100,2016,59808.0,MP2 Energy LLC,B,Energy,O,IL,Retail Power Marketer,PJM,0,0,0,2296.6,46863,133,11982.5,425063,60,0,0,0,14279.1,471926,193
101,2016,59809.0,"Residents Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,13.3,211,160,.,.,.,.,.,.,.,.,.,13.3,211,160
102,2016,59811.0,Santanna Energy Services,B,Energy,O,IL,Retail Power Marketer,PJM,11396,164226,20178,1597,24508,438,0,0,0,0,0,0,12993,188734,20616
103,2016,59813.0,"Oasis Power, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,1269.4,15380,2168,1278,19488,370,0,0,0,0,0,0,2547.4,34868,2538
104,2016,59815.0,"HIKO Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,903.2,9153,1262,0.9,9,1,0,0,0,0,0,0,904.1,9162,1263
105,2016,59820.0,"Mansfield Power and Gas, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,.,.,.,42.2,745,4,.,.,.,.,.,.,42.2,745,4
106,2016,59847.0,Sustainable Star LLC,B,Energy,O,IL,Retail Power Marketer,PJM,0,0,0,0,0,0,209.4,2782,16,0,0,0,209.4,2782,16
107,2016,59848.0,"ResCom Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,10.2,66,12,0,0,0,0,0,0,0,0,0,10.2,66,12
108,2016,59931.0,"MidAmerican Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,21736.9,307467,33360,113907.6,1832285,7713,94840.3,1677147,168,0,0,0,230484.8,3816899,41241
109,2016,59931.0,"MidAmerican Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,203.2,3515,417,17630,325927,1763,29756.8,592776,38,0,0,0,47590,922218,2218
110,2016,59958.0,"Mega Energy of Illinois, LLC",A,Bundled,O,IL,Retail Power Marketer,PJM,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0
111,2016,59958.0,"Mega Energy of Illinois, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,1529.8,18543,2822,1438.6,37080,117,.,.,.,.,.,.,2968.4,55623,2939
112,2016,60585.0,Aspirity Energy LLC,B,Energy,O,IL,Retail Power Marketer,PJM,941.9,12073,5834,0,0,0,0,0,0,0,0,0,941.9,12073,5834
113,2016,99999.0,Adjustment 2016,A,Bundled,I,IL,,PJM,0,0,0,0,0,0,7407,357965,1,0,0,0,7407,357965,1
114,2016,99999.0,Adjustment 2016,A,Bundled,I,IL,,MISO,110541.1,814067,79630,59500.9,522439,9564,17920,196650,451,0,0,0,187962,1533156,89645
115,2016,99999.0,Adjustment 2016,B,Energy,I,IL,,PJM,258884.7,3350913,423119,143607.6,1662949,129171,935456.9,17161547,1004,-8415.8,-161902,0,1329533.5,22013507,553294
116,2016,99999.0,Adjustment 2016,B,Energy,I,IL,,MISO,-243179.2,-3642202,-514557,-1168811,-21116702,988,315698.9,5401360,365,-438.2,-5308,-1,-1096729.6,-19362852,-513205
