,|Utility Characteristics.Year|,|Utility Characteristics.State|,|Utility Characteristics.Utility Number|,|Utility Characteristics.Utility Name|,|Utility Characteristics.BA_CODE|,|Number and Capacity (MW).Number of Generators|,|Number and Capacity (MW).Total Capacity|,|Number and Capacity (MW).Capacity Back-up Only|,|Number and Capacity (MW).Capacity Utility Owned|,|Photovoltaic.Type|,|Photovoltaic.Residential|,|Photovoltaic.Commercial|,|Photovoltaic.Industrial|,|Photovoltaic.Transportation|,|Photovoltaic.Direct Connected|,|Photovoltaic.Total|,|Storage.Residential|,|Storage.Commercial|,|Storage.Industrial|,|Storage.Transportation|,|Storage.Direct Connected|,|Storage.Total|,|Wind.Residential|,|Wind.Commercial|,|Wind.Industrial|,|Wind.Transportation|,|Wind.Direct Connected|,|Wind.Total|,|Hydroelectric.Residential|,|Hydroelectric.Commercial|,|Hydroelectric.Industrial|,|Hydroelectric.Transportation|,|Hydroelectric.Direct Connected|,|Hydroelectric.Total|,|Fuel Cells.Residential|,|Fuel Cells.Commercial|,|Fuel Cells.Industrial|,|Fuel Cells.Transportation|,|Fuel Cells.Direct Connected|,|Fuel Cells.Total|,|Internal Combustion.Residential|,|Internal Combustion.Commercial|,|Internal Combustion.Industrial|,|Internal Combustion.Transportation|,|Internal Combustion.Direct Connected|,|Internal Combustion.Total|,|Combustion Turbine.Residential|,|Combustion Turbine.Commercial|,|Combustion Turbine.Industrial|,|Combustion Turbine.Transportation|,|Combustion Turbine.Direct Connected|,|Combustion Turbine.Total|,|Steam.Residential|,|Steam.Commercial|,|Steam.Industrial|,|Steam.Transportation|,|Steam.Direct Connected|,|Steam.Total|,|Other.Residential|,|Other.Commercial|,|Other.Industrial|,|Other.Transportation|,|Other.Direct Connected|,|Other.Total|,|Total.Residential|,|Total.Commercial|,|Total.Industrial|,|Total.Transportation|,|Total.Direct Connected|,|.Total|
0,2016,IL,97.0,Adams Electric Coop,MISO,1.0,0.9,.,0.9,AC,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,0.9,0.9,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0,0,0,0.9,0.9
1,2016,IL,4110.0,Commonwealth Edison Co,PJM,383.0,7.641,0,0,AC,0.511,5.91,.,.,.,6.421,.,0.45,.,.,.,0.45,0.018,0.252,.,.,.,0.27,.,.,.,.,.,0,.,.,.,.,.,0,.,0.5,.,.,.,0.5,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0.529,7.112,0,0,0,7.641
2,2016,IL,9750.0,Jo-Carroll Energy Coop Inc,MISO,1.0,0.4,0,0,AC,.,0.4,.,.,.,0.4,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0.4,0,0,0,0.4
3,2016,IL,12341.0,MidAmerican Energy Co,MISO,22.0,13.36,0,3.6,AC,.,0.01,.,.,.,0.01,.,.,.,.,.,0,.,0.01,.,.,.,0.01,.,.,3.44,.,5.6,9.04,.,.,.,.,.,0,.,.,0.3,.,4,4.3,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0.02,3.74,0,9.6,13.36
4,2016,IL,17697.0,Southwestern Electric Coop Inc - (IL),MISO,36.0,0.684,0,0,,0.671,.,.,.,.,0.671,.,.,.,.,.,0,0.013,.,.,.,.,0.013,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0.684,0,0,0,0,0.684
5,2016,IL,56697.0,Ameren Illinois Company,MISO,57.0,5.614,.,.,AC,.,2.352,0.137,.,.,2.489,.,.,.,.,.,0,.,2.375,.,.,.,2.375,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,0.75,.,.,0.75,0,4.727,0.887,0,0,5.614
