,date,county,max_num_people_out,duration,customer_mins,wind_speed_mph
0,04/27/2016,Adams,6.0,255.0,345.0,56.00
1,07/07/2016,Adams,1986.0,3555.0,290010.0,52.00
2,07/13/2016,Adams,6703.0,645.0,1296975.0,56.00
3,07/19/2016,Adams,1080.0,1380.0,51300.0,54.00
4,07/07/2016,Alexander,12.0,660.0,2460.0,56.00
5,05/07/2016,Bond,268.0,645.0,24105.0,52.00
6,07/13/2016,Bond,1379.0,150.0,116490.0,56.00
7,03/16/2016,Boone,48.0,405.0,5445.0,50.00
8,02/19/2016,Bureau,195.0,330.0,19665.0,52.00
9,06/22/2016,Bureau,18.0,210.0,1125.0, 
10,07/13/2016,Bureau,1568.0,1260.0,149250.0,60.00
11,05/07/2016,Calhoun,929.0,90.0,55785.0,52.00
12,07/13/2016,Calhoun,1.0,3000.0,3000.0,56.00
13,07/19/2016,Calhoun,248.0,105.0,18435.0,52.00
14,02/19/2016,Carroll,26.0,255.0,855.0,52.00
15,05/28/2016,Carroll,7.0,90.0,360.0,52.00
16,02/28/2016,Champaign,347.0,315.0,34200.0,43.00
17,04/02/2016,Champaign,754.0,885.0,211440.0,52.00
18,05/11/2016,Champaign,2489.0,435.0,151815.0,61.00
19,06/20/2016,Champaign,234.0,750.0,81705.0,52.00
20,07/13/2016,Champaign,1231.0,1230.0,85185.0,61.00
21,07/18/2016,Champaign,477.0,1185.0,47880.0,52.00
22,09/09/2016,Champaign,17.0,240.0,600.0, 
23,04/02/2016,Christian,39.0,450.0,1080.0,52.00
24,07/13/2016,Christian,718.0,165.0,52155.0,61.00
25,06/15/2016,Clark,687.0,150.0,82785.0,52.00
26,07/13/2016,Clark,1.0,120.0,120.0,61.00
27,04/26/2016,Clay,4.0,405.0,1620.0,61.00
28,05/07/2016,Clay,4.0,30.0,90.0,61.00
29,07/13/2016,Clay,6.0,135.0,285.0,61.00
30,05/07/2016,Clinton,181.0,90.0,6990.0,56.00
31,05/11/2016,Clinton,219.0,585.0,18585.0,66.00
32,07/13/2016,Clinton,650.0,270.0,43650.0,56.00
33,06/15/2016,Coles,2773.0,360.0,280980.0,52.00
34,07/06/2016,Coles,719.0,3120.0,94260.0,52.00
35,07/13/2016,Coles,5322.0,540.0,359670.0,61.00
36,08/26/2016,Coles,3.0,270.0,540.0,52.00
37,01/11/2016,Cook,1981.0,840.0,311505.0, 
38,01/18/2016,Cook,1752.0,825.0,141240.0, 
39,02/19/2016,Cook,92713.0,825.0,10584090.0,50.00
40,03/16/2016,Cook,12280.0,750.0,2399760.0,50.00
41,04/02/2016,Cook,4962.0,870.0,739350.0,51.00
42,06/22/2016,Cook,2799.0,720.0,424740.0,50.00
43,07/06/2016,Cook,108.0,4605.0,249480.0,60.00
44,05/07/2016,Crawford,494.0,15.0,7410.0,61.00
45,06/15/2016,Crawford,1156.0,120.0,95685.0,61.00
46,07/06/2016,Crawford,1127.0,390.0,85995.0,52.00
47,07/06/2016,Cumberland,7.0,6255.0,7965.0,52.00
48,07/13/2016,Cumberland,32.0,135.0,1905.0,61.00
49,04/02/2016,De Witt,124.0,420.0,14445.0,52.00
50,05/13/2016,De Witt,1.0,435.0,435.0,39.00
51,06/20/2016,De Witt,9.0,120.0,645.0,52.00
52,07/13/2016,De Witt,3.0,690.0,840.0,61.00
53,08/25/2016,De Witt,6.0,870.0,1965.0,52.00
54,08/26/2016,De Witt,8.0,285.0,555.0,52.00
55,04/02/2016,Douglas,53.0,285.0,6915.0,52.00
56,11/02/2016,Douglas,1.0,3210.0,3210.0,52.00
57,04/02/2016,Edgar,5.0,255.0,660.0,52.00
58,07/13/2016,Edgar,32.0,135.0,1215.0,61.00
59,08/26/2016,Edgar,640.0,240.0,61155.0,52.00
60,02/28/2016,Edwards,8.0,150.0,1200.0,39.00
61,04/02/2016,Edwards,99.0,450.0,10830.0,39.00
62,04/06/2016,Edwards,5.0,150.0,615.0,39.00
63,02/28/2016,Effingham,7.0,735.0,1185.0,43.00
64,05/11/2016,Effingham,5.0,360.0,540.0,61.00
65,07/13/2016,Effingham,114.0,270.0,3765.0,61.00
66,05/07/2016,Fayette,41.0,60.0,2415.0,52.00
67,07/13/2016,Fayette,1080.0,105.0,58290.0,56.00
68,10/19/2016,Fayette,2.0,150.0,195.0,56.00
69,04/02/2016,Ford,3.0,4200.0,4545.0,56.00
70,02/19/2016,Franklin,391.0,495.0,21135.0,39.00
71,02/28/2016,Franklin,4.0,435.0,690.0,39.00
72,05/11/2016,Franklin,2.0,30.0,60.0, 
73,07/13/2016,Franklin,4327.0,120.0,204855.0,74.00
74,03/15/2016,Fulton,1.0,30.0,30.0, 
75,06/22/2016,Fulton,532.0,570.0,83820.0,52.00
76,07/24/2016,Fulton,4.0,195.0,690.0,52.00
77,02/28/2016,Gallatin,3.0,45.0,105.0,43.00
78,04/06/2016,Gallatin,2416.0,300.0,40950.0,52.00
79,07/15/2016,Gallatin,9.0,180.0,1620.0,52.00
80,05/07/2016,Greene,204.0,210.0,24615.0,56.00
81,02/19/2016,Grundy,730.0,165.0,40350.0,50.00
82,06/22/2016,Grundy,353.0,1455.0,6750.0, 
83,05/11/2016,Hamilton,141.0,165.0,13650.0,52.00
84,02/19/2016,Henry,1443.0,465.0,68400.0,52.00
85,07/06/2016,Henry,14.0,975.0,5445.0,60.00
86,07/13/2016,Henry,29.0,645.0,3300.0,52.00
87,07/23/2016,Henry,9.0,405.0,3255.0,61.00
88,06/22/2016,Iroquois,13.0,360.0,1800.0, 
89,02/19/2016,Jackson,63.0,675.0,8280.0,52.00
90,02/28/2016,Jackson,73.0,195.0,10995.0,42.00
91,03/22/2016,Jackson,24.0,315.0,3270.0,48.00
92,05/11/2016,Jackson,11.0,795.0,1155.0,52.00
