,date,county,max_num_people_out,duration,customer_mins,wind_speed_mph
0,06/07/2015,Adams,286.0,105.0,17955.0,56.00
1,06/11/2015,Adams,1.0,1755.0,1755.0,56.00
2,06/22/2015,Adams,13.0,675.0,2940.0,61.00
3,07/13/2015,Adams,3192.0,1200.0,305265.0,64.00
4,11/11/2015,Adams,7.0,60.0,210.0,56.00
5,07/08/2015,Alexander,1.0,75.0,75.0, 
6,07/09/2015,Alexander,666.0,1140.0,423975.0,52.00
7,12/13/2015,Alexander,2.0,270.0,540.0,47.00
8,07/15/2015,Bond,2.0,2865.0,2970.0,52.00
9,04/09/2015,Boone,56.0,165.0,9240.0, 
10,07/13/2015,Boone,425.0,600.0,50520.0,60.00
11,08/17/2015,Boone,10.0,150.0,765.0,50.00
12,05/26/2015,Bureau,15.0,420.0,4410.0, 
13,06/13/2015,Bureau,21.0,1110.0,4125.0,61.00
14,04/09/2015,Carroll,2.0,15.0,30.0, 
15,05/10/2015,Champaign,290.0,465.0,29355.0,52.00
16,06/07/2015,Champaign,4.0,315.0,735.0, 
17,06/12/2015,Champaign,154.0,750.0,17640.0,52.00
18,06/18/2015,Champaign,197.0,465.0,18855.0,52.00
19,07/25/2015,Champaign,102.0,1290.0,24060.0,52.00
20,12/23/2015,Champaign,83.0,330.0,8895.0,61.00
21,07/14/2015,Clark,687.0,30.0,10380.0,52.00
22,05/10/2015,Coles,2.0,1125.0,1140.0,52.00
23,08/18/2015,Coles,6.0,165.0,330.0,52.00
24,09/04/2015,Coles,45.0,255.0,2910.0,52.00
25,01/03/2015,Cook,757.0,825.0,91860.0, 
26,01/05/2015,Cook,1397.0,825.0,163185.0, 
27,01/07/2015,Cook,23.0,15.0,345.0, 
28,01/12/2015,Cook,606.0,720.0,93225.0, 
29,02/03/2015,Cook,663.0,780.0,143625.0, 
30,05/26/2015,Cook,1382.0,780.0,224940.0, 
31,06/08/2015,Cook,2173.0,810.0,184845.0,50.00
32,07/18/2015,Cook,9344.0,720.0,1419960.0,55.00
33,08/02/2015,Cook,38285.0,780.0,4209330.0,60.00
34,11/12/2015,Cook,8661.0,720.0,2066160.0,60.00
35,12/23/2015,Crawford,6.0,300.0,1350.0,61.00
36,05/24/2015,De Witt,700.0,315.0,92670.0,52.00
37,06/07/2015,De Witt,10.0,690.0,1905.0,61.00
38,12/23/2015,De Witt,30.0,90.0,1665.0,61.00
39,07/14/2015,Douglas,14.0,300.0,1320.0,52.00
40,09/04/2015,Douglas,577.0,90.0,16860.0,52.00
41,12/23/2015,Douglas,5.0,90.0,420.0,61.00
42,12/23/2015,Edwards,8.0,75.0,420.0, 
43,05/30/2015,Effingham,7.0,90.0,630.0,52.00
44,06/14/2015,Fayette,255.0,105.0,14385.0,56.00
45,06/08/2015,Ford,179.0,600.0,43170.0,50.00
46,04/25/2015,Franklin,1.0,3315.0,3315.0,56.00
47,06/19/2015,Franklin,104.0,345.0,5505.0, 
48,06/21/2015,Franklin,107.0,90.0,7770.0,52.00
49,12/23/2015,Franklin,260.0,285.0,59550.0,61.00
50,06/07/2015,Fulton,148.0,630.0,26400.0,61.00
51,11/11/2015,Fulton,31.0,315.0,4770.0,52.00
52,04/25/2015,Gallatin,2.0,60.0,75.0,61.00
53,06/17/2015,Gallatin,98.0,975.0,18390.0,52.00
54,02/19/2015,Grundy,29.0,60.0,1365.0, 
55,06/22/2015,Grundy,5.0,1350.0,1680.0, 
56,08/18/2015,Grundy,67.0,345.0,3420.0,65.00
57,06/07/2015,Hancock,41.0,45.0,1260.0,65.00
58,06/22/2015,Hancock,2.0,930.0,1005.0,61.00
59,07/11/2015,Hancock,1152.0,165.0,19065.0,56.00
60,07/13/2015,Hancock,5.0,1230.0,3750.0,50.00
61,11/11/2015,Hancock,2.0,15.0,30.0,60.00
62,06/07/2015,Henderson,4.0,15.0,60.0,70.00
63,06/10/2015,Henderson,5.0,120.0,465.0,70.00
64,06/20/2015,Henderson,2.0,30.0,45.0,52.00
65,07/16/2015,Henderson,14.0,120.0,1500.0, 
66,05/26/2015,Henry,7.0,1530.0,2055.0, 
67,07/06/2015,Henry,8.0,135.0,990.0,52.00
68,11/11/2015,Henry,6.0,30.0,180.0, 
69,06/07/2015,Iroquois,21.0,135.0,1215.0,55.00
70,09/04/2015,Iroquois,73.0,270.0,5985.0,63.00
71,06/19/2015,Jackson,71.0,585.0,3930.0, 
72,07/09/2015,Jackson,7.0,5040.0,5505.0,50.00
73,11/17/2015,Jackson,19.0,120.0,1260.0,39.00
74,12/13/2015,Jackson,5.0,120.0,540.0,41.00
75,12/23/2015,Jackson,96.0,315.0,5565.0, 
76,12/28/2015,Jackson,57.0,135.0,5295.0,44.00
77,05/10/2015,Jefferson,1.0,105.0,105.0,52.00
78,06/25/2015,Jefferson,20.0,210.0,1050.0,70.00
79,12/23/2015,Jefferson,361.0,345.0,22845.0,61.00
80,05/15/2015,Jersey,78.0,195.0,6330.0,56.00
81,06/20/2015,Jo Daviess,513.0,240.0,44685.0,52.00
82,06/22/2015,Jo Daviess,16.0,525.0,1605.0,78.00
83,06/19/2015,Johnson,154.0,120.0,12150.0, 
84,12/28/2015,Johnson,5.0,150.0,570.0,39.00
85,02/19/2015,Kane,326.0,795.0,5685.0, 
86,11/12/2015,Kane,1495.0,765.0,229185.0,50.00
87,06/07/2015,Kankakee,4382.0,315.0,185565.0,60.00
88,06/22/2015,Kankakee,213.0,810.0,6240.0, 
89,07/13/2015,Kankakee,23.0,570.0,3330.0,60.00
90,07/17/2015,Kankakee,33.0,510.0,2970.0,65.00
91,05/08/2015,Kendall,165.0,120.0,7305.0,53.00
92,06/10/2015,Knox,1.0,285.0,285.0,52.00
93,07/16/2015,Knox,14.0,195.0,1740.0,61.00
94,11/11/2015,Knox,35.0,150.0,2790.0,52.00
95,07/18/2015,Lake,4445.0,975.0,399660.0,55.00
96,08/02/2015,Lake,721.0,675.0,52935.0, 
97,05/15/2015,Lawrence,708.0,1185.0,13200.0,52.00
98,06/19/2015,Lawrence,58.0,180.0,4470.0, 
99,12/23/2015,Lawrence,40.0,135.0,3090.0,61.00
100,01/08/2015,Lee,22.0,255.0,1335.0, 
101,04/09/2015,Lee,45.0,435.0,4290.0, 
102,06/22/2015,Lee,601.0,300.0,79275.0, 
103,08/18/2015,Livingston,10.0,1065.0,1350.0, 
104,12/23/2015,Livingston,2782.0,810.0,112620.0,50.00
105,06/07/2015,Logan,14.0,195.0,1200.0,61.00
106,06/13/2015,Logan,24.0,195.0,1590.0,52.00
107,07/16/2015,Logan,1.0,780.0,780.0,61.00
108,06/20/2015,Macon,2.0,165.0,240.0,52.00
109,08/17/2015,Macon,309.0,210.0,26265.0,52.00
110,11/11/2015,Macon,60.0,330.0,2100.0,43.00
111,12/23/2015,Macon,25.0,1170.0,3795.0,61.00
112,07/11/2015,Macoupin,80.0,60.0,4755.0,52.00
113,07/13/2015,Macoupin,8.0,450.0,1875.0,56.00
114,05/10/2015,Madison,142.0,615.0,15495.0,56.00
115,05/24/2015,Madison,3.0,750.0,825.0,56.00
116,06/12/2015,Madison,111.0,900.0,10605.0,52.00
117,06/25/2015,Madison,40.0,465.0,2160.0,61.00
118,07/06/2015,Madison,48.0,480.0,9045.0,52.00
119,06/19/2015,Marion,4.0,255.0,435.0, 
120,07/13/2015,Marion,8.0,975.0,1605.0,56.00
121,06/10/2015,Marshall,1.0,75.0,75.0,52.00
122,08/18/2015,Marshall,595.0,45.0,17835.0,61.00
123,09/10/2015,Marshall,215.0,285.0,39585.0,52.00
124,06/07/2015,Mason,28.0,495.0,4350.0,61.00
125,06/20/2015,Mason,16.0,1050.0,15765.0,52.00
126,07/11/2015,Mason,1.0,7680.0,7680.0,52.00
127,09/10/2015,Mason,72.0,75.0,3615.0, 
128,06/07/2015,McDonough,369.0,165.0,38115.0,70.00
129,06/08/2015,McDonough,367.0,1380.0,84675.0,61.00
130,11/11/2015,McDonough,390.0,105.0,6195.0,52.00
131,04/09/2015,McHenry,617.0,720.0,99930.0, 
132,07/13/2015,McHenry,1632.0,420.0,236925.0,55.00
133,07/18/2015,McHenry,1162.0,1035.0,117855.0, 
134,08/02/2015,McHenry,327.0,1125.0,21495.0,52.00
135,06/07/2015,McLean,189.0,765.0,23595.0,61.00
136,11/11/2015,McLean,59.0,75.0,3840.0,52.00
137,06/11/2015,Mercer,253.0,1290.0,11655.0, 
138,12/23/2015,Mercer,2.0,15.0,30.0, 
139,08/09/2015,Monroe,559.0,240.0,73260.0,56.00
140,12/23/2015,Monroe,25.0,420.0,2580.0,52.00
141,06/15/2015,Montgomery,3.0,60.0,120.0,56.00
142,07/13/2015,Montgomery,2.0,180.0,195.0,52.00
143,06/12/2015,Morgan,172.0,165.0,16095.0,52.00
144,07/13/2015,Morgan,16.0,435.0,2580.0,52.00
145,12/23/2015,Moultrie,2.0,5235.0,5265.0,61.00
146,01/08/2015,Ogle,1.0,7650.0,7650.0, 
147,04/09/2015,Ogle,1.0,735.0,735.0, 
148,07/13/2015,Ogle,3686.0,480.0,426105.0,50.00
149,09/17/2015,Ogle,126.0,75.0,3030.0,40.00
150,06/07/2015,Peoria,11358.0,495.0,1600140.0,70.00
151,06/15/2015,Peoria,509.0,465.0,91680.0,52.00
152,06/20/2015,Peoria,101.0,630.0,14055.0,52.00
153,08/18/2015,Peoria,1946.0,1200.0,138240.0,52.00
154,11/11/2015,Peoria,208.0,1290.0,25365.0,52.00
155,06/19/2015,Perry,18.0,4995.0,7920.0, 
