,date,county,max_num_people_out,duration,customer_mins,wind_speed_mph
0,03/05/2022,Adams,95.0,1260.0,7245.0,51.00
1,06/17/2022,Adams,3248.0,1245.0,564030.0,61.00
2,08/29/2022,Adams,4.0,495.0,720.0,56.00
3,09/18/2022,Adams,12.0,1080.0,1635.0,65.00
4,03/30/2022,Alexander,329.0,60.0,7995.0,39.00
5,04/23/2022,Alexander,0.0,15.0,0.0,39.00
6,07/20/2022,Alexander,2.0,30.0,45.0,52.00
7,11/05/2022,Alexander,139.0,630.0,80505.0,37.00
8,05/19/2022,Bond,785.0,900.0,150855.0,61.00
9,05/21/2022,Bond,559.0,645.0,128610.0,61.00
10,06/17/2022,Bond,590.0,765.0,249375.0,61.00
11,01/25/2022,Boone,4.0,3810.0,15180.0, 
12,03/05/2022,Boone,19.0,750.0,3225.0,60.00
13,04/30/2022,Boone,4.0,825.0,3300.0, 
14,07/04/2022,Boone,0.0,270.0,0.0,60.00
15,07/05/2022,Boone,302.0,1005.0,132990.0,55.00
16,08/28/2022,Boone,507.0,135.0,50820.0,50.00
17,09/20/2022,Boone,4.0,105.0,300.0,50.00
18,11/05/2022,Boone,891.0,465.0,79440.0,55.00
19,05/25/2022,Brown,40.0,90.0,735.0,61.00
20,07/04/2022,Bureau,465.0,465.0,71865.0,60.00
21,09/18/2022,Bureau,1.0,165.0,165.0,61.00
22,03/05/2022,Carroll,1.0,75.0,75.0,56.00
23,07/23/2022,Carroll,52.0,435.0,8835.0,50.00
24,08/28/2022,Carroll,41.0,195.0,4680.0,56.00
25,11/05/2022,Carroll,612.0,420.0,206490.0,54.00
26,12/23/2022,Cass,3.0,9420.0,9510.0, 
27,03/05/2022,Champaign,103.0,315.0,19125.0,52.00
28,06/12/2022,Champaign,64.0,525.0,7695.0,52.00
29,08/01/2022,Champaign,2669.0,660.0,217650.0,61.00
30,09/19/2022,Champaign,2178.0,960.0,647250.0,52.00
31,11/05/2022,Champaign,2966.0,960.0,722310.0,52.00
32,12/23/2022,Champaign,487.0,1140.0,38505.0, 
33,03/05/2022,Christian,8.0,510.0,2685.0,52.00
34,04/24/2022,Christian,4.0,75.0,300.0,52.00
35,05/26/2022,Christian,10.0,180.0,765.0,52.00
36,07/08/2022,Christian,132.0,405.0,15675.0,52.00
37,12/23/2022,Christian,81.0,240.0,6510.0, 
38,05/26/2022,Clark,243.0,225.0,22665.0,52.00
39,06/17/2022,Clark,1523.0,705.0,467085.0,52.00
40,12/23/2022,Clark,125.0,555.0,27015.0, 
41,06/17/2022,Clay,670.0,720.0,256410.0,61.00
42,08/02/2022,Clay,102.0,1770.0,15150.0,61.00
43,12/23/2022,Clay,12.0,585.0,2925.0, 
44,05/19/2022,Clinton,2859.0,675.0,261480.0,61.00
45,06/17/2022,Clinton,684.0,705.0,230910.0,61.00
46,08/03/2022,Clinton,737.0,780.0,20235.0,56.00
47,03/06/2022,Coles,41.0,675.0,7935.0,52.00
48,06/17/2022,Coles,355.0,675.0,80895.0,52.00
49,11/05/2022,Coles,521.0,1905.0,40860.0,52.00
50,12/23/2022,Coles,296.0,780.0,16755.0, 
51,03/05/2022,Cook,958.0,1200.0,186840.0,65.00
52,03/25/2022,Cook,2383.0,1215.0,607410.0,50.00
53,04/13/2022,Cook,3486.0,1215.0,372435.0,50.00
54,04/30/2022,Cook,730.0,1185.0,126765.0,60.00
55,06/13/2022,Cook,884.0,1080.0,216990.0, 
56,07/04/2022,Cook,1193.0,1245.0,125565.0,55.00
57,07/05/2022,Cook,31686.0,1395.0,13371375.0,55.00
58,07/11/2022,Cook,952.0,1245.0,185100.0,60.00
59,07/23/2022,Cook,5687.0,1335.0,1601895.0,55.00
60,08/03/2022,Cook,8366.0,1350.0,1269870.0,55.00
61,08/28/2022,Cook,1197.0,1170.0,157020.0,50.00
62,08/29/2022,Cook,25999.0,1380.0,5870235.0,50.00
63,11/05/2022,Cook,22803.0,1350.0,7478340.0,70.00
64,03/06/2022,Crawford,23.0,720.0,15885.0,61.00
65,07/01/2022,Crawford,203.0,210.0,27480.0,52.00
66,12/23/2022,Crawford,306.0,210.0,49440.0, 
67,06/17/2022,Cumberland,1100.0,870.0,270615.0,61.00
68,12/23/2022,Cumberland,156.0,6390.0,20115.0, 
69,12/23/2022,De Witt,60.0,4125.0,5085.0, 
70,03/06/2022,Douglas,1034.0,840.0,144690.0,52.00
71,08/01/2022,Douglas,916.0,3480.0,77565.0,52.00
72,11/05/2022,Douglas,150.0,705.0,44805.0,52.00
73,12/23/2022,Douglas,2084.0,6375.0,184665.0, 
74,03/06/2022,Edgar,167.0,495.0,19605.0,52.00
75,08/01/2022,Edgar,700.0,540.0,35595.0,52.00
76,11/05/2022,Edgar,570.0,660.0,86835.0,52.00
77,12/23/2022,Edgar,75.0,10290.0,16485.0, 
78,06/17/2022,Edwards,1315.0,795.0,180120.0,61.00
79,11/05/2022,Edwards,19.0,255.0,2190.0,36.00
80,12/22/2022,Edwards,4.0,30.0,75.0, 
81,05/19/2022,Effingham,85.0,165.0,5565.0,52.00
82,06/17/2022,Effingham,2490.0,690.0,632100.0,61.00
83,08/03/2022,Effingham,1462.0,1185.0,26280.0,52.00
84,12/23/2022,Effingham,102.0,1035.0,17550.0, 
85,06/17/2022,Fayette,4191.0,795.0,1939080.0,61.00
86,07/08/2022,Fayette,1.0,720.0,720.0,61.00
87,07/04/2022,Ford,1264.0,255.0,25590.0,55.00
88,07/23/2022,Ford,8.0,120.0,780.0,55.00
89,12/22/2022,Ford,4.0,105.0,270.0, 
90,03/30/2022,Franklin,30.0,315.0,6600.0,39.00
91,06/17/2022,Franklin,3761.0,720.0,820575.0,52.00
92,07/08/2022,Franklin,22.0,180.0,2160.0,65.00
93,11/05/2022,Franklin,416.0,3150.0,28560.0,39.00
94,12/22/2022,Franklin,6.0,75.0,450.0, 
95,03/05/2022,Fulton,1.0,30.0,30.0,52.00
96,11/05/2022,Fulton,200.0,4260.0,80910.0,52.00
97,12/23/2022,Fulton,18.0,1440.0,14490.0, 
98,03/30/2022,Gallatin,32.0,225.0,1710.0,39.00
99,11/05/2022,Gallatin,344.0,1440.0,26730.0,42.00
100,06/17/2022,Greene,952.0,825.0,408450.0,61.00
101,08/29/2022,Grundy,179.0,480.0,47325.0,50.00
102,12/22/2022,Grundy,11.0,90.0,960.0, 
103,03/30/2022,Hamilton,3.0,420.0,480.0,39.00
104,06/17/2022,Hamilton,88.0,630.0,15195.0,61.00
105,11/05/2022,Hamilton,27.0,1395.0,4410.0,36.00
106,09/18/2022,Hancock,13.0,270.0,1350.0,52.00
107,03/30/2022,Hardin,4.0,75.0,285.0,39.00
108,11/05/2022,Hardin,12.0,180.0,1485.0,39.00
109,12/22/2022,Hardin,1.0,3750.0,3750.0, 
110,07/05/2022,Henderson,4.0,30.0,120.0,60.00
111,03/05/2022,Henry,16.0,45.0,720.0,52.00
112,05/20/2022,Henry,20.0,165.0,2370.0,61.00
113,05/26/2022,Henry,708.0,330.0,56655.0,61.00
114,06/06/2022,Henry,21.0,75.0,1110.0,56.00
115,06/25/2022,Henry,111.0,705.0,29805.0,52.00
116,07/05/2022,Henry,66.0,795.0,6255.0,60.00
117,11/05/2022,Henry,1730.0,540.0,207735.0,56.00
118,01/26/2022,Iroquois,18.0,135.0,1485.0, 
119,07/04/2022,Iroquois,678.0,135.0,51105.0,50.00
120,08/03/2022,Iroquois,43.0,390.0,6495.0,56.00
121,08/29/2022,Iroquois,49.0,1080.0,10290.0,55.00
122,11/05/2022,Iroquois,156.0,900.0,29805.0,50.00
123,12/22/2022,Iroquois,11.0,240.0,990.0, 
124,02/16/2022,Jackson,14.0,300.0,1020.0,47.00
125,03/30/2022,Jackson,99.0,240.0,5385.0,46.00
126,04/10/2022,Jackson,9.0,60.0,540.0,42.00
127,04/23/2022,Jackson,6.0,660.0,1875.0,43.00
128,05/14/2022,Jackson,1062.0,300.0,119835.0,52.00
129,06/17/2022,Jackson,220.0,570.0,20805.0,52.00
130,07/08/2022,Jackson,6.0,975.0,1425.0,56.00
131,11/05/2022,Jackson,1110.0,885.0,369345.0,44.00
132,12/22/2022,Jackson,36.0,180.0,1815.0, 
133,12/23/2022,Jasper,33.0,315.0,4245.0, 
134,03/30/2022,Jefferson,22.0,255.0,1455.0,39.00
135,06/17/2022,Jefferson,2771.0,1080.0,1325145.0,56.00
136,11/05/2022,Jefferson,290.0,990.0,53535.0,37.00
137,12/22/2022,Jefferson,3.0,15.0,45.0, 
138,03/05/2022,Jersey,0.0,1695.0,0.0,52.00
139,06/17/2022,Jersey,261.0,825.0,64365.0,56.00
140,08/03/2022,Jersey,2137.0,165.0,156645.0,61.00
141,06/21/2022,Jo Daviess,4.0,150.0,300.0,50.00
142,07/05/2022,Jo Daviess,9.0,60.0,540.0,60.00
143,07/23/2022,Jo Daviess,26.0,750.0,9195.0,51.00
144,07/24/2022,Jo Daviess,588.0,675.0,108285.0,56.00
145,11/05/2022,Jo Daviess,168.0,780.0,42990.0,66.00
146,03/30/2022,Johnson,2.0,7140.0,7245.0,39.00
147,06/17/2022,Johnson,91.0,615.0,20145.0,56.00
148,07/08/2022,Johnson,1.0,705.0,705.0,61.00
149,11/05/2022,Johnson,118.0,2700.0,17010.0,37.00
150,12/22/2022,Johnson,16.0,90.0,1215.0, 
151,01/25/2022,Kane,4.0,1800.0,7200.0, 
152,01/26/2022,Kane,38.0,285.0,4560.0, 
153,03/25/2022,Kane,185.0,420.0,6705.0,63.00
154,06/13/2022,Kane,5922.0,525.0,91110.0,65.00
155,07/04/2022,Kane,42.0,465.0,4755.0,60.00
156,07/05/2022,Kane,6039.0,1140.0,2782995.0,50.00
157,08/29/2022,Kane,1233.0,990.0,153870.0,60.00
158,09/20/2022,Kane,1833.0,405.0,73695.0,55.00
159,11/05/2022,Kane,2648.0,600.0,452985.0, 
160,12/22/2022,Kane,250.0,120.0,9105.0, 
161,12/25/2022,Kane,9.0,3735.0,15390.0, 
162,01/26/2022,Kankakee,61.0,480.0,3855.0, 
163,08/03/2022,Kankakee,7574.0,360.0,1055835.0,60.00
164,08/29/2022,Kankakee,1077.0,1095.0,179130.0,50.00
165,11/05/2022,Kankakee,693.0,720.0,95820.0,50.00
166,12/22/2022,Kankakee,7.0,45.0,270.0, 
167,01/26/2022,Kendall,8.0,150.0,915.0, 
168,03/25/2022,Kendall,98.0,720.0,9645.0,55.00
169,08/03/2022,Kendall,1295.0,660.0,35670.0,55.00
170,09/11/2022,Kendall,208.0,375.0,16215.0,50.00
171,11/05/2022,Kendall,3369.0,435.0,115830.0, 
172,12/22/2022,Kendall,268.0,90.0,12795.0, 
173,03/05/2022,Knox,46.0,180.0,2910.0,52.00
174,07/05/2022,Knox,625.0,975.0,232410.0,52.00
175,08/02/2022,Knox,1177.0,2055.0,108960.0,52.00
176,11/05/2022,Knox,2020.0,690.0,215790.0,52.00
177,12/23/2022,Knox,38.0,1170.0,8805.0, 
178,01/26/2022,Lake,164.0,330.0,6705.0, 
179,03/05/2022,Lake,20.0,480.0,3720.0,52.00
180,04/14/2022,Lake,2068.0,960.0,433845.0,55.00
181,06/13/2022,Lake,19.0,525.0,3270.0,50.00
182,06/15/2022,Lake,484.0,1245.0,87960.0,60.00
183,07/04/2022,Lake,88.0,330.0,7920.0,55.00
184,07/21/2022,Lake,98.0,660.0,4050.0,55.00
185,07/23/2022,Lake,3504.0,1260.0,1367925.0,60.00
186,08/03/2022,Lake,1369.0,810.0,161055.0,55.00
187,10/12/2022,Lake,47.0,1125.0,9420.0,52.00
188,11/05/2022,Lake,4571.0,990.0,1086555.0,56.00
189,12/22/2022,Lake,31.0,1110.0,5580.0, 
190,05/19/2022,Lawrence,31.0,90.0,1005.0,52.00
191,06/17/2022,Lawrence,1233.0,630.0,243075.0,52.00
192,07/24/2022,Lawrence,133.0,255.0,5190.0,52.00
193,08/01/2022,Lawrence,7.0,90.0,420.0,52.00
194,12/23/2022,Lawrence,132.0,690.0,17625.0, 
195,01/25/2022,Lee,4.0,2700.0,10740.0, 
196,03/05/2022,Lee,20.0,645.0,3300.0,50.00
197,04/14/2022,Lee,111.0,720.0,20805.0,54.00
198,06/06/2022,Lee,74.0,450.0,6525.0,52.00
199,07/23/2022,Lee,688.0,1485.0,235680.0,55.00
200,08/28/2022,Lee,20.0,555.0,4515.0,60.00
201,11/05/2022,Lee,1406.0,525.0,190845.0,50.00
202,12/22/2022,Lee,42.0,15.0,630.0, 
203,12/24/2022,Lee,28.0,30.0,690.0, 
204,01/26/2022,Livingston,4.0,105.0,285.0, 
205,04/14/2022,Livingston,25.0,420.0,3375.0,50.00
206,07/04/2022,Livingston,4900.0,570.0,423360.0,60.00
207,07/23/2022,Livingston,636.0,480.0,70350.0,60.00
208,08/29/2022,Livingston,27.0,465.0,5460.0,50.00
209,12/22/2022,Livingston,23.0,105.0,1155.0, 
210,05/25/2022,Logan,89.0,300.0,3030.0,52.00
211,08/01/2022,Logan,2013.0,600.0,400425.0,61.00
212,08/02/2022,Logan,107.0,540.0,32370.0,52.00
213,12/23/2022,Logan,10.0,480.0,2610.0, 
214,03/05/2022,Macon,8.0,60.0,420.0,59.00
215,08/01/2022,Macon,1299.0,705.0,334425.0,61.00
216,08/02/2022,Macon,1419.0,915.0,439590.0,52.00
217,08/03/2022,Macon,720.0,1230.0,51135.0,53.00
218,08/29/2022,Macon,2101.0,1140.0,369480.0,52.00
219,11/05/2022,Macon,373.0,750.0,103230.0,51.00
220,12/23/2022,Macon,385.0,510.0,24615.0, 
221,03/05/2022,Macoupin,59.0,405.0,3465.0,56.00
222,06/12/2022,Macoupin,206.0,1875.0,23385.0,61.00
223,06/17/2022,Macoupin,4559.0,855.0,2285610.0,61.00
224,05/19/2022,Madison,3285.0,1200.0,305700.0,56.00
225,05/25/2022,Madison,634.0,615.0,65865.0,56.00
